,Concept_ID,el,bg
459,Brot::N,ψωμί,хляб
460,Brot::N,άρτος,хляб
461,Scheibe::N,φέτα,резен
462,Fett::N,πάχος,мазнина
463,Butter::N,βούτυρο,масло
464,Öl::N,λάδι,олио
465,Öl::N,λάδι,оливия
466,Salz::N,αλάτι,сол
467,Suppe::N,σούπα,супа
468,Honig::N,μέλι,мед
469,Milch::N,γάλα,мляко
470,Tee::N,τσάι,чай
471,Leder::N,πετσί,кожа
472,Wolle::N,μαλλί,вълна
473,Stoff::N,ύφασμα,плат
474,Stoff::N,ύφασμα,материал
475,Nadel::N,βελόνα,игла
476,Faden::N,κλωστή,конец
477,Knopf::N,κουμπί,копче
478,Knoten::N,κόμπος,възел
479,Farbe::N,μπογιά,боя
480,Kleidung::N,ρούχα,дрехи
481,Kleidung::N,ρούχα,облекло
482,Kleidung::N,ενδυμασία,дрехи
483,Kleidung::N,ενδυμασία,облекло
484,Hemd::N,πουκάμισο,риза
485,Kragen::N,κολάρο,яка
486,Ärmel::N,μανίκι,ръкав
487,Hose::N,πανταλόνι,панталони
488,Gürtel::N,ζώνη,пояс
489,Gürtel::N,ζώνη,колан
490,Mütze::N,σκούφος,каскет
491,Mütze::N,σκούφος,фуражка
492,Schuh::N,παπούτσι,обувка
493,Stiefel::N,μπότα,ботуш
494,Ring::N,δαχτυλίδι,пръстен
495,Band::N,κορδέλα,лента
496,Band::N,κορδέλα,връзка
497,Kamm::N,χτένα,гребен
498,Spiegel::N,καθρέφτης,огледало
499,Riemen::N,λουρί,каиш
500,Riemen::N,λουρί,ремък
501,Schnur::N,κορδόνι,връв
502,Leine::N,σχοινί,връв
503,Leine::N,σχοινί,въже
504,Decke::N,κουβέρτα,покривка
505,Kissen::N,μαξιλάρι,възглавница
506,Tuch::N,πανί,сукно
507,Tuch::N,μαντήλι,сукно
508,Handtuch::N,πετσέτα,пешкир
509,Handtuch::N,πετσέτα,кърпа за лице
510,Kraft::N,δύναμη,мощ
511,Kraft::N,δύναμη,сила
512,Stärke::N,ισχύς,сила
513,Stärke::N,δύναμη,сила
514,Gesundheit::N,υγεία,здраве
515,Krankheit::N,αρρώστια,болест
516,Schmerz::N,πόνος,болка
517,Wunde::N,πληγή,рана
518,Fieber::N,πυρετός,треска
519,Fieber::N,πυρετός,температура
520,Arznei::N,φάρμακο,лек
521,Arznei::N,φάρμακο,лекарство
522,Brücke::N,γέφυρα,мост
523,Brunnen::N,πηγάδι,чешма
524,Brunnen::N,πηγάδι,кладенец
525,Weide::N,βοσκή,паша
526,Weide::N,βοσκή,пасище
527,Pfad::N,μονοπάτι,пътека
528,Weg::N,δρόμος,път
529,Straße::N,οδός,шосе
530,Straße::N,δρόμος,шосе
531,Dorf::N,χωριό,село
532,Stadt::N,πόλη,град
533,Brief::N,γράμμα,писмо
534,Brief::N,επιστολή,писмо
535,Buch::N,βιβλίο,книга
536,Buchstabe::N,γράμμα,буква
537,Zeitung::N,εφημερίδα,вестник
538,Leben::N,ζωή,живот
539,Leben::N,βίος,живот
540,Tod::N,θάνατος,смърт
541,Grab::N,τάφος,гроб
542,Kirche::N,εκκλησία,църква
543,Sünde::N,αμαρτία,грях
544,Gott::N,θεός,бог
545,Arbeiter::N,εργάτης,работник
546,Chef::N,προϊστάμενος,шеф
547,Chef::N,προϊστάμενος,началник
548,Meister::N,μάστορας,майстор
549,Meister::N,αρχιτεχνίτης,майстор
550,Arzt::N,γιατρός,лекар
551,Lehrer::N,δάσκαλος,учител
552,Geld::N,λεφτά,пари
553,Geld::N,χρήματα,пари
554,Geschäft::N,συναλλαγή,сделка
555,Laden::N,μαγαζί,дюкян
556,Laden::N,μαγαζί,магазин
557,Laden::N,κατάστημα,дюкян
558,Laden::N,κατάστημα,магазин
559,Preis::N,τιμή,цена
560,Ware::N,εμπόρευμα,стока
561,Nutzen::N,όφελος,полза
562,Nutzen::N,όφελος,облага
563,Reichtum::N,πλούτος,богатство
564,Welt::N,κόσμος,свят
565,Land::N,χώρα,страна
566,Staat::N,κράτος,щат
567,Staat::N,κράτος,държава
568,Staat::N,πολιτεία,щат
569,Staat::N,πολιτεία,държава
570,König::N,βασιλιάς,крал
571,Macht::N,εξουσία,мощ
572,Macht::N,εξουσία,власт
573,Grenze::N,σύνορα,граница
574,Krieg::N,πόλεμος,война
575,Feind::N,εχθρός,враг
576,Feind::N,εχθρός,неприятел
577,Gewalt::N,βία,сила
578,Gewalt::N,βία,насилие
579,Kampf::N,αγώνας,борба
580,Kampf::N,αγώνας,сражение
581,Bogen[Waffe]::N,τόξο,лък
582,Pfeil::N,σαΐτα,стрела
583,Gewehr::N,τουφέκι,пушка
584,Fehler::N,λάθος,грешка
585,Fehler::N,σφάλμα,грешка
586,Lüge::N,ψέμα,лъжа
587,Lüge::N,ψεύδος,лъжа
588,Schaden::N,ζημία,повреда
589,Unglück::N,δυστυχία,нещастие
590,Schuld::N,ενοχή,вина
591,Schuld::N,φταίξιμο,вина
592,Alter::N,ηλικία,възраст
593,Schluss::N,τέλος,край
594,Zeit::N,χρόνος,време
595,Tag::N,μέρα,ден
596,Tag::N,ημέρα,ден
597,Morgen::N,πρωί,утро
598,Morgen::N,πρωί,сутрин
599,Mittag::N,μεσημέρι,обед
600,Mittag::N,μεσημέρι,пладне
601,Abend::N,βράδυ,вечер
602,Nacht::N,νύχτα,нощ
603,Woche::N,εβδομάδα,седмица
604,Monat::N,μήνας,месец
605,Jahr::N,έτος,година
606,Jahr::N,χρόνος,година
607,Frühling::N,άνοιξη,пролет
608,Sommer::N,καλοκαίρι,лято
609,Herbst::N,φθινόπωρο,есен
610,Winter::N,χειμώνας,зима
611,Januar::N,Ιανουάριος,януари
612,Februar::N,Φεβρουάριος,февруари
613,März::N,Μάρτιος,март
614,April::N,Απρίλιος,април
615,Mai::N,Μάιος,май
616,Juni::N,Ιούνιος,юни
617,Juli::N,Ιούλιος,юли
618,August::N,Αύγουστος,август
619,September::N,Σεπτέμβριος,септември
620,Oktober::N,Οκτώβριος,октомври
621,November::N,Νοέμβριος,ноември
622,Dezember::N,Δεκέμβριος,декември
623,Montag::N,Δευτέρα,понеделник
624,Dienstag::N,Τρίτη,вторник
625,Mittwoch::N,Τετάρτη,сряда
626,Donnerstag::N,Πέμπτη,четвъртък
627,Freitag::N,Παρασκευή,петък
628,Samstag::N,Σάββατο,събота
629,Sonntag::N,Κυριακή,неделя
630,groß::A,μεγάλος,едър
631,groß::A,μεγάλος,голям
632,klein::A,μικρός,малък
633,klein::A,μικρός,дребен
634,lang::A,μακρύς,дълъг
635,kurz::A,κοντός,къс
636,breit::A,φαρδύς,широк
637,schmal::A,στενός,тесен
638,dicht::A,πυκνός,гъст
639,dick[Gegenstand]::A,παχύς,дебел
640,dick[Gegenstand]::A,χοντρός,дебел
641,dünn::A,ψιλός,тънък
642,dünn::A,λεπτός,тънък
643,fein::A,ψιλός,фин
644,fein::A,ψιλός,тънък
645,fest::A,στερεός,твърд
646,fest::A,στερεός,плътен
647,flach::A,επίπεδος,равен
648,flach::A,επίπεδος,плосък
649,glatt::A,λείος,гладък
650,glatt::A,ομαλός,гладък
651,hart::A,σκληρός,твърд
652,hart::A,σκληρός,корав
653,weich::A,μαλακός,мек
654,rund::A,στρογγυλός,кръгъл
655,spitz::A,μυτερός,островръх
656,scharf::A,κοφτερός,остър
657,stumpf::A,αμβλύς,тъп
658,schwer::A,βαρύς,тежък
659,schön::A,ωραίος,хубав
660,schön::A,ωραίος,красив
661,schön::A,όμορφος,хубав
662,schön::A,όμορφος,красив
663,heiß::A,ζεστός,жарък
664,warm::A,θερμός,топъл
665,kalt::A,κρύος,студен
666,kalt::A,ψυχρός,студен
667,kühl::A,δροσερός,хладен
668,frisch::A,νωπός,свеж
669,frisch::A,φρέσκος,свеж
670,feucht::A,υγρός,влажен
671,nass::A,βρεγμένος,мокър
672,trocken::A,ξηρός,сух
673,trocken::A,στεγνός,сух
674,voll::A,γεμάτος,пълен
675,leer::A,άδειος,празен
676,offen::A,ανοιχτός,откровен
677,geschlossen::A,κλειστός,закрит
678,geschlossen::A,κλειστός,затворен
679,sauber::A,καθαρός,чист
680,schmutzig::A,βρώμικος,мръсен
681,schmutzig::A,λερωμένος,мръсен
682,roh::A,ωμός,суров
683,reif::A,ώριμος,зрял
684,lecker::A,νόστιμος,вкусен
685,süß::A,γλυκός,сладък
686,bitter::A,πικρός,горчив
687,sauer::A,ξινός,кисел
688,hell::A,φωτεινός,ясен
689,hell::A,φωτεινός,светъл
690,dunkel::A,σκοτεινός,тъмен
691,schwarz::A,μαύρος,черен
692,schwarz::A,μελανός,черен
693,weiß::A,άσπρος,бял
694,rot::A,κόκκινος,червен
695,gelb::A,κίτρινος,жълт
696,blau::A,μπλε,син
697,blau::A,γαλανός,син
698,grün::A,πράσινος,зелен
699,grau::A,γκρίζος,сив
700,bunt::A,ποικιλόχρωπος,шарен
701,bunt::A,ποικιλόχρωπος,пъстър
702,billig::A,φτηνός,евтин
703,teuer::A,ακριβός,скъп
704,wertvoll::A,πολύτιμος,ценен
705,blind::A,τυφλός,сляп
706,taub::A,κουφός,глух
707,kräftig::A,δυνατός,силен
708,stark::A,γερός,здрав
709,stark::A,γερός,силен
710,schwach::A,αδύνατος,слаб
711,fett::A,παχύς,тлъст
712,schlank::A,λεπτός,тънък
713,schlank::A,λεπτός,строен
714,schlank::A,λυγερός,тънък
715,schlank::A,λυγερός,строен
716,hübsch::A,όμορφος,хубав
717,hübsch::A,χαριτωμένος,хубав
718,böse::A,κακός,зъл
719,dumm::A,κουτός,глупав
720,dumm::A,ανόητος,глупав
721,faul::A,τεμπέλης,ленив
722,faul::A,τεμπέλης,мързелив
723,fleißig::A,εργατικός,прилежен
724,geizig::A,τσιγγούνης,скъпернически
725,klug::A,έξυπνος,умен
726,klug::A,έξυπνος,разумен
727,geschickt::A,επιδέξιος,умел
728,geschickt::A,επιδέξιος,сръчен
729,lieb::A,φίλος,мил
730,lieb::A,φίλος,драг
731,lieb::A,αγαπητός,мил
732,lieb::A,αγαπητός,драг
733,lustig::A,εύθυμος,весел
734,lustig::A,χαρούμενος,весел
735,sanft::A,ήπιος,нежен
736,sanft::A,ήπιος,кротък
737,hungrig::A,πεινασμένος,гладен
738,krank::A,άρρωστος,болен
739,nackt::A,γυμνός,гол
740,traurig::A,λυπημένος,тъжен
741,traurig::A,λυπημένος,печален
742,lebendig::A,ζωντανός,жив
743,gut::A,καλός,добър
744,schlecht::A,κακός,лош
745,richtig::A,σωστός,правилен
746,schlimm::A,άσχημος,лош
747,wahr::A,αληθής,верен
748,wahr::A,αληθής,истински
749,wahr::A,αληθινός,верен
750,wahr::A,αληθινός,истински
751,alt::A,παλιός,стар
752,alt::A,παλιός,древен
753,neu::A,νέος,нов
754,neu::A,καινούργιος,нов
755,ehemalig::A,παλιός,бивш
756,alt[Lebewesen]::A,γέρος,стар
757,jung::A,νέος,млад
758,arm::A,φτωχός,беден
759,reich::A,πλούσιος,богат
