,Concept_ID,mn,mrj
224,Falle::N,хавх,лӱдӹ
225,Falle::N,хавх,лӱдӹш
226,Falle::N,занга,лӱдӹ
227,Falle::N,занга,лӱдӹш
228,Schlinge::N,урхи,онгы
229,Spur::N,мөр,кишӓ
230,Asche::N,үнс,ломых
231,Asche::N,үнс,ломпыж
232,Dreck::N,хир,лявӹрӓ
233,Eisen::N,төмөр,кӹртни
234,Gold::N,алт,шöртни
235,Gold::N,алт,шöртньӹ
236,Silber::N,мөнгө,ши
237,Kohle::N,нүүрс,шӱ
238,Glas::N,шил,охоница
239,Lehm::N,шавар,шун
240,Sand::N,элс,ошма
241,Mensch::N,хүн,эдем
242,Mann::N,эр,пӱэргӹ
243,Mann::N,эрэгтэй,пӱэргӹ
244,Frau::N,эмэгтэй,ӹдӹрӓмӓш
245,Frau::N,хатагтай,ӹдӹрӓмӓш
246,Kind::N,хүүхэд,ӓзӓ
247,Kind::N,хүүхэд,шачшы
248,Junge::N,хүү,рвезӹ
249,Junge::N,хүү,ӹрвезӹ
250,Mädchen::N,охин,ӹдӹрӓш
251,Mädchen::N,бүсгүй,ӹдӹрӓш
252,Familie::N,айл,йиш
253,Familie::N,айл,семня
254,Großvater::N,өвгөн аав,тьоти
255,Großmutter::N,эмэг эх,папа
256,Großmutter::N,эмгээ,папа
257,Eltern::N,эцэг эх,ӓтя-ӓвӓ
258,Vater::N,аав,ӓтя
259,Vater::N,эцэг,ӓтя
260,Mutter::N,эх,ӓвӓ
261,Mutter::N,ээж,ӓвӓ
262,Sohn::N,хүү,эргӹ
263,Tochter::N,охин,ӹдӹр
264,Bruder::N,ах,ӹза
265,Bruder::N,дүү,ӹза
266,Schwester::N,эгч,ӓкӓ
267,Schwester::N,охин дүү,ӓкӓ
268,Onkel::N,авга ах,кугуза
269,Onkel::N,нагац ах,кугуза
270,Tante::N,авга эгч,куака
271,Tante::N,нагац эгч,куака
272,Ehemann::N,нөхөр,мары
273,Ehefrau::N,эхнэр,вӓтӹ
274,Ehefrau::N,гэргий,вӓтӹ
275,Freude::N,баяр,ӹвӹртӹмӓш
276,Freude::N,баясгалан,ӹвӹртӹмӓш
277,Gelächter::N,инээдэм,ваштылмаш
278,Glück::N,жаргалан,пиӓл
279,Kummer::N,гаслан,ясы
280,Wunsch::N,ерөөл,охата
281,Wunsch::N,ерөөл,шанымаш
282,Lust::N,дур,шӓр
283,Lust::N,дур,охата
284,Lust::N,дур,шанымаш
285,Lust::N,хүсэл,шӓр
286,Lust::N,хүсэл,охата
287,Lust::N,хүсэл,шанымаш
288,Geist::N,оюун,тух
289,Gedanke::N,сэтгэл,шанымаш
290,Gedächtnis::N,ой,ӓш
291,Gedächtnis::N,цээж,ӓш
292,Verstand::N,ухаан,ыш
293,Sinn::N,утга,кын
294,Grund::N,учир,вир
295,Wahrheit::N,үнэн,тöр
296,Gespräch::N,яриа,хытырымаш
297,Märchen::N,явган үлгэр,ямак
298,Erzählung::N,тууж,шайыштмаш
299,Nachricht::N,мэдээ,увертӓрӹмӓш
300,Neuigkeit::N,сонин,увер
301,Name::N,нэр,лӹм
302,Rätsel::N,оньсого,тышты
303,Rede::N,хэлсэн үг,шая
304,Rede::N,хэлсэн үг,шамак
305,Sprache::N,хэл,йӹлмӹ
306,Stimme::N,дуу,юк
307,Wort::N,үг,шамак
308,Zeichen::N,тамга,палӹ
309,Zeichen::N,тэмдэг,палӹ
310,Ruf::N,дуудлага,сӹгӹрӹмӓш
311,Lärm::N,шуугиан,юкланымащ
312,Lärm::N,чимээ,юкланымащ
313,Laut::N,анир,юк
314,Laut::N,дуу,юк
315,Ton::N,авиа,юк
316,Ton::N,аялгуу,юк
317,Lied::N,дуу,мыры
318,Ruhe::N,энх,тыр
319,Ruhe::N,тайван,тыр
320,Leute::N,хүмүүс,эдемвлӓ
321,Volk::N,улс,халык
322,Arbeit::N,ажил,пӓшӓ
323,Arbeit::N,хөдөлмөр,пӓшӓ
324,Gast::N,зочин,хына
325,Gast::N,айлчин,хына
326,Geschenk::N,бэлэг,подарка
327,Spiel::N,наадам,мадыш
328,Spiel::N,тоглоом,мадыш
329,Gesellschaft::N,хамт байх,йӓл
330,Gesellschaft::N,хамт байх,йӓлвлӓ
331,Hilfe::N,тусламж,палшык
332,Freund::N,найз,тӓнг
333,Freund::N,нөхөр,тӓнг
334,Kamerad::N,хань,тос
335,Kamerad::N,нөхөр,тос
336,Angelegenheit::N,хэрэг,дела
337,Angelegenheit::N,хэрэг,йела
338,Angelegenheit::N,хэрэг,йыла
339,Angelegenheit::N,хэрэг,пӓшӓ
340,Anzahl::N,тоо,шот
341,Art::N,төрөл,цӹре
342,Art::N,янз,цӹре
343,Stück::N,хэсэг,лаштык
344,Teil::N,хувь,пай
345,Teil::N,хувь,часть
346,Teil::N,хэсэг,пай
347,Teil::N,хэсэг,часть
348,Hälfte::N,хагас,пел
349,Kreis::N,тойрог,тӹртӹш
350,Kreis::N,хүрээ,тӹртӹш
351,Kreuz::N,загалмай,крестӹ
352,Linie::N,шугам,
353,Strich::N,зураас,
354,Abstand::N,зай,ло
355,Entfernung::N,зай,ло
356,Entfernung::N,хол ойр,ло
357,Gegend::N,хавь,вӓр
358,Gegend::N,газар,вӓр
359,Platz::N,зай,вӓр
360,Platz::N,завсар,вӓр
361,Ort::N,газар,вӓр
362,Ort::N,байр,вӓр
363,Seite::N,тал,öрдӹж
364,Seite::N,этгээд,öрдӹж
365,Mitte::N,төв,ло
366,Mitte::N,дунд,ло
367,Gegenstand::N,юм,хӓдӹр
368,Sache::N,үйл,хӓдӹр
369,Sache::N,хэрэг,хӓдӹр
370,Rand::N,зах,шöр
371,Rand::N,хөвөө,шöр
372,Kante::N,ирмэг,шöр
373,Ecke::N,өнцөг,лык
374,Spitze::N,үзүүр,вуй
375,Ende::N,зах,вуй
376,Ende::N,зах,мычаш
377,Ende::N,үзүүр,вуй
378,Ende::N,үзүүр,мычаш
379,Loch::N,цоорхой,ыраж
380,Loch::N,онгорхой,ыраж
381,Winkel::N,өнцөг,лык
382,Muster::N,хээ,тӹрлец
383,Muster::N,угалз,тӹрлец
384,Größe::N,хэмжээ,кӱкшӹц
385,Länge::N,урт,кыт
386,Höhe::N,өндөр,кӱкшӹц
387,Gewicht::N,жин,нелӹц
388,Menge::N,тоо,шот
389,Haufen::N,бөөн,ара
390,Reihe::N,эгнээ,ряд
391,Boot::N,завь,пыш
392,Ruder::N,сэлүүр,вешлӓ
393,Schlitten::N,чарга,тир
394,Ski::N,цана,ечӹ
395,Lagerfeuer::N,түүдэг,тыл
396,Last::N,ачаа,нелӹц
397,Gang::N,явдал,ход
398,Schritt::N,алхам,ашкыл
399,Norden::N,умар,йыдпелвел
400,Süden::N,урд,кечӹвӓлвел
401,Süden::N,өмнө,кечӹвӓлвел
402,Westen::N,өрнө,кечӹ шӹцмӹ
403,Westen::N,баруун,кечӹ шӹцмӹ
404,Osten::N,зүүн,ирвел
405,Osten::N,зүүн,кечӹ лӱлтмӹ
406,Osten::N,дорно,ирвел
407,Osten::N,дорно,кечӹ лӱлтмӹ
408,Holz::N,мод,пушӓнгӹ
409,Brett::N,банз,ханга
410,Platte::N,хавтан,плитӓ
411,Stütze::N,тулгуур,цӓрӓк
412,Stütze::N,тулга,цӓрӓк
413,Stange::N,сургааг,равы
414,Stange::N,сургааг,намаш
415,Stock::N,саваа,панды
416,Stab::N,таяг,равы
417,Rohr::N,хоолой,пыч
418,Haus::N,гэр,пöрт
419,Haus::N,байшин,пöрт
420,Heim::N,гэр,пöрт
421,Ofen::N,зуух,камака
422,Ofen::N,пийшин,камака
423,Fußboden::N,шал,седӹрӓ
424,Tisch::N,ширээ,стöл
425,Stuhl::N,сандал,пöкен
426,Wiege::N,өлгий,шипкӓ
427,Bett::N,ор,койка
428,Bett::N,ор,кравать
429,Regal::N,тавиур,полицӓ
430,Kiste::N,авдар,шӱ́ндӹк
431,Kiste::N,хайрцаг,шӱ́ндӹк
432,Fenster::N,гэгээвч,окня
433,Tür::N,үүд,амаса
434,Tür::N,хаалга,амаса
435,Tor::N,хаалга,хапка
436,Zaun::N,хашаа,забор
437,Dach::N,дээвэр,левӓш
438,Leiter::N,шат,ташкалтыш
439,Besen::N,хамуур,сало
440,Besen::N,хамуур,салко
441,Besen::N,туужуу,сало
442,Besen::N,туужуу,салко
443,Spaten::N,хүрз,кольмы
444,Schaufel::N,хүрз,лоток
445,Gabel::N,сэрээ,ви́лка
446,Löffel::N,халбага,савала
447,Messer::N,хутга,кӹзӹ
448,Nagel::N,хадаас,пыда
449,Netz::N,өөш,вӓпш
450,Netz::N,тор,вӓпш
451,Haken::N,гох,крӱк
452,Haken::N,гох,кагак
453,Griff::N,иш,кычем
454,Griff::N,сэнж,кычем
455,Schloss::N,цуурга,замок
456,Schloss::N,цуурга,сыравач
457,Schloss::N,цоож,замок
458,Schloss::N,цоож,сыравач
459,Bild::N,зураг,картин
460,Figur::N,баримал,кӓн
461,Puppe::N,хүүхэлдэй,поханя
462,Beutel::N,агсаа,мешӓк
463,Beutel::N,уут,мешӓк
464,Bündel::N,боодол,топ
465,Bündel::N,боодол,пидӹш
466,Bündel::N,боодол,кӹлдӹш
467,Tasche::N,цүнх,сумкы
468,Eimer::N,хөнөг,ведӹрӓ
469,Eimer::N,хувин,ведӹрӓ
470,Deckel::N,таг,комдыш
471,Deckel::N,хавхаг,комдыш
472,Geschirr::N,сав суулга,ӓтӹ
473,Sack::N,шуудай,мешӓк
474,Tasse::N,аяга,цӓшкӓ
475,Topf::N,тогоо,ми́ска
476,Kessel::N,тогоо,пад
477,Essen::N,идээ,качкыш
478,Essen::N,идээ,качкыш-йӱш
479,Nahrung::N,хүнс,качкыш
480,Nahrung::N,хүнс,качкыш-йӱш
481,Speise::N,идээ,няня
482,Fleisch::N,мах,пай
483,Getreide::N,будаа,киндӹ
484,Brei::N,богшмол,шӹрӓш
485,Brei::N,будаа,шӹрӓш
486,Brot::N,талх,сыкыр
487,Scheibe::N,зүсэм,ламыт
488,Scheibe::N,зүсэм,лаштык
489,Scheibe::N,хэрчим,ламыт
490,Scheibe::N,хэрчим,лаштык
491,Fett::N,өөх,кая
492,Butter::N,тос,ӱ
493,Öl::N,тос,ӱ
494,Salz::N,давс,санзал
495,Suppe::N,шөл,лем
496,Honig::N,бал,мӱ
497,Milch::N,сүү,шӹшер
498,Tee::N,цай,чӓй
499,Leder::N,арьс,шарга
500,Leder::N,арьс,кавашты
501,Leder::N,савхи,шарга
502,Leder::N,савхи,кавашты
503,Wolle::N,ноос,миж
504,Wolle::N,унгас,миж
505,Stoff::N,бөс,матер
506,Stoff::N,бөс,матери
507,Nadel::N,зүү,им
508,Faden::N,боолт,шӹртӹ
509,Faden::N,утас,шӹртӹ
510,Knopf::N,товч,полдыш
511,Knoten::N,зангилаа,пӱкшем
512,Farbe::N,будаг,чиӓ
513,Farbe::N,будаг,крӓскӓ
514,Kleidung::N,хувцас,выргем
515,Hemd::N,цамц,тыгыр
516,Kragen::N,зах заам,шӱ
517,Ärmel::N,ханцуй,шокш
518,Hose::N,өмд,ялаш
519,Gürtel::N,бүс,ӹштӹ
520,Mütze::N,малгай,упш
521,Mütze::N,бүрх,упш
522,Schuh::N,туфли,ту́фльы
523,Stiefel::N,гутал,кем
524,Ring::N,бөгж,шӓргӓш
525,Band::N,тууз,лемтӓ
526,Kamm::N,сам,шерге
527,Spiegel::N,толь,тӹгӹр
528,Riemen::N,тасам,прӓжӓ
529,Riemen::N,сур,прӓжӓ
530,Schnur::N,татлага,кӓндӹра
531,Leine::N,оосор,керем
532,Decke::N,хөнжил,одеял
533,Decke::N,хучлага,одеял
534,Kissen::N,дэр,кӹпцӹк
535,Tuch::N,алчуур,савыц
536,Tuch::N,даавуу,савыц
537,Handtuch::N,алчуур,шӹргӹсавыц
538,Handtuch::N,алчуур,шӹргӹмсавыц
539,Kraft::N,чадал,ви
540,Kraft::N,хүч,ви
541,Stärke::N,эрч,ви
542,Stärke::N,тэнхээ,ви
543,Gesundheit::N,бие,шу
544,Gesundheit::N,бие,шулык
545,Gesundheit::N,эрүүл мэнд,шу
546,Gesundheit::N,эрүүл мэнд,шулык
547,Krankheit::N,эмгэг,мыж
548,Schmerz::N,өвчин,карштыш
549,Wunde::N,шарх,шушыр
550,Fieber::N,халуун,ӱштӹмыж
551,Arznei::N,эм,лекӓрцӹ
552,Brücke::N,гүүр,кӹвер
553,Brunnen::N,худаг,вӹдсӹнзӓ
554,Weide::N,бэлчээр,ныр
555,Pfad::N,жим,ялгорны
556,Pfad::N,зөрөг,ялгорны
557,Weg::N,зам,корны
558,Weg::N,харгуй,корны
559,Straße::N,зам,корны
560,Straße::N,харгуй,корны
561,Dorf::N,тосгон,сола
562,Dorf::N,гацаа,сола
563,Stadt::N,хот,города
564,Brief::N,захидал,сирмӓш
565,Brief::N,захиа,сирмӓш
566,Buch::N,ном,книгӓ
567,Buch::N,бичиг,книгӓ
568,Buchstabe::N,үсэг,буква́
569,Zeitung::N,сонин,газет
570,Zeitung::N,сонин,кайзет
571,Leben::N,амь,житя
572,Leben::N,амьдрал,житя
573,Tod::N,үхэл,смöрт
574,Grab::N,булш,шӹгер
575,Grab::N,булш,мыгилӓ
576,Grab::N,булш,шӹгерлӓ
577,Kirche::N,сүм,церкӹ
578,Sünde::N,нүгэл,сулык
579,Sünde::N,хилэнц,сулык
580,Gott::N,бурхан,йымы
581,Arbeiter::N,ажилчин,пӓшӓзӹ
582,Arbeiter::N,хөдөлмөрчин,пӓшӓзӹ
583,Chef::N,дарга,вуй
584,Meister::N,дархан,мастар
585,Arzt::N,эмч,доктор
586,Lehrer::N,багш,тымдышы
587,Geld::N,цаас,окса
588,Geld::N,мөнгө,окса
589,Geschäft::N,наймаа,торге́йӹмӓш
590,Laden::N,дэлгүүр,лапка
591,Laden::N,дэлгүүр,магазин
592,Preis::N,үнэ,ӓк
593,Ware::N,таваар,товар
594,Ware::N,бараа,товар
595,Nutzen::N,ашиг,пайда
596,Reichtum::N,баялаг,перке
597,Welt::N,дэлхий,сӓндӓлӹк
598,Welt::N,дэлхий,свет
599,Welt::N,орчлон,сӓндӓлӹк
600,Welt::N,орчлон,свет
601,Land::N,улс,сӓндӓлӹк
602,Land::N,орон,сӓндӓлӹк
603,Staat::N,төр,кугижӓншӹ
604,Staat::N,гүрэн,кугижӓншӹ
605,König::N,ван,король
606,Macht::N,засаг,власть
607,Grenze::N,хил,пӹсмӓн
608,Krieg::N,дайн,вырсы
609,Feind::N,дайсан,тышман
610,Gewalt::N,хүчирхэх,ви
611,Kampf::N,тэмцэл,кредӓлмӓш
612,Kampf::N,байлдаан,кредӓлмӓш
613,Bogen[Waffe]::N,нум,янгеж
614,Pfeil::N,годил,пикш
615,Pfeil::N,сум,пикш
616,Gewehr::N,буу,пичӓл
617,Fehler::N,эндэл,самынь
618,Fehler::N,алдаа,самынь
619,Lüge::N,худал,шая
620,Schaden::N,хор,вре́дӓ
621,Schaden::N,хөнөөл,вре́дӓ
622,Unglück::N,гай,пёда
623,Unglück::N,гай,тымаша
624,Unglück::N,гамшиг,пёда
625,Unglück::N,гамшиг,тымаша
626,Schuld::N,гэм,вуйнамат
627,Schuld::N,буруу,вуйнамат
628,Alter::N,нас,иӓш
629,Alter::N,нас,игечӹ
630,Schluss::N,эцэс,пӹтӓртӹш
631,Schluss::N,төгсгөл,пӹтӓртӹш
632,Zeit::N,цаг,веремӓ
633,Tag::N,өдөр,кечӹ
634,Morgen::N,өглөө,ир
635,Morgen::N,өглөө,ирок
636,Mittag::N,үд,кечӹвӓл
637,Abend::N,үдэш,вады
638,Nacht::N,шөнө,йыд
639,Woche::N,долоо хоног,ӓрня
640,Monat::N,сар,тӹ́лзӹ
641,Jahr::N,жил,год
642,Frühling::N,хавар,шошым
643,Sommer::N,зун,кӓнгӹж
644,Herbst::N,намар,шӹжӹ
645,Winter::N,өвөл,тел
646,Winter::N,өвөл,телӹ
647,Januar::N,нэгдүгээр сар,январ
648,Januar::N,нэгдүгээр сар,январь
649,Februar::N,хоёрдугаар сар,февраль
650,März::N,гуравдугаар сар,март
651,April::N,дөрөвдүгээр сар,апрель
652,Mai::N,тавдугаар сар,май
653,Juni::N,зургаадугаар сар,июнь
654,Juli::N,долдугаар сар,июль
655,August::N,наймдугаар сар,август
656,September::N,есдүгээр сар,сентябрь
657,Oktober::N,аравдугаар сар,октябрь
658,November::N,арван нэгдүгээр сар,ноябрь
659,Dezember::N,арван хоёрдугаар сар,декавыр
660,Montag::N,даваа,шачмы
661,Dienstag::N,мягмар,кышкыжмы
662,Mittwoch::N,лхагва,вӹрчегӹ
663,Donnerstag::N,пүрэв,изӓрня
664,Freitag::N,баасан,когарня
665,Samstag::N,бямба,кукшыгечӹ
666,Sonntag::N,ням,рушӓрня
667,groß::A,их,кого
668,groß::A,том,кого
669,klein::A,бага,изи
670,klein::A,жаахан,изи
671,lang::A,урт,кужы
672,kurz::A,охор,кӹтӹк
673,kurz::A,богино,кӹтӹк
674,breit::A,өргөн,кымда
675,schmal::A,уйтан,ӓнгӹсӹр
676,schmal::A,нарийн,ӓнгӹсӹр
677,dicht::A,нягт,шӹре
678,dicht::A,чигжүү,шӹре
679,dick[Gegenstand]::A,зузаан,кӹжгӹ
680,dünn::A,нимгэн,вӹцкӹж
681,fein::A,нарийн,пыльга
682,fest::A,бөх,цаткыды
683,fest::A,хатуу,цаткыды
684,flach::A,хавтгай,тӓлякӓ
685,glatt::A,цагаан,ягылгы
686,hart::A,хатуу,пингӹдӹ
687,weich::A,зөөлөн,пышкыды
688,rund::A,дугуй,тӹртӹш
689,rund::A,дугариг,тӹртӹш
690,spitz::A,шовх,кашар
691,spitz::A,шовгор,кашар
692,scharf::A,хурц,кашар
693,scharf::A,иртэй,кашар
694,stumpf::A,мохоо,нӹшкӹ
695,schwer::A,хүнд,нелӹ
696,schön::A,гуа,цевер
697,schön::A,гуа,олмыдшы
698,schön::A,сайхан,цевер
699,schön::A,сайхан,олмыдшы
700,heiß::A,халуун,шокшы
701,warm::A,дулаан,шокшы
702,kalt::A,хүйтэн,ӱштӹ
703,kühl::A,сэрүүн,юалгы
704,kühl::A,сэрүүн,йонгата
705,frisch::A,эрүүл,йонгата
706,frisch::A,жихүүн,йонгата
707,feucht::A,чийгтэй,ӹлӹкшӹ
708,feucht::A,чийгтэй,вӹдӹжгӹ
709,nass::A,нойтон,начкы
710,trocken::A,хатсан,кукшы
711,voll::A,дүүрэн,темшӹ
712,voll::A,дүүрэн,темыман
713,leer::A,хоосон,йӓрӓ
714,offen::A,онгорхой,виш
715,geschlossen::A,битүү,чӱчмӹ
716,geschlossen::A,битүү,тӹкӹлӓлтшӹ
717,geschlossen::A,хаалтай,чӱчмӹ
718,geschlossen::A,хаалтай,тӹкӹлӓлтшӹ
719,sauber::A,цэвэр,ире
720,sauber::A,хиргүй,ире
721,schmutzig::A,бохир,шоран
722,schmutzig::A,бохир,лявӹрӓн
723,schmutzig::A,бохир,шорангшы
724,schmutzig::A,хиртэй,шоран
725,schmutzig::A,хиртэй,лявӹрӓн
726,schmutzig::A,хиртэй,шорангшы
727,roh::A,түүхий,пеле кӱшӹ
728,reif::A,болсон,кӱшӹ
729,lecker::A,амттай,тотан
730,süß::A,амттай,мӱӓн
