,Concept_ID,zh,lbe
776,sitzen::V,坐,щяивкӏун икӏан
777,liegen::V,躺着,утту нвхьуну икӏан
778,hängen::V,挂着,зурчӏай тӏун
779,werden::V,成为,хьун
780,passieren::V,发生,хьун
781,beginnen::V,开始,дайдишин
782,beginnen::V,开始,дайдирхьуну дикӏан
783,enden::V,终止,къуртал дан
784,wechseln::V,变迁,даххана хьун
785,wechseln::V,变迁,даххана дуллан
786,aufgehen[Sonne]::V,升起,буклай бур
787,untergehen[Sonne]::V,下落,лаглай бур
788,scheinen[Sonne]::V,照射,битан
789,scheinen[Sonne]::V,照射,чани буллан
790,donnern::V,打雷,тӏий бур
791,wehen::V,飘扬,бишлай бур
792,strömen::V,流,экьинан
793,fließen::V,流动,экьинан
794,sich drehen::V,转动,гьанан
795,schwanken::V,摇摆,хъюлчу тӏун
796,schwanken::V,摇摆,хӏуркку тӏун
797,schwingen::V,摇,хъюлчай тӏун
798,schwingen::V,摇,хъюлчу тӏун
799,fallen::V,坠落,багьлан
800,brennen::V,燃烧,ччучлан
801,rauchen::V,冒烟,пуркӏу тӏун
802,regnen::V,下雨,лачӏун
803,regnen::V,下雨,лачIлай дур
804,gefrieren::V,结冰,микӏ лачӏун
805,tauen::V,融化,баслан
806,schmelzen::V,溶化,баслан
807,trocknen::V,变干,кьакьан
808,sieden::V,煮,щаран
809,faulen::V,腐烂,аьллан
810,verfaulen::V,腐烂,аьллан
811,verfaulen::V,腐烂,аьян
812,reißen::V,撕,ххя дукан
813,versinken::V,下沉,оькьлан
814,versinken::V,下沉,оькьан
815,vergehen::V,流逝,лялиян
816,erscheinen::V,出现,буккан
817,erscheinen::V,出现,загьир хьун
818,verschwinden::V,消失,бат хьун
819,verschwinden::V,消失,акъа хьун
820,sinken::V,下降,чахь учин
821,abnehmen::V,减少,чан хьун
822,abnehmen::V,减少,ссуссукьу хьун
823,zunehmen::V,增加,гьарза хьун
824,steigen::V,上升,гьаз хьун
825,wachsen::V,生长,ххяххан
826,glänzen::V,发光,цӏай буккан
827,funkeln::V,闪烁,цӏай-цӏай тӏун
828,lärmen::V,吵闹,чӏу буллан
829,lärmen::V,吵闹,аьлагъужа буллан
830,läuten::V,响,занг ришлан
831,läuten::V,响,занг дуллан
832,klingeln::V,按铃,занг ришлан
833,klingeln::V,按铃,занг дуллан
834,brausen::V,疾驶,никъащилан
835,klingen::V,听起来,чӏу буклан
836,bellen::V,吠,хӏап тӏун
837,heulen::V,嗥,
838,blasen::V,吹,уф тӏун
839,pfeifen::V,吹口哨,щютӏа тӏун
840,schreien::V,叫喊,чӏу бан
841,stöhnen::V,呻吟,угь-къак тӏун
842,zittern::V,颤抖,зурзу чин
843,zittern::V,颤抖,зурзу тӏун
844,leben::V,生存,ялапар хъанан
845,geboren werden::V,出生,ан
846,atmen::V,呼吸,ссихӏ ласлан
847,atmen::V,呼吸,ссихӏ бигьлан
848,trinken::V,喝,хӏачӏан
849,trinken::V,喝,хӏачӏлан
850,essen::V,吃,канан
851,schlucken::V,咽,кьюлтӏа тӏун
852,müde werden::V,疲倦,аьхчӏин
853,einschlafen::V,入睡,шанан икӏан
854,schlafen::V,睡觉,шанан
855,aufwachen::V,睡醒,чантӏ учин
856,aufstehen::V,起床,бизан
857,sich erholen::V,休养,бигьалаган
858,krank werden::V,生病,къашай хьун
859,krank sein::V,生病,къашай хъанан
860,krank sein::V,生病,къашавай икӏан
861,schmerzen::V,疼痛,цӏун
862,husten::V,咳,хъугьу чин
863,husten::V,咳,хъугьу тӏун
864,genesen::V,痊愈,хъин хьун
865,genesen::V,痊愈,сагъ лаган
866,sterben::V,死,ивчӏан
867,umkommen::V,丧命,лиллан
868,umkommen::V,丧命,литӏлан
869,umkommen::V,丧命,ажал биян
870,umkommen::V,丧命,личӏи хьун
871,umkommen::V,丧命,иакьлу хьун
872,umkommen::V,丧命,ахир жан хъанан
873,umkommen::V,丧命,рухӏирачӏа икӏан
874,sich bewegen::V,移动,сукку хьун
875,sich rühren::V,动弹,сукку хьун
876,sich erheben::V,站起,бизан
877,sich setzen::V,坐,щяикӏан
878,sich setzen::V,坐,щябикӏан
879,hinfallen::V,跌倒,багьан
880,laufen::V,步行,занан
881,schreiten::V,迈步,ша ласлан
882,spazierengehen::V,散步,сайр буллан
883,eilen::V,急忙,анавар буккан
884,sich beeilen::V,赶快,анавар буккан
885,sausen::V,疾驰,никъа щилан
886,sausen::V,疾驰,никъа щун
887,rennen::V,奔跑,лечлан
888,springen::V,跳,тӏанкӏ дан
889,klettern::V,攀缘,лахълан
890,schaukeln::V,荡秋千,гьайжак бигьлан
891,kriechen::V,爬行,ххярк тӏун
892,schwimmen::V,游泳,гьузун
893,tauchen::V,潜水,лултту уккан
894,rudern::V,划船,бяхлан
895,rudern::V,划船,батӏлан
896,rudern::V,划船,ххялаххи дуклан
897,fahren::V,行驶,гьан
898,fliegen::V,飞,лехлан
899,gehen::V,走,нан
900,weggehen::V,离去,ялагьан
901,abfahren::V,出发,гьан
902,anhalten::V,停住,бацӏан
903,hineingehen::V,进去,буххан
904,eintreten::V,进入,буххан
905,kommen::V,来,учӏан
906,ankommen::V,到达,биян
907,ankommen::V,到达,бучӏан
908,zurückkommen::V,回来,зана хъун
909,zurückkommen::V,回来,зана бикӏан
910,bleiben::V,停留,личӏан
911,warten::V,等,ялугьлан
912,erwarten::V,等候,ялугьлан
913,suchen::V,找,луглан
914,finden::V,找到,лякъин
915,versuchen::V,尝试,ххал буллан
916,vorbereiten::V,预备,хӏадур бан
917,lieben::V,爱,эшкьи хьуиу бикӏан
918,mögen::V,喜欢,ххиран бикӏан
919,lachen::V,笑,хъян
920,weinen::V,哭,аьтӏун
921,schimpfen::V,骂,дяъван
922,schimpfen::V,骂,ссугайи агьан
923,sich ärgern::V,生气,ссибизлан
924,sich fürchten::V,害怕,ингъауслан
925,fürchten::V,害怕,хӏучӏ тӏун
926,fliehen::V,逃走,ака бан
927,flüchten::V,逃跑,лихъан
928,sehen::V,看,чӏалан
929,anschauen::V,注视,урган
930,ansehen::V,注视,буруглан
931,hören::V,听,баллан
932,zuhören::V,倾听,вичӏи дихьлан
933,probieren::V,尝,тӏин ххал буллан
934,riechen::V,闻,ссунтӏа тӏун
935,fühlen::V,感到,дакӏнил буслан
936,scheinen::V,照耀,ххан
937,scheinen::V,照耀,бизан
938,scheinen::V,照耀,ххан бикӏлай бикӏан
939,zu sehen sein::V,可以看到,
940,vernehmen::V,审讯,баян
941,frieren::V,觉得冷,лигьулул хъанан
942,tun::V,作,бан
943,können::V,能,хьун
944,wollen::V,要,
945,anfangen::V,开始,дайдишин
946,beenden::V,结束,къуртал бан
947,aufhören::V,停止,кьабагьан
948,gelingen::V,成功,бюхъан
949,geraten::V,陷于,
950,öffnen::V,打开,тӏитӏин
951,schließen::V,关,лакьин
952,stellen::V,放,дацӏан дан
953,stellen::V,放,бишин
954,setzen::V,放,щяитан
955,legen::V,摆,бишин
956,berühren::V,触,ка щун
957,verbinden::V,联结,бахӏин
958,verbinden::V,联结,дахӏин
959,bedecken::V,覆盖,ялтту бущин
960,bedecken::V,覆盖,ялтту бакьин
961,aufhängen::V,挂,лахъан
962,anzünden::V,点,лахъан
963,aufheben::V,拾起,гьаз бан
964,zurücklassen::V,遗留,кьаитан
965,zurücklassen::V,遗留,битан
966,verlieren::V,丧失,дакъа дан
967,fallen lassen::V,让掉下,рутан
968,machen::V,做,дан
969,herstellen::V,生产,яраг ишла бувиу бан
970,bauen::V,建造,дан
971,reparieren::V,修理,дакьин дан
972,verbessern::V,改进,ххуй дан
973,ändern::V,改变,баххана бан
974,graben::V,挖,дуклан
975,beugen::V,弯下,лахӏан бан
976,beugen::V,弯下,кьус бикӏан
977,biegen::V,弯,баччин
978,biegen::V,弯,лахӏан бан
979,drehen::V,转动,гьанан
980,wenden::V,转动,кӏура баен бан
981,umdrehen::V,转动,кӏура баен бан
982,heben::V,举起,гьаз бан
983,hochheben::V,抬高,гьаз бан
984,ergreifen::V,抓住,хъап дан
985,ergreifen::V,抓住,хъап увиу угьан
986,halten::V,拿着,бугьлан
987,drücken::V,压,кьюч бигьлан
988,schieben::V,推,щун
989,kratzen::V,搔,
990,lecken::V,舔,ланцӏа тӏун
991,beißen::V,咬,хъапа тӏун
992,beißen::V,咬,кьацӏа тӏун
993,abreißen::V,撕下,буцан
994,abschneiden::V,切断,бухъан
995,abschneiden::V,切断,кьукьин
996,binden::V,捆,бахӏин
997,binden::V,捆,дахӏин
998,stecken::V,插,
999,brechen::V,断裂,гъагъан
1000,klopfen::V,敲,кьутӏа тӏун
1001,hauen::V,揍,рищун
1002,kleben::V,粘,лачӏун буллан
1003,reiben::V,摩擦,ссуку буллан
1004,streichen::V,涂,дугъан
1005,streichen::V,涂,аьгъу дан
1006,schleifen::V,拖曳,
1007,schneiden::V,切,духълан
1008,schneiden::V,切,кьукьлан
1009,rütteln::V,颠簸,
1010,schütteln::V,摇动,хъюлчу буллан
1011,schwenken::V,摇动,палцӏ дуллан
1012,schütten::V,倒,рутӏин
1013,füllen::V,填满,буцӏин бан
1014,einwickeln::V,包,кай-кай бан
1015,tragen::V,提,ларсун занан
1016,tragen::V,提,ларсун ачин
1017,schleppen::V,扛,ххилан
1018,ziehen::V,拉,
1019,aufbewahren::V,保存,ядан
1020,aufbewahren::V,保存,ядуллан
1021,werfen::V,扔,личин
1022,fangen::V,捕捉,бугьан
1023,fangen::V,捕捉,бугьлан
1024,packen::V,抓住,
1025,verstecken::V,藏,ладитан
1026,verstecken::V,藏,кьюлтӏ дан
1027,verstecken::V,藏,дахьлаган дан
1028,teilen::V,分,бачӏин
1029,teilen::V,分,бутӏа бан
1030,schicken::V,派遣,тӏайла буккан
1031,bringen::V,带来,диян дан
1032,hinzufügen::V,添加,ххи бан
1033,bekommen::V,得到,ласун
1034,erhalten::V,接到,ласун
1035,nehmen::V,拿,ласун
1036,wählen::V,挑选,бувчӏин
1037,auswählen::V,选择,бувчӏин
1038,auswählen::V,选择,язи бугьан
1039,bewahren::V,保持,ядан
1040,behindern::V,防碍,дайщишруду дуллан
1041,verderben::V,败坏,зия дан
1042,beschädigen::V,损坏,зарал буллан
1043,zerbrechen::V,破碎,гьагъан
1044,zerbrechen::V,破碎,гьагъан бан
1045,zerreißen::V,撕碎,ххяхха дуккан
1046,zerstören::V,毁坏,лекьан дан
1047,verbrennen::V,燃烧,ччуччин
1048,geben::V,给,дулун
1049,reichen::V,递给,дулун
1050,schenken::V,赠送,пишкаш дан
1051,schenken::V,赠送,багъишла дан
1052,schenken::V,赠送,ихӏсандалун дуллун
1053,versprechen::V,许诺,банна чин
1054,wünschen::V,祝,
1055,loben::V,表扬,цӏа дан
1056,küssen::V,亲,ппай тӏун
1057,wiegen::V,轻摇,гьуркку тӏун
1058,wiegen::V,轻摇,гьуркку буллан
1059,wiegen::V,轻摇,гьуркку бан
1060,zudecken::V,盖上,
1061,wecken::V,唤起,чантӏ учин ан
1062,zeigen::V,指,ккаккан бан
1063,führen::V,带领,буцин
1064,lehren::V,教,лахьхьин бан
1065,lehren::V,教,лахьхьин буллан
1066,unterrichten::V,讲课,дарс дишаван
1067,aufziehen::V,抚养,хъуна ан
1068,aufziehen::V,抚养,тарбия ан
1069,leiten::V,领导,каялувшиву дан
1070,antreiben::V,催促,
1071,lassen::V,让,
1072,einladen::V,邀请,хъамалу оьвчин
1073,vereinigen::V,统一,ца бан
1074,besuchen::V,参观,ялун уххан
1075,treffen::V,会面,хьуна бакьин
1076,sich versammeln::V,聚集,батӏин
1077,spielen::V,玩,тӏуркӏу тӏун
1078,singen::V,唱歌,балай тӏун
1079,tanzen::V,跳舞,къавтӏун
1080,sich trennen::V,分别,ппив хьун
1081,verlassen::V,离开,увккун гьан
1082,retten::V,救,ххассал бан
1083,bewachen::V,守卫,къарал бан
1084,schützen::V,保护,ябан
1085,verteidigen::V,保卫,буруччин
1086,sich schlagen::V,打架,биян
1087,schießen::V,射击,битлан
1088,siegen::V,获胜,ххув хьун
1089,siegen::V,获胜,ххувшаву ласун
1090,ärgern::V,激怒,ссибизан уллан
1091,schlagen::V,打,рищун
1092,treten::V,踢,
1093,stechen::V,刺,кьутӏин
1094,stoßen::V,撞,щун
1095,stehlen::V,盗窃,дацин
1096,stören::V,干扰,кьючин
1097,belästigen::V,打搅,бизар уллан
1098,verbergen::V,隐藏,лабитан
1099,verbergen::V,隐藏,кӏучӏ бан
1100,täuschen::V,欺骗,хъяврин ан
1101,betrügen::V,欺骗,аьикьин ан
1102,töten::V,杀,ивчӏан
1103,wohnen::V,居住,оьрму бутлан
1104,arbeiten::V,工作,зун
1105,sammeln::V,收集,ттихӏин
1106,sammeln::V,收集,вив дишин
1107,pflücken::V,采,риттун
1108,jagen::V,打猎,авли занан
1109,fischen::V,捕鱼,чавахъру бугьлан
1110,fassen::V,捉住,бугьан
1111,hüten::V,守护,урттуйн бакьлан
1112,treiben::V,漂,дачин дуллан
1113,treiben::V,漂,лихъан буллан
1114,anbinden::V,拴,бахӏин
1115,füttern::V,喂,канаки буллан
1116,melken::V,挤奶,ттизин
1117,hacken::V,剁细,мюрш буллан
1118,hacken::V,剁细,мюрш бан
1119,gießen::V,浇,щин дишин
1120,reifen::V,成熟,диян
1121,kochen::V,煮,шашан
1122,kochen::V,煮,шашан дуллан
1123,backen::V,烤,бишлан
1124,backen::V,烤,шахьлан
1125,braten::V,煎,цӏарайх дуллан
1126,umrühren::V,搅拌,хӏала бан
1127,stricken::V,织,щащлан
1128,stricken::V,织,щащан
1129,nähen::V,缝,дуруххан
1130,färben::V,染色,ранг щун
1131,reinigen::V,清洁,марцӏ бан
1132,waschen::V,洗,шюшин
1133,abwischen::V,擦掉,лишин
1134,spülen::V,清洗,вилаган
1135,fegen::V,扫,башин
1136,kehren::V,打扫,бахьлан
1137,baden::V,给...洗澡,щинавун учӏлан
1138,sich waschen::V,洗澡,диссун
1139,sich waschen::V,洗澡,лажин диссун
1140,sich waschen::V,洗澡,лажин дислан
1141,sich waschen::V,洗澡,биссун
1142,sich waschen::V,洗澡,чурх бислан
1143,ausziehen::V,脱,ликкан
1144,anziehen::V,穿,лаххан
1145,sich anziehen::V,穿衣,янна лаххан
1146,kämmen::V,梳,ттарал дуккан
1147,schmücken::V,装饰,чӏюлу бан
1148,sagen::V,说,учин
1149,sprechen::V,说,гъалгъа тӏун
1150,reden::V,讲,гъалгъа тӏун
1151,sich unterhalten::V,聊天,гъалгъа тӏун
1152,fragen::V,问,цӏуххин
1153,bitten::V,请,тавакъю буллан
1154,erzählen::V,叙述,хавар бусан
1155,mitteilen::V,通知,баян бан
1156,mitteilen::V,通知,хавар бан
1157,nennen::V,叫做,цӏа дизан
1158,rufen::V,叫,оьвтӏун
1159,prahlen::V,吹牛,цӏа дуллан
1160,übersetzen::V,翻译,таржума бан
1161,denken::V,想,пикри буллан
1162,glauben::V,以为,вих хьун
1163,bemerken::V,发觉,хӏисав хъун
1164,erkennen::V,识别,увчӏин
1165,begreifen::V,理解,бувчӏин
1166,verstehen::V,明白,
1167,lernen::V,学,лахьлан
1168,lernen::V,学,лахьхьин
1169,wissen::V,知道,кӏулну бикӏан
1170,wissen::V,知道,хавар бикӏан
1171,sich erinnern an::V,回忆,дакӏнин бутан
1172,vergessen::V,忘记,хъама битан
1173,messen::V,测量,дуцин дуллан
1174,messen::V,测量,дуцин дан
1175,zählen::V,数,дуккин
1176,rechnen::V,计算,хӏисав дан
1177,lesen::V,读,ккалан
1178,malen::V,画,сурат дуллан
1179,zeichnen::V,绘制,сурат дуллан
1180,schreiben::V,写,чичин
1181,schreiben::V,写,чичлан
1182,besitzen::V,占有,дуну икӏан
1183,besitzen::V,占有,дуну дикӏан
1184,besitzen::V,占有,заллуну икӏан
1185,kaufen::V,买,машан ласун
1186,verkaufen::V,卖,баххан
1187,bezahlen::V,付钱,арцу дулун
1188,bezahlen::V,付钱,багьа булун
1189,zahlen::V,支付,арцу дулун
1190,zahlen::V,支付,багьа булун
1191,beherrschen::V,统治,дуну икӏан
1192,beherrschen::V,统治,заллуну икӏан
1193,ertragen::V,忍耐,бухӏан
1194,vergebens::ADV,,аьдада
1195,vergebens::ADV,,нахӏакь
1196,rauschen::V,,щурщур тӏун
1197,zubereiten::V,,хӏадур дан
1198,zubereiten::V,,хӏадур бан
