,Concept_ID,lt,se
273,Bein::N,koja,juelkie
274,Bein::N,koja,juolgge
275,Bein::N,koja,juolgi
276,Bein::N,koja,jyel'gi
277,Bein::N,koja,jue´lǧǧ
278,Bein::N,koja,ю̄лльк
279,Körper::N,kūnas,kråahpe
280,Körper::N,kūnas,rumáj
281,Körper::N,kūnas,rumaš
282,Körper::N,kūnas,ruumâš
283,Körper::N,kūnas,rå´pp
284,Körper::N,kūnas,лышшьк
285,Körper::N,kūnas,роаӈӈьк
286,Haut::N,oda,njaltja
287,Haut::N,oda,lijkke
288,Haut::N,oda,tjuobma
289,Haut::N,oda,liiki
290,Haut::N,oda,liške
291,Haut::N,oda,le´šǩǩ
292,Haut::N,oda,лышшьк
293,Blut::N,kraujas,vïrre
294,Blut::N,kraujas,maelie
295,Blut::N,kraujas,varra
296,Blut::N,kraujas,varra
297,Blut::N,kraujas,vorrâ
298,Blut::N,kraujas,võrr
299,Blut::N,kraujas,вэ̄рр
300,Ader::N,kraujagyslė,åerie
301,Ader::N,kraujagyslė,aajroe
302,Ader::N,kraujagyslė,suodna
303,Ader::N,kraujagyslė,varrasuotna
304,Ader::N,kraujagyslė,suoṇâ
305,Ader::N,kraujagyslė,suõnn
306,Ader::N,kraujagyslė,сӯнн
307,Sehne::N,sausgyslė,soene
308,Sehne::N,sausgyslė,gåårtenje
309,Sehne::N,sausgyslė,suodna
310,Sehne::N,sausgyslė,suotna
311,Sehne::N,sausgyslė,suoṇâ
312,Sehne::N,sausgyslė,suõnn
313,Sehne::N,sausgyslė,сӯнн
314,Knochen::N,kaulas,måara
315,Knochen::N,kaulas,måaroe
316,Knochen::N,kaulas,dákte
317,Knochen::N,kaulas,dákti
318,Knochen::N,kaulas,tähti
319,Knochen::N,kaulas,tä´htt
320,Knochen::N,kaulas,та̄ххт
321,Knochen::N,kaulas,та̄ффьт
322,Gehirn::N,smegenys,aajla
323,Gehirn::N,smegenys,vuojŋam
324,Gehirn::N,smegenys,vuoigŋašat
325,Gehirn::N,smegenys,vuoi'ŋâšeh
326,Gehirn::N,smegenys,vuo'ivâšneh
327,Gehirn::N,smegenys,vuõivâšn
328,Gehirn::N,smegenys,вуэййвэшна
329,Herz::N,širdis,vaajmoe
330,Herz::N,širdis,tsåhke
331,Herz::N,širdis,váibmu
332,Herz::N,širdis,váimu
333,Herz::N,širdis,čââ´đ
334,Herz::N,širdis,кӯттҌк
335,Magen::N,skrandis,tjåejjie
336,Magen::N,skrandis,tjoajvve
337,Magen::N,skrandis,čoavji
338,Magen::N,skrandis,čuáv'ji
339,Magen::N,skrandis,čåu´jj
340,Magen::N,skrandis,чо̄ввьй
341,Leber::N,kepenys,mueksie
342,Leber::N,kepenys,librre
343,Leber::N,kepenys,vuoivvas
344,Leber::N,kepenys,vuoivâs
345,Leber::N,kepenys,vuõivâs
346,Leber::N,kepenys,вуйвас
347,Atem::N,kvapas,voejngehtasse
348,Atem::N,kvapas,båssånis
349,Atem::N,kvapas,vuojŋadahka
350,Atem::N,kvapas,vuoiŋŋahat
351,Atem::N,kvapas,vuo'iŋâstim
352,Atem::N,kvapas,jiõg'g
353,Atem::N,kvapas,вӯйнас
354,Atem::N,kvapas,вӯййнмушш
355,Hunger::N,badas,nielkie
356,Hunger::N,badas,nielgge
357,Hunger::N,badas,nealgi
358,Hunger::N,badas,nelgi
359,Hunger::N,badas,neä´lǧǧ
360,Hunger::N,badas,не̄лльк
361,Hunger::N,alkis,nielkie
362,Hunger::N,alkis,nielgge
363,Hunger::N,alkis,nealgi
364,Hunger::N,alkis,nelgi
365,Hunger::N,alkis,neä´lǧǧ
366,Hunger::N,alkis,не̄лльк
367,Träne::N,ašara,gïknjele
368,Träne::N,ašara,ganjál
369,Träne::N,ašara,ganjal
370,Träne::N,ašara,koonjâl
371,Träne::N,ašara,kõõnjâl
372,Träne::N,ašara,кэ̄нял
373,Geschmack::N,skonis,aelmie
374,Geschmack::N,skonis,muosse
375,Geschmack::N,skonis,smáhkka
376,Geschmack::N,skonis,máhku
377,Geschmack::N,skonis,smáhkka
378,Geschmack::N,skonis,mááhu
379,Geschmack::N,skonis,smakkâ
380,Geschmack::N,skonis,njõõd
381,Geschmack::N,skonis,smääkk
382,Geschmack::N,skonis,ня̄лльк
383,Geruch::N,kvapas,haaje
384,Geruch::N,kvapas,habjja
385,Geruch::N,kvapas,hádja
386,Geruch::N,kvapas,opsâ
387,Geruch::N,kvapas,haajâ
388,Geruch::N,kvapas,õpss
389,Geruch::N,kvapas,haajj
390,Geruch::N,kvapas,апс
391,Geruch::N,kvapas,лэ̄гк
392,Schlaf::N,miegas,nahkerh
393,Schlaf::N,miegas,nager
394,Schlaf::N,miegas,oados
395,Schlaf::N,miegas,nagir
396,Schlaf::N,miegas,naṿer
397,Schlaf::N,miegas,nââ´er
398,Schlaf::N,miegas,нагерь
399,Traum::N,sapnas,nahkere
400,Traum::N,sapnas,niehko
401,Traum::N,sapnas,niehku
402,Traum::N,sapnas,naṿer
403,Traum::N,sapnas,nââ´er
404,Traum::N,sapnas,нагерь
405,Himmel::N,dangus,elmie
406,Himmel::N,dangus,almme
407,Himmel::N,dangus,albmi
408,Himmel::N,dangus,alme
409,Himmel::N,dangus,â´lmm
410,Himmel::N,dangus,алльм
411,Sonne::N,saulė,biejjie
412,Sonne::N,saulė,bæjvásj
413,Sonne::N,saulė,beaivváš
414,Sonne::N,saulė,peivi
415,Sonne::N,saulė,piäiváš
416,Sonne::N,saulė,pei´vv
417,Sonne::N,saulė,пе̄ййв
418,Mond::N,mėnulis,aske
419,Mond::N,mėnulis,mánno
420,Mond::N,mėnulis,mánnu
421,Mond::N,mėnulis,máánu
422,Mond::N,mėnulis,mään
423,Mond::N,mėnulis,ма̄нн
424,Stern::N,žvaigždė,daasta
425,Stern::N,žvaigždė,naestie
426,Stern::N,žvaigždė,násste
427,Stern::N,žvaigždė,násti
428,Stern::N,žvaigždė,täsni
429,Stern::N,žvaigždė,tä´snn
430,Stern::N,žvaigždė,та̄ссьт
431,Luft::N,oras,elmie
432,Luft::N,oras,ájmmo
433,Luft::N,oras,áibmu
434,Luft::N,oras,áimu
435,Luft::N,oras,šõŋŋ
436,Luft::N,oras,вӯйнас
437,Wind::N,vėjas,bïegke
438,Wind::N,vėjas,biegga
439,Wind::N,vėjas,biegga
440,Wind::N,vėjas,pieg'gâ
441,Wind::N,vėjas,piõg'g
442,Wind::N,vėjas,пӣӈӈк
443,Welle::N,banga,baaroe
444,Welle::N,banga,bárro
445,Welle::N,banga,bárru
446,Welle::N,banga,pááṛu
447,Welle::N,banga,päärr
448,Welle::N,banga,нэ̄ммп
449,Welle::N,vilnis,baaroe
450,Welle::N,vilnis,bárro
451,Welle::N,vilnis,bárru
452,Welle::N,vilnis,pááṛu
453,Welle::N,vilnis,päärr
454,Welle::N,vilnis,нэ̄ммп
455,Wasser::N,vanduo,tjaetsie
456,Wasser::N,vanduo,tjáhtje
457,Wasser::N,vanduo,čáhci
458,Wasser::N,vanduo,čääci
459,Wasser::N,vanduo,čää´cc
460,Wasser::N,vanduo,ча̄дзь
461,Stein::N,akmuo,gierkie
462,Stein::N,akmuo,giergge
463,Stein::N,akmuo,geađgi
464,Stein::N,akmuo,keđgi
465,Stein::N,akmuo,ǩeä´dǧǧ
466,Stein::N,akmuo,ке̄ддҌк
467,Boden::N,žemė,betnie
468,Boden::N,žemė,ednam
469,Boden::N,žemė,bodni
470,Boden::N,žemė,vuođđu
471,Boden::N,žemė,ponne
472,Boden::N,žemė,vuáđ̣u
473,Boden::N,žemė,vuâđđ
474,Boden::N,žemė,лаввьн
475,Boden::N,žemė,е̄ммьне
476,Boden::N,dugnas,betnie
477,Boden::N,dugnas,ednam
478,Boden::N,dugnas,bodni
479,Boden::N,dugnas,vuođđu
480,Boden::N,dugnas,ponne
481,Boden::N,dugnas,vuáđ̣u
482,Boden::N,dugnas,vuâđđ
483,Boden::N,dugnas,лаввьн
484,Boden::N,dugnas,е̄ммьне
485,Erde::N,žemė,jåarta
486,Erde::N,žemė,mueltie
487,Erde::N,žemė,ednam
488,Erde::N,žemė,mållde
489,Erde::N,žemė,eana
490,Erde::N,žemė,eennâm
491,Erde::N,žemė,mädd
492,Erde::N,žemė,jânnam
493,Erde::N,žemė,е̄ммьне
494,Staub::N,dulkės,heblie
495,Staub::N,dulkės,tsumhtsie
496,Staub::N,dulkės,dubme
497,Staub::N,dulkės,dopmu
498,Staub::N,dulkės,kovjâ
499,Staub::N,dulkės,põõ´l
500,Staub::N,dulkės,кэ̄ббьй
501,Rauch::N,dūmai,soeve
502,Rauch::N,dūmai,suovva
503,Rauch::N,dūmai,suovva
504,Rauch::N,dūmai,suoṿâ
505,Rauch::N,dūmai,suõvv
506,Rauch::N,dūmai,сӯвв
507,Funke::N,kibirkštis,naestie
508,Funke::N,kibirkštis,tjuonam
509,Funke::N,kibirkštis,čuotnan
510,Funke::N,kibirkštis,čuođâlm
511,Funke::N,kibirkštis,iiskâr
512,Funke::N,kibirkštis,čuõzzâm
513,Funke::N,kibirkštis,чӯссэм
514,Feuer::N,ugnis,dålle
515,Feuer::N,ugnis,dållå
516,Feuer::N,ugnis,dolla
517,Feuer::N,ugnis,tullâ
518,Feuer::N,ugnis,toll
519,Feuer::N,ugnis,то̄лл
520,Licht::N,šviesa,tjoevke
521,Licht::N,šviesa,tjuovgga
522,Licht::N,šviesa,čuovga
523,Licht::N,šviesa,čuovggas
524,Licht::N,šviesa,čuoṿâ
525,Licht::N,šviesa,toll
526,Licht::N,šviesa,čuõvv
527,Licht::N,šviesa,то̄лл
528,Schatten::N,paūksmė,skugkie
529,Schatten::N,paūksmė,soejvene
530,Schatten::N,paūksmė,irkes
531,Schatten::N,paūksmė,sieges
532,Schatten::N,paūksmė,itku
533,Schatten::N,paūksmė,suoivâ
534,Schatten::N,paūksmė,õõtt
535,Schatten::N,paūksmė,ǩeeu´niǩ
536,Schatten::N,paūksmė,кывьнэхь
537,Wetter::N,oras,vïerhtse
538,Wetter::N,oras,dálkke
539,Wetter::N,oras,dálki
540,Wetter::N,oras,šoŋŋâ
541,Wetter::N,oras,šõŋŋ
542,Wetter::N,oras,шэ̄ӈӈ
543,Nebel::N,migla,såavla
544,Nebel::N,migla,mearhka
545,Nebel::N,migla,murkko
546,Nebel::N,migla,mierkká
547,Nebel::N,migla,mierká
548,Nebel::N,migla,miär'kká
549,Nebel::N,migla,oṃo
550,Nebel::N,migla,sue´lnn
551,Nebel::N,migla,цӣгк
552,Nebel::N,migla,сулльн
553,Nebel::N,rūkas,såavla
554,Nebel::N,rūkas,mearhka
555,Nebel::N,rūkas,murkko
556,Nebel::N,rūkas,mierkká
557,Nebel::N,rūkas,mierká
558,Nebel::N,rūkas,miär'kká
559,Nebel::N,rūkas,oṃo
560,Nebel::N,rūkas,sue´lnn
561,Nebel::N,rūkas,цӣгк
562,Nebel::N,rūkas,сулльн
563,Wolke::N,debesis,balve
564,Wolke::N,debesis,balvva
565,Wolke::N,debesis,balva
566,Wolke::N,debesis,polvâ
567,Wolke::N,debesis,põlvv
568,Wolke::N,debesis,пэллв
569,Regen::N,lietus,ebrie
570,Regen::N,lietus,harvve
571,Regen::N,lietus,arvi
572,Regen::N,lietus,arve
573,Regen::N,lietus,â´brr
574,Regen::N,lietus,аббьр
575,Schnee::N,sniegas,lopme
576,Schnee::N,sniegas,moehtege
577,Schnee::N,sniegas,muohta
578,Schnee::N,sniegas,muohta
579,Schnee::N,sniegas,muotâ
580,Schnee::N,sniegas,muõtt
581,Schnee::N,sniegas,вэ̄дз
582,Schnee::N,sniegas,куэллт
583,Eis::N,ledas,jïenge
584,Eis::N,ledas,jiegŋa
585,Eis::N,ledas,jiekŋa
586,Eis::N,ledas,jieŋ̣â
587,Eis::N,ledas,jiõŋŋ
588,Eis::N,ledas,ӣӈӈ
589,Frost::N,šalna,baajkoe
590,Frost::N,šalna,tjoasskem
591,Frost::N,šalna,buolaš
592,Frost::N,šalna,puolâš
593,Frost::N,šalna,puõlâš
594,Frost::N,šalna,мӯнь
595,Kälte::N,šaltis,jueskie
596,Kälte::N,šaltis,tjåetskeme
597,Kälte::N,šaltis,tjoasskem
598,Kälte::N,šaltis,čoaskin
599,Kälte::N,šaltis,ko'lmâsvuotâ
600,Kälte::N,šaltis,ijss
601,Kälte::N,šaltis,čuä´cǩǩem
602,Kälte::N,šaltis,tuârggnjõs
603,Kälte::N,šaltis,кэ̄лмас
604,Hitze::N,karštis,baahke
605,Hitze::N,karštis,báhkka
606,Hitze::N,karštis,báhkka
607,Hitze::N,karštis,pakkâ
608,Hitze::N,karštis,kuṃe
609,Hitze::N,karštis,paašt
610,Hitze::N,karštis,жоарр
611,Raureif::N,šerkšnas,jyjse
612,Raureif::N,šerkšnas,ridne
613,Raureif::N,šerkšnas,goarre
614,Raureif::N,šerkšnas,ritni
615,Raureif::N,šerkšnas,suhči
616,Raureif::N,šerkšnas,riṇe
617,Raureif::N,šerkšnas,ай
618,Regenbogen::N,vaivorykštė,aatjan goengere
619,Regenbogen::N,vaivorykštė,aatjan joekse
620,Regenbogen::N,vaivorykštė,ádjájuoksa
621,Regenbogen::N,vaivorykštė,arvedávgi
622,Regenbogen::N,vaivorykštė,bajándávgi
623,Regenbogen::N,vaivorykštė,äijihtävgi
624,Regenbogen::N,vaivorykštė,teârmmazjohss
625,Regenbogen::N,vaivorykštė,тӣрмесью̄ккс
626,Donner::N,perkūnas,raejrie
627,Donner::N,perkūnas,átjek
628,Donner::N,perkūnas,átjárájdde
629,Donner::N,perkūnas,áddjá
630,Donner::N,perkūnas,baján
631,Donner::N,perkūnas,juuṛâ
632,Donner::N,perkūnas,tie´rmes
633,Donner::N,perkūnas,тӣрмесь
634,Donner::N,perkūnas,ча̄ркнэгк
635,Donner::N,griaustinis,raejrie
636,Donner::N,griaustinis,átjek
637,Donner::N,griaustinis,átjárájdde
638,Donner::N,griaustinis,áddjá
639,Donner::N,griaustinis,baján
640,Donner::N,griaustinis,juuṛâ
641,Donner::N,griaustinis,tie´rmes
642,Donner::N,griaustinis,тӣрмесь
643,Donner::N,griaustinis,ча̄ркнэгк
644,Strömung::N,tėkmė,njuvvie
645,Strömung::N,tėkmė,ájggedáhpe
646,Strömung::N,tėkmė,rávdnji
647,Strömung::N,tėkmė,virde
648,Strömung::N,tėkmė,ve´rdd
649,Strömung::N,tėkmė,выррьт
650,Tropfen::N,lašas,gåajhkohts
651,Tropfen::N,lašas,gåjkudis
652,Tropfen::N,lašas,goaikkanas
653,Tropfen::N,lašas,čalme
654,Tropfen::N,lašas,čâ´lmm
655,Tropfen::N,lašas,ча̄лльм
656,Schaum::N,putos,sapte
657,Schaum::N,putos,såpptå
658,Schaum::N,putos,sokta
659,Schaum::N,putos,suptâ
660,Schaum::N,putos,soptt
661,Schaum::N,putos,со̄ппт
662,Schmutz::N,purvas,haaskoe
663,Schmutz::N,purvas,duolvva
664,Schmutz::N,purvas,duolva
665,Schmutz::N,purvas,durdi
666,Schmutz::N,purvas,stänži
667,Schmutz::N,purvas,sähss
668,Schmutz::N,purvas,са̄ккьс
669,Schmutz::N,purvas,не̄шшь
670,See::N,ežeras,jaevrie
671,See::N,ežeras,jávrre
672,See::N,ežeras,jávri
673,See::N,ežeras,jävri
674,See::N,ežeras,jâu´rr
675,See::N,ežeras,я̄ввьр
676,Sumpf::N,klampynė,pluevie
677,Sumpf::N,klampynė,áhpe
678,Sumpf::N,klampynė,sæmssa
679,Sumpf::N,klampynė,jeaggi
680,Sumpf::N,klampynė,jeggi
681,Sumpf::N,klampynė,jeä´ǧ'ǧ
682,Sumpf::N,klampynė,ла̄ммьп
683,Sumpf::N,liūnas,pluevie
684,Sumpf::N,liūnas,áhpe
685,Sumpf::N,liūnas,sæmssa
686,Sumpf::N,liūnas,jeaggi
687,Sumpf::N,liūnas,jeggi
688,Sumpf::N,liūnas,jeä´ǧ'ǧ
689,Sumpf::N,liūnas,ла̄ммьп
690,Moor::N,pelkė,pluevie
691,Moor::N,pelkė,jiegge
692,Moor::N,pelkė,suotnju
693,Moor::N,pelkė,karrii
694,Moor::N,pelkė,kä´rev
695,Moor::N,pelkė,veättaǩ
696,Moor::N,pelkė,ла̄ммьп
697,Wiese::N,pieva,ïentje
698,Wiese::N,pieva,giedde
699,Wiese::N,pieva,gieddi
700,Wiese::N,pieva,nijtto
701,Wiese::N,pieva,пуэшенҍ
702,Wald::N,miškas,skåake
703,Wald::N,miškas,skåajje
704,Wald::N,miškas,miehtsie
705,Wald::N,miškas,vuovdde
706,Wald::N,miškas,miehttse
707,Wald::N,miškas,vuovdi
708,Wald::N,miškas,meahcci
