,Concept_ID,ja,lez
814,strömen::V,流れる,авахьун
815,fließen::V,流れる,авахьун
816,sich drehen::V,回転する,элкъуьн
817,schwanken::V,揺れる,юзун
818,schwingen::V,振動する,галтад хьун
819,fallen::V,落ちる,аватун
820,brennen::V,燃える,кун
821,brennen::V,燃える,ккун
822,rauchen::V,煙を出す,
823,regnen::V,雨が降る,къун
824,gefrieren::V,凍る,муркӏади кьун
825,tauen::V,溶ける,цӏурун
826,schmelzen::V,溶ける,цӏурун
827,trocknen::V,乾く,кьурун
828,sieden::V,沸く,ругун
829,faulen::V,腐る,кутӏун
830,verfaulen::V,朽ちる,чуьруьтмиш хьун
831,verfaulen::V,朽ちる,кутӏун
832,reißen::V,切れる,атӏун
833,reißen::V,切れる,къазунун
834,versinken::V,沈む,батмиш хьун
835,vergehen::V,経つ,алатун
836,erscheinen::V,現れる,майдандиз акъатун
837,verschwinden::V,消える,квахьун
838,sinken::V,下がる,элекьун
839,abnehmen::V,減る,тӏимил хьун
840,abnehmen::V,減る,гъвечӏи хьун
841,zunehmen::V,増える,артух хьун
842,steigen::V,上がる,хкаж хьун
843,wachsen::V,伸びる,экъечӏун
844,glänzen::V,輝く,цӏарцӏар гун
845,funkeln::V,ぴかぴか光る,нур гун
846,lärmen::V,騒ぐ,ван авун
847,läuten::V,鳴る,зенг ягъун
848,klingeln::V,鳴る,зенг ягъун
849,klirren::V,がらんがらんと鳴る,зигринг авун
850,brausen::V,逆巻く,къати хьун
851,rauschen::V,戦ぐ,вишриш авун
852,klingen::V,鳴る,ван авун
853,bellen::V,吠える,элуькьун
854,heulen::V,きゃんきゃん鳴く,къув ягъун
855,blasen::V,吹く,уф гун
856,pfeifen::V,口笛を吹く,уьфт ягъун
857,schreien::V,叫ぶ,гьараюн
858,stöhnen::V,うめく,суза авун
859,zittern::V,震える,зурзун
860,leben::V,生きている,яшамиш хьун
861,geboren werden::V,生まれる,хьун
862,atmen::V,呼吸する,нефес чӏугун
863,trinken::V,飲む,хъун
864,essen::V,食べる,тӏуьн
865,schlucken::V,飲み込む,туькьуьнун
866,müde werden::V,眠くなる,галатун
867,müde werden::V,眠くなる,юргъун хьун
868,einschlafen::V,寝付く,ксун
869,schlafen::V,眠る,ксун
870,aufwachen::V,目が覚める,ахварай аватун
871,aufstehen::V,起きる,къарагъун
872,sich erholen::V,休養する,ял ягъун
873,krank werden::V,病気になる,кефсуз хьун
874,krank sein::V,病気である,тӏа хьун
875,schmerzen::V,痛む,тӏа хьун
876,husten::V,咳をする,уьгьуь ягъун
877,genesen::V,元気になる,сагъ хъхьун
878,sterben::V,死ぬ,кьин
879,sterben::V,亡くなる,кьин
880,umkommen::V,死亡する,терг хьун
881,sich bewegen::V,移動する,юзун
882,sich rühren::V,動く,юзун
883,sich erheben::V,立ち上がる,къарагъун
884,sich setzen::V,座る,ацукьун
885,hinfallen::V,転ぶ,алукьун
886,laufen::V,歩く,къекъуьн
887,schreiten::V,跨ぐ,ккамар къачун
888,spazierengehen::V,散歩する,сейр авун
889,eilen::V,急ぐ,тади авун
890,sich beeilen::V,焦る,гьерекатун
891,sausen::V,疾駆する,чкурун
892,rennen::V,走る,катун
893,rennen::V,走る,зверун
894,springen::V,跳ぶ,хкадарун
895,klettern::V,よじ登る,акьахун
896,schaukeln::V,ぶらんこに乗る,
897,kriechen::V,這う,капаралди фин
898,schwimmen::V,泳ぐ,сирнав авун
899,tauchen::V,潜る,кьилихъди циз вегьин
900,rudern::V,漕ぐ,кьусуйралди лодка гьалун
901,rudern::V,漕ぐ,цуьруьгъуьлдалди кӏватӏун
902,fahren::V,行く,фин
903,fahren::V,乗車する,фин
904,fliegen::V,飛ぶ,лув гун
905,fliegen::V,飛ぶ,цавай фин
906,gehen::V,行く,фин
907,weggehen::V,立ち去る,хъфин
908,abfahren::V,出発する,фин
909,abfahren::V,出発する,рекье гьатун
910,anhalten::V,止まる,акъвазун
911,hineingehen::V,入る,гьахьун
912,eintreten::V,中に入る,гьахьун
913,kommen::V,来る,атун
914,ankommen::V,着く,атун
915,ankommen::V,到着する,атун
916,zurückkommen::V,帰る,хтун
917,bleiben::V,留まる,амукьун
918,warten::V,待つ,гуьзлемишун
919,erwarten::V,期待する,вил алаз акъвазун
920,suchen::V,探る,къекъуьн
921,finden::V,見つける,жугъун
922,versuchen::V,試す,алахъун
923,vorbereiten::V,準備する,гьазурун
924,lieben::V,愛する,кӏан хьун
925,mögen::V,好きである,рикӏ ацукьун
926,lachen::V,笑う,хъуьруьн
927,rühren::V,感情を動かす,
928,weinen::V,泣く,шехьун
929,schimpfen::V,叱る,сеперар гун
930,schimpfen::V,叱る,экъуьгъунар авун
931,sich ärgern::V,怒る,хъел акатун
932,sich ärgern::V,腹を立てる,хъел акатун
933,sich fürchten::V,怖がる,кичӏе хьун
934,fürchten::V,恐れる,къурхутмиш хьун
935,fliehen::V,逃げる,катун
936,flüchten::V,逃亡する,катун
937,sehen::V,見る,акун
938,anschauen::V,眺める,вил вегьин
939,ansehen::V,見る,килигун
940,hören::V,聞く,ван хьун
941,zuhören::V,聴く,яб гун
942,probieren::V,食べてみる,дад акун
943,riechen::V,気取る,ни чӏугун
944,fühlen::V,感じる,гьисс авун
945,scheinen::V,ように見える,
946,zu sehen sein::V,見える,
947,vernehmen::V,承る,
948,frieren::V,寒気がする,кьун
949,frieren::V,寒気がする,мекьи хьун
950,tun::V,する,авун
951,können::V,出来る,хьун
952,können::V,出来る,акъакьун
953,wollen::V,-たい,кӏан хьун
954,anfangen::V,始める,башламишун
955,beenden::V,終える,куьтягьун
956,aufhören::V,止める,акъвазун
957,gelingen::V,成功する,арадал атун
958,geraten::V,当たる,акъатун
959,öffnen::V,開く,ахъаюн
960,öffnen::V,開ける,ахъаюн
961,schließen::V,閉める,акьалун
962,stellen::V,置く,эцигун
963,stellen::V,据える,эцигун
964,setzen::V,座らせる,ацукьарун
965,legen::V,置く,эцигун
966,berühren::V,触る,хкӏурун
967,berühren::V,触れる,хкӏурун
968,verbinden::V,結びつける,гилигун
969,bedecken::V,覆う,кӏевун
970,aufhängen::V,掛ける,куьрсарун
971,anzünden::V,燃やす,куькӏуьрун
972,anzünden::V,火をつける,куькӏуьрун
973,aufheben::V,拾う,хкажун
974,zurücklassen::V,残す,тун
975,verlieren::V,無くす,квадарун
976,fallen lassen::V,落とす,авадрун
977,machen::V,作る,авун
978,machen::V,作る,кар авун
979,herstellen::V,製造する,расун
980,bauen::V,建設する,туькӏуьрун
981,reparieren::V,直す,расун
982,reparieren::V,修理する,расун
983,verbessern::V,改良する,хъсанрун
984,ändern::V,変える,табдил авун
985,graben::V,掘る,эгъуьнун
986,beugen::V,折る,акӏажарун
987,beugen::V,折る,кангур авун
988,biegen::V,曲げる,патахъарун
989,drehen::V,回す,алчударун
990,wenden::V,裏返す,
991,umdrehen::V,裏返す,элкъуьрун
992,heben::V,挙げる,хкажун
993,hochheben::V,持ち上げる,хкажун
994,ergreifen::V,取り上げる,агалчна кьун
995,halten::V,持つ,кьун
996,drücken::V,押す,чуькьуьн
997,schieben::V,ずらす,хуртӏ гун
998,kratzen::V,引っ掻く,къадгъунун
999,lecken::V,なめる,мез гун
1000,beißen::V,噛む,кӏасун
1001,abreißen::V,剝ぎ取る,галудун
1002,abschneiden::V,切り取る,атӏун
1003,binden::V,縛る,
1004,stecken::V,差し込む,сухун
1005,brechen::V,破る,хун
1006,brechen::V,破る,кукӏварун
1007,klopfen::V,とんとん叩く,тахъ-тахъ авун
1008,hauen::V,叩く,ягъун
1009,kleben::V,貼る,алкӏурун
1010,kleben::V,貼る,кукӏурун
1011,kleben::V,くっ付ける,алкӏурун
1012,kleben::V,くっ付ける,кукӏурун
1013,reiben::V,擦る,тӏушунун
1014,streichen::V,塗る,алтадун
1015,schleifen::V,研ぐ,кӏвенкӏв авун
1016,schneiden::V,切る,атӏун
1017,rütteln::V,揺さぶる,къарсурун
1018,schütteln::V,振る,къарсурун
1019,schütteln::V,揺さぶる,къарсурун
1020,schwenken::V,振る,элягъун
1021,schwenken::V,振る,галтадун
1022,schütten::V,注ぐ,цун
1023,füllen::V,いっぱいにする,ацӏурун
1024,einwickeln::V,包む,кутун
1025,einwickeln::V,包む,элкъуьрун
1026,tragen::V,運ぶ,тухун
1027,schleppen::V,引きずる,галчӏурун
1028,ziehen::V,引く,ялун
1029,ziehen::V,引く,чӏугун
1030,aufbewahren::V,預かる,хуьн
1031,werfen::V,投げる,гадрун
1032,fangen::V,受ける,кьун
1033,packen::V,掴む,кьун
1034,verstecken::V,隠す,кӏевун
1035,teilen::V,分ける,паюн
1036,schicken::V,送る,ракъурун
1037,bringen::V,持って行く,гъун
1038,hinzufügen::V,加える,алава авун
1039,bekommen::V,得る,къачун
1040,bekommen::V,得る,жугъурун
1041,erhalten::V,受ける,къачун
1042,nehmen::V,取る,къачун
1043,wählen::V,選ぶ,хкягъун
1044,auswählen::V,選ぶ,хкягъун
1045,bewahren::V,保存する,хуьн
1046,behindern::V,妨害する,манийвал авун
1047,verderben::V,台無しにする,чӏурун
1048,beschädigen::V,損傷する,нукьсанвал гун
1049,zerbrechen::V,割る,хун
1050,zerreißen::V,引き裂く,къазунун
1051,zerstören::V,破壊する,чӏурун
1052,zerstören::V,破壊する,барбатӏун
1053,verbrennen::V,焼く,ккун
1054,geben::V,上げる,гун
1055,reichen::V,渡す,вугун
1056,reichen::V,渡す,гун
1057,schenken::V,贈る,пишкеш авун
1058,versprechen::V,約束する,гаф гун
1059,wünschen::V,望む,дуьа авун
1060,loben::V,褒める,тариф авун
1061,küssen::V,キスする,темен гун
1062,wiegen::V,揺する,эчӏягъун
1063,zudecken::V,覆う,гьалдун
1064,wecken::V,起こす,ахварай авудун
1065,zeigen::V,見せる,къалурун
1066,führen::V,案内する,тухун
1067,lehren::V,教える,кӏелиз тун
1068,unterrichten::V,通知する,тарс гун
1069,aufziehen::V,育てる,тербия гун
1070,aufziehen::V,育てる,тербияламишун
1071,leiten::V,導く,идара авун
1072,antreiben::V,励ます,тади кутун
1073,lassen::V,～させる,
1074,einladen::V,誘う,теклиф авун
1075,einladen::V,招待する,теклиф авун
1076,vereinigen::V,一つにする,сад авун
1077,besuchen::V,訪ねる,кьилив атун
1078,treffen::V,出会う,гьалтун
1079,sich versammeln::V,集まる,алтӏушун
1080,spielen::V,遊ぶ,къугъун
1081,singen::V,歌う,лугьун
1082,singen::V,歌う,мани лугьун
1083,tanzen::V,踊る,кьуьл авун
1084,sich trennen::V,別れる,къакъатун
1085,verlassen::V,別れる,гъил къачун
1086,retten::V,救う,къутармишун
1087,retten::V,助ける,къутармишун
1088,bewachen::V,見張る,хуьн
1089,bewachen::V,軽微する,хуьн
1090,schützen::V,保護する,хуьн
1091,verteidigen::V,守る,хуьн
1092,sich schlagen::V,殴る,кукӏун
1093,schießen::V,撃つ,акъатун
1094,siegen::V,勝つ,гъалиб хьун
1095,ärgern::V,怒らせる,хъел гъун
1096,ärgern::V,怒らせる,хъел кутун
1097,schlagen::V,殴る,ягъун
1098,schlagen::V,殴る,галукьарун
1099,treten::V,蹴る,кьуьл къекъягъун
1100,treten::V,蹴る,кьуьл эцягъун
1101,stechen::V,突く,акьадарун
1102,stoßen::V,突く,эцягъун
1103,stehlen::V,盗る,чуьнуьхун
1104,stören::V,構う,хкуьрун
1105,belästigen::V,邪魔する,хкуьрун
1106,belästigen::V,邪魔する,азият гун
1107,verbergen::V,隠す,далдаламишун
1108,täuschen::V,だます,алцурарун
1109,täuschen::V,だます,алцуррун
1110,betrügen::V,だます,алцурарун
1111,betrügen::V,だます,гьарамзадавал авун
1112,töten::V,殺す,яна кьин
1113,wohnen::V,住む,дуланмиш хьун
1114,arbeiten::V,働く,кӏвалахун
1115,arbeiten::V,働く,кӏвалах авун
1116,sammeln::V,集める,кӏватӏун
1117,sammeln::V,収集する,кӏватӏун
1118,pflücken::V,摘む,атӏун
1119,jagen::V,狩りをする,гъуьрч авун
1120,fischen::V,釣る,гъетер кьун
1121,fassen::V,捕る,кьун
1122,hüten::V,放牧する,чӏура хуьн
1123,treiben::V,追う,гьалун
1124,anbinden::V,繋ぐ,акалун
1125,füttern::V,餌をやる,ем гун
1126,melken::V,搾乳する,ацун
1127,hacken::V,刻む,куьткуьнун
1128,gießen::V,水をやる,яд гун
1129,reifen::V,熟す,чурун
1130,reifen::V,熟す,агакьун
1131,zubereiten::V,調理する,гьазурун
1132,kochen::V,煮る,ругун
1133,backen::V,焼く,чурун
1134,braten::V,焼く,чурун
1135,braten::V,炒める,чурун
1136,umrühren::V,混ぜる,какадарун
1137,stricken::V,編む,хурун
1138,nähen::V,縫う,цун
1139,färben::V,染める,шир ягъун
1140,reinigen::V,掃除する,михьун
1141,waschen::V,洗う,чуьхуьн
1142,waschen::V,洗濯する,чуьхуьн
1143,abwischen::V,拭く,гуьцӏун
1144,spülen::V,洗う,экъуьрун
1145,spülen::V,すすぐ,экъуьрун
1146,fegen::V,掃除する,шуткун
1147,kehren::V,掃く,кул алтадун
1148,baden::V,入浴する,эхъуьн
1149,sich waschen::V,洗う,жендек чуьхуьн
1150,ausziehen::V,脱ぐ,хутӏунун
1151,ausziehen::V,脱ぐ,галудун
1152,anziehen::V,着る,алукӏун
1153,sich anziehen::V,着る,алукӏун
1154,sich anziehen::V,着る,парталар алукӏун
1155,kämmen::V,梳く,эвягъун
1156,schmücken::V,飾る,безетмишун
1157,schmücken::V,飾る,гуьрчегарун
1158,sagen::V,言う,лугьун
1159,sprechen::V,話す,рахун
1160,reden::V,話す,рахун
1161,sich unterhalten::V,話をする,ихтилат авун
1162,fragen::V,聞く,жузун
1163,bitten::V,頼む,тӏалабун
1164,bitten::V,お願いする,тӏалабун
1165,erzählen::V,物語る,ахъаюн
1166,mitteilen::V,伝える,хабар гун
1167,nennen::V,名づける,тӏвар гун
1168,rufen::V,呼ぶ,эверун
1169,prahlen::V,自慢する,яцӏу гафар авун
1170,übersetzen::V,訳す,таржума авун
1171,übersetzen::V,訳す,гафладун
1172,denken::V,考える,фикир авун
1173,glauben::V,信じる,агъун
1174,bemerken::V,気が付く,фикир гун
1175,erkennen::V,認識する,
1176,begreifen::V,分かる,гъавурда акьун
1177,verstehen::V,聞き取る,
1178,lernen::V,学ぶ,кӏелун
1179,lernen::V,勉強する,кӏелун
1180,wissen::V,知っている,чир хьун
1181,wissen::V,知っている,чирхьун
1182,sich erinnern an::V,思い出す,рикӏел хуьн
1183,vergessen::V,忘れる,рикӏелай фин
1184,vergessen::V,忘れる,рикӏелай алатун
1185,messen::V,計る,алцумун
1186,messen::V,測定する,алцумун
1187,zählen::V,数える,гьисабун
1188,rechnen::V,計算する,гьисабун
1189,lesen::V,読む,кӏелун
1190,malen::V,描く,кхьин
1191,malen::V,描く,шикилар чӏугун
1192,zeichnen::V,写生する,чӏугун
1193,schreiben::V,書く,кхьин
1194,besitzen::V,所持する,иеси хьун
1195,kaufen::V,買う,къачун
1196,kaufen::V,買う,маса къачун
1197,verkaufen::V,売る,гун
1198,verkaufen::V,売る,маса гун
1199,bezahlen::V,払う,къимет гун
1200,bezahlen::V,払う,эвезда авун
1201,bezahlen::V,払う,гьакъи агакьрун
1202,zahlen::V,支払う,къимет гун
1203,zahlen::V,支払う,эвезда авун
1204,zahlen::V,支払う,гьакъи агакьрун
1205,beherrschen::V,支配する,иеси хьун
1206,ertragen::V,耐える,таб гун
