,Concept_ID,ce,ba
746,elf::NUM,цхьайтта,ун бер
747,zwölf::NUM,шийтта,ун ике
748,zwanzig::NUM,ткъа,егерме
749,dreißig::NUM,ткъе итт,утыҙ
750,vierzig::NUM,шовзткъа,ҡырҡ
751,fünfzig::NUM,шовзткъе итт,илле
752,sechzig::NUM,кхузткъа,алтмыш
753,siebzig::NUM,кхузткъе итт,етмеш
754,achtzig::NUM,дезткъа,һикһән
755,neunzig::NUM,дезткъе итт,туҡһан
756,hundert::NUM,бӏе,йөҙ
757,tausend::NUM,эзар,мең
758,und::CNJ,a,да
759,oder::CNJ,я,йәки
760,stehen::V,латта,тороу
761,sitzen::V,хиъна ӏан,ултырыу
762,liegen::V,ӏилла,ятыу
763,hängen::V,кхаза,аҫылынып тороу
764,werden::V,хила,булыу
765,passieren::V,хила,булыу
766,beginnen::V,доло,башлау
767,enden::V,дӏадерза,бөтөү
768,enden::V,дӏадерза,тамамланыү
769,wechseln::V,хийца,үҙгәреү
770,aufgehen[Sonne]::V,кхета,ҡалҡыу
771,untergehen[Sonne]::V,чубуза,байыу
772,scheinen[Sonne]::V,серло яла,яҡтыртып тороу
773,donnern::V,къекъа,күкрәү
774,wehen::V,хьекха,иҫеү
775,strömen::V,эха,ташыу
776,fließen::V,охьаэха,ағыу
777,sich drehen::V,хьийза,әйләнеү
778,schwanken::V,леста,тирбәлеү
779,schwingen::V,лесто,бәүетеү
780,fallen::V,охьакхета,йығылыу
781,brennen::V,дага,яныу
782,rauchen::V,оза,төтәү
783,regnen::V,догlа догlу,ямғыр яуа
784,gefrieren::V,гӏоро,туңыү
785,tauen::V,даша,иреү
786,schmelzen::V,лала,иреү
787,trocknen::V,дакъо,кибеү
788,sieden::V,кхехка,ҡайнау
789,faulen::V,дахкадала,сереу
790,verfaulen::V,дахкадала,сереу
791,reißen::V,хеда,өҙөү
792,reißen::V,хеда,йыртылыу
793,versinken::V,хичудаха,батыу
794,vergehen::V,дlаэха,үтеү
795,erscheinen::V,схьадала,килеп сығыу
796,erscheinen::V,ӏоттадала,килеп сығыу
797,verschwinden::V,къайладала,юғалыу
798,sinken::V,лахдала,түбәнәйеү
799,zunehmen::V,лакхадала,артыу
800,steigen::V,хьаладала,күтәрелеү
801,wachsen::V,кхиа,үҫеү
802,glänzen::V,лепа,ялтырау
803,funkeln::V,къега,баҙлау
804,lärmen::V,гӏовгӏаян,шаулау
805,läuten::V,детта,ҡағыу
806,klingeln::V,дека,ҡағыу
807,klingeln::V,дека,шылтыратыу
808,klirren::V,дека,шылтыратыу
809,brausen::V,хьаьдда даха,ҡотороноу
810,rauschen::V,леста,шыптырлау
811,klingen::V,дека,яңғырау
812,bellen::V,лета,өрөү
813,heulen::V,угӏа,олоу
814,blasen::V,хӏуп баха,өрөү
815,pfeifen::V,шок етта,һызғырып ебәреү
816,schreien::V,мохь бетта,ҡысҡырыу
817,stöhnen::V,узарш дан,уңғырашыу
818,zittern::V,дега,ҡалтырау
819,leben::V,даха,йәшәү
820,geboren werden::V,хила,тыуыу
821,atmen::V,садеӏа,тын алыү
822,trinken::V,мала,эсеү
823,essen::V,кхалла,ашау
824,schlucken::V,къурдбан,йотоу
825,müde werden::V,кӏаддала,арыу
826,einschlafen::V,наб кхета,йоҡлап китеү
827,schlafen::V,вижа,йоҡлау
828,schlafen::V,наб ян,йоҡлау
829,schlafen::V,дижина хила,йоҡлау
830,aufwachen::V,самадала,уяныу
831,aufstehen::V,гӏатта,тороу
832,sich erholen::V,садаӏа,ял итеү
833,krank werden::V,цомгуш хила,сирләү
834,krank sein::V,цомгуш хила,сирләү
835,schmerzen::V,лаза,ауыртыу
836,schmerzen::V,ӏийжа,ауыртыу
837,husten::V,йовхарш етта,йүтәлләү
838,genesen::V,тадала,һауығыу
839,sterben::V,дала,үлеү
840,umkommen::V,хӏаллакхила,һәләк булыу
841,sich bewegen::V,лела,хәрәкәт итеү
842,sich rühren::V,меттахъхьен,ҡуҙғалыу
843,sich erheben::V,хьалагlатта,тороу
844,sich setzen::V,хаа,ултырыу
845,hinfallen::V,дожа,ҡолау
846,hinfallen::V,охьакхета,ҡолау
847,laufen::V,вада,йөрөү
848,laufen::V,хьада,йөрөү
849,schreiten::V,болар дан,атлау
850,schreiten::V,ког баккха,атлау
851,spazierengehen::V,доладала,ял итеп йороү
852,eilen::V,сихдала,ашығыу
853,eilen::V,сихдала,ҡабаланыу
854,sich beeilen::V,сихдала,ашығыу
855,sich beeilen::V,сихдала,ҡабаланыу
856,rennen::V,дада,йүгеп йөрөү
857,springen::V,ирхкхийсадала,һикереү
858,klettern::V,тӏедийла,үрмәләү
859,klettern::V,тӏедийла,үрмәләп менеү
860,schaukeln::V,техко,сайҡалыу
861,kriechen::V,такха,шыуышыу
862,schwimmen::V,некадан,йоҙөү
863,tauchen::V,чулелха,сумыу
864,rudern::V,дига лело,ишеү
865,rudern::V,кема лело,ишеү
866,fahren::V,хахка,йөрөү
867,fliegen::V,тӏемадала,осоу
868,gehen::V,лeла,барыу
869,weggehen::V,дӏадаха,китеү
870,abfahren::V,дӏадаха,сығыу
871,anhalten::V,саца,тукталыу
872,hineingehen::V,чудала,инеү
873,eintreten::V,чудала,инеү
874,kommen::V,кхача,килеү
875,kommen::V,дӏакхача,килеү
876,kommen::V,схьакхача,килеү
877,ankommen::V,кхача,килеү
878,ankommen::V,схьакхача,килеү
879,zurückkommen::V,юхада,ҡайтыу
880,bleiben::V,диса,ҡалыу
881,warten::V,хьежа,көтөп тороу
882,warten::V,cобар дан,көтөп тороу
883,erwarten::V,хьоьжуш ӏан,көтөү
884,suchen::V,леха,эҙләү
885,finden::V,каро,табыу
886,versuchen::V,дан хьажа,тырышып ҡарау
887,vorbereiten::V,кечъян,әҙерләү
888,lieben::V,деза,яратыу
889,mögen::V,безамхила,һөйөү
890,mögen::V,безамхила,яратыу
891,lachen::V,дела,көлөү
892,rühren::V,хьедан,ҡағылыу
893,weinen::V,делха,илау
894,schimpfen::V,чехо,һүгенеү
895,schimpfen::V,чехо,тиргәнеү
896,schimpfen::V,чехо,һуҡраныу
897,sich ärgern::V,оьгӏазъэха,асыуланыу
898,sich fürchten::V,кхера,ҡурҡыу
899,fürchten::V,кхера,ҡурҡыу
900,fliehen::V,дӏадада,ҡасыу
901,flüchten::V,дӏадада,ҡасыу
902,sehen::V,ган,күреү
903,anschauen::V,хьажа,ҡарау
904,anschauen::V,хьежа,ҡарау
905,ansehen::V,хьовса,ҡарау
906,ansehen::V,хьовса,тикшереү
907,hören::V,хаза,ишетеү
908,zuhören::V,ладогӏа,тыңлау
909,probieren::V,хьажа,татыу
910,riechen::V,хьожа яха,еҫкәү
911,fühlen::V,хаадала,тойоу
912,scheinen::V,мотта,кеүек күренеү
913,scheinen::V,мотта,тойолоу
914,zu sehen sein::V,гуш хила,күренеү
915,vernehmen::V,бартхатта,ишетеү
916,frieren::V,гӏоро,туңыү
917,tun::V,дан,яһау
918,tun::V,дан,әшләү
919,können::V,дадала,алыу
920,können::V,дадала,мөмкин булыу
921,wollen::V,тӏергӏа,теләү
922,anfangen::V,доло,башлау
923,beenden::V,довла,бөтөрөү
924,beenden::V,довла,тамамлау
925,aufhören::V,саца,туктау
926,gelingen::V,кадала,уңышлы булыу
927,geraten::V,хила,булып сығыу
928,öffnen::V,дӏаделла,асыу
929,öffnen::V,схьаделла,асыу
930,schließen::V,къовла,йомоу
931,schließen::V,дӏачӏагӏа,йомоу
932,stellen::V,хlотто,ҡуйыу
933,setzen::V,дийгӏа,урынлаштырыу
934,legen::V,охьадилла,һалыу
935,berühren::V,хьедан,тейеү
936,berühren::V,хьедан,ҡағылыу
937,verbinden::V,вовшахтаса,ҡушыу
938,verbinden::V,вовшахтаса,бәйләү
939,bedecken::V,тилла,ҡаплау
940,bedecken::V,тӏетаса,ҡаплау
941,aufhängen::V,хьалаолла,элеү
942,anzünden::V,лато,тоҡандырыу
943,aufheben::V,айа,мендереү
944,zurücklassen::V,дита,ҡалдырыу
945,verlieren::V,дайа,юғалтыу
946,fallen lassen::V,охьадожо,төшөрөп ебәреү
947,machen::V,дан,яһау
948,machen::V,дан,эшләү
949,herstellen::V,дан,эшләп сығарыу
950,bauen::V,гӏишлоян,төҙөү
951,reparieren::V,тадан,төҙәтеү
952,verbessern::V,нисдан,яҡшыртыу
953,ändern::V,хийца,үҙгәртеү
954,graben::V,ахка,ҡаҙыу
955,beugen::V,сатто,бөгөү
956,biegen::V,сатто,бөгөү
957,drehen::V,хьовзо,өйрөлтөү
958,drehen::V,хьовзо,әйләндереү
959,umdrehen::V,хьовзo,түңкәреү
960,heben::V,айа,күтәреү
961,heben::V,айа,мендереү
962,heben::V,хьалаайа,күтәреү
963,heben::V,хьалаайа,мендереү
964,hochheben::V,хьалаайа,күтәреү
965,ergreifen::V,дӏалаца,тотоп алыу
966,halten::V,латто,тотоу
967,drücken::V,тӏетаӏо,ҡыҫыу
968,schieben::V,татта,этеү
969,schieben::V,татта,төртөү
970,kratzen::V,мӏараш тийса,ҡырыу
971,lecken::V,мотт хьекха,ялау
972,beißen::V,катoха,тешләү
973,abreißen::V,схьадаккха,өҙөү
974,abschneiden::V,кхада,ҡырҡыу
975,binden::V,дӏадехка,бәйләү
976,binden::V,вовшахтаса,бәйләү
977,stecken::V,чудахийта,ҡаҙау
978,brechen::V,кагдан,боҙоу
979,klopfen::V,детта,шаҡылдау
980,hauen::V,етта,туҡмау
981,kleben::V,тӏелато,йәбештереү
982,reiben::V,хьекхо,ыуыу
983,reiben::V,хьекхо,ышҡыу
984,streichen::V,тlехьакха,яғыу
985,schleifen::V,ирдан,үткерләү
986,schneiden::V,ларга,ҡырҡыу
987,rütteln::V,лесто,һелкетеү
988,schütteln::V,лесто,һелкетеү
989,schwenken::V,лесто,болғау
990,schütten::V,дотта,ҡойоу
991,füllen::V,дуза,тултырыу
992,einwickeln::V,хьарчо,төрөү
993,tragen::V,дахьа,алып барыу
994,schleppen::V,ийзо,һөйрәү
995,ziehen::V,озо,тартыу
996,aufbewahren::V,ӏалашдан,һаҡлау
997,werfen::V,кхосса,ырғытыу
998,fangen::V,леца,тотоу
999,packen::V,леца,етеү
1000,packen::V,леца,тотоп алыу
1001,verstecken::V,къайладаккха,йәшереү
1002,teilen::V,декъа,бүлеү
1003,schicken::V,дӏадахьийта,ебәреү
1004,bringen::V,дан,килтереү
1005,hinzufügen::V,тӏетоха,өтәү
1006,bekommen::V,даккха,алыу
1007,erhalten::V,даккха,алыу
1008,nehmen::V,схьаэца,алыу
1009,wählen::V,харжа,һайлаү
1010,auswählen::V,харжа,һайлап алыу
1011,bewahren::V,lалашдан,һаҡлау
1012,behindern::V,новкъарло ян,тотҡарлыҡ яһау
1013,verderben::V,талхо,боҙоу
1014,beschädigen::V,дохо,боҙоу
1015,zerbrechen::V,дохо,ҡыйратыу
1016,zerbrechen::V,кагдан,ҡыйратыу
1017,zerreißen::V,хадо,йыртыу
1018,zerstören::V,дохо,емереү
1019,zerstören::V,кагдан,емереү
1020,verbrennen::V,даго,үртәү
1021,geben::V,яла,биреү
1022,reichen::V,дӏадала,биреү
1023,reichen::V,дӏакховдо,биреү
1024,schenken::V,совгӏат дан,бүләк итеү
1025,versprechen::V,ваӏда дан,вәғәҙә биреү
1026,wünschen::V,лаа,теләу
1027,loben::V,хасто,маҡтау
1028,küssen::V,оба яккха,үбеү
1029,wiegen::V,тахка,бәүетеү
1030,wiegen::V,тахка,тирбәтеү
1031,zudecken::V,тӏетаса,ҡаплау
1032,wecken::V,самадаккха,уятыу
1033,zeigen::V,гайта,күрһәтеү
1034,führen::V,дига,етәкләү
1035,lehren::V,ӏамо,уҡытыу
1036,lehren::V,ӏамо,өйрәтеү
1037,unterrichten::V,хьеха,уҡытыу
1038,aufziehen::V,кхио,тәрбиәле
1039,leiten::V,урхалла дан,етәкләү
1040,leiten::V,урхалла дан,етәкселек итеү
1041,antreiben::V,сихдан,ашыҡтырыу
1042,lassen::V,-йта,мәжбүр итеү
1043,einladen::V,кхайкха,саҡырыу
1044,vereinigen::V,цхьаьнатоха,берләштереү
1045,besuchen::V,хьажахIотта,килеп сығыу
1046,treffen::V,дуьхьалкхета,тойоү
1047,treffen::V,дуьхьалкхета,осратыу
1048,treffen::V,дуьхьалкхета,ҡаршылау
1049,sich versammeln::V,гулдан,йыйылыу
1050,spielen::V,ловза,тартыу
1051,singen::V,лакха,йырлау
1052,tanzen::V,хелхадала,бейеү
1053,sich trennen::V,къаста,айырылышыу
1054,verlassen::V,дита,ташлау
1055,verlassen::V,дита,ташлап китеү
1056,retten::V,кӏелхьардаккха,ҡотҡарыу
1057,bewachen::V,ха дан,һаҡлау
1058,schützen::V,лардан,һаҡлау
1059,verteidigen::V,лардан,яҡлау
1060,sich schlagen::V,етта,һуғышыу
1061,schießen::V,детта,атыу
1062,siegen::V,тола,еңеү
1063,ärgern::V,оьгӏаздахийта,асыуландырыу
1064,schlagen::V,тоха,бәреү
1065,schlagen::V,тоха,туҡмау
1066,treten::V,мийра тоха,тибеү
1067,treten::V,мийра тоха,типкеләү
1068,stechen::V,ӏотта,сәнсеү
1069,stechen::V,къовзо,сәнсеү
1070,stoßen::V,татта,этеү
1071,stoßen::V,татта,төртөү
1072,stehlen::V,лачкъо,урлау
1073,stören::V,новкъарло ян,ҡамасаулау
1074,belästigen::V,сагатдан,бимазалау
1075,belästigen::V,сагатдан,ҡамасаулау
1076,verbergen::V,къайладаккха,йәшереү
1077,täuschen::V,ӏexo,ултыртыу
1078,betrügen::V,ледан,алдау
1079,töten::V,ден,үлтереү
1080,wohnen::V,даха,йәшәү
1081,arbeiten::V,къахьега,эшләү
1082,sammeln::V,гулдан,йыйыу
1083,pflücken::V,даха,өҙөү
1084,jagen::V,талла,аулау
1085,fischen::V,чӏерий леца,аулау
1086,fassen::V,лаца,тотоу
1087,fassen::V,схьалаца,тотоу
1088,hüten::V,лардан,көтөү
1089,treiben::V,лахка,ҡыуыу
1090,anbinden::V,дӏадехка,бәйләү
1091,füttern::V,хӏума яла,ашатыу
1092,melken::V,оза,һауыү
1093,gießen::V,хи тоха,ҡойоу
1094,reifen::V,хьекъа,өлғөрөү
1095,zubereiten::V,кечъян,бешереү
1096,zubereiten::V,кхача бан,бешереү
1097,kochen::V,кхача бан,бешереү
1098,backen::V,датта,бешереү
1099,braten::V,кхарза,ҡурыу
1100,umrühren::V,кего,ҡатнаштырыу
1101,nähen::V,тега,тегеү
1102,färben::V,басардан,буяу
1103,reinigen::V,цӏандан,таҙартыу
1104,waschen::V,йила,йыуыу
1105,waschen::V,йитта,йыуыу
1106,waschen::V,дӏадайа,йыуыу
1107,abwischen::V,дӏадайа,һөртөү
1108,spülen::V,хи кхарза,сайҡау
1109,fegen::V,нуй хьакха,һепереү
1110,kehren::V,нуй хьакха,һепереү
1111,baden::V,лийча,һыу инеү
1112,sich waschen::V,юьхь йила,йыуыныу
1113,ausziehen::V,духар дӏадаккха,сисеү
1114,sich anziehen::V,духа,кейенеү
1115,kämmen::V,ехк хьакха,тарау
1116,schmücken::V,хаздан,биҙәү
1117,sagen::V,ала,әйтеү
1118,sprechen::V,баха,әйтеү
1119,sprechen::V,баха,һөйләшеү
1120,sprechen::V,мотт бийца,әйтеү
1121,sprechen::V,мотт бийца,һөйләшеү
1122,reden::V,къамел дан,һөйләшеү
1123,sich unterhalten::V,къамел дан,әңгәмәләшеү
1124,fragen::V,хатта,һорау
1125,bitten::V,деха,үтенеү
1126,erzählen::V,дийца,һөйләү
1127,mitteilen::V,хаам бан,әйтеү
1128,nennen::V,цӏе яккха,атау
1129,nennen::V,цӏе яккха,исемләү
1130,rufen::V,кхайкха,саҡырыу
1131,prahlen::V,куралла ян,маҡтаныу
1132,prahlen::V,куралла ян,шапырыныу
1133,prahlen::V,дозалла дан,маҡтаныу
1134,prahlen::V,дозалла дан,шапырыныу
1135,übersetzen::V,гоч дан,тәржемә итеү
1136,denken::V,ойла ян,уйлау
1137,glauben::V,теша,ышаныу
1138,bemerken::V,ган,күреү
1139,erkennen::V,довза,таныу
1140,begreifen::V,кхета,аңлау
1141,verstehen::V,кхета,аңлау
1142,lernen::V,деша,өйрәнеү
1143,wissen::V,хаа,белеү
1144,sich erinnern an::V,дагадан,хәтергә алыу
1145,vergessen::V,дицдала,онотоу
1146,messen::V,дуста,үлсәү
1147,zählen::V,дагардан,һанау
1148,rechnen::V,лара,һанау
1149,lesen::V,еша,уҡыу
1150,malen::V,сурт дилла,һүрәт яһау
1151,malen::V,сурт дилла,рәсем төшөрөү
1152,zeichnen::V,сурт дилла,һүрәт яһау
1153,zeichnen::V,сурт дилла,рәсем төшөрөү
1154,schreiben::V,яздан,яҙыу
1155,besitzen::V,доладан,биләү
1156,kaufen::V,эца,һатып алыу
1157,verkaufen::V,дохка,һатыу
1158,bezahlen::V,мах бала,түләү
1159,zahlen::V,мах бала,түләү
1160,beherrschen::V,собаре хила,биләү
1161,ertragen::V,лан,түҙеү
1162,ertragen::V,сатоха,түҙеү
1163,ertragen::V,садетта,түҙеү
1164,Schwarm::N,,көтөү
1165,Schlinge::N,,тоҙак
1166,Art::N,,төр
1167,Entfernung::N,,алыҫлыҡ
1168,Griff::N,,тотҡа
1169,Figur::N,,һын
1170,Bogen[Waffe]::N,,йәйә
1171,so::ADV,,шулай
1172,abnehmen::V,,кәметеү
1173,sausen::V,,елеү
1174,wenden::V,,әйләндереү
1175,hacken::V,,турау
1176,hacken::V,,тапау
1177,stricken::V,,бәйләү
1178,anziehen::V,,кейеү
