,Concept_ID,cv,hu
345,Kreuz::N,хӗрес,kereszt
346,Linie::N,йӗр,vonal
347,Strich::N,йӗр,vonás
348,Abstand::N,хушӑ,köz
349,Entfernung::N,хушӑ,távolság
350,Gegend::N,вырӑн,táj
351,Gegend::N,вырӑн,vidék
352,Platz::N,хутлӑх,hely
353,Ort::N,вырӑн,hely
354,Seite::N,ен,fél
355,Seite::N,ен,oldal
356,Seite::N,аяк,fél
357,Seite::N,аяк,oldal
358,Seite::N,айӑк,fél
359,Seite::N,айӑк,oldal
360,Mitte::N,варӑ,közép
361,Gegenstand::N,япала,tárgy
362,Sache::N,япала,dolog
363,Rand::N,вӗҫ,szél
364,Rand::N,вӗҫ,perem
365,Rand::N,вӗҫ,szegély
366,Rand::N,хӗрӗ,szél
367,Rand::N,хӗрӗ,perem
368,Rand::N,хӗрӗ,szegély
369,Rand::N,хӗрри,szél
370,Rand::N,хӗрри,perem
371,Rand::N,хӗрри,szegély
372,Kante::N,хайкача,él
373,Kante::N,хысак,él
374,Ecke::N,кӗтес,sarok
375,Ecke::N,кӗтес,szöglet
376,Spitze::N,вӗҫ,csúcs
377,Ende::N,вӗҫ,vég
378,Loch::N,шӑтӑк,lyuk
379,Winkel::N,кӗтес,szög
380,Muster::N,эреш,minta
381,Größe::N,пысӑкӑш,nagyság
382,Länge::N,вӑрӑмӑш,hossz
383,Länge::N,вӑрӑмӑш,hosszúság
384,Höhe::N,ҫӳллӗш,magasság
385,Gewicht::N,виҫе,súly
386,Gewicht::N,йывӑрӑш,súly
387,Menge::N,йыш,sokaság
388,Menge::N,йыш,mennyiség
389,Haufen::N,купа,halom
390,Reihe::N,рет,sor
391,Boot::N,кимӗ,csónak
392,Ruder::N,кӗсмен,evező
393,Schlitten::N,ҫуна,szánkó
394,Ski::N,йӗлтӗр,sí
395,Lagerfeuer::N,вут,tábortűz
396,Lagerfeuer::N,кӑвайт,tábortűz
397,Last::N,сулмаклӑх,teher
398,Last::N,йывӑр япала,teher
399,Gang::N,куҫӑм,járás
400,Schritt::N,утӑм,lépés
401,Schritt::N,пусӑм,lépés
402,Norden::N,ҫурҫӗр,észak
403,Süden::N,кӑнтӑр,dél
404,Westen::N,анӑҫ,nyugat
405,Westen::N,хӗвел анӑҫ,nyugat
406,Osten::N,хӗвел тухӑҫ,kelet
407,Holz::N,йывӑҫ,fa
408,Brett::N,хӑма,deszka
409,Platte::N,плита,lap
410,Platte::N,плита,lemez
411,Stütze::N,ура,támasz
412,Stütze::N,ура,támaszték
413,Stange::N,шерте,rúd
414,Stange::N,шерте,pózna
415,Stock::N,патак,pálca
416,Stab::N,шӑчӑ,bot
417,Rohr::N,пӑрӑх,cső
418,Haus::N,ҫурт,ház
419,Heim::N,кил,otthon
420,Ofen::N,кӑмака,kályha
421,Fußboden::N,урай,padló
422,Tisch::N,сӗтел,asztal
423,Stuhl::N,пукан,szék
424,Wiege::N,сӑпка,bölcső
425,Bett::N,кравать,ágy
426,Regal::N,ҫӳлӗк,polc
427,Regal::N,ҫӳлӗк,állvány
428,Regal::N,сентре,polc
429,Regal::N,сентре,állvány
430,Kiste::N,ещӗк,láda
431,Kiste::N,сунтӑх,láda
432,Fenster::N,чӳрече,ablak
433,Tür::N,алӑк,ajtó
434,Tor::N,хапха,kapu
435,Zaun::N,хӳме,kerítés
436,Dach::N,тӑрӑ,tető
437,Leiter::N,пусма,létra
438,Besen::N,шӑпӑр,seprű
439,Spaten::N,кӗреҫе,ásó
440,Schaufel::N,кӗреҫе,lapát
441,Gabel::N,вилка,villa
442,Löffel::N,кашӑк,kanál
443,Messer::N,ҫӗҫӗ,kés
444,Nagel::N,пӑта,szeg
445,Netz::N,тетел,háló
446,Haken::N,йӑрхах,kampó
447,Haken::N,ҫекӗл,kampó
448,Griff::N,хӑлӑп,nyél
449,Griff::N,хӑлӑп,fogantyú
450,Schloss::N,ҫӑра,zár
451,Bild::N,сӑн,kép
452,Bild::N,сӑнлӑх,kép
453,Bild::N,картина,kép
454,Figur::N,кӗлетке,alak
455,Puppe::N,пукане,bábu
456,Beutel::N,михӗ,zacskó
457,Bündel::N,ҫыхӑ,köteg
458,Bündel::N,тӗрке,köteg
459,Tasche::N,сумка,táska
460,Eimer::N,витре,vödör
461,Deckel::N,хупӑ,fedő
462,Deckel::N,хупӑ,fedél
463,Geschirr::N,савӑт-сапа,edény
464,Sack::N,михӗ,zsák
465,Tasse::N,курка,csésze
466,Topf::N,кастрюль,fazék
467,Kessel::N,хуран,üst
468,Kessel::N,хуран,bogrács
469,Essen::N,апат,evés
470,Essen::N,апат,étkezés
471,Nahrung::N,апат-ҫимӗс,ennivaló
472,Speise::N,апат,étel
473,Speise::N,ҫимӗҫ,étel
474,Fleisch::N,аш,hús
475,Fleisch::N,какай,hús
476,Getreide::N,тырӑ,gabona
477,Brei::N,пӑтӑ,pép
478,Brei::N,пӑтӑ,kása
479,Brot::N,ҫӑкӑр,kenyér
480,Scheibe::N,чӗлӗ,szelet
481,Scheibe::N,касӑк,szelet
482,Fett::N,ҫу,háj
483,Fett::N,ҫу,zsír
484,Butter::N,ҫу,vaj
485,Öl::N,ҫу,olaj
486,Salz::N,тӑвар,só
487,Suppe::N,яшка,leves
488,Honig::N,пыл,méz
489,Milch::N,сӗт,tej
490,Tee::N,чей,tea
491,Leder::N,сӑран,bőr
492,Wolle::N,ҫӑм,gyapjú
493,Stoff::N,тӗртӗм,szövet
494,Nadel::N,йӗп,tű
495,Faden::N,ҫип,fonál
496,Knopf::N,тӳме,gomb
497,Knoten::N,йӑлӑ,csomó
498,Farbe::N,сӑрӑ,szín
499,Farbe::N,сӑрӑ,festék
500,Kleidung::N,тум,ruha
501,Kleidung::N,тум,ruházat
502,Kleidung::N,ҫипуҫ,ruha
503,Kleidung::N,ҫипуҫ,ruházat
504,Kleidung::N,тум-тир,ruha
505,Kleidung::N,тум-тир,ruházat
506,Hemd::N,кӗпе,ing
507,Kragen::N,ҫуха,gallér
508,Ärmel::N,ҫанӑ,ujj
509,Hose::N,шӑлавар,gatya
510,Hose::N,шӑлавар,nadrág
511,Gürtel::N,пиҫиххи,öv
512,Mütze::N,ҫӗлӗк,sapka
513,Schuh::N,пушмак,cipő
514,Schuh::N,ботинок,cipő
515,Stiefel::N,атӑ,csizma
516,Ring::N,ҫӗрӗ,gyűrű
517,Band::N,хаю,szalag
518,Band::N,йӗсме,szalag
519,Kamm::N,тура,fésű
520,Spiegel::N,тӗкӗр,tükör
521,Spiegel::N,куҫ кӗски,tükör
522,Riemen::N,чӗн,szíj
523,Schnur::N,кантра,zsinór
524,Leine::N,касмӑк,póráz
525,Decke::N,утиял,takaró
526,Kissen::N,ҫытар,párna
527,Kissen::N,минтер,párna
528,Tuch::N,тутӑр,kendő
529,Handtuch::N,ал шӑлли,törülköző
530,Kraft::N,вӑй,erő
531,Kraft::N,хӑват,erő
532,Stärke::N,хал,erő
533,Stärke::N,хал,erősség
534,Stärke::N,хӑват,erő
535,Stärke::N,хӑват,erősség
536,Gesundheit::N,хал,egészség
537,Gesundheit::N,сывлӑх,egészség
538,Krankheit::N,чир,kór
539,Krankheit::N,чир,betegség
540,Schmerz::N,ырату,fájdalom
541,Wunde::N,суран,seb
542,Fieber::N,сив чир,láz
543,Arznei::N,эмел,orvosság
544,Arznei::N,эмел,gyógyszer
545,Brücke::N,кӗпер,híd
546,Brunnen::N,ҫӑл,kút
547,Brunnen::N,пусӑ,kút
548,Weide::N,ҫаран,legelő
549,Pfad::N,йӗр,ösvény
550,Pfad::N,сукмак,ösvény
551,Weg::N,ҫул,út
552,Weg::N,ҫул-йӗр,út
553,Straße::N,ҫӳрев,út
554,Straße::N,ҫул ҫӳрени,út
555,Dorf::N,ял,falu
556,Stadt::N,хула,város
557,Brief::N,ҫыру,levél
558,Buch::N,кӗнеке,könyv
559,Buchstabe::N,сас палли,betű
560,Zeitung::N,хаҫат,újság
561,Zeitung::N,хаҫат,hírlap
562,Leben::N,пурнӑҫ,élet
563,Tod::N,вилӗм,halál
564,Grab::N,масар шӑтӑкӗ,sír
565,Kirche::N,чиркӳ,templom
566,Sünde::N,ҫылӑх,bűn
567,Sünde::N,ҫылӑх,vétek
568,Gott::N,турӑ,isten
569,Arbeiter::N,рабочи,munkás
570,Chef::N,пуҫлӑх,főnök
571,Meister::N,ӑста,mester
572,Meister::N,мастер,mester
573,Arzt::N,врач,orvos
574,Arzt::N,тухтӑр,orvos
575,Lehrer::N,учитель,tanár
576,Lehrer::N,учитель,tanító
577,Lehrer::N,вӗрентекен,tanár
578,Lehrer::N,вӗрентекен,tanító
579,Geld::N,укҫа,pénz
580,Geschäft::N,бизнес,üzlet
581,Laden::N,магазин,bolt
582,Preis::N,хак,ár
583,Ware::N,тавар,áru
584,Nutzen::N,пайта,haszon
585,Reichtum::N,мул,gazdagság
586,Welt::N,тӗнче,világ
587,Land::N,ҫӗр-шыв,ország
588,Staat::N,патшàлӑх,állam
589,König::N,король,király
590,Macht::N,власть,hatalom
591,Grenze::N,чикӗ,határ
592,Krieg::N,вӑрҫӑ,háború
593,Feind::N,тӑшман,ellenség
594,Gewalt::N,ирӗксӗрлӳ,erőszak
595,Kampf::N,кӗрешӳ,harc
596,Bogen[Waffe]::N,ухӑ,íj
597,Pfeil::N,ҫӗмрен,nyíl
598,Pfeil::N,ухӑ йӗппи,nyíl
599,Gewehr::N,пӑшал,puska
600,Gewehr::N,пӑшал,fegyver
601,Fehler::N,йӑнӑш,hiba
602,Lüge::N,суя,hazugság
603,Lüge::N,ултав,hazugság
604,Schaden::N,сиен,kár
605,Unglück::N,шар,csapás
606,Unglück::N,шар,balszerencse
607,Unglück::N,инкек,csapás
608,Unglück::N,инкек,balszerencse
609,Schuld::N,айӑп,bűn
610,Alter::N,ҫул шучӗ,kor
611,Schluss::N,пӗтни,vég
612,Schluss::N,пӗтни,befejezés
613,Schluss::N,пӗтмӗш,vég
614,Schluss::N,пӗтмӗш,befejezés
615,Zeit::N,вӑхӑт,idő
616,Tag::N,кун,nap
617,Morgen::N,ир,reggel
618,Mittag::N,кӑнтӑрла,dél
619,Abend::N,каҫ,este
620,Nacht::N,каҫ,éj
621,Nacht::N,каҫ,éjszaka
622,Woche::N,эрне,hét
623,Monat::N,уйӑх,hó
624,Monat::N,уйӑх,hónap
625,Jahr::N,ҫулталӑк,év
626,Frühling::N,ҫур,tavasz
627,Frühling::N,ҫуркунне,tavasz
628,Sommer::N,ҫу,nyár
629,Sommer::N,ҫулла,nyár
630,Herbst::N,кӗр,ősz
631,Herbst::N,кӗркунне,ősz
632,Winter::N,хӗл,tél
633,Winter::N,хӗлле,tél
634,Januar::N,январь,január
635,Februar::N,февраль,február
636,Februar::N,кӗҫӗн кӑрлач,február
637,März::N,март,március
638,März::N,пуш уйӑхӗ,március
639,April::N,апрель,április
640,Mai::N,май,május
641,Juni::N,июнь,június
642,Juli::N,июль,július
643,August::N,август,augusztus
644,September::N,сентябрь,szeptember
645,September::N,авӑн уйӑхӗ,szeptember
646,Oktober::N,октябрь,október
647,November::N,ноябрь,november
648,Dezember::N,раштав,december
649,Dezember::N,декабрь,december
650,Montag::N,тунти кун,hétfő
651,Dienstag::N,ытлари кун,kedd
652,Mittwoch::N,юн кун,szerda
653,Donnerstag::N,кӗҫнерни кун,csütörtök
654,Freitag::N,эрне кун,péntek
655,Samstag::N,шӑмат кун,szombat
656,Sonntag::N,вырсарни кун,vasárnap
657,groß::A,пысӑк,nagy
658,klein::A,пӗчӗк,pici
659,klein::A,пӗчӗк,kicsi
660,lang::A,вӑрӑм,hosszú
661,kurz::A,кӗске,rövid
662,breit::A,сарлака,széles
663,schmal::A,ансӑр,keskeny
664,dicht::A,йӑвӑ,sűrű
665,dick[Gegenstand]::A,хулӑн,vastag
666,dünn::A,ҫинҫе,vékony
667,dünn::A,ҫӳхе,vékony
668,fein::A,тарай,vékony
669,fein::A,вӗлтӗрти,vékony
670,fest::A,тӗреклӗ,szilárd
671,flach::A,лаптак,sík
672,flach::A,лаптак,lapos
673,glatt::A,такӑр,sima
674,hart::A,хытӑ,kemény
675,weich::A,ҫемҫе,puha
676,rund::A,ҫавра,kerek
677,spitz::A,шӗвӗр,hegyes
678,scharf::A,ҫивӗч,éles
679,stumpf::A,мӑка,tompa
680,stumpf::A,мӑка,életlen
681,stumpf::A,пуклак,tompa
682,stumpf::A,пуклак,életlen
683,stumpf::A,тӗрӗнчӗк,tompa
684,stumpf::A,тӗрӗнчӗк,életlen
685,stumpf::A,ӑнкарусӑр,tompa
686,stumpf::A,ӑнкарусӑр,életlen
687,schwer::A,йывӑр,nehéz
688,schwer::A,йывӑр,súlyos
689,schön::A,илемлӗ,szép
690,heiß::A,вӗри,forró
691,warm::A,ӑшӑ,meleg
692,kalt::A,сивӗ,hideg
693,kühl::A,уҫӑ,hűs
694,kühl::A,уҫӑ,hűvös
695,frisch::A,уҫӑ,üde
696,frisch::A,уҫӑ,friss
697,feucht::A,йӗпе,nedves
698,nass::A,нӳрӗ,vizes
699,trocken::A,типӗ,száraz
700,voll::A,тулли,telt
701,leer::A,пушӑ,üres
702,offen::A,уҫӑ,nyílt
703,offen::A,уҫӑ,nyitott
704,geschlossen::A,хупӑ,zárt
705,geschlossen::A,хупӑ,csukott
706,sauber::A,таса,tiszta
707,schmutzig::A,пылчӑклӑ,piszkos
708,schmutzig::A,пылчӑклӑ,szennyes
709,schmutzig::A,вараланчӑк,piszkos
710,schmutzig::A,вараланчӑк,szennyes
711,roh::A,чӗрӗ,nyers
712,reif::A,пулнӑ,érett
713,reif::A,пиҫӗхнӗ,érett
714,reif::A,аталаннӑ,érett
715,reif::A,пиҫсе ҫитнӗ,érett
716,lecker::A,тутлӑ,finom
717,lecker::A,техӗмлӗ,finom
718,süß::A,пылак,édes
719,bitter::A,йӳҫӗ,keserű
720,sauer::A,йӳҫӗ,savanyú
721,sauer::A,йӳҫек,savanyú
722,sauer::A,кӑвасак,savanyú
723,hell::A,ҫутӑ,világos
724,dunkel::A,тӗттӗм,sötét
725,schwarz::A,хура,fekete
726,weiß::A,шурӑ,fehér
727,rot::A,хӗрлӗ,vörös
728,gelb::A,сарӑ,sárga
729,blau::A,кӑвак,kék
730,grün::A,симӗс,zöld
731,grün::A,пиҫмен,zöld
732,grün::A,ӑс пухман,zöld
733,grau::A,кӑвак,ősz
734,grau::A,кӑвак,szürke
735,bunt::A,чӑпар,tarka
736,bunt::A,чӑпар,színes
737,billig::A,йӳнӗ,olcsó
738,teuer::A,хаклӑ,drága
739,wertvoll::A,паха,értékes
740,blind::A,суккӑр,vak
