,Concept_ID,be,myv
270,Nachricht::N,паведамленне,куля
271,Neuigkeit::N,навіна,куля
272,Name::N,імя,лем
273,Rätsel::N,загадка,содамоёвкс
274,Rede::N,прамова,кортамо
275,Sprache::N,мова,кель
276,Stimme::N,голас,ваигель
277,Wort::N,слова,вал
278,Zeichen::N,знак,теште
279,Ruf::N,кліч,тердема
280,Lärm::N,шум,шалнома
281,Laut::N,гук,вайгель
282,Ton::N,гучанне,гайнема
283,Lied::N,песня,моро
284,Ruhe::N,спакой,оймамо
285,Leute::N,людзі,ломанть
286,Volk::N,народ,народ
287,Arbeit::N,праца,тев
288,Arbeit::N,работа,тев
289,Gast::N,госць,инже
290,Geschenk::N,падарунак,казне
291,Spiel::N,гульня,налксема
292,Gesellschaft::N,таварыства,община
293,Hilfe::N,дапамога,лездамо
294,Freund::N,друг,оя
295,Freund::N,друг,ялга
296,Freund::N,сябар,оя
297,Freund::N,сябар,ялга
298,Kamerad::N,прыяцель,оя
299,Kamerad::N,прыяцель,ялга
300,Angelegenheit::N,справа,тев
301,Anzahl::N,колькасць,ламоксчи
302,Art::N,від,вид
303,Stück::N,кусок,пакш
304,Stück::N,кусок,пелькс
305,Stück::N,кавалак,пакш
306,Stück::N,кавалак,пелькс
307,Teil::N,частка,часть
308,Teil::N,частка,пелькс
309,Hälfte::N,палова,пель
310,Hälfte::N,палова,пелькс
311,Hälfte::N,палавіна,пель
312,Hälfte::N,палавіна,пелькс
313,Kreis::N,круг,кирькс
314,Kreuz::N,крыж,крёст
315,Linie::N,лінія,кикс
316,Strich::N,рыса,межа
317,Abstand::N,прамежак,ютко
318,Entfernung::N,адлегласць,ютко
319,Gegend::N,мясцовасць,тарка
320,Gegend::N,мясцовасць,пертьпелькс
321,Platz::N,месца,васолкс
322,Ort::N,месца,тарка
323,Seite::N,бок,ён
324,Seite::N,бок,чире
325,Mitte::N,сярэдзіна,куншка
326,Gegenstand::N,прадмет,предмет
327,Sache::N,рэч,тев
328,Sache::N,рэч,веща
329,Rand::N,край,пе
330,Rand::N,край,чире
331,Kante::N,руб,ирдез
332,Kante::N,кант,ирдез
333,Ecke::N,вугал,ужо
334,Spitze::N,кончык,пряне
335,Spitze::N,кончык,пе
336,Ende::N,канец,пе
337,Loch::N,дзірка,варя
338,Winkel::N,вугал,ужо
339,Muster::N,узор,сёрма
340,Größe::N,памер,сэрь
341,Größe::N,памер,покшолма
342,Länge::N,даўжыня,кувалмо
343,Höhe::N,вышыня,сэрь
344,Höhe::N,вышыня,пандо
345,Gewicht::N,вага,сталмо
346,Menge::N,колькасць,лововкс
347,Haufen::N,куча,мар
348,Haufen::N,куча,валявкс
349,Reihe::N,рад,ряд
350,Boot::N,лодка,венч
351,Ruder::N,вясло,милё
352,Schlitten::N,сані,нурдт
353,Ski::N,лыжа,сокс
354,Lagerfeuer::N,вогнішча,толбандя
355,Last::N,цяжар,сталмо
356,Last::N,цяжар,кандома
357,Gang::N,ход,молема
358,Gang::N,ход,якамо
359,Schritt::N,шаг,эскелькс
360,Schritt::N,крок,эскелькс
361,Norden::N,поўнач,якшамо ёнкс
362,Süden::N,поўдзень,лембе ёнкс
363,Westen::N,захад,чивалгома
364,Osten::N,усход,чилисема
365,Holz::N,дрэва,чувто
366,Holz::N,драўніна,чувто
367,Brett::N,дошка,лаз
368,Platte::N,пліта,плита
369,Stütze::N,падпорка,неже
370,Stange::N,жэрдка,олга
371,Stock::N,палка,мандо
372,Stab::N,шост,олога
373,Rohr::N,труба,турба
374,Haus::N,дом,кудо
375,Heim::N,дом,кудо
376,Heim::N,хата,кудо
377,Ofen::N,печ,каштомо
378,Fußboden::N,падлога,киякс
379,Tisch::N,стол,столь
380,Stuhl::N,стул,стул
381,Stuhl::N,крэсла,стул
382,Wiege::N,калыска,лавсь
383,Wiege::N,калыска,нурямот
384,Bett::N,ложак,ацамо
385,Bett::N,пасцель,ацамо
386,Regal::N,паліца,лався
387,Regal::N,паліца,лавсяланго
388,Kiste::N,скрынка,горобия
389,Kiste::N,скрынка,сундук
390,Fenster::N,акно,вальма
391,Tür::N,дзверы,кенкш
392,Tor::N,вароты,ортат
393,Zaun::N,агароджа,пирявт
394,Zaun::N,агароджа,пирвякс
395,Dach::N,дах,кудопря
396,Leiter::N,лесвіца,кузтема
397,Besen::N,мятла,тенсть
398,Spaten::N,лапата,койме
399,Spaten::N,жалязняк,койме
400,Schaufel::N,шуфлік,кече
401,Schaufel::N,шуфлік,келей койме
402,Schaufel::N,лапатка,кече
403,Schaufel::N,лапатка,келей койме
404,Gabel::N,відэлец,сянгине
405,Löffel::N,лыжка,пенч
406,Messer::N,нож,пеель
407,Nagel::N,цвік,эске
408,Netz::N,сетка,алтыма
409,Haken::N,крук,кечказ
410,Griff::N,ручка,кедне
411,Schloss::N,замок,замок
412,Schloss::N,замок,панжома
413,Bild::N,карціна,картина
414,Figur::N,фігура,рунго
415,Puppe::N,лялька,няка
416,Beutel::N,мяшок,кескав
417,Bündel::N,вязка,керькс
418,Tasche::N,торба,юдма
419,Eimer::N,вядро,ведра
420,Deckel::N,накрыўка,велькс
421,Geschirr::N,пасуда,кедьге
422,Sack::N,мех,кескав
423,Tasse::N,кубак,чакш
424,Topf::N,каструля,кастрюля
425,Kessel::N,кацёл,котёл
426,Essen::N,ежа,ярсамо
427,Nahrung::N,харч,ярсамопель
428,Speise::N,страва,ярсамопель
429,Fleisch::N,мяса,сывель
430,Getreide::N,збожжа,сюро
431,Brei::N,каша,каша
432,Brot::N,хлеб,кши
433,Scheibe::N,луста,кочом
434,Scheibe::N,луста,сускомо
435,Scheibe::N,скібка,кочом
436,Scheibe::N,скібка,сускомо
437,Fett::N,тлушч,куя
438,Butter::N,масла,ой
439,Öl::N,алей,ой
440,Salz::N,соль,сал
441,Suppe::N,суп,ям
442,Honig::N,мёд,медь
443,Milch::N,малако,ловсо
444,Tee::N,чай,чай
445,Tee::N,гарбата,чай
446,Leder::N,скура,киське
447,Wolle::N,воўна,пона
448,Stoff::N,тканіна,коцт
449,Nadel::N,іголка,салмукс
450,Faden::N,нітка,суре
451,Knopf::N,гузік,пов
452,Knoten::N,вузел,сюлмо
453,Farbe::N,фарба,артомапель
454,Kleidung::N,адзенне,оршамот
455,Hemd::N,кашуля,панар
456,Kragen::N,каўнер,сиве
457,Ärmel::N,рукаў,ожа
458,Hose::N,штаны,понкст
459,Gürtel::N,пояс,каркс
460,Mütze::N,шапка,чапка
461,Schuh::N,чаравік,туфля
462,Stiefel::N,бот,кем
463,Ring::N,кольца,суркс
464,Band::N,стужка,лента
465,Kamm::N,расчоска,сурсеме
466,Spiegel::N,люстра,чавачамо
467,Riemen::N,рэмень,кшнань каркс
468,Schnur::N,вяроўка,пикс
469,Leine::N,павадок,ведьме
470,Decke::N,коўдра,вельтямо
471,Kissen::N,падушка,тодов
472,Tuch::N,хустка,паця
473,Handtuch::N,ручнік,нардамо
474,Kraft::N,сіла,вий
475,Stärke::N,моц,виевчи
476,Gesundheit::N,здароўе,шумбрачи
477,Krankheit::N,хвароба,орма
478,Krankheit::N,хвароба,сэредема
479,Schmerz::N,боль,сэредькс
480,Wunde::N,рана,керявкс
481,Fieber::N,гарачка,маштыкс
482,Fieber::N,ліхаманка,маштыкс
483,Arznei::N,лекі,ормаменькс
484,Brücke::N,мост,сэдь
485,Brücke::N,мост,мадамо
486,Brunnen::N,калодзеж,лисьма
487,Weide::N,паша,ракшань ванома тарка
488,Pfad::N,сцежка,ян
489,Weg::N,шлях,ки
490,Weg::N,дарога,ки
491,Straße::N,вуліца,ки
492,Dorf::N,вёска,веле
493,Stadt::N,горад,ош
494,Brief::N,ліст,сёрма
495,Brief::N,пісьмо,сёрма
496,Buch::N,кніга,книга
497,Buchstabe::N,літара,буква
498,Zeitung::N,газета,газета
499,Leben::N,жыццё,эрямо
500,Tod::N,смерць,кулома
501,Grab::N,магіла,калмо
502,Kirche::N,касцёл,церькова
503,Kirche::N,царква,церькова
504,Sünde::N,грэх,чумочи
505,Gott::N,бог,паз
506,Arbeiter::N,рабочы,робочей
507,Chef::N,начальнік,прявт
508,Meister::N,майстар,кол тевень тенця
509,Arzt::N,урач,врач
510,Lehrer::N,настаўнік,учитель
511,Lehrer::N,настаўнік,тонавтыця
512,Geld::N,грошы,ярмак
513,Geschäft::N,заняцце,ладязь тев
514,Laden::N,крама,лавка
515,Laden::N,магазін,лавка
516,Preis::N,цана,питне
517,Ware::N,тавар,миевкс
518,Ware::N,тавар,рамавкс
519,Nutzen::N,выгада,паро
520,Nutzen::N,выгада,лезэ
521,Reichtum::N,багацце,сюпавчи
522,Welt::N,свет,мир
523,Welt::N,свет,мастор ланго
524,Land::N,краіна,мастор
525,Staat::N,дзяржава,государства
526,König::N,кароль,король
527,Macht::N,улада,азорксчи
528,Grenze::N,граніца,буен тешкс
529,Krieg::N,вайна,война
530,Feind::N,вораг,душман
531,Gewalt::N,насілле,нарьгамо
532,Kampf::N,барацьба,тюрема
533,Bogen[Waffe]::N,лук,нал
534,Pfeil::N,страла,нал
535,Gewehr::N,ружжо,ружия
536,Gewehr::N,ружжо,винтовка
537,Fehler::N,памылка,ильведькс
538,Fehler::N,памылка,ильведевкс
539,Lüge::N,хлусня,манчема
540,Lüge::N,хлусня,кенгелема
541,Schaden::N,шкода,зыян
542,Unglück::N,ліха,зыян
543,Unglück::N,бядота,зыян
544,Schuld::N,віна,чумочи
545,Alter::N,узрост,шка
546,Schluss::N,канец,пе
547,Zeit::N,час,шка
548,Zeit::N,час,пинге
549,Tag::N,дзень,чи
550,Morgen::N,ранак,валске
551,Morgen::N,раніца,валске
552,Mittag::N,паўдня,чикуншка
553,Mittag::N,поўдзень,чикуншка
554,Abend::N,вечар,чокшнэ
555,Nacht::N,ноч,ве
556,Woche::N,тыдзень,недля
557,Monat::N,месяц,ков
558,Jahr::N,год,ие
559,Frühling::N,вясна,тундо
560,Sommer::N,лета,кизэ
561,Herbst::N,восень,сёксь
562,Winter::N,зіма,теле
563,Januar::N,студзень,якшамков
564,Februar::N,люты,февраль
565,März::N,сакавік,март
566,April::N,красавік,апрель
567,Mai::N,май,май
568,Mai::N,травень,май
569,Juni::N,чэрвень,июнь
570,Juli::N,ліпень,июль
571,August::N,жнівень,август
572,September::N,верасень,сентября
573,Oktober::N,кастрычнік,октября
574,November::N,лістапад,ноября
575,Dezember::N,снежань,декабря
576,Montag::N,панядзелак,пондельник
577,Dienstag::N,аўторак,овторник
578,Mittwoch::N,серада,серёда
579,Donnerstag::N,чацвер,цетьверьг
580,Freitag::N,пятніца,пеця
581,Samstag::N,субота,субута
582,Samstag::N,субота,шлямочи
583,Sonntag::N,нядзеля,недлячи
584,groß::A,вялікі,ине
585,groß::A,вялікі,покш
586,klein::A,маленькі,вишка
587,lang::A,доўгі,кувака
588,kurz::A,кароткі,нурькине
589,breit::A,шырокі,келей
590,schmal::A,вузкі,теине
591,dicht::A,густы,тусто
592,dick[Gegenstand]::A,тоўсты,эчке
593,dünn::A,тонкі,човине
594,fein::A,тонкі,човине
595,fest::A,моцны,кеме
596,flach::A,плоскі,лапужа
597,glatt::A,гладкі,валаня
598,hart::A,цвёрды,калгодо
599,weich::A,мяккі,чевте
600,rund::A,круглы,кеверь
601,spitz::A,спічасты,пшти
602,spitz::A,востраканцовы,пшти
603,scharf::A,востры,пшти
604,stumpf::A,тупы,ношка
605,schwer::A,цяжкі,стака
606,schön::A,прыгожы,мазый
607,heiß::A,гарачы,пси
608,warm::A,цёплы,лембе
609,kalt::A,холадны,якшамо
610,kühl::A,халаднаваты,экше
611,frisch::A,свежы,свежа
612,feucht::A,вільготны,летьке
613,nass::A,мокры,начко
614,trocken::A,сухі,коське
615,voll::A,поўны,пешксе
616,leer::A,пусты,чаво
617,offen::A,адкрыты,панжадо
618,offen::A,адкрыты,виде
619,offen::A,адчынены,панжадо
620,offen::A,адчынены,виде
621,geschlossen::A,закрыты,пекстазь
622,geschlossen::A,закрыты,сёлгозь
623,geschlossen::A,зачынены,пекстазь
624,geschlossen::A,зачынены,сёлгозь
625,sauber::A,чысты,ванькс
626,schmutzig::A,брудны,ливезев
627,roh::A,сыры,верек
628,reif::A,спелы,кенерезь
629,lecker::A,смачны,тантей
630,süß::A,салодкі,ламбамо
631,bitter::A,горкі,сэпей
632,sauer::A,кіслы,чапамо
633,hell::A,светлы,валдо
634,dunkel::A,цёмны,чопода
635,schwarz::A,чорны,раужо
636,weiß::A,белы,ашо
637,rot::A,чырвоны,якстере
638,gelb::A,жоўты,ожо
639,blau::A,сіні,сэнь
640,grün::A,зялёны,пиже
641,grau::A,шэры,шержев
642,bunt::A,пяресты,сёрмав
643,billig::A,танны,аволь питней
644,teuer::A,дарагі,питней
645,wertvoll::A,цэнны,питней
646,wertvoll::A,каштоўны,питней
647,blind::A,сляпы,сокор
648,taub::A,глухі,амариця
649,kräftig::A,магутны,пек виев
650,stark::A,сільны,виев
651,schwach::A,слабы,лавшо
652,fett::A,тлусты,куя
653,schlank::A,стройны,виде ронга
654,hübsch::A,чароўны,мазый
655,böse::A,злы,кежей
656,dumm::A,дурны,чавола
657,dumm::A,дурны,превтеме
658,faul::A,лянівы,нузякс
659,fleißig::A,руплівы,мелень путыця
660,geizig::A,прагны,скупой
661,klug::A,разумны,превей
662,geschickt::A,умелы,маштозь теезь
663,lieb::A,мілы,вадря
664,lustig::A,вясёлы,весёла
665,sanft::A,ласкавы,сэтьме
666,hungrig::A,галодны,вачо
667,krank::A,хворы,сэредиця
668,nackt::A,голы,штапо
669,traurig::A,сумны,нусманя
670,lebendig::A,жывы,эриця
671,gut::A,добры,паро
672,schlecht::A,кепскі,берянь
673,richtig::A,правільны,виде
674,schlimm::A,агідны,берянь
675,wahr::A,сапраўдны,алкуксонь
676,alt::A,стары,ташто
677,neu::A,новы,од
678,ehemalig::A,былы,икелень
679,alt[Lebewesen]::A,стары,сыре
680,jung::A,малады,од
681,arm::A,бедны,кажов
682,reich::A,багаты,сюпав
683,bekannt::A,знаёмы,содавикс
684,berühmt::A,славуты,содавикс
685,fremd::A,чужы,лия
686,fremd::A,чужы,асодавикс
687,verschieden::A,розны,эрьва
688,nah::A,блізкі,а васолонь
689,fern::A,далёкі,умонь
690,fern::A,далёкі,кезэрень
691,linker::A,левы,керш
692,rechter::A,правы,вить
693,anderer::A,іншы,лия
694,anderer::A,другі,лия
695,erster::A,першы,васень
696,erster::A,першы,васенце
697,zweiter::A,другі,омбоце
698,dritter::A,трэці,колмоце
699,letzter::A,апошні,меельце
700,allein::ADV,сам,башка
701,allein::ADV,сам,ськамонзо
702,allein::ADV,адзін,башка
703,allein::ADV,адзін,ськамонзо
704,auf einmal::ADV,адразу,вейсэ
705,zusammen::ADV,разам,вейс
706,zusammen::ADV,разам,вейсэ
707,lange::ADV,доўга,кувать
708,plötzlich::ADV,раптам,апак учо
709,sofort::ADV,зараз,курок
710,sofort::ADV,зараз,нейке
711,später::ADV,пазней,мейле
712,jetzt::ADV,цяпер,ней
713,heute::ADV,сёння,течи
714,morgen::ADV,заўтра,ванды
715,bald::ADV,хутка,курок
716,bald::ADV,неўзабаве,курок
717,dann::ADV,потым,мейле
718,dann::ADV,потым,седе мейле
719,gestern::ADV,учора,исяк
720,einst::ADV,аднойчы,весть
721,einst::ADV,аднойчы,зярдо-бути
722,damals::ADV,тады,сестэ
723,danach::ADV,затым,мейле
724,danach::ADV,затым,седе мейле
725,vorher::ADV,раней,васняяк
726,zuerst::ADV,спярша,васня
727,zuerst::ADV,спачатку,васня
728,einmal::ADV,адзін раз,весть
729,manchmal::ADV,часам,лиясто
730,oft::ADV,часта,сеетьстэ
731,immer::ADV,заўсёды,свал
732,niemals::ADV,ніколі,а зярдояк
733,hier::ADV,тут,тесэ
734,hierhin::ADV,сюды,тей
735,von hier::ADV,адсюль,тестэ
736,von hier::ADV,адгэтуль,тестэ
737,dort::ADV,там,тосо
738,dorthin::ADV,туды,тов
739,geradeaus::ADV,прама,витьстэ
740,vorwärts::ADV,наперад,икелев
741,rückwärts::ADV,назад,мекев
742,zurück::ADV,назад,мекев
743,unten::ADV,унізе,ало
744,hinab::ADV,уніз,алов
745,oben::ADV,угары,вере
746,oben::ADV,наверсе,вере
747,hinauf::ADV,угару,верев
748,überall::ADV,усюды,эрьва косо
749,nicht::ADV,не,а
750,ein wenig::ADV,трошкі,аламошка
751,kaum::ADV,ледзьве,ансяк
752,sehr::ADV,вельмі,пек
753,sehr::ADV,вельмі,вельть
754,so::ADV,так,истя
755,noch::ADV,яшчэ,таго
756,nur::ADV,толькі,ансяк
757,schon::ADV,ужо,уш
758,wieder::ADV,зноў,таго
759,vergebens::ADV,дарма,стяко
760,vergebens::ADV,дарэмна,стяко
761,vor::PRP,перад,икеле
762,hinter::PRP,за,вельде
763,hinter::PRP,ззаду,вельде
764,unter::PRP,пад,ало
765,durch::PRP,праз,пачк
766,neben::PRP,каля,вакссо
767,zwischen::PRP,між,ютксо
768,zwischen::PRP,паміж,ютксо
769,wegen::PRP,з-за,кис
770,wegen::PRP,з-за,коряс
771,wegen::PRP,з-за,кувалт
772,dies::PRN,гэта,те
773,das::PRN,тое,те
774,das::PRN,тое,тона
775,alles::PRN,усё,весе
776,alles::PRN,усё,весемесь
777,ich::PRN,я,мон
778,du::PRN,ты,тон
779,er::PRN,ён,сон
780,wir::PRN,мы,минь
781,ihr::PRN,вы,тынь
782,sie::PRN,яны,сынь
783,was::FPRN,што,мезе
784,wer::FPRN,хто,ки
785,wo::FADV,дзе,косо
786,wohin::FADV,куды,ков
787,wohin::FADV,куды,козо
788,wie::FADV,як,кода
789,warum::FADV,чаму,мекс
790,wieviel::FNUM,колькі,зяро
791,eins::NUM,адзін,вейке
792,zwei::NUM,два,кавто
793,drei::NUM,тры,колмо
794,vier::NUM,чатыры,ниле
795,fünf::NUM,пяць,вете
796,sechs::NUM,шесць,кото
797,sieben::NUM,сем,сисем
798,acht::NUM,восем,кавксо
799,neun::NUM,дзевяць,вейксэ
800,zehn::NUM,дзесяць,кемень
801,elf::NUM,адзінаццаць,кевейкее
802,zwölf::NUM,дванаццаць,кемгавтово
803,zwanzig::NUM,дваццаць,комсь
804,dreißig::NUM,трыццаць,колоньгемень
805,vierzig::NUM,сорак,ниленьгемень
806,fünfzig::NUM,пядзесят,ведьгемень
807,sechzig::NUM,шесдзесят,кодгемень
808,siebzig::NUM,семдзесят,сизьгемень
809,achtzig::NUM,восемдзесят,кавксоньгемень
810,neunzig::NUM,дзевяноста,вейксэньгемень
811,hundert::NUM,сто,сядо
