,Concept_ID,la,ga
190,Pferd::N,equus,capall
191,Schaf::N,ovis,caora
192,Schwein::N,sus,muc
193,Schwein::N,porcus,muc
194,Hund::N,canis,madra
195,Katze::N,felis,cat
196,Bär::N,ursus,béar
197,Eichhörnchen::N,sciurus,iora
198,Elch::N,alces,eilc
199,Fuchs::N,vulpes,sionnach
200,Fuchs::N,vulpes,madra rua
201,Hase::N,lepus,giorria
202,Maus::N,mus,luch
203,Wolf::N,lupus,mac tíre
204,Vogel::N,avis,éan
205,Schwarm::N,examen,saithe
206,Huhn::N,gallina,cearc
207,Hahn::N,gallus,coileach
208,Gans::N,anser,gé
209,Adler::N,aquila,iolar
210,Ente::N,anas,lacha
211,Eule::N,ulula,ulchabhán
212,Eule::N,noctua,ulchabhán
213,Kranich::N,grus,grús
214,Krähe::N,cornix,caróg
215,Krähe::N,cornix,préachán
216,Kuckuck::N,cuculus,cuach
217,Schwan::N,olor,eala
218,Schwan::N,cycnus,eala
219,Fisch::N,piscis,iasc
220,Barsch::N,perca,péirse
221,Hecht::N,esox,liús
222,Schlange[Tier]::N,serpens,nathair
223,Wurm::N,vermis,péist
224,Spinne::N,aranea,damhán alla
225,Ameise::N,formica,seangán
226,Laus::N,pediculus,míol
227,Mücke::N,culex,muiscít
228,Mücke::N,culex,corrmhíol
229,Fliege::N,musca,cuil
230,Fliege::N,musca,cuileog
231,Schmetterling::N,papilio,féileacán
232,Beere::N,baca,caor
233,Apfel::N,malum,úll
234,Pilz::N,fungus,beacán
235,Pilz::N,fungus,muisiriún
236,Zwiebel::N,cepa,oinniún
237,Saat::N,seges,síol
238,Korn::N,granum,gráinne
239,Heu::N,faenum,féar
240,Schale::N,putamen,scaimh
241,Grube::N,fovea,poll
242,Falle::N,pedica,gaiste
243,Schlinge::N,laqueus,sealán
244,Spur::N,vestigium,rian
245,Asche::N,cinis,luaith
246,Dreck::N,lutum,salachar
247,Eisen::N,ferrum,iarann
248,Gold::N,aurum,ór
249,Silber::N,argentum,airgead
250,Kohle::N,carbo,gual
251,Glas::N,vitrum,gloine
252,Lehm::N,lutum,cré
253,Sand::N,arena,gaineamh
254,Mensch::N,homo,duine
255,Mann::N,vir,fear
256,Frau::N,mulier,bean
257,Kind::N,puer,gasúr
258,Kind::N,puer,páiste
259,Kind::N,infans,gasúr
260,Kind::N,infans,páiste
261,Junge::N,puer,buachaill
262,Mädchen::N,puella,cailín
263,Familie::N,familia,teaghlach
264,Familie::N,familia,comhluadar
265,Großvater::N,avus,seanathair
266,Großmutter::N,avia,seanmháthair
267,Eltern::N,parentes,tuismitheoirí
268,Vater::N,pater,athair
269,Mutter::N,mater,máthair
270,Sohn::N,filius,mac
271,Tochter::N,filia,iníon
272,Bruder::N,frater,deartháir
273,Schwester::N,soror,deirfiúr
274,Onkel::N,patruus,uncail
275,Onkel::N,avunculus,uncail
276,Tante::N,amita,aintín
277,Ehemann::N,maritus,fear céile
278,Ehefrau::N,uxor,bean chéile
279,Freude::N,gaudium,áthas
280,Freude::N,laetitia,áthas
281,Gelächter::N,risus,gáire
282,Glück::N,felicitas,séan
283,Glück::N,felicitas,sonas
284,Kummer::N,aegritudo,brón
285,Kummer::N,aegritudo,buairt
286,Wunsch::N,voluntas,guí
287,Wunsch::N,voluntas,achainí
288,Wunsch::N,desiderium,guí
289,Wunsch::N,desiderium,achainí
290,Lust::N,libido,fonn
291,Lust::N,voluptas,fonn
292,Geist::N,mens,meon
293,Geist::N,mens,spiorad
294,Geist::N,animus,meon
295,Geist::N,animus,spiorad
296,Gedanke::N,sententia,smaoineamh
297,Gedächtnis::N,memoria,cuimhne
298,Verstand::N,ratio,ciall
299,Verstand::N,ratio,intinn
300,Verstand::N,ingenium,ciall
301,Verstand::N,ingenium,intinn
302,Sinn::N,sensus,brí
303,Sinn::N,sensus,ciall
304,Grund::N,causa,fáth
305,Wahrheit::N,veritas,fírinne
306,Gespräch::N,sermo,comhrá
307,Märchen::N,fabula,scéal
308,Erzählung::N,fabula,scéal
309,Erzählung::N,narratio,scéal
310,Nachricht::N,nuntius,teachtaireacht
311,Neuigkeit::N,novitas,scéala
312,Name::N,nomen,ainm
313,Rätsel::N,aenigma,tomhas
314,Rede::N,oratio,óráid
315,Rede::N,oratio,aitheasc
316,Sprache::N,lingua,teanga
317,Stimme::N,vox,guth
318,Wort::N,verbum,focal
319,Wort::N,vocabulum,focal
320,Zeichen::N,signum,comhartha
321,Ruf::N,clamor,glaoch
322,Lärm::N,strepitus,torann
323,Laut::N,sonus,fuaim
324,Ton::N,sonus,ton
325,Lied::N,carmen,amhrán
326,Ruhe::N,quies,suaimhneas
327,Leute::N,homines,muintir
328,Volk::N,populus,pobal
329,Arbeit::N,labor,obair
330,Gast::N,hospes,aoi
331,Gast::N,conviva,aoi
332,Geschenk::N,munus,féirín
333,Geschenk::N,munus,bronntanas
334,Spiel::N,ludus,cluiche
335,Gesellschaft::N,societas,comhluadar
336,Hilfe::N,auxilium,cúnamh
337,Hilfe::N,auxilium,cabhair
338,Hilfe::N,subsidium,cúnamh
339,Hilfe::N,subsidium,cabhair
340,Freund::N,amicus,cara
341,Kamerad::N,socius,comrádaí
342,Angelegenheit::N,res,ábhar
343,Anzahl::N,numerus,líon
344,Art::N,genus,sórt
345,Art::N,genus,saghas
346,Stück::N,frustum,píosa
347,Stück::N,fragmentum,píosa
348,Teil::N,pars,cuid
349,Teil::N,pars,páirt
350,Hälfte::N,dimidium,leath
351,Kreis::N,orbis,ciorcal
352,Kreis::N,circus,ciorcal
353,Kreuz::N,crux,cros
354,Linie::N,linea,líne
355,Strich::N,lineamentum,stríoc
356,Abstand::N,intervallum,achar
357,Entfernung::N,spatium,fad
358,Gegend::N,loca,ceantar
359,Gegend::N,regio,ceantar
360,Platz::N,locus,áit
361,Platz::N,locus,spás
362,Ort::N,locus,áit
363,Seite::N,latus,taobh
364,Mitte::N,medium,lár
365,Gegenstand::N,res,ball
366,Gegenstand::N,res,ábhar
367,Sache::N,res,ní
368,Sache::N,res,rud
369,Rand::N,margo,imeall
370,Rand::N,margo,ciumhais
371,Kante::N,angulus,corr
372,Kante::N,angulus,colbha
373,Ecke::N,angulus,coirnéal
374,Spitze::N,cacumen,gob
375,Spitze::N,cacumen,barr
376,Ende::N,caput,ceann
377,Ende::N,caput,foirceann
378,Loch::N,foramen,poll
379,Winkel::N,angulus,cúinne
380,Winkel::N,angulus,uillinn
381,Muster::N,exemplum,patrún
382,Größe::N,magnitudo,méid
383,Größe::N,magnitudo,toise
384,Länge::N,longitudo,fad
385,Höhe::N,altitudo,airde
386,Gewicht::N,pondus,meáchan
387,Menge::N,copia,méid
388,Haufen::N,acervus,cnap
389,Reihe::N,ordo,líne
390,Reihe::N,ordo,sraith
391,Boot::N,navicula,bád
392,Ruder::N,remus,rámh
393,Ruder::N,remus,maide rámha
394,Schlitten::N,sclodia,carr sleamhnáin
395,Ski::N,narta,scí
396,Lagerfeuer::N,ignis,tine champa
397,Last::N,onus,ualach
398,Gang::N,cursus,siúlóid
399,Schritt::N,gradus,céim
400,Schritt::N,gradus,coiscéim
401,Norden::N,septentriones,tuaisceart
402,Süden::N,meridies,deisceart
403,Westen::N,occidens,iarthar
404,Osten::N,oriens,oirthear
405,Holz::N,lignum,adhmad
406,Brett::N,tabula,clár
407,Platte::N,lamina,leac
408,Stütze::N,adminiculum,taca
409,Stange::N,pertica,polla
410,Stange::N,pertica,cuaille
411,Stock::N,baculum,bata
412,Stock::N,baculum,maide
413,Stab::N,scipio,maide
414,Stab::N,scipio,bachall
415,Rohr::N,tubus,píopa
416,Haus::N,aedes,teach
417,Heim::N,domicilium,baile
418,Ofen::N,fornax,sornóg
419,Fußboden::N,solum,urlár
420,Tisch::N,mensa,bord
421,Tisch::N,mensa,tábla
422,Stuhl::N,sella,cathaoir
423,Wiege::N,cunae,cliabhán
424,Bett::N,lectus,leaba
425,Regal::N,foruli,seilf
426,Kiste::N,cista,bosca
427,Fenster::N,fenestra,fuinneoig
428,Tür::N,ianua,doras
429,Tor::N,porta,geata
430,Zaun::N,saepes,fál
431,Zaun::N,saepes,claí
432,Dach::N,tectum,díon
433,Leiter::N,scalae,dréimire
434,Besen::N,scopae,scuab
435,Spaten::N,pala,spád
436,Spaten::N,pala,rámhainn
437,Schaufel::N,pala,sluasaid
438,Gabel::N,fuscinula,forc
439,Gabel::N,fuscinula,gabhlóg
440,Löffel::N,coclear,spúnóg
441,Messer::N,culter,scian
442,Nagel::N,clavus,tairne
443,Netz::N,rete,líon
444,Netz::N,rete,eangach
445,Haken::N,hamus,croch
446,Griff::N,manubrium,cos
447,Griff::N,manubrium,hanla
448,Schloss::N,claustra,glas
449,Bild::N,tabula,pictiúr
450,Bild::N,pictura,pictiúr
451,Figur::N,statunculum,fíor
452,Puppe::N,pupa,bábóg
453,Beutel::N,sacculus,mála
454,Beutel::N,sacculus,mealbhóg
455,Bündel::N,fascis,beart
456,Tasche::N,sacculus,mála
457,Eimer::N,situla,buicéad
458,Deckel::N,operculum,clár
459,Deckel::N,operculum,claibín
460,Geschirr::N,vasa,soithí
461,Geschirr::N,vasa,gréithe
462,Sack::N,saccus,sac
463,Sack::N,saccus,mála
464,Tasse::N,pocillum,cupán
465,Topf::N,olla,pota
466,Kessel::N,aenum,citeal
467,Essen::N,cena,béile
468,Nahrung::N,cibus,bia
469,Nahrung::N,alimenta,bia
470,Speise::N,cibus,mias
471,Fleisch::N,caro,feoil
472,Getreide::N,frumentum,grán
473,Getreide::N,frumentum,arbhar
474,Brei::N,puls,brúitín
475,Brot::N,panis,arán
476,Scheibe::N,frustum,píosa
477,Scheibe::N,frustum,slisne
478,Fett::N,pingue,saill
479,Fett::N,pingue,méathras
480,Butter::N,butȳrum,im
481,Öl::N,oleum,ola
482,Salz::N,sal,salann
483,Suppe::N,ius,sú
484,Suppe::N,ius,anraith
485,Honig::N,mel,mil
486,Milch::N,lac,bainne
487,Tee::N,thea,tae
488,Leder::N,corium,leathar
489,Wolle::N,lana,olann
490,Stoff::N,textum,éadach
491,Nadel::N,acus,snáthaid
492,Faden::N,filum,snáth
493,Knopf::N,bulla,cnaipe
494,Knoten::N,nodus,snaidhm
495,Farbe::N,pigmentum,péint
496,Kleidung::N,vestimenta,éadaí
497,Hemd::N,tunica,léine
498,Kragen::N,collare,bóna
499,Ärmel::N,manica,muinchille
500,Hose::N,bracae,bríste
501,Hose::N,bracae,treabhsar
502,Gürtel::N,cingulum,crios
503,Mütze::N,pilleus,caipín
504,Schuh::N,calceus,bróg
505,Stiefel::N,pero,buatais
506,Stiefel::N,caliga,buatais
507,Ring::N,anulus,fáinne
508,Band::N,redimiculum,ribín
509,Kamm::N,pecten,cíor
510,Spiegel::N,speculum,scáthán
511,Riemen::N,lorum,iall
512,Riemen::N,lorum,strapa
513,Schnur::N,linum,téad
514,Schnur::N,linum,sreangán
515,Leine::N,retinaculum,iall
516,Decke::N,lodix,pluid
517,Decke::N,lodix,blaincéad
518,Kissen::N,pulvinus,piliúr
519,Kissen::N,pulvinus,adhartán
520,Tuch::N,velum,scaif
521,Handtuch::N,mantele,tuáille
522,Kraft::N,vis,fórsa
523,Stärke::N,robur,neart
524,Gesundheit::N,valetudo,sláinte
525,Krankheit::N,morbus,tinneas
526,Krankheit::N,morbus,breoiteacht
527,Schmerz::N,dolor,pian
528,Wunde::N,vulnus,goin
529,Fieber::N,febris,fiabhras
530,Arznei::N,remedium,cógas
531,Brücke::N,pons,droichead
532,Brunnen::N,puteus,tobar
533,Weide::N,pascua,féarach
534,Pfad::N,semita,cosán
535,Pfad::N,semita,conair
536,Weg::N,iter,slí
537,Weg::N,iter,bealach
538,Straße::N,via,bóthar
539,Dorf::N,vicus,sráidbhaile
540,Stadt::N,urbs,baile
541,Stadt::N,urbs,cathair
542,Stadt::N,oppidum,baile
543,Stadt::N,oppidum,cathair
544,Brief::N,epistula,litir
545,Buch::N,liber,cín
546,Buch::N,liber,leabhar
547,Buchstabe::N,littera,litir
548,Zeitung::N,diurnum,nuachtán
549,Leben::N,vita,saol
550,Leben::N,vita,beatha
551,Tod::N,mors,bás
552,Grab::N,sepulcrum,uaigh
553,Kirche::N,ecclesia,eaglais
554,Sünde::N,peccatum,peaca
555,Gott::N,deus,dia
556,Arbeiter::N,operarius,oibrí
557,Chef::N,praefectus,saoiste
558,Chef::N,praefectus,ceannasaí
559,Meister::N,magister,máistir
560,Arzt::N,medicus,lia
561,Arzt::N,medicus,dochtúir
562,Lehrer::N,magister,oide
563,Lehrer::N,magister,múinteoir
564,Geld::N,aes,airgead
565,Geld::N,pecunia,airgead
566,Geschäft::N,negotium,gnó
567,Laden::N,taberna,siopa
568,Preis::N,pretium,praghas
569,Ware::N,merx,earra
570,Nutzen::N,utilitas,tairbhe
571,Reichtum::N,opes,rachmas
572,Reichtum::N,opes,saibhreas
573,Reichtum::N,divitiae,rachmas
574,Reichtum::N,divitiae,saibhreas
575,Welt::N,mundus,domhan
576,Land::N,terra,tír
577,Staat::N,res publica,stát
578,König::N,rex,rí
579,Macht::N,potestas,cumhacht
580,Grenze::N,limes,críoch
581,Grenze::N,limes,teorainn
582,Krieg::N,bellum,cogadh
583,Feind::N,inimicus,namhaid
584,Gewalt::N,vis,foréigean
585,Kampf::N,pugna,troid
586,Bogen[Waffe]::N,arcus,bogha
587,Pfeil::N,sagitta,saighead
588,Gewehr::N,sclopetum,gunna
589,Fehler::N,error,botún
590,Fehler::N,error,meancóg
591,Lüge::N,mendacium,bréag
592,Lüge::N,mendacium,éitheach
593,Schaden::N,damnum,dochar
594,Schaden::N,damnum,damáiste
595,Schaden::N,detrimentum,dochar
596,Schaden::N,detrimentum,damáiste
597,Unglück::N,miseria,drochrath
598,Unglück::N,calamitas,drochrath
599,Schuld::N,culpa,locht
600,Schuld::N,culpa,milleán
601,Alter::N,aetas,aois
602,Schluss::N,finis,deireadh
603,Zeit::N,tempus,am
604,Zeit::N,tempus,aimsir
605,Tag::N,dies,lá
606,Morgen::N,mane,maidin
607,Mittag::N,meridies,nóin
608,Abend::N,vesper,tráthnóna
609,Nacht::N,nox,oíche
610,Woche::N,septimana,seachtain
611,Monat::N,mensis,mí
612,Jahr::N,annus,bliain
613,Frühling::N,ver,earrach
614,Sommer::N,aestas,samhradh
615,Herbst::N,autumnus,fómhar
616,Winter::N,hiems,geimhreadh
617,Januar::N,Ianuarius,Eanáir
618,Februar::N,Februarius,Feabhra
619,März::N,Martius,Márta
620,April::N,Aprilis,Aibreán
621,Mai::N,Maius,Bealtaine
622,Juni::N,Iunius,Meitheamh
623,Juli::N,Iulius,Iúil
624,August::N,Augustus,Lúnasa
625,September::N,September,Meán Fómhair
626,Oktober::N,Octobris,Deireadh Fómhair
627,November::N,Novembris,Samhain
628,November::N,Novembris,Mí na Samhna
629,Dezember::N,December,Mí na Nollag
630,Montag::N,dies lunae,Luan
631,Montag::N,dies lunae,Dé Luain
632,Dienstag::N,dies Martis ,Máirt
633,Dienstag::N,dies Martis ,Dé Máirt
634,Mittwoch::N,dies Mercurii,Céadaoin
635,Mittwoch::N,dies Mercurii,Dé Céadaoin
636,Donnerstag::N,dies Iovis,Déardaoin
637,Freitag::N,dies Veneris,Aoine
638,Freitag::N,dies Veneris,Dé hAoine
639,Samstag::N,dies Saturni,Satharn
640,Samstag::N,dies Saturni,Dé Sathairn
641,Sonntag::N,dominicus,Domhnach
642,Sonntag::N,dominicus,Dé Domhnaigh
643,Sonntag::N,dies solis,Domhnach
644,Sonntag::N,dies solis,Dé Domhnaigh
645,groß::A,magnus,mór
646,klein::A,parvus,beag
647,lang::A,longus,fada
648,kurz::A,brevis,gearr
649,kurz::A,brevis,gairid
650,breit::A,latus,leathan
651,breit::A,latus,fairsing
652,schmal::A,angustus,cúng
653,dicht::A,densus,dlúth
654,dick[Gegenstand]::A,crassus,tiubh
655,dünn::A,tenuis,caol
656,dünn::A,tenuis,tanaí
657,fein::A,subtilis,scáinte
658,fein::A,subtilis,fíneálta
659,fest::A,solidus,daingean
660,fest::A,stabilis,daingean
661,flach::A,planus,cothrom
662,glatt::A,levis,mín
663,glatt::A,levis,sleamhain
664,hart::A,durus,crua
665,weich::A,mollis,bog
666,rund::A,rotundus,cruinn
667,spitz::A,acutus,gobach
668,spitz::A,acutus,biorach
669,scharf::A,acer,géar
670,scharf::A,acer,faobhrach
671,stumpf::A,hebes,maol
672,schwer::A,gravis,trom
673,schön::A,pulcher,álainn
674,schön::A,formosus,álainn
675,heiß::A,fervidus,te
676,warm::A,calidus,te
677,kalt::A,frigidus,fuar
678,kühl::A,frigidus,fionnuar
679,frisch::A,recens,úr
680,frisch::A,recens,friseáilte
681,feucht::A,umidus,tais
682,nass::A,madidus,fliuch
683,trocken::A,aridus,tirim
684,voll::A,plenus,lán
685,leer::A,vacuus,folamh
686,offen::A,apertus,oscailte
687,geschlossen::A,clausus,dúnta
688,geschlossen::A,clausus,druidte
689,sauber::A,lautus,glan
690,schmutzig::A,sordidus,salach
691,roh::A,crudus,amh
692,reif::A,maturus,aibí
693,lecker::A,delicatus,blasta
694,süß::A,dulcis,milis
695,bitter::A,amarus,searbh
696,bitter::A,acerbus,searbh
697,sauer::A,acidus,géar
698,sauer::A,acidus,searbh
699,hell::A,clarus,geal
700,hell::A,clarus,soilseach
701,dunkel::A,obscurus,dorcha
702,schwarz::A,niger,dubh
703,weiß::A,albus,bán
704,rot::A,ruber,dearg
705,gelb::A,flavus,buí
706,blau::A,caeruleus,gorm
707,grün::A,viridis,glas
708,grün::A,viridis,uaine
709,grau::A,canus,liath
710,bunt::A,varius,ildathach
711,bunt::A,varius,dathannach
712,billig::A,vilis,saor
713,teuer::A,carus,daor
714,teuer::A,carus,costasach
715,wertvoll::A,pretiosus,luachmhar
716,blind::A,caecus,dall
717,blind::A,caecus,caoch
718,taub::A,surdus,bodhar
719,kräftig::A,robustus,cumhachtach
720,stark::A,firmus,tréan
721,stark::A,firmus,láidir
722,stark::A,validus,tréan
723,stark::A,validus,láidir
724,schwach::A,debilis,lag
725,schwach::A,debilis,fann
726,schwach::A,infirmus,lag
727,schwach::A,infirmus,fann
728,fett::A,crassus,ramhar
729,schlank::A,procerus,caol
730,schlank::A,procerus,seang
731,hübsch::A,pulcher,álainn
732,hübsch::A,pulcher,dathúil
733,böse::A,improbus,olc
734,dumm::A,stultus,dúr
735,dumm::A,stultus,amaideach
736,dumm::A,stupidus,dúr
737,dumm::A,stupidus,amaideach
738,faul::A,piger,falsa
739,faul::A,piger,leisciúil
740,fleißig::A,sedulus,dícheallach
741,geizig::A,avarus,barainneach
742,geizig::A,avarus,sprionlaithe
743,klug::A,prudens,cliste
744,geschickt::A,sollers,oilte
745,geschickt::A,sollers,ealaíonta
746,lieb::A,carus,dil
747,lieb::A,carus,dílis
748,lustig::A,iocosus,aerach
749,lustig::A,iocosus,meidhreach
750,sanft::A,clemens,bog
751,sanft::A,clemens,séimh
752,hungrig::A,impastus,ocrach
753,krank::A,aeger,tinn
754,krank::A,aeger,breoite
755,nackt::A,nudus,nocht
756,traurig::A,maestus,brónach
757,lebendig::A,vivus,beo
758,gut::A,bonus,maith
759,schlecht::A,malus,dona
760,schlecht::A,malus,droch-
761,richtig::A,rectus,ceart
762,schlimm::A,malus,gránna
763,schlimm::A,malus,tubaisteach
764,wahr::A,verus,fíor
765,alt::A,antiquus,sean
766,neu::A,novus,úr
767,neu::A,novus,nua
768,ehemalig::A,pristinus,iar-
769,ehemalig::A,pristinus,sean-
770,alt[Lebewesen]::A,vetus,sean
771,alt[Lebewesen]::A,vetus,aosta
772,jung::A,iuvenis,óg
773,arm::A,pauper,bocht
774,reich::A,dives,saibhir
775,reich::A,dives,rachmasach
776,bekannt::A,notus,atá eolas air
777,berühmt::A,celeber,cailiúil
778,berühmt::A,celeber,clúiteach
779,berühmt::A,illustris,cailiúil
780,berühmt::A,illustris,clúiteach
781,fremd::A,peregrinus,coimhthíoch
782,verschieden::A,varius,éagsúil
783,verschieden::A,varius,difriúil
784,nah::A,propinquus,gar
785,nah::A,propinquus,deas
786,fern::A,longinquus,i bhfad uainn
787,fern::A,longinquus,i bhfad i gcéin
788,linker::A,sinister,clé
789,rechter::A,dexter,deas
790,anderer::A,alius,eile
791,erster::A,primus,céad
792,zweiter::A,secundus,dóú
793,zweiter::A,secundus,dara
794,dritter::A,tertius,tríú
795,dritter::A,tertius,treas
796,letzter::A,ultimus,déanach
797,letzter::A,ultimus,deireanach
798,allein::ADV,solum,i d'aonar
799,auf einmal::ADV,simul,ag an am céanna
800,zusammen::ADV,una,le chéile
801,zusammen::ADV,una,in eineacht
802,lange::ADV,diu,fada
803,plötzlich::ADV,subito,go tobann
804,plötzlich::ADV,subito,i dtobainne
805,plötzlich::ADV,repente,go tobann
806,plötzlich::ADV,repente,i dtobainne
807,sofort::ADV,statim,ar an toirt
808,sofort::ADV,statim,ar an bpointe
809,später::ADV,postea,níos déanaí
810,jetzt::ADV,nunc,anois
811,heute::ADV,hodie,inniu
812,morgen::ADV,cras,amárach
813,bald::ADV,mox,go luath
814,bald::ADV,mox,gan mhoill
815,dann::ADV,deinde,ansin
816,gestern::ADV,heri,inné
817,einst::ADV,olim,tráth
818,einst::ADV,olim,uair amháin
819,damals::ADV,tum,ag an am
820,damals::ADV,tum,an t-am sin
821,danach::ADV,postea,ina dhiaidh sin
822,vorher::ADV,antea,cheana
823,vorher::ADV,antea,roimhe sin
824,zuerst::ADV,primo,ar dtús
