,Concept_ID,kk,ro
808,trocken::A,құрғақ,sec
809,trocken::A,құрғақ,uscat
810,voll::A,толы,plin
811,leer::A,бос,gol
812,offen::A,ашып қойылған,deschis
813,geschlossen::A,жабулы,închis
814,sauber::A,дақсыз,curat
815,sauber::A,мұнтаздай,curat
816,schmutzig::A,айғыз,murdar
817,schmutzig::A,сатпақ,murdar
818,schmutzig::A,сатал-сатал,murdar
819,roh::A,шикі,crud
820,reif::A,піскен,copt
821,lecker::A,дәмді,gustos
822,süß::A,тәтті,dulce
823,bitter::A,ащы,amar
824,sauer::A,қышқыл,acru
825,hell::A,жарық,clar
826,hell::A,жарық,luminos
827,hell::A,жарқын,clar
828,hell::A,жарқын,luminos
829,dunkel::A,қараңғы,obscur
830,dunkel::A,қараңғы,întunecos
831,schwarz::A,қара,negru
832,weiß::A,ақ,alb
833,rot::A,қызыл,roșu
834,gelb::A,сары,galben
835,blau::A,көк,albastru
836,grün::A,жасыл,verde
837,grau::A,бозамық,gri
838,grau::A,бозамық,cenușiu
839,bunt::A,алабажак,colorat
840,billig::A,арзан,ieftin
841,teuer::A,бағалы,scump
842,wertvoll::A,құнды,prețios
843,wertvoll::A,қымбат,prețios
844,blind::A,көзсіз,orb
845,blind::A,көр,orb
846,blind::A,көр_соқыр,orb
847,taub::A,керең,surd
848,taub::A,саңырау,surd
849,kräftig::A,қуатты,tare
850,kräftig::A,қуатты,forte
851,kräftig::A,қуатты,robust
852,kräftig::A,қарымды,tare
853,kräftig::A,қарымды,forte
854,kräftig::A,қарымды,robust
855,stark::A,білекті,viguros
856,stark::A,білекті,puternic
857,schwach::A,әлсіз,slab
858,schwach::A,әлсіз,debil
859,schwach::A,күшсіз,slab
860,schwach::A,күшсіз,debil
861,schwach::A,қайратсыз,slab
862,schwach::A,қайратсыз,debil
863,fett::A,семіз,gras
864,schlank::A,ашаң,zvelt
865,hübsch::A,ажарлы,drăguț
866,hübsch::A,шырайлы,drăguț
867,böse::A,өш,rău
868,böse::A,өш,răutăcios
869,böse::A,сұм,rău
870,böse::A,сұм,răutăcios
871,böse::A,жауыз,rău
872,böse::A,жауыз,răutăcios
873,dumm::A,көкми,nerod
874,dumm::A,көкми,tâmpit
875,dumm::A,ақымақ,nerod
876,dumm::A,ақымақ,tâmpit
877,dumm::A,миы жоқ,nerod
878,dumm::A,миы жоқ,tâmpit
879,faul::A,жалқау,leneș
880,faul::A,еріншек,leneș
881,fleißig::A,ұқыпты,harnic
882,fleißig::A,ұқыпты,sârguincios
883,geizig::A,сараң,calic
884,geizig::A,сараң,zgârcit
885,klug::A,жетік,isteț
886,klug::A,жетік,deștept
887,klug::A,ақылды,isteț
888,klug::A,ақылды,deștept
889,geschickt::A,шебер,dibaci
890,lieb::A,абзал,drag
891,lieb::A,абзал,iubit
892,lieb::A,айналайын,drag
893,lieb::A,айналайын,iubit
894,lustig::A,көңілді,vesel
895,sanft::A,жуас,blând
896,sanft::A,жуас,blajin
897,hungrig::A,аш,flămând
898,krank::A,кеселді,bolnav
899,nackt::A,жалаңаш,gol
900,traurig::A,қапа,trist
901,traurig::A,қапа,mâhnit
902,lebendig::A,тірі,viu
903,lebendig::A,жанды,viu
904,gut::A,жақсы,bun
905,schlecht::A,жаман,rău
906,schlecht::A,жаман,prost
907,richtig::A,дұрыс,drept
908,richtig::A,дұрыс,corect
909,schlimm::A,жаман,rău
910,wahr::A,нағыз,adevărat
911,alt::A,ескі,uzat
912,alt::A,ескі,vechi
913,neu::A,жаңа,nou
914,ehemalig::A,өткен,fost
915,ehemalig::A,өткен,anterior
916,ehemalig::A,бұрынғы,fost
917,ehemalig::A,бұрынғы,anterior
918,alt[Lebewesen]::A,кексе,bătrîn
919,jung::A,науша,tânăr
920,arm::A,кедей,sărac
921,arm::A,кедей,sărman
922,arm::A,дәулетсіз,sărac
923,arm::A,дәулетсіз,sărman
924,reich::A,малды,avut
925,reich::A,малды,bogat
926,bekannt::A,таныс,cunoscut
927,bekannt::A,көзтаныс,cunoscut
928,berühmt::A,атақты,renumit
929,fremd::A,бөтен,străin
930,verschieden::A,түрлі,diferit
931,verschieden::A,түрлі,deosebit
932,nah::A,жуық,apropiat
933,nah::A,етене,apropiat
934,fern::A,алыс,departe
935,fern::A,алыстағы,departe
936,linker::A,сол,stâng
937,linker::A,солшыл,stâng
938,rechter::A,оң,drept
939,anderer::A,өзге,alt
940,anderer::A,былайғы,alt
941,erster::A,алғашқы,prim
942,zweiter::A,екінші,al doilea
943,dritter::A,үшінші,treilea
944,letzter::A,артқы,final
945,letzter::A,кейінгі,final
946,allein::ADV,серіксіз,singur
947,auf einmal::ADV,бірден,dintrodată
948,zusammen::ADV,бірлесіп,împreună
949,lange::ADV,ұзақ,îndelung
950,lange::ADV,ұзақ,mult timp
951,plötzlich::ADV,кенет,deodată
952,plötzlich::ADV,кенет,pe neașteptate
953,sofort::ADV,әне-міне дегенше,imediat
954,sofort::ADV,әне-міне дегенше,numaidecît
955,später::ADV,артынан,mai apoi
956,später::ADV,артынан,mai târziu
957,jetzt::ADV,енді,acum
958,jetzt::ADV,қазір,acum
959,heute::ADV,бүгін,azi
960,heute::ADV,бүгін,astăzi
961,morgen::ADV,ертең,mâine
962,bald::ADV,тез,curând
963,dann::ADV,онан соң,apoi
964,dann::ADV,сонан соң,apoi
965,gestern::ADV,кеше,ieri
966,einst::ADV,бірде,odată
967,einst::ADV,бірде,odinioară
968,einst::ADV,бір кезде,odată
969,einst::ADV,бір кезде,odinioară
970,damals::ADV,анада,atunci
971,damals::ADV,анада,pe atunci
972,danach::ADV,онан соң,după aceasta
973,danach::ADV,сонан соң,după aceasta
974,vorher::ADV,бұрын,mai întâi
975,vorher::ADV,бұрын,în prealabil
976,zuerst::ADV,әуелі,întâi
977,zuerst::ADV,әуелі,în primul rând
978,zuerst::ADV,алдымен,întâi
979,zuerst::ADV,алдымен,în primul rând
980,einmal::ADV,бір жолы,odată
981,manchmal::ADV,кейде,uneori
982,manchmal::ADV,кейде,câteodată
983,oft::ADV,ылғи,des
984,oft::ADV,ылғи,deseori
985,immer::ADV,өнебойы,mereu
986,immer::ADV,өнебойы,întotdeauna
987,niemals::ADV,ешуақытта,niciodată
988,hier::ADV,бұнда,aci
989,hier::ADV,бұнда,aici
990,hier::ADV,осында,aci
991,hier::ADV,осында,aici
992,hierhin::ADV,бермен,încoace
993,von hier::ADV,бер жақтан,de aici
994,dort::ADV,анда,acolo
995,dorthin::ADV,әрі,dincolo
996,geradeaus::ADV,тура,drept înainte
997,vorwärts::ADV,ілгері,înainte
998,rückwärts::ADV,артқа,îndărăt
999,zurück::ADV,кейін қарай,înapoi
1000,unten::ADV,төменде,jos
1001,unten::ADV,төменде,dedesubt
1002,hinab::ADV,астына,în jos
1003,hinab::ADV,астына,de vale
1004,hinab::ADV,төмен,în jos
1005,hinab::ADV,төмен,de vale
1006,oben::ADV,жоғарыда,sus
1007,oben::ADV,жоғарыда,deasupra
1008,hinauf::ADV,өрге,în sus
1009,überall::ADV,әрқайда,peste tot
1010,überall::ADV,әрқайда,pretutindeni
1011,nicht::ADV,емес,nu
1012,ein wenig::ADV,азырақ,puțin
1013,ein wenig::ADV,аздаған,puțin
1014,ein wenig::ADV,азғантай,puțin
1015,kaum::ADV,зорға,cu greu
1016,kaum::ADV,зорға,cu anevoie
1017,sehr::ADV,орасан,mult
1018,sehr::ADV,орасан,foarte
1019,so::ADV,бұлай,așa
1020,so::ADV,бұлай,atât
1021,so::ADV,былайша,așa
1022,so::ADV,былайша,atât
1023,noch::ADV,әлі,încă
1024,nur::ADV,ғана,doar
1025,schon::ADV,түге,și
1026,schon::ADV,түге,deja
1027,wieder::ADV,жаңа,iar
1028,wieder::ADV,жаңа,iarăși
1029,wieder::ADV,қайта,iar
1030,wieder::ADV,қайта,iarăși
1031,wieder::ADV,жаңадан,iar
1032,wieder::ADV,жаңадан,iarăși
1033,vergebens::ADV,бекер,în zadar
1034,vor::PRP,алды,înainte de
1035,hinter::PRP,артынан,după
1036,hinter::PRP,артынан,în spatele
1037,unter::PRP,түп,sub
1038,unter::PRP,маңында,sub
1039,durch::PRP,арқылы,prin
1040,neben::PRP,іргеде,lângă
1041,neben::PRP,іргеде,alături de
1042,neben::PRP,жанында,lângă
1043,neben::PRP,жанында,alături de
1044,zwischen::PRP,арада,între
1045,zwischen::PRP,арада,dintre
1046,wegen::PRP,үшін,pentru
1047,dies::PRN,бұ,acesta
1048,dies::PRN,осы,acesta
1049,das::PRN,сол,asta
1050,alles::PRN,дүйім,tot
1051,alles::PRN,күллі,tot
1052,ich::PRN,мен,eu
1053,du::PRN,сен,tu
1054,er::PRN,ол,el
1055,er::PRN,ол,dânsul
1056,wir::PRN,біз,noi
1057,ihr::PRN,сіз,voi
1058,sie::PRN,олар,ei
1059,sie::PRN,олар,dânșii
1060,was::FPRN,не,ce
1061,wer::FPRN,кім,cine
1062,wo::FADV,кәні,unde
1063,wo::FADV,қайда,unde
1064,wohin::FADV,қайда,încotro
1065,wie::FADV,калай,cum
1066,warum::FADV,неғып,de ce
1067,warum::FADV,неғып,pentru ce
1068,wieviel::FNUM,неше,cât
1069,wieviel::FNUM,қанша,cât
1070,eins::NUM,бір,unu
1071,zwei::NUM,екі,doi
1072,drei::NUM,үш,trei
1073,vier::NUM,төрт,patru
1074,fünf::NUM,бес,cinci
1075,sechs::NUM,алты,șase
1076,sieben::NUM,жеті,șapte
1077,acht::NUM,сегіз,opt
1078,neun::NUM,тоғыз,nouă
1079,zehn::NUM,он,zece
1080,elf::NUM,он бір,unsprezece
1081,zwölf::NUM,он екі,douăsprezece
1082,zwanzig::NUM,жиырма,douăzeci
1083,dreißig::NUM,отыз,treizeci
1084,vierzig::NUM,қырық,patruzeci
1085,fünfzig::NUM,елу,cincizeci
1086,sechzig::NUM,алпыс,șaizeci
1087,siebzig::NUM,жетпіс,șaptezeci
1088,achtzig::NUM,сексен,optzeci
1089,neunzig::NUM,тоқсан,nouăzeci
1090,hundert::NUM,жүз,sută
1091,tausend::NUM,мың,mie
1092,und::CNJ,та,și
1093,oder::CNJ,әлде,ori
1094,oder::CNJ,немесе,ori
1095,stehen::V,тұру,sta
1096,sitzen::V,отыру,ședea
1097,liegen::V,жату,zăcea
1098,liegen::V,жату,fi culcat
1099,hängen::V,ілу,atârna
1100,werden::V,болу,deveni
1101,werden::V,болу,se face
1102,werden::V,түрегелу,deveni
1103,werden::V,түрегелу,se face
1104,passieren::V,болу,se întâmpla
1105,beginnen::V,басталу,începe
1106,enden::V,ада болу,se sfârși
1107,enden::V,ада болу,se termina
1108,wechseln::V,құбылу,se schimba
1109,wechseln::V,өзгеру,se schimba
1110,aufgehen[Sonne]::V,шығу,răsări
1111,untergehen[Sonne]::V,батыру,apune
1112,scheinen[Sonne]::V,жылтырау,străluci
1113,donnern::V,күркіреу,tuna
1114,wehen::V,огып тур,bate
1115,strömen::V,сорғалау,curge în șiroaie
1116,fließen::V,ағу,curge
1117,sich drehen::V,айналу,se învârti
1118,schwanken::V,толықсу,se clătina
1119,schwingen::V,тербелу,vibra
1120,schwingen::V,тербелу,flutura
1121,fallen::V,құлау,cădea
1122,fallen::V,жығылу,cădea
1123,fallen::V,төмендеу,cădea
1124,brennen::V,жану,arde
1125,rauchen::V,түтету,fuma
1126,regnen::V,жауу,ploua
1127,gefrieren::V,мұздай қату,îngheța
1128,gefrieren::V,мұз боп қату,îngheța
1129,tauen::V,жібу,se dezgheța
1130,schmelzen::V,еру,se topi
1131,trocknen::V,курау,se usca
1132,sieden::V,қайнау,fierbe
1133,sieden::V,қайнау,clocoti
1134,faulen::V,иістену,se împuți
1135,verfaulen::V,шіру,putrezi
1136,reißen::V,жыртылу,se rupe
1137,reißen::V,жыртылу,se sfâșia
1138,versinken::V,малтығу,se scufunda
1139,vergehen::V,өту,trece
1140,vergehen::V,өту,se scurge
1141,erscheinen::V,көріну,apărea
1142,erscheinen::V,көрініп қалу,apărea
1143,verschwinden::V,ғайып_болу,dispărea
1144,sinken::V,ылдилау,cădea
1145,sinken::V,ылдилау,coborî
1146,sinken::V,төмендеу,cădea
1147,sinken::V,төмендеу,coborî
1148,abnehmen::V,кемітілу,scădea
1149,abnehmen::V,кемітілу,descrește
1150,zunehmen::V,көбею,spori
1151,zunehmen::V,көбею,crește
1152,zunehmen::V,көбею,augmenta
1153,steigen::V,қобу,urca
1154,steigen::V,көтерілу,urca
1155,steigen::V,жоғарылау,urca
1156,wachsen::V,өсу,crește
1157,glänzen::V,жалтырау,luci
1158,glänzen::V,жалтырау,străluci
1159,funkeln::V,жарқырау,scânteia
1160,funkeln::V,нұрлану,scânteia
1161,funkeln::V,жылтылдау,scânteia
1162,lärmen::V,шулау,face larmă
1163,lärmen::V,шуылдау,face larmă
1164,läuten::V,қоңыраулату,suna
1165,klingeln::V,дыңғырлау,suna
1166,klirren::V,дыңылдату,zăngăni
1167,brausen::V,тасу,vui
1168,rauschen::V,сусылдау,vâjâi
1169,rauschen::V,сыбдырлау,vâjâi
1170,klingen::V,дыбыс шығару,suna
1171,bellen::V,үру,lătra
1172,heulen::V,ұлу,urla
1173,blasen::V,үру,sufla
1174,pfeifen::V,ысқыру,fluiera
1175,schreien::V,шыңғыру,țipa
1176,schreien::V,айғайлау,țipa
1177,schreien::V,байбайлау,țipa
1178,schreien::V,бажалақтау,țipa
1179,stöhnen::V,ыңырсу,geme
1180,stöhnen::V,ыңкылдау,geme
1181,zittern::V,қалш,tremura
1182,zittern::V,қалшылдату,tremura
1183,leben::V,жасау,trăi
1184,leben::V,күнелту,trăi
1185,leben::V,күн көру,trăi
1186,leben::V,тіршілік ету,trăi
1187,geboren werden::V,туу,se naște
1188,atmen::V,дем алу,respira
1189,atmen::V,ауа жұту,respira
1190,trinken::V,ішу,bea
1191,trinken::V,ұрттау,bea
1192,essen::V,жеу,mânca
1193,essen::V,тамақтану,mânca
1194,schlucken::V,жұту,înghiți
1195,müde werden::V,болдыру,se obosi
1196,einschlafen::V,үйыктап калу,adormi
1197,schlafen::V,ұйықтау,dormi
1198,aufwachen::V,ояну,se deștepta
1199,aufstehen::V,ояну,fi se scula
1200,sich erholen::V,тынығу,se relaxa
1201,sich erholen::V,тынығу,se destinde
1202,krank werden::V,кеселдену,se îmbolnăvi
1203,krank werden::V,сырқаттану,se îmbolnăvi
1204,krank werden::V,ауырып қалу,se îmbolnăvi
1205,krank werden::V,ауыра бастау,se îmbolnăvi
1206,krank werden::V,кеселге ұшырау,se îmbolnăvi
1207,krank werden::V,сырқаттанып қалу,se îmbolnăvi
1208,krank sein::V,ауыру,zăcea
1209,krank sein::V,ауыру,fi bolnav
1210,krank sein::V,сырқаттану,zăcea
1211,krank sein::V,сырқаттану,fi bolnav
1212,schmerzen::V,ауырады,durea
1213,husten::V,жөтелу,tuși
1214,genesen::V,айығу,se însănătoși
1215,sterben::V,өлу,muri
1216,sterben::V,қайтыс,muri
1217,sterben::V,жантапсыру,muri
1218,umkommen::V,өлу,pieri
1219,umkommen::V,қаза табу,pieri
1220,sich bewegen::V,жылжу,se mișca
1221,sich rühren::V,қыбырлау,se mișca
1222,sich erheben::V,тұру,se ridica
1223,sich setzen::V,отыру,lua loc
1224,sich setzen::V,отыру,se așeza
1225,hinfallen::V,жығылу,cădea jos
1226,laufen::V,жояу жүру,merge
1227,laufen::V,жояу жүру,merge pe jos
1228,schreiten::V,кадамдау,păși
1229,spazierengehen::V,қыдыру,se plimba
1230,eilen::V,асығу,fi se grăbi
1231,eilen::V,жеделдену,fi se grăbi
1232,eilen::V,жедепдеу,fi se grăbi
1233,sich beeilen::V,асығу,se grăbi
1234,sich beeilen::V,жеделдену,se grăbi
1235,sausen::V,заулау,țâșni
1236,rennen::V,жүгіру,fugi
1237,rennen::V,жүгіру,alerga
1238,springen::V,секіру,sări
1239,klettern::V,өрмелеп шығу,urca
1240,klettern::V,өрмелеп шығу,se cățăra
1241,schaukeln::V,тербелу,legăna
1242,kriechen::V,еңбектеу,se târî
1243,schwimmen::V,жүзу,înota
1244,schwimmen::V,малту,înota
1245,schwimmen::V,қалықтау,înota
1246,tauchen::V,сүңгу,se scufunda
1247,rudern::V,есу,vâsli
1248,rudern::V,есу,lopăta
1249,fahren::V,бару,merge
1250,fliegen::V,ұшу,zbura
1251,gehen::V,бару,merge
1252,weggehen::V,кету,se duce
1253,abfahren::V,жөнелу,pleca
1254,anhalten::V,тоқтау,se opri
1255,hineingehen::V,кіру,intra
1256,eintreten::V,ену,intra
1257,kommen::V,жету,veni
1258,ankommen::V,келу,sosi
1259,ankommen::V,келу,ajunge
1260,zurückkommen::V,қайту,se întoarce
1261,bleiben::V,қалу,rămâne
1262,warten::V,тосу,aștepta
1263,erwarten::V,күту,aștepta
1264,suchen::V,іздеу,căuta
1265,finden::V,табу,găsi
1266,versuchen::V,талпыну,încerca
1267,vorbereiten::V,әзірлеу,pregăti
1268,lieben::V,сүю,iubi
1269,mögen::V,жарату,plăcea a
1270,mögen::V,жақсы_көру,plăcea a
1271,lachen::V,күлу,râde
1272,lachen::V,күлісу,râde
1273,rühren::V,көңілін бұзу,mișca
1274,rühren::V,көңілін бұзу,înduioșa
1275,weinen::V,жылау,plânge
1276,schimpfen::V,ақырып-бақыру,înjura
1277,sich ärgern::V,ашулану,se supăra
1278,sich fürchten::V,сескену,se teme
1279,sich fürchten::V,сескену,fi teamă a
1280,fürchten::V,қауіптену,se teme de
1281,fürchten::V,сақсыну,se teme de
1282,fliehen::V,қашу,fugi
1283,fliehen::V,қашып кету,fugi
1284,flüchten::V,қашу,evada
1285,flüchten::V,қашып кету,evada
1286,sehen::V,көру,vedea
1287,anschauen::V,назар салу,privi
1288,ansehen::V,тамашалау,privi
1289,hören::V,есту,auzi
1290,zuhören::V,тыңдау,asculta
1291,zuhören::V,құлақ қою,asculta
1292,probieren::V,тату,gusta
1293,probieren::V,дәм тату,gusta
1294,riechen::V,иіскеу,mirosi
1295,fühlen::V,сезу,simți
1296,fühlen::V,сезу,resimți
1297,fühlen::V,сезіну,simți
1298,fühlen::V,сезіну,resimți
1299,scheinen::V,болып көріну,părea
1300,zu sehen sein::V,көріну,se vedea
1301,vernehmen::V,есту,auzi
1302,vernehmen::V,есітіп қалу,auzi
1303,frieren::V,тоңу,fi frig
1304,frieren::V,жаурау,fi frig
1305,tun::V,ету,face
1306,tun::V,істеу,face
1307,können::V,білу,ști
1308,können::V,білу,putea
1309,wollen::V,қалау,dori
1310,anfangen::V,бастау,începe
1311,beenden::V,бітіру,sfârși
1312,beenden::V,бітіру,termina
1313,beenden::V,адақтау,sfârși
1314,beenden::V,адақтау,termina
1315,beenden::V,тамамдау,sfârși
1316,beenden::V,тамамдау,termina
1317,beenden::V,аяқтап шығу,sfârși
1318,beenden::V,аяқтап шығу,termina
1319,aufhören::V,доғару,înceta
1320,gelingen::V,жолы түсу,reuși
1321,gelingen::V,жолы түсу,izbuti
1322,geraten::V,калу,reuși
1323,öffnen::V,ашу,deschide
1324,öffnen::V,ашып қою,deschide
1325,schließen::V,жабу,închide
1326,stellen::V,қою,pune
1327,stellen::V,қою,așeza
1328,stellen::V,қойдыру,pune
1329,stellen::V,қойдыру,așeza
1330,setzen::V,отырғызу,pune
1331,setzen::V,отырғызу,așeza
1332,legen::V,салу,pune
1333,legen::V,калау,pune
1334,berühren::V,тию,atinge
1335,verbinden::V,байлап алу,lega
1336,verbinden::V,сабақтастыру,lega
1337,bedecken::V,бүркеу,acoperi
1338,aufhängen::V,ілу,atârna
1339,aufhängen::V,ілу,spânzura
1340,aufhängen::V,асып қою,atârna
1341,aufhängen::V,асып қою,spânzura
1342,anzünden::V,тұтату,aprinde
1343,aufheben::V,көтеру,ridica
1344,aufheben::V,көтеру,lua de jos
1345,zurücklassen::V,қалдыру,lăsa
1346,zurücklassen::V,қалдыру,lăsa în urmă
1347,verlieren::V,жоғалту,pierde
1348,fallen lassen::V,құлатып алу,scăpa
1349,fallen lassen::V,құлатып алу,arunca
1350,fallen lassen::V,қолдан түсіріп алу,scăpa
1351,fallen lassen::V,қолдан түсіріп алу,arunca
1352,machen::V,ету,face
1353,machen::V,жасау,face
1354,machen::V,жасап шығару,face
1355,herstellen::V,жасап шығару,fabrica
1356,herstellen::V,жасап шығару,confecționa
1357,bauen::V,тұрғызу,clădi
1358,bauen::V,тұрғызу,construi
1359,reparieren::V,оңдау,repara
1360,verbessern::V,дұрыстау,ameliora
1361,verbessern::V,дұрыстау,îmbunătăți
1362,ändern::V,өзгерту,schimba
1363,ändern::V,өзгерту,modifica
1364,graben::V,үңгу,săpa
1365,beugen::V,буғу,curba
1366,biegen::V,ию,îndoi
1367,biegen::V,ию,încovoia
1368,biegen::V,майыстыру,îndoi
1369,biegen::V,майыстыру,încovoia
1370,drehen::V,айналдыру,învârti
1371,wenden::V,екінші жағын айналдыру,întoarce
1372,umdrehen::V,бұру,învârti
1373,umdrehen::V,бұру,întoarce
1374,heben::V,көтеру,ridica
1375,hochheben::V,жоғарылату,ridica
1376,hochheben::V,көтеру,ridica
1377,ergreifen::V,бас_салу,lua
1378,ergreifen::V,бас_салу,apuca
1379,ergreifen::V,шап_беріп_ұстап_алу,lua
1380,ergreifen::V,шап_беріп_ұстап_алу,apuca
1381,ergreifen::V,шап_беру,lua
1382,ergreifen::V,шап_беру,apuca
1383,ergreifen::V,шап_ете_түсу,lua
1384,ergreifen::V,шап_ете_түсу,apuca
1385,halten::V,тұту,ține
1386,halten::V,ұстау,ține
1387,drücken::V,басу,apăsa
1388,drücken::V,басу,strânge
1389,schieben::V,итеру,împinge
1390,kratzen::V,қыру,zgâria
1391,lecken::V,жалау,linge
1392,beißen::V,қабу,mușca
1393,beißen::V,тістеу,mușca
1394,beißen::V,қауып алу,mușca
1395,abreißen::V,үзу,rupe
1396,abreißen::V,үзу,smulge
1397,abschneiden::V,қырқу,scurta
1398,binden::V,байланыстыру,lega
1399,binden::V,байлап_алу,lega
1400,binden::V,байластыру,lega
1401,binden::V,байлау,lega
1402,binden::V,буу,lega
1403,binden::V,матау,lega
1404,binden::V,сабақтастыру,lega
1405,binden::V,ұштастыру,lega
1406,stecken::V,сұғу,pune
1407,brechen::V,сындыру,rupe
1408,brechen::V,сындыру,frânge
1409,klopfen::V,қағу,ciocăni
1410,hauen::V,соғу,lovi
1411,kleben::V,желімдеу,lipi
1412,reiben::V,үйкеу,freca
1413,reiben::V,үйкеу,fricționa
1414,streichen::V,сүйкеу,unge
1415,schleifen::V,егеу,ascuți
1416,schleifen::V,қайрау,ascuți
1417,schleifen::V,егеулеу,ascuți
1418,schneiden::V,кесу,tăia
1419,rütteln::V,қозғау,zgâlțâi
1420,rütteln::V,жұлмалау,zgâlțâi
1421,schütteln::V,дірілдету,scutura
1422,schütteln::V,селкілдету,scutura
1423,schwenken::V,бұлғау,agita
1424,schwenken::V,сермеу,agita
1425,schütten::V,құю,vărsa
1426,füllen::V,толтыру,umple
1427,einwickeln::V,орау,înveli
1428,einwickeln::V,орау,înfășura
1429,tragen::V,алып жүру,căra
1430,schleppen::V,тарту,târî
1431,ziehen::V,тарту,trage
1432,aufbewahren::V,сақтау,păstra
1433,aufbewahren::V,сақтау,conserva
1434,werfen::V,лақтыру,arunca
1435,fangen::V,қармау,prinde
1436,fangen::V,қағып алу,prinde
1437,packen::V,шап беру,apuca
1438,packen::V,шап ете түсу,apuca
1439,packen::V,шап беріп ұстап алу,apuca
1440,verstecken::V,тығу,ascunde
1441,verstecken::V,жасыру,ascunde
1442,teilen::V,бөлу,împărți
1443,schicken::V,жіберу,trimite
1444,bringen::V,әкелу,aduce
1445,bringen::V,алып келу,aduce
1446,hinzufügen::V,қосу,adăuga
1447,hinzufügen::V,үстеу,adăuga
1448,bekommen::V,алу,obține
1449,bekommen::V,алу,dobândi
1450,erhalten::V,алмақ,primi
1451,erhalten::V,алмақ,căpăta
1452,nehmen::V,алу,lua
1453,nehmen::V,алмақ,lua
1454,wählen::V,таңдау,opta
1455,wählen::V,таңдау,alege
1456,auswählen::V,екшеу,selecta
1457,auswählen::V,саралау,selecta
1458,auswählen::V,сұрыптау,selecta
1459,auswählen::V,сайлап алу,selecta
1460,bewahren::V,сақтау,păstra
1461,behindern::V,оралғы болу,stingheri
1462,verderben::V,бүлдіру,strica
1463,beschädigen::V,бұзу,strica
1464,zerbrechen::V,уату,rupe
1465,zerbrechen::V,уату,frânge
1466,zerreißen::V,жырту,rupe
1467,zerreißen::V,жырту,sfâșia
1468,zerstören::V,қирату,distruge
1469,zerstören::V,талқандау,distruge
1470,verbrennen::V,өртеу,arde
1471,verbrennen::V,өртеу,incendia
1472,verbrennen::V,жандыру,arde
1473,verbrennen::V,жандыру,incendia
1474,verbrennen::V,өртеп жіберу,arde
1475,verbrennen::V,өртеп жіберу,incendia
1476,verbrennen::V,жандырып жіберу,arde
1477,verbrennen::V,жандырып жіберу,incendia
1478,geben::V,беру,da
1479,reichen::V,беру,întinde
1480,schenken::V,тарту,dărui
1481,versprechen::V,уәде беру,făgădui
1482,wünschen::V,тілеу,ura
1483,loben::V,мақтау,lăuda
1484,loben::V,дәріптеу,lăuda
1485,küssen::V,сүю,săruta
1486,wiegen::V,тербеу,legăna
1487,zudecken::V,бүркеу,acoperi
1488,wecken::V,ояту,trezi
1489,wecken::V,ояту,deștepta
1490,zeigen::V,көрсету,arăta
1491,führen::V,ерту,călăuzi
1492,führen::V,жетектеу,călăuzi
1493,lehren::V,оқыту,preda
1494,lehren::V,оқыту,învăța
1495,unterrichten::V,оқыту,învăța
1496,unterrichten::V,оқыту,instrui
1497,aufziehen::V,бағу,crește
1498,leiten::V,басқару,duce
1499,leiten::V,басқару,conduce
1500,leiten::V,жетекшілік ету,duce
1501,leiten::V,жетекшілік ету,conduce
1502,antreiben::V,асықтыру,împinge
1503,antreiben::V,асықтыру,încuraja
1504,lassen::V,-ткізу,pune pe să
1505,lassen::V,мәжбүр ету,pune pe să
1506,einladen::V,шақыру,invita
1507,vereinigen::V,біріктіру,uni
1508,vereinigen::V,біріктіру,întruni
1509,vereinigen::V,біріктіріп қою,uni
1510,vereinigen::V,біріктіріп қою,întruni
1511,besuchen::V,кіріп шығу,vizita
1512,besuchen::V,кіріп шығу,face o vizită
1513,besuchen::V,барып шығу,vizita
1514,besuchen::V,барып шығу,face o vizită
1515,treffen::V,кездесу,întâlni
1516,sich versammeln::V,топталу,se aduna
1517,spielen::V,ойнау,se juca
1518,singen::V,сайрау,cânta
1519,tanzen::V,билеу,dansa
1520,sich trennen::V,айрылысу,se separa
1521,sich trennen::V,айрылысу,se despărți
1522,verlassen::V,тастау,părăsi
1523,verlassen::V,тастау,abandona
1524,retten::V,құтқару,salva
1525,bewachen::V,күзету,păzi
1526,schützen::V,жақтау,ocroti
1527,schützen::V,жақтау,proteja
1528,schützen::V,жақтасу,ocroti
1529,schützen::V,жақтасу,proteja
1530,verteidigen::V,қорғау,apăra
1531,sich schlagen::V,алысу,se bate
1532,schießen::V,ату,trage
1533,siegen::V,жеңу,birui
1534,siegen::V,жеңу,învinge
1535,ärgern::V,ашуландыру,supăra
1536,schlagen::V,ұру,lovi
1537,treten::V,тебу,călca
1538,stechen::V,шаншу,înțepa
1539,stechen::V,шаншу,împunge
1540,stoßen::V,түрту,împinge
1541,stehlen::V,ұрлау,fura
1542,stören::V,кесірлен,deranja
1543,belästigen::V,мазасын алу,importuna
1544,verbergen::V,сездірмеу,ascunde
1545,täuschen::V,жалған айту,amăgi
1546,betrügen::V,алдау,înșela
1547,betrügen::V,алдап кету,înșela
1548,betrügen::V,ақымақ қылу,înșela
1549,töten::V,құрту,omorî
1550,töten::V,өлтіру,omorî
1551,wohnen::V,мекендеу,sta
1552,wohnen::V,мекендеу,locui
