,Concept_ID,myv,tt
175,Vogel::N,нармунь,кош
176,Schwarm::N,полк,көтү
177,Schwarm::N,стада,көтү
178,Huhn::N,сараз,тавык
179,Hahn::N,атякш,әтәч
180,Gans::N,гала,каз
181,Gans::N,мацей,каз
182,Adler::N,куцькан,каракош
183,Adler::N,тумоатякш,каракош
184,Ente::N,яксярго,үрдәк
185,Eule::N,корж,ябалак
186,Kranich::N,карго,торна
187,Krähe::N,варака,карга
188,Kuckuck::N,куко,күке
189,Kuckuck::N,куко,кәккүк
190,Schwan::N,локсей,аккош
191,Fisch::N,кал,балык
192,Barsch::N,окунь,алабуга
193,Hecht::N,щука,чуртан
194,Schlange[Tier]::N,гуй,елан
195,Wurm::N,сукс,корт
196,Spinne::N,шанжав,үрмәкүч
197,Ameise::N,коткудав,кырмыска
198,Laus::N,сий,бет
199,Mücke::N,сеське,черки
200,Mücke::N,сеське,озынборын
201,Fliege::N,карво,чебен
202,Schmetterling::N,нимиляв,күбәләк
203,Beere::N,умарь,җиләк
204,Apfel::N,умарь,алма
205,Pilz::N,панго,гөмбә
206,Zwiebel::N,чурька,суган
207,Zwiebel::N,чурька,суганбаш
208,Saat::N,видьметь,орлык
209,Korn::N,сюро,иген
210,Korn::N,сюро,орлык
211,Heu::N,тикше,печән
212,Schale::N,кедь,кабык
213,Schale::N,ваткавкс,кабык
214,Grube::N,латко,баз
215,Grube::N,латко,чокыр
216,Falle::N,тувор,тозак
217,Falle::N,тувор,капкын
218,Falle::N,кундамка,тозак
219,Falle::N,кундамка,капкын
220,Schlinge::N,килькш,элмәк
221,Spur::N,челькс,эз
222,Spur::N,пильгеки,эз
223,Asche::N,кулов,көл
224,Dreck::N,рудаз,пычрак
225,Eisen::N,кшни,тимер
226,Gold::N,сырне,алтын
227,Silber::N,сия,көмеш
228,Kohle::N,сэдь,күмер
229,Kohle::N,уголия,күмер
230,Glas::N,сулика,пыяла
231,Lehm::N,сёвонь,балчык
232,Sand::N,човар,ком
233,Mensch::N,ломань,адәм
234,Mensch::N,ломань,инсан
235,Mann::N,аля,ир
236,Mann::N,цёраломань,ир
237,Frau::N,ава,хатын
238,Kind::N,эйкакш,бала
239,Junge::N,цёрыне,малай
240,Mädchen::N,тейтерне,кыз
241,Familie::N,семия,гаилә
242,Großvater::N,покштя,бабай
243,Großmutter::N,баба,әби
244,Eltern::N,тетят-ават,ата-ана
245,Vater::N,тетя,ата
246,Mutter::N,ава,ана
247,Sohn::N,цёра,ул
248,Tochter::N,тейтерь,кыз
249,Bruder::N,леля,кардәш
250,Bruder::N,ялакс,кардәш
251,Schwester::N,сазор,апа
252,Schwester::N,сазор,сеңел
253,Onkel::N,леля,дәдә
254,Onkel::N,леля,дәдәй
255,Tante::N,патя,түти
256,Tante::N,патя,тәтәй
257,Ehemann::N,мирде,ир
258,Ehefrau::N,ни,хатын
259,Freude::N,кеняркс,сөенеч
260,Gelächter::N,ракамо,көлү
261,Gelächter::N,ракамо,көлеш
262,Gelächter::N,пейдема,көлү
263,Gelächter::N,пейдема,көлеш
264,Glück::N,уцяска,бәхет
265,Kummer::N,рискс,хәсрәт
266,Kummer::N,мелявкс,хәсрәт
267,Wunsch::N,мель,теләк
268,Wunsch::N,бажамо,теләк
269,Lust::N,бажамо,теләк
270,Lust::N,бажамо,теләү
271,Geist::N,ойме,рух
272,Gedanke::N,мель,уй
273,Gedanke::N,мель,фикер
274,Gedächtnis::N,мель,хәтер
275,Verstand::N,прев,акыл
276,Sinn::N,толк,мәгънә
277,Sinn::N,смысла,мәгънә
278,Grund::N,тувтал,сәбәп
279,Wahrheit::N,видечи,хак
280,Gespräch::N,кортнема,әңгәмә
281,Märchen::N,ёвкс,әкият
282,Erzählung::N,ёвтнема,хикәя
283,Nachricht::N,куля,хәбәр
284,Neuigkeit::N,куля,яңалык
285,Name::N,лем,исем
286,Rätsel::N,содамоёвкс,табышмак
287,Rede::N,кортамо,нотык
288,Sprache::N,кель,тел
289,Stimme::N,ваигель,тавыш
290,Wort::N,вал,сүз
291,Zeichen::N,теште,ишарә
292,Ruf::N,тердема,дәшү
293,Lärm::N,шалнома,шау
294,Laut::N,вайгель,аваз
295,Ton::N,гайнема,шалтырату
296,Lied::N,моро,җыр
297,Ruhe::N,оймамо,тынлык
298,Leute::N,ломанть,халык
299,Volk::N,народ,халык
300,Arbeit::N,тев,эш
301,Arbeit::N,тев,хезмәт
302,Gast::N,инже,кунак
303,Geschenk::N,казне,бүләк
304,Spiel::N,налксема,уен
305,Gesellschaft::N,община,җәмгыять
306,Hilfe::N,лездамо,ярдәм
307,Hilfe::N,лездамо,булышлык
308,Freund::N,оя,дус
309,Freund::N,ялга,дус
310,Kamerad::N,оя,иптәш
311,Kamerad::N,ялга,иптәш
312,Angelegenheit::N,тев,эш
313,Anzahl::N,ламоксчи,микъдар
314,Art::N,вид,төр
315,Stück::N,пакш,кисәк
316,Stück::N,пелькс,кисәк
317,Teil::N,часть,өлеш
318,Teil::N,пелькс,өлеш
319,Hälfte::N,пель,ярым
320,Hälfte::N,пелькс,ярым
321,Kreis::N,кирькс,түгәрәк
322,Kreuz::N,крёст,хач
323,Kreuz::N,крёст,тәре
324,Linie::N,кикс,сызык
325,Strich::N,межа,сызык
326,Abstand::N,ютко,ара
327,Entfernung::N,ютко,ераклык
328,Gegend::N,тарка,урын
329,Gegend::N,пертьпелькс,урын
330,Platz::N,васолкс,бушлык
331,Ort::N,тарка,урын
332,Seite::N,ён,як
333,Seite::N,чире,як
334,Mitte::N,куншка,урта
335,Gegenstand::N,предмет,нәрсә
336,Sache::N,тев,нәрсә
337,Sache::N,веща,нәрсә
338,Rand::N,пе,чит
339,Rand::N,чире,чит
340,Kante::N,ирдез,кырый
341,Ecke::N,ужо,почмак
342,Spitze::N,пряне,оч
343,Spitze::N,пе,оч
344,Ende::N,пе,азак
345,Loch::N,варя,тишек
346,Winkel::N,ужо,почмак
347,Muster::N,сёрма,парча
348,Größe::N,сэрь,зурлык
349,Größe::N,покшолма,зурлык
350,Länge::N,кувалмо,озынлык
351,Höhe::N,сэрь,биеклек
352,Höhe::N,пандо,биеклек
353,Gewicht::N,сталмо,авырлык
354,Menge::N,лововкс,микъдар
355,Haufen::N,мар,өем
356,Haufen::N,валявкс,өем
357,Reihe::N,ряд,рәт
358,Boot::N,венч,каек
359,Boot::N,венч,көймә
360,Ruder::N,милё,ишкәк
361,Schlitten::N,нурдт,чана
362,Ski::N,сокс,чаңгы
363,Lagerfeuer::N,толбандя,костёр
364,Last::N,сталмо,йөк
365,Last::N,кандома,йөк
366,Gang::N,молема,йөреш
367,Gang::N,якамо,йөреш
368,Schritt::N,эскелькс,адым
369,Norden::N,якшамо ёнкс,төньяк
370,Süden::N,лембе ёнкс,көньяк
371,Westen::N,чивалгома,көнбатыш
372,Osten::N,чилисема,шәрык
373,Osten::N,чилисема,көнчыгыш
374,Holz::N,чувто,агач
375,Brett::N,лаз,такта
376,Platte::N,плита,плитә
377,Stütze::N,неже,таяу
378,Stange::N,олга,колга
379,Stock::N,мандо,таяк
380,Stab::N,олога,таяк
381,Rohr::N,турба,торба
382,Haus::N,кудо,өй
383,Haus::N,кудо,йорт
384,Heim::N,кудо,гаилә
385,Heim::N,кудо,нәсел
386,Ofen::N,каштомо,мич
387,Fußboden::N,киякс,идән
388,Tisch::N,столь,өстәл
389,Stuhl::N,стул,утыргыч
390,Wiege::N,лавсь,бишек
391,Wiege::N,нурямот,бишек
392,Bett::N,ацамо,ятак
393,Bett::N,ацамо,урын-җир
394,Regal::N,лався,киштә
395,Regal::N,лався,шүрлек
396,Regal::N,лавсяланго,киштә
397,Regal::N,лавсяланго,шүрлек
398,Kiste::N,горобия,әрҗә
399,Kiste::N,сундук,әрҗә
400,Fenster::N,вальма,тәрәзә
401,Tür::N,кенкш,ишек
402,Tor::N,ортат,капка
403,Zaun::N,пирявт,койма
404,Zaun::N,пирвякс,койма
405,Dach::N,кудопря,түбә
406,Leiter::N,кузтема,баскыч
407,Besen::N,тенсть,себерке
408,Spaten::N,койме,көрәк
409,Schaufel::N,кече,көрәк
410,Schaufel::N,келей койме,көрәк
411,Gabel::N,сянгине,чәннечке
412,Löffel::N,пенч,кашык
413,Messer::N,пеель,пычак
414,Nagel::N,эске,кадак
415,Netz::N,алтыма,челтәр
416,Haken::N,кечказ,ыргак
417,Griff::N,кедне,тотка
418,Schloss::N,замок,йозак
419,Schloss::N,панжома,йозак
420,Bild::N,картина,рәсем
421,Bild::N,картина,картина
422,Figur::N,рунго,сын
423,Figur::N,рунго,фигура
424,Puppe::N,няка,курчак
425,Beutel::N,кескав,луза
426,Bündel::N,керькс,бәйләм
427,Tasche::N,юдма,букча
428,Eimer::N,ведра,чиләк
429,Deckel::N,велькс,капкач
430,Geschirr::N,кедьге,савыт-саба
431,Geschirr::N,кедьге,кашык-аяк
432,Sack::N,кескав,капчык
433,Tasse::N,чакш,чынаяк
434,Topf::N,кастрюля,чүлмәк
435,Kessel::N,котёл,казан
436,Essen::N,ярсамо,ашау
437,Nahrung::N,ярсамопель,азык
438,Nahrung::N,ярсамопель,тәгам
439,Nahrung::N,ярсамопель,ашамлык
440,Speise::N,ярсамопель,ризык
441,Fleisch::N,сывель,ит
442,Getreide::N,сюро,ашлык
443,Brei::N,каша,ботка
444,Brot::N,кши,ипи
445,Brot::N,кши,икмәк
446,Scheibe::N,кочом,телем
447,Scheibe::N,сускомо,телем
448,Fett::N,куя,май
449,Butter::N,ой,май
450,Öl::N,ой,май
451,Salz::N,сал,тоз
452,Suppe::N,ям,шулпа
453,Honig::N,медь,бал
454,Milch::N,ловсо,сөт
455,Tee::N,чай,чәй
456,Leder::N,киське,күн
457,Wolle::N,пона,йон
458,Stoff::N,коцт,тукыма
459,Nadel::N,салмукс,энә
460,Faden::N,суре,җеп
461,Knopf::N,пов,төймә
462,Knoten::N,сюлмо,төен
463,Farbe::N,артомапель,буяу
464,Kleidung::N,оршамот,кием
465,Hemd::N,панар,күлмәк
466,Kragen::N,сиве,яка
467,Ärmel::N,ожа,җиң
468,Hose::N,понкст,чалбар
469,Gürtel::N,каркс,билбау
470,Mütze::N,чапка,бүрек
471,Schuh::N,туфля,башмак
472,Stiefel::N,кем,итек
473,Ring::N,суркс,балдак
474,Band::N,лента,тасма
475,Kamm::N,сурсеме,тарак
476,Spiegel::N,чавачамо,көзге
477,Riemen::N,кшнань каркс,каеш
478,Schnur::N,пикс,бау
479,Leine::N,ведьме,тезген
480,Decke::N,вельтямо,юрган
481,Kissen::N,тодов,мендәр
482,Tuch::N,паця,яулык
483,Handtuch::N,нардамо,сөлгә
484,Kraft::N,вий,егәр
485,Kraft::N,вий,дәрман
486,Stärke::N,виевчи,көч
487,Stärke::N,виевчи,дәрман
488,Gesundheit::N,шумбрачи,саулык
489,Krankheit::N,орма,чир
490,Krankheit::N,орма,хаста
491,Krankheit::N,орма,сырхау
492,Krankheit::N,сэредема,чир
493,Krankheit::N,сэредема,хаста
494,Krankheit::N,сэредема,сырхау
495,Schmerz::N,сэредькс,авырту
496,Wunde::N,керявкс,яра
497,Wunde::N,керявкс,җәрәхәт
498,Fieber::N,маштыкс,бизгәк
499,Arznei::N,ормаменькс,дару
500,Brücke::N,сэдь,күпер
501,Brücke::N,мадамо,күпер
502,Brunnen::N,лисьма,кое
503,Weide::N,ракшань ванома тарка,утлавык
504,Pfad::N,ян,сукмак
505,Weg::N,ки,юл
506,Straße::N,ки,урам
507,Dorf::N,веле,авыл
508,Stadt::N,ош,шәһәр
509,Brief::N,сёрма,хат
510,Buch::N,книга,китап
511,Buchstabe::N,буква,хәреф
512,Zeitung::N,газета,газет
513,Zeitung::N,газета,газета
514,Leben::N,эрямо,гомер
515,Leben::N,эрямо,тормыш
516,Leben::N,эрямо,тереклек
517,Tod::N,кулома,үлем
518,Grab::N,калмо,гүр
519,Grab::N,калмо,кабер
520,Kirche::N,церькова,чиркәү
521,Sünde::N,чумочи,язык
522,Sünde::N,чумочи,гөнаһ
523,Gott::N,паз,алла
524,Gott::N,паз,ходай
525,Arbeiter::N,робочей,эшче
526,Chef::N,прявт,башлык
527,Meister::N,кол тевень тенця,оста
528,Arzt::N,врач,врач
529,Arzt::N,врач,табиб
530,Lehrer::N,учитель,укытучы
531,Lehrer::N,учитель,мөгаллим
532,Lehrer::N,тонавтыця,укытучы
533,Lehrer::N,тонавтыця,мөгаллим
534,Geld::N,ярмак,акча
535,Geschäft::N,ладязь тев,эш
536,Laden::N,лавка,кибет
537,Laden::N,лавка,магазин
538,Preis::N,питне,бәя
539,Preis::N,питне,бәһа
540,Ware::N,миевкс,товар
541,Ware::N,рамавкс,товар
542,Nutzen::N,паро,файда
543,Nutzen::N,лезэ,файда
544,Reichtum::N,сюпавчи,байлык
545,Welt::N,мир,дөнья
546,Welt::N,мастор ланго,дөнья
547,Land::N,мастор,ил
548,Staat::N,государства,дәүләт
549,König::N,король,патша
550,Macht::N,азорксчи,хакимият
551,Grenze::N,буен тешкс,чик
552,Krieg::N,война,сугыш
553,Feind::N,душман,дошман
554,Gewalt::N,нарьгамо,көчләү
555,Kampf::N,тюрема,көрәш
556,Bogen[Waffe]::N,нал,җәя
557,Pfeil::N,нал,ук
558,Gewehr::N,ружия,мылтык
559,Gewehr::N,винтовка,мылтык
560,Fehler::N,ильведькс,хата
561,Fehler::N,ильведевкс,хата
562,Lüge::N,манчема,ялган
563,Lüge::N,кенгелема,ялган
564,Schaden::N,зыян,зыян
565,Schaden::N,зыян,зарар
566,Unglück::N,зыян,бәла
567,Schuld::N,чумочи,гаеп
568,Alter::N,шка,яшь
569,Schluss::N,пе,ахыр
570,Zeit::N,шка,заман
571,Zeit::N,пинге,заман
572,Tag::N,чи,көн
573,Morgen::N,валске,иртә
574,Mittag::N,чикуншка,өйлә
575,Abend::N,чокшнэ,кич
576,Nacht::N,ве,төн
577,Woche::N,недля,атна
578,Monat::N,ков,ай
579,Jahr::N,ие,ел
580,Frühling::N,тундо,яз
581,Sommer::N,кизэ,җәй
582,Herbst::N,сёксь,көз
583,Winter::N,теле,кыш
584,Januar::N,якшамков,гыйнвар
585,Februar::N,февраль,февраль
586,März::N,март,март
587,April::N,апрель,апрель
588,Mai::N,май,май
589,Juni::N,июнь,июнь
590,Juli::N,июль,июль
591,August::N,август,август
592,September::N,сентября,сентябрь
593,Oktober::N,октября,октябрь
594,November::N,ноября,ноябрь
595,Dezember::N,декабря,декабрь
596,Montag::N,пондельник,дүшәмбе
597,Dienstag::N,овторник,сишәмбе
598,Mittwoch::N,серёда,чәршәмбе
599,Donnerstag::N,цетьверьг,атнакич
600,Donnerstag::N,цетьверьг,пәнҗешәмбе
601,Freitag::N,пеця,җомга
602,Samstag::N,субута,шимбә
603,Samstag::N,шлямочи,шимбә
604,Sonntag::N,недлячи,якшәмбе
605,groß::A,ине,зур
606,groß::A,покш,зур
607,klein::A,вишка,кечкенә
608,lang::A,кувака,озын
609,kurz::A,нурькине,кыска
610,breit::A,келей,киң
611,schmal::A,теине,кысык
612,dicht::A,тусто,куе
613,dick[Gegenstand]::A,эчке,калын
614,dünn::A,човине,нечкә
615,fein::A,човине,нәзакәтле
616,fest::A,кеме,нык
617,flach::A,лапужа,яссы
618,flach::A,лапужа,ялпак
619,glatt::A,валаня,шома
620,hart::A,калгодо,каты
621,weich::A,чевте,йомшак
622,rund::A,кеверь,түгәрәк
623,spitz::A,пшти,очлы
624,scharf::A,пшти,үткен
625,stumpf::A,ношка,үтмәс
626,schwer::A,стака,салмак
627,schön::A,мазый,гүзәл
628,heiß::A,пси,эссе
629,warm::A,лембе,җылы
630,kalt::A,якшамо,суык
631,kalt::A,якшамо,салкын
632,kühl::A,экше,салкынча
633,frisch::A,свежа,салкынча
634,feucht::A,летьке,юеш
635,nass::A,начко,дымлы
636,trocken::A,коське,коры
637,voll::A,пешксе,тулы
638,leer::A,чаво,буш
639,offen::A,панжадо,ачык
640,offen::A,виде,ачык
641,geschlossen::A,пекстазь,йомык
642,geschlossen::A,сёлгозь,йомык
643,sauber::A,ванькс,пакь
644,sauber::A,ванькс,чиста
645,schmutzig::A,ливезев,керле
646,schmutzig::A,ливезев,пычрак
647,roh::A,верек,чи
648,reif::A,кенерезь,өлгергән
649,lecker::A,тантей,тәмле
650,süß::A,ламбамо,татлы
651,bitter::A,сэпей,ачы
652,sauer::A,чапамо,әче
653,hell::A,валдо,якты
654,dunkel::A,чопода,кара
655,schwarz::A,раужо,кара
656,weiß::A,ашо,ак
657,rot::A,якстере,кызыл
658,gelb::A,ожо,сары
659,blau::A,сэнь,күк
660,grün::A,пиже,яшел
661,grau::A,шержев,соры
662,bunt::A,сёрмав,чуар
663,billig::A,аволь питней,арзан
664,teuer::A,питней,хаклы
665,wertvoll::A,питней,кыйммәтле
666,blind::A,сокор,сукыр
667,blind::A,сокор,күзсез
668,taub::A,амариця,чукрак
669,taub::A,амариця,саңгырау
670,kräftig::A,пек виев,егәрле
671,stark::A,виев,нык
672,stark::A,виев,базык
673,schwach::A,лавшо,зәгыйфь
674,fett::A,куя,симез
675,schlank::A,виде ронга,нәзек
676,hübsch::A,мазый,чибәр
677,böse::A,кежей,усал
678,dumm::A,чавола,акылсыз
679,dumm::A,превтеме,акылсыз
680,faul::A,нузякс,ялкау
681,faul::A,нузякс,иренчәк
682,fleißig::A,мелень путыця,тырыш
683,fleißig::A,мелень путыця,тырышучан
684,geizig::A,скупой,саран
685,klug::A,превей,акыллы
686,geschickt::A,маштозь теезь,маһир
687,lieb::A,вадря,сөекле
688,lustig::A,весёла,күңелле
689,sanft::A,сэтьме,басынкы
690,hungrig::A,вачо,ач
691,krank::A,сэредиця,чирле
692,krank::A,сэредиця,сырхау
693,nackt::A,штапо,шәрә
694,traurig::A,нусманя,ямансу
695,lebendig::A,эриця,тере
696,gut::A,паро,яхшы
697,schlecht::A,берянь,начар
698,richtig::A,виде,дөрес
699,schlimm::A,берянь,әшәкә
700,wahr::A,алкуксонь,чып-чын
701,alt::A,ташто,иске
702,neu::A,од,яңа
703,ehemalig::A,икелень,элекке
704,alt[Lebewesen]::A,сыре,карт
705,jung::A,од,яшь
706,arm::A,кажов,фәкыйрь
707,reich::A,сюпав,бай
708,bekannt::A,содавикс,таныш
709,berühmt::A,содавикс,атаклы
710,fremd::A,лия,ят
711,fremd::A,асодавикс,ят
712,verschieden::A,эрьва,төрле
713,nah::A,а васолонь,якын
714,fern::A,умонь,ерак
715,fern::A,кезэрень,ерак
716,linker::A,керш,сул
717,rechter::A,вить,уң
718,anderer::A,лия,бүтән
719,erster::A,васень,беренче
720,erster::A,васенце,беренче
721,zweiter::A,омбоце,икенче
722,dritter::A,колмоце,өченче
723,letzter::A,меельце,ахыргы
724,allein::ADV,башка,ялгыз
725,allein::ADV,ськамонзо,ялгыз
726,auf einmal::ADV,вейсэ,бердән
727,zusammen::ADV,вейс,бергә
728,zusammen::ADV,вейсэ,бергә
729,lange::ADV,кувать,озак
730,plötzlich::ADV,апак учо,искәрмәстән
731,sofort::ADV,курок,хәзер
732,sofort::ADV,нейке,хәзер
733,später::ADV,мейле,соңрак
734,jetzt::ADV,ней,хәзер
735,heute::ADV,течи,бүген
736,morgen::ADV,ванды,иртәгә
737,bald::ADV,курок,тиздән
738,dann::ADV,мейле,аннары
739,dann::ADV,седе мейле,аннары
740,gestern::ADV,исяк,кичә
741,einst::ADV,весть,берчак
742,einst::ADV,зярдо-бути,берчак
743,damals::ADV,сестэ,ул вакытта
744,damals::ADV,сестэ,ул чакта
745,danach::ADV,мейле,да
746,danach::ADV,седе мейле,да
747,vorher::ADV,васняяк,элек
748,zuerst::ADV,васня,башта
749,einmal::ADV,весть,бер
750,einmal::ADV,весть,бер мәртәбә
751,manchmal::ADV,лиясто,кайчакта
752,oft::ADV,сеетьстэ,еш
753,immer::ADV,свал,һәркайчан
754,niemals::ADV,а зярдояк,hичбер вакыт
755,hier::ADV,тесэ,монда
756,hier::ADV,тесэ,биредә
757,hierhin::ADV,тей,монда
758,von hier::ADV,тестэ,моннан
759,dort::ADV,тосо,анда
760,dorthin::ADV,тов,тегеләй
761,geradeaus::ADV,витьстэ,турыдан-туры
762,vorwärts::ADV,икелев,алга
763,rückwärts::ADV,мекев,кире
764,zurück::ADV,мекев,кире
765,unten::ADV,ало,түбәндә
766,hinab::ADV,алов,аска
767,oben::ADV,вере,өстә
768,oben::ADV,вере,югарыда
769,hinauf::ADV,верев,өскә
770,überall::ADV,эрьва косо,hәркайда
771,nicht::ADV,а,түгел
772,ein wenig::ADV,аламошка,бераз
773,kaum::ADV,ансяк,көчкә
774,sehr::ADV,пек,бик
775,sehr::ADV,вельть,бик
776,so::ADV,истя,алай
777,noch::ADV,таго,янә
778,noch::ADV,таго,тагын
779,nur::ADV,ансяк,фәкать
780,schon::ADV,уш,инде
781,wieder::ADV,таго,янә
782,wieder::ADV,таго,тагын
783,vergebens::ADV,стяко,юкка
784,vor::PRP,икеле,алдыннан
785,hinter::PRP,вельде,арттан
786,unter::PRP,ало,астында
787,durch::PRP,пачк,аша
788,neben::PRP,вакссо,тирәсендә
789,zwischen::PRP,ютксо,арасында
790,wegen::PRP,кис,сәбәпле
791,wegen::PRP,коряс,сәбәпле
792,wegen::PRP,кувалт,сәбәпле
793,dies::PRN,те,бу
794,das::PRN,те,ул
795,das::PRN,тона,ул
796,alles::PRN,весе,һәммә
797,alles::PRN,весемесь,һәммә
798,ich::PRN,мон,мин
799,du::PRN,тон,син
800,er::PRN,сон,ул
801,wir::PRN,минь,без
802,ihr::PRN,тынь,сез
803,sie::PRN,сынь,ул
804,was::FPRN,мезе,ни
805,was::FPRN,мезе,нәрсә
806,wer::FPRN,ки,кем
807,wo::FADV,косо,кайда
808,wohin::FADV,ков,кая
809,wohin::FADV,козо,кая
810,wie::FADV,кода,ничек
