,Concept_ID,ca,mhr
346,Mitte::N,mig,покше́л
347,Mitte::N,centre,покше́л
348,Gegenstand::N,objecte,наста́
349,Sache::N,cosa,наста́
350,Rand::N,vora,тӱр
351,Rand::N,marge,тӱр
352,Kante::N,caire,тӱр
353,Kante::N,cantell,тӱр
354,Ecke::N,cantonada,лук
355,Spitze::N,punta,вуй
356,Ende::N,cap,муча́ш
357,Loch::N,forāt,рож
358,Winkel::N,racó,лук
359,Muster::N,dibuix,пеза́к
360,Muster::N,dibuix,узо́р
361,Muster::N,dibuix,ӱ́лгӧ
362,Muster::N,disseny,пеза́к
363,Muster::N,disseny,узо́р
364,Muster::N,disseny,ӱ́лгӧ
365,Größe::N,grandària,кӱ́кшыт
366,Länge::N,longitud,ку́тыш
367,Höhe::N,altura,кӱ́кшыт
368,Höhe::N,altitud,кӱ́кшыт
369,Gewicht::N,pes,не́лыт
370,Menge::N,quantitat,чот
371,Haufen::N,pila,кы́шыл
372,Reihe::N,fila,рада́м
373,Boot::N,bot,пуш
374,Boot::N,barca,пуш
375,Ruder::N,rem,эшка́к
376,Schlitten::N,trineu,тер
377,Schlitten::N,trineu,изде́р
378,Ski::N,esquí,е́че
379,Lagerfeuer::N,foc de campament,туло́то
380,Last::N,càrrega,нӧ́лтыш
381,Gang::N,marxa,ошкылма́ш
382,Schritt::N,pas,о́шкыл
383,Norden::N,nord,йӱдйыма́л
384,Süden::N,sud,кечывалве́л
385,Westen::N,oest,касве́л
386,Westen::N,occident,касве́л
387,Osten::N,est,эрве́л
388,Osten::N,orient,эрве́л
389,Holz::N,fusta,пу
390,Brett::N,taula,оҥа́
391,Platte::N,placa,аста́р
392,Stütze::N,suport,чара́к
393,Stange::N,vara,лома́ш
394,Stock::N,pal,тоя́
395,Stab::N,bastó,вара́
396,Stab::N,bastó,кашта́
397,Rohr::N,tub,пуч
398,Haus::N,casa,пӧрт
399,Heim::N,llar,мӧ́ҥгӧ
400,Ofen::N,estufa,комака́
401,Fußboden::N,terra,кӱва́р
402,Tisch::N,taula,ӱсте́л
403,Stuhl::N,cadira,пӱке́н
404,Wiege::N,bressol,шепка́
405,Bett::N,llit,ва́кшыш
406,Regal::N,prestatgeria,шӧ́рлык
407,Kiste::N,caixa,шо́ндык
408,Kiste::N,caixa,я́шлык
409,Fenster::N,finestra,окна́
410,Tür::N,porta,омса́
411,Tor::N,portal,капка́
412,Zaun::N,tanca,сава́р
413,Dach::N,teulada,леве́дыш
414,Leiter::N,escala,тошка́лтыш
415,Leiter::N,escala de mà,тошка́лтыш
416,Besen::N,escombra,ӱштерво́штыр
417,Spaten::N,pala,ко́льмо
418,Schaufel::N,pala,сово́к
419,Schaufel::N,pala,су́ско
420,Gabel::N,forquilla,ви́лке
421,Löffel::N,cullera,па́не
422,Löffel::N,cullera,совла́
423,Messer::N,coltell,кӱ́зӧ
424,Nagel::N,clau,пуда́
425,Netz::N,filat,вапш
426,Haken::N,ganxo,са́гыле
427,Griff::N,puny,кыл
428,Griff::N,mànec,кыл
429,Schloss::N,pany,кӧгӧ́н
430,Bild::N,imatge,сӱре́т
431,Figur::N,figura,фигу́р
432,Puppe::N,nina,курча́к
433,Beutel::N,bossa,меша́к
434,Bündel::N,feix,арша́ш
435,Bündel::N,paquet,арша́ш
436,Tasche::N,bossa,сумка́
437,Eimer::N,galleda,ведра́
438,Deckel::N,tapa,ко́мдыш
439,Deckel::N,tapadora,ко́мдыш
440,Geschirr::N,vaixella,а́те
441,Sack::N,sac,куль
442,Sack::N,sac,меша́к
443,Sack::N,saca,куль
444,Sack::N,saca,меша́к
445,Tasse::N,tassa,чу́кыр
446,Tasse::N,tassa,чашка́
447,Topf::N,pot,ми́ске
448,Topf::N,olla,ми́ске
449,Kessel::N,caldera,под
450,Essen::N,àpat,ко́чкыш
451,Essen::N,menjada,ко́чкыш
452,Nahrung::N,aliment,ку́рго
453,Speise::N,plat,ко́чкыш
454,Fleisch::N,carn,шыл
455,Getreide::N,cereals,шу́рно
456,Brei::N,puré,пу́чымыш
457,Brot::N,pa,ки́нде
458,Scheibe::N,tall,ка́тыш
459,Scheibe::N,llesca,ка́тыш
460,Fett::N,greix,коя́
461,Butter::N,mantega,ӱй
462,Öl::N,oli,ӱй
463,Salz::N,sal,шинча́л
464,Suppe::N,sopa,шӱр
465,Honig::N,mel,мӱй
466,Milch::N,llet,шӧр
467,Tee::N,te,чай
468,Leder::N,cuir,сура́н
469,Leder::N,cuir,шӱ́штӧ
470,Wolle::N,llana,пун
471,Stoff::N,tela,куэ́м
472,Stoff::N,tela,посто́
473,Nadel::N,agulla,и́ме
474,Faden::N,fil,шӱ́ртӧ
475,Knopf::N,botó,по́лдыш
476,Knoten::N,nus,пышке́м
477,Farbe::N,pintura,чия́
478,Kleidung::N,roba,чие́м
479,Kleidung::N,roba,вурге́м
480,Kleidung::N,vestits,чие́м
481,Kleidung::N,vestits,вурге́м
482,Hemd::N,camisa,ту́выр
483,Kragen::N,coll,сога́
484,Ärmel::N,màniga,шокш
485,Hose::N,pantalōns,йола́ш
486,Gürtel::N,cinturó,ӱ́штӧ
487,Mütze::N,gorra,упш
488,Schuh::N,sabata,боти́нке
489,Stiefel::N,bota,кем
490,Ring::N,anell,шерга́ш
491,Band::N,veta,тасма́
492,Band::N,veta,ле́нте
493,Band::N,cinta,тасма́
494,Band::N,cinta,ле́нте
495,Kamm::N,pinta,шерге́
496,Spiegel::N,mirāll,вошто́нчыш
497,Riemen::N,corretja,кӱзанӱ́штӧ
498,Schnur::N,corda,кере́м
499,Schnur::N,corda,кандыра́
500,Leine::N,corretja,вӱра́ҥ
501,Decke::N,manta,леве́дыш
502,Decke::N,manta,одея́л
503,Decke::N,flassada,леве́дыш
504,Decke::N,flassada,одея́л
505,Kissen::N,coixí,кӱ́пчык
506,Tuch::N,mocador,шо́выч
507,Handtuch::N,tovallola,со́лык
508,Kraft::N,força,вий
509,Kraft::N,força,куа́т
510,Stärke::N,vigor,куа́т
511,Stärke::N,vigor,карма́н
512,Gesundheit::N,salut,таза́лык
513,Krankheit::N,malaltia,чер
514,Schmerz::N,dolor,ко́рштыш
515,Wunde::N,ferida,су́сыр
516,Fieber::N,febre,йӱштыму́ж
517,Fieber::N,febre,лихора́дке
518,Arznei::N,medicament,эм
519,Brücke::N,pont,кӱва́р
520,Brunnen::N,pou,вӱдвыне́м
521,Weide::N,pastura,нурше́р
522,Pfad::N,senda,йолго́рно
523,Pfad::N,senda,сокма́к
524,Pfad::N,sender,йолго́рно
525,Pfad::N,sender,сокма́к
526,Weg::N,camí,ко́рно
527,Straße::N,carretera,ко́рно
528,Dorf::N,poble,ял
529,Stadt::N,ciutāt,ола́
530,Brief::N,carta,се́рыш
531,Buch::N,llibre,книга́
532,Buchstabe::N,lletra,буква́
533,Zeitung::N,diāri,газе́т
534,Leben::N,vida,и́лыш
535,Tod::N,mort,колыма́ш
536,Grab::N,tomba,шӱга́р
537,Kirche::N,església,че́рке
538,Sünde::N,pecat,су́лык
539,Gott::N,déu,ю́мо
540,Arbeiter::N,obrer,паша́зе
541,Chef::N,cap,тӧра́
542,Meister::N,mestre,маста́р
543,Arzt::N,metge,врач
544,Lehrer::N,mestre,ту́ныктышо
545,Geld::N,dinērs,окса́
546,Geschäft::N,negoci,сатулыма́ш
547,Laden::N,tenda,ке́выт
548,Laden::N,botiga,ке́выт
549,Preis::N,preu,ак
550,Ware::N,mercaderia,сату́
551,Nutzen::N,profit,пайда́
552,Reichtum::N,riquesa,поя́нлык
553,Welt::N,món,тӱня́
554,Land::N,país,эл
555,Staat::N,estat,кугыжа́ныш
556,König::N,rei,кугыжа́
557,Macht::N,poder,власть
558,Macht::N,potència,власть
559,Grenze::N,frontera,грани́ца
560,Krieg::N,guerra,сар
561,Feind::N,enemic,тушма́н
562,Gewalt::N,violència,виешлыма́ш
563,Kampf::N,lluita,кредалма́ш
564,Bogen[Waffe]::N,arc,юҥе́ж
565,Pfeil::N,fletxa,пикш
566,Gewehr::N,fusell,пыча́л
567,Gewehr::N,escopeta,пыча́л
568,Fehler::N,falta,йо́ҥылыш
569,Lüge::N,mentida,шоя́к
570,Schaden::N,dany,зия́н
571,Unglück::N,desgràcia,эҥге́к
572,Schuld::N,culpa,тита́к
573,Schuld::N,culpa,йола́
574,Alter::N,edat,ийго́т
575,Schluss::N,fi,муча́ш
576,Schluss::N,final,муча́ш
577,Zeit::N,temps,жап
578,Zeit::N,temps,па́гыт
579,Tag::N,dia,ке́че
580,Morgen::N,matí,эр
581,Mittag::N,migdia,кечыва́л
582,Abend::N,vespre,кас
583,Nacht::N,nit,йӱд
584,Woche::N,setmana,арня́
585,Monat::N,mes,ты́лзе
586,Jahr::N,any,ий
587,Frühling::N,primavera,шо́шо
588,Sommer::N,estīu,кеҥе́ж
589,Herbst::N,tardor,шы́же
590,Winter::N,hivērn,те́ле
591,Januar::N,gener,шоркыйол
592,Januar::N,gener,идалыкву́й
593,Januar::N,gener,янва́рь
594,Februar::N,febrer,пургыж
595,Februar::N,febrer,февра́ль
596,März::N,març,ӱярня
597,März::N,març,март
598,April::N,abril,апре́ль
599,Mai::N,maig,ага
600,Mai::N,maig,май
601,Juni::N,juny,пеледыш
602,Juni::N,juny,ию́нь
603,Juli::N,juliol,сӱрем
604,Juli::N,juliol,ию́ль
605,August::N,agost,сорла
606,August::N,agost,агарма́н
607,August::N,agost,а́вгуст
608,September::N,setembre,идым
609,September::N,setembre,сентя́брь
610,Oktober::N,octubre,шыжа
611,Oktober::N,octubre,октя́брь
612,November::N,novembre,кылме тылзе
613,November::N,novembre,ноя́брь
614,Dezember::N,desembre,дека́брь
615,Montag::N,dilluns,шо́чмо
616,Dienstag::N,dimarts,ку́шкыжмо
617,Mittwoch::N,dimecres,вӱрге́че
618,Donnerstag::N,dijous,изарня́
619,Freitag::N,divendres,кугарня́
620,Samstag::N,dissabte,шуматке́че
621,Sonntag::N,diumenge,рушарня́
622,groß::A,gros,кугу́
623,klein::A,petīt,изи́
624,lang::A,llarg,кужу́
625,kurz::A,curt,кӱ́чык
626,breit::A,ample,кумда́
627,schmal::A,estret,а́ҥысыр
628,dicht::A,dens,ну́гыдо
629,dick[Gegenstand]::A,gruixūt,кӱ́жгӧ
630,dünn::A,prim,ви́чкыж
631,fein::A,fi,ты́гыде
632,fest::A,ferm,чо́ткыдо
633,fest::A,sòlid,чо́ткыдо
634,flach::A,pla,лапка́
635,glatt::A,llis,яклака́
636,hart::A,dur,пе́ҥгыде
637,weich::A,tou,пу́шкыдо
638,rund::A,rodó,йырге́шке
639,spitz::A,punxegut,коша́р
640,scharf::A,agut,пӱ́сӧ
641,stumpf::A,rom,токма́к
642,stumpf::A,esmussat,токма́к
643,schwer::A,pesāt,не́ле
644,schön::A,bonīc,сы́лне
645,heiß::A,calēnt,шо́кшо
646,warm::A,càlid,ле́ве
647,kalt::A,fred,йӱ́штӧ
648,kühl::A,fresc,юа́лге
649,kühl::A,fresc,южгата́
650,frisch::A,fresc,свежа́
651,feucht::A,humit,вӱ́дыжгӧ
652,nass::A,mullat,нӧ́рӧ
653,trocken::A,sec,ку́кшо
654,voll::A,ple,тич
655,leer::A,buit,яра́
656,offen::A,obert,виш
657,geschlossen::A,tancat,пе́тырыме
658,geschlossen::A,tancat,тӱ́чмӧ
659,sauber::A,net,ару́
660,sauber::A,net,янда́р
661,schmutzig::A,brut,лавыра́н
662,schmutzig::A,brut,ла́выргыше
663,roh::A,cru,кӱ́чымӧ
664,reif::A,madur,лӧза́
665,lecker::A,deliciós,ту́тло
666,süß::A,dolç,ше́ре
667,bitter::A,amarg,ко́чо
668,sauer::A,agre,шо́по
669,hell::A,clar,во́лгыдо
670,dunkel::A,fosc,пычке́мыш
671,schwarz::A,negre,шола́
672,weiß::A,blanc,ош
673,rot::A,vermēll,йошка́р
674,gelb::A,groc,сар
675,blau::A,blau,ка́нде
676,grün::A,verd,ужа́р
677,grau::A,gris,сур
678,bunt::A,multicolor,олача́
679,billig::A,barat,шу́лдо
680,teuer::A,car,ше́рге
681,wertvoll::A,preciós,шергака́н
682,blind::A,cec,со́кыр
683,taub::A,sord,соҥгыра́
684,kräftig::A,fort,куа́тле
685,kräftig::A,vigorós,куа́тле
686,stark::A,fort,вия́н
687,schwach::A,feble,а́лдыме
688,fett::A,gras,коя́
689,schlank::A,esvelt,йоштката́
690,schlank::A,esvelt,яжу́
691,hübsch::A,maco,чеве́р
692,böse::A,dolent,шы́де
693,dumm::A,ximple,аҥыра́
694,dumm::A,estúpid,аҥыра́
695,faul::A,gandūl,його
696,faul::A,mandrós,його
697,fleißig::A,diligēnt,ты́ршыше
698,geizig::A,avar,чаҥга́
699,klug::A,intel·ligent,уша́н
700,geschickt::A,hàbil,уста́
701,lieb::A,amat,ала́л
702,lieb::A,estimat,ала́л
703,lustig::A,alegre,весела́
704,sanft::A,suau,ны́жылге
705,hungrig::A,afamat,шу́жышо
706,krank::A,malālt,че́рле
707,nackt::A,nu,чарама́т
708,traurig::A,trist,ойга́н
709,lebendig::A,viu,и́лыше
710,gut::A,bo,сай
711,schlecht::A,dolēnt,уда́
712,schlecht::A,dolēnt,шӱ́кшӧ
713,richtig::A,just,чы́нле
714,richtig::A,correcte,чы́нле
715,schlimm::A,greu,аля́к
716,schlimm::A,greu,тыра́н
717,wahr::A,vertader,чы́нле
718,wahr::A,vertader,настоя́щий
719,wahr::A,veritable,чы́нле
720,wahr::A,veritable,настоя́щий
721,alt::A,vell,то́што
722,neu::A,nou,у
723,ehemalig::A,antic,о́нчычсо
724,ehemalig::A,antic,онда́кысе
725,alt[Lebewesen]::A,vell,шо́нто
726,jung::A,jove,са́мырык
727,arm::A,pobre,нужна́
728,reich::A,ric,поя́н
729,bekannt::A,conegut,па́лыме
730,berühmt::A,famós,лӱ́млӧ
731,fremd::A,estrany,йот
732,verschieden::A,diferent,тӱ́рлӧ
733,nah::A,pròxim,ли́шыл
734,fern::A,llunyà,тора́
735,fern::A,llunyà,мӱ́ндыр
736,fern::A,distant,тора́
737,fern::A,distant,мӱ́ндыр
738,linker::A,esquerre,шола́
739,rechter::A,dret,пурла́
740,anderer::A,altre,вес
741,anderer::A,altre,мо́ло
742,erster::A,primer,и́кымше
743,zweiter::A,segon,ко́кымшо
744,dritter::A,tercer,ку́мшо
745,letzter::A,últim,пыта́ртыш
746,allein::ADV,sol,шкет
747,auf einmal::ADV,d'una vegada,икана́ште
748,zusammen::ADV,junt,пырля́
749,lange::ADV,molt de temps,кужу́н
750,plötzlich::ADV,de cop,кенета́
751,plötzlich::ADV,de sobte,кенета́
752,sofort::ADV,de seguida,кызыта́к
753,später::ADV,més tard,варара́к
754,jetzt::ADV,ara,ы́нде
755,jetzt::ADV,ara,кы́зыт
756,heute::ADV,avūi,та́че
757,morgen::ADV,demà,эрла́
758,bald::ADV,aviāt,вашке́
759,dann::ADV,després,вара́
760,gestern::ADV,ahir,теҥге́че
761,einst::ADV,anteriorment,икана́
762,damals::ADV,llavōrs,туна́м
763,damals::ADV,aleshores,туна́м
764,danach::ADV,després,вара́
