,Concept_ID,ab,be
728,so::ADV,абас,так
729,noch::ADV,макьана,яшчэ
730,nur::ADV,заҵәык,толькі
731,schon::ADV,уажәшьҭа,ужо
732,schon::ADV,аиҳа ипоу,ужо
733,wieder::ADV,ҿыц,зноў
734,wieder::ADV,дырҩегь,зноў
735,wieder::ADV,дырҩегьых,зноў
736,vergebens::ADV,баша,дарма
737,vergebens::ADV,баша,дарэмна
738,vor::PRP,аҕхьа,перад
739,hinter::PRP,нхыҵ,за
740,hinter::PRP,нхыҵ,ззаду
741,unter::PRP,амҵа,пад
742,unter::PRP,амҵан,пад
743,neben::PRP,ааигуара,каля
744,zwischen::PRP,абжьара,між
745,zwischen::PRP,абжьара,паміж
746,wegen::PRP,-иззы,з-за
747,wegen::PRP,-ҟнытә,з-за
748,dies::PRN,ари,гэта
749,dies::PRN,абри,гэта
750,das::PRN,Абни,тое
751,das::PRN,убри,тое
752,alles::PRN,зегьы,усё
753,ich::PRN,са,я
754,ich::PRN,сара,я
755,du::PRN,бара,ты
756,er::PRN,иара,ён
757,wir::PRN,ҳара,мы
758,ihr::PRN,шәара,вы
759,sie::PRN,дара,яны
760,wer::FPRN,дарбан,хто
761,wo::FADV,иабыкуу,дзе
762,wo::FADV,аба-,дзе
763,wo::FADV,ахь-,дзе
764,wohin::FADV,иабыкуу,куды
765,wohin::FADV,аба-,куды
766,wohin::FADV,ахь-,куды
767,wie::FADV,-шҕа,як
768,warum::FADV,избан,чаму
769,wieviel::FNUM,заҟа,колькі
770,eins::NUM,акы,адзін
771,eins::NUM,аӡәы,адзін
772,zwei::NUM,ҩба,два
773,drei::NUM,хҕа,тры
774,vier::NUM,ҕшьба,чатыры
775,fünf::NUM,хəба,пяць
776,sechs::NUM,фба,шесць
777,sieben::NUM,Бжьба,сем
778,acht::NUM,ааба,восем
779,neun::NUM,жәба,дзевяць
780,zehn::NUM,жәаба,дзесяць
781,elf::NUM,жәеизатәи,адзінаццаць
782,zwölf::NUM,жәаҩа,дванаццаць
783,zwanzig::NUM,ҩажәа,дваццаць
784,dreißig::NUM,ҩажәижәабатәи,трыццаць
785,vierzig::NUM,ҩынҩажәа,сорак
786,fünfzig::NUM,ҩынҩажәеижәаба,пядзесят
787,sechzig::NUM,хынҩажәа,шесдзесят
788,siebzig::NUM,хынҩажәижәаба,семдзесят
789,achtzig::NUM,ҕшьынҩажәа,восемдзесят
790,neunzig::NUM,ҕшьынҩажәижәаба,дзевяноста
791,hundert::NUM,шәкы,сто
792,tausend::NUM,зқьы,тысяча
793,und::CNJ,-и,і
794,und::CNJ,-и,ды
795,oder::CNJ,ма,або
796,stehen::V,агылазаара,стаяць
797,sitzen::V,атəара,сядзець
798,sitzen::V,атəа(заа)ра,сядзець
799,liegen::V,аиара,ляжаць
800,hängen::V,акнаҳара,вісець
801,werden::V,аҟалара,стаць
802,werden::V,аҟалара,зрабіцца
803,passieren::V,аҟалара,трапіцца
804,beginnen::V,алагара,пачацца
805,enden::V,алгара,кончыцца
806,wechseln::V,аҽыҧсахра,мяняцца
807,aufgehen[Sonne]::V,агылара,узысці
808,aufgehen[Sonne]::V,ахашлара,узысці
809,aufgehen[Sonne]::V,аҩаҵхахара,узысці
810,untergehen[Sonne]::V,аҭашəара,зайсці
811,scheinen[Sonne]::V,акаҧхара,свяціць
812,donnern::V,адыдра,грымець
813,wehen::V,асра,дзьмуць
814,strömen::V,акаҭəара,ліцца
815,fließen::V,ацара,цячы
816,sich drehen::V,ахагьежьра,круціцца
817,sich drehen::V,ахагьежьра,варочацца
818,schwanken::V,аҵысра,хістацца
819,schwingen::V,ахызазара,гайдацца
820,schwingen::V,ахызазара,калыхацца
821,schwingen::V,акьаандара,гайдацца
822,schwingen::V,акьаандара,калыхацца
823,fallen::V,акаҳара,падаць
824,brennen::V,абылра,гарэць
825,rauchen::V,ахылҵра,дымець
826,regnen::V,аура,дажджыць
827,gefrieren::V,аҵаара,замерзнуць
828,tauen::V,аӡҭра,раставаць
829,schmelzen::V,ақəӡыҭра,плавіцца
830,schmelzen::V,аҭəара,плавіцца
831,trocknen::V,абара,сохнуць
832,sieden::V,ашра,кіпець
833,faulen::V,абаара,гнісці
834,verfaulen::V,абаара,згнісці
835,verfaulen::V,аилашра,згнісці
836,reißen::V,аҧжəара,ірвацца
837,versinken::V,аӡааҟəрылара,тануць
838,vergehen::V,ацара,праходзіць
839,erscheinen::V,ацəырҵра,зʼявіцца
840,verschwinden::V,аҵашəкəара,знікнуць
841,sinken::V,атəара,спадаць
842,sinken::V,алаҟəра,спадаць
843,abnehmen::V,ацӡаара,паменшыцца
844,abnehmen::V,аиҵалара,паменшыцца
845,zunehmen::V,аҽырҭбаара,павялічвацца
846,zunehmen::V,аиҵыҵра,павялічвацца
847,zunehmen::V,арацəахара,павялічвацца
848,steigen::V,азҳара,паднімацца
849,steigen::V,ашьҭыҵра,паднімацца
850,steigen::V,адухара,паднімацца
851,steigen::V,ацлара,паднімацца
852,wachsen::V,азҳара,расці
853,glänzen::V,ацыр-цырра,блішчаць
854,glänzen::V,ацыҩ-цыҩра,блішчаць
855,glänzen::V,аказказра,блішчаць
856,funkeln::V,ашап-шапра,бліскаць
857,funkeln::V,ацым-цымра,бліскаць
858,lärmen::V,ашьҭыбжьгара,шумець
859,lärmen::V,аҕьҕьаҳәа аилалара,шумець
860,läuten::V,аҵəҵəасра,званіць
861,klingeln::V,аҵəҵəасра,званіць
862,klirren::V,ахьархьарра,бразгаць
863,klirren::V,архьархьарра,бразгаць
864,brausen::V,аилаҽҽара,бушаваць
865,brausen::V,еилашуера,бушаваць
866,klingen::V,агара,гучаць
867,klingen::V,ашьҭыбжь гара,гучаць
868,bellen::V,ашра,брахаць
869,heulen::V,ауура,выць
870,blasen::V,аҭəҳəара,дзьмухнуць
871,pfeifen::V,ашəшəра,свістаць
872,schreien::V,аҳəҳəара,крычаць
873,schreien::V,ахəаара,крычаць
874,schreien::V,аҟаара,крычаць
875,stöhnen::V,ақьра,стагнаць
876,zittern::V,аҵыс-ҵысра,дрыжаць
877,leben::V,аҟазаара,жыць
878,geboren werden::V,Аира,нарадзіцца
879,atmen::V,аҕсыҕ лагаҩагара,дыхаць
880,trinken::V,ажəра,піць
881,essen::V,акрыфара,есці
882,schlucken::V,албаадара,глытаць
883,müde werden::V,ааҕсара,стаміцца
884,einschlafen::V,ацəара,заснуць
885,schlafen::V,ацəазаара,спаць
886,aufwachen::V,аҿыхара,рассыпацца
887,aufstehen::V,Агəылҵра,устаць
888,sich erholen::V,аҧсшьара,адпачываць
889,krank werden::V,ачмазаҩхара,захварэць
890,krank sein::V,аҳəарҧсарра,хварэць
891,schmerzen::V,ахьра,балець
892,husten::V,аимҳәара,кашляць
893,genesen::V,абзиахара,паправіцца
894,genesen::V,абзиахара,паздаравець
895,genesen::V,аӷəӷəахара,паправіцца
896,genesen::V,аӷəӷəахара,паздаравець
897,sterben::V,аҧсра,памерці
898,umkommen::V,аҭахара,загінуць
899,sich bewegen::V,аиҭаҵра,рухацца
900,sich rühren::V,ақəацара,варушыцца
901,sich erheben::V,аҩагылара,устаць
902,sich setzen::V,атəара,сесці
903,hinfallen::V,акаҳара,упасці
904,laufen::V,аныҟəара,хадзіць
905,schreiten::V,ашьаҿа еихгара,шагаць
906,schreiten::V,ашьаҿа еихгара,крочыць
907,spazierengehen::V,анеи-ааира,гуляць
908,eilen::V,аццакра,спяшацца
909,sich beeilen::V,аццакра,спяшацца
910,sausen::V,аҧырра,імчацца
911,sausen::V,иҭрысны,імчацца
912,sausen::V,ишьҭҟьаны ацара,імчацца
913,rennen::V,аҩра,бегаць
914,springen::V,аҧара,скакаць
915,klettern::V,ақəлара,лазіць
916,schaukeln::V,аҟəараҟəанҽара,гайдацца
917,kriechen::V,аҳəазара,поўзаць
918,schwimmen::V,аӡсара,плаваць
919,tauchen::V,ахəӡааҵəира,ныраць
920,rudern::V,аҵшьра,веславаць
921,fahren::V,акала,ехаць
922,fliegen::V,аҧырра,лятаць
923,gehen::V,аиҭаҵра,ісці
924,weggehen::V,ацара,пайсці
925,abfahren::V,адəықəлара,адʼяжджаць
926,abfahren::V,ацара,адʼяжджаць
927,anhalten::V,ааныргылара,спыніцца
928,anhalten::V,ааныргылара,затрымацца
929,hineingehen::V,аҭалара,уваходзіць
930,eintreten::V,аҩналара,увайсці
931,kommen::V,аара,прыйсці
932,kommen::V,ааира,прыйсці
933,ankommen::V,ааира,прыбыць
934,ankommen::V,аара,прыбыць
935,ankommen::V,анеира,прыбыць
936,zurückkommen::V,азыхынҳəра,вярнуцца
937,bleiben::V,аанхара,застацца
938,bleiben::V,анхара,застацца
939,bleiben::V,аангылара,застацца
940,warten::V,азҧшзаара,чакаць
941,erwarten::V,азҧшра,чакаць
942,suchen::V,ашьҭазаара,шукаць
943,finden::V,аҧшаара,знайсці
944,versuchen::V,аҽазкра,прабаваць
945,vorbereiten::V,армазеира,падрыхтаваць
946,lieben::V,абзиабара,кахаць
947,mögen::V,агəаҧхара,любіць
948,lachen::V,аччара,смяяцца
949,rühren::V,арҵəуара,расчуліць
950,weinen::V,аҵəуара,плакаць
951,schimpfen::V,ацəҳара,лаяцца
952,sich ärgern::V,агəаара,сердаваць
953,sich fürchten::V,аӡыӡара,баяцца
954,fürchten::V,ацəшəара,баяцца
955,fliehen::V,абналара,уцякаць
956,fliehen::V,ацəцара,уцякаць
957,flüchten::V,абналара,уцячы
958,flüchten::V,ацəцара,уцячы
959,sehen::V,абара,бачыць
960,anschauen::V,ахəаҧшра,паглядзець
961,ansehen::V,ахəаҧшра,глядзець
962,hören::V,аҳара,чуць
963,zuhören::V,азыӡырҩра,слухаць
964,probieren::V,аҧышəара,каштаваць
965,riechen::V,афыҩра,нюхаць
966,fühlen::V,анырра,адчуваць
967,fühlen::V,ацәакырра,адчуваць
968,scheinen::V,шәа,здавацца
969,scheinen::V,аацәырҵа,здавацца
970,vernehmen::V,аҳара,пачуць
971,frieren::V,ашəра,мёрзнуць
972,frieren::V,аҵаара,мёрзнуць
973,tun::V,аҟаҵара,рабіць
974,können::V,алшара,умець
975,wollen::V,аҭахра,хацець
976,anfangen::V,алагара,пачаць
977,beenden::V,алгара,закончыць
978,aufhören::V,аҟəыҵра,перастаць
979,gelingen::V,аура,удацца
980,gelingen::V,аманшəалахара,удацца
981,gelingen::V,алҵра,удацца
982,geraten::V,нзаарын,аказацца
983,öffnen::V,аартра,адчыніць
984,schließen::V,аркра,зачыніць
985,stellen::V,аргылара,паставіць
986,setzen::V,артəара,пасадзіць
987,legen::V,ақəҵара,класці
988,berühren::V,акьысра,чапаць
989,berühren::V,алакьысра,чапаць
990,verbinden::V,аҿаҳəара,звязаць
991,bedecken::V,ақəршəра,накрыць
992,aufhängen::V,акнаҳара,павесіць
993,anzünden::V,аркра,запаліць
994,aufheben::V,ашьҭыхра,падняць
995,zurücklassen::V,аныжьра,пакінуць
996,verlieren::V,ацəыӡра,згубіць
997,fallen lassen::V,ацəкаҳара,упусціць
998,machen::V,ачаҧара,зрабіць
999,herstellen::V,аиҵдара,вырабіць
1000,bauen::V,аргылара,будаваць
1001,reparieren::V,арҽеира,правіць
1002,verbessern::V,аиҕьтəра,палепшыць
1003,ändern::V,аҧсахра,змяніць
1004,graben::V,ажра,капаць
1005,beugen::V,арҟəра,сагнуць
1006,beugen::V,архəара,сагнуць
1007,biegen::V,арҟəра,пагнуць
1008,biegen::V,архəара,пагнуць
1009,drehen::V,аргьежьра,вярцець
1010,umdrehen::V,аарҳәра,перавярнуць
1011,heben::V,аҩахара,падымаць
1012,heben::V,араҳара,падымаць
1013,hochheben::V,ахагалара,падняць
1014,hochheben::V,ашьҭҳəара,падняць
1015,halten::V,акра,трымаць
1016,drücken::V,ақəрӷəӷəара,націскаць
1017,schieben::V,аҵгəара,пхаць
1018,schieben::V,аҵгəара,штурхаць
1019,schieben::V,агəара,пхаць
1020,schieben::V,агəара,штурхаць
1021,kratzen::V,ацəҟьара,скрэбці
1022,lecken::V,арбзара,лізаць
1023,beißen::V,ацҳара,кусаць
1024,abreißen::V,амжəара,адарваць
1025,abschneiden::V,ахҵəара,адрэзаць
1026,abschneiden::V,аҿахҵəара,адрэзаць
1027,binden::V,аҿаҳəара,вязаць
1028,stecken::V,алаҵара,уваткнуць
1029,brechen::V,аҧҵəара,зламаць
1030,klopfen::V,асра,стукаць
1031,hauen::V,ақəкшара,біць
1032,kleben::V,аҷабра,клеіць
1033,reiben::V,арҟəыҷра,церці
1034,streichen::V,ахьшьра,намазаць
1035,schleifen::V,ахра,тачыць
1036,schneiden::V,аҧҟара,рэзаць
1037,rütteln::V,арҵысра,хістаць
1038,schütteln::V,аршəшəара,трэсці
1039,schwenken::V,аҟьара,махаць
1040,schütten::V,аҭаҭəара,наліць
1041,füllen::V,арҭəра,напоўніць
1042,einwickeln::V,алаҳəара,загарнуць
1043,tragen::V,аҩагара,несці
1044,schleppen::V,арҳəазара,цягнуць
1045,ziehen::V,ахара,цягнуць
1046,aufbewahren::V,аҵəахра,захоўваць
1047,werfen::V,аршəра,кідаць
1048,fangen::V,акра,лавіць
1049,packen::V,анкра,схапіць
1050,packen::V,анкра,схваціць
1051,packen::V,аҵкаара,схапіць
1052,packen::V,аҵкаара,схваціць
1053,verstecken::V,аҵəахра,схаваць
1054,teilen::V,ашара,раздзяліць
1055,schicken::V,ашьҭра,пасылаць
1056,bringen::V,аагара,прынесці
1057,hinzufügen::V,ацҵара,дабавіць
1058,bekommen::V,аҧшаара,дастаць
1059,bekommen::V,архиара,дастаць
1060,bekommen::V,аура,дастаць
1061,erhalten::V,аиура,атрымаць
1062,nehmen::V,агара,ўзяць
1063,wählen::V,алҧшаара,выбраць
1064,auswählen::V,алхра,адабраць
1065,behindern::V,аҧырхагахара,перашкаджаць
1066,verderben::V,алгара,сапсаваць
1067,verderben::V,абжьыхра,сапсаваць
1068,verderben::V,аҧхасҭатəра,сапсаваць
1069,beschädigen::V,аҧхасҭатəра,пашкодзіць
1070,zerbrechen::V,аҧҽра,разбіць
1071,zerreißen::V,аҧжəара,разадраць
1072,zerstören::V,аилаҧыххаара,разбурыць
1073,verbrennen::V,абылра,спаліць
1074,geben::V,аҭара,даць
1075,reichen::V,аҭара,перадаць
1076,schenken::V,аҩгара,дарыць
1077,versprechen::V,ақəргəыӷра,абяцаць
1078,loben::V,арҽхəара,хваліць
1079,küssen::V,агəӡра,цалаваць
1080,zudecken::V,аҵахҩара,накрыць
1081,zudecken::V,ақəршəра,накрыць
1082,wecken::V,арҿыхара,пабудзіць
1083,zeigen::V,арбара,паказаць
1084,führen::V,аныҟəгара,весці
1085,lehren::V,арҵара,вучыць
1086,unterrichten::V,арҧхьара,выкладаць
1087,aufziehen::V,ааӡара,выхаваць
1088,leiten::V,ахагылазаара,кіраваць
1089,antreiben::V,арццакра,падганяць
1090,lassen::V,арҟаҵара,прымусіць
1091,einladen::V,ааҕхьара,запрасіць
1092,einladen::V,анаҧхьара,запрасіць
1093,vereinigen::V,аилаҵара,абʼяднаць
1094,besuchen::V,абара,наведаць
1095,treffen::V,аҧылара,сустрэць
1096,sich versammeln::V,аизара,сабрацца
1097,spielen::V,ахəмарра,гуляць
1098,singen::V,ашəаҳəара,пець
1099,singen::V,ашəаҳəара,спяваць
1100,tanzen::V,акəашара,танцаваць
1101,sich trennen::V,аилыҵра,расстацца
1102,verlassen::V,акажьра,пакінуць
1103,retten::V,Аиқəрхара,выратаваць
1104,bewachen::V,ахьчара,ахоўваць
1105,schützen::V,ацəыхьчара,уберагаць
1106,verteidigen::V,ахьчара,абараніць
1107,sich schlagen::V,аисра,біцца
1108,sich schlagen::V,аисра,драцца
1109,schießen::V,ахысра,страляць
1110,siegen::V,аиааира,перамагчы
1111,ärgern::V,аргəаара,злаваць
1112,schlagen::V,асра,ударыць
1113,schlagen::V,аҭасра,ударыць
1114,stechen::V,алакшара,укалоць
1115,stoßen::V,агəҭасра,папхнуць
1116,stehlen::V,аӡара,украсці
1117,stören::V,аҧырхагахара,перашкодзіць
1118,belästigen::V,аргəамҵра,дакучаць
1119,verbergen::V,аӡара,скрыць
1120,verbergen::V,аӡара,схаваць
1121,täuschen::V,ажьара,падмануць
1122,betrügen::V,ажьара,змахляваць
1123,töten::V,ашьра,забіць
1124,wohnen::V,анхара,жыць
1125,arbeiten::V,аусура,працаваць
1126,sammeln::V,аҟəшəара,сабраць
1127,pflücken::V,аҿыршəара,зрываць
1128,pflücken::V,аҿыхра,зрываць
1129,jagen::V,ашəарыцара,паляваць
1130,fischen::V,аҧсыӡ икуеит,рыбачыць
1131,fassen::V,акра,злавіць
1132,hüten::V,арҳəра,пасвіць
1133,hüten::V,ахьчара,пасвіць
1134,treiben::V,акацара,гнаць
1135,anbinden::V,адҳəалара,прывязаць
1136,füttern::V,акырҿаҵара,карміць
1137,melken::V,ахьара,даіць
1138,hacken::V,аҟəаҟəара,сячы
1139,gießen::V,аҵаҭəара,паліць
1140,reifen::V,ашəра,паспець
1141,reifen::V,аҟалара,паспець
1142,zubereiten::V,ацура,зварыць
1143,zubereiten::V,ацура,згатаваць
1144,kochen::V,ажəра,варыць
1145,backen::V,аӡра,пячы
1146,braten::V,аӡра,смажыць
1147,umrühren::V,аилрыхра,перамяшаць
1148,stricken::V,аҧара,вязаць
1149,nähen::V,аӡахра,шыць
1150,färben::V,ашəра,пафарбаваць
1151,reinigen::V,арыцқьара,ачысціць
1152,waschen::V,аӡәӡәара,мыць
1153,abwischen::V,арбара,выцерці
1154,spülen::V,аҭыршара,паласкаць
1155,fegen::V,аҧссара,падмятаць
1156,baden::V,аҽыкəабара,купацца
1157,sich waschen::V,аҽыӡəӡəара,мыцца
1158,ausziehen::V,ашəыхра,зняць
1159,anziehen::V,ашəҵара,надзець
1160,sich anziehen::V,аҽеилаҳəара,адзецца
1161,kämmen::V,аҳəара,прычасаць
1162,schmücken::V,арҧшӡара,аздобіць
1163,sagen::V,аҳəара,сказаць
1164,sprechen::V,ацəажəара,гаварыць
1165,reden::V,ацəажəара,размаўляць
1166,reden::V,аицәажәара,размаўляць
1167,sich unterhalten::V,аицәажәара,гутарыць
1168,fragen::V,азҵаара,спытаць
1169,bitten::V,аҳəара,прасіць
1170,erzählen::V,аҳəара,расказаць
1171,mitteilen::V,азыцҳара,паведаміць
1172,nennen::V,ахьӡҵара,назваць
1173,rufen::V,азҿыҭра,зваць
1174,prahlen::V,аҽхəара,хваліцца
1175,übersetzen::V,аиҭагара,перакласці
1176,denken::V,азхəыцра,думаць
1177,glauben::V,ахаҵара,верыць
1178,bemerken::V,агəаҭара,заўважыць
1179,erkennen::V,адырра,пазнаць
1180,begreifen::V,аилкаара,спасцігнуць
1181,verstehen::V,аҳара,пачуць
1182,lernen::V,аҵара,вучыцца
1183,wissen::V,адырра,знаць
1184,sich erinnern an::V,агəаларшəара,памятаць
1185,vergessen::V,ахашҭра,забыць
1186,messen::V,ашəара,мераць
1187,zählen::V,аҧхьаӡара,лічыць
1188,rechnen::V,аҳасабра,лічыць
1189,lesen::V,аҧхьара,чытаць
1190,besitzen::V,амазаара,мець
1191,kaufen::V,Аахəара,купіць
1192,verkaufen::V,аҭира,прадаць
1193,bezahlen::V,ахҭынҵара,заплаціць
1194,bezahlen::V,ашəара,заплаціць
1195,zahlen::V,ашəара,плаціць
1196,ertragen::V,ачҳара,выцерпець
1197,Moor::N,,балота
1198,Kralle::N,,лапа
1199,Schwarm::N,,чарада
1200,Sache::N,,рэч
1201,Menge::N,,колькасць
1202,Essen::N,,ежа
1203,Geschäft::N,,заняцце
1204,Monat::N,,месяц
1205,Jahr::N,,год
1206,dünn::A,,тонкі
1207,roh::A,,сыры
1208,durch::PRP,,праз
1209,was::FPRN,,што
1210,rauschen::V,,шастаць
1211,zu sehen sein::V,,віднецца
1212,wenden::V,,павярнуць
1213,ergreifen::V,,схапіць
1214,ergreifen::V,,схваціць
1215,bewahren::V,,захаваць
1216,wünschen::V,,жадаць
1217,wiegen::V,,гушкаць
1218,wiegen::V,,калыхаць
1219,treten::V,,штурхаць
1220,kehren::V,,месці
1221,malen::V,,маляваць
1222,zeichnen::V,,рысаваць
1223,schreiben::V,,пісаць
1224,beherrschen::V,,уладаць
1225,beherrschen::V,,валодаць
