,Concept_ID,da,br
826,sich erheben::V,rejse sig,sevel
827,sich setzen::V,sætte sig,azezañ
828,sich setzen::V,sætte sig,mont en e goazez
829,laufen::V,løbe,redek
830,schreiten::V,skride,kerzhet
831,spazierengehen::V,gå en tur,pourmen
832,eilen::V,ile,hastañ
833,sich beeilen::V,skynde sig,hastañ
834,sausen::V,suse,karzhañ
835,rennen::V,løbe,redek
836,rennen::V,rende,redek
837,springen::V,hoppe,lammat
838,springen::V,springe,lammat
839,klettern::V,klatre,krimpat
840,schaukeln::V,gynge,brañsellat
841,kriechen::V,krybe,skrampañ
842,schwimmen::V,svømme,neuial
843,tauchen::V,dykke,splujañ
844,rudern::V,ro,roeñvat
845,fahren::V,køre,kas
846,fahren::V,køre,bleniañ
847,fliegen::V,flyve,nijal
848,gehen::V,gå,mont
849,weggehen::V,gå bort,mont kuit
850,abfahren::V,køre bort,mont kuit
851,anhalten::V,standse,chom a-sav
852,hineingehen::V,gå ind,monet e-barzh
853,eintreten::V,træde ind,monet e-barzh
854,kommen::V,komme,dont
855,ankommen::V,ankomme,erruout
856,zurückkommen::V,komme tilbage,addonet
857,bleiben::V,blive,chom
858,bleiben::V,forblive,chom
859,warten::V,vente,gortoz
860,erwarten::V,vente,gortoz
861,erwarten::V,afvente,gortoz
862,suchen::V,søge,klask
863,finden::V,finde,kavout
864,versuchen::V,forsøge,klask
865,vorbereiten::V,forberede,aozañ
866,lieben::V,elske,karout
867,mögen::V,holde af,karout
868,mögen::V,kunne lide,karout
869,lachen::V,le,c'hoarzin
870,rühren::V,røre,tenerañ
871,weinen::V,græde,gouelañ
872,schimpfen::V,skænde,krozal
873,sich ärgern::V,ærgre sig,fachañ
874,sich ärgern::V,ærgre sig,en em fachañ
875,sich fürchten::V,være bange,
876,fürchten::V,være bange for,
877,fliehen::V,flygte,tec'het
878,flüchten::V,flygte,tuzañ
879,sehen::V,se,gwelet
880,anschauen::V,se på,sellout ouzh
881,anschauen::V,betragte,sellout ouzh
882,ansehen::V,anse,sellout ouzh
883,hören::V,høre,klevet
884,zuhören::V,høre til,selaou
885,probieren::V,smage,blasa
886,probieren::V,smage på,blasa
887,riechen::V,lugte,klevet
888,fühlen::V,føle,santout
889,scheinen::V,synes,diskouez bezañ
890,zu sehen sein::V,synes,bezañ gwelus
891,vernehmen::V,erfare,merzhañ
892,frieren::V,fryse,anoued
893,tun::V,gøre,ober
894,können::V,kunne,gouzout
895,wollen::V,ville,fellout da
896,wollen::V,ville,kaout c'hoant da
897,anfangen::V,begynde,kregiñ
898,beenden::V,afslutte,achuiñ
899,aufhören::V,ophøre,paouez
900,aufhören::V,holde op,paouez
901,gelingen::V,lykkes,
902,geraten::V,blive,
903,öffnen::V,åbne,digeriñ
904,schließen::V,lukke,serriñ
905,stellen::V,stille,lakaat
906,setzen::V,sætte,lakaat
907,legen::V,lægge,lakaat
908,berühren::V,berøre,touch
909,verbinden::V,forbinde,eren
910,bedecken::V,dække,goloiñ
911,bedecken::V,bedække,goloiñ
912,aufhängen::V,hænge,istribilhañ
913,aufhängen::V,hænge op,istribilhañ
914,anzünden::V,tænde,alumiñ
915,anzünden::V,tænde,c'hwezzañ
916,anzünden::V,antænde,alumiñ
917,anzünden::V,antænde,c'hwezzañ
918,aufheben::V,løfte,dastum
919,aufheben::V,tage op,dastum
920,zurücklassen::V,lade tilbage,lezel
921,verlieren::V,miste,koll
922,fallen lassen::V,tabe,laoskel
923,fallen lassen::V,tabe,lezel da gouezhel
924,fallen lassen::V,droppe,laoskel
925,fallen lassen::V,droppe,lezel da gouezhel
926,machen::V,gøre,ober
927,herstellen::V,fremstille,fardañ
928,bauen::V,bygge,sevel
929,reparieren::V,reparere,adaozañ
930,verbessern::V,rette,gwellaat
931,verbessern::V,forbedre,gwellaat
932,ändern::V,ændre,cheñch
933,graben::V,grave,kleuzañ
934,beugen::V,bøje,plegañ
935,biegen::V,bøje,krommañ
936,drehen::V,dreje,treiñ
937,wenden::V,vende,treiñ
938,umdrehen::V,dreje om,treiñ
939,heben::V,hæve,sevel
940,hochheben::V,løfte,sevel
941,ergreifen::V,gribe fat i,kemer
942,halten::V,holde,dalc'hen
943,drücken::V,trykke,bountañ
944,schieben::V,skyde,poulzañ
945,schieben::V,skubbe,poulzañ
946,kratzen::V,klø,skrabat
947,kratzen::V,kradse,skrabat
948,lecken::V,slikke,lipat
949,beißen::V,bide,kregiñ
950,abreißen::V,rive af,diframmañ
951,abschneiden::V,skære af,troc'hañ
952,binden::V,binde,stagañ
953,stecken::V,stikke,sankañ
954,brechen::V,brække,darnaouiñ
955,klopfen::V,banke,skoiñ
956,hauen::V,hugge,dornañ
957,kleben::V,klistre,pegañ
958,reiben::V,gnide,taravat
959,reiben::V,gnide,trekiñ
960,streichen::V,smøre,toazañ
961,schleifen::V,slibe,lemmañ
962,schneiden::V,skære,troc'hañ
963,schneiden::V,klippe,troc'hañ
964,rütteln::V,ruske,tordorosañ
965,schütteln::V,ryste,hejañ
966,schwenken::V,svinge,
967,schütten::V,hælde,diskargañ
968,füllen::V,fylde,kargañ
969,einwickeln::V,pakke ind,gronnañ
970,tragen::V,bære,dougen
971,schleppen::V,slæbe,stlejal
972,ziehen::V,trække,sachañ
973,aufbewahren::V,opbevare,miret
974,werfen::V,kaste,teuler
975,fangen::V,fange,tapañ
976,packen::V,gribe,krapat
977,verstecken::V,gemme,kuzhat
978,teilen::V,dele,rannañ
979,schicken::V,sende,kas
980,bringen::V,bringe,degas
981,hinzufügen::V,tilføje,lakat ouzhpenn
982,bekommen::V,få,kaout
983,erhalten::V,få,kaout
984,nehmen::V,tage,kemer
985,wählen::V,vælge,choaz
986,auswählen::V,udvælge,dibab
987,bewahren::V,bevare,mirout
988,behindern::V,hindre,diaezañ
989,behindern::V,forhindre,diaezañ
990,verderben::V,ødelægge,lovrañ
991,beschädigen::V,beskadige,gwallegañ
992,zerbrechen::V,brække itu,torriñ
993,zerreißen::V,rive itu,diroegiñ
994,zerstören::V,ødelægge,distrujañ
995,verbrennen::V,brænde,deviñ
996,geben::V,give,reiñ
997,reichen::V,række,
998,schenken::V,forære,donezonañ
999,versprechen::V,love,prometiñ
1000,wünschen::V,ønske,hetiñ
1001,loben::V,rose,feurmiñ
1002,küssen::V,kysse,pokat
1003,wiegen::V,vugge,pouezañ
1004,zudecken::V,dække til,goloiñ
1005,wecken::V,vække,dihuniñ
1006,zeigen::V,vise,diskouez
1007,führen::V,føre,kas
1008,lehren::V,lære,deskiñ
1009,unterrichten::V,undervise,kelenn
1010,aufziehen::V,opdrage,
1011,leiten::V,lede,bleinañ
1012,antreiben::V,skynde på,poulzañ
1013,lassen::V,få til at,leuskel
1014,einladen::V,indbyde,pediñ
1015,einladen::V,invitere,pediñ
1016,vereinigen::V,forene,unisañ
1017,besuchen::V,besøge,gweladenniñ
1018,treffen::V,møde,kejal
1019,treffen::V,møde,ankontrañ
1020,sich versammeln::V,forsamles,bodennañ
1021,spielen::V,lege,c'hoari
1022,spielen::V,spille,c'hoari
1023,singen::V,synge,kanañ
1024,tanzen::V,danse,dañsal
1025,sich trennen::V,skilles,dispartiañ
1026,verlassen::V,forlade,lezel
1027,retten::V,redde,saveteiñ
1028,bewachen::V,bevogte,mesa
1029,schützen::V,skærme,diwall
1030,schützen::V,beskytte,diwall
1031,verteidigen::V,forsvare,difenn
1032,sich schlagen::V,slås,lopañ
1033,schießen::V,skyde,
1034,siegen::V,sejre,trec'hiñ
1035,ärgern::V,ærgre,hegasiñ
1036,schlagen::V,slå,skeiñ
1037,treten::V,sparke,botaouiñ
1038,stechen::V,stikke,pikat
1039,stoßen::V,støde,stokañ
1040,stehlen::V,stjæle,laerezh
1041,stören::V,forstyrre,direnkañ
1042,belästigen::V,genere,dregasiñ
1043,belästigen::V,ulejlige,dregasiñ
1044,verbergen::V,skjule,skoachañ
1045,täuschen::V,villede,tromplañ
1046,betrügen::V,bedrage,lorbañ
1047,töten::V,dræbe,lazhañ
1048,wohnen::V,bo,bezañ o chom
1049,arbeiten::V,arbejde,labourat
1050,sammeln::V,samle,dastum
1051,pflücken::V,plukke,kuntuilhañ
1052,jagen::V,jage,chaseal
1053,fischen::V,fiske,pesketa
1054,fassen::V,fange,pakañ
1055,hüten::V,vogte,geota
1056,treiben::V,drive,
1057,anbinden::V,binde fast,stagañ
1058,füttern::V,fodre,boueta
1059,melken::V,malke,goro
1060,hacken::V,hakke,difrakal
1061,gießen::V,hælde,dourañ
1062,reifen::V,modne,azviñ
1063,zubereiten::V,tilberede,keginañ
1064,kochen::V,koge,poazhañ
1065,backen::V,bage,fritañ
1066,braten::V,stege,rostañ
1067,umrühren::V,røre om,
1068,stricken::V,strikke,stammañ
1069,nähen::V,sy,gwriat
1070,färben::V,farve,livañ
1071,reinigen::V,rense,naetañ
1072,reinigen::V,gøre ren,naetañ
1073,waschen::V,vaske,gwalc'hiñ
1074,abwischen::V,tørre af,torchañ
1075,spülen::V,skylle,disgwalc'hiñ
1076,fegen::V,feje,skubañ
1077,kehren::V,feje,skubañ
1078,baden::V,bade,kouronkañ
1079,sich waschen::V,vaske sig,en em walc'hiñ
1080,ausziehen::V,tage af,
1081,anziehen::V,tage på,
1082,sich anziehen::V,klæde sig på,gwiskañ
1083,kämmen::V,rede,kribat
1084,kämmen::V,frisere,kribat
1085,schmücken::V,pynte,kinklañ
1086,schmücken::V,smykke,kinklañ
1087,sagen::V,sige,larêt
1088,sagen::V,sige,lavaret
1089,sprechen::V,snakke,komz
1090,reden::V,tale,kaozeal
1091,reden::V,snakke,kaozeal
1092,sich unterhalten::V,snakke sammen,balbotal
1093,fragen::V,spørge,goulenn
1094,bitten::V,bede,goulenn
1095,erzählen::V,berette,kontañ
1096,erzählen::V,fortælle,kontañ
1097,mitteilen::V,meddele,kemenn
1098,nennen::V,nævne,anviñ
1099,rufen::V,råbe,gelver
1100,prahlen::V,prale,fougeal
1101,übersetzen::V,oversætte,treiñ
1102,denken::V,tænke,soñjal
1103,glauben::V,tro,krediñ
1104,bemerken::V,bemærke,apresevañ
1105,bemerken::V,lægge mærke til,apresevañ
1106,erkennen::V,genkende,anavout
1107,begreifen::V,begribe,meizañ
1108,verstehen::V,forstå,kompren
1109,lernen::V,lære,deskiñ
1110,wissen::V,vide,gouzout
1111,sich erinnern an::V,mindes,kaout soñj e
1112,sich erinnern an::V,huske på,kaout soñj e
1113,vergessen::V,glemme,ankouaat
1114,messen::V,måle,muzuliañ
1115,zählen::V,tælle,kontañ
1116,rechnen::V,regne,jedañ
1117,lesen::V,læse,lenn
1118,malen::V,male,livañ
1119,zeichnen::V,tegne,tresañ
1120,schreiben::V,skrive,skrivañ
1121,besitzen::V,eje,kaout
1122,besitzen::V,besidde,kaout
1123,kaufen::V,købe,prenañ
1124,verkaufen::V,sælge,gwerzhañ
1125,bezahlen::V,betale,paeañ
1126,zahlen::V,betale,paeañ
1127,beherrschen::V,beherske,mestroniañ
1128,ertragen::V,tåle,anduriñ
1129,ertragen::V,udholde,anduriñ
1130,hinfallen::V,,kouezhañ
