,Concept_ID,ca,nl
862,zwei::NUM,dos,twee
863,drei::NUM,tres,drie
864,vier::NUM,quatre,vier
865,fünf::NUM,cinc,vijf
866,sechs::NUM,sis,zes
867,sieben::NUM,set,zeven
868,acht::NUM,vuit,acht
869,neun::NUM,nou,negen
870,zehn::NUM,deu,tien
871,elf::NUM,onze,elf
872,zwölf::NUM,dotze,twaalf
873,zwanzig::NUM,vint,twintig
874,dreißig::NUM,trenta,dertig
875,vierzig::NUM,quaranta,veertig
876,fünfzig::NUM,cinquanta,vijftig
877,sechzig::NUM,seixanta,zestig
878,siebzig::NUM,setanta,zeventig
879,achtzig::NUM,vuitanta,tachtig
880,neunzig::NUM,noranta,negentig
881,hundert::NUM,cent,honderd
882,tausend::NUM,mil,duizend
883,und::CNJ,i,en
884,oder::CNJ,o,of
885,stehen::V,estar de peu,staan
886,sitzen::V,seure,zitten
887,liegen::V,jeure,liggen
888,hängen::V,penjar,hangen
889,werden::V,fer-se,worden
890,werden::V,posar-se,worden
891,passieren::V,succeir,gebeuren
892,beginnen::V,iniciar-se,beginnen
893,enden::V,acabar-se,eindigen
894,enden::V,terminar-se,eindigen
895,wechseln::V,canviar,wijzigen
896,wechseln::V,canviar,veranderen
897,aufgehen[Sonne]::V,sortir,opgaan
898,untergehen[Sonne]::V,posar-se,ondergaan
899,scheinen[Sonne]::V,brillar,schijnen
900,donnern::V,tronar,donderen
901,wehen::V,bufar,waaien
902,strömen::V,afluir,stromen
903,fließen::V,fluir,vloeien
904,sich drehen::V,girar,draaien
905,sich drehen::V,girar,zich draaien
906,schwanken::V,vacil·lar,wankelen
907,schwingen::V,oscil·lar,zwieren
908,fallen::V,caure,vallen
909,fallen::V,tombar,vallen
910,brennen::V,cremar,branden
911,rauchen::V,fumejar,roken
912,regnen::V,ploure,regenen
913,gefrieren::V,gelar-se,bevriezen
914,tauen::V,fondre's,dooien
915,schmelzen::V,fondre's,smelten
916,trocknen::V,assecar-se,drogen
917,sieden::V,bullir,koken
918,sieden::V,bullir,zieden
919,faulen::V,podrir-se,rotten
920,verfaulen::V,podrir-se,verrotten
921,reißen::V,trencar-se,scheuren
922,versinken::V,enfonsar-se,verzinken
923,vergehen::V,passar,vergaan
924,erscheinen::V,aparèixer,opdagen
925,erscheinen::V,aparèixer,verschijnen
926,verschwinden::V,desaparèixer,verdwijnen
927,sinken::V,baixar,zinken
928,sinken::V,descendir,zinken
929,abnehmen::V,decréixer,afnemen
930,abnehmen::V,decréixer,verminderen
931,zunehmen::V,augmentar,toenemen
932,steigen::V,pujar,stijgen
933,steigen::V,pujar,omhooggaan
934,wachsen::V,créixer,groeien
935,glänzen::V,brillar,glanzen
936,glänzen::V,brillar,schitteren
937,glänzen::V,resplendir,glanzen
938,glänzen::V,resplendir,schitteren
939,funkeln::V,espurnejar,fonkelen
940,lärmen::V,fer soroll,lawaai maken
941,läuten::V,sonar,luiden
942,klingeln::V,trucar,bellen
943,klirren::V,dringar,rinkelen
944,brausen::V,rugir,bruisen
945,rauschen::V,murmurar,ruisen
946,klingen::V,sonar,klinken
947,bellen::V,lladrar,blaffen
948,heulen::V,udolar,huilen
949,blasen::V,bufar,blazen
950,pfeifen::V,xiular,fluiten
951,schreien::V,cridar,gillen
952,schreien::V,cridar,schreeuwen
953,stöhnen::V,gemegar,steunen
954,zittern::V,tremolar,beven
955,zittern::V,tremolar,sidderen
956,leben::V,vīure,leven
957,geboren werden::V,néixer,geboren worden
958,atmen::V,respirar,ademen
959,trinken::V,beure,drinken
960,essen::V,menjar,eten
961,schlucken::V,empassar-se,slikken
962,müde werden::V,cansar-se,moe worden
963,einschlafen::V,adormir-se,inslapen
964,schlafen::V,dormir,slapen
965,aufwachen::V,despertar-se,ontwaken
966,aufwachen::V,despertar-se,wakker worden
967,aufstehen::V,llevar-se,opstaan
968,sich erholen::V,descansar,zich ontspannen
969,krank werden::V,posar-se malalt,ziek worden
970,krank sein::V,estar malalt,ziek zijn
971,schmerzen::V,doldre,pijn doen
972,husten::V,tossir,hoesten
973,genesen::V,recuperar-se,genezen
974,sterben::V,morir,sterven
975,sterben::V,morir,overlijden
976,umkommen::V,perir,omkomen
977,sich bewegen::V,moure's,zich bewegen
978,sich rühren::V,moure's,zich verroeren
979,sich erheben::V,aixecar-se,oprijzen
980,sich erheben::V,aixecar-se,verrijzen
981,sich setzen::V,asseure's,gaan zitten
982,hinfallen::V,caure's,vallen
983,hinfallen::V,caure's,neervallen
984,laufen::V,caminar,lopen
985,schreiten::V,procedir,stappen
986,schreiten::V,procedir,schrijden
987,spazierengehen::V,passejar,gaan wandelen
988,eilen::V,anar corrent,ijlen
989,eilen::V,anar corrent,haasten
990,sich beeilen::V,afanyar-se,zich haasten
991,sausen::V,córrer,stuiven
992,rennen::V,córrer,rennen
993,springen::V,saltar,springen
994,klettern::V,escalar,klimmen
995,klettern::V,escalar,klauteren
996,schaukeln::V,gronxar-se,schommelen
997,schaukeln::V,balancejar-se,schommelen
998,kriechen::V,reptar,kruipen
999,kriechen::V,arrossegar-se,kruipen
1000,schwimmen::V,nadar,zwemmen
1001,tauchen::V,bussejar,duiken
1002,tauchen::V,submergir-se,duiken
1003,rudern::V,remar,roeien
1004,fahren::V,anar,rijden
1005,fliegen::V,volar,vliegen
1006,gehen::V,caminar,gaan
1007,weggehen::V,anar-se'n,weggaan
1008,abfahren::V,partir,vertrekken
1009,anhalten::V,aturar-se,stoppen
1010,anhalten::V,aturar-se,stilhouden
1011,hineingehen::V,entrar,ingaan
1012,hineingehen::V,entrar,binnengaan
1013,eintreten::V,entrar,binnenkomen
1014,kommen::V,venir,komen
1015,ankommen::V,arribar,aankomen
1016,zurückkommen::V,tornar,terugkomen
1017,bleiben::V,quedar-se,blijven
1018,warten::V,esperar,wachten
1019,erwarten::V,esperar,verwachten
1020,suchen::V,buscar,zoeken
1021,finden::V,trobar,vinden
1022,versuchen::V,intentar,proberen
1023,versuchen::V,intentar,beproeven
1024,vorbereiten::V,preparar,voorbereiden
1025,lieben::V,estimar,houden van
1026,mögen::V,agradar a,lusten
1027,mögen::V,agradar a,houden van
1028,lachen::V,riure,lachen
1029,rühren::V,commoure,roeren
1030,rühren::V,emocionar,roeren
1031,weinen::V,plorar,huilen
1032,weinen::V,plorar,schreien
1033,schimpfen::V,renyar,kijven
1034,schimpfen::V,renyar,schelden
1035,sich ärgern::V,enfadar-se,zich ergeren
1036,sich fürchten::V,tenir por,bang zijn
1037,fürchten::V,témer,vrezen
1038,fliehen::V,fugir,vluchten
1039,flüchten::V,refugiar-se,ontsnappen
1040,flüchten::V,refugiar-se,ontkomen
1041,sehen::V,veure,zien
1042,anschauen::V,mirar,aankijken
1043,ansehen::V,mirar,aanzien
1044,ansehen::V,mirar,bekijken
1045,hören::V,oir,horen
1046,zuhören::V,escoltar,luisteren
1047,probieren::V,provar,proeven
1048,riechen::V,olorar,ruiken
1049,fühlen::V,sentīr,voelen
1050,scheinen::V,semblar,lijken
1051,zu sehen sein::V,poder-se veure,te zien zijn
1052,vernehmen::V,percebre,vernemen
1053,frieren::V,tenir fred,het koud hebben
1054,tun::V,fer,doen
1055,können::V,poder,kunnen
1056,wollen::V,voler,willen
1057,anfangen::V,iniciar,beginnen
1058,anfangen::V,iniciar,aanvangen
1059,beenden::V,acabar,beëindigen
1060,aufhören::V,deixar,ophouden
1061,gelingen::V,sortir bé,lukken
1062,gelingen::V,sortir bé,gelukken
1063,geraten::V,sortir,uitvallen
1064,öffnen::V,obrir,openen
1065,öffnen::V,obrir,opendoen
1066,schließen::V,tancar,sluiten
1067,schließen::V,tancar,dichtdoen
1068,stellen::V,posar,stellen
1069,stellen::V,posar,plaatsen
1070,stellen::V,col·locar,stellen
1071,stellen::V,col·locar,plaatsen
1072,setzen::V,assentar,zetten
1073,setzen::V,assentar,plaatsen
1074,legen::V,posar,leggen
1075,berühren::V,tocar,aanraken
1076,verbinden::V,unir,verbinden
1077,verbinden::V,connectar,verbinden
1078,bedecken::V,tapar,bedekken
1079,bedecken::V,cobrir,bedekken
1080,aufhängen::V,penjar,ophangen
1081,anzünden::V,encendre,aansteken
1082,aufheben::V,aixecar,oprapen
1083,zurücklassen::V,deixar,achterlaten
1084,verlieren::V,pērdre,verliezen
1085,fallen lassen::V,deixar caure,laten vallen
1086,machen::V,fer,maken
1087,herstellen::V,producir,produceren
1088,herstellen::V,producir,voortbrengen
1089,bauen::V,construir,bouwen
1090,reparieren::V,reparar,repareren
1091,reparieren::V,reparar,herstellen
1092,verbessern::V,millorar,verbeteren
1093,ändern::V,canviar,wijzigen
1094,ändern::V,canviar,veranderen
1095,graben::V,cavar,graven
1096,beugen::V,doblegar,buigen
1097,biegen::V,corbar,buigen
1098,biegen::V,arquejar,buigen
1099,drehen::V,girar,draaien
1100,wenden::V,girar,keren
1101,wenden::V,girar,wenden
1102,umdrehen::V,voltar,omdraaien
1103,heben::V,pujar,heffen
1104,heben::V,pujar,optillen
1105,heben::V,aixecar,heffen
1106,heben::V,aixecar,optillen
1107,hochheben::V,aixecar,tillen
1108,ergreifen::V,agafar,pakken
1109,ergreifen::V,agafar,grijpen
1110,halten::V,mantenir,houden
1111,drücken::V,prémer,drukken
1112,drücken::V,estrènyer,drukken
1113,schieben::V,empènyer,duwen
1114,schieben::V,empènyer,schuiven
1115,kratzen::V,raspar,krassen
1116,lecken::V,llepar,likken
1117,beißen::V,mossegar,bijten
1118,abreißen::V,arrencar,afrukken
1119,abreißen::V,arrencar,afscheuren
1120,abschneiden::V,tallar,afsnijden
1121,binden::V,lligar,binden
1122,stecken::V,ficar,steken
1123,brechen::V,trencar,breken
1124,klopfen::V,trucar,kloppen
1125,hauen::V,picar,houwen
1126,hauen::V,colpejar,houwen
1127,kleben::V,enganxar,plakken
1128,reiben::V,fregar,wrijven
1129,streichen::V,untar,smeren
1130,schleifen::V,afilar,slijpen
1131,schleifen::V,esmolar,slijpen
1132,schneiden::V,tallar,snijden
1133,rütteln::V,sacsejar,schudden
1134,schütteln::V,agitar,schudden
1135,schütteln::V,sacsejar,schudden
1136,schwenken::V,agitar,wuiven
1137,schwenken::V,agitar,zwaaien
1138,schütten::V,abocar,gieten
1139,schütten::V,abocar,storten
1140,füllen::V,omplir,vullen
1141,einwickeln::V,embolicar,inwikkelen
1142,tragen::V,dur,dragen
1143,tragen::V,portar,dragen
1144,schleppen::V,arrossegar,slepen
1145,ziehen::V,tirar,trekken
1146,ziehen::V,estirar,trekken
1147,aufbewahren::V,conservar,bewaren
1148,werfen::V,llançar,gooien
1149,fangen::V,agafar,vangen
1150,fangen::V,atrapar,vangen
1151,packen::V,engrapar,pakken
1152,packen::V,engrapar,vastpakken
1153,verstecken::V,amagar,verstoppen
1154,teilen::V,dividir,delen
1155,schicken::V,enviar,sturen
1156,bringen::V,portar,brengen
1157,hinzufügen::V,afegir,toevoegen
1158,bekommen::V,obtenir,verkrijgen
1159,erhalten::V,rebre,krijgen
1160,nehmen::V,prendre,nemen
1161,wählen::V,triar,kiezen
1162,wählen::V,triar,verkiezen
1163,wählen::V,elegir,kiezen
1164,wählen::V,elegir,verkiezen
1165,auswählen::V,escollir,uitkiezen
1166,auswählen::V,seleccionar,uitkiezen
1167,bewahren::V,conservar,bewaren
1168,behindern::V,impedir,hinderen
1169,behindern::V,obstaculitzar,hinderen
1170,verderben::V,espatllar,bederven
1171,beschädigen::V,danyar,beschadigen
1172,beschädigen::V,destrossar,beschadigen
1173,zerbrechen::V,trencar,breken
1174,zerbrechen::V,trencar,stukbreken
1175,zerreißen::V,estripar,scheuren
1176,zerreißen::V,estripar,verscheuren
1177,zerstören::V,destruir,vernielen
1178,verbrennen::V,cremar,branden
1179,verbrennen::V,cremar,verbranden
1180,geben::V,donar,geven
1181,reichen::V,passar,reiken
1182,reichen::V,passar,aanreiken
1183,schenken::V,regalar,schenken
1184,versprechen::V,prometre,beloven
1185,wünschen::V,desitjar,wensen
1186,loben::V,elogiar,loven
1187,loben::V,elogiar,prijzen
1188,küssen::V,fer un petó a,kussen
1189,wiegen::V,bressolar,wiegen
1190,zudecken::V,tapar,toedekken
1191,zudecken::V,cobrir,toedekken
1192,wecken::V,despertar,wekken
1193,zeigen::V,mostrar,tonen
1194,zeigen::V,mostrar,wijzen
1195,zeigen::V,ensenyar,tonen
1196,zeigen::V,ensenyar,wijzen
1197,führen::V,guiar,voeren
1198,führen::V,conduir,voeren
1199,lehren::V,ensenyar,leren
1200,unterrichten::V,ensenyar,onderwijzen
1201,aufziehen::V,criar,grootbrengen
1202,leiten::V,dirigir,leiden
1203,antreiben::V,impel·lir,aandrijven
1204,lassen::V,fer,laten
1205,einladen::V,invitar,uitnodigen
1206,einladen::V,convidar,uitnodigen
1207,vereinigen::V,unir,verenigen
1208,besuchen::V,visitar,bezoeken
1209,besuchen::V,anar a veure,bezoeken
1210,treffen::V,trobar,treffen
1211,treffen::V,trobar,ontmoeten
1212,sich versammeln::V,reunir-se,zich verzamelen
1213,spielen::V,jugar,spelen
1214,singen::V,cantār,zingen
1215,tanzen::V,ballar,dansen
1216,sich trennen::V,separar-se,van elkaar gaan
1217,verlassen::V,deixar,verlaten
1218,verlassen::V,abandonar,verlaten
1219,retten::V,salvar,redden
1220,bewachen::V,vigilar,bewaken
1221,schützen::V,protegir,beschermen
1222,verteidigen::V,defensar,verdedigen
1223,sich schlagen::V,barallar-se,knokken
1224,schießen::V,tirar,schieten
1225,schießen::V,disparar,schieten
1226,siegen::V,vèncer,overwinnen
1227,ärgern::V,enfadar,ergeren
1228,schlagen::V,pegar,slaan
1229,schlagen::V,colpejar,slaan
1230,treten::V,donar un cop de peu a,trappen
1231,treten::V,donar un cop de peu a,schoppen
1232,stechen::V,punxar,steken
1233,stechen::V,punxar,prikken
1234,stechen::V,apunyalar,steken
1235,stechen::V,apunyalar,prikken
1236,stoßen::V,empènyer,stoten
1237,stehlen::V,robar,stelen
1238,stören::V,molestar,storen
1239,stören::V,molestar,verstoren
1240,belästigen::V,importunar,lastig vallen
1241,verbergen::V,amagar,verbergen
1242,verbergen::V,ocultar,verbergen
1243,täuschen::V,enganyar,misleiden
1244,betrügen::V,estafar,bedriegen
1245,töten::V,matar,doden
1246,wohnen::V,vīure,wonen
1247,wohnen::V,habitar,wonen
1248,arbeiten::V,treballar,werken
1249,sammeln::V,col·leccionar,inzamelen
1250,sammeln::V,col·leccionar,verzamelen
1251,pflücken::V,collir,plukken
1252,jagen::V,caçar,jagen
1253,fischen::V,pescar,vissen
1254,fassen::V,atrapar,vangen
1255,hüten::V,pasturar,hoeden
1256,treiben::V,arriar,drijven
1257,anbinden::V,lligar,vastbinden
1258,füttern::V,donar menjar a,voeren
1259,melken::V,munyir,melken
1260,hacken::V,picar,hakken
1261,hacken::V,tallar,hakken
1262,gießen::V,regar,gieten
1263,reifen::V,madurar,rijpen
1264,zubereiten::V,preparar,klaarmaken
1265,zubereiten::V,preparar,toebereiden
1266,kochen::V,coure,koken
1267,backen::V,coure al forn,bakken
1268,braten::V,rostir,braden
1269,umrühren::V,remenar,omroeren
1270,stricken::V,tricotar,breien
1271,stricken::V,fer punt de mitja,breien
1272,nähen::V,cosir,naaien
1273,färben::V,tenyir,verven
1274,färben::V,tenyir,kleuren
1275,reinigen::V,netejar,reinigen
1276,waschen::V,rentār,wassen
1277,abwischen::V,eixugar,afvegen
1278,spülen::V,esbandir,spoelen
1279,spülen::V,esbandir,afwassen
1280,fegen::V,escombrar,vegen
1281,kehren::V,escombrar,vegen
1282,baden::V,banyar-se,baden
1283,sich waschen::V,rentār-se,zich wassen
1284,ausziehen::V,treure's,uittrekken
1285,anziehen::V,posar-se,aantrekken
1286,sich anziehen::V,vestir-se,zich aankleden
1287,kämmen::V,pentinar,kammen
1288,schmücken::V,adornar,tooien
1289,sagen::V,dir,zeggen
1290,sprechen::V,parlar,spreken
1291,reden::V,parlar,praten
1292,sich unterhalten::V,conversar,zich onderhouden
1293,fragen::V,preguntar,vragen
1294,bitten::V,demanar,vragen
1295,bitten::V,demanar,verzoeken
1296,erzählen::V,contar,vertellen
1297,erzählen::V,explicar,vertellen
1298,mitteilen::V,comunicar,meedelen
1299,nennen::V,nomenar,noemen
1300,rufen::V,cridar,roepen
1301,prahlen::V,lloar-se,pralen
1302,prahlen::V,jactar-se,pralen
1303,übersetzen::V,traduir,vertalen
1304,denken::V,pensar,denken
1305,glauben::V,creure,geloven
1306,bemerken::V,notar,bemerken
1307,erkennen::V,reconèixer,herkennen
1308,begreifen::V,comprendre,begrijpen
1309,verstehen::V,entendre,verstaan
1310,lernen::V,aprendre,leren
1311,wissen::V,saber,weten
1312,sich erinnern an::V,recordar,zich herinneren aan
1313,vergessen::V,oblidar,vergeten
1314,messen::V,mesurar,meten
1315,zählen::V,comptar,tellen
1316,rechnen::V,calcular,rekenen
1317,lesen::V,llegir,lezen
1318,malen::V,pintar,schilderen
1319,zeichnen::V,dibuixar,tekenen
1320,schreiben::V,escrīure,schrijven
1321,besitzen::V,posseir,bezitten
1322,kaufen::V,comprar,kopen
1323,verkaufen::V,vendre,verkopen
1324,bezahlen::V,pagar,betalen
1325,zahlen::V,pagar per,betalen
1326,beherrschen::V,dominar,beheersen
1327,ertragen::V,aguantar,verdragen
