,Concept_ID,eu,mrj
98,Hitze::N,bero,шокшы
99,Raureif::N,antzigar,пöрш
100,Regenbogen::N,ostadar,шанавӹл
101,Regenbogen::N,ortzadar,шанавӹл
102,Donner::N,ostots,хӹдӹртӹш
103,Donner::N,ihurtzuri,хӹдӹртӹш
104,Strömung::N,laster,йогы
105,Tropfen::N,xorta,капльы
106,Tropfen::N,xorta,капльык
107,Schaum::N,bits,шонг
108,Schmutz::N,lohi,лявӹрӓ
109,Schmutz::N,zikin,лявӹрӓ
110,See::N,laku,йӓр
111,See::N,aintzira,йӓр
112,Sumpf::N,zingira,лӱкӹ
113,Moor::N,zohikaztegi,куп
114,Wiese::N,larre,алык
115,Wiese::N,belardi,алык
116,Wald::N,baso,шӹргӹ
117,Wald::N,oihan,шӹргӹ
118,Hügel::N,muino,пӱгӹрикӓ
119,Hügel::N,pentoka,пӱгӹрикӓ
120,Anhöhe::N,garai,кӱкшикӓ
121,Anhöhe::N,goragune,кӱкшикӓ
122,Berg::N,mendi,кырык
123,Gipfel::N,gain,неркӓ
124,Gipfel::N,tontor,неркӓ
125,Höhle::N,kobazulo,ы́раж
126,Abhang::N,aldapa,полом
127,Quelle::N,iturri,вӹдсӹнзӓ
128,Quelle::N,iturbegi,вӹдсӹнзӓ
129,Bach::N,lats,ӓнгӹр
130,Bach::N,erreka,ӓнгӹр
131,Fluss::N,ibai,вӹд
132,Fluss::N,uhaitz,вӹд
133,Ufer::N,bazter,сир
134,Küste::N,itsasalde,сир
135,Festland::N,lehor,мӱлӓндӹ
136,Meer::N,itsaso,тангыж
137,Bucht::N,golko,вӹдъял
138,Insel::N,irla,острок
139,Insel::N,uharte,острок
140,Blume::N,lili,пеледӹш
141,Gras::N,belar,шуды
142,Wurzel::N,zuztar,важ
143,Wurzel::N,sustrai,важ
144,Baum::N,zuhaitz,пушӓнгӹ
145,Stamm::N,enbor,пушӓнгӹ тӹнг
146,Rinde::N,azal,каргыж
147,Ast::N,adar,укш
148,Zweig::N,abar,укш
149,Blatt::N,hosto,листӹ
150,Birke::N,urki,куги
151,Kiefer[Baum]::N,ler,йӓктӹ
152,Weide[Baum]::N,zume,уа
153,Weide[Baum]::N,sahats,уа
154,Tanne::N,izei,кож
155,Horn::N,adar,шур
156,Feder::N,luma,пын
157,Feder::N,hegaki,пын
158,Fell::N,ile,кавашты
159,Fell::N,larru,кавашты
160,Flügel::N,hego,шылдыр
161,Klaue::N,atzapar,кӹч
162,Kralle::N,erpe,лапа
163,Kralle::N,atzapar,лапа
164,Schwanz::N,isats,пач
165,Schwanz::N,buztan,пач
166,Ei::N,arrautza,мыны
167,Nest::N,habia,пӹжӓш
168,Bau::N,ohantze,ыраж
169,Tier::N,abere,во́льык
170,Tier::N,piztia,во́льык
171,Herde::N,saldo,кӹтö
172,Herde::N,abere talde,кӹтö
173,Kuh::N,behi,ышкал
174,Bulle::N,zezen,ӱшкӱж
175,Pferd::N,zaldi,имни
176,Schaf::N,ardi,шарык
177,Schwein::N,urde,сасна
178,Schwein::N,txerri,сасна
179,Hund::N,txakur,пи
180,Katze::N,katu,коти
181,Bär::N,hartz,мöскӓ
182,Eichhörnchen::N,urtxintxa,ур
183,Elch::N,altze,шарды
184,Fuchs::N,azeri,рӹвӹж
185,Hase::N,erbi,морен
186,Maus::N,sagu,каля
187,Wolf::N,otso,пирӹ
188,Vogel::N,txori,кек
189,Vogel::N,hegazti,кек
190,Schwarm::N,aldra,цуца
191,Huhn::N,oilo,цӹвӹ
192,Hahn::N,oilar,ӓптӓн
193,Gans::N,antzara,комбы
194,Adler::N,arrano,кучкыж
195,Ente::N,ahate,лыды
196,Eule::N,hontza,тымана
197,Kranich::N,kurrilo,тырня
198,Kranich::N,kurrilo,тыртня
199,Krähe::N,bele,лудыгарак
200,Kuckuck::N,kuku,куку
201,Schwan::N,beltxarga,йӱксӹ
202,Fisch::N,arrain,кол
203,Barsch::N,perka,алангы
204,Hecht::N,lutxo,нуж
205,Hecht::N,lutxo,нужгол
206,Schlange[Tier]::N,suge,кӹшкы
207,Wurm::N,har,шукш
208,Spinne::N,armiarma,ӓнгӹремшӹ
209,Ameise::N,inurri,кыткы
210,Laus::N,zorri,ти
211,Mücke::N,eltxo,кужнер
212,Mücke::N,eltxo,кужынер
213,Fliege::N,euli,шӹнгӓ
214,Schmetterling::N,pinpirin,лӹпӹ
215,Schmetterling::N,tximeleta,лӹпӹ
216,Beere::N,baia,мöр
217,Apfel::N,sagar,олма
218,Pilz::N,onddo,понгы
219,Pilz::N,perretxiko,понгы
220,Zwiebel::N,tipula,охыра
221,Saat::N,haziak,нӱшмӹ
222,Saat::N,haziak,нӱшмӱ
223,Korn::N,ale,пӹрцӹ
224,Korn::N,pikor,пӹрцӹ
225,Heu::N,belar ondu,шуды
226,Schale::N,azal,аваха
227,Schale::N,azal,карлангы
228,Grube::N,hobi,йӓм
229,Falle::N,harrapagailu,лӱдӹ
230,Falle::N,harrapagailu,лӱдӹш
231,Schlinge::N,bilur,онгы
232,Schlinge::N,xedera,онгы
233,Spur::N,lorratz,кишӓ
234,Asche::N,errauts,ломых
235,Asche::N,errauts,ломпыж
236,Dreck::N,satsukeria,лявӹрӓ
237,Eisen::N,burdina,кӹртни
238,Gold::N,urre,шöртни
239,Gold::N,urre,шöртньӹ
240,Gold::N,urregorri,шöртни
241,Gold::N,urregorri,шöртньӹ
242,Silber::N,zilar,ши
243,Silber::N,urrezuri,ши
244,Kohle::N,ikatz,шӱ
245,Glas::N,beira,охоница
246,Lehm::N,buztin,шун
247,Sand::N,harea,ошма
248,Sand::N,hondar,ошма
249,Mensch::N,gizaki,эдем
250,Mann::N,gizon,пӱэргӹ
251,Frau::N,andere,ӹдӹрӓмӓш
252,Frau::N,emakume,ӹдӹрӓмӓш
253,Kind::N,haur,ӓзӓ
254,Kind::N,haur,шачшы
255,Junge::N,mutil,рвезӹ
256,Junge::N,mutil,ӹрвезӹ
257,Mädchen::N,neska,ӹдӹрӓш
258,Familie::N,sendi,йиш
259,Familie::N,sendi,семня
260,Familie::N,familia,йиш
261,Familie::N,familia,семня
262,Großvater::N,aitona,тьоти
263,Großvater::N,aitatxi,тьоти
264,Großmutter::N,amona,папа
265,Großmutter::N,amatxi,папа
266,Eltern::N,gurasoak,ӓтя-ӓвӓ
267,Vater::N,aita,ӓтя
268,Mutter::N,ama,ӓвӓ
269,Sohn::N,seme,эргӹ
270,Tochter::N,alaba,ӹдӹр
271,Bruder::N,neba,ӹза
272,Bruder::N,anaia,ӹза
273,Schwester::N,ahizpa,ӓкӓ
274,Onkel::N,osaba,кугуза
275,Tante::N,izeba,куака
276,Ehemann::N,senar,мары
277,Ehefrau::N,emazte,вӓтӹ
278,Freude::N,poz,ӹвӹртӹмӓш
279,Freude::N,pozkari,ӹвӹртӹмӓш
280,Gelächter::N,barre,ваштылмаш
281,Gelächter::N,karkara,ваштылмаш
282,Glück::N,zori,пиӓл
283,Kummer::N,xangrin,ясы
284,Kummer::N,atsekabe,ясы
285,Wunsch::N,nahi,охата
286,Wunsch::N,nahi,шанымаш
287,Wunsch::N,nahikunde,охата
288,Wunsch::N,nahikunde,шанымаш
289,Lust::N,gogo,шӓр
290,Lust::N,gogo,охата
291,Lust::N,gogo,шанымаш
292,Geist::N,gogo,тух
293,Gedanke::N,gogoeta,шанымаш
294,Gedächtnis::N,oroimen,ӓш
295,Gedächtnis::N,gogoramen,ӓш
296,Verstand::N,adimen,ыш
297,Verstand::N,ulermen,ыш
298,Sinn::N,zentzu,кын
299,Grund::N,zergati,вир
300,Wahrheit::N,egia,тöр
301,Gespräch::N,hizketa,хытырымаш
302,Gespräch::N,elkarrizketa,хытырымаш
303,Märchen::N,ipuin,ямак
304,Erzählung::N,edesti,шайыштмаш
305,Erzählung::N,kontakizun,шайыштмаш
306,Nachricht::N,albiste,увертӓрӹмӓш
307,Neuigkeit::N,berri,увер
308,Name::N,izen,лӹм
309,Rätsel::N,asmakizun,тышты
310,Rede::N,hitzaldi,шая
311,Rede::N,hitzaldi,шамак
312,Rede::N,mintzaldi,шая
313,Rede::N,mintzaldi,шамак
314,Sprache::N,hizkuntza,йӹлмӹ
315,Stimme::N,ahots,юк
316,Wort::N,hitz,шамак
317,Zeichen::N,agerbide,палӹ
318,Zeichen::N,agergarri,палӹ
319,Ruf::N,dei,сӹгӹрӹмӓш
320,Lärm::N,zarata,юкланымащ
321,Lärm::N,harrabots,юкланымащ
322,Laut::N,hots,юк
323,Ton::N,tonu,юк
324,Ton::N,soinu,юк
325,Lied::N,abesti,мыры
326,Ruhe::N,nasaitasun,тыр
327,Leute::N,jende,эдемвлӓ
328,Volk::N,herri,халык
329,Volk::N,populu,халык
330,Arbeit::N,lan,пӓшӓ
331,Gast::N,arrotz,хына
332,Gast::N,apopilo,хына
333,Geschenk::N,opari,подарка
334,Spiel::N,jolas,мадыш
335,Gesellschaft::N,gizarte,йӓл
336,Gesellschaft::N,gizarte,йӓлвлӓ
337,Hilfe::N,helpide,палшык
338,Hilfe::N,laguntza,палшык
339,Freund::N,lagun,тӓнг
340,Kamerad::N,adiskide,тос
341,Kamerad::N,lagunkide,тос
342,Angelegenheit::N,afera,дела
343,Angelegenheit::N,afera,йела
344,Angelegenheit::N,afera,йыла
345,Angelegenheit::N,afera,пӓшӓ
346,Anzahl::N,kopuru,шот
347,Art::N,mota,цӹре
348,Stück::N,puska,лаштык
349,Teil::N,atal,пай
350,Teil::N,atal,часть
351,Hälfte::N,erdi,пел
352,Kreis::N,biribilki,тӹртӹш
353,Kreuz::N,gurutze,крестӹ
354,Linie::N,linea,
355,Strich::N,marra,
356,Abstand::N,tarte,ло
357,Entfernung::N,urrunera,ло
358,Gegend::N,alderdi,вӓр
359,Gegend::N,eskualde,вӓр
360,Platz::N,leku,вӓр
361,Ort::N,toki,вӓр
362,Seite::N,albo,öрдӹж
363,Mitte::N,erdi,ло
364,Gegenstand::N,gauzaki,хӓдӹр
365,Sache::N,gauza,хӓдӹр
366,Rand::N,ertz,шöр
367,Kante::N,ertz,шöр
368,Ecke::N,kantoi,лык
369,Spitze::N,punta,вуй
370,Ende::N,buru,вуй
371,Ende::N,buru,мычаш
372,Ende::N,mutur,вуй
373,Ende::N,mutur,мычаш
374,Loch::N,zulo,ыраж
375,Winkel::N,zoko,лык
376,Winkel::N,bazter,лык
377,Muster::N,eredu,тӹрлец
378,Muster::N,marrazki,тӹрлец
379,Größe::N,kaizu,кӱкшӹц
380,Größe::N,tamaina,кӱкшӹц
381,Länge::N,luzera,кыт
382,Höhe::N,goiera,кӱкшӹц
383,Höhe::N,garaiera,кӱкшӹц
384,Gewicht::N,hazta,нелӹц
385,Menge::N,kopuru,шот
386,Haufen::N,pila,ара
387,Haufen::N,mendoi,ара
388,Reihe::N,ilara,ряд
389,Reihe::N,errenkada,ряд
390,Boot::N,potin,пыш
391,Boot::N,txalupa,пыш
392,Ruder::N,arraun,вешлӓ
393,Schlitten::N,lera,тир
394,Schlitten::N,narra,тир
395,Ski::N,eski,ечӹ
396,Lagerfeuer::N,su,тыл
397,Last::N,zama,нелӹц
398,Last::N,karga,нелӹц
399,Gang::N,ibilera,ход
400,Schritt::N,pauso,ашкыл
401,Schritt::N,urrats,ашкыл
402,Norden::N,ipar,йыдпелвел
403,Norden::N,iparralde,йыдпелвел
404,Süden::N,hego,кечӹвӓлвел
405,Süden::N,hegoalde,кечӹвӓлвел
406,Westen::N,sartalde,кечӹ шӹцмӹ
407,Westen::N,mendebalde,кечӹ шӹцмӹ
408,Osten::N,ekialde,ирвел
409,Osten::N,ekialde,кечӹ лӱлтмӹ
410,Osten::N,sortalde,ирвел
411,Osten::N,sortalde,кечӹ лӱлтмӹ
412,Holz::N,zur,пушӓнгӹ
413,Brett::N,ohol,ханга
414,Platte::N,lauza,плитӓ
415,Stütze::N,irozgarri,цӓрӓк
416,Stütze::N,bermagailu,цӓрӓк
417,Stange::N,haga,равы
418,Stange::N,haga,намаш
419,Stock::N,makila,панды
420,Stab::N,makila,равы
421,Rohr::N,hodi,пыч
422,Haus::N,etxe,пöрт
423,Heim::N,etxe,пöрт
424,Heim::N,etxaleku,пöрт
425,Ofen::N,berogailu,камака
426,Fußboden::N,zoru,седӹрӓ
427,Tisch::N,mahai,стöл
428,Stuhl::N,aulki,пöкен
429,Wiege::N,kuma,шипкӓ
430,Wiege::N,sehaska,шипкӓ
431,Bett::N,ohe,койка
432,Bett::N,ohe,кравать
433,Bett::N,ohatze,койка
434,Bett::N,ohatze,кравать
435,Regal::N,apalategi,полицӓ
436,Kiste::N,kutxa,шӱ́ндӹк
437,Fenster::N,leiho,окня
438,Tür::N,ate,амаса
439,Tor::N,atari,хапка
440,Zaun::N,hesi,забор
441,Dach::N,teilatu,левӓш
442,Leiter::N,zurubi,ташкалтыш
443,Besen::N,erratz,сало
444,Besen::N,erratz,салко
445,Spaten::N,burdinpala,кольмы
446,Schaufel::N,pala,лоток
447,Gabel::N,sardexka,ви́лка
448,Löffel::N,koilara,савала
449,Messer::N,aizto,кӹзӹ
450,Nagel::N,iltze,пыда
451,Netz::N,sare,вӓпш
452,Haken::N,mako,крӱк
453,Haken::N,mako,кагак
454,Griff::N,eskutoki,кычем
455,Schloss::N,sarraila,замок
456,Schloss::N,sarraila,сыравач
457,Bild::N,irudi,картин
458,Figur::N,figura,кӓн
459,Puppe::N,panpina,поханя
460,Puppe::N,andrakila,поханя
461,Beutel::N,zorro,мешӓк
462,Bündel::N,azao,топ
463,Bündel::N,azao,пидӹш
464,Bündel::N,azao,кӹлдӹш
465,Bündel::N,espal,топ
466,Bündel::N,espal,пидӹш
467,Bündel::N,espal,кӹлдӹш
468,Tasche::N,poltsa,сумкы
469,Eimer::N,treska,ведӹрӓ
470,Deckel::N,tapa,комдыш
471,Deckel::N,estalki,комдыш
472,Geschirr::N,baxera,ӓтӹ
473,Geschirr::N,ontziteria,ӓтӹ
474,Sack::N,zaku,мешӓк
475,Tasse::N,kikara,цӓшкӓ
476,Topf::N,ontzi,ми́ска
477,Topf::N,lapiko,ми́ска
478,Kessel::N,pazia,пад
479,Essen::N,janaldi,качкыш
480,Essen::N,janaldi,качкыш-йӱш
481,Nahrung::N,jan,качкыш
482,Nahrung::N,jan,качкыш-йӱш
483,Speise::N,jaki,няня
484,Fleisch::N,okela,пай
485,Fleisch::N,haragi,пай
486,Getreide::N,labore,киндӹ
487,Brei::N,ahi,шӹрӓш
488,Brei::N,pure,шӹрӓш
489,Brot::N,ogi,сыкыр
490,Scheibe::N,xerra,ламыт
491,Scheibe::N,xerra,лаштык
492,Scheibe::N,pirripita,ламыт
493,Scheibe::N,pirripita,лаштык
494,Fett::N,urin,кая
495,Fett::N,koipe,кая
496,Butter::N,gurin,ӱ
497,Öl::N,olio,ӱ
498,Salz::N,gatz,санзал
499,Suppe::N,zopa,лем
500,Suppe::N,salda,лем
501,Honig::N,ezti,мӱ
502,Milch::N,esne,шӹшер
503,Tee::N,te,чӓй
504,Leder::N,larru,шарга
505,Leder::N,larru,кавашты
506,Wolle::N,artile,миж
507,Stoff::N,ehun,матер
508,Stoff::N,ehun,матери
509,Nadel::N,orratz,им
510,Nadel::N,jostorratz,им
511,Faden::N,hari,шӹртӹ
512,Knopf::N,botoi,полдыш
513,Knoten::N,korapilo,пӱкшем
514,Farbe::N,pintura,чиӓ
515,Farbe::N,pintura,крӓскӓ
516,Kleidung::N,arropa,выргем
517,Kleidung::N,jantziak,выргем
518,Hemd::N,atorra,тыгыр
519,Hemd::N,alkandora,тыгыр
520,Kragen::N,idun,шӱ
521,Ärmel::N,mahuka,шокш
522,Hose::N,prakak,ялаш
523,Hose::N,galtzak,ялаш
524,Gürtel::N,gerriko,ӹштӹ
525,Mütze::N,txano,упш
526,Mütze::N,txapel,упш
527,Schuh::N,oski,ту́фльы
528,Schuh::N,oinetako,ту́фльы
529,Stiefel::N,bota,кем
530,Ring::N,uztai,шӓргӓш
531,Band::N,zinta,лемтӓ
532,Band::N,xingola,лемтӓ
533,Kamm::N,orrazi,шерге
534,Spiegel::N,mirail,тӹгӹр
535,Riemen::N,uhal,прӓжӓ
536,Schnur::N,lokailu,кӓндӹра
537,Leine::N,lotura,керем
538,Decke::N,burusi,одеял
539,Kissen::N,kuxin,кӹпцӹк
540,Tuch::N,zapi,савыц
541,Tuch::N,oihal,савыц
542,Handtuch::N,eskuzapi,шӹргӹсавыц
543,Handtuch::N,eskuzapi,шӹргӹмсавыц
544,Handtuch::N,eskuoihal,шӹргӹсавыц
545,Handtuch::N,eskuoihal,шӹргӹмсавыц
546,Kraft::N,indar,ви
547,Stärke::N,indar,ви
548,Gesundheit::N,osasun,шу
549,Gesundheit::N,osasun,шулык
550,Krankheit::N,eritasun,мыж
551,Krankheit::N,gaixotasun,мыж
552,Schmerz::N,min,карштыш
553,Wunde::N,zauri,шушыр
554,Fieber::N,sukar,ӱштӹмыж
555,Arznei::N,osagai,лекӓрцӹ
556,Arznei::N,sendagai,лекӓрцӹ
557,Brücke::N,zubi,кӹвер
558,Brunnen::N,putzu,вӹдсӹнзӓ
559,Weide::N,alha,ныр
560,Weide::N,bazkaleku,ныр
561,Pfad::N,zidor,ялгорны
562,Pfad::N,bidexka,ялгорны
563,Weg::N,bide,корны
564,Straße::N,errepide,корны
565,Dorf::N,herri,сола
566,Stadt::N,hiri,города
567,Brief::N,gutun,сирмӓш
568,Brief::N,eskutitz,сирмӓш
569,Buch::N,liburu,книгӓ
570,Buchstabe::N,hizki,буква́
571,Zeitung::N,egunkari,газет
572,Zeitung::N,egunkari,кайзет
573,Leben::N,bizi,житя
574,Leben::N,bizitza,житя
575,Tod::N,herio,смöрт
576,Tod::N,heriotza,смöрт
577,Grab::N,hobi,шӹгер
578,Grab::N,hobi,мыгилӓ
579,Grab::N,hobi,шӹгерлӓ
580,Grab::N,hilobi,шӹгер
581,Grab::N,hilobi,мыгилӓ
582,Grab::N,hilobi,шӹгерлӓ
583,Kirche::N,eliza,церкӹ
584,Sünde::N,hoben,сулык
585,Sünde::N,bekatu,сулык
586,Gott::N,jainko,йымы
587,Arbeiter::N,langile,пӓшӓзӹ
588,Arbeiter::N,behargin,пӓшӓзӹ
589,Chef::N,nagusi,вуй
590,Meister::N,maisu,мастар
591,Arzt::N,osagile,доктор
592,Arzt::N,sendagile,доктор
593,Lehrer::N,irakasle,тымдышы
594,Geld::N,diru,окса
595,Geschäft::N,negozio,торге́йӹмӓш
596,Laden::N,denda,лапка
597,Laden::N,denda,магазин
598,Laden::N,saltegi,лапка
599,Laden::N,saltegi,магазин
600,Preis::N,prezio,ӓк
601,Preis::N,salneurri,ӓк
602,Ware::N,salgai,товар
603,Nutzen::N,onura,пайда
604,Nutzen::N,probetxu,пайда
605,Reichtum::N,aberastasun,перке
606,Welt::N,ludi,сӓндӓлӹк
607,Welt::N,ludi,свет
608,Welt::N,mundu,сӓндӓлӹк
609,Welt::N,mundu,свет
610,Land::N,herrialde,сӓндӓлӹк
611,Staat::N,estatu,кугижӓншӹ
612,König::N,errege,король
613,Macht::N,botere,власть
614,Grenze::N,muga,пӹсмӓн
615,Krieg::N,guda,вырсы
616,Feind::N,etsai,тышман
617,Feind::N,arerio,тышман
618,Gewalt::N,bortxa,ви
619,Gewalt::N,bortizkeria,ви
620,Kampf::N,gudu,кредӓлмӓш
621,Kampf::N,auska,кредӓлмӓш
622,Bogen[Waffe]::N,arku,янгеж
623,Pfeil::N,gezi,пикш
624,Gewehr::N,fusil,пичӓл
625,Fehler::N,huts,самынь
626,Fehler::N,hutsegin,самынь
627,Lüge::N,gezur,шая
628,Schaden::N,kalte,вре́дӓ
629,Unglück::N,zoritxar,пёда
630,Unglück::N,zoritxar,тымаша
631,Unglück::N,zorigaitz,пёда
632,Unglück::N,zorigaitz,тымаша
633,Schuld::N,erru,вуйнамат
634,Alter::N,adin,иӓш
635,Alter::N,adin,игечӹ
636,Schluss::N,bukaera,пӹтӓртӹш
637,Zeit::N,aldi,веремӓ
638,Zeit::N,denbora,веремӓ
639,Tag::N,egun,кечӹ
640,Morgen::N,goiz,ир
641,Morgen::N,goiz,ирок
642,Mittag::N,eguerdi,кечӹвӓл
643,Abend::N,arrats,вады
644,Nacht::N,gau,йыд
645,Woche::N,aste,ӓрня
646,Monat::N,hil,тӹ́лзӹ
647,Jahr::N,urte,год
648,Frühling::N,udalehen,шошым
649,Sommer::N,uda,кӓнгӹж
650,Herbst::N,udazken,шӹжӹ
651,Herbst::N,neguantz,шӹжӹ
652,Winter::N,negu,тел
653,Winter::N,negu,телӹ
654,Januar::N,urtarril,январ
655,Januar::N,urtarril,январь
656,Februar::N,otsail,февраль
657,März::N,martxo,март
658,April::N,apiril,апрель
659,Mai::N,maiatz,май
660,Juni::N,ekain,июнь
661,Juli::N,uztail,июль
662,August::N,abuztu,август
663,September::N,irail,сентябрь
664,Oktober::N,urri,октябрь
665,November::N,azaro,ноябрь
666,Dezember::N,abendu,декавыр
667,Montag::N,astelehen,шачмы
668,Dienstag::N,astearte,кышкыжмы
669,Mittwoch::N,asteazken,вӹрчегӹ
670,Donnerstag::N,ostegun,изӓрня
671,Freitag::N,ostiral,когарня
672,Samstag::N,larunbat,кукшыгечӹ
673,Sonntag::N,igande,рушӓрня
674,groß::A,handi,кого
675,klein::A,txiki,изи
676,lang::A,luze,кужы
677,kurz::A,labur,кӹтӹк
678,breit::A,zabal,кымда
679,schmal::A,mehar,ӓнгӹсӹр
680,dicht::A,sarri,шӹре
681,dicht::A,trinko,шӹре
682,dick[Gegenstand]::A,lodi,кӹжгӹ
683,dünn::A,mehe,вӹцкӹж
684,fein::A,fin,пыльга
685,fest::A,tinko,цаткыды
686,flach::A,lau,тӓлякӓ
687,flach::A,ordoki,тӓлякӓ
688,glatt::A,leun,ягылгы
689,hart::A,gogor,пингӹдӹ
690,weich::A,bigun,пышкыды
691,weich::A,beratz,пышкыды
692,rund::A,biribil,тӹртӹш
693,spitz::A,puntadun,кашар
694,scharf::A,zorrotz,кашар
695,stumpf::A,kamuts,нӹшкӹ
696,schwer::A,astun,нелӹ
697,schwer::A,pisutsu,нелӹ
698,schön::A,eder,цевер
699,schön::A,eder,олмыдшы
700,heiß::A,bero,шокшы
701,heiß::A,oso bero,шокшы
702,warm::A,bero,шокшы
703,kalt::A,hotz,ӱштӹ
704,kühl::A,hotzil,юалгы
705,kühl::A,hotzil,йонгата
706,frisch::A,fresko,йонгата
707,frisch::A,hozkirri,йонгата
708,feucht::A,heze,ӹлӹкшӹ
709,feucht::A,heze,вӹдӹжгӹ
710,nass::A,busti,начкы
711,trocken::A,siku,кукшы
712,trocken::A,lehor,кукшы
713,voll::A,bete,темшӹ
714,voll::A,bete,темыман
715,leer::A,huts,йӓрӓ
716,offen::A,ireki,виш
717,geschlossen::A,itxita,чӱчмӹ
718,geschlossen::A,itxita,тӹкӹлӓлтшӹ
719,sauber::A,xahu,ире
720,sauber::A,garbi,ире
721,schmutzig::A,lohi,шоран
722,schmutzig::A,lohi,лявӹрӓн
723,schmutzig::A,lohi,шорангшы
724,schmutzig::A,zikin,шоран
725,schmutzig::A,zikin,лявӹрӓн
726,schmutzig::A,zikin,шорангшы
727,roh::A,gordin,пеле кӱшӹ
728,reif::A,umo,кӱшӹ
729,reif::A,heldu,кӱшӹ
730,lecker::A,goxo,тотан
731,süß::A,goxo,мӱӓн
732,bitter::A,karmin,качы
733,bitter::A,garratz,качы
734,sauer::A,mingots,шапы
735,hell::A,argi,соты
736,hell::A,argi,валгыды
737,dunkel::A,ilun,пӹц
738,dunkel::A,ilun,пӹцкемӹш
739,schwarz::A,beltz,шим
740,weiß::A,zuri,ош
741,weiß::A,zuri,ошы
742,rot::A,gorri,якшаргы
743,gelb::A,hori,сар
744,gelb::A,hori,сары
745,blau::A,urdin,симсӹ
746,grün::A,berde,ыжар
747,grün::A,musker,ыжар
748,grau::A,urdin,луды
749,grau::A,urdinabar,луды
750,bunt::A,koloretsu,ала
751,billig::A,merke,шулдаш
752,teuer::A,garesti,шергӹ
753,teuer::A,garesti,шергӓкӓн
754,wertvoll::A,baliotsu,ӓкӓн
755,blind::A,itsu,слöпöй
756,blind::A,itsu,сльöпöй
