,Concept_ID,av,tt
747,vorwärts::ADV,цебехун,алга
748,rückwärts::ADV,нахъ-нахъ,кире
749,zurück::ADV,нахъе,кире
750,unten::ADV,ахакь,түбәндә
751,unten::ADV,гъоркь,түбәндә
752,hinab::ADV,эхебе,аска
753,oben::ADV,тӏад,өстә
754,oben::ADV,тӏад,югарыда
755,oben::ADV,тӏадехун,өстә
756,oben::ADV,тӏадехун,югарыда
757,hinauf::ADV,эхеде,өскә
758,überall::ADV,кибго,hәркайда
759,ein wenig::ADV,дагьабго,бераз
760,kaum::ADV,хӏалалъ,көчкә
761,sehr::ADV,кутакалда,бик
762,so::ADV,гьедин,алай
763,noch::ADV,жеги,янә
764,noch::ADV,жеги,тагын
765,nur::ADV,гӏӣцӏго,фәкать
766,wieder::ADV,на́хъеги,янә
767,wieder::ADV,на́хъеги,тагын
768,vergebens::ADV,чӏалгӏаде,юкка
769,vor::PRP,цебе,алдыннан
770,hinter::PRP,хадуса,арттан
771,unter::PRP,ахакь,астында
772,unter::PRP,гъоркь,астында
773,neben::PRP,аскӏо,тирәсендә
774,zwischen::PRP,гьоркьоб,арасында
775,wegen::PRP,гьелда,сәбәпле
776,dies::PRN,гьаб,бу
777,dies::PRN,гьеб,бу
778,das::PRN,доб,ул
779,ich::PRN,дун,мин
780,du::PRN,дуца,син
781,er::PRN,доб,ул
782,wir::PRN,ниж,без
783,ihr::PRN,нуж,сез
784,sie::PRN,дол,ул
785,sie::PRN,эл,ул
786,was::FPRN,щиб,ни
787,was::FPRN,щиб,нәрсә
788,wer::FPRN,щиб,кем
789,wo::FADV,киб,кайда
790,wo::FADV,кибехун,кайда
791,wohin::FADV,кибехун,кая
792,wie::FADV,кин,ничек
793,warum::FADV,щай,нигә
794,wieviel::FNUM,кигӏан,ничә
795,eins::NUM,цо,бер
796,zwei::NUM,кӏиго,ике
797,drei::NUM,лъабго,өч
798,vier::NUM,ункъо,дүрт
799,fünf::NUM,щуго,биш
800,sechs::NUM,анлъго,алты
801,sieben::NUM,анкьго,җиде
802,acht::NUM,микьго,сигез
803,neun::NUM,ичӏго,тугыз
804,zehn::NUM,анцӏго,ун
805,elf::NUM,анцӏила цо,унбер
806,zwölf::NUM,кӏиго-анцӏила,унике
807,zwanzig::NUM,къого,егерме
808,dreißig::NUM,лъеберго,утыз
809,vierzig::NUM,кӏикъого,кырык
810,fünfzig::NUM,кӏикъо́ялда анцӏго,илле
811,sechzig::NUM,лъабкъого,алтмыш
812,siebzig::NUM,лъабкъо́ялда анцӏго,җитмеш
813,achtzig::NUM,ункъого,сиксән
814,neunzig::NUM,ункъоялда а́нцӏила,туксан
815,hundert::NUM,нусго,йөз
816,tausend::NUM,азарго,мең
817,und::CNJ,ва,вә
818,und::CNJ,-ги,вә
819,oder::CNJ,ялъуни,яки
820,oder::CNJ,ялъуни,яисә
821,stehen::V,бахъунчӏезе,тору
822,sitzen::V,гӏодов чӏезе,утыру
823,liegen::V,бегизе,яту
824,hängen::V,базе,эленү
825,werden::V,бахъине,булу
826,passieren::V,лъугьине,булу
827,passieren::V,лъугьа-бахъине,булу
828,beginnen::V,байбихьизе,башлану
829,enden::V,лъугӏизе,бетү
830,wechseln::V,хиса-басизе,үзгәртү
831,wechseln::V,хисизе,үзгәртү
832,aufgehen[Sonne]::V,баккизе,чыгу
833,untergehen[Sonne]::V,щинкӏизе,бату
834,scheinen[Sonne]::V,къалъ-къалъизе,яктырту
835,donnern::V,гъугъазе,күкрәү
836,wehen::V,пуйзе,исү
837,strömen::V,чвахизе,агу
838,fließen::V,чвахизе,агу
839,sich drehen::V,сверизе,бөтерелү
840,schwanken::V,хьвагӏезе,икеләнү
841,schwanken::V,багъа-бачаризе,икеләнү
842,schwingen::V,щвартӏезе,тирбәлү
843,fallen::V,бортизе,егылу
844,brennen::V,рекӏине,яну
845,rauchen::V,кӏкӏуй буризе,төтәү
846,rauchen::V,кӏкӏуй буризе,төтенләү
847,regnen::V,базе,яву
848,gefrieren::V,гӏу́низе,кату
849,tauen::V,биаризе,эрү
850,tauen::V,биаризе,эретү
851,schmelzen::V,биине,эрү
852,schmelzen::V,биине,эретү
853,trocknen::V,бакъвазе,кибү
854,sieden::V,гьалдезе,ургылу
855,faulen::V,махӏцине,черү
856,verfaulen::V,туризе,черү
857,reißen::V,бихъизе,өзелү
858,versinken::V,гъанкъизе,бату
859,vergehen::V,базе,авышу
860,vergehen::V,бахъизе,авышу
861,vergehen::V,ине,авышу
862,erscheinen::V,баккизе,пәйда булу
863,verschwinden::V,къине,югалу
864,verschwinden::V,къине,юк булу
865,verschwinden::V,билизе,югалу
866,verschwinden::V,билизе,юк булу
867,sinken::V,гӏодо́бе ккезе,кимү
868,sinken::V,гӏодо́бе ккезе,кайту
869,abnehmen::V,тӏаса камизе,азаю
870,zunehmen::V,гӏемерлъизе,арту
871,zunehmen::V,гӏемерлъизе,күбәю
872,zunehmen::V,гӏемерлъизе,ишәю
873,steigen::V,бахине,үсү
874,wachsen::V,кӏодолъизе,үсү
875,glänzen::V,цӏвакизе,ялкылдау
876,funkeln::V,паркъезе,ялтырау
877,lärmen::V,хъудизе,шаулау
878,lärmen::V,чӏиргъдизе,шаулау
879,läuten::V,кьабизе,шалтырату
880,klingeln::V,кьабизе,шалтырату
881,klirren::V,зваргъизе,чылтырау
882,brausen::V,гьалаглъизе,давыллау
883,brausen::V,гьалаглъизе,дулау
884,rauschen::V,шуршудизе,кыштырдау
885,klingen::V,бахъине,ишетелү
886,bellen::V,гъанчдезе,өрү
887,heulen::V,рурудизе,улау
888,blasen::V,гьохьизе,өрү
889,pfeifen::V,гьещтӏезе,сызгырту
890,schreien::V,ахӏизе,кычкыру
891,schreien::V,ахӏдезе,кычкыру
892,stöhnen::V,зигардизе,ыңгырашу
893,zittern::V,дарран,калтырау
894,zittern::V,дарран,калтырану
895,zittern::V,гьаргьадизе,калтырау
896,zittern::V,гьаргьадизе,калтырану
897,leben::V,бетӏербахъизе,яшәү
898,leben::V,бетӏербахъизе,гомер итү
899,geboren werden::V,лъугьине,туу
900,atmen::V,хӏухьел биччазе,сулау
901,trinken::V,гьекъезе,эчү
902,essen::V,квине,ашау
903,essen::V,кваназе,ашау
904,schlucken::V,кӏкӏвине,йоту
905,schlucken::V,къулчӏизе,йоту
906,müde werden::V,сваказе,ялыгу
907,müde werden::V,сваказе,йөгенү
908,einschlafen::V,кьижизе,йокыга китү
909,einschlafen::V,гъапуллъизе,йокыга китү
910,schlafen::V,кьижизе,йоклау
911,aufwachen::V,бигьине,уяну
912,aufstehen::V,бахъине,тору
913,aufstehen::V,тӏадебахъине,тору
914,sich erholen::V,хьи бахъизе,ял алу
915,sich erholen::V,хьи бахъизе,истирахәт итү
916,sich erholen::V,хӏалхьи гьабизе,ял алу
917,sich erholen::V,хӏалхьи гьабизе,истирахәт итү
918,krank werden::V,унтизе,чирләү
919,krank sein::V,унтизе,чирләү
920,schmerzen::V,унтизе,авырту
921,husten::V,хъегӏизе,ютәлләү
922,genesen::V,лъилъизе,савыгу
923,genesen::V,лъилъизе,сәламәтләнү
924,sterben::V,хвезе,үлү
925,sterben::V,хвезе,дөнья кую
926,sterben::V,хвезе,вафат булу
927,umkommen::V,гьалаглъизе,үлү
928,sich bewegen::V,багъаризе,йөрү
929,sich bewegen::V,багъаргъизе,йөрү
930,sich rühren::V,багъаризе,кыймылдау
931,sich erheben::V,тӏадебахъине,басу
932,sich erheben::V,бахъине,басу
933,sich setzen::V,гӏодов чӏезе,утыру
934,hinfallen::V,щапизе,егылу
935,laufen::V,хьвадизе,җәяүләү
936,schreiten::V,чӏезе,атлау
937,spazierengehen::V,тира-сверизе,йөрү
938,spazierengehen::V,тира-сверизе,йөргенү
939,eilen::V,ракӏхӏалакине,ашыгу
940,eilen::V,дуризе,ашыгу
941,sich beeilen::V,дуризе,ашыгу
942,sich beeilen::V,дуризе,кызулау
943,sich beeilen::V,гӏедегӏизе,ашыгу
944,sich beeilen::V,гӏедегӏизе,кызулау
945,sausen::V,тӏуризе,җилдерү
946,rennen::V,бекеризе,йөгерү
947,springen::V,кӏанцӏизе,сикерү
948,klettern::V,хархадизе,үрмәләү
949,schaukeln::V,гьерщезе,атыну
950,kriechen::V,хъурщизе,шуышу
951,kriechen::V,хъурщизе,үрмәләү
952,schwimmen::V,лъедезе,йөзү
953,tauchen::V,букъардизе,чуму
954,rudern::V,хазе,ишү
955,fahren::V,ине,бару
956,fliegen::V,боржине,очу
957,gehen::V,ине,йөрү
958,weggehen::V,ине,китү
959,abfahren::V,къокъине,кузгалу
960,anhalten::V,чӏезе,тукталу
961,anhalten::V,тархъизе,тукталу
962,anhalten::V,лъалхъизе,тукталу
963,hineingehen::V,тӏаделъугьине,инү
964,eintreten::V,лъугьине,инү
965,kommen::V,бачӏине,килү
966,ankommen::V,щвезе,бару
967,ankommen::V,тӏадебачӏине,бару
968,zurückkommen::V,тадбуссине,кире кайту
969,zurückkommen::V,тӏадбуссине,кире кайту
970,bleiben::V,чӏезе,калу
971,bleiben::V,хутӏизе,калу
972,warten::V,чӏезе,көтү
973,erwarten::V,балагьизе,көтү
974,suchen::V,балагьизе,эзләү
975,finden::V,батизе,табу
976,versuchen::V,хӏалбихьизе,маташу
977,vorbereiten::V,хӏадурлъизабизе,хәзерләү
978,lieben::V,балай бегьизе,сөю
979,lieben::V,балай бегьизе,ярату
980,mögen::V,бокьизе,өнәү
981,lachen::V,белъизе,көлү
982,weinen::V,гӏодизе,елау
983,schimpfen::V,гъанчдезе,сүгү
984,schimpfen::V,гъанчдезе,сүгенү
985,sich ärgern::V,вагъизе,ачулану
986,sich ärgern::V,ццида́хине,ачулану
987,sich fürchten::V,хӏинкъизе,курку
988,fürchten::V,беркъазе,калтырау
989,fürchten::V,беркъазе,калтырану
990,fürchten::V,хӏинкъа-къазе,калтырау
991,fürchten::V,хӏинкъа-къазе,калтырану
992,fliehen::V,лъутизе,арка бирү
993,flüchten::V,лъутизе,качу
994,sehen::V,бихьизе,күрү
995,anschauen::V,бертӏамизе,карау
996,anschauen::V,балагьизе,карау
997,ansehen::V,бала-гъалагьизе,карау
998,ansehen::V,бала-гъалагьизе,күзәтү
999,hören::V,рагӏизе,ишетү
1000,zuhören::V,гӏенеккизе,тыңлау
1001,probieren::V,кӏалдиб хъва́зе,тату
1002,probieren::V,чӏамизе,тату
1003,riechen::V,су́нтӏизе,иснәү
1004,fühlen::V,чӏвазе,тою
1005,fühlen::V,чӏвазе,сизү
1006,zu sehen sein::V,бихьизе,күренү
1007,vernehmen::V,рагӏизе,ишетү
1008,frieren::V,цӏорозе,өшү
1009,frieren::V,цӏорозе,күшегү
1010,tun::V,гьабизе,итү
1011,können::V,кӏвезе,алу
1012,können::V,лъазе,алу
1013,wollen::V,бокьизе,теләү
1014,anfangen::V,байбихьизе,керешү
1015,beenden::V,тӏубазабизе,бетерү
1016,beenden::V,тӏубазабизе,тәмамлау
1017,beenden::V,лъугӏизабизе,бетерү
1018,beenden::V,лъугӏизабизе,тәмамлау
1019,aufhören::V,бахъизе,бетү
1020,gelingen::V,бахъизе,уңу
1021,geraten::V,бахъизе,сабышу
1022,öffnen::V,рагьизе,ачу
1023,schließen::V,къазе,ябу
1024,stellen::V,чӏвазе,кую
1025,setzen::V,рекӏинабизе,утырту
1026,setzen::V,гӏодор чӏезаризе,утырту
1027,legen::V,лъезе,яткыру
1028,berühren::V,хъвазе,тию
1029,verbinden::V,хьухьине,ялгау
1030,verbinden::V,бухьине,ялгау
1031,bedecken::V,кквезе,өрту
1032,bedecken::V,кквезе,каплау
1033,bedecken::V,кквезе,томалау
1034,aufhängen::V,базе,асу
1035,anzünden::V,бакизе,кабызу
1036,anzünden::V,рекӏинабизе,кабызу
1037,zurücklassen::V,тезе,калдыру
1038,verlieren::V,билизабизе,югалту
1039,fallen lassen::V,бортизабизе,төшерү
1040,machen::V,гьабизе,ясау
1041,machen::V,гьабизе,эшләү
1042,herstellen::V,гьабизе,ясау
1043,herstellen::V,хӏадурлъизабизе,ясау
1044,bauen::V,базе,кору
1045,bauen::V,гьабизе,кору
1046,reparieren::V,къачӏазе,төзәтү
1047,verbessern::V,лъикӏлъизабизе,яхшырту
1048,ändern::V,хисизабизе,үзгәртү
1049,graben::V,бухъизе,казу
1050,beugen::V,хьетӏизабизе,ию
1051,biegen::V,гьетӏизабизе,бөгү
1052,drehen::V,тиризабизе,бору
1053,drehen::V,тиризабизе,бөтерү
1054,drehen::V,свердизабизе,бору
1055,drehen::V,свердизабизе,бөтерү
1056,wenden::V,бегизе,бору
1057,umdrehen::V,бегизе,түнтәрү
1058,umdrehen::V,бега-битӏизе,түнтәрү
1059,heben::V,борхизе,күтәрү
1060,hochheben::V,борхалъизабизе,күтәрү
1061,hochheben::V,борхизе,күтәрү
1062,ergreifen::V,кквезе,эләктерү
1063,halten::V,кквезе,тоту
1064,drücken::V,къазе,кысу
1065,drücken::V,къанцӏу́зе,кысу
1066,drücken::V,къвал ба́зе,кысу
1067,schieben::V,хъилдизе,кузгату
1068,kratzen::V,хачазе,тырнау
1069,lecken::V,чӏикӏизе,ялау
1070,beißen::V,хӏанчӏизе,тешләү
1071,beißen::V,хӏанчӏизабизе,тешләү
1072,abreißen::V,тӏезе,өзү
1073,abreißen::V,тӏезабизе,өзү
1074,abschneiden::V,къотӏизе,кыю
1075,abschneiden::V,къотӏизе,кисү
1076,binden::V,бухьине,бәйләү
1077,stecken::V,къазабизе,төртү
1078,stecken::V,къазабизе,тыгу
1079,brechen::V,бекизе,сындыру
1080,klopfen::V,дванкезе,шаку
1081,klopfen::V,дванкезе,шакылдау
1082,hauen::V,базе,кыйнау
1083,kleben::V,бацӏцӏине,ябыштыру
1084,reiben::V,хачазе,ышку
1085,streichen::V,бахине,ягу
1086,streichen::V,жужазе,ягу
1087,schleifen::V,лъухьизе,кайрау
1088,schneiden::V,къотӏизе,кисү
1089,rütteln::V,багъа-бачаризабизе,селкетү
1090,schütteln::V,кӏобокӏизе,селкетү
1091,schwenken::V,гьесадизе,болгау
1092,schwenken::V,хьвагӏезабизе,болгау
1093,schütten::V,тӏезе,кою
1094,füllen::V,цӏезабизе,тутыру
1095,einwickeln::V,жемизе,төрү
1096,tragen::V,баччизе,ташу
1097,schleppen::V,бехъерхъизе,сөйрәү
1098,schleppen::V,бехъерхъизе,өстерәү
1099,ziehen::V,цӏазе,тарту
1100,aufbewahren::V,цӏунизе,саклау
1101,werfen::V,рехизе,ыргыту
1102,fangen::V,кквезе,тоту
1103,packen::V,кквезе,эләктерү
1104,verstecken::V,бахчизе,яшерү
1105,teilen::V,бикьизе,бүлү
1106,schicken::V,битӏизе,җибәрү
1107,bringen::V,баччизе,китерү
1108,hinzufügen::V,жубазе,өстәү
1109,bekommen::V,щвезе,алу
1110,erhalten::V,щвезе,алу
1111,erhalten::V,босизе,алу
1112,nehmen::V,босизе,алу
1113,wählen::V,бищизе,сайлау
1114,auswählen::V,тӏасабищизе,сайлау
1115,bewahren::V,цӏунизе,саклау
1116,behindern::V,квекӏен гьабизе,комачаулау
1117,verderben::V,хвезабизе,бозу
1118,beschädigen::V,галгъазабизе,бозу
1119,zerbrechen::V,щущазабизе,вату
1120,zerreißen::V,бихъизе,өзү
1121,zerreißen::V,бихъизе,ерту
1122,zerstören::V,биххизабизе,җимерү
1123,verbrennen::V,бухӏизе,яндыру
1124,verbrennen::V,бухӏизе,көйдерү
1125,geben::V,кьезе,бирү
1126,reichen::V,кьезе,тапшыру
1127,schenken::V,кьезе,бүләкләү
1128,versprechen::V,назру гьабизе,вәгъдә бирү
1129,wünschen::V,бокьизе,котлау
1130,loben::V,беццизе,мактау
1131,loben::V,бецца-бекъизе,мактау
1132,küssen::V,баизе,үбү
1133,wiegen::V,чӏучӏадизабизе,тирбәтү
1134,zudecken::V,тӏадбигъине,ябу
1135,zudecken::V,тӏадбигъине,бөркәү
1136,wecken::V,бигьинабизе,уяту
1137,zeigen::V,бихьизабизе,күрсәтү
1138,führen::V,бачине,йөртү
1139,lehren::V,малъизе,өйрәтү
1140,lehren::V,цӏализабизе,өйрәтү
1141,unterrichten::V,цӏализабизе,укыту
1142,aufziehen::V,гӏезабизе,асрау
1143,leiten::V,нухмалъи гьабизе,җитәкләү
1144,antreiben::V,гӏедегӏизабизе,куалау
1145,antreiben::V,гӏедегӏизабизе,әйдәләү
1146,antreiben::V,гӏедегӏизабизе,ашыктыру
1147,einladen::V,ахӏизе,чакыру
1148,einladen::V,тӏадеахӏизе,чакыру
1149,vereinigen::V,цолъизабизе,берләштерү
1150,besuchen::V,баккизе,керешү
1151,besuchen::V,хьвадизе,керешү
1152,treffen::V,дандчӏвазе,очрату
1153,sich versammeln::V,данделъизе,җыелышу
1154,sich versammeln::V,бакӏаризе,җыелышу
1155,spielen::V,басандизе,уйнау
1156,singen::V,ахӏизе,җырлау
1157,tanzen::V,кьурдизе,бию
1158,sich trennen::V,батӏалъизе,аерылу
1159,sich trennen::V,батӏалъизе,ташлашу
1160,verlassen::V,тезе,ташлау
1161,verlassen::V,тезе,калдыру
1162,verlassen::V,рехунтезе,ташлау
1163,verlassen::V,рехунтезе,калдыру
1164,retten::V,хвасар гьабизе,коткару
1165,retten::V,хвасарлъизабизе,коткару
1166,bewachen::V,цӏунизе,каравыллау
1167,schützen::V,цӏунизе,ышыклау
1168,verteidigen::V,цӏунизе,яклау
1169,verteidigen::V,цӏунизе,саклау
1170,sich schlagen::V,багъизе,сугышу
1171,schießen::V,речӏчӏизе,ату
1172,siegen::V,бергьине,җиңү
1173,ärgern::V,вагъизавизе,ачуландыру
1174,schlagen::V,кьабизе,ору
1175,schlagen::V,кьабизе,бәрү
1176,schlagen::V,кьабизе,тукмау
1177,treten::V,мал тункизе,тибү
1178,stechen::V,къазабизе,кадау
1179,stoßen::V,тункизе,этү
1180,stoßen::V,хъилдизе,этү
1181,stehlen::V,щинкӏизабизе,урлау
1182,stören::V,квекӏен гьабизе,комачаулау
1183,stören::V,татубахъи гьабизе,комачаулау
1184,belästigen::V,рахӏатхвезабизе,борчу
1185,belästigen::V,рахӏатхвезабизе,билмазалау
1186,verbergen::V,бахчизе,яшерү
1187,verbergen::V,балъго тезе,яшерү
1188,täuschen::V,божуда рекӏкӏ гьабизе,алдату
1189,täuschen::V,гуккизе,алдату
1190,betrügen::V,хӏилла гьабизе,хәрәмләшү
1191,betrügen::V,сандирахълъи гьабизе,хәрәмләшү
1192,töten::V,чӏвазе,үтерү
1193,wohnen::V,яшав гьабизе,яшәү
1194,arbeiten::V,хӏалтӏизе,эшләү
1195,sammeln::V,бакӏаризе,туплау
1196,pflücken::V,бетӏизе,өзү
1197,jagen::V,чан гьабизе,аулау
1198,fischen::V,ччугӏа кквезе,балык тоту
1199,fassen::V,кквезе,тоту
1200,hüten::V,кваназабизе,көтү
1201,treiben::V,гъезе,куалау
1202,anbinden::V,бухьине,бәйләү
1203,füttern::V,кваназабизе,туйдыру
1204,melken::V,бечӏчӏизе,саву
1205,hacken::V,чӏвазе,чабу
1206,gießen::V,лъалъазе,сугару
1207,reifen::V,барщизе,җитешү
1208,zubereiten::V,бежа-белъине,пешеренү
1209,kochen::V,белъине,пешерү
1210,kochen::V,белъине,кайнату
1211,backen::V,базе,пешерү
1212,braten::V,бежизе,куыру
1213,braten::V,бежизе,кыздыру
1214,umrühren::V,багъаризе,бутау
1215,umrühren::V,багъаризе,болгату
1216,stricken::V,хьухьине,бәйләү
1217,nähen::V,букъизе,тегү
1218,färben::V,кьер гьабизе,ману
1219,reinigen::V,бацӏцӏине,чистарту
1220,waschen::V,чуризе,юу
1221,abwischen::V,бацӏцӏине,сөртү
1222,spülen::V,хулизе,чайкау
1223,fegen::V,лъухьизе,себерү
1224,kehren::V,лъухьизе,себерү
1225,baden::V,чордезе,коену
1226,ausziehen::V,бахъизе,чишенү
1227,anziehen::V,ретӏине,кию
1228,sich anziehen::V,ретӏине,киенү
1229,kämmen::V,хазе,тарау
1230,schmücken::V,чӏухӏизабизе,бизәү
1231,schmücken::V,чӏухӏизабизе,бизәкләү
1232,sagen::V,бицине,дию
1233,sagen::V,бицине,әйтү
1234,sprechen::V,бицине,сөйләү
1235,sprechen::V,бицине,сөйләшү
1236,reden::V,гаргадизе,сөйләү
1237,sich unterhalten::V,гаргадизе,сөйләшү
1238,fragen::V,цӏехезе,сорау
1239,fragen::V,цӏехезе,сорашу
1240,fragen::V,гьикъизе,сорау
1241,fragen::V,гьикъизе,сорашу
1242,bitten::V,гьаризе,үтенү
1243,erzählen::V,бицине,сөйләү
1244,mitteilen::V,лъазабизе,белдерү
1245,nennen::V,цӏар лъезе,дию
1246,rufen::V,ахӏизе,дәшү
1247,prahlen::V,беццаризе,мактану
1248,prahlen::V,беццаризе,шапырыну
1249,übersetzen::V,буссинабизе,күчерү
1250,denken::V,ургъизе,уйлау
1251,glauben::V,божизе,инану
1252,bemerken::V,берречӏчӏизе,искәрү
1253,erkennen::V,лъазе,тану
1254,erkennen::V,батӏаго бахъизе,тану
1255,begreifen::V,бичӏчӏизе,аңлау
1256,begreifen::V,бичӏчӏизе,төшенү
1257,lernen::V,цӏализе,уку
1258,lernen::V,цӏализе,өйрәнү
1259,wissen::V,лъазе,белү
1260,sich erinnern an::V,ракӏалде щвезе,хәтерләү
1261,vergessen::V,кӏочене,оныту
1262,messen::V,борцине,үлчәү
1263,zählen::V,рикӏкӏине,санау
1264,rechnen::V,рикӏкӏине,исәпләү
1265,lesen::V,цӏализе,уку
1266,malen::V,бахъизе,рәсем ясау
1267,malen::V,бахъизе,сурәт ясау
1268,malen::V,бахъизе,сурәтләү
1269,zeichnen::V,бахъизе,язу-сызу
1270,zeichnen::V,бахъизе,сурәт ясау
1271,schreiben::V,хъвазе,язу
1272,besitzen::V,щвезе,биләү
1273,besitzen::V,бу́кӏине,биләү
1274,kaufen::V,босизе,алу
1275,verkaufen::V,бичизе,сату
1276,bezahlen::V,кьезе,түләү
1277,zahlen::V,кьезе,түләү
1278,ertragen::V,баччизе,чыдау
1279,Auge::N,,күз
1280,Sehne::N,,сеңер
1281,Funke::N,,очкын
1282,Moor::N,,торфлык
1283,Elch::N,,поши
1284,Beere::N,,җиләк
1285,Gedächtnis::N,,хәтер
1286,Ton::N,,шалтырату
1287,Winkel::N,,почмак
1288,Menge::N,,микъдар
1289,Stütze::N,,таяу
1290,Figur::N,,сын
1291,Figur::N,,фигура
1292,Schuh::N,,башмак
1293,Schnur::N,,бау
1294,Leine::N,,тезген
1295,Geschäft::N,,эш
1296,voll::A,,тулы
1297,lange::ADV,,озак
1298,später::ADV,,соңрак
1299,nicht::ADV,,түгел
1300,schon::ADV,,инде
1301,durch::PRP,,аша
1302,alles::PRN,,һәммә
1303,rühren::V,,дулкынландыру
1304,scheinen::V,,күренү
1305,aufheben::V,,күтәрү
1306,lassen::V,,мәҗбүр итү
1307,sich waschen::V,,юыну
1308,verstehen::V,,аңлау
1309,verstehen::V,,төшенү
1310,beherrschen::V,,ия булу
