,Concept_ID,fi,ba
762,damals::ADV,siihen aikaan,ул саҡта
763,danach::ADV,sen jälkeen,һуңынан
764,vorher::ADV,ennen,элек
765,zuerst::ADV,ensin,башта
766,zuerst::ADV,ensiksi,башта
767,einmal::ADV,kerran,бер
768,manchmal::ADV,joskus,ҡайһы берҙә
769,oft::ADV,usein,йыш
770,immer::ADV,aina,һәр ҡасан
771,niemals::ADV,ei koskaan,бер ҡасан да
772,niemals::ADV,ei koskaan,бер ваҡытта ла
773,hier::ADV,tässä,бында
774,hier::ADV,täällä,бында
775,hierhin::ADV,tähän,бында
776,von hier::ADV,tästä,бынан
777,von hier::ADV,tästä,ошонан
778,von hier::ADV,täältä,бынан
779,von hier::ADV,täältä,ошонан
780,dort::ADV,siinä,шунда
781,dort::ADV,siinä,тегендә
782,dort::ADV,siellä,шунда
783,dort::ADV,siellä,тегендә
784,dorthin::ADV,sinne,шунда
785,dorthin::ADV,sinne,тегеләй
786,dorthin::ADV,tuonne,шунда
787,dorthin::ADV,tuonne,тегеләй
788,geradeaus::ADV,suoraan,тура
789,vorwärts::ADV,eteenpäin,алға
790,rückwärts::ADV,taaksepäin,кирегә
791,zurück::ADV,takaisin,кирегә
792,unten::ADV,alhaalla,түбәндә
793,hinab::ADV,alas,түбәнгә
794,oben::ADV,ylhäällä,юғарыла
795,hinauf::ADV,ylös,юғарыға
796,überall::ADV,kaikkialla,бөтә урында
797,nicht::ADV,ei,тугел
798,ein wenig::ADV,vähän,аҙ
799,kaum::ADV,tuskin,көскә
800,kaum::ADV,tuskin,саҡ-саҡ
801,sehr::ADV,kovin,ифат
802,sehr::ADV,oikein,ифат
803,so::ADV,näin,шулай
804,noch::ADV,vielä,йәнә
805,nur::ADV,vain,бары
806,nur::ADV,ainoastaan,бары
807,schon::ADV,jo,инде
808,wieder::ADV,taas,тағы
809,wieder::ADV,jälleen,тағы
810,vergebens::ADV,turhaan,бушҡа
811,vor::PRP,edessä,алдында
812,hinter::PRP,takana,артында
813,unter::PRP,alla,аҫтында
814,durch::PRP,läpi,үтә
815,durch::PRP,kautta,үтә
816,neben::PRP,vieressä,эргәһендә
817,zwischen::PRP,välillä,араһында
818,wegen::PRP,takia,өсөн
819,wegen::PRP,takia,сәбәпле
820,wegen::PRP,vuoksi,өсөн
821,wegen::PRP,vuoksi,сәбәпле
822,dies::PRN,tämä,был
823,dies::PRN,tämä,ошо
824,das::PRN,se,ул
825,alles::PRN,kaikki,бөтә
826,ich::PRN,minä,мин
827,du::PRN,sinä,һин
828,er::PRN,hän,ул
829,wir::PRN,me,беҙ
830,ihr::PRN,te,һеҙ
831,sie::PRN,he,улар
832,was::FPRN,mikä,ә
833,was::FPRN,mikä,ни
834,was::FPRN,mikä,нәмә
835,wer::FPRN,ken,ҡем
836,wer::FPRN,kuka,ҡем
837,wo::FADV,missä,ҡайҙа
838,wohin::FADV,mihin,ҡайҙа
839,wie::FADV,miten,инидәй
840,wie::FADV,kuinka,инидәй
841,warum::FADV,miksi,ин өсөн
842,wieviel::FNUM,paljonko,күпме
843,wieviel::FNUM,kuinka paljon,күпме
844,eins::NUM,yksi,бер
845,zwei::NUM,kaksi,ике
846,zwei::NUM,kaksi,икәү
847,drei::NUM,kolme,өс
848,vier::NUM,neljä,дүрт
849,fünf::NUM,viisi,биш
850,sechs::NUM,kuusi,алты
851,sieben::NUM,seitsemän,ете
852,acht::NUM,kahdeksan,һигеҙ
853,neun::NUM,yhdeksän,туғыҙ
854,zehn::NUM,kymmenen,ун
855,elf::NUM,yksitoista,ун бер
856,zwölf::NUM,kaksitoista,ун ике
857,zwanzig::NUM,kaksikymmentä,егерме
858,dreißig::NUM,kolmekymmentä,утыҙ
859,vierzig::NUM,neljäkymmentä,ҡырҡ
860,fünfzig::NUM,viisikymmentä,илле
861,sechzig::NUM,kuusikymmentä,алтмыш
862,siebzig::NUM,seitsemänkymmentä,етмеш
863,achtzig::NUM,kahdeksankymmentä,һикһән
864,neunzig::NUM,yhdeksänkymmentä,туҡһан
865,hundert::NUM,sata,йөҙ
866,tausend::NUM,tuhat,мең
867,und::CNJ,ja,да
868,oder::CNJ,tai,йәки
869,stehen::V,seisoa,тороу
870,sitzen::V,istua,ултырыу
871,liegen::V,maata,ятыу
872,hängen::V,riippua,аҫылынып тороу
873,werden::V,tulla,булыу
874,werden::V,joutua,булыу
875,passieren::V,sattua,булыу
876,passieren::V,tapahtua,булыу
877,beginnen::V,alkaa,башлау
878,enden::V,loppua,бөтөү
879,enden::V,loppua,тамамланыү
880,enden::V,päättyä,бөтөү
881,enden::V,päättyä,тамамланыү
882,wechseln::V,vaihtua,үҙгәреү
883,wechseln::V,vaihdella,үҙгәреү
884,aufgehen[Sonne]::V,nousta,ҡалҡыу
885,untergehen[Sonne]::V,laskea,байыу
886,scheinen[Sonne]::V,paistaa,яҡтыртып тороу
887,donnern::V,jyristä,күкрәү
888,wehen::V,tuulla,иҫеү
889,wehen::V,puhaltaa,иҫеү
890,strömen::V,virrata,ташыу
891,fließen::V,valua,ағыу
892,fließen::V,juosta,ағыу
893,sich drehen::V,pyöriä,әйләнеү
894,schwanken::V,horjua,тирбәлеү
895,schwingen::V,heilua,бәүетеү
896,schwingen::V,värähdellä,бәүетеү
897,fallen::V,pudota,йығылыу
898,fallen::V,langeta,йығылыу
899,brennen::V,palaa,яныу
900,rauchen::V,savuta,төтәү
901,regnen::V,sataa,ямғыр яуа
902,gefrieren::V,jäätyä,туңыү
903,tauen::V,sulaa,иреү
904,schmelzen::V,sulaa,иреү
905,trocknen::V,kuivua,кибеү
906,sieden::V,kiehua,ҡайнау
907,faulen::V,mädätä,сереу
908,verfaulen::V,mädätä,сереу
909,verfaulen::V,mädäntyä,сереу
910,reißen::V,revetä,өҙөү
911,reißen::V,revetä,йыртылыу
912,versinken::V,upota,батыу
913,versinken::V,vajota,батыу
914,vergehen::V,kulua,үтеү
915,erscheinen::V,ilmestyä,килеп сығыу
916,verschwinden::V,kadota,юғалыу
917,sinken::V,vajota,түбәнәйеү
918,abnehmen::V,vähetä,кәметеү
919,zunehmen::V,kasvaa,артыу
920,zunehmen::V,lisääntyä,артыу
921,steigen::V,nousta,күтәрелеү
922,wachsen::V,kasvaa,үҫеү
923,glänzen::V,kiiltää,ялтырау
924,funkeln::V,kipinöidä,баҙлау
925,lärmen::V,meluta,шаулау
926,läuten::V,soida,ҡағыу
927,klingeln::V,soida,ҡағыу
928,klingeln::V,soida,шылтыратыу
929,klirren::V,kalista,шылтыратыу
930,brausen::V,kohista,ҡотороноу
931,rauschen::V,kohista,шыптырлау
932,klingen::V,soida,яңғырау
933,bellen::V,haukkua,өрөү
934,heulen::V,ulvoa,олоу
935,blasen::V,puhaltaa,өрөү
936,pfeifen::V,viheltää,һызғырып ебәреү
937,schreien::V,kirkua,ҡысҡырыу
938,stöhnen::V,voihkia,уңғырашыу
939,zittern::V,vapista,ҡалтырау
940,leben::V,elää,йәшәү
941,geboren werden::V,syntyä,тыуыу
942,atmen::V,hengittää,тын алыү
943,trinken::V,juoda,эсеү
944,essen::V,syödä,ашау
945,schlucken::V,niellä,йотоу
946,müde werden::V,uupua,арыу
947,einschlafen::V,uinahtaa,йоҡлап китеү
948,schlafen::V,maata,йоҡлау
949,schlafen::V,nukkua,йоҡлау
950,aufwachen::V,herätä,уяныу
951,aufstehen::V,nousta,тороу
952,aufstehen::V,nousta ylös,тороу
953,sich erholen::V,levätä,ял итеү
954,krank werden::V,sairastua,сирләү
955,krank sein::V,potea,сирләү
956,krank sein::V,sairastaa,сирләү
957,schmerzen::V,särkeä,ауыртыу
958,schmerzen::V,kivistää,ауыртыу
959,husten::V,yskiä,йүтәлләү
960,genesen::V,toipua,һауығыу
961,sterben::V,kuolla,үлеү
962,umkommen::V,saada surmansa,һәләк булыу
963,umkommen::V,kuolla,һәләк булыу
964,sich bewegen::V,liikkua,хәрәкәт итеү
965,sich rühren::V,liikahtaa,ҡуҙғалыу
966,sich erheben::V,nousta,тороу
967,sich setzen::V,istuutua,ултырыу
968,hinfallen::V,kaatua,ҡолау
969,laufen::V,kävellä,йөрөү
970,schreiten::V,astua,атлау
971,schreiten::V,astella,атлау
972,spazierengehen::V,kävellä,ял итеп йороү
973,eilen::V,kiirehtiä,ашығыу
974,eilen::V,kiirehtiä,ҡабаланыу
975,sich beeilen::V,kiirehtiä,ашығыу
976,sich beeilen::V,kiirehtiä,ҡабаланыу
977,sich beeilen::V,olla kiireissään,ашығыу
978,sich beeilen::V,olla kiireissään,ҡабаланыу
979,sausen::V,rynnätä,елеү
980,sausen::V,viilettää,елеү
981,rennen::V,juosta,йүгеп йөрөү
982,springen::V,hypätä,һикереү
983,klettern::V,kiivetä,үрмәләү
984,klettern::V,kiivetä,үрмәләп менеү
985,schaukeln::V,kiikkua,сайҡалыу
986,kriechen::V,ryömiä,шыуышыу
987,schwimmen::V,uida,йоҙөү
988,tauchen::V,sukeltaa,сумыу
989,rudern::V,soutaa,ишеү
990,fahren::V,ajaa,йөрөү
991,fahren::V,kulkea,йөрөү
992,fliegen::V,lentää,осоу
993,gehen::V,käydä,барыу
994,weggehen::V,lähteä,китеү
995,weggehen::V,poistua,китеү
996,abfahren::V,lähteä,сығыу
997,anhalten::V,pysähtyä,тукталыу
998,anhalten::V,seisahtua,тукталыу
999,hineingehen::V,mennä sisään,инеү
1000,eintreten::V,astua sisään,инеү
1001,kommen::V,tulla,килеү
1002,ankommen::V,saapua,килеү
1003,zurückkommen::V,palata,ҡайтыу
1004,bleiben::V,jäädä,ҡалыу
1005,bleiben::V,viipyä,ҡалыу
1006,warten::V,odottaa,көтөп тороу
1007,erwarten::V,odottaa,көтөү
1008,suchen::V,etsiä,эҙләү
1009,finden::V,löytää,табыу
1010,versuchen::V,yrittää,тырышып ҡарау
1011,vorbereiten::V,valmistaa,әҙерләү
1012,lieben::V,pitää,яратыу
1013,lieben::V,rakastaa,яратыу
1014,mögen::V,pitää,һөйөү
1015,mögen::V,pitää,яратыу
1016,mögen::V,tykätä,һөйөү
1017,mögen::V,tykätä,яратыу
1018,lachen::V,nauraa,көлөү
1019,rühren::V,liikuttaa,ҡағылыу
1020,weinen::V,itkeä,илау
1021,schimpfen::V,haukkua,һүгенеү
1022,schimpfen::V,haukkua,тиргәнеү
1023,schimpfen::V,haukkua,һуҡраныу
1024,sich ärgern::V,suuttua,асыуланыу
1025,sich fürchten::V,pelätä,ҡурҡыу
1026,fürchten::V,pelätä,ҡурҡыу
1027,fliehen::V,paeta,ҡасыу
1028,flüchten::V,paeta,ҡасыу
1029,sehen::V,nähdä,күреү
1030,anschauen::V,katsoa,ҡарау
1031,ansehen::V,katsoa,ҡарау
1032,ansehen::V,katsoa,тикшереү
1033,hören::V,kuulla,ишетеү
1034,zuhören::V,kuunnella,тыңлау
1035,probieren::V,maistaa,татыу
1036,riechen::V,haistaa,еҫкәү
1037,fühlen::V,tuntea,тойоу
1038,scheinen::V,tuntua,кеүек күренеү
1039,scheinen::V,tuntua,тойолоу
1040,zu sehen sein::V,näkyä,күренеү
1041,vernehmen::V,kuulla,ишетеү
1042,frieren::V,palella,туңыү
1043,tun::V,tehdä,яһау
1044,tun::V,tehdä,әшләү
1045,können::V,osata,алыу
1046,können::V,osata,мөмкин булыу
1047,wollen::V,tahtoa,теләү
1048,anfangen::V,ruveta,башлау
1049,anfangen::V,aloittaa,башлау
1050,beenden::V,lopettaa,бөтөрөү
1051,beenden::V,lopettaa,тамамлау
1052,aufhören::V,loppua,туктау
1053,gelingen::V,onnistua,уңышлы булыу
1054,geraten::V,sujua,булып сығыу
1055,geraten::V,joutua,булып сығыу
1056,öffnen::V,avata,асыу
1057,öffnen::V,aukaista,асыу
1058,schließen::V,sulkea,йомоу
1059,stellen::V,panna,ҡуйыу
1060,stellen::V,asettaa,ҡуйыу
1061,setzen::V,panna,урынлаштырыу
1062,setzen::V,istuttaa,урынлаштырыу
1063,legen::V,panna,һалыу
1064,legen::V,asettaa,һалыу
1065,berühren::V,koskea,тейеү
1066,berühren::V,koskea,ҡағылыу
1067,berühren::V,koskettaa,тейеү
1068,berühren::V,koskettaa,ҡағылыу
1069,verbinden::V,liittää,ҡушыу
1070,verbinden::V,liittää,бәйләү
1071,verbinden::V,yhdistää,ҡушыу
1072,verbinden::V,yhdistää,бәйләү
1073,bedecken::V,kattaa,ҡаплау
1074,bedecken::V,peittää,ҡаплау
1075,aufhängen::V,ripustaa,элеү
1076,anzünden::V,sytyttää,тоҡандырыу
1077,aufheben::V,ylös nostaa,мендереү
1078,aufheben::V,nostaa,мендереү
1079,zurücklassen::V,jättää,ҡалдырыу
1080,verlieren::V,kadottaa,юғалтыу
1081,fallen lassen::V,pudottaa,төшөрөп ебәреү
1082,machen::V,tehdä,яһау
1083,machen::V,tehdä,эшләү
1084,herstellen::V,tuottaa,эшләп сығарыу
1085,herstellen::V,valmistaa,эшләп сығарыу
1086,bauen::V,rakentaa,төҙөү
1087,reparieren::V,korjata,төҙәтеү
1088,verbessern::V,parantaa,яҡшыртыу
1089,ändern::V,muuttaa,үҙгәртеү
1090,graben::V,kaivaa,ҡаҙыу
1091,beugen::V,taivuttaa,бөгөү
1092,biegen::V,taivuttaa,бөгөү
1093,drehen::V,kääntää,өйрөлтөү
1094,drehen::V,kääntää,әйләндереү
1095,wenden::V,kääntää,әйләндереү
1096,umdrehen::V,kääntää,түңкәреү
1097,heben::V,nostaa,күтәреү
1098,heben::V,nostaa,мендереү
1099,heben::V,kohottaa,күтәреү
1100,heben::V,kohottaa,мендереү
1101,hochheben::V,nostaa,күтәреү
1102,ergreifen::V,tarttua,тотоп алыу
1103,halten::V,pitää,тотоу
1104,drücken::V,painaa,ҡыҫыу
1105,drücken::V,puristaa,ҡыҫыу
1106,schieben::V,työntää,этеү
1107,schieben::V,työntää,төртөү
1108,kratzen::V,raapia,ҡырыу
1109,lecken::V,nuolla,ялау
1110,beißen::V,purra,тешләү
1111,abreißen::V,repiä,өҙөү
1112,abschneiden::V,leikata poikki,ҡырҡыу
1113,abschneiden::V,leikata,ҡырҡыу
1114,binden::V,sitoa,бәйләү
1115,stecken::V,pistää,ҡаҙау
1116,brechen::V,murtaa,боҙоу
1117,klopfen::V,koputtaa,шаҡылдау
1118,klopfen::V,kolkuttaa,шаҡылдау
1119,hauen::V,lyödä,туҡмау
1120,kleben::V,liimata,йәбештереү
1121,reiben::V,hieroa,ыуыу
1122,reiben::V,hieroa,ышҡыу
1123,reiben::V,hangata,ыуыу
1124,reiben::V,hangata,ышҡыу
1125,streichen::V,sivellä,яғыу
1126,schleifen::V,hioa,үткерләү
1127,schneiden::V,leikata,ҡырҡыу
1128,rütteln::V,ravistaa,һелкетеү
1129,schütteln::V,pudistaa,һелкетеү
1130,schwenken::V,heiluttaa,болғау
1131,schütten::V,kaataa,ҡойоу
1132,füllen::V,täyttää,тултырыу
1133,einwickeln::V,kääriä,төрөү
1134,tragen::V,kantaa,алып барыу
1135,schleppen::V,raahata,һөйрәү
1136,ziehen::V,vetää,тартыу
1137,aufbewahren::V,säilyttää,һаҡлау
1138,werfen::V,viskata,ырғытыу
1139,fangen::V,napata,тотоу
1140,fangen::V,ottaa kiinni,тотоу
1141,packen::V,tarttua,етеү
1142,packen::V,tarttua,тотоп алыу
1143,verstecken::V,kätkeä,йәшереү
1144,verstecken::V,piilottaa,йәшереү
1145,teilen::V,jakaa,бүлеү
1146,schicken::V,lähettää,ебәреү
1147,bringen::V,viedä,килтереү
1148,hinzufügen::V,lisätä,өтәү
1149,bekommen::V,saada,алыу
1150,erhalten::V,saada,алыу
1151,nehmen::V,ottaa,алыу
1152,wählen::V,valita,һайлаү
1153,auswählen::V,valikoida,һайлап алыу
1154,bewahren::V,säilyttää,һаҡлау
1155,behindern::V,estää,тотҡарлыҡ яһау
1156,verderben::V,pilata,боҙоу
1157,verderben::V,turmella,боҙоу
1158,beschädigen::V,vioittaa,боҙоу
1159,beschädigen::V,vahingoittaa,боҙоу
1160,zerbrechen::V,rikkoa,ҡыйратыу
1161,zerreißen::V,repiä rikki,йыртыу
1162,zerreißen::V,repiä palasiksi,йыртыу
1163,zerstören::V,hävittää,емереү
1164,verbrennen::V,polttaa,үртәү
1165,geben::V,antaa,биреү
1166,reichen::V,ojentaa,биреү
1167,schenken::V,lahjoittaa,бүләк итеү
1168,versprechen::V,luvata,вәғәҙә биреү
1169,wünschen::V,toivottaa,теләу
1170,loben::V,ylistää,маҡтау
1171,küssen::V,suudella,үбеү
1172,wiegen::V,tuudittaa,бәүетеү
1173,wiegen::V,tuudittaa,тирбәтеү
1174,wiegen::V,keinuttaa,бәүетеү
1175,wiegen::V,keinuttaa,тирбәтеү
1176,zudecken::V,peittää,ҡаплау
1177,wecken::V,herättää,уятыу
1178,zeigen::V,näyttää,күрһәтеү
1179,zeigen::V,osoittaa,күрһәтеү
1180,führen::V,johdattaa,етәкләү
1181,lehren::V,opettaa,уҡытыу
1182,lehren::V,opettaa,өйрәтеү
1183,unterrichten::V,opettaa,уҡытыу
1184,aufziehen::V,kasvattaa,тәрбиәле
1185,leiten::V,johtaa,етәкләү
1186,leiten::V,johtaa,етәкселек итеү
1187,antreiben::V,hoputtaa,ашыҡтырыу
1188,lassen::V,antaa,мәжбүр итеү
1189,einladen::V,kutsua,саҡырыу
1190,vereinigen::V,yhdistää,берләштереү
1191,besuchen::V,vierailla,килеп сығыу
1192,treffen::V,tavata,тойоү
1193,treffen::V,tavata,осратыу
1194,treffen::V,tavata,ҡаршылау
1195,sich versammeln::V,kokoontua,йыйылыу
1196,spielen::V,pelata,тартыу
1197,spielen::V,leikkiä,тартыу
1198,singen::V,laulaa,йырлау
1199,tanzen::V,tanssia,бейеү
1200,sich trennen::V,erota,айырылышыу
1201,verlassen::V,jättää,ташлау
1202,verlassen::V,jättää,ташлап китеү
1203,retten::V,pelastaa,ҡотҡарыу
1204,bewachen::V,vartioida,һаҡлау
1205,schützen::V,suojella,һаҡлау
1206,verteidigen::V,puolustaa,яҡлау
1207,sich schlagen::V,tapella,һуғышыу
1208,schießen::V,ampua,атыу
1209,siegen::V,voittaa,еңеү
1210,ärgern::V,ärsyttää,асыуландырыу
1211,schlagen::V,lyödä,бәреү
1212,schlagen::V,lyödä,туҡмау
1213,treten::V,potkaista,тибеү
1214,treten::V,potkaista,типкеләү
1215,stechen::V,pistää,сәнсеү
1216,stoßen::V,sysätä,этеү
1217,stoßen::V,sysätä,төртөү
1218,stoßen::V,työntää,этеү
1219,stoßen::V,työntää,төртөү
1220,stehlen::V,varastaa,урлау
1221,stören::V,häiritä,ҡамасаулау
1222,belästigen::V,häiritä,бимазалау
1223,belästigen::V,häiritä,ҡамасаулау
1224,verbergen::V,kätkeä,йәшереү
1225,täuschen::V,harhauttaa,ултыртыу
1226,betrügen::V,pettää,алдау
1227,betrügen::V,petkuttaa,алдау
1228,töten::V,tappaa,үлтереү
1229,wohnen::V,asua,йәшәү
1230,arbeiten::V,tehdä työtä,эшләү
1231,arbeiten::V,työskennellä,эшләү
1232,sammeln::V,koota,йыйыу
1233,sammeln::V,kerätä,йыйыу
1234,pflücken::V,poimia,өҙөү
1235,jagen::V,metsästää,аулау
1236,fischen::V,kalastaa,аулау
1237,fassen::V,pyydystää,тотоу
1238,fassen::V,saalistaa,тотоу
1239,hüten::V,paimentaa,көтөү
1240,treiben::V,ajaa,ҡыуыу
1241,anbinden::V,kytkeä,бәйләү
1242,füttern::V,ruokkia,ашатыу
1243,melken::V,lypsää,һауыү
1244,hacken::V,hakata,турау
1245,hacken::V,hakata,тапау
1246,gießen::V,kastella,ҡойоу
1247,reifen::V,kypsyä,өлғөрөү
1248,zubereiten::V,valmistaa,бешереү
1249,kochen::V,keittää,бешереү
1250,backen::V,leipoa,бешереү
1251,braten::V,paistaa,ҡурыу
1252,umrühren::V,hämmentää,ҡатнаштырыу
1253,stricken::V,kutoa,бәйләү
1254,stricken::V,neuloa,бәйләү
1255,nähen::V,ommella,тегеү
1256,färben::V,värjätä,буяу
1257,färben::V,värittää,буяу
1258,reinigen::V,puhdistaa,таҙартыу
1259,waschen::V,pestä,йыуыу
1260,abwischen::V,pyyhkiä,һөртөү
1261,spülen::V,huuhtoa,сайҡау
1262,fegen::V,pyyhkäistä,һепереү
1263,kehren::V,lakaista,һепереү
1264,baden::V,kylpeä,һыу инеү
1265,sich waschen::V,peseytyä,йыуыныу
1266,ausziehen::V,riisua,сисеү
1267,anziehen::V,pukea ylleen,кейеү
1268,sich anziehen::V,pukeutua,кейенеү
1269,kämmen::V,kammata,тарау
1270,schmücken::V,koristaa,биҙәү
1271,schmücken::V,kaunistaa,биҙәү
1272,sagen::V,sanoa,әйтеү
1273,sprechen::V,puhua,әйтеү
1274,sprechen::V,puhua,һөйләшеү
1275,reden::V,keskustella,һөйләшеү
1276,sich unterhalten::V,jutella,әңгәмәләшеү
1277,fragen::V,kysyä,һорау
1278,bitten::V,pyytää,үтенеү
1279,erzählen::V,kertoa,һөйләү
1280,mitteilen::V,ilmoittaa,әйтеү
1281,nennen::V,kutsua,атау
1282,nennen::V,kutsua,исемләү
1283,nennen::V,nimittää,атау
1284,nennen::V,nimittää,исемләү
1285,rufen::V,kutsua,саҡырыу
1286,prahlen::V,kerskailla,маҡтаныу
1287,prahlen::V,kerskailla,шапырыныу
1288,übersetzen::V,kääntää,тәржемә итеү
1289,denken::V,miettiä,уйлау
1290,denken::V,ajatella,уйлау
1291,glauben::V,uskoa,ышаныу
1292,bemerken::V,huomata,күреү
1293,erkennen::V,tunnistaa,таныу
1294,begreifen::V,ymmärtää,аңлау
1295,verstehen::V,ymmärtää,аңлау
1296,lernen::V,oppia,өйрәнеү
1297,wissen::V,tietää,белеү
1298,sich erinnern an::V,muistaa,хәтергә алыу
1299,vergessen::V,unohtaa,онотоу
1300,messen::V,mitata,үлсәү
1301,zählen::V,laskea,һанау
1302,rechnen::V,laskea,һанау
1303,lesen::V,lukea,уҡыу
1304,malen::V,maalata,һүрәт яһау
1305,malen::V,maalata,рәсем төшөрөү
1306,zeichnen::V,piirtää,һүрәт яһау
1307,zeichnen::V,piirtää,рәсем төшөрөү
1308,zeichnen::V,piirustaa,һүрәт яһау
1309,zeichnen::V,piirustaa,рәсем төшөрөү
1310,schreiben::V,kirjoittaa,яҙыу
1311,besitzen::V,omistaa,биләү
1312,kaufen::V,ostaa,һатып алыу
1313,verkaufen::V,myydä,һатыу
1314,bezahlen::V,maksaa,түләү
1315,zahlen::V,maksaa,түләү
1316,beherrschen::V,hallita,биләү
1317,ertragen::V,kestää,түҙеү
