,Concept_ID,cs,ko
845,stöhnen::V,sténat,신음하다
846,zittern::V,třást se,저뉼하다
847,leben::V,žít,살다
848,geboren werden::V,rodit se,태어난
849,atmen::V,dýchat,숨쉬다
850,trinken::V,pít,마시다
851,essen::V,jíst,먹다
852,schlucken::V,polykat,들이켜다
853,müde werden::V,unavit se,
854,einschlafen::V,usnout,잠들다
855,schlafen::V,spát,자다
856,aufwachen::V,probudit se,눈트다
857,aufstehen::V,vstát,서다
858,sich erholen::V,zotavovat se,회복하다
859,krank werden::V,onemocnět,
860,krank sein::V,být nemocný,
861,schmerzen::V,bolet,아프다
862,husten::V,kašlat,잔기침하다
863,genesen::V,uzdravit se,낫다
864,sterben::V,umřít,죽다
865,umkommen::V,zahynout,못쓰게되다
866,sich bewegen::V,pohnout se,움직이다
867,sich rühren::V,hnout se,움직이다
868,sich erheben::V,zdvihnout se,이러서다
869,sich setzen::V,posadit se,앉히다
870,hinfallen::V,upadnout,넘어지다
871,laufen::V,běžet,걷다
872,schreiten::V,kráčet,보행하다
873,spazierengehen::V,procházet se,산보하다
874,eilen::V,spěchat,서둘다
875,sich beeilen::V,pospíšit si,서둘게하다
876,sausen::V,fičet,서들러 떠나다
877,rennen::V,pádit,달리다
878,springen::V,skákat,도약하다
879,klettern::V,lézt,갑겨오르다
880,klettern::V,šplhat,갑겨오르다
881,schaukeln::V,houpat,흔들리게하다
882,kriechen::V,lézt,기다
883,kriechen::V,plazit se,기다
884,schwimmen::V,plavat,헤엄치다
885,tauchen::V,nořit se,잠기다
886,rudern::V,veslovat,물을헤치다
887,fahren::V,jet,가다
888,fahren::V,jet,나르다
889,fahren::V,jezdit,가다
890,fahren::V,jezdit,나르다
891,fliegen::V,létat,날다
892,gehen::V,jít,가다
893,weggehen::V,odejít,팔리다
894,abfahren::V,odjet,출발하다
895,anhalten::V,zastavit se,멈추다
896,hineingehen::V,vcházet se,(그리로)가다
897,eintreten::V,vstoupit,들러가다
898,kommen::V,přijít,오다
899,ankommen::V,dojít,고챀하다
900,zurückkommen::V,vrátit se,보기
901,bleiben::V,zůstat,체류
902,warten::V,čekat,기다리다
903,erwarten::V,čekat na,기대하다
904,suchen::V,hledat,찾다
905,suchen::V,hledat,구하다
906,finden::V,najít,찾아내다
907,versuchen::V,zkoušet,시험하다
908,vorbereiten::V,připravit,재비하다
909,lieben::V,milovat,사랑하다
910,mögen::V,mít rád,줗아하다
911,lachen::V,smát se,웃다
912,rühren::V,dojmout,건드리다
913,weinen::V,plakat,울다
914,schimpfen::V,nadávat,꾸짖다
915,sich ärgern::V,pohoršit se,화를내게 하다
916,sich fürchten::V,bát se,두려원하다
917,fürchten::V,bát se,두려원하다
918,fliehen::V,utéct,도망치다
919,flüchten::V,prchnout,도주하다
920,sehen::V,vidět,보다
921,anschauen::V,podívat se na,바라보다
922,ansehen::V,sledovat,바라보다
923,hören::V,slyšet,듣다
924,zuhören::V,poslouchat,듣다
925,probieren::V,ochutnávat,시식하다
926,riechen::V,cítit,내새를맡다
927,fühlen::V,cítit,느끼다
928,scheinen::V,zdát se,...것같다
929,zu sehen sein::V,moci být viděn,보이는
930,vernehmen::V,uslyšet,듣다
931,vernehmen::V,uslyšet,들어서일다
932,frieren::V,mrznout,춥다
933,tun::V,dělat,하다
934,können::V,moct,할주릴다
935,wollen::V,chtít,바라다
936,anfangen::V,začít,시작하다
937,beenden::V,ukončit,다하다
938,aufhören::V,přestat,그만두다
939,gelingen::V,podařit se,성국하다
940,geraten::V,dařit se,잘되어가다
941,öffnen::V,otevřít,열다
942,schließen::V,zavřít,추측하다
943,stellen::V,postavit,세우다
944,setzen::V,posadit,놓다
945,legen::V,klást,눕히다
946,legen::V,položit,눕히다
947,berühren::V,dotýkat se,대다
948,verbinden::V,spojit,옝열하다
949,bedecken::V,pokrýt,덮다
950,aufhängen::V,oběsit,매달다
951,aufhängen::V,pověsit,매달다
952,anzünden::V,zapálit,점화하다
953,anzünden::V,podpálit,점화하다
954,aufheben::V,zvednout,위로올리다
955,aufheben::V,zdvihnout,위로올리다
956,zurücklassen::V,zanechat,튀에남기다
957,verlieren::V,ztratit,잃다
958,fallen lassen::V,upustit,떨어뜨리다
959,machen::V,udělat,하다
960,herstellen::V,vyrobit,제조하다
961,bauen::V,stavět,짓다
962,bauen::V,budovat,짓다
963,reparieren::V,opravit,수셩자다
964,verbessern::V,zlepšit,정정하다
965,ändern::V,změnit,바꾸다
966,graben::V,rýt,파다
967,graben::V,kopat,파다
968,beugen::V,ohnout,구부리다
969,biegen::V,ohnout,굽히다
970,drehen::V,točit,회전
971,wenden::V,obrátit,회전시키다
972,umdrehen::V,obrátit,회전시키다
973,heben::V,zdvihnout,일으아키다
974,hochheben::V,zvednout,틀어올리다
975,ergreifen::V,chopit se,잡다
976,halten::V,držet,잡다
977,drücken::V,stisknout,누르다
978,schieben::V,posouvat,밀다
979,kratzen::V,škrábat,긁다
980,lecken::V,lízat,핥다
981,beißen::V,kousat,물다
982,abreißen::V,utrhat,
983,abreißen::V,odtrhat,
984,abschneiden::V,uřezat,귾어내다
985,abschneiden::V,ukrojit,귾어내다
986,binden::V,přivázat,매다
987,stecken::V,strčit,찌르다
988,brechen::V,lomit,금
989,klopfen::V,ťukat,치다
990,klopfen::V,klepat,치다
991,hauen::V,bít,때리다
992,kleben::V,lepit,들러붙다
993,reiben::V,třít,문지르다
994,streichen::V,mazat,쓰다듬다
995,schleifen::V,brousit,갈다
996,schneiden::V,řezat,베다
997,schneiden::V,střihat,베다
998,rütteln::V,třást,흔들다
999,rütteln::V,otřást,흔들다
1000,schütteln::V,třást,흔들다
1001,schütteln::V,zatřást,흔들다
1002,schwenken::V,mávat,흔들다
1003,schütten::V,nasypat,따르다
1004,füllen::V,naplnit,담다
1005,einwickeln::V,zavinout,싸다
1006,tragen::V,nést,지우다
1007,schleppen::V,vléct,끌다
1008,ziehen::V,tahat,당기다
1009,ziehen::V,táhnout,당기다
1010,aufbewahren::V,schovat,간직하다
1011,werfen::V,házet,던지다
1012,fangen::V,chytat,밥다
1013,packen::V,uchvátit,쥐다
1014,verstecken::V,schovat,숨기다
1015,teilen::V,rozdělit,나누다
1016,schicken::V,posílat,보내다
1017,bringen::V,přinést,가겨
1018,hinzufügen::V,připojit,부가하다
1019,bekommen::V,dostat,얻다
1020,erhalten::V,uchovat,지니다
1021,nehmen::V,vzít,잡다
1022,wählen::V,zvolit,선거하다
1023,auswählen::V,vybrat,선출하다
1024,bewahren::V,uchránit,저장보종
1025,behindern::V,překážet,훼방하다
1026,verderben::V,zkazit,못쓰게 되다
1027,beschädigen::V,porušit,상하게하다
1028,beschädigen::V,poškodit,상하게하다
1029,zerbrechen::V,rozlámat,깨뜨리다
1030,zerreißen::V,roztrhnout,잡아쫓다
1031,zerstören::V,zničit,파괴하다
1032,verbrennen::V,spálit,소실하다
1033,geben::V,dát,주다
1034,reichen::V,podat,내일다
1035,schenken::V,darovat,주다
1036,versprechen::V,slíbit,약속하다
1037,wünschen::V,přát,바라다
1038,loben::V,chválit,칭찬하다
1039,küssen::V,líbat,키스하다
1040,wiegen::V,chovat,어르다
1041,wiegen::V,kolébat,어르다
1042,zudecken::V,přikrýt,뚜꺼을하다
1043,zudecken::V,přiklopit,뚜꺼을하다
1044,wecken::V,vzbudit,깨우다
1045,zeigen::V,ukázat,보이다
1046,führen::V,vést,가게하다
1047,lehren::V,učit,가르치다
1048,unterrichten::V,vyučovat,가르지다
1049,aufziehen::V,vychovat,사육하다
1050,leiten::V,vodit,이끌다
1051,antreiben::V,nutit,몰다
1052,lassen::V,dát,내버려두다
1053,einladen::V,pozvat,초청하다
1054,vereinigen::V,spojit,하나로하다
1055,besuchen::V,návštívit,방문하다
1056,treffen::V,potkat,만나다
1057,sich versammeln::V,shromáždit se,조립하다
1058,spielen::V,hrát,눌다
1059,singen::V,zpívat,노래하다
1060,tanzen::V,tančit,춤추하다
1061,sich trennen::V,rozejít se,가르다
1062,verlassen::V,opustit,버림받은
1063,retten::V,zachránit,구조하다
1064,bewachen::V,hlídat,치키다
1065,schützen::V,chránit,보호하다
1066,verteidigen::V,obhájit,막다
1067,sich schlagen::V,bít se,치다
1068,schießen::V,střílet,쏘다
1069,siegen::V,zvítězit,이기다
1070,ärgern::V,zlobit,성을내게하다
1071,ärgern::V,pohoršit,성을내게하다
1072,schlagen::V,udeřit,치다
1073,schlagen::V,praštit,치다
1074,treten::V,kopnout,디디다
1075,stechen::V,bodnout,찌르다
1076,stechen::V,píchnout,찌르다
1077,stoßen::V,strčit,찌르다
1078,stehlen::V,ukrást,훔치다
1079,stören::V,vyrušit,움직이다
1080,belästigen::V,obtěžovat,괴롭히다
1081,verbergen::V,skrýt,숨기다
1082,täuschen::V,klamat,속이다
1083,betrügen::V,podvést,속이다
1084,töten::V,zabít,죽이다
1085,wohnen::V,bydlit,실다
1086,arbeiten::V,pracovat,일하다
1087,sammeln::V,sebrat,모으다
1088,pflücken::V,česat,꿔다
1089,jagen::V,uhonit,사냥하다
1090,fischen::V,chytat ryby,고기를잡다
1091,fassen::V,ulovit,움켜쥐다
1092,hüten::V,pást,망보다
1093,treiben::V,hnát,몰아세우다
1094,anbinden::V,přivázat,묶다
1095,füttern::V,krmit,사료를주다
1096,melken::V,dojit,젖을짜다
1097,hacken::V,seknout,자르다
1098,gießen::V,zalít,물을대다
1099,reifen::V,uzrát,성숙하다
1100,zubereiten::V,připravit,조제하다
1101,kochen::V,vařit,요리하다
1102,backen::V,péct,쿱다
1103,braten::V,smažit,굽다
1104,umrühren::V,zamíchat,교반하다
1105,stricken::V,plést,뜨개질하다
1106,nähen::V,šít,꿰매다
1107,färben::V,nabarvit,채색하다
1108,reinigen::V,očistit,청소하다
1109,waschen::V,mýt,씻다
1110,abwischen::V,utřít,닦다
1111,spülen::V,spláchnout,씻다
1112,fegen::V,zamést,소체하다
1113,kehren::V,mést,청소하다
1114,baden::V,koupat se,감다
1115,sich waschen::V,mýt se,모믈 씻다
1116,ausziehen::V,svléct,벗다
1117,anziehen::V,obléct,끌어움직이다
1118,sich anziehen::V,oblékat se,
1119,kämmen::V,učesat,빗다
1120,schmücken::V,ozdobit,치레하다
1121,sagen::V,říct,말하다
1122,sprechen::V,mluvit,말하다
1123,reden::V,hovořit,이야기하다
1124,sich unterhalten::V,povídat se,
1125,fragen::V,zeptat se,질문하다
1126,bitten::V,prosit,원하다
1127,erzählen::V,povídat,이야기하다
1128,mitteilen::V,sdělit,이야기하다
1129,mitteilen::V,oznámit,이야기하다
1130,nennen::V,nazvat,부르다
1131,rufen::V,volat,불러내다
1132,rufen::V,zavolat,불러내다
1133,prahlen::V,chlubit se,자랑하다
1134,übersetzen::V,přeložit,번역하다
1135,denken::V,myslit,생각하다
1136,glauben::V,věřit,믿다
1137,bemerken::V,zpozorovat,인자하다
1138,erkennen::V,poznat,인식하다
1139,begreifen::V,pochopit,파악하다
1140,verstehen::V,porozumět,이해하다
1141,lernen::V,učit se,배우다
1142,wissen::V,vědět,알다
1143,sich erinnern an::V,vzpomínat si na,상기하다
1144,vergessen::V,zapomínat,잊다
1145,messen::V,měřit,측정하다
1146,zählen::V,spočítat,세다
1147,rechnen::V,počítat,게산하다
1148,lesen::V,číst,읽다
1149,malen::V,malovat,그리다
1150,zeichnen::V,rýsovat,소묘하다
1151,schreiben::V,psát,쓰다
1152,besitzen::V,mít,소유하다
1153,besitzen::V,vlastnit,소유하다
1154,kaufen::V,koupit,사다
1155,verkaufen::V,prodat,팔다
1156,bezahlen::V,zaplatit,지불하다
1157,zahlen::V,platit,치르다
1158,beherrschen::V,ovládat,지배하다
1159,ertragen::V,snést,참다
