,Concept_ID,lez,nl
805,zwischen::PRP,арада,tussen
806,wegen::PRP,гъиляй,wegens
807,wegen::PRP,гъиляй,vanwege
808,dies::PRN,и,dit
809,dies::PRN,им,dit
810,das::PRN,а,dat
811,das::PRN,ам,dat
812,alles::PRN,вири,alles
813,alles::PRN,михьиз,alles
814,ich::PRN,за,ik
815,ich::PRN,зун,ik
816,du::PRN,вун,je
817,du::PRN,вун,jij
818,er::PRN,ам,hij
819,er::PRN,гьа,hij
820,wir::PRN,чун,we
821,wir::PRN,чун,wij
822,ihr::PRN,куьн,jullie
823,sie::PRN,абур,ze
824,sie::PRN,абур,zij
825,was::FPRN,вуч,wat
826,wer::FPRN,вуж,wie
827,wo::FADV,гьина,waar
828,wohin::FADV,гьиниз,waarheen
829,wie::FADV,гьикӏ,hoe
830,warum::FADV,вучиз,waarom
831,wieviel::FNUM,шумуд,hoeveel
832,eins::NUM,са,één
833,zwei::NUM,кьвед,twee
834,drei::NUM,пуд,drie
835,vier::NUM,кьуд,vier
836,fünf::NUM,вад,vijf
837,sechs::NUM,ругуд,zes
838,sieben::NUM,ирид,zeven
839,acht::NUM,муьжуьд,acht
840,neun::NUM,кӏуьд,negen
841,zehn::NUM,цӏуд,tien
842,elf::NUM,цӏусад,elf
843,zwölf::NUM,цӏикьвед,twaalf
844,zwanzig::NUM,къад,twintig
845,dreißig::NUM,къанницӏуд,dertig
846,vierzig::NUM,яхцӏур,veertig
847,fünfzig::NUM,яхцӏурни цӏуд,vijftig
848,sechzig::NUM,пудкъад,zestig
849,siebzig::NUM,пудкъанни цӏуд,zeventig
850,achtzig::NUM,кьудкъад,tachtig
851,neunzig::NUM,кьудкъанни цӏуд,negentig
852,hundert::NUM,виш,honderd
853,tausend::NUM,агъзур,duizend
854,und::CNJ,ва,en
855,oder::CNJ,я,of
856,stehen::V,акъвазун,staan
857,sitzen::V,ацукьун,zitten
858,liegen::V,къаткун,liggen
859,hängen::V,куьрс хьун,hangen
860,werden::V,хьун,worden
861,passieren::V,хьун,gebeuren
862,beginnen::V,башламиш хьун,beginnen
863,enden::V,куьтягь хьун,eindigen
864,wechseln::V,дегиш хьун,wijzigen
865,wechseln::V,дегиш хьун,veranderen
866,aufgehen[Sonne]::V,экъечӏун,opgaan
867,untergehen[Sonne]::V,акӏун,ondergaan
868,scheinen[Sonne]::V,ишигь гун,schijnen
869,donnern::V,къукърумар авун,donderen
870,strömen::V,авахьун,stromen
871,fließen::V,авахьун,vloeien
872,sich drehen::V,элкъуьн,draaien
873,sich drehen::V,элкъуьн,zich draaien
874,schwanken::V,юзун,wankelen
875,schwingen::V,галтад хьун,zwieren
876,fallen::V,аватун,vallen
877,brennen::V,кун,branden
878,brennen::V,ккун,branden
879,regnen::V,къун,regenen
880,gefrieren::V,муркӏади кьун,bevriezen
881,tauen::V,цӏурун,dooien
882,schmelzen::V,цӏурун,smelten
883,trocknen::V,кьурун,drogen
884,sieden::V,ругун,koken
885,sieden::V,ругун,zieden
886,faulen::V,кутӏун,rotten
887,verfaulen::V,чуьруьтмиш хьун,verrotten
888,verfaulen::V,кутӏун,verrotten
889,reißen::V,атӏун,scheuren
890,reißen::V,къазунун,scheuren
891,versinken::V,батмиш хьун,verzinken
892,vergehen::V,алатун,vergaan
893,erscheinen::V,майдандиз акъатун,opdagen
894,erscheinen::V,майдандиз акъатун,verschijnen
895,verschwinden::V,квахьун,verdwijnen
896,sinken::V,элекьун,zinken
897,abnehmen::V,тӏимил хьун,afnemen
898,abnehmen::V,тӏимил хьун,verminderen
899,abnehmen::V,гъвечӏи хьун,afnemen
900,abnehmen::V,гъвечӏи хьун,verminderen
901,zunehmen::V,артух хьун,toenemen
902,steigen::V,хкаж хьун,stijgen
903,steigen::V,хкаж хьун,omhooggaan
904,wachsen::V,экъечӏун,groeien
905,glänzen::V,цӏарцӏар гун,glanzen
906,glänzen::V,цӏарцӏар гун,schitteren
907,funkeln::V,нур гун,fonkelen
908,lärmen::V,ван авун,lawaai maken
909,läuten::V,зенг ягъун,luiden
910,klingeln::V,зенг ягъун,bellen
911,klirren::V,зигринг авун,rinkelen
912,brausen::V,къати хьун,bruisen
913,rauschen::V,вишриш авун,ruisen
914,klingen::V,ван авун,klinken
915,bellen::V,элуькьун,blaffen
916,heulen::V,къув ягъун,huilen
917,blasen::V,уф гун,blazen
918,pfeifen::V,уьфт ягъун,fluiten
919,schreien::V,гьараюн,gillen
920,schreien::V,гьараюн,schreeuwen
921,stöhnen::V,суза авун,steunen
922,zittern::V,зурзун,beven
923,zittern::V,зурзун,sidderen
924,leben::V,яшамиш хьун,leven
925,geboren werden::V,хьун,geboren worden
926,atmen::V,нефес чӏугун,ademen
927,trinken::V,хъун,drinken
928,essen::V,тӏуьн,eten
929,schlucken::V,туькьуьнун,slikken
930,müde werden::V,галатун,moe worden
931,müde werden::V,юргъун хьун,moe worden
932,einschlafen::V,ксун,inslapen
933,schlafen::V,ксун,slapen
934,aufwachen::V,ахварай аватун,ontwaken
935,aufwachen::V,ахварай аватун,wakker worden
936,aufstehen::V,къарагъун,opstaan
937,sich erholen::V,ял ягъун,zich ontspannen
938,krank werden::V,кефсуз хьун,ziek worden
939,krank sein::V,тӏа хьун,ziek zijn
940,schmerzen::V,тӏа хьун,pijn doen
941,husten::V,уьгьуь ягъун,hoesten
942,genesen::V,сагъ хъхьун,genezen
943,sterben::V,кьин,sterven
944,sterben::V,кьин,overlijden
945,umkommen::V,терг хьун,omkomen
946,sich bewegen::V,юзун,zich bewegen
947,sich rühren::V,юзун,zich verroeren
948,sich erheben::V,къарагъун,oprijzen
949,sich erheben::V,къарагъун,verrijzen
950,sich setzen::V,ацукьун,gaan zitten
951,hinfallen::V,алукьун,vallen
952,hinfallen::V,алукьун,neervallen
953,laufen::V,къекъуьн,lopen
954,schreiten::V,ккамар къачун,stappen
955,schreiten::V,ккамар къачун,schrijden
956,spazierengehen::V,сейр авун,gaan wandelen
957,eilen::V,тади авун,ijlen
958,eilen::V,тади авун,haasten
959,sich beeilen::V,гьерекатун,zich haasten
960,sausen::V,чкурун,stuiven
961,rennen::V,катун,rennen
962,rennen::V,зверун,rennen
963,springen::V,хкадарун,springen
964,klettern::V,акьахун,klimmen
965,klettern::V,акьахун,klauteren
966,kriechen::V,капаралди фин,kruipen
967,schwimmen::V,сирнав авун,zwemmen
968,tauchen::V,кьилихъди циз вегьин,duiken
969,rudern::V,кьусуйралди лодка гьалун,roeien
970,rudern::V,цуьруьгъуьлдалди кӏватӏун,roeien
971,fahren::V,фин,rijden
972,fliegen::V,лув гун,vliegen
973,fliegen::V,цавай фин,vliegen
974,gehen::V,фин,gaan
975,weggehen::V,хъфин,weggaan
976,abfahren::V,фин,vertrekken
977,abfahren::V,рекье гьатун,vertrekken
978,anhalten::V,акъвазун,stoppen
979,anhalten::V,акъвазун,stilhouden
980,hineingehen::V,гьахьун,ingaan
981,hineingehen::V,гьахьун,binnengaan
982,eintreten::V,гьахьун,binnenkomen
983,kommen::V,атун,komen
984,ankommen::V,атун,aankomen
985,zurückkommen::V,хтун,terugkomen
986,bleiben::V,амукьун,blijven
987,warten::V,гуьзлемишун,wachten
988,erwarten::V,вил алаз акъвазун,verwachten
989,suchen::V,къекъуьн,zoeken
990,finden::V,жугъун,vinden
991,versuchen::V,алахъун,proberen
992,versuchen::V,алахъун,beproeven
993,vorbereiten::V,гьазурун,voorbereiden
994,lieben::V,кӏан хьун,houden van
995,mögen::V,рикӏ ацукьун,lusten
996,mögen::V,рикӏ ацукьун,houden van
997,lachen::V,хъуьруьн,lachen
998,weinen::V,шехьун,huilen
999,weinen::V,шехьун,schreien
1000,schimpfen::V,сеперар гун,kijven
1001,schimpfen::V,сеперар гун,schelden
1002,schimpfen::V,экъуьгъунар авун,kijven
1003,schimpfen::V,экъуьгъунар авун,schelden
1004,sich ärgern::V,хъел акатун,zich ergeren
1005,sich fürchten::V,кичӏе хьун,bang zijn
1006,fürchten::V,къурхутмиш хьун,vrezen
1007,fliehen::V,катун,vluchten
1008,flüchten::V,катун,ontsnappen
1009,flüchten::V,катун,ontkomen
1010,sehen::V,акун,zien
1011,anschauen::V,вил вегьин,aankijken
1012,ansehen::V,килигун,aanzien
1013,ansehen::V,килигун,bekijken
1014,hören::V,ван хьун,horen
1015,zuhören::V,яб гун,luisteren
1016,probieren::V,дад акун,proeven
1017,riechen::V,ни чӏугун,ruiken
1018,fühlen::V,гьисс авун,voelen
1019,frieren::V,кьун,het koud hebben
1020,frieren::V,мекьи хьун,het koud hebben
1021,tun::V,авун,doen
1022,können::V,хьун,kunnen
1023,können::V,акъакьун,kunnen
1024,wollen::V,кӏан хьун,willen
1025,anfangen::V,башламишун,beginnen
1026,anfangen::V,башламишун,aanvangen
1027,beenden::V,куьтягьун,beëindigen
1028,aufhören::V,акъвазун,ophouden
1029,gelingen::V,арадал атун,lukken
1030,gelingen::V,арадал атун,gelukken
1031,geraten::V,акъатун,uitvallen
1032,öffnen::V,ахъаюн,openen
1033,öffnen::V,ахъаюн,opendoen
1034,schließen::V,акьалун,sluiten
1035,schließen::V,акьалун,dichtdoen
1036,stellen::V,эцигун,stellen
1037,stellen::V,эцигун,plaatsen
1038,setzen::V,ацукьарун,zetten
1039,setzen::V,ацукьарун,plaatsen
1040,legen::V,эцигун,leggen
1041,berühren::V,хкӏурун,aanraken
1042,verbinden::V,гилигун,verbinden
1043,bedecken::V,кӏевун,bedekken
1044,aufhängen::V,куьрсарун,ophangen
1045,anzünden::V,куькӏуьрун,aansteken
1046,aufheben::V,хкажун,oprapen
1047,zurücklassen::V,тун,achterlaten
1048,verlieren::V,квадарун,verliezen
1049,fallen lassen::V,авадрун,laten vallen
1050,machen::V,авун,maken
1051,machen::V,кар авун,maken
1052,herstellen::V,расун,produceren
1053,herstellen::V,расун,voortbrengen
1054,bauen::V,туькӏуьрун,bouwen
1055,reparieren::V,расун,repareren
1056,reparieren::V,расун,herstellen
1057,verbessern::V,хъсанрун,verbeteren
1058,ändern::V,табдил авун,wijzigen
1059,ändern::V,табдил авун,veranderen
1060,graben::V,эгъуьнун,graven
1061,beugen::V,акӏажарун,buigen
1062,beugen::V,кангур авун,buigen
1063,biegen::V,патахъарун,buigen
1064,drehen::V,алчударун,draaien
1065,umdrehen::V,элкъуьрун,omdraaien
1066,heben::V,хкажун,heffen
1067,heben::V,хкажун,optillen
1068,hochheben::V,хкажун,tillen
1069,ergreifen::V,агалчна кьун,pakken
1070,ergreifen::V,агалчна кьун,grijpen
1071,halten::V,кьун,houden
1072,drücken::V,чуькьуьн,drukken
1073,schieben::V,хуртӏ гун,duwen
1074,schieben::V,хуртӏ гун,schuiven
1075,kratzen::V,къадгъунун,krassen
1076,lecken::V,мез гун,likken
1077,beißen::V,кӏасун,bijten
1078,abreißen::V,галудун,afrukken
1079,abreißen::V,галудун,afscheuren
1080,abschneiden::V,атӏун,afsnijden
1081,stecken::V,сухун,steken
1082,brechen::V,хун,breken
1083,brechen::V,кукӏварун,breken
1084,klopfen::V,тахъ-тахъ авун,kloppen
1085,hauen::V,ягъун,houwen
1086,kleben::V,алкӏурун,plakken
1087,kleben::V,кукӏурун,plakken
1088,reiben::V,тӏушунун,wrijven
1089,streichen::V,алтадун,smeren
1090,schleifen::V,кӏвенкӏв авун,slijpen
1091,schneiden::V,атӏун,snijden
1092,rütteln::V,къарсурун,schudden
1093,schütteln::V,къарсурун,schudden
1094,schwenken::V,элягъун,wuiven
1095,schwenken::V,элягъун,zwaaien
1096,schwenken::V,галтадун,wuiven
1097,schwenken::V,галтадун,zwaaien
1098,schütten::V,цун,gieten
1099,schütten::V,цун,storten
1100,füllen::V,ацӏурун,vullen
1101,einwickeln::V,кутун,inwikkelen
1102,einwickeln::V,элкъуьрун,inwikkelen
1103,tragen::V,тухун,dragen
1104,schleppen::V,галчӏурун,slepen
1105,ziehen::V,ялун,trekken
1106,ziehen::V,чӏугун,trekken
1107,aufbewahren::V,хуьн,bewaren
1108,werfen::V,гадрун,gooien
1109,fangen::V,кьун,vangen
1110,packen::V,кьун,pakken
1111,packen::V,кьун,vastpakken
1112,verstecken::V,кӏевун,verstoppen
1113,teilen::V,паюн,delen
1114,schicken::V,ракъурун,sturen
1115,bringen::V,гъун,brengen
1116,hinzufügen::V,алава авун,toevoegen
1117,bekommen::V,къачун,verkrijgen
1118,bekommen::V,жугъурун,verkrijgen
1119,erhalten::V,къачун,krijgen
1120,nehmen::V,къачун,nemen
1121,wählen::V,хкягъун,kiezen
1122,wählen::V,хкягъун,verkiezen
1123,auswählen::V,хкягъун,uitkiezen
1124,bewahren::V,хуьн,bewaren
1125,behindern::V,манийвал авун,hinderen
1126,verderben::V,чӏурун,bederven
1127,beschädigen::V,нукьсанвал гун,beschadigen
1128,zerbrechen::V,хун,breken
1129,zerbrechen::V,хун,stukbreken
1130,zerreißen::V,къазунун,scheuren
1131,zerreißen::V,къазунун,verscheuren
1132,zerstören::V,чӏурун,vernielen
1133,zerstören::V,барбатӏун,vernielen
1134,verbrennen::V,ккун,branden
1135,verbrennen::V,ккун,verbranden
1136,geben::V,гун,geven
1137,reichen::V,вугун,reiken
1138,reichen::V,вугун,aanreiken
1139,reichen::V,гун,reiken
1140,reichen::V,гун,aanreiken
1141,schenken::V,пишкеш авун,schenken
1142,versprechen::V,гаф гун,beloven
1143,wünschen::V,дуьа авун,wensen
1144,loben::V,тариф авун,loven
1145,loben::V,тариф авун,prijzen
1146,küssen::V,темен гун,kussen
1147,wiegen::V,эчӏягъун,wiegen
1148,zudecken::V,гьалдун,toedekken
1149,wecken::V,ахварай авудун,wekken
1150,zeigen::V,къалурун,tonen
1151,zeigen::V,къалурун,wijzen
1152,führen::V,тухун,voeren
1153,lehren::V,кӏелиз тун,leren
1154,unterrichten::V,тарс гун,onderwijzen
1155,aufziehen::V,тербия гун,grootbrengen
1156,aufziehen::V,тербияламишун,grootbrengen
1157,leiten::V,идара авун,leiden
1158,antreiben::V,тади кутун,aandrijven
1159,einladen::V,теклиф авун,uitnodigen
1160,vereinigen::V,сад авун,verenigen
1161,besuchen::V,кьилив атун,bezoeken
1162,treffen::V,гьалтун,treffen
1163,treffen::V,гьалтун,ontmoeten
1164,sich versammeln::V,алтӏушун,zich verzamelen
1165,spielen::V,къугъун,spelen
1166,singen::V,лугьун,zingen
1167,singen::V,мани лугьун,zingen
1168,tanzen::V,кьуьл авун,dansen
1169,sich trennen::V,къакъатун,van elkaar gaan
1170,verlassen::V,гъил къачун,verlaten
1171,retten::V,къутармишун,redden
1172,bewachen::V,хуьн,bewaken
1173,schützen::V,хуьн,beschermen
1174,verteidigen::V,хуьн,verdedigen
1175,sich schlagen::V,кукӏун,knokken
1176,schießen::V,акъатун,schieten
1177,siegen::V,гъалиб хьун,overwinnen
1178,ärgern::V,хъел гъун,ergeren
1179,ärgern::V,хъел кутун,ergeren
1180,schlagen::V,ягъун,slaan
1181,schlagen::V,галукьарун,slaan
1182,treten::V,кьуьл къекъягъун,trappen
1183,treten::V,кьуьл къекъягъун,schoppen
1184,treten::V,кьуьл эцягъун,trappen
1185,treten::V,кьуьл эцягъун,schoppen
1186,stechen::V,акьадарун,steken
1187,stechen::V,акьадарун,prikken
1188,stoßen::V,эцягъун,stoten
1189,stehlen::V,чуьнуьхун,stelen
1190,stören::V,хкуьрун,storen
1191,stören::V,хкуьрун,verstoren
1192,belästigen::V,хкуьрун,lastig vallen
1193,belästigen::V,азият гун,lastig vallen
1194,verbergen::V,далдаламишун,verbergen
1195,täuschen::V,алцурарун,misleiden
1196,täuschen::V,алцуррун,misleiden
1197,betrügen::V,алцурарун,bedriegen
1198,betrügen::V,гьарамзадавал авун,bedriegen
1199,töten::V,яна кьин,doden
1200,wohnen::V,дуланмиш хьун,wonen
1201,arbeiten::V,кӏвалахун,werken
1202,arbeiten::V,кӏвалах авун,werken
1203,sammeln::V,кӏватӏун,inzamelen
1204,sammeln::V,кӏватӏун,verzamelen
1205,pflücken::V,атӏун,plukken
1206,jagen::V,гъуьрч авун,jagen
1207,fischen::V,гъетер кьун,vissen
1208,fassen::V,кьун,vangen
1209,hüten::V,чӏура хуьн,hoeden
1210,treiben::V,гьалун,drijven
1211,anbinden::V,акалун,vastbinden
1212,füttern::V,ем гун,voeren
1213,melken::V,ацун,melken
1214,hacken::V,куьткуьнун,hakken
1215,gießen::V,яд гун,gieten
1216,reifen::V,чурун,rijpen
1217,reifen::V,агакьун,rijpen
1218,zubereiten::V,гьазурун,klaarmaken
1219,zubereiten::V,гьазурун,toebereiden
1220,kochen::V,ругун,koken
1221,backen::V,чурун,bakken
1222,braten::V,чурун,braden
1223,umrühren::V,какадарун,omroeren
1224,stricken::V,хурун,breien
1225,nähen::V,цун,naaien
1226,färben::V,шир ягъун,verven
1227,färben::V,шир ягъун,kleuren
1228,reinigen::V,михьун,reinigen
1229,waschen::V,чуьхуьн,wassen
1230,abwischen::V,гуьцӏун,afvegen
1231,spülen::V,экъуьрун,spoelen
1232,spülen::V,экъуьрун,afwassen
1233,fegen::V,шуткун,vegen
1234,kehren::V,кул алтадун,vegen
1235,baden::V,эхъуьн,baden
1236,sich waschen::V,жендек чуьхуьн,zich wassen
1237,ausziehen::V,хутӏунун,uittrekken
1238,ausziehen::V,галудун,uittrekken
1239,anziehen::V,алукӏун,aantrekken
1240,sich anziehen::V,алукӏун,zich aankleden
1241,sich anziehen::V,парталар алукӏун,zich aankleden
1242,kämmen::V,эвягъун,kammen
1243,schmücken::V,безетмишун,tooien
1244,schmücken::V,гуьрчегарун,tooien
1245,sagen::V,лугьун,zeggen
1246,sprechen::V,рахун,spreken
1247,reden::V,рахун,praten
1248,sich unterhalten::V,ихтилат авун,zich onderhouden
1249,fragen::V,жузун,vragen
1250,bitten::V,тӏалабун,vragen
1251,bitten::V,тӏалабун,verzoeken
1252,erzählen::V,ахъаюн,vertellen
1253,mitteilen::V,хабар гун,meedelen
1254,nennen::V,тӏвар гун,noemen
1255,rufen::V,эверун,roepen
1256,prahlen::V,яцӏу гафар авун,pralen
1257,übersetzen::V,таржума авун,vertalen
1258,übersetzen::V,гафладун,vertalen
1259,denken::V,фикир авун,denken
1260,glauben::V,агъун,geloven
1261,bemerken::V,фикир гун,bemerken
1262,begreifen::V,гъавурда акьун,begrijpen
1263,lernen::V,кӏелун,leren
1264,wissen::V,чир хьун,weten
1265,wissen::V,чирхьун,weten
1266,sich erinnern an::V,рикӏел хуьн,zich herinneren aan
1267,vergessen::V,рикӏелай фин,vergeten
1268,vergessen::V,рикӏелай алатун,vergeten
1269,messen::V,алцумун,meten
1270,zählen::V,гьисабун,tellen
1271,rechnen::V,гьисабун,rekenen
1272,lesen::V,кӏелун,lezen
1273,malen::V,кхьин,schilderen
1274,malen::V,шикилар чӏугун,schilderen
1275,zeichnen::V,чӏугун,tekenen
1276,schreiben::V,кхьин,schrijven
1277,besitzen::V,иеси хьун,bezitten
1278,kaufen::V,къачун,kopen
1279,kaufen::V,маса къачун,kopen
1280,verkaufen::V,гун,verkopen
1281,verkaufen::V,маса гун,verkopen
1282,bezahlen::V,къимет гун,betalen
1283,bezahlen::V,эвезда авун,betalen
1284,bezahlen::V,гьакъи агакьрун,betalen
1285,zahlen::V,къимет гун,betalen
1286,zahlen::V,эвезда авун,betalen
1287,zahlen::V,гьакъи агакьрун,betalen
1288,beherrschen::V,иеси хьун,beheersen
1289,ertragen::V,таб гун,verdragen
1290,Oberschenkel::N,,dij
1291,Strömung::N,,stroming
1292,Moor::N,,veen
1293,Gedächtnis::N,,geheugen
1294,Ski::N,,ski
1295,Platte::N,,plaat
1296,Leine::N,,lijn
1297,Geschäft::N,,zaak
1298,dick[Gegenstand]::A,,dik
1299,auf einmal::ADV,,ineens
1300,auf einmal::ADV,,tegelijk
1301,zurück::ADV,,terug
1302,wieder::ADV,,weer
1303,wieder::ADV,,terug
1304,wehen::V,,waaien
1305,rauchen::V,,roken
1306,schaukeln::V,,schommelen
1307,rühren::V,,roeren
1308,scheinen::V,,lijken
1309,zu sehen sein::V,,te zien zijn
1310,vernehmen::V,,vernemen
1311,wenden::V,,keren
1312,wenden::V,,wenden
1313,binden::V,,binden
1314,lassen::V,,laten
1315,erkennen::V,,herkennen
1316,verstehen::V,,verstaan
