,Concept_ID,mrj,hy
148,Nest::N,пӹжӓш,բույն
149,Bau::N,ыраж,որջ
150,Bau::N,ыраж,բայոց
151,Tier::N,во́льык,կենդանի
152,Herde::N,кӹтö,հոտ
153,Kuh::N,ышкал,կով
154,Bulle::N,ӱшкӱж,ցուլ
155,Pferd::N,имни,ձի
156,Schaf::N,шарык,ոչխար
157,Schwein::N,сасна,խոզ
158,Hund::N,пи,շուն
159,Katze::N,коти,կատու
160,Bär::N,мöскӓ,արջ
161,Eichhörnchen::N,ур,սկյուռ
162,Elch::N,шарды,հիւսիսային եղջերու
163,Fuchs::N,рӹвӹж,աղվես
164,Hase::N,морен,նապաստակ
165,Maus::N,каля,մուկ
166,Wolf::N,пирӹ,գայլ
167,Vogel::N,кек,թռչուն
168,Schwarm::N,цуца,երամ
169,Huhn::N,цӹвӹ,հավ
170,Hahn::N,ӓптӓн,աքաղաղ
171,Gans::N,комбы,սագ
172,Adler::N,кучкыж,արծիվ
173,Ente::N,лыды,բադ
174,Eule::N,тымана,բու
175,Kranich::N,тырня,կռունկ
176,Kranich::N,тыртня,կռունկ
177,Krähe::N,лудыгарак,ագռավ
178,Kuckuck::N,куку,կուկու
179,Schwan::N,йӱксӹ,կարապ
180,Fisch::N,кол,ձուկ
181,Barsch::N,алангы,պերկես
182,Hecht::N,нуж,գայլաձուկ
183,Hecht::N,нужгол,գայլաձուկ
184,Schlange[Tier]::N,кӹшкы,օձ
185,Wurm::N,шукш,որդ
186,Wurm::N,шукш,ճիճու
187,Spinne::N,ӓнгӹремшӹ,սարդ
188,Ameise::N,кыткы,միջյուն
189,Laus::N,ти,ոջիլ
190,Mücke::N,кужнер,մժղուկ
191,Mücke::N,кужынер,մժղուկ
192,Fliege::N,шӹнгӓ,ճանճ
193,Schmetterling::N,лӹпӹ,թիթեռ
194,Beere::N,мöр,հատապտուղ
195,Apfel::N,олма,խնձոր
196,Pilz::N,понгы,սունկ
197,Zwiebel::N,охыра,սոխ
198,Saat::N,нӱшмӹ,սերմ
199,Saat::N,нӱшмӱ,սերմ
200,Korn::N,пӹрцӹ,հատիկ
201,Heu::N,шуды,խոտ
202,Schale::N,аваха,կեղեւ
203,Schale::N,карлангы,կեղեւ
204,Grube::N,йӓм,փոս
205,Falle::N,лӱдӹ,ծուղակ
206,Falle::N,лӱдӹш,ծուղակ
207,Schlinge::N,онгы,խեղդան
208,Spur::N,кишӓ,հետք
209,Asche::N,ломых,մոխիր
210,Asche::N,ломпыж,մոխիր
211,Dreck::N,лявӹрӓ,աղտ
212,Eisen::N,кӹртни,երկաթ
213,Gold::N,шöртни,ոսկի
214,Gold::N,шöртньӹ,ոսկի
215,Silber::N,ши,արծաթ
216,Kohle::N,шӱ,քարածուխ
217,Glas::N,охоница,ապակի
218,Lehm::N,шун,կավ
219,Sand::N,ошма,ավազ
220,Mensch::N,эдем,մարդ
221,Mann::N,пӱэргӹ,մարդ
222,Mann::N,пӱэргӹ,տղամարդ
223,Frau::N,ӹдӹрӓмӓш,կին
224,Kind::N,ӓзӓ,զավակ
225,Kind::N,шачшы,զավակ
226,Junge::N,рвезӹ,տղա
227,Junge::N,ӹрвезӹ,տղա
228,Mädchen::N,ӹдӹрӓш,աղջիկ
229,Familie::N,йиш,ընտանիք
230,Familie::N,семня,ընտանիք
231,Großvater::N,тьоти,պապ
232,Großmutter::N,папа,տատ
233,Eltern::N,ӓтя-ӓвӓ,ծնողներ
234,Vater::N,ӓтя,հայր
235,Mutter::N,ӓвӓ,մայր
236,Sohn::N,эргӹ,որդի
237,Tochter::N,ӹдӹр,աղջիկ
238,Tochter::N,ӹдӹр,դուստր
239,Bruder::N,ӹза,եղբայր
240,Schwester::N,ӓкӓ,քույր
241,Onkel::N,кугуза,քեռի
242,Onkel::N,кугуза,հորեղբայր
243,Tante::N,куака,մորաքույր
244,Ehemann::N,мары,մարդ
245,Ehemann::N,мары,ամուսին
246,Ehefrau::N,вӓтӹ,կին ամուսին
247,Freude::N,ӹвӹртӹмӓш,ուրախություն
248,Gelächter::N,ваштылмаш,ծիծաղ
249,Glück::N,пиӓл,երջանկություն
250,Kummer::N,ясы,վիշտ
251,Wunsch::N,охата,ցանկություն
252,Wunsch::N,шанымаш,ցանկություն
253,Lust::N,шӓр,փափագ
254,Lust::N,шӓр,իղձ
255,Lust::N,охата,փափագ
256,Lust::N,охата,իղձ
257,Lust::N,шанымаш,փափագ
258,Lust::N,шанымаш,իղձ
259,Geist::N,тух,ոգի
260,Gedanke::N,шанымаш,միտք
261,Gedächtnis::N,ӓш,հիշողություն
262,Verstand::N,ыш,խելք
263,Sinn::N,кын,իմաստ
264,Grund::N,вир,պատճառ
265,Wahrheit::N,тöр,ճշմարտություն
266,Gespräch::N,хытырымаш,զրույց
267,Märchen::N,ямак,պայիկի պատմություն
268,Erzählung::N,шайыштмаш,պատմվածք
269,Erzählung::N,шайыштмаш,պատմություն
270,Nachricht::N,увертӓрӹмӓш,հաղորդագրություն
271,Neuigkeit::N,увер,լուր
272,Neuigkeit::N,увер,նորություն
273,Name::N,лӹм,անուն
274,Rätsel::N,тышты,բարդ խնդիր
275,Rede::N,шая,ճառ
276,Rede::N,шая,ելույթ
277,Rede::N,шамак,ճառ
278,Rede::N,шамак,ելույթ
279,Sprache::N,йӹлмӹ,լեզու
280,Stimme::N,юк,ձայն
281,Wort::N,шамак,բառ
282,Zeichen::N,палӹ,նշան
283,Ruf::N,сӹгӹрӹмӓш,կոչ
284,Ruf::N,сӹгӹрӹмӓш,կանչ
285,Lärm::N,юкланымащ,աղմուկ
286,Laut::N,юк,հնչյուն
287,Laut::N,юк,ձայն
288,Ton::N,юк,տոն
289,Lied::N,мыры,երգ
290,Ruhe::N,тыр,անդորրություն
291,Leute::N,эдемвлӓ,մարդիկ
292,Volk::N,халык,ազգ
293,Arbeit::N,пӓшӓ,գործ
294,Arbeit::N,пӓшӓ,աշխատանք
295,Gast::N,хына,հյուր
296,Geschenk::N,подарка,նվեր
297,Spiel::N,мадыш,խաղ
298,Gesellschaft::N,йӓл,ընկերություն
299,Gesellschaft::N,йӓлвлӓ,ընկերություն
300,Hilfe::N,палшык,օգնությթուն
301,Freund::N,тӓнг,ընկեր
302,Freund::N,тӓнг,բարեկամ
303,Kamerad::N,тос,ուղեկից
304,Angelegenheit::N,дела,բան
305,Angelegenheit::N,дела,գործ
306,Angelegenheit::N,йела,բան
307,Angelegenheit::N,йела,գործ
308,Angelegenheit::N,йыла,բան
309,Angelegenheit::N,йыла,գործ
310,Angelegenheit::N,пӓшӓ,բան
311,Angelegenheit::N,пӓшӓ,գործ
312,Anzahl::N,шот,քանակ
313,Anzahl::N,шот,գումար
314,Art::N,цӹре,տեսակ
315,Stück::N,лаштык,կտոր
316,Teil::N,пай,մաս
317,Teil::N,часть,մաս
318,Hälfte::N,пел,կես
319,Kreis::N,тӹртӹш,շիջանակ
320,Kreuz::N,крестӹ,խաչ
321,Abstand::N,ло,անջրպետ
322,Entfernung::N,ло,հեռավորություն
323,Gegend::N,вӓр,շրջան
324,Platz::N,вӓр,տարածություն
325,Ort::N,вӓр,տեղ
326,Ort::N,вӓр,վայր
327,Seite::N,öрдӹж,կողմ
328,Mitte::N,ло,մեջտեղ
329,Gegenstand::N,хӓдӹр,առարկա
330,Sache::N,хӓдӹр,բան
331,Rand::N,шöр,վերջք
332,Kante::N,шöр,եզր
333,Ecke::N,лык,անկյուն
334,Spitze::N,вуй,ծայր
335,Ende::N,вуй,ծայր
336,Ende::N,мычаш,ծայր
337,Loch::N,ыраж,անցք
338,Winkel::N,лык,անկյուն
339,Muster::N,тӹрлец,օրինակ
340,Größe::N,кӱкшӹц,մեծություն
341,Länge::N,кыт,երկարություն
342,Höhe::N,кӱкшӹц,բարձրություն
343,Gewicht::N,нелӹц,կշիռ
344,Menge::N,шот,քանակ
345,Haufen::N,ара,դեզ
346,Haufen::N,ара,կույտ
347,Reihe::N,ряд,շարք
348,Reihe::N,ряд,կարգ
349,Boot::N,пыш,նավակ
350,Ruder::N,вешлӓ,թի
351,Ruder::N,вешлӓ,թիակ
352,Schlitten::N,тир,բալխիր
353,Ski::N,ечӹ,դահուկ
354,Lagerfeuer::N,тыл,բացօդեայ կրակ
355,Last::N,нелӹц,բեռ
356,Gang::N,ход,զբոսանք
357,Schritt::N,ашкыл,քայլ
358,Norden::N,йыдпелвел,հյուսիս
359,Süden::N,кечӹвӓлвел,հարավ
360,Westen::N,кечӹ шӹцмӹ,արեւմուտք
361,Osten::N,ирвел,արեւելք
362,Osten::N,кечӹ лӱлтмӹ,արեւելք
363,Holz::N,пушӓнгӹ,փայտ
364,Brett::N,ханга,տախտակ
365,Platte::N,плитӓ,թիթեղ
366,Stütze::N,цӓрӓк,նեցուկ
367,Stange::N,равы,ձող
368,Stange::N,намаш,ձող
369,Stock::N,панды,փայտ
370,Stab::N,равы,ցուպ
371,Stab::N,равы,գավազան
372,Rohr::N,пыч,խողովակ
373,Haus::N,пöрт,տուն
374,Heim::N,пöрт,տուն
375,Ofen::N,камака,վառարան
376,Fußboden::N,седӹрӓ,հատակ
377,Tisch::N,стöл,սեղան
378,Stuhl::N,пöкен,աթոռ
379,Wiege::N,шипкӓ,օրորոց
380,Bett::N,койка,անկողին
381,Bett::N,кравать,անկողին
382,Regal::N,полицӓ,դարակ
383,Kiste::N,шӱ́ндӹк,տուփ
384,Fenster::N,окня,պատուհան
385,Tür::N,амаса,դուռ
386,Tor::N,хапка,դարպաս
387,Zaun::N,забор,ցանկապատ
388,Dach::N,левӓш,տանիք
389,Dach::N,левӓш,կտուր
390,Leiter::N,ташкалтыш,սանդուղք
391,Besen::N,сало,ավել
392,Besen::N,салко,ավել
393,Spaten::N,кольмы,բահ
394,Schaufel::N,лоток,թի
395,Gabel::N,ви́лка,պատառաքաղ
396,Löffel::N,савала,գդալ
397,Messer::N,кӹзӹ,դանակ
398,Nagel::N,пыда,մեխ
399,Netz::N,вӓпш,ցանց
400,Haken::N,крӱк,կարթ
401,Haken::N,кагак,կարթ
402,Griff::N,кычем,կոթ
403,Griff::N,кычем,բռնակ
404,Schloss::N,замок,կողպեք
405,Schloss::N,сыравач,կողպեք
406,Bild::N,картин,նկար
407,Bild::N,картин,պատկեր
408,Figur::N,кӓн,քանդակ
409,Figur::N,кӓн,պատկեր
410,Puppe::N,поханя,տիկնիկ
411,Beutel::N,мешӓк,տոպրակ
412,Bündel::N,топ,կապոց
413,Bündel::N,пидӹш,կապոց
414,Bündel::N,кӹлдӹш,կապոց
415,Tasche::N,сумкы,պայուսակ
416,Eimer::N,ведӹрӓ,դույլ
417,Deckel::N,комдыш,կափարիչ
418,Geschirr::N,ӓтӹ,ամանեղեն
419,Sack::N,мешӓк,պարկ
420,Sack::N,мешӓк,տոպրակ
421,Tasse::N,цӓшкӓ,թաս
422,Tasse::N,цӓшкӓ,գավաթ
423,Topf::N,ми́ска,անոթ
424,Kessel::N,пад,կաթսա
425,Essen::N,качкыш,կերակուր
426,Essen::N,качкыш-йӱш,կերակուր
427,Nahrung::N,качкыш,ուտելիք
428,Nahrung::N,качкыш-йӱш,ուտելիք
429,Speise::N,няня,խորտիկ
430,Speise::N,няня,կերակուր
431,Fleisch::N,пай,միս
432,Getreide::N,киндӹ,հացահատիկ
433,Brei::N,шӹрӓш,լանդակ
434,Brot::N,сыкыр,հաց
435,Scheibe::N,ламыт,կտոր
436,Scheibe::N,ламыт,պատառ
437,Scheibe::N,лаштык,կտոր
438,Scheibe::N,лаштык,պատառ
439,Fett::N,кая,ճարպ
440,Butter::N,ӱ,կարագ
441,Öl::N,ӱ,ձեթ
442,Salz::N,санзал,աղ
443,Suppe::N,лем,սուպ
444,Suppe::N,лем,ապուր
445,Honig::N,мӱ,մեղր
446,Milch::N,шӹшер,կաթ
447,Tee::N,чӓй,թեյ
448,Leder::N,шарга,կաշի
449,Leder::N,кавашты,կաշի
450,Wolle::N,миж,բուրդ
451,Stoff::N,матер,գործվածք
452,Stoff::N,матери,գործվածք
453,Nadel::N,им,ասեղ
454,Faden::N,шӹртӹ,թել
455,Knopf::N,полдыш,կոճակ
456,Knoten::N,пӱкшем,հանգույց
457,Farbe::N,чиӓ,ներկ
458,Farbe::N,крӓскӓ,ներկ
459,Kleidung::N,выргем,հագուստ
460,Hemd::N,тыгыр,վերնաշապիկ
461,Kragen::N,шӱ,օձիք
462,Ärmel::N,шокш,թեւք
463,Hose::N,ялаш,շալվար
464,Gürtel::N,ӹштӹ,գոտի
465,Mütze::N,упш,կեպի
466,Schuh::N,ту́фльы,կոշիկ
467,Stiefel::N,кем,երկարաճիթ կոշիկ
468,Ring::N,шӓргӓш,զնգալ
469,Band::N,лемтӓ,ժապավեն
470,Kamm::N,шерге,սանր
471,Spiegel::N,тӹгӹр,հայելի
472,Riemen::N,прӓжӓ,փոկ
473,Schnur::N,кӓндӹра,լար
474,Leine::N,керем,փոկ
475,Decke::N,одеял,վերմակ
476,Kissen::N,кӹпцӹк,բարձ
477,Tuch::N,савыц,թաշկինակ
478,Handtuch::N,шӹргӹсавыц,սրբիչ
479,Handtuch::N,шӹргӹмсавыц,սրբիչ
480,Kraft::N,ви,ուժ
481,Stärke::N,ви,պնդություն
482,Stärke::N,ви,ամրություն
483,Gesundheit::N,шу,առողջություն
484,Gesundheit::N,шулык,առողջություն
485,Krankheit::N,мыж,ախտ
486,Krankheit::N,мыж,հիվանդություն
487,Schmerz::N,карштыш,ցավ
488,Schmerz::N,карштыш,տանջանք
489,Wunde::N,шушыр,վերք
490,Fieber::N,ӱштӹмыж,տենդ
491,Arznei::N,лекӓрцӹ,դեղ
492,Brücke::N,кӹвер,կամուրջ
493,Brunnen::N,вӹдсӹнзӓ,հոր
494,Brunnen::N,вӹдсӹнзӓ,ջրհոր
495,Weide::N,ныр,արոտավայր
496,Pfad::N,ялгорны,արահետ
497,Weg::N,корны,ուղի
498,Straße::N,корны,ճանապարհ
499,Dorf::N,сола,գյուղ
500,Stadt::N,города,քաղաք
501,Brief::N,сирмӓш,նամակ
502,Buch::N,книгӓ,գիրք
503,Buchstabe::N,буква́,տառ
504,Buchstabe::N,буква́,գիր
505,Zeitung::N,газет,լրագիր
506,Zeitung::N,кайзет,լրագիր
507,Leben::N,житя,կյանք
508,Tod::N,смöрт,մահ
509,Grab::N,шӹгер,գերեզման
510,Grab::N,мыгилӓ,գերեզման
511,Grab::N,шӹгерлӓ,գերեզման
512,Kirche::N,церкӹ,եկեղեցի
513,Sünde::N,сулык,մեղք
514,Gott::N,йымы,աստված
515,Arbeiter::N,пӓшӓзӹ,բանվոր
516,Arbeiter::N,пӓшӓзӹ,աշխատող
517,Chef::N,вуй,տեր
518,Meister::N,мастар,վարպետ
519,Arzt::N,доктор,բժիշկ
520,Lehrer::N,тымдышы,ուսուցիչ
521,Geld::N,окса,փող
522,Geschäft::N,торге́йӹмӓш,գործ
523,Geschäft::N,торге́йӹмӓш,աշխատանք
524,Laden::N,лапка,կրպակ
525,Laden::N,лапка,խանութ
526,Laden::N,магазин,կրպակ
527,Laden::N,магазин,խանութ
528,Preis::N,ӓк,գին
529,Ware::N,товар,ապրանք
530,Nutzen::N,пайда,օգուտ
531,Reichtum::N,перке,հարստություն
532,Welt::N,сӓндӓлӹк,աշխարհ
533,Welt::N,свет,աշխարհ
534,Land::N,сӓндӓлӹк,երկիր
535,Staat::N,кугижӓншӹ,պետություն
536,König::N,король,արքա
537,König::N,король,թագավոր
538,Macht::N,власть,իշխանություն
539,Grenze::N,пӹсмӓн,սահման
540,Krieg::N,вырсы,պատերազմ
541,Feind::N,тышман,թշնամի
542,Gewalt::N,ви,բռնություն
543,Gewalt::N,ви,սաստկություն
544,Kampf::N,кредӓлмӓш,մարտ
545,Bogen[Waffe]::N,янгеж,աղեղ
546,Pfeil::N,пикш,նետ
547,Gewehr::N,пичӓл,հրացան
548,Fehler::N,самынь,սխալ
549,Lüge::N,шая,սուտ
550,Schaden::N,вре́дӓ,վնաս
551,Unglück::N,пёда,դժբախտություն
552,Unglück::N,тымаша,դժբախտություն
553,Schuld::N,вуйнамат,պակասություն
554,Alter::N,иӓш,հասակ
555,Alter::N,игечӹ,հասակ
556,Schluss::N,пӹтӓртӹш,վերջ
557,Schluss::N,пӹтӓртӹш,վախճան
558,Zeit::N,веремӓ,ժամանակ
559,Tag::N,кечӹ,օր
560,Morgen::N,ир,առավոտ
561,Morgen::N,ирок,առավոտ
562,Mittag::N,кечӹвӓл,կեսօր
563,Abend::N,вады,երեկո
564,Nacht::N,йыд,գիշեր
565,Woche::N,ӓрня,շաբաթ
566,Monat::N,тӹ́лзӹ,ամիս
567,Jahr::N,год,տարի
568,Frühling::N,шошым,գարուն
569,Sommer::N,кӓнгӹж,ամառ
570,Herbst::N,шӹжӹ,աշուն
571,Winter::N,тел,ձմեռ
572,Winter::N,телӹ,ձմեռ
573,Januar::N,январ,հունվար
574,Januar::N,январь,հունվար
575,Februar::N,февраль,փետրվար
576,März::N,март,մարտ
577,April::N,апрель,ապրիլ
578,Mai::N,май,մայիս
579,Juni::N,июнь,հունիս
580,Juli::N,июль,հուլիս
581,August::N,август,օգոստոս
582,September::N,сентябрь,սեպտեմբեր
583,Oktober::N,октябрь,հոկտեմբեր
584,November::N,ноябрь,նոյեմբեր
585,Dezember::N,декавыр,դեկտեմբեր
586,Montag::N,шачмы,երկուշաբթի
587,Dienstag::N,кышкыжмы,երեքշաբթի
588,Mittwoch::N,вӹрчегӹ,չորեքշաբթի
589,Donnerstag::N,изӓрня,հինգշաբթի
590,Freitag::N,когарня,ուրբաթ
591,Samstag::N,кукшыгечӹ,շաբաթ
592,Sonntag::N,рушӓрня,կիրակի
593,groß::A,кого,մեծ
594,groß::A,кого,խոշոր
595,klein::A,изи,պստիկ
596,klein::A,изи,փոքրիկ
597,lang::A,кужы,երկար
598,kurz::A,кӹтӹк,կարճ
599,breit::A,кымда,լայն
600,schmal::A,ӓнгӹсӹр,նեղ
601,dicht::A,шӹре,խիտ
602,dick[Gegenstand]::A,кӹжгӹ,հաստ
603,dünn::A,вӹцкӹж,բարակ
604,fein::A,пыльга,նուրբ
605,fest::A,цаткыды,ամուր
606,fest::A,цаткыды,պինդ
607,flach::A,тӓлякӓ,տափակ
608,glatt::A,ягылгы,հարթ
609,hart::A,пингӹдӹ,կարծր
610,weich::A,пышкыды,մեղմ
611,weich::A,пышкыды,փափուկ
612,rund::A,тӹртӹш,կլոր
613,spitz::A,кашар,սրածայր
614,scharf::A,кашар,սուր
615,stumpf::A,нӹшкӹ,գուլ
616,schwer::A,нелӹ,ծանր
617,schön::A,цевер,սիրուն
618,schön::A,цевер,գեղեցիկ
619,schön::A,олмыдшы,սիրուն
620,schön::A,олмыдшы,գեղեցիկ
621,heiß::A,шокшы,թեժ
622,warm::A,шокшы,տաք
623,warm::A,шокшы,ջերմ
624,kalt::A,ӱштӹ,ցուրտ
625,kühl::A,юалгы,զով
626,kühl::A,йонгата,զով
627,frisch::A,йонгата,թարմ
628,feucht::A,ӹлӹкшӹ,ղոնավ
629,feucht::A,вӹдӹжгӹ,ղոնավ
630,nass::A,начкы,թաց
631,trocken::A,кукшы,ցամաք
632,voll::A,темшӹ,լի
633,voll::A,темшӹ,լիքը
634,voll::A,темыман,լի
635,voll::A,темыман,լիքը
636,leer::A,йӓрӓ,դատարկ
637,offen::A,виш,բաց
638,geschlossen::A,чӱчмӹ,գոց
639,geschlossen::A,тӹкӹлӓлтшӹ,գոց
640,sauber::A,ире,մաքուր
641,schmutzig::A,шоран,կեղտոտ
642,schmutzig::A,лявӹрӓн,կեղտոտ
643,schmutzig::A,шорангшы,կեղտոտ
644,roh::A,пеле кӱшӹ,հում
645,reif::A,кӱшӹ,հասած
646,reif::A,кӱшӹ,հասուն
647,lecker::A,тотан,համեղ
648,süß::A,мӱӓн,անուշ
649,bitter::A,качы,կծու
650,sauer::A,шапы,թթու
651,sauer::A,шапы,թթված
652,hell::A,соты,պայծառ
653,hell::A,соты,խելամիտ
654,hell::A,валгыды,պայծառ
655,hell::A,валгыды,խելամիտ
656,dunkel::A,пӹц,մութ
657,dunkel::A,пӹцкемӹш,մութ
658,schwarz::A,шим,սեւ
659,weiß::A,ош,սպիտակ
660,weiß::A,ошы,սպիտակ
661,rot::A,якшаргы,կարմիր
662,gelb::A,сар,դեղին
663,gelb::A,сары,դեղին
664,blau::A,симсӹ,կապույտ
665,grün::A,ыжар,կանաչ
666,grau::A,луды,գորշ
667,bunt::A,ала,գոյնզգոյն
668,billig::A,шулдаш,էժան
669,teuer::A,шергӹ,թանկ
670,teuer::A,шергӓкӓн,թանկ
671,wertvoll::A,ӓкӓн,թանկարժեք
672,blind::A,слöпöй,կույր
673,blind::A,сльöпöй,կույր
674,taub::A,тӱтӱк,խուլ
675,kräftig::A,виӓн,հզոր
676,stark::A,виӓн,ուժեղ
677,schwach::A,шава,տկար
678,schwach::A,шава,թույլ
679,schwach::A,лӹпкӓ,տկար
680,schwach::A,лӹпкӓ,թույլ
681,schwach::A,слабка,տկար
682,schwach::A,слабка,թույլ
683,fett::A,таза,գեր
684,schlank::A,яштака,նիհար
685,hübsch::A,сӹлнӹ,գրավիչ
686,hübsch::A,сӹлнӹ,սիրունիկ
687,hübsch::A,олмыдшы,գրավիչ
688,hübsch::A,олмыдшы,սիրունիկ
689,böse::A,шӹдӓн,չար
690,dumm::A,окмак,հիմար
691,faul::A,ялахай,ծույլ
692,fleißig::A,пӓшам яратышы,ջանասեր
693,fleißig::A,пӓшам яратышы,փութաջան
694,geizig::A,шык,ագահ
695,geizig::A,шык,կծծի
696,klug::A,ышан,խելոք
697,klug::A,ышан,ընդունակ
698,geschickt::A,мастар,ճարտար
699,lieb::A,тыри,սիրելի
700,lustig::A,мындыр,զվարթ
701,lustig::A,сусу,զվարթ
702,sanft::A,йӹвӹжӓ,հեզ
703,hungrig::A,шужышы,քաղցած
