,Concept_ID,he,ja
829,schreien::V,צעק,叫ぶ
830,stöhnen::V,נאנק,うめく
831,zittern::V,רעד,震える
832,leben::V,חי,生きている
833,geboren werden::V,נולד,生まれる
834,atmen::V,נשם,呼吸する
835,trinken::V,שתה,飲む
836,essen::V,אכל,食べる
837,schlucken::V,בלע,飲み込む
838,müde werden::V,התעיף,眠くなる
839,einschlafen::V,נרדם,寝付く
840,schlafen::V,ישן,眠る
841,aufwachen::V,התעורר,目が覚める
842,aufstehen::V,קם,起きる
843,sich erholen::V,נפש,休養する
844,krank werden::V,חלה,病気になる
845,krank sein::V,היה חולה,病気である
846,schmerzen::V,כאב,痛む
847,husten::V,השתעל,咳をする
848,genesen::V,הבריא,元気になる
849,sterben::V,מת,死ぬ
850,sterben::V,מת,亡くなる
851,umkommen::V,נספה,死亡する
852,sich bewegen::V,נע,移動する
853,sich rühren::V,זז,動く
854,sich erheben::V,קם,立ち上がる
855,sich setzen::V,התישב,座る
856,hinfallen::V,נפל,転ぶ
857,laufen::V,הלך ברגל,歩く
858,schreiten::V,פסע,跨ぐ
859,spazierengehen::V,טיל,散歩する
860,eilen::V,אץ,急ぐ
861,eilen::V,מהר,急ぐ
862,sich beeilen::V,מהר,焦る
863,sausen::V,אץ,疾駆する
864,rennen::V,רץ,走る
865,springen::V,קפץ,跳ぶ
866,klettern::V,טפס,よじ登る
867,schaukeln::V,התנדנד,ぶらんこに乗る
868,kriechen::V,זחל,這う
869,schwimmen::V,שחה,泳ぐ
870,tauchen::V,צלל,潜る
871,rudern::V,חתר,漕ぐ
872,fahren::V,נסע,行く
873,fahren::V,נסע,乗車する
874,fliegen::V,עף,飛ぶ
875,gehen::V,הלך,行く
876,weggehen::V,עזב,立ち去る
877,abfahren::V,יצא,出発する
878,anhalten::V,עצר,止まる
879,hineingehen::V,נכנס,入る
880,eintreten::V,נכנס,中に入る
881,kommen::V,בא,来る
882,ankommen::V,הגיע,着く
883,ankommen::V,הגיע,到着する
884,zurückkommen::V,שב,帰る
885,zurückkommen::V,חזר,帰る
886,bleiben::V,נשאר,留まる
887,warten::V,חכה,待つ
888,warten::V,המתין,待つ
889,erwarten::V,צפה,期待する
890,suchen::V,חפש,探る
891,finden::V,מצא,見つける
892,versuchen::V,נסה,試す
893,vorbereiten::V,הכין,準備する
894,lieben::V,אהב,愛する
895,mögen::V,אהב,好きである
896,lachen::V,צחק,笑う
897,rühren::V,נגע ללב,感情を動かす
898,weinen::V,בכה,泣く
899,schimpfen::V,גער,叱る
900,sich ärgern::V,זעם,怒る
901,sich ärgern::V,זעם,腹を立てる
902,sich ärgern::V,כעס,怒る
903,sich ärgern::V,כעס,腹を立てる
904,sich fürchten::V,פחד,怖がる
905,sich fürchten::V,חשש,怖がる
906,fürchten::V,פחד מ,恐れる
907,fürchten::V,חשש מ,恐れる
908,fliehen::V,ברח,逃げる
909,flüchten::V,נמלט,逃亡する
910,sehen::V,ראה,見る
911,anschauen::V,הביט,眺める
912,ansehen::V,התבונן,見る
913,hören::V,שמע,聞く
914,zuhören::V,הקשיב,聴く
915,probieren::V,נסה,食べてみる
916,riechen::V,הריח,気取る
917,fühlen::V,חש,感じる
918,scheinen::V,נדמה,ように見える
919,zu sehen sein::V,נראה,見える
920,vernehmen::V,נודע ל,承る
921,frieren::V,קר ל,寒気がする
922,tun::V,פעל,する
923,können::V,יכל,出来る
924,wollen::V,רצה,-たい
925,anfangen::V,התחיל,始める
926,beenden::V,גמר,終える
927,aufhören::V,סים,止める
928,gelingen::V,הצליח,成功する
929,geraten::V,עלה,当たる
930,öffnen::V,פתח,開く
931,öffnen::V,פתח,開ける
932,schließen::V,סגר,閉める
933,stellen::V,העמיד,置く
934,stellen::V,העמיד,据える
935,setzen::V,הושיב,座らせる
936,legen::V,שם,置く
937,berühren::V,נגע,触る
938,berühren::V,נגע,触れる
939,verbinden::V,קשר,結びつける
940,bedecken::V,כסה,覆う
941,aufhängen::V,תלה,掛ける
942,anzünden::V,הצית,燃やす
943,anzünden::V,הצית,火をつける
944,aufheben::V,אסף,拾う
945,zurücklassen::V,השאיר,残す
946,verlieren::V,אבד,無くす
947,fallen lassen::V,שמט,落とす
948,fallen lassen::V,הפיל,落とす
949,machen::V,עשה,作る
950,herstellen::V,יצר,製造する
951,bauen::V,בנה,建設する
952,reparieren::V,תקן,直す
953,reparieren::V,תקן,修理する
954,verbessern::V,שפר,改良する
955,ändern::V,שנה,変える
956,graben::V,חפר,掘る
957,beugen::V,כפף,折る
958,biegen::V,כופף,曲げる
959,drehen::V,סובב,回す
960,wenden::V,הפך,裏返す
961,umdrehen::V,סובב,裏返す
962,heben::V,הרים,挙げる
963,hochheben::V,הרים,持ち上げる
964,ergreifen::V,אחז,取り上げる
965,halten::V,החזיק,持つ
966,drücken::V,לחץ,押す
967,schieben::V,הזיז,ずらす
968,kratzen::V,שרט,引っ掻く
969,kratzen::V,שפשף,引っ掻く
970,lecken::V,לקק,なめる
971,beißen::V,נשך,噛む
972,abreißen::V,קרע,剝ぎ取る
973,abschneiden::V,חתך,切り取る
974,binden::V,קשר,縛る
975,stecken::V,תקע,差し込む
976,brechen::V,שבר,破る
977,klopfen::V,נקש,とんとん叩く
978,hauen::V,הכה,叩く
979,kleben::V,הדביק,貼る
980,kleben::V,הדביק,くっ付ける
981,reiben::V,שפשף,擦る
982,streichen::V,מרח,塗る
983,schleifen::V,השחיז,研ぐ
984,schneiden::V,גזר,切る
985,rütteln::V,נענע,揺さぶる
986,schütteln::V,נער,振る
987,schütteln::V,נער,揺さぶる
988,schwenken::V,נופף,振る
989,schwenken::V,טלטל,振る
990,schütten::V,שפך,注ぐ
991,füllen::V,מלא,いっぱいにする
992,einwickeln::V,עטף,包む
993,tragen::V,נשא,運ぶ
994,schleppen::V,סחב,引きずる
995,ziehen::V,משך,引く
996,aufbewahren::V,שמר,預かる
997,werfen::V,זרק,投げる
998,fangen::V,תפס,受ける
999,packen::V,אחז,掴む
1000,verstecken::V,החביא,隠す
1001,teilen::V,חלק,分ける
1002,schicken::V,שלח,送る
1003,bringen::V,הביא,持って行く
1004,hinzufügen::V,הוסיף,加える
1005,bekommen::V,תפס,得る
1006,erhalten::V,קבל,受ける
1007,nehmen::V,אחז,取る
1008,wählen::V,בחר,選ぶ
1009,auswählen::V,בחר ב,選ぶ
1010,bewahren::V,קים,保存する
1011,behindern::V,מנע,妨害する
1012,verderben::V,מנע,台無しにする
1013,beschädigen::V,הזיק,損傷する
1014,zerbrechen::V,נשבר,割る
1015,zerreißen::V,קרע,引き裂く
1016,zerstören::V,הרס,破壊する
1017,zerstören::V,השמיד,破壊する
1018,verbrennen::V,שרף,焼く
1019,geben::V,נתן,上げる
1020,reichen::V,העביר,渡す
1021,schenken::V,נתן במתנה,贈る
1022,versprechen::V,הבטיח,約束する
1023,wünschen::V,אחל,望む
1024,loben::V,שבח,褒める
1025,küssen::V,נשק,キスする
1026,wiegen::V,נדנד,揺する
1027,zudecken::V,כסה,覆う
1028,wecken::V,עורר,起こす
1029,zeigen::V,הראה,見せる
1030,führen::V,הביא,案内する
1031,führen::V,הוביל,案内する
1032,lehren::V,למד,教える
1033,unterrichten::V,למד,通知する
1034,aufziehen::V,רומם,育てる
1035,leiten::V,נהל,導く
1036,antreiben::V,המרץ,励ます
1037,lassen::V,נתן,～させる
1038,einladen::V,הזמין,誘う
1039,einladen::V,הזמין,招待する
1040,vereinigen::V,אחד,一つにする
1041,vereinigen::V,לכד,一つにする
1042,besuchen::V,בקר,訪ねる
1043,treffen::V,פגש,出会う
1044,sich versammeln::V,התאסף,集まる
1045,spielen::V,שחק,遊ぶ
1046,singen::V,שר,歌う
1047,tanzen::V,רקד,踊る
1048,sich trennen::V,נפרד,別れる
1049,verlassen::V,עזב,別れる
1050,retten::V,הציל,救う
1051,retten::V,הציל,助ける
1052,bewachen::V,שמר,見張る
1053,bewachen::V,שמר,軽微する
1054,schützen::V,אבטח,保護する
1055,verteidigen::V,הגן,守る
1056,sich schlagen::V,התכתש,殴る
1057,schießen::V,ירה,撃つ
1058,siegen::V,גבר,勝つ
1059,siegen::V,נצח,勝つ
1060,ärgern::V,עצבן,怒らせる
1061,schlagen::V,הכה,殴る
1062,schlagen::V,הלקה,殴る
1063,treten::V,בעט,蹴る
1064,stechen::V,דקר,突く
1065,stoßen::V,דחק,突く
1066,stehlen::V,גנב,盗る
1067,stören::V,קטע,構う
1068,stören::V,הפריע,構う
1069,belästigen::V,הציק,邪魔する
1070,belästigen::V,הטריד,邪魔する
1071,verbergen::V,הצניע,隠す
1072,täuschen::V,שגע,だます
1073,betrügen::V,הונה,だます
1074,töten::V,הרג,殺す
1075,wohnen::V,גר,住む
1076,arbeiten::V,עבד,働く
1077,sammeln::V,אסף,集める
1078,sammeln::V,אסף,収集する
1079,pflücken::V,קטף,摘む
1080,jagen::V,צד,狩りをする
1081,fischen::V,דג,釣る
1082,fassen::V,תפס,捕る
1083,hüten::V,רעה,放牧する
1084,treiben::V,הוציא,追う
1085,anbinden::V,קשר,繋ぐ
1086,füttern::V,הלעיט,餌をやる
1087,melken::V,חלב,搾乳する
1088,hacken::V,קצץ,刻む
1089,gießen::V,השקה,水をやる
1090,reifen::V,בשל,熟す
1091,zubereiten::V,הכין,調理する
1092,kochen::V,בשל,煮る
1093,backen::V,אפה,焼く
1094,braten::V,צלה,焼く
1095,braten::V,צלה,炒める
1096,braten::V,טגן,焼く
1097,braten::V,טגן,炒める
1098,umrühren::V,ערבב,混ぜる
1099,stricken::V,סרג,編む
1100,nähen::V,תפר,縫う
1101,färben::V,צבע,染める
1102,reinigen::V,נקה,掃除する
1103,waschen::V,רחץ,洗う
1104,waschen::V,רחץ,洗濯する
1105,waschen::V,כבס,洗う
1106,waschen::V,כבס,洗濯する
1107,abwischen::V,נגב,拭く
1108,spülen::V,שטף,洗う
1109,spülen::V,שטף,すすぐ
1110,fegen::V,טאטא,掃除する
1111,kehren::V,טאטא,掃く
1112,baden::V,טבל,入浴する
1113,baden::V,שחה,入浴する
1114,sich waschen::V,התרחץ,洗う
1115,ausziehen::V,הוריד,脱ぐ
1116,anziehen::V,לבש,着る
1117,sich anziehen::V,התלבש,着る
1118,kämmen::V,סרק,梳く
1119,schmücken::V,קשט,飾る
1120,sagen::V,אמר,言う
1121,sprechen::V,דבר,話す
1122,reden::V,דבר,話す
1123,sich unterhalten::V,שוחח,話をする
1124,fragen::V,שאל,聞く
1125,bitten::V,בקש,頼む
1126,bitten::V,בקש,お願いする
1127,erzählen::V,ספר,物語る
1128,mitteilen::V,מסר,伝える
1129,mitteilen::V,הודיע,伝える
1130,nennen::V,קרא בשם,名づける
1131,rufen::V,גיס,呼ぶ
1132,rufen::V,הזמין לבוא,呼ぶ
1133,prahlen::V,התרברב,自慢する
1134,übersetzen::V,תרגם,訳す
1135,denken::V,חשב,考える
1136,glauben::V,האמין,信じる
1137,bemerken::V,הבחין,気が付く
1138,erkennen::V,זהה,認識する
1139,begreifen::V,קלט,分かる
1140,begreifen::V,הבין,分かる
1141,verstehen::V,הבין,聞き取る
1142,lernen::V,למד,学ぶ
1143,lernen::V,למד,勉強する
1144,wissen::V,ידע,知っている
1145,sich erinnern an::V,זכר,思い出す
1146,vergessen::V,שכח,忘れる
1147,messen::V,מדד,計る
1148,messen::V,מדד,測定する
1149,zählen::V,ספר,数える
1150,rechnen::V,חשב,計算する
1151,lesen::V,קרא,読む
1152,malen::V,ציר,描く
1153,zeichnen::V,שרטט,写生する
1154,schreiben::V,כתב,書く
1155,besitzen::V,היה בעל של,所持する
1156,kaufen::V,קנה,買う
1157,kaufen::V,רכש,買う
1158,verkaufen::V,מכר,売る
1159,bezahlen::V,שלם,払う
1160,zahlen::V,שלם,支払う
1161,beherrschen::V,שלט,支配する
1162,ertragen::V,סבל,耐える
