,Concept_ID,et,hy
769,hierhin::ADV,siia,այստեղ
770,von hier::ADV,siit,այդտեղից
771,dort::ADV,seal,այնտեղ
772,dorthin::ADV,sinna,այնտեղ
773,geradeaus::ADV,otse edasi,ուղիղ
774,vorwärts::ADV,edasi,առաջ
775,rückwärts::ADV,tagurpidi,դեպի ետ
776,zurück::ADV,tagasi,ետ
777,unten::ADV,all,ներքեւում
778,unten::ADV,allpool,ներքեւում
779,hinab::ADV,alla,ներքեւ
780,oben::ADV,ülal,վերեւում
781,hinauf::ADV,üles,վերեւ
782,überall::ADV,kõikjal,ամենուր
783,nicht::ADV,ei,չէ
784,nicht::ADV,mitte,չէ
785,ein wenig::ADV,veidi,մի քիչ
786,ein wenig::ADV,natuke,մի քիչ
787,kaum::ADV,vaevalt,հազիվ
788,sehr::ADV,väga,շատ
789,so::ADV,nii,այդպես
790,noch::ADV,veel,դեռ
791,nur::ADV,ainult,միայն
792,schon::ADV,juba,արդեն
793,wieder::ADV,jälle,նորից
794,wieder::ADV,jälle,դարձյալ
795,vergebens::ADV,asjata,իզուր
796,vor::PRP,ees,դիմացը
797,hinter::PRP,taha,ետեւը
798,unter::PRP,all,տակ
799,durch::PRP,läbi,միջով
800,durch::PRP,kaudu,միջով
801,neben::PRP,kõrval,քովը
802,zwischen::PRP,vahel,միջեւ
803,wegen::PRP,tõttu,պատճառով
804,wegen::PRP,tõttu,շնորհից
805,wegen::PRP,pärast,պատճառով
806,wegen::PRP,pärast,շնորհից
807,dies::PRN,see,սա
808,dies::PRN,see,այս
809,das::PRN,see,դա
810,das::PRN,see,այդ
811,alles::PRN,kõik,ամեն ինչ
812,ich::PRN,mina,ես
813,du::PRN,sina,դու
814,er::PRN,tema,նա
815,wir::PRN,me,մենք
816,ihr::PRN,te,դուք
817,sie::PRN,nad,նրանք
818,was::FPRN,mis,ինչ
819,wer::FPRN,kes,ով
820,wo::FADV,kus,ուր
821,wo::FADV,kus,որտեղ
822,wohin::FADV,kuhu,դեպի ուր
823,wie::FADV,kuidas,ինչպես
824,warum::FADV,miks,ինչու
825,wieviel::FNUM,mitu,որչափ
826,wieviel::FNUM,kui palju,որչափ
827,eins::NUM,üks,մեկ
828,zwei::NUM,kaks,երկու
829,drei::NUM,kolm,երեք
830,vier::NUM,neli,չորս
831,fünf::NUM,viis,հինգ
832,sechs::NUM,kuus,վեց
833,sieben::NUM,seitse,յոթ
834,acht::NUM,kaheksa,ութ
835,neun::NUM,üheksa,ինը
836,zehn::NUM,kümme,տասը
837,elf::NUM,üksteist,տասնմեկ
838,zwölf::NUM,kaksteist,տասներկու
839,zwanzig::NUM,kakskümmend,քսան
840,dreißig::NUM,kolmkümmend,երեսուն
841,vierzig::NUM,nelikümmend,քառասուն
842,fünfzig::NUM,viiskümmend,հիսուն
843,sechzig::NUM,kuuskümmend,վաթսուն
844,siebzig::NUM,seitsekümmend,յոթանասուն
845,achtzig::NUM,kaheksakümmend,ութսուն
846,neunzig::NUM,üheksakümmend,իննսուն
847,hundert::NUM,sada,հարյուր
848,tausend::NUM,tuhat,հազար
849,und::CNJ,ja,ու
850,oder::CNJ,või,կամ
851,stehen::V,seisma,կանգնել
852,sitzen::V,istuma,նստել
853,liegen::V,lamama,ստել
854,hängen::V,rippuma,կախվել
855,werden::V,saama,դառնալ
856,werden::V,hakkama,դառնալ
857,passieren::V,juhtuma,պատահել
858,beginnen::V,algama,սկսվել
859,beginnen::V,hakkama,սկսվել
860,enden::V,lõppema,վերջանալ
861,wechseln::V,vahelduma,փոխվել
862,aufgehen[Sonne]::V,tõusma,բարձրանալ
863,aufgehen[Sonne]::V,tõusma,ելնել 
864,untergehen[Sonne]::V,loojuma,մտնել
865,scheinen[Sonne]::V,paistma,շողալ
866,scheinen[Sonne]::V,paistma,փայլել
867,donnern::V,kõmisema,որոտալ
868,wehen::V,puhuma,փչել
869,strömen::V,voolama,հոսել
870,fließen::V,voolama,հոսել
871,sich drehen::V,pöörduma,պտտվել
872,schwanken::V,kõikuma,տատանվել
873,schwingen::V,võnkuma,ճոճվել
874,fallen::V,langema,ընկնել
875,brennen::V,põlema,այրվել
876,rauchen::V,suitsema,ծխել
877,regnen::V,sadama,անձրեւ գալ
878,gefrieren::V,kinni külmuma,սառչել
879,tauen::V,sulama,լկիլ
880,schmelzen::V,sulama,հալիլ
881,trocknen::V,kuivama,չորանալ
882,sieden::V,keema,եռալ
883,faulen::V,mädanema,փտել
884,verfaulen::V,mädanema,նեխել
885,reißen::V,rebenema,պատռվել
886,reißen::V,rebenema,ճղվել
887,versinken::V,uppuma,սուզվել
888,vergehen::V,mööduma,անցնել 
889,erscheinen::V,ilmuma,հայտնվել
890,erscheinen::V,ilmuma,երեւալ
891,verschwinden::V,kaduma,անհետանալ
892,sinken::V,vajuma,ընկնել
893,sinken::V,langema,ընկնել
894,abnehmen::V,vähenema,փոքրանալ
895,abnehmen::V,kahenema,փոքրանալ
896,zunehmen::V,kasvama,մեծանալ
897,steigen::V,tõusma,բարձրանալ
898,steigen::V,üles minema,բարձրանալ
899,wachsen::V,kasvama,աճել
900,glänzen::V,läikimä,նշուլել
901,glänzen::V,läikimä,փայլիլ
902,funkeln::V,sädelema,փայլատակել
903,lärmen::V,lärmama,աղմուկ հանել
904,läuten::V,helisema,զնգալ
905,klingeln::V,helisema,զնգալ
906,klirren::V,kõlisema,զնգզնգալ
907,brausen::V,kohisema,մոլեգնել
908,rauschen::V,kohisema,սոսափել
909,klingen::V,kõlama,հնչել
910,bellen::V,haukuma,հաչել
911,heulen::V,uluma,ոռնալ 
912,blasen::V,puhuma,փչել 
913,pfeifen::V,vilistama,սուլել
914,schreien::V,karjuma,գոռալ 
915,stöhnen::V,oigama,տնքալ
916,zittern::V,värisema,դողալ
917,leben::V,elama,ապրել
918,leben::V,elus olema,ապրել
919,geboren werden::V,sündima,ծնվել
920,atmen::V,hingama,շնչել
921,trinken::V,jooma,խմել
922,essen::V,sööma,ուտել
923,schlucken::V,neelama,կլանել
924,schlucken::V,neelama,կուլ տալ
925,müde werden::V,väsima,հոգնել
926,einschlafen::V,uinuma,քուն մտնել
927,schlafen::V,magama,քնել
928,aufwachen::V,ärkama,արթննալ
929,aufstehen::V,ärkama,ելլել
930,aufstehen::V,üles tõusma,ելլել
931,sich erholen::V,puhkama,հանգստանալ
932,krank werden::V,haigestuma,հիւանդանալ
933,krank werden::V,haigeks jääma,հիւանդանալ
934,krank sein::V,haige olema,հիվանդ լինել
935,schmerzen::V,valutama,ցավել
936,husten::V,köhima,հազալ
937,genesen::V,toibuma,ապաքինվել
938,sterben::V,surema,մեռնել
939,sterben::V,surema,վախճանվել
940,umkommen::V,surma saama,կործանվել
941,sich bewegen::V,liikuma,ընթանալ
942,sich rühren::V,liikuma,շարժվել
943,sich erheben::V,kerkima,կանգնել
944,sich erheben::V,kerkima,վեր կենալ
945,sich setzen::V,istet võtma,նստել
946,hinfallen::V,kukkuma,ընկնել
947,hinfallen::V,maha kukkuma,ընկնել
948,laufen::V,kõndima,քայլել
949,schreiten::V,astuma,ճեմել
950,spazierengehen::V,jalutama,շրջագայել
951,eilen::V,ruttama,շտապել
952,eilen::V,kiirustama,շտապել
953,sich beeilen::V,ruttama,շտապել 
954,sich beeilen::V,kiirustama,շտապել 
955,sausen::V,kihutama,սլանալ
956,sausen::V,tormama,սլանալ
957,rennen::V,jooksma,վազել
958,rennen::V,kihutama,վազել
959,springen::V,hüppama,ցատկել
960,klettern::V,ronima,մագլցել
961,schaukeln::V,kiikuma,ճոճվել
962,schaukeln::V,kiikuma,օրորվել
963,kriechen::V,roomama,սողալ
964,schwimmen::V,ujuma,լողալ
965,tauchen::V,sukelduma,սուզվել
966,rudern::V,sõudma,թիավարել
967,fahren::V,sõitma,ընթանալ
968,fliegen::V,lendama,թռչել
969,gehen::V,käima,գնալ
970,gehen::V,minema,գնալ
971,weggehen::V,ära minema,հեռանալ
972,weggehen::V,välja minema,հեռանալ
973,abfahren::V,väljuma,ճանապարհվել
974,abfahren::V,ära sõitma,ճանապարհվել
975,anhalten::V,peatuma,կանգնել
976,hineingehen::V,sisenema,մտնել
977,hineingehen::V,sisse minema,մտնել
978,eintreten::V,sisenema,մտնել
979,eintreten::V,sisse astuma,մտնել
980,kommen::V,tulema,գալ
981,ankommen::V,saabuma,ժամանել
982,zurückkommen::V,tagasi tulema,վերադառնալ
983,bleiben::V,jääma,մնալ
984,warten::V,ootama,սպասել
985,erwarten::V,ootama,սպասել
986,erwarten::V,lootma,սպասել
987,suchen::V,otsima,որոնել
988,finden::V,leidma,գտնել
989,versuchen::V,püüdma,փորձել
990,versuchen::V,üritama,փորձել
991,versuchen::V,katsetama,փորձել
992,vorbereiten::V,valmistama,պատրաստել
993,lieben::V,armastama,սիրել
994,mögen::V,sallima,հավանել
995,mögen::V,sallima,սիրել
996,mögen::V,meeldima,հավանել
997,mögen::V,meeldima,սիրել
998,lachen::V,naerma,ծիծաղել
999,rühren::V,liigutama,հուզել
1000,rühren::V,heldima panema,հուզել
1001,weinen::V,nutma,լալ
1002,schimpfen::V,sõimama,տրտնջալ
1003,schimpfen::V,sõimama,քրթմնջել
1004,sich ärgern::V,ärrituma,զայրանալ
1005,sich ärgern::V,vihastuma,զայրանալ
1006,sich fürchten::V,kartma,վախնալ
1007,sich fürchten::V,hirmu tundma,վախնալ
1008,fürchten::V,kartma,վախենալ
1009,fliehen::V,põgenema,փախչել
1010,flüchten::V,põgenema,փախչել
1011,sehen::V,nägema,տեսնել
1012,anschauen::V,vaatama,դիտել
1013,ansehen::V,vaatama,նայել
1014,hören::V,kuulma,լսել
1015,zuhören::V,kuulama,ունկնդրել
1016,probieren::V,proovima,համը տեսել
1017,riechen::V,nuusutama,հոտ առնել
1018,fühlen::V,tundma,զգալ
1019,scheinen::V,näida,երեւալ
1020,scheinen::V,ilmuda,երեւալ
1021,zu sehen sein::V,ilmuma,երեւալ
1022,vernehmen::V,üle kuulama,իմանալ 
1023,frieren::V,külmetada,մրսել
1024,tun::V,tegema,անել
1025,können::V,võima,կարողանալ
1026,können::V,oskama,կարողանալ
1027,wollen::V,tahtma,ուզել
1028,wollen::V,tahtma,ցանկանալ
1029,anfangen::V,hakkama,սկսել
1030,anfangen::V,alustama,սկսել
1031,beenden::V,lõpetama,վերջացնել
1032,aufhören::V,lakkama,դադարել
1033,gelingen::V,õnnestuma,հաջողվել
1034,gelingen::V,õnnestuma,գլուխ գալ
1035,geraten::V,jõudma,ստացվել
1036,öffnen::V,avama,բաց անել
1037,schließen::V,sulgema,փակել 
1038,stellen::V,panema,դնել
1039,stellen::V,asetama,դնել
1040,setzen::V,panema,նստեցնել
1041,legen::V,panema,դնել
1042,legen::V,asetama,դնել
1043,berühren::V,riivama,դիպչել
1044,berühren::V,riivama,շոշափել
1045,berühren::V,puudutama,դիպչել
1046,berühren::V,puudutama,շոշափել
1047,verbinden::V,ühendama,շաղկապել
1048,bedecken::V,katma,ծածկել
1049,aufhängen::V,riputama,կախել
1050,anzünden::V,süütama,վառել
1051,aufheben::V,üles tõstma,վերցնել
1052,zurücklassen::V,jätma,թողնել
1053,verlieren::V,kaotama,կորցնել
1054,fallen lassen::V,maha pillama,գցել
1055,fallen lassen::V,kukkuda laskma,գցել
1056,machen::V,tegema,անել
1057,herstellen::V,valmistama,արտադրել
1058,bauen::V,ehitama,կառուցել
1059,reparieren::V,parandama,նորոգել
1060,verbessern::V,parandama,բարելավել
1061,ändern::V,muutma,փոխել
1062,ändern::V,ümber tegema,փոխել
1063,graben::V,kaevama,փորել
1064,beugen::V,painutama,ծռել
1065,biegen::V,painutama,թեքել
1066,drehen::V,keerama,ոլորել
1067,wenden::V,ümber pöörama,պտտել
1068,umdrehen::V,ümber keerama,շրջել
1069,heben::V,tõstma,բարձրացնել
1070,hochheben::V,üles tõstma,բարձրացնել
1071,hochheben::V,kõrgele tõstma,բարձրացնել
1072,ergreifen::V,haarama,վարակվել
1073,halten::V,hoidma,բռնել
1074,drücken::V,pigistama,ճնշել
1075,schieben::V,lükkama,հրել
1076,kratzen::V,kraapima,քերել
1077,lecken::V,lakkuma,լիզել
1078,beißen::V,purema,կծել
1079,beißen::V,hammustama,կծել
1080,abreißen::V,rebima,պոկել
1081,abreißen::V,ära rebima,պոկել
1082,abschneiden::V,ära lõikama,կտրել 
1083,binden::V,siduma,կապել
1084,stecken::V,pistma,խրել
1085,brechen::V,murdma,կոտրել 
1086,klopfen::V,koputama,թակել
1087,hauen::V,lööma,ծեծել
1088,kleben::V,kleepima,կպցնել
1089,reiben::V,hõõruma,շփել
1090,streichen::V,silitama,վրան քսել
1091,schleifen::V,lihvima,սրել 
1092,schleifen::V,teritama,սրել 
1093,schneiden::V,lõikama,կտրել
1094,rütteln::V,raputama,ցնցել
1095,schütteln::V,raputama,թափահարել
1096,schütteln::V,loksutama,թափահարել
1097,schwenken::V,vehkima,ճոճել
1098,schwenken::V,lehvitama,ճոճել
1099,schütten::V,kallama,լցնել
1100,füllen::V,täitma,լիքը լցնել
1101,einwickeln::V,sisse mähkima,փաթաթել
1102,tragen::V,kandma,կրել
1103,tragen::V,kandma,տանել
1104,schleppen::V,tassima,քաշել
1105,schleppen::V,lohistama,քաշել
1106,ziehen::V,vedama,ձգել
1107,ziehen::V,vedama,քաշել
1108,ziehen::V,tõmbama,ձգել
1109,ziehen::V,tõmbama,քաշել
1110,aufbewahren::V,säilitama,պահել 
1111,aufbewahren::V,alal hoidma,պահել 
1112,werfen::V,viskama,նետել
1113,fangen::V,püüdma,
1114,packen::V,kinni haarama,հափշտակել
1115,packen::V,kinni võtma,հափշտակել
1116,verstecken::V,peitma,ծածկել
1117,teilen::V,jagama,բաժանել
1118,teilen::V,jaotama,բաժանել
1119,schicken::V,saatma,ուղարկել
1120,bringen::V,viima,բերել
1121,hinzufügen::V,lisama,ավելացնել
1122,bekommen::V,saama,հայթայթել
1123,erhalten::V,saama,ստանալ
1124,nehmen::V,võtma,վերցնել
1125,wählen::V,valima,ընտրել
1126,auswählen::V,valima,գերադասել
1127,bewahren::V,hoidma,պահպանել
1128,behindern::V,takistama,խոչընդոտել
1129,verderben::V,rikkuma,փչացնել
1130,beschädigen::V,rikkuma,վնասել
1131,zerbrechen::V,katki tegema,ջարդել
1132,zerbrechen::V,katki tegema,կոտրել
1133,zerreißen::V,katki rebima,պատռել
1134,zerstören::V,purustama,քանդել
1135,verbrennen::V,põletama,այրել
1136,geben::V,andma,տալ
1137,reichen::V,andma,հանձնել
1138,reichen::V,ulatama,հանձնել
1139,schenken::V,kinkima,նվիրել
1140,versprechen::V,lubama,խոստանալ
1141,versprechen::V,tõotama,խոստանալ
1142,wünschen::V,soovima,մաղթել
1143,loben::V,kiitma,գովել
1144,küssen::V,suudlema,համբուրել
1145,wiegen::V,hällitama,օրորել
1146,zudecken::V,kaanetama,վրան գցել
1147,zudecken::V,kinni katma,վրան գցել
1148,wecken::V,äratama,զարթնեցնել
1149,zeigen::V,näitama,ցույց տալ
1150,führen::V,juhatama,ուղեկցել
1151,lehren::V,õpetama,սովորեցնել
1152,unterrichten::V,õpetama,ավանդել
1153,aufziehen::V,üles kasvatama,դաստիարակել
1154,leiten::V,juhtima,ղեկավարել
1155,leiten::V,juhtima,կառավարել
1156,antreiben::V,ergutama,շտապեցնել
1157,lassen::V,laskma,ստիպել
1158,einladen::V,kutsuma,հրավիրել
1159,vereinigen::V,ühendama,միացնել
1160,besuchen::V,külastama,այցելել
1161,treffen::V,kohtama,հանդիպել
1162,sich versammeln::V,kogunema,հավաքվել
1163,spielen::V,mängima,խաղալ
1164,singen::V,laulma,երգել
1165,tanzen::V,tantsima,պարել
1166,sich trennen::V,lahku minema,ցրվել
1167,verlassen::V,maha jätma,լքել
1168,retten::V,päästma,փրկել
1169,bewachen::V,valvama,պահել
1170,schützen::V,kaitsma,պաշտպանել
1171,verteidigen::V,kaitsma,պաշտպանել
1172,sich schlagen::V,kaklema,կռվել
1173,schießen::V,tulistama,կրակել
1174,siegen::V,võitma,հաղթել
1175,ärgern::V,ärritama,ձանձրացնել
1176,ärgern::V,vihastama,ձանձրացնել
1177,schlagen::V,lööma,խփել
1178,treten::V,sõtkuma,քացի տալ
1179,stechen::V,pistma,խայթել
1180,stechen::V,torkama,խայթել
1181,stoßen::V,tõukama,մղել
1182,stehlen::V,varastama,գողանալ
1183,stören::V,segama,խանգարել
1184,stören::V,häirima,խանգարել
1185,belästigen::V,ahistama,անհանգստացնել
1186,verbergen::V,peitma,թաքցնել
1187,verbergen::V,varjama,թաքցնել
1188,täuschen::V,petma,խաբել
1189,täuschen::V,tüssama,խաբել
1190,betrügen::V,petma,խաբել
1191,betrügen::V,tüssama,խաբել
1192,betrügen::V,truudust murtma,խաբել
1193,töten::V,tapma,սպանել 
1194,töten::V,surmama,սպանել 
1195,wohnen::V,elama,բնակվել
1196,arbeiten::V,töötama,աշխատել
1197,sammeln::V,koguma,հավաքել
1198,sammeln::V,korjama,հավաքել
1199,pflücken::V,noppima,քաղել
1200,jagen::V,jahtima,որս անել
1201,fischen::V,kalastama,ձուկ բռնել
1202,fischen::V,kala püüdma,ձուկ բռնել
1203,fassen::V,püüdma,բռնել
1204,hüten::V,karjatama,արածեցնել
1205,treiben::V,ajama,հովուել
1206,anbinden::V,kinni siduma,չուանել
1207,füttern::V,söötma,կերակրել
1208,melken::V,lüpsma,կթել
1209,hacken::V,raiuma,կոտորել
1210,hacken::V,lõhkuma,կոտորել
1211,gießen::V,kastma,ջրել
1212,reifen::V,valmima,հասունանալ 
1213,zubereiten::V,valmistama,պատրաստել
1214,kochen::V,keetma,եփել
1215,backen::V,küpsetama,թխել
1216,braten::V,praadima,տապակել
1217,umrühren::V,segama,խառնել
1218,stricken::V,kuduma,գործել
1219,nähen::V,õmblema,կարել
1220,färben::V,värvima,ներկել
1221,reinigen::V,puhastama,մաքրել
1222,waschen::V,pesema,լվանալ
1223,abwischen::V,puhtaks pühkima,սրբել
1224,spülen::V,uhtma,ողողել
1225,spülen::V,uhtma,պարզաջրել
1226,fegen::V,pühkima,ավլել
1227,kehren::V,pühkima,ավլել
1228,baden::V,suplema,լողանալ
1229,baden::V,kümblema,լողանալ
1230,sich waschen::V,end pesema,լվացվել
1231,ausziehen::V,käest võtma,հանել
1232,ausziehen::V,jalast võtma,հանել
1233,ausziehen::V,seljast võtma,հանել
1234,anziehen::V,jalga panema,հագնել
1235,sich anziehen::V,riietuma,հագնվել
1236,kämmen::V,kammima,սանրել
1237,schmücken::V,kaunistama,զարդարել
1238,sagen::V,ütlema,ասել
1239,sprechen::V,rääkima,խոսել
1240,sprechen::V,kõnelema,խոսել
1241,reden::V,kõnelema,զրուցել
1242,sich unterhalten::V,vestlema,խոսակցել
1243,fragen::V,küsima,հարցնել
1244,bitten::V,paluma,խնդրել
1245,erzählen::V,jutustama,պատմել
1246,mitteilen::V,teatama,հաղորդել
1247,mitteilen::V,teada andma,հաղորդել
1248,nennen::V,nimetama,անվանել
1249,rufen::V,kutsuma,կանչել
1250,prahlen::V,hooplema,պարծենալ
1251,übersetzen::V,tõlkima,թարգմանել
1252,denken::V,mõtlema,մտածել
1253,glauben::V,uskuma,հավատալ
1254,bemerken::V,märkama,նկատել
1255,erkennen::V,ära tundma,ճանաչել
1256,begreifen::V,aru saama,հասկանալ
1257,verstehen::V,mõistma,ըմբռնել
1258,lernen::V,õppima,սովորել
1259,wissen::V,teadma,իմանալ
1260,sich erinnern an::V,mäletama,հիշել
1261,sich erinnern an::V,mäletama,մտաբերել
1262,vergessen::V,unustama,մոռանալ
1263,messen::V,mõõtma,չափել
1264,zählen::V,loendama,թվել
1265,zählen::V,loendama,հաշվել
1266,rechnen::V,arvutama,հաշվել
1267,rechnen::V,arvutama,հաշվարկել
1268,lesen::V,lugema,կարդալ
1269,malen::V,maalima,նկարել
1270,zeichnen::V,joonistama,գծել
1271,schreiben::V,kirjutama,գրել
1272,besitzen::V,omama,ունենալ
1273,besitzen::V,omama,տեր լինել
1274,kaufen::V,ostma,գնել
1275,verkaufen::V,müüma,վաճառել
1276,bezahlen::V,tasuma,վճարել
1277,zahlen::V,maksma,վճարել
1278,beherrschen::V,valitsema,ղեկավարել
1279,ertragen::V,taluma,դիմանալ
