,Concept_ID,ce,xal
768,liegen::V,ӏилла,кевтх
769,hängen::V,кхаза,өлгәтә бәәх
770,werden::V,хила,болх
771,passieren::V,хила,болх
772,beginnen::V,доло,эклх
773,enden::V,дӏадерза,төгсх
774,wechseln::V,хийца,хүврх
775,aufgehen[Sonne]::V,кхета,һарх
776,untergehen[Sonne]::V,чубуза,орх
777,untergehen[Sonne]::V,чубуза,сүүрлх
778,scheinen[Sonne]::V,серло яла,герлтх
779,donnern::V,къекъа,күрҗңнх
780,wehen::V,хьекха,сальклх
781,strömen::V,эха,һооҗх
782,fließen::V,охьаэха,урсх
783,sich drehen::V,хьийза,эргх
784,schwanken::V,леста,дәәвлх
785,schwingen::V,лесто,нәәхлх
786,fallen::V,охьакхета,унх
787,fallen::V,охьакхета,киисх
788,brennen::V,дага,шатх
789,rauchen::V,оза,ута һарһх
790,regnen::V,догlа догlу,орх
791,gefrieren::V,гӏоро,мөстх
792,tauen::V,даша,хәәлх
793,schmelzen::V,лала,хәәлх
794,schmelzen::V,лала,хәәлгдх
795,trocknen::V,дакъо,эврх
796,sieden::V,кхехка,буслх
797,faulen::V,дахкадала,үмкәрх
798,verfaulen::V,дахкадала,илҗрх
799,reißen::V,хеда,тасрх
800,versinken::V,хичудаха,чивх
801,vergehen::V,дlаэха,болх
802,erscheinen::V,схьадала,һарх
803,erscheinen::V,ӏоттадала,һарх
804,verschwinden::V,къайладала,уга болх
805,sinken::V,лахдала,татгдх
806,zunehmen::V,лакхадала,өсх
807,steigen::V,хьаладала,немх
808,wachsen::V,кхиа,өсх
809,wachsen::V,кхиа,урһх
810,glänzen::V,лепа,гилвкх
811,funkeln::V,къега,цәклх
812,lärmen::V,гӏовгӏаян,шууглдх
813,läuten::V,детта,хоңх
814,klingeln::V,дека,җиңнулх
815,klirren::V,дека,җиңнх
816,brausen::V,хьаьдда даха,догшрхх
817,rauschen::V,леста,сарҗңнх
818,klingen::V,дека,ә һарх
819,bellen::V,лета,хуцх
820,heulen::V,угӏа,уульх
821,blasen::V,хӏуп баха,үләх
822,pfeifen::V,шок етта,ишкрх
823,schreien::V,мохь бетта,хәәкрх
824,stöhnen::V,узарш дан,түңшх
825,zittern::V,дега,дагҗннх
826,leben::V,даха,бәәх
827,geboren werden::V,хила,төрх
828,atmen::V,садеӏа,әмсхлх
829,trinken::V,мала,уух
830,essen::V,кхалла,идх
831,schlucken::V,къурдбан,зальгх
832,müde werden::V,кӏаддала,көшх
833,einschlafen::V,наб кхета,унтх
834,schlafen::V,вижа,нөөрсх
835,schlafen::V,наб ян,нөөрсх
836,schlafen::V,дижина хила,нөөрсх
837,aufwachen::V,самадала,серх
838,aufstehen::V,гӏатта,босх
839,sich erholen::V,садаӏа,амрх
840,krank werden::V,цомгуш хила,гемтх
841,krank sein::V,цомгуш хила,шалтглх
842,schmerzen::V,лаза,өвдх
843,schmerzen::V,ӏийжа,өвдх
844,husten::V,йовхарш етта,ханях
845,genesen::V,тадала,эдгх
846,sterben::V,дала,үкх
847,sterben::V,дала,өңгрх
848,umkommen::V,хӏаллакхила,үкх
849,sich bewegen::V,лела,көдлх
850,sich bewegen::V,лела,көндрх
851,sich rühren::V,меттахъхьен,көндрх
852,sich erheben::V,хьалагlатта,босх
853,sich setzen::V,хаа,суух
854,hinfallen::V,дожа,унх
855,hinfallen::V,дожа,киисх
856,hinfallen::V,охьакхета,унх
857,hinfallen::V,охьакхета,киисх
858,laufen::V,вада,йовх
859,laufen::V,хьада,йовх
860,schreiten::V,болар дан,алхх
861,schreiten::V,ког баккха,алхх
862,spazierengehen::V,доладала,сергҗ йовх
863,eilen::V,сихдала,шулудх
864,sich beeilen::V,сихдала,адһх
865,sich beeilen::V,сихдала,шамдх
866,rennen::V,дада,гүүх
867,springen::V,ирхкхийсадала,һәрәдх
868,klettern::V,тӏедийла,давшх
869,schaukeln::V,техко,дүүдңндх
870,kriechen::V,такха,мөлкх
871,schwimmen::V,некадан,усчх
872,tauchen::V,чулелха,булхх
873,rudern::V,дига лело,хәәвдх
874,rudern::V,кема лело,хәәвдх
875,fahren::V,хахка,йовх
876,fliegen::V,тӏемадала,нисх
877,gehen::V,лeла,йовх
878,weggehen::V,дӏадаха,йовх
879,weggehen::V,дӏадаха,одх
880,weggehen::V,дӏадаха,һарх
881,weggehen::V,дӏадаха,мөрлх
882,abfahren::V,дӏадаха,мордх
883,anhalten::V,саца,зогсх
884,hineingehen::V,чудала,орх
885,eintreten::V,чудала,орх
886,kommen::V,кхача,ирх
887,kommen::V,дӏакхача,ирх
888,kommen::V,схьакхача,ирх
889,ankommen::V,кхача,ирх
890,ankommen::V,схьакхача,ирх
891,zurückkommen::V,юхада,орх
892,bleiben::V,диса,бәәх
893,warten::V,хьежа,күләх
894,warten::V,cобар дан,күләх
895,erwarten::V,хьоьжуш ӏан,күләх
896,suchen::V,леха,хәәх
897,finden::V,каро,олх
898,versuchen::V,дан хьажа,седх
899,vorbereiten::V,кечъян,белдх
900,lieben::V,деза,дурлх
901,mögen::V,безамхила,таассгдх
902,lachen::V,дела,инәх
903,rühren::V,хьедан,уйрах
904,weinen::V,делха,уульх
905,schimpfen::V,чехо,харах
906,sich ärgern::V,оьгӏазъэха,уурлх
907,sich fürchten::V,кхера,әәх
908,fürchten::V,кхера,әәх
909,fürchten::V,кхера,сүрдх
910,fliehen::V,дӏадада,зулх
911,flüchten::V,дӏадада,орһх
912,flüchten::V,дӏадада,зулх
913,sehen::V,ган,үзх
914,anschauen::V,хьажа,харх
915,anschauen::V,хьежа,харх
916,ansehen::V,хьовса,хәләх
917,ansehen::V,хьовса,үзх
918,hören::V,хаза,соңсх
919,zuhören::V,ладогӏа,соңсх
920,probieren::V,хьажа,амсх
921,riechen::V,хьожа яха,үнрчлх
922,fühlen::V,хаадала,медх
923,scheinen::V,мотта,болҗ медгдх
924,scheinen::V,мотта,миниһәр болхла
925,scheinen::V,мотта,болад бәәх
926,zu sehen sein::V,гуш хила,үзгдх
927,vernehmen::V,бартхатта,соңсх
928,frieren::V,гӏоро,даарх
929,tun::V,дан,кех
930,können::V,дадала,чадх
931,wollen::V,тӏергӏа,дурлх
932,anfangen::V,доло,эклх
933,beenden::V,довла,дуусх
934,aufhören::V,саца,уурх
935,gelingen::V,кадала,бүтх
936,gelingen::V,кадала,күцәх
937,geraten::V,хила,болх
938,öffnen::V,дӏаделла,секх
939,öffnen::V,схьаделла,секх
940,schließen::V,къовла,хаах
941,schließen::V,дӏачӏагӏа,хаах
942,stellen::V,хlотто,тәвх
943,setzen::V,дийгӏа,суулһх
944,legen::V,охьадилла,тәвх
945,berühren::V,хьедан,көндәх
946,verbinden::V,вовшахтаса,боох
947,bedecken::V,тилла,хучх
948,bedecken::V,тилла,бүркх
949,bedecken::V,тӏетаса,хучх
950,bedecken::V,тӏетаса,бүркх
951,aufhängen::V,хьалаолла,өлгх
952,anzünden::V,лато,асах
953,anzünden::V,лато,шатах
954,aufheben::V,айа,өөдән өргх
955,zurücklassen::V,дита,үлдәх
956,verlieren::V,дайа,геех
957,fallen lassen::V,охьадожо,алдх
958,machen::V,дан,кех
959,herstellen::V,дан,кех
960,bauen::V,гӏишлоян,тосхх
961,reparieren::V,тадан,ясх
962,verbessern::V,нисдан,сәәрүлх
963,ändern::V,хийца,хүврәх
964,graben::V,ахка,малтх
965,beugen::V,сатто,нуһлх
966,biegen::V,сатто,матилһх
967,drehen::V,хьовзо,эргүлх
968,umdrehen::V,хьовзo,эргүлх
969,heben::V,айа,өргх
970,heben::V,айа,деер өргх
971,heben::V,хьалаайа,өргх
972,heben::V,хьалаайа,деер өргх
973,hochheben::V,хьалаайа,өргх
974,ergreifen::V,дӏалаца,бәрх
975,halten::V,латто,бәрх
976,drücken::V,тӏетаӏо,шахх
977,schieben::V,татта,түлкх
978,kratzen::V,мӏараш тийса,мааҗх
979,lecken::V,мотт хьекха,долах
980,beißen::V,катoха,хазх
981,abreißen::V,схьадаккха,таслх
982,abschneiden::V,кхада,тәәрх
983,binden::V,дӏадехка,боох
984,binden::V,вовшахтаса,боох
985,stecken::V,чудахийта,шаах
986,stecken::V,чудахийта,хатхх
987,brechen::V,кагдан,хамхлх
988,klopfen::V,детта,цокх
989,hauen::V,етта,цокх
990,kleben::V,тӏелато,наах
991,reiben::V,хьекхо,зүлгх
992,streichen::V,тlехьакха,наах
993,streichen::V,тlехьакха,лашх
994,streichen::V,тlехьакха,түркх
995,schleifen::V,ирдан,хурцлх
996,schneiden::V,ларга,хәәчлх
997,rütteln::V,лесто,дәәвлүлх
998,schütteln::V,лесто,сегсрх
999,schwenken::V,лесто,дайлх
1000,schütten::V,дотта,кех
1001,füllen::V,дуза,дүүргх
1002,einwickeln::V,хьарчо,орах
1003,tragen::V,дахьа,зөөх
1004,schleppen::V,ийзо,чирх
1005,ziehen::V,озо,татх
1006,aufbewahren::V,ӏалашдан,хадһлх
1007,werfen::V,кхосса,хайх
1008,fangen::V,леца,бәрх
1009,fangen::V,леца,хавлх
1010,packen::V,леца,бәрх
1011,verstecken::V,къайладаккха,дүрх
1012,verstecken::V,къайладаккха,бултулх
1013,teilen::V,декъа,хувах
1014,schicken::V,дӏадахьийта,илгәх
1015,bringen::V,дан,авч ирх
1016,hinzufügen::V,тӏетоха,немх
1017,bekommen::V,даккха,авх
1018,erhalten::V,даккха,авх 
1019,nehmen::V,схьаэца,авх
1020,wählen::V,харжа,шүүх
1021,auswählen::V,харжа,шүүх
1022,bewahren::V,lалашдан,хадһлх
1023,bewahren::V,lалашдан,кевтнь үлдәх
1024,bewahren::V,lалашдан,кевтнь бәәлһх
1025,behindern::V,новкъарло ян,харшлх
1026,verderben::V,талхо,үрәх
1027,beschädigen::V,дохо,эвдх
1028,zerbrechen::V,дохо,күүлх
1029,zerbrechen::V,дохо,хамхлх
1030,zerbrechen::V,кагдан,күүлх
1031,zerbrechen::V,кагдан,хамхлх
1032,zerreißen::V,хадо,шуучх
1033,zerstören::V,дохо,эвдх
1034,zerstören::V,кагдан,эвдх
1035,verbrennen::V,даго,шатах
1036,geben::V,яла,өгх
1037,reichen::V,дӏадала,өгх
1038,reichen::V,дӏакховдо,өгх
1039,schenken::V,совгӏат дан,белглх
1040,versprechen::V,ваӏда дан,амлх
1041,wünschen::V,лаа,сә хәәх
1042,loben::V,хасто,магтх
1043,küssen::V,оба яккха,үмсх
1044,wiegen::V,тахка,саатулх
1045,zudecken::V,тӏетаса,бүркх
1046,wecken::V,самадаккха,серүлх
1047,zeigen::V,гайта,үзүлх
1048,führen::V,дига,көтлх
1049,lehren::V,ӏамо,заах
1050,lehren::V,ӏамо,сурһх
1051,unterrichten::V,хьеха,сурһх
1052,unterrichten::V,хьеха,багшлх
1053,aufziehen::V,кхио,өскәх
1054,leiten::V,урхалла дан,һардх
1055,leiten::V,урхалла дан,толһалх
1056,antreiben::V,сихдан,шамдах
1057,lassen::V,-йта,күч үзүлх
1058,einladen::V,кхайкха,үрх
1059,vereinigen::V,цхьаьнатоха,хамцулх
1060,besuchen::V,хьажахIотта,одх
1061,treffen::V,дуьхьалкхета,харһх
1062,sich versammeln::V,гулдан,цуглрх
1063,sich versammeln::V,гулдан,хурх
1064,spielen::V,ловза,наадх
1065,singen::V,лакха,дуулх
1066,tanzen::V,хелхадала,биилх
1067,sich trennen::V,къаста,хаһцх
1068,verlassen::V,дита,хайх
1069,retten::V,кӏелхьардаккха,әм аврх
1070,retten::V,кӏелхьардаккха,әәмшгәс харсх
1071,bewachen::V,ха дан,харх
1072,bewachen::V,ха дан,манх
1073,schützen::V,лардан,харсх
1074,verteidigen::V,лардан,харсх
1075,sich schlagen::V,етта,гүвдлдх
1076,schießen::V,детта,хах
1077,siegen::V,тола,диилх
1078,ärgern::V,оьгӏаздахийта,уурлулх
1079,schlagen::V,тоха,цокх
1080,schlagen::V,тоха,гүвдх
1081,treten::V,мийра тоха,
1082,stechen::V,ӏотта,хатхх
1083,stechen::V,къовзо,хатхх
1084,stoßen::V,татта,түлкчкх
1085,stehlen::V,лачкъо,хулхалх
1086,stören::V,новкъарло ян,һә болх
1087,belästigen::V,сагатдан,амр эс өгх
1088,verbergen::V,къайладаккха,нуух
1089,verbergen::V,къайладаккха,бултулх
1090,täuschen::V,ӏexo,меклх
1091,betrügen::V,ледан,меклх
1092,betrügen::V,ледан,мек һарһх
1093,töten::V,ден,алх
1094,wohnen::V,даха,бәәх
1095,arbeiten::V,къахьега,көдлх
1096,sammeln::V,гулдан,түүх
1097,pflücken::V,даха,түүх
1098,pflücken::V,даха,хурах
1099,jagen::V,талла,аңнх
1100,jagen::V,талла,аңһучлх
1101,fischen::V,чӏерий леца,заһс аңнх
1102,fassen::V,лаца,бәрх
1103,fassen::V,схьалаца,бәрх
1104,hüten::V,лардан,хәрүлх
1105,treiben::V,лахка,туух
1106,anbinden::V,дӏадехка,уйх
1107,füttern::V,хӏума яла,теҗәх
1108,melken::V,оза,саах
1109,gießen::V,хи тоха,услх
1110,reifen::V,хьекъа,болх
1111,reifen::V,хьекъа,болвсрх
1112,zubereiten::V,кечъян,белдх
1113,zubereiten::V,кхача бан,белдх
1114,kochen::V,кхача бан,чанх
1115,kochen::V,кхача бан,болһх
1116,backen::V,датта,болһх
1117,braten::V,кхарза,хуурх
1118,umrühren::V,кего,самрх
1119,nähen::V,тега,уйх
1120,färben::V,басардан,будх
1121,reinigen::V,цӏандан,цеврлх
1122,waschen::V,йила,уһах
1123,waschen::V,йитта,уһах
1124,waschen::V,дӏадайа,уһах
1125,abwischen::V,дӏадайа,арчх
1126,spülen::V,хи кхарза,зәәлх
1127,fegen::V,нуй хьакха,сәвүрдх
1128,kehren::V,нуй хьакха,сәвүрдх
1129,baden::V,лийча,өөмх
1130,sich waschen::V,юьхь йила,уһах
1131,sich waschen::V,юьхь йила,бийән уһаҗ
1132,ausziehen::V,духар дӏадаккха,тәәлх
1133,sich anziehen::V,духа,хувцлх
1134,kämmen::V,ехк хьакха,самлх
1135,schmücken::V,хаздан,чимх
1136,schmücken::V,хаздан,кеерүлх
1137,sagen::V,ала,келх
1138,sprechen::V,баха,келх
1139,sprechen::V,мотт бийца,келх
1140,reden::V,къамел дан,күүндх
1141,reden::V,къамел дан,күр_кех
1142,sich unterhalten::V,къамел дан,күүндх
1143,fragen::V,хатта,сурх
1144,bitten::V,деха,эрх
1145,erzählen::V,дийца,келх
1146,erzählen::V,дийца,келҗ өгх
1147,mitteilen::V,хаам бан,медүлх
1148,nennen::V,цӏе яккха,нерәдх
1149,nennen::V,цӏе яккха,нер өгх
1150,rufen::V,кхайкха,дуудх
1151,prahlen::V,куралла ян,көөрх
1152,prahlen::V,дозалла дан,көөрх
1153,übersetzen::V,гоч дан,орчулх
1154,denken::V,ойла ян,санх
1155,glauben::V,теша,шүтх
1156,glauben::V,теша,нәәлх
1157,bemerken::V,ган,темдглх
1158,erkennen::V,довза,таньх
1159,erkennen::V,довза,медх
1160,begreifen::V,кхета,медх
1161,verstehen::V,кхета,соңсх
1162,lernen::V,деша,сурх
1163,wissen::V,хаа,медх
1164,sich erinnern an::V,дагадан,санх
1165,vergessen::V,дицдала,мартх
1166,messen::V,дуста,кемҗәлх
1167,zählen::V,дагардан,тоолх
1168,rechnen::V,лара,тоолх
1169,lesen::V,еша,умшх
1170,malen::V,сурт дилла,зурх
1171,zeichnen::V,сурт дилла,зурх
1172,schreiben::V,яздан,бичх
1173,besitzen::V,доладан,эзлх
1174,kaufen::V,эца,хулдҗ авх
1175,verkaufen::V,дохка,хулдх
1176,verkaufen::V,дохка,гүүлгх
1177,bezahlen::V,мах бала,өгх
1178,zahlen::V,мах бала,өгх
1179,beherrschen::V,собаре хила,эзлх
1180,ertragen::V,лан,даах
1181,ertragen::V,сатоха,даах
1182,ertragen::V,садетта,даах
1183,Schwarm::N,,зел
1184,Schlinge::N,,бүтү
1185,Art::N,,зүүл
1186,Entfernung::N,,һазр
1187,Griff::N,,иш
1188,Griff::N,,бәрүл
1189,Figur::N,,фигур
1190,Bogen[Waffe]::N,,саадг
1191,so::ADV,,иигҗ
1192,abnehmen::V,,хасгдх
1193,sausen::V,,хурдлх
1194,sausen::V,,йир_хурдар_гүүх
1195,sausen::V,,йир_хурдар_йовх
1196,wenden::V,,көмрх
1197,wenden::V,,эргүлх
1198,hacken::V,,чавчх
1199,stricken::V,,өлгх
1200,anziehen::V,,өмсх
