,Concept_ID,fi,ku
810,wegen::PRP,vuoksi,ji bo
811,wegen::PRP,vuoksi,ji ber
812,dies::PRN,tämä,ev
813,das::PRN,se,ev
814,alles::PRN,kaikki,hemû
815,ich::PRN,minä,ez
816,du::PRN,sinä,tu
817,er::PRN,hän,wî
818,wir::PRN,me,êm
819,ihr::PRN,te,hûn
820,sie::PRN,he,we
821,was::FPRN,mikä,çi
822,wer::FPRN,ken,ki
823,wer::FPRN,kuka,ki
824,wo::FADV,missä,li ku dere
825,wohin::FADV,mihin,li ku dere
826,wie::FADV,miten,çawa
827,wie::FADV,kuinka,çawa
828,warum::FADV,miksi,çima
829,wieviel::FNUM,paljonko,çend
830,wieviel::FNUM,kuinka paljon,çend
831,eins::NUM,yksi,yek
832,zwei::NUM,kaksi,didu
833,drei::NUM,kolme,sisê
834,vier::NUM,neljä,çar
835,fünf::NUM,viisi,penç
836,sechs::NUM,kuusi,şeş
837,sieben::NUM,seitsemän,heft
838,acht::NUM,kahdeksan,heşt
839,neun::NUM,yhdeksän,neh
840,zehn::NUM,kymmenen,deh
841,elf::NUM,yksitoista,yazdeh
842,zwölf::NUM,kaksitoista,diwazdeh
843,zwanzig::NUM,kaksikymmentä,bîst
844,dreißig::NUM,kolmekymmentä,sih
845,vierzig::NUM,neljäkymmentä,çil
846,fünfzig::NUM,viisikymmentä,pençi
847,sechzig::NUM,kuusikymmentä,şêst
848,siebzig::NUM,seitsemänkymmentä,heftê
849,achtzig::NUM,kahdeksankymmentä,heştê
850,neunzig::NUM,yhdeksänkymmentä,nod
851,hundert::NUM,sata,sêd
852,tausend::NUM,tuhat,hezar
853,und::CNJ,ja,û
854,oder::CNJ,tai,an
855,oder::CNJ,tai,yan
856,stehen::V,seisoa,sekinîn
857,sitzen::V,istua,rûniştin
858,liegen::V,maata,paldan
859,hängen::V,riippua,darve kirin
860,werden::V,tulla,bûn
861,werden::V,joutua,bûn
862,passieren::V,sattua,hatin holê
863,passieren::V,sattua,hatin serê kesî
864,passieren::V,tapahtua,hatin holê
865,passieren::V,tapahtua,hatin serê kesî
866,beginnen::V,alkaa,li dest pêkirin
867,enden::V,loppua,xalas bû
868,enden::V,päättyä,xalas bû
869,wechseln::V,vaihtua,guherandin
870,wechseln::V,vaihtua,dêgiş kirin
871,wechseln::V,vaihdella,guherandin
872,wechseln::V,vaihdella,dêgiş kirin
873,aufgehen[Sonne]::V,nousta,hilatin
874,untergehen[Sonne]::V,laskea,çun ava
875,scheinen[Sonne]::V,paistaa,şewk de
876,donnern::V,jyristä,gire-gir
877,wehen::V,tuulla,ba le de
878,wehen::V,puhaltaa,ba le de
879,strömen::V,virrata,xwe girtin
880,fließen::V,valua,herikîn
881,fließen::V,juosta,herikîn
882,sich drehen::V,pyöriä,xwe zivirandin
883,schwanken::V,horjua,hejandin
884,schwingen::V,heilua,libakirin
885,schwingen::V,värähdellä,libakirin
886,fallen::V,pudota,ketin
887,fallen::V,langeta,ketin
888,brennen::V,palaa,şewitîn
889,rauchen::V,savuta,kişandin
890,regnen::V,sataa,bahran tê
891,gefrieren::V,jäätyä,qefilandin
892,tauen::V,sulaa,helandin
893,schmelzen::V,sulaa,helandin
894,trocknen::V,kuivua,zuwabûn
895,sieden::V,kiehua,kelîn
896,faulen::V,mädätä,xerabûn
897,verfaulen::V,mädätä,xerabûn
898,verfaulen::V,mädäntyä,xerabûn
899,reißen::V,revetä,jêkirin
900,versinken::V,upota,xerq bûn
901,versinken::V,vajota,xerq bûn
902,vergehen::V,kulua,derbas bûn
903,erscheinen::V,ilmestyä,peyda bûn
904,verschwinden::V,kadota,wendabûn
905,sinken::V,vajota,noq bûn
906,abnehmen::V,vähetä,kêm bûn
907,zunehmen::V,kasvaa,qelew bûn
908,zunehmen::V,lisääntyä,qelew bûn
909,steigen::V,nousta,hildan
910,wachsen::V,kasvaa,mezin bûn
911,glänzen::V,kiiltää,biriqîn
912,funkeln::V,kipinöidä,çikisîn
913,lärmen::V,meluta,guşîn
914,läuten::V,soida,lê de
915,klingeln::V,soida,sîl dan
916,klingeln::V,soida,ringerin
917,klirren::V,kalista,zingzing hat
918,brausen::V,kohista,guşîn
919,rauschen::V,kohista,guşîn
920,klingen::V,soida,deng pe ketin
921,bellen::V,haukkua,kewtîn
922,heulen::V,ulvoa,ûrîn
923,blasen::V,puhaltaa,puf kirin
924,pfeifen::V,viheltää,fîkandin
925,schreien::V,kirkua,qîrîn
926,stöhnen::V,voihkia,nalîn
927,zittern::V,vapista,hejîn
928,leben::V,elää,jihîn
929,geboren werden::V,syntyä,hatin dinyê
930,geboren werden::V,syntyä,bûn
931,atmen::V,hengittää,hilmijîn
932,trinken::V,juoda,vexwarin
933,essen::V,syödä,xwarin
934,schlucken::V,niellä,daqulbandin
935,müde werden::V,uupua,betilîln
936,müde werden::V,uupua,qerimîn
937,einschlafen::V,uinahtaa,razan
938,schlafen::V,maata,razan
939,schlafen::V,maata,razandin
940,schlafen::V,nukkua,razan
941,schlafen::V,nukkua,razandin
942,aufwachen::V,herätä,şiyarbûn
943,aufstehen::V,nousta,rabûn
944,aufstehen::V,nousta ylös,rabûn
945,sich erholen::V,levätä,baş bûn
946,krank werden::V,sairastua,nexweş kêt
947,krank sein::V,potea,nexweş bû
948,krank sein::V,sairastaa,nexweş bû
949,schmerzen::V,särkeä,êşandin
950,schmerzen::V,kivistää,êşandin
951,husten::V,yskiä,kuxin
952,genesen::V,toipua,baş bûn
953,sterben::V,kuolla,mirin
954,umkommen::V,saada surmansa,mirin
955,umkommen::V,kuolla,mirin
956,sich bewegen::V,liikkua,leqîn
957,sich rühren::V,liikahtaa,leqîn
958,sich erheben::V,nousta,rabûn
959,sich setzen::V,istuutua,runiştin
960,hinfallen::V,kaatua,kêtin
961,laufen::V,kävellä,meşîn
962,schreiten::V,astua,meşkirin
963,schreiten::V,astella,meşkirin
964,spazierengehen::V,kävellä,gerandin
965,eilen::V,kiirehtiä,lezandin
966,sich beeilen::V,kiirehtiä,zûkirin
967,sich beeilen::V,olla kiireissään,zûkirin
968,sausen::V,rynnätä,fîzîn
969,sausen::V,viilettää,fîzîn
970,rennen::V,juosta,baz dan
971,springen::V,hypätä,hilpekîn
972,klettern::V,kiivetä,hilperikîn
973,schaukeln::V,kiikkua,lorandin
974,kriechen::V,ryömiä,xuşandin
975,schwimmen::V,uida,avjenîn
976,tauchen::V,sukeltaa,qutxuyardin
977,tauchen::V,sukeltaa,noqîn
978,rudern::V,soutaa,qaîq ajotin
979,fahren::V,ajaa,ajotin
980,fahren::V,kulkea,ajotin
981,fliegen::V,lentää,firîn
982,gehen::V,käydä,çûn
983,weggehen::V,lähteä,çûn
984,weggehen::V,poistua,çûn
985,abfahren::V,lähteä,çûyin
986,anhalten::V,pysähtyä,rawestîn
987,anhalten::V,seisahtua,rawestîn
988,hineingehen::V,mennä sisään,ketin hundir
989,eintreten::V,astua sisään,têketin
990,kommen::V,tulla,hatin
991,ankommen::V,saapua,gihan
992,ankommen::V,saapua,gihîştin
993,zurückkommen::V,palata,vegerandin
994,bleiben::V,jäädä,sekinîn
995,bleiben::V,viipyä,sekinîn
996,warten::V,odottaa,payîn
997,erwarten::V,odottaa,payîn
998,suchen::V,etsiä,lêgerîn
999,finden::V,löytää,peyda kirin
1000,versuchen::V,yrittää,çeribandin
1001,vorbereiten::V,valmistaa,amade kirin
1002,lieben::V,pitää,hez kirin
1003,lieben::V,rakastaa,hez kirin
1004,mögen::V,pitää,dil kirin
1005,mögen::V,tykätä,dil kirin
1006,lachen::V,nauraa,kenîn
1007,rühren::V,liikuttaa,hêjan
1008,weinen::V,itkeä,girîn
1009,schimpfen::V,haukkua,pevçûn
1010,sich ärgern::V,suuttua,enirîn
1011,sich fürchten::V,pelätä,tirsîn
1012,fürchten::V,pelätä,tirsin
1013,fliehen::V,paeta,bazdan
1014,flüchten::V,paeta,revîn
1015,sehen::V,nähdä,dîtin
1016,anschauen::V,katsoa,sêr kirin
1017,ansehen::V,katsoa,hesibandin
1018,hören::V,kuulla,guhdar jirin
1019,zuhören::V,kuunnella,guhdarî kirin
1020,probieren::V,maistaa,tehm kirin
1021,riechen::V,haistaa,bihn kirin
1022,fühlen::V,tuntea,hîs kirin
1023,scheinen::V,tuntua,xoyer kir
1024,zu sehen sein::V,näkyä,diyar bûn
1025,vernehmen::V,kuulla,bihîstin
1026,frieren::V,palella,qerişîn
1027,tun::V,tehdä,kirin
1028,können::V,osata,karin
1029,wollen::V,tahtoa,xwestîn
1030,anfangen::V,ruveta,dest pêkirin
1031,anfangen::V,aloittaa,dest pêkirin
1032,beenden::V,lopettaa,xelas kirin
1033,aufhören::V,loppua,xelas kirin
1034,gelingen::V,onnistua,çe bûn
1035,geraten::V,sujua,qewîmîn
1036,geraten::V,joutua,qewîmîn
1037,öffnen::V,avata,vekirin
1038,öffnen::V,aukaista,vekirin
1039,schließen::V,sulkea,girtin
1040,stellen::V,panna,danîn
1041,stellen::V,asettaa,danîn
1042,setzen::V,panna,rûniştin
1043,setzen::V,istuttaa,rûniştin
1044,legen::V,panna,danîn
1045,legen::V,panna,razandin
1046,legen::V,asettaa,danîn
1047,legen::V,asettaa,razandin
1048,berühren::V,koskea,lêketin
1049,berühren::V,koskettaa,lêketin
1050,verbinden::V,liittää,anîn pê
1051,verbinden::V,yhdistää,anîn pê
1052,bedecken::V,kattaa,sergirtin
1053,bedecken::V,peittää,sergirtin
1054,aufhängen::V,ripustaa,aliqandin
1055,anzünden::V,sytyttää,pêxistin
1056,aufheben::V,ylös nostaa,hildan
1057,aufheben::V,nostaa,hildan
1058,zurücklassen::V,jättää,hiştin
1059,zurücklassen::V,jättää,vehiştin
1060,verlieren::V,kadottaa,wendakirin
1061,fallen lassen::V,pudottaa,xistin bixe
1062,fallen lassen::V,pudottaa,xistin
1063,machen::V,tehdä,kirin
1064,machen::V,tehdä,çêkirin
1065,herstellen::V,tuottaa,çê kirin
1066,herstellen::V,tuottaa,peyda kirin
1067,herstellen::V,valmistaa,çê kirin
1068,herstellen::V,valmistaa,peyda kirin
1069,bauen::V,rakentaa,lêkirin
1070,reparieren::V,korjata,veherînerîn
1071,verbessern::V,parantaa,sererastkirin
1072,ändern::V,muuttaa,degiş kirin
1073,graben::V,kaivaa,kolandin
1074,beugen::V,taivuttaa,tewîn
1075,beugen::V,taivuttaa,xwar kirin
1076,biegen::V,taivuttaa,tewandin
1077,biegen::V,taivuttaa,xwarkirin
1078,drehen::V,kääntää,fitilandin
1079,wenden::V,kääntää,zivîrin
1080,umdrehen::V,kääntää,vegerandin
1081,heben::V,nostaa,hildan
1082,heben::V,kohottaa,hildan
1083,hochheben::V,nostaa,hildan
1084,ergreifen::V,tarttua,dest avêtin
1085,halten::V,pitää,hîştin
1086,halten::V,pitää,sekinîn
1087,drücken::V,painaa,pêl kirin
1088,drücken::V,puristaa,pêl kirin
1089,schieben::V,työntää,damdan
1090,kratzen::V,raapia,xurandin
1091,lecken::V,nuolla,alastin
1092,beißen::V,purra,gez kirin
1093,abreißen::V,repiä,hilşandin
1094,abschneiden::V,leikata poikki,jêkirin
1095,abschneiden::V,leikata,jêkirin
1096,binden::V,sitoa,girêdan
1097,stecken::V,pistää,têxistin
1098,brechen::V,murtaa,şikandin
1099,klopfen::V,koputtaa,kutandin
1100,klopfen::V,kolkuttaa,kutandin
1101,hauen::V,lyödä,li dan
1102,kleben::V,liimata,zeliqîn
1103,kleben::V,liimata,şirêz kirin
1104,reiben::V,hieroa,firikandin
1105,reiben::V,hangata,firikandin
1106,streichen::V,sivellä,bax dan
1107,schleifen::V,hioa,çarkirin
1108,schneiden::V,leikata,jêkirin
1109,rütteln::V,ravistaa,hejandin
1110,schütteln::V,pudistaa,daweşîn
1111,schwenken::V,heiluttaa,têwdan
1112,schütten::V,kaataa,rijandin
1113,füllen::V,täyttää,dagirtin
1114,einwickeln::V,kääriä,pêçandin
1115,tragen::V,kantaa,kişandin
1116,tragen::V,kantaa,rajtin
1117,schleppen::V,raahata,kişandin
1118,ziehen::V,vetää,kişandin
1119,aufbewahren::V,säilyttää,hilandin
1120,werfen::V,viskata,avêtin
1121,fangen::V,napata,sem kirin
1122,fangen::V,napata,girtin
1123,fangen::V,ottaa kiinni,sem kirin
1124,fangen::V,ottaa kiinni,girtin
1125,packen::V,tarttua,pê girtin
1126,verstecken::V,kätkeä,hîlanin
1127,verstecken::V,piilottaa,hîlanin
1128,teilen::V,jakaa,parvekirin
1129,schicken::V,lähettää,şandin
1130,bringen::V,viedä,anîn
1131,bringen::V,viedä,birin
1132,hinzufügen::V,lisätä,dan ser
1133,hinzufügen::V,lisätä,li tiştekî zêde kirin
1134,bekommen::V,saada,standin
1135,erhalten::V,saada,standin
1136,nehmen::V,ottaa,girtin
1137,wählen::V,valita,ray dan
1138,auswählen::V,valikoida,bijartin
1139,bewahren::V,säilyttää,rê li ber girtin
1140,bewahren::V,säilyttää,lê xwedî derketin
1141,behindern::V,estää,bara wi
1142,verderben::V,pilata,heram bûn
1143,verderben::V,turmella,heram bûn
1144,beschädigen::V,vioittaa,xerab kirin
1145,beschädigen::V,vahingoittaa,xerab kirin
1146,zerbrechen::V,rikkoa,şikênandin
1147,zerbrechen::V,rikkoa,perçe kirin
1148,zerreißen::V,repiä rikki,qelişandin
1149,zerreißen::V,repiä palasiksi,qelişandin
1150,zerstören::V,hävittää,hilşandin
1151,verbrennen::V,polttaa,şewitandin
1152,geben::V,antaa,dan
1153,geben::V,antaa,dayin
1154,reichen::V,ojentaa,besbûn
1155,reichen::V,ojentaa,têrkirin
1156,schenken::V,lahjoittaa,diyarî kirin
1157,versprechen::V,luvata,soz dan
1158,wünschen::V,toivottaa,dil kirin
1159,loben::V,ylistää,pesinandin
1160,küssen::V,suudella,maçkirin
1161,wiegen::V,tuudittaa,lorandin
1162,wiegen::V,tuudittaa,wezinandin
1163,wiegen::V,keinuttaa,lorandin
1164,wiegen::V,keinuttaa,wezinandin
1165,zudecken::V,peittää,nixumandin
1166,wecken::V,herättää,bixwe hesandin
1167,zeigen::V,näyttää,şanîdan
1168,zeigen::V,osoittaa,şanîdan
1169,führen::V,johdattaa,raber kirin
1170,lehren::V,opettaa,hîn kirin
1171,unterrichten::V,opettaa,ders dan
1172,aufziehen::V,kasvattaa,mesinkirin
1173,leiten::V,johtaa,rêberî kirin
1174,antreiben::V,hoputtaa,bezandin
1175,lassen::V,antaa,berdan
1176,lassen::V,antaa,hiştin
1177,einladen::V,kutsua,dawet kirin
1178,vereinigen::V,yhdistää,bi yek kirin
1179,besuchen::V,vierailla,mêvan bûn
1180,treffen::V,tavata,rast hatin
1181,sich versammeln::V,kokoontua,li hev çivîn
1182,spielen::V,pelata,listin
1183,spielen::V,leikkiä,listin
1184,singen::V,laulaa,stran
1185,tanzen::V,tanssia,reqisîn
1186,sich trennen::V,erota,hew berdan
1187,verlassen::V,jättää,tanê hişt
1188,verlassen::V,jättää,bêkes
1189,retten::V,pelastaa,rihakirin
1190,bewachen::V,vartioida,raçavkirin
1191,schützen::V,suojella,hemet kirin
1192,verteidigen::V,puolustaa,paraztin
1193,sich schlagen::V,tapella,li hev bezîn
1194,schießen::V,ampua,agir kirin
1195,siegen::V,voittaa,biser ketin
1196,ärgern::V,ärsyttää,xeyirandin
1197,schlagen::V,lyödä,lêdan
1198,schlagen::V,lyödä,lêxistin
1199,treten::V,potkaista,têlekirin
1200,stechen::V,pistää,têrekirin
1201,stoßen::V,sysätä,lêketin
1202,stoßen::V,työntää,lêketin
1203,stehlen::V,varastaa,dizîn
1204,stehlen::V,varastaa,dizî birin
1205,stören::V,häiritä,aciz kirin
1206,belästigen::V,häiritä,li tela yeki ketin
1207,verbergen::V,kätkeä,veşartin
1208,verbergen::V,kätkeä,kemîndanîn
1209,täuschen::V,harhauttaa,xapandin
1210,täuschen::V,harhauttaa,lê zexeli kirin
1211,betrügen::V,pettää,xapandin
1212,betrügen::V,petkuttaa,xapandin
1213,töten::V,tappaa,kûştin
1214,wohnen::V,asua,rûniştin
1215,arbeiten::V,tehdä työtä,kar kirin
1216,arbeiten::V,tehdä työtä,şêxulin
1217,arbeiten::V,työskennellä,kar kirin
1218,arbeiten::V,työskennellä,şêxulin
1219,sammeln::V,koota,komkirin
1220,sammeln::V,kerätä,komkirin
1221,pflücken::V,poimia,çinîn
1222,jagen::V,metsästää,nêçîr kirin
1223,fischen::V,kalastaa,masî girtin
1224,fassen::V,pyydystää,pê girtin
1225,fassen::V,pyydystää,sêm kirin
1226,fassen::V,saalistaa,pê girtin
1227,fassen::V,saalistaa,sêm kirin
1228,hüten::V,paimentaa,hei jê man
1229,treiben::V,ajaa,bêherandin
1230,anbinden::V,kytkeä,tewilandin
1231,füttern::V,ruokkia,xwarine dan lê
1232,melken::V,lypsää,dotin
1233,hacken::V,hakata,kolandin
1234,gießen::V,kastella,av dan
1235,reifen::V,kypsyä,kemilîn
1236,zubereiten::V,valmistaa,çe kirin
1237,kochen::V,keittää,xwarin çe kirin
1238,kochen::V,keittää,kelandin
1239,backen::V,leipoa,pijandin
1240,braten::V,paistaa,qelandin
1241,braten::V,paistaa,sor kirin
1242,umrühren::V,hämmentää,têvdan
1243,stricken::V,kutoa,hûnan
1244,stricken::V,neuloa,hûnan
1245,nähen::V,ommella,kêl kirin
1246,färben::V,värjätä,boyax kirin
1247,färben::V,värittää,boyax kirin
1248,reinigen::V,puhdistaa,paqijkirin
1249,waschen::V,pestä,şuştin
1250,abwischen::V,pyyhkiä,pakîj kirin
1251,spülen::V,huuhtoa,şuştin
1252,fegen::V,pyyhkäistä,maliştin
1253,kehren::V,lakaista,maliştin
1254,baden::V,kylpeä,serîşûştin
1255,sich waschen::V,peseytyä,serîşûştin
1256,ausziehen::V,riisua,jê kirin
1257,anziehen::V,pukea ylleen,pê kirin
1258,sich anziehen::V,pukeutua,xwe kirin
1259,kämmen::V,kammata,şeh kirin
1260,schmücken::V,koristaa,xemilandin
1261,schmücken::V,kaunistaa,xemilandin
1262,sagen::V,sanoa,gotin
1263,sagen::V,sanoa,peyivîn
1264,sprechen::V,puhua,peyivîn
1265,reden::V,keskustella,axaftin
1266,sich unterhalten::V,jutella,hev biştaxilin
1267,fragen::V,kysyä,pirsîn
1268,fragen::V,kysyä,pirs kirin
1269,bitten::V,pyytää,tika kirin
1270,erzählen::V,kertoa,behs kirin
1271,mitteilen::V,ilmoittaa,vegotin
1272,nennen::V,kutsua,bi nav kirin
1273,nennen::V,nimittää,bi nav kirin
1274,rufen::V,kutsua,bakirin
1275,prahlen::V,kerskailla,pesnê xwe dan
1276,übersetzen::V,kääntää,qulibandin
1277,übersetzen::V,kääntää,derbas kirin
1278,denken::V,miettiä,fikirîn
1279,denken::V,ajatella,fikirîn
1280,glauben::V,uskoa,bawer bûn
1281,bemerken::V,huomata,bala xwe dan
1282,bemerken::V,huomata,çac lê ketin
1283,erkennen::V,tunnistaa,pêhesîn
1284,begreifen::V,ymmärtää,fêmkirin
1285,verstehen::V,ymmärtää,fêmkirin
1286,lernen::V,oppia,halmandin
1287,lernen::V,oppia,fêrbun
1288,wissen::V,tietää,zanîn
1289,sich erinnern an::V,muistaa,bir bûn
1290,vergessen::V,unohtaa,ji bir kirin
1291,messen::V,mitata,pê kanîn
1292,zählen::V,laskea,hejmardin
1293,rechnen::V,laskea,hesibandin
1294,lesen::V,lukea,xwendin
1295,malen::V,maalata,rengandin
1296,malen::V,maalata,boyax kirin
1297,zeichnen::V,piirtää,işaret kirin
1298,zeichnen::V,piirustaa,işaret kirin
1299,schreiben::V,kirjoittaa,nivîsandin
1300,besitzen::V,omistaa,hebûn
1301,kaufen::V,ostaa,kirîn
1302,verkaufen::V,myydä,firotin
1303,bezahlen::V,maksaa,pere dan
1304,zahlen::V,maksaa,pere dan
1305,zahlen::V,maksaa,dayin
1306,beherrschen::V,hallita,zebt kirin
1307,beherrschen::V,hallita,hukim kirin
1308,ertragen::V,kestää,bihêzkirin
