,Concept_ID,en,cy
190,Mücke::N,midge,gwybedyn
191,Fliege::N,fly,cleren
192,Schmetterling::N,butterfly,glöyn byw
193,Schmetterling::N,butterfly,iâr fach yr haf
194,Beere::N,berry,aeronen
195,Apfel::N,apple,afal
196,Pilz::N,mushroom,madarch
197,Zwiebel::N,onion,nionyn
198,Zwiebel::N,onion,winwnsyn
199,Saat::N,seed,had
200,Korn::N,grain,grawn
201,Heu::N,hay,gwair
202,Schale::N,husk,croen
203,Schale::N,husk,plisgyn
204,Grube::N,pit,pwll
205,Grube::N,pit,pydew
206,Falle::N,trap,magl
207,Schlinge::N,noose,cwlwm rhedeg
208,Spur::N,track,ôl
209,Asche::N,ashes,lludw
210,Dreck::N,filth,baw
211,Dreck::N,filth,budreddi
212,Eisen::N,iron,haearn
213,Gold::N,gold,aur
214,Silber::N,silver,arian
215,Kohle::N,coal,glo
216,Glas::N,glass,gwydr
217,Lehm::N,clay,clai
218,Sand::N,sand,tywod
219,Mensch::N,human,dyn
220,Mann::N,man,dyn
221,Frau::N,woman,merch
222,Frau::N,woman,gwraig
223,Kind::N,child,plentyn
224,Junge::N,boy,hogyn
225,Junge::N,boy,bachgen
226,Mädchen::N,girl,merch
227,Mädchen::N,girl,geneth
228,Familie::N,family,teulu
229,Familie::N,family,tylwyth
230,Großvater::N,grandfather,taid
231,Großvater::N,grandfather,tad-cu
232,Großmutter::N,grandmother,nain
233,Großmutter::N,grandmother,mam-gu
234,Eltern::N,parents,rhieni
235,Vater::N,father,tad
236,Mutter::N,mother,mam
237,Sohn::N,son,mab
238,Tochter::N,daughter,merch
239,Bruder::N,brother,brawd
240,Schwester::N,sister,chwaer
241,Onkel::N,uncle,ewythr
242,Tante::N,aunt,modryb
243,Ehemann::N,husband,gŵr
244,Ehefrau::N,wife,gwraig
245,Freude::N,joy,gorfoledd
246,Gelächter::N,laughter,chwerthin
247,Glück::N,happiness,hapusrwydd
248,Kummer::N,grief,galar
249,Wunsch::N,wish,dymuniad
250,Lust::N,desire,chwant
251,Geist::N,spirit,ysbryd
252,Gedanke::N,thought,meddwl
253,Gedächtnis::N,memory,cof
254,Verstand::N,mind,meddwl
255,Sinn::N,meaning,ystyr
256,Grund::N,reason,achos
257,Grund::N,reason,rheswm
258,Wahrheit::N,truth,gwir
259,Wahrheit::N,truth,gwirionedd
260,Gespräch::N,talk,sgwrs
261,Märchen::N,fairy tale,chwedl werin
262,Erzählung::N,story,stori
263,Nachricht::N,message,neges
264,Neuigkeit::N,news,newydd
265,Name::N,name,enw
266,Rätsel::N,puzzle,pos
267,Rede::N,speech,araith
268,Sprache::N,language,iaith
269,Stimme::N,voice,llais
270,Wort::N,word,gair
271,Zeichen::N,sign,arwydd
272,Ruf::N,call,galwad
273,Lärm::N,noise,trwst
274,Laut::N,sound,sain
275,Ton::N,tone,tôn
276,Lied::N,song,cân
277,Ruhe::N,calm,tawelwch
278,Leute::N,people,pobl
279,Volk::N,nation,pobl
280,Arbeit::N,work,gwaith
281,Gast::N,guest,gwestai
282,Geschenk::N,gift,rhodd
283,Geschenk::N,gift,anrheg
284,Spiel::N,game,chwarae
285,Gesellschaft::N,company,cwmni
286,Hilfe::N,help,cymorth
287,Freund::N,friend,cyfaill
288,Kamerad::N,companion,cydymaith
289,Angelegenheit::N,matter,pwnc
290,Anzahl::N,count,cyfrif
291,Art::N,sort,bath
292,Stück::N,piece,darn
293,Teil::N,part,rhan
294,Hälfte::N,half,hanner
295,Kreis::N,circle,cylch
296,Kreuz::N,cross,croes
297,Linie::N,line,llinell
298,Strich::N,stroke,strôc
299,Strich::N,stroke,trawiad
300,Abstand::N,gap,bwlch
301,Abstand::N,gap,pellter
302,Entfernung::N,distance,pellter
303,Gegend::N,area,cylch
304,Platz::N,space,lle
305,Ort::N,place,lle
306,Seite::N,side,ochr
307,Mitte::N,middle,canol
308,Gegenstand::N,item,eitem
309,Sache::N,thing,peth
310,Rand::N,fringe,cwr
311,Rand::N,fringe,ymyl
312,Kante::N,edge,min
313,Kante::N,edge,ymyl
314,Ecke::N,corner,cornel
315,Spitze::N,tip,blaen
316,Ende::N,end,pen
317,Loch::N,hole,twll
318,Winkel::N,angle,congl
319,Muster::N,pattern,patrwm
320,Größe::N,size,maint
321,Größe::N,size,maintioli
322,Länge::N,length,hyd
323,Höhe::N,height,uchder
324,Gewicht::N,weight,pwysau
325,Menge::N,amount,swm
326,Menge::N,amount,maint
327,Haufen::N,heap,pentwr
328,Reihe::N,row,rhes
329,Boot::N,boat,cwch
330,Ruder::N,oar,rhwyf
331,Schlitten::N,sleigh,sled
332,Schlitten::N,sleigh,car llusg
333,Ski::N,ski,sgi
334,Lagerfeuer::N,campfire,coelcerth
335,Last::N,load,llwyth
336,Gang::N,walk,tro
337,Schritt::N,step,cam
338,Norden::N,north,gogledd
339,Süden::N,south,de
340,Westen::N,west,gorllewin
341,Osten::N,east,dwyrain
342,Holz::N,wood,pren
343,Brett::N,board,bwrdd
344,Brett::N,board,astell
345,Platte::N,slab,llech
346,Stütze::N,bracket,ateg
347,Stütze::N,bracket,cynhalydd
348,Stange::N,pole,polyn
349,Stock::N,stick,ffon
350,Stock::N,stick,brigyn
351,Stab::N,staff,ffon
352,Rohr::N,pipe,pibell
353,Haus::N,house,tŷ
354,Heim::N,home,cartref
355,Ofen::N,stove,stof
356,Fußboden::N,floor,llawr
357,Tisch::N,table,bwrdd
358,Stuhl::N,chair,cadair
359,Wiege::N,cradle,crud
360,Bett::N,bed,gwely
361,Regal::N,shelf,silff
362,Kiste::N,box,bocs
363,Kiste::N,box,blwch
364,Fenster::N,window,ffenestr
365,Tür::N,door,drws
366,Tor::N,gate,porth
367,Zaun::N,fence,ffens
368,Dach::N,roof,to
369,Leiter::N,ladder,ysgol
370,Besen::N,broom,ysgub
371,Spaten::N,spade,rhaw
372,Schaufel::N,shovel,rhaw
373,Gabel::N,fork,fforc
374,Löffel::N,spoon,llwy
375,Messer::N,knife,cyllell
376,Nagel::N,nail,hoel
377,Netz::N,net,gwe
378,Netz::N,net,rhwyd
379,Haken::N,hook,bach
380,Griff::N,handle,carn
381,Schloss::N,lock,clo
382,Bild::N,picture,llun
383,Bild::N,picture,pictiwr
384,Figur::N,figure,ffigur
385,Puppe::N,doll,dol
386,Beutel::N,pouch,cwd
387,Bündel::N,bundle,bwndel
388,Bündel::N,bundle,coflaid
389,Tasche::N,bag,cod
390,Eimer::N,bucket,bwced
391,Eimer::N,bucket,cunnog
392,Deckel::N,cover,caead
393,Geschirr::N,dishes,llestri
394,Sack::N,sack,sach
395,Tasse::N,cup,cwpan
396,Topf::N,pot,pot
397,Topf::N,pot,crochan
398,Kessel::N,kettle,tegell
399,Essen::N,meal,pryd o fwyd
400,Nahrung::N,food,bwyd
401,Speise::N,dish,saig
402,Fleisch::N,meat,cig
403,Getreide::N,corn,ŷd
404,Getreide::N,corn,llafur
405,Brei::N,mush,uwd
406,Brot::N,bread,bara
407,Scheibe::N,slice,tafell
408,Fett::N,fat,saim
409,Fett::N,fat,braster
410,Butter::N,butter,ymenyn
411,Öl::N,oil,olew
412,Salz::N,salt,halen
413,Suppe::N,soup,cawl
414,Honig::N,honey,mêl
415,Milch::N,milk,llaeth
416,Milch::N,milk,llefrith
417,Tee::N,tea,te
418,Leder::N,leather,lledr
419,Wolle::N,wool,gwlân
420,Stoff::N,cloth,lliain
421,Stoff::N,cloth,brethyn
422,Nadel::N,needle,nodwydd
423,Faden::N,thread,edau
424,Faden::N,thread,edefyn
425,Knopf::N,button,botwm
426,Knoten::N,knot,cwlwm
427,Farbe::N,paint,paent
428,Kleidung::N,clothes,dillad
429,Kleidung::N,clothes,gwisgoedd
430,Hemd::N,shirt,crys
431,Kragen::N,collar,coler
432,Ärmel::N,sleeve,llawes
433,Hose::N,trousers,trowsus
434,Gürtel::N,belt,gwregys
435,Mütze::N,cap,cap
436,Schuh::N,shoe,esgid
437,Stiefel::N,boot,botasen
438,Ring::N,ring,modrwy
439,Band::N,ribbon,rhuban
440,Kamm::N,comb,crib
441,Spiegel::N,mirror,drych
442,Riemen::N,strap,strap
443,Schnur::N,string,llinyn
444,Leine::N,leash,tennyn
445,Decke::N,blanket,blanced
446,Decke::N,blanket,gwrthban
447,Kissen::N,pillow,clustog
448,Kissen::N,pillow,gobennydd
449,Tuch::N,scarf,sgarff
450,Handtuch::N,towel,tywel
451,Handtuch::N,towel,lliain sychu
452,Kraft::N,force,grym
453,Stärke::N,strength,nerth
454,Stärke::N,strength,cryfder
455,Gesundheit::N,health,iechyd
456,Krankheit::N,illness,afiechyd
457,Krankheit::N,illness,anhwylder
458,Schmerz::N,pain,poen
459,Schmerz::N,pain,gwayw
460,Wunde::N,wound,clwyf
461,Fieber::N,fever,twymyn
462,Arznei::N,medicine,meddyginiaeth
463,Brücke::N,bridge,pont
464,Brunnen::N,well,ffynnon
465,Weide::N,pasture,porfa
466,Pfad::N,path,llwybr
467,Weg::N,way,ffordd
468,Straße::N,road,heol
469,Straße::N,road,ffordd
470,Dorf::N,village,pentref
471,Stadt::N,town,tref
472,Brief::N,letter,llythyr
473,Buch::N,book,llyfr
474,Buchstabe::N,character,llythyren
475,Zeitung::N,newspaper,papur newydd
476,Leben::N,life,bywyd
477,Tod::N,death,marwolaeth
478,Grab::N,grave,bedd
479,Kirche::N,church,eglwys
480,Sünde::N,sin,pechod
481,Gott::N,god,duw
482,Arbeiter::N,worker,gweithiwr
483,Chef::N,boss,pennaeth
484,Meister::N,master,meistr
485,Arzt::N,doctor,meddyg
486,Lehrer::N,teacher,athro
487,Geld::N,money,pres
488,Geld::N,money,arian
489,Geschäft::N,business,busnes
490,Laden::N,shop,siop
491,Preis::N,price,pris
492,Ware::N,ware,nwydd
493,Nutzen::N,profit,elw
494,Nutzen::N,profit,budd
495,Reichtum::N,wealth,cyfoeth
496,Welt::N,world,byd
497,Land::N,country,gwlad
498,Staat::N,state,gwladwriaeth
499,König::N,king,brenin
500,Macht::N,power,grym
501,Macht::N,power,awdurdod
502,Grenze::N,border,ffin
503,Grenze::N,border,goror
504,Krieg::N,war,rhyfel
505,Feind::N,enemy,gelyn
506,Gewalt::N,violence,ffyrnigrwydd
507,Kampf::N,fight,brwydr
508,Bogen[Waffe]::N,bow,bwa
509,Pfeil::N,arrow,saeth
510,Gewehr::N,gun,dryll
511,Fehler::N,mistake,gwall
512,Fehler::N,mistake,camgymeriad
513,Lüge::N,lie,celwydd
514,Lüge::N,lie,anwiredd
515,Schaden::N,damage,niwed
516,Schaden::N,damage,difrod
517,Unglück::N,misfortune,anffawd
518,Schuld::N,fault,bai
519,Alter::N,age,oed
520,Schluss::N,conclusion,diwedd
521,Zeit::N,time,amser
522,Tag::N,day,dydd
523,Tag::N,day,diwrnod
524,Morgen::N,morning,bore
525,Mittag::N,noon,nawn
526,Abend::N,evening,noswaith
527,Nacht::N,night,nos
528,Woche::N,week,wythnos
529,Monat::N,month,mis
530,Jahr::N,year,blwyddyn
531,Frühling::N,spring,gwanwyn
532,Sommer::N,summer,haf
533,Herbst::N,autumn,hydref
534,Winter::N,winter,gaeaf
535,Januar::N,January,Ionawr
536,Februar::N,February,Chwefror
537,März::N,March,Mawrth
538,April::N,April,Ebrill
539,Mai::N,May,Mai
540,Juni::N,June,Mehefin
541,Juli::N,July,Gorffennaf
542,August::N,August,Awst
543,September::N,September,Medi
544,Oktober::N,October,Hydref
545,November::N,November,Tachwedd
546,Dezember::N,December,Rhagfyr
547,Montag::N,Monday,dydd Llun
548,Dienstag::N,Tuesday,dydd Mawrth
549,Mittwoch::N,Wednesday,dydd Mercher
550,Donnerstag::N,Thursday,dydd Iau
551,Freitag::N,Friday,dydd Gwener
552,Samstag::N,Saturday,dydd Sadwrn
553,Sonntag::N,Sunday,dydd Sul
554,groß::A,big,mawr
555,klein::A,little,bach
556,lang::A,long,hir
557,kurz::A,short,byr
558,kurz::A,short,cwta
559,breit::A,wide,llydan
560,schmal::A,narrow,cul
561,dicht::A,dense,dwys
562,dick[Gegenstand]::A,thick,trwchus
563,dünn::A,thin,tenau
564,fein::A,delicate,main
565,fest::A,firm,cadarn
566,flach::A,flat,gwastad
567,glatt::A,smooth,llyfn
568,hart::A,hard,caled
569,weich::A,soft,meddal
570,rund::A,round,crwn
571,spitz::A,pointed,pigfain
572,scharf::A,sharp,miniog
573,stumpf::A,blunt,pŵl
574,schwer::A,heavy,trwm
575,schön::A,beautiful,teg
576,schön::A,beautiful,hardd
577,schön::A,beautiful,prydferth
578,heiß::A,hot,poeth
579,warm::A,warm,twym
580,warm::A,warm,cynnes
581,kalt::A,cold,oer
582,kühl::A,cool,oeraidd
583,frisch::A,fresh,iach
584,feucht::A,damp,llaith
585,nass::A,wet,gwlyb
586,trocken::A,dry,sych
587,voll::A,full,llawn
588,leer::A,empty,gwag
589,offen::A,open,agored
590,geschlossen::A,closed,caead
591,geschlossen::A,closed,caeëdig
592,sauber::A,clean,glân
593,schmutzig::A,dirty,budr
594,schmutzig::A,dirty,brwnt
595,roh::A,raw,amrwd
596,reif::A,ripe,aeddfed
597,lecker::A,delicious,blasus
598,lecker::A,delicious,danteithiol
599,süß::A,sweet,melys
600,bitter::A,bitter,chwerw
601,sauer::A,sour,sur
602,hell::A,bright,disglair
603,dunkel::A,dark,tywyll
604,schwarz::A,black,du
605,weiß::A,white,gwyn
606,rot::A,red,coch
607,gelb::A,yellow,melyn
608,blau::A,blue,glas
609,grün::A,green,gwyrdd
610,grau::A,grey,llwyd
611,bunt::A,colourful,lliwgar
612,bunt::A,colorful,lliwgar
613,billig::A,cheap,rhad
614,teuer::A,dear,drud
615,wertvoll::A,precious,gwerthfawr
616,blind::A,blind,dall
617,taub::A,deaf,byddar
618,kräftig::A,powerful,nerthol
619,kräftig::A,powerful,grymus
620,stark::A,strong,cryf
621,stark::A,strong,cadarn
622,schwach::A,weak,gwan
623,fett::A,fat,tew
624,schlank::A,slim,main
625,hübsch::A,pretty,tlws
626,böse::A,evil,drwg
627,dumm::A,stupid,twp
628,faul::A,lazy,diog
629,fleißig::A,diligent,dyfal
630,geizig::A,stingy,crintach
631,geizig::A,stingy,cybyddlyd
632,klug::A,clever,deallus
633,geschickt::A,skilful,medrus
634,geschickt::A,skilful,deheuig
635,geschickt::A,skillful,medrus
636,geschickt::A,skillful,deheuig
637,lieb::A,dear,hoff
638,lieb::A,dear,annwyl
639,lustig::A,merry,llon
640,sanft::A,gentle,mwyn
641,hungrig::A,hungry,newynog
642,krank::A,sick,sâl
643,krank::A,sick,gwael
644,nackt::A,naked,noeth
645,traurig::A,sad,trist
646,lebendig::A,living,yn fyw
647,gut::A,good,da
648,schlecht::A,bad,drwg
649,schlecht::A,bad,gwael
650,richtig::A,correct,cywir
651,schlimm::A,nasty,enbyd
652,wahr::A,true,gwir
653,alt::A,old,hen
654,neu::A,new,newydd
655,ehemalig::A,former,blaenorol
656,alt[Lebewesen]::A,aged,oedrannus
657,jung::A,young,ifanc
658,arm::A,poor,tlawd
659,reich::A,rich,cyfoethog
660,bekannt::A,familiar,cynefin
661,bekannt::A,familiar,cyfarwydd
662,berühmt::A,famous,enwog
663,fremd::A,foreign,estron
664,verschieden::A,different,gwahanol
665,nah::A,near,agos
666,fern::A,far,pell
667,linker::A,left,aswy
668,linker::A,left,chwith
669,rechter::A,right,de
670,rechter::A,right,deau
671,anderer::A,other,arall
672,erster::A,first,cyntaf
673,zweiter::A,second,ail
674,dritter::A,third,trydydd
675,letzter::A,last,olaf
676,allein::ADV,alone,unig
677,allein::ADV,alone,ar ei ben ei hun
678,auf einmal::ADV,at once,ar yr un pryd
679,zusammen::ADV,together,ynghyd
680,zusammen::ADV,together,gyda'i gilydd
681,lange::ADV,long,amser hir
682,plötzlich::ADV,suddenly,yn sydyn
683,sofort::ADV,instantly,ar unwaith
684,später::ADV,later,yn ddiweddarach
685,jetzt::ADV,now,yn awr
686,heute::ADV,today,heddiw
687,morgen::ADV,tomorrow,yfory
688,bald::ADV,soon,yn fuan
689,bald::ADV,soon,gyda hyn
690,dann::ADV,then,yna
691,dann::ADV,then,y pryd hwnnw
692,gestern::ADV,yesterday,ddoe
693,einst::ADV,once,gynt
694,damals::ADV,at that time,ar y pryd
695,damals::ADV,at that time,bryd hynny
696,danach::ADV,afterwards,wedyn
697,vorher::ADV,before,o'r blaen
698,zuerst::ADV,at first,yn gyntaf
699,einmal::ADV,once,unwaith
700,manchmal::ADV,sometimes,weithiau
701,manchmal::ADV,sometimes,ar brydiau
702,oft::ADV,often,yn aml
703,oft::ADV,often,yn fynych
704,immer::ADV,always,bob amser
705,niemals::ADV,never,ni ... byth
706,niemals::ADV,never,ni ... erioed
707,hier::ADV,here,yma
708,hierhin::ADV,hither,hyd yma
709,hierhin::ADV,to here,hyd yma
710,hierhin::ADV,here,hyd yma
711,von hier::ADV,hence,oddi yma
712,dort::ADV,there,acw
713,dorthin::ADV,thither,tuag yno
714,dorthin::ADV,there,tuag yno
715,dorthin::ADV,to there,tuag yno
716,geradeaus::ADV,ahead,syth ymlaen
717,vorwärts::ADV,forward,ymlaen
718,rückwärts::ADV,backward,yn ôl
719,zurück::ADV,back,yn ôl
720,unten::ADV,below,isod
721,unten::ADV,below,oddi tanodd
722,hinab::ADV,down,i lawr
723,hinab::ADV,down,i waered
724,oben::ADV,above,fry
725,hinauf::ADV,up,i fyny
726,hinauf::ADV,up,i'r lan
727,überall::ADV,everywhere,ym mhobman
728,nicht::ADV,not,ni
729,nicht::ADV,not,nid
730,ein wenig::ADV,a little,tipyn
731,ein wenig::ADV,a little,ychydig
732,kaum::ADV,hardly,prin
733,sehr::ADV,very,iawn
734,so::ADV,so,fel
735,so::ADV,so,felly
736,noch::ADV,still,eto
737,nur::ADV,only,yn unig
738,schon::ADV,already,eisoes
739,schon::ADV,already,yn barod
740,wieder::ADV,again,drachefn
741,vergebens::ADV,in vain,yn ofer
742,vor::PRP,in front of,o flaen
743,hinter::PRP,behind,ar ôl
744,unter::PRP,under,islaw
745,durch::PRP,through,trwy
746,neben::PRP,next to,ar bwys
747,zwischen::PRP,between,rhwng
748,zwischen::PRP,between,cydrhwng
749,wegen::PRP,because of,o achos
750,wegen::PRP,because of,oherwydd
751,dies::PRN,this,hyn
752,das::PRN,that,hynny
753,alles::PRN,everything,popeth
754,ich::PRN,I,fi
755,du::PRN,you,ti
756,du::PRN,thou,ti
757,er::PRN,he,fe
758,wir::PRN,we,ni
759,ihr::PRN,you,chi
760,sie::PRN,they,hwy
761,was::FPRN,what,pa beth
762,wer::FPRN,who,pwy
763,wo::FADV,where,ble
764,wo::FADV,where,ym mha le
765,wohin::FADV,where ... to,i ble
766,wohin::FADV,where ... to,i ba le
767,wohin::FADV,where to,i ble
768,wohin::FADV,where to,i ba le
769,wohin::FADV,where,i ble
770,wohin::FADV,where,i ba le
771,wie::FADV,how,sut
772,warum::FADV,why,pam
773,wieviel::FNUM,how much,faint
774,eins::NUM,one,un
775,zwei::NUM,two,dau
776,drei::NUM,three,tri
777,vier::NUM,four,pedwar
778,fünf::NUM,five,pump
779,sechs::NUM,six,chwech
780,sieben::NUM,seven,saith
781,acht::NUM,eight,wyth
782,neun::NUM,nine,naw
783,zehn::NUM,ten,deg
784,elf::NUM,eleven,un ar ddeg
785,zwölf::NUM,twelve,deuddeg
786,zwölf::NUM,twelve,un deg dau
787,zwanzig::NUM,twenty,ugain
788,dreißig::NUM,thirty,tri deg
789,dreißig::NUM,thirty,deg ar hugain
790,vierzig::NUM,forty,deugain
791,fünfzig::NUM,fifty,hanner cant
792,sechzig::NUM,sixty,chwe deg
793,siebzig::NUM,seventy,saith deg
794,siebzig::NUM,seventy,deg a thrigain
795,achtzig::NUM,eighty,wyth deg
796,achtzig::NUM,eighty,pedar ugain
797,neunzig::NUM,ninety,naw deg
798,neunzig::NUM,ninety,deg a phedwar ugain
799,hundert::NUM,a hundred,cant
800,tausend::NUM,a thousand,mil
801,und::CNJ,and,a
802,oder::CNJ,or,neu
803,stehen::V,stand,sefyll
804,sitzen::V,sit,eistedd
805,liegen::V,lie,gorwedd
806,hängen::V,hang,hongian
807,werden::V,become,dod yn
808,werden::V,become,mynd yn
809,passieren::V,happen,digwydd
810,beginnen::V,begin,cychwyn
811,enden::V,end,gorffen
812,wechseln::V,change,newid
813,aufgehen[Sonne]::V,rise,codi
814,untergehen[Sonne]::V,set,machlud
815,scheinen[Sonne]::V,shine,tywynnu
816,donnern::V,thunder,taranu
817,wehen::V,blow,chwythu
818,strömen::V,stream,ffrydio
819,fließen::V,flow,llifo
820,sich drehen::V,revolve,troi
821,sich drehen::V,revolve,cylchdroi
822,schwanken::V,sway,siglo
823,schwingen::V,swing,siglo
824,fallen::V,fall,cwympo
825,brennen::V,burn,llosgi
826,rauchen::V,smoke,mygu
827,regnen::V,rain,glawio
828,gefrieren::V,freeze,rhewi
829,tauen::V,thaw,toddi
830,tauen::V,thaw,meirioli
831,schmelzen::V,melt,toddi
832,trocknen::V,dry,sychu
833,sieden::V,boil,berwi
834,faulen::V,rot,pydru
835,faulen::V,rot,braenu
836,verfaulen::V,decay,pydru
837,verfaulen::V,decay,dadfeilio
838,reißen::V,snap,clecian
839,reißen::V,snap,torri'n glats
840,versinken::V,sink,suddo
841,vergehen::V,pass,myned heibio
842,vergehen::V,pass,pasio
843,erscheinen::V,appear,ymddangos
844,verschwinden::V,disappear,diflannu
845,sinken::V,drop,syrthio
846,abnehmen::V,decrease,lleihau
847,zunehmen::V,increase,cynyddu
848,steigen::V,rise,codi
