,Concept_ID,ady,ru
703,hundert::NUM,шъэ,сто
704,tausend::NUM,мин,тысяча
705,und::CNJ,ыкӏи,и
706,oder::CNJ,е,или
707,oder::CNJ,е,либо
708,stehen::V,ущытын,стоять
709,stehen::V,умыхъыен,стоять
710,sitzen::V,уисын,сидеть
711,sitzen::V,утесын,сидеть
712,liegen::V,телъы́н,лежать
713,hängen::V,къыщылэлын,висеть
714,hängen::V,къыщылэлын щыгъын быхъур,висеть
715,werden::V,хъун,стать
716,passieren::V,къэхъун,случиться
717,beginnen::V,къежьэн,начаться
718,beginnen::V,къыублэн,начаться
719,enden::V,ухы́н,кончиться
720,wechseln::V,зэхъожьы́н,меняться
721,aufgehen[Sonne]::V,къыкъокӏы́н,взойти
722,untergehen[Sonne]::V,къохьан,зайти
723,scheinen[Sonne]::V,къепсыи,светить
724,donnern::V,гъогъон,греметь
725,wehen::V,епщэ́н,дуть
726,strömen::V,чъэн,литься
727,fließen::V,чъэн,течь
728,sich drehen::V,зыгъэчэрэгъу́н,вращаться
729,schwanken::V,хъые́н,колебаться
730,schwingen::V,зыгъэхъые́н,качаться
731,fallen::V,къефэхы́н,падать
732,brennen::V,стын,гореть
733,rauchen::V,ӏугъо къикӏын,дымить
734,regnen::V,къещхы́н,дождить
735,gefrieren::V,дыкъын,замерзнуть
736,tauen::V,жъун,таять
737,schmelzen::V,ткӏун,плавиться
738,trocknen::V,гъушъы́н,сохнуть
739,trocknen::V,чъэпхъу́н,сохнуть
740,sieden::V,жъон,кипеть
741,faulen::V,шъун,гнить
742,verfaulen::V,шъун,сгнить
743,reißen::V,зэӏэтхъы́н,рваться
744,versinken::V,чӏихьан,тонуть
745,vergehen::V,блэкӏы́н,проходить
746,erscheinen::V,къэлъэгъон,появиться
747,verschwinden::V,кӏодыжьы́н,исчезнуть
748,abnehmen::V,къыкӏичын,уменьшиться
749,zunehmen::V,хэхъо́н,увеличиваться
750,steigen::V,къежьэн,подниматься
751,wachsen::V,хэхъо́н,расти
752,wachsen::V,къэкӏы́н,расти
753,glänzen::V,цӏыу́н,блестеть
754,funkeln::V,жъыу́н,сверкать
755,lärmen::V,бырсыры́н,шуметь
756,läuten::V,теон,звонить
757,klingeln::V,теон,звонить
758,brausen::V,шъуин,бушевать
759,rauschen::V,макъэ гъэӏун,шелестеть
760,klingen::V,къыхэӏукӏын,звучать
761,bellen::V,хьакъу́н,лаять
762,heulen::V,быун,выть
763,blasen::V,епщэ́н,дунуть
764,pfeifen::V,шъуин,свистеть
765,schreien::V,куо́н,кричать
766,schreien::V,кӏыи́н,кричать
767,stöhnen::V,щэӏун,стонать
768,zittern::V,кӏэзэзын,дрожать
769,leben::V,псэу́н,жить
770,geboren werden::V,къэхъун,родиться
771,atmen::V,жьы къэщэ́н,дышать
772,trinken::V,ешъо́н,пить
773,essen::V,шхын,есть
774,essen::V,шхын,кушать
775,schlucken::V,бдырыин,глотать
776,müde werden::V,пшъын,устать
777,einschlafen::V,хэчъыен,заснуть
778,schlafen::V,чъые́н,спать
779,aufwachen::V,къэущы́н,проснуться
780,aufstehen::V,уцу́н,встать
781,sich erholen::V,зыгъэпсэфын,отдыхать
782,krank werden::V,сымаджэ́ хъун,заболеть
783,krank sein::V,сымэджэ́н,болеть
784,schmerzen::V,сымэджэ́н,болеть
785,husten::V,пскэ́н,кашлять
786,genesen::V,хъужьын,поправиться
787,sterben::V,лӏэн,умереть
788,umkommen::V,хэкӏодэн,погибнуть
789,sich bewegen::V,хъые́н,двигаться
790,sich rühren::V,хъые́н,шевельнуться
791,sich erheben::V,къэтэджын,встать
792,sich setzen::V,тӏысы́н,сесть
793,hinfallen::V,ебэджы́н,упасть
794,laufen::V,кӏон,ходить
795,schreiten::V,кӏон,шагать
796,spazierengehen::V,къэкӏухьэн,гулять
797,eilen::V,гузэжъон,спешить
798,sich beeilen::V,гуӏэ́н,торопиться
799,sausen::V,псынкӏэ́у чъэн,мчаться
800,rennen::V,чъэн,бегать
801,springen::V,пкӏэн,прыгать
802,klettern::V,дэцохъоен,лазать
803,schaukeln::V,уешӏэн,раскачиваться
804,kriechen::V,цохъо́н,ползать
805,schwimmen::V,есы́н,плавать
806,tauchen::V,зычӏэгъэо́н,нырять
807,rudern::V,къошъо бэщкӏэ фын,грести
808,fahren::V,кӏон,ехать
809,fliegen::V,быбы́н,летать
810,gehen::V,кӏон,идти
811,weggehen::V,ӏукӏын,уйти
812,abfahren::V,ежьэн,отправиться
813,anhalten::V,къэуцу́н,остановиться
814,hineingehen::V,ихьан,входить
815,eintreten::V,чӏэхьан,войти
816,kommen::V,къэкӏо́н,прийти
817,ankommen::V,къэсы́н,прибыть
818,zurückkommen::V,гъэзэжьын,возвратиться
819,bleiben::V,къэнэ́н,остаться
820,warten::V,пэплъэ́н,ждать
821,erwarten::V,ежэн,ожидать
822,suchen::V,лъыхъу́н,искать
823,finden::V,къэгъоты́н,найти
824,finden::V,къыхэгъэщы́н,найти
825,versuchen::V,пылъы́н,пытаться
826,vorbereiten::V,гъэхьазыры́н,подготовить
827,lieben::V,шӏу плъэгъу́н,любить
828,mögen::V,шӏу плъэгъу́н,любить
829,lachen::V,щхын,смеяться
830,rühren::V,гур гъэузын,растрогать
831,weinen::V,гъын,плакать
832,schimpfen::V,хъонэн,ругаться
833,sich ärgern::V,губжы́н,сердиться
834,sich fürchten::V,щынэ́н,бояться
835,fürchten::V,щынэ́н,бояться
836,sehen::V,льэгъу́н,видеть
837,anschauen::V,плъэн,посмотреть
838,anschauen::V,еплъы́н,посмотреть
839,ansehen::V,плъэн,смотреть
840,hören::V,зэхэхын,слышать
841,zuhören::V,дэӏо́н,слушать
842,probieren::V,хэӏэн,пробовать
843,riechen::V,пэмэ́н,нюхать
844,fühlen::V,зэхэпшӏэн,чувствовать
845,scheinen::V,уащыхъу́н,казаться
846,scheinen::V,уашӏошӏы́н,казаться
847,zu sehen sein::V,зэрэлъэгъу́н,виднеться
848,vernehmen::V,зэхэхын,услышать
849,frieren::V,дыкъын,мерзнуть
850,frieren::V,пӏыкӏэн,мерзнуть
851,frieren::V,чъыӏэ́ лӏэн,мерзнуть
852,tun::V,шӏын,делать
853,können::V,лъэкӏы́н,мочь
854,können::V,лъэкӏы́н,уметь
855,wollen::V,фэе́н,хотеть
856,anfangen::V,ублэн,начать
857,beenden::V,ухы́н,закончить
858,aufhören::V,щыгъэтын,перестать
859,gelingen::V,хъун,удаться
860,öffnen::V,ӏухы́н,открыть
861,schließen::V,игъэсэн,закрыть
862,stellen::V,бгъэуцун,поставить
863,setzen::V,гъэтӏысы́н,посадить
864,legen::V,хэлъхьа́н,класть
865,berühren::V,эӏэн,трогать
866,berühren::V,нэсын,трогать
867,verbinden::V,зэхэпхэ́н,связать
868,verbinden::V,пхын,связать
869,bedecken::V,техъо́н,покрыть
870,aufhängen::V,пылъэ́н,повесить
871,anzünden::V,хэгъэнэ́н,зажечь
872,zurücklassen::V,къэгъэнэ́н,оставить
873,verlieren::V,чӏэ́нэн,потерять
874,verlieren::V,шӏокӏоды́н,потерять
875,fallen lassen::V,чӏэунэн,уронить
876,fallen lassen::V,пӏэпызын,уронить
877,machen::V,шӏын,сделать
878,herstellen::V,шӏы́н,изготовить
879,bauen::V,шӏы́н,строить
880,reparieren::V,дыжьы́н,чинить
881,verbessern::V,нахьышӏу пшӏын,улучшить
882,verbessern::V,нахь дэгъу пшӏын,улучшить
883,ändern::V,зэблэхъу́н,изменить
884,graben::V,тӏын,копать
885,biegen::V,уфэн,погнуть
886,drehen::V,гъэчэрегъу́,вертеть
887,wenden::V,пӏонтӏэн,повернуть
888,wenden::V,бгъэзэн,повернуть
889,wenden::V,уӏубын,повернуть
890,heben::V,ӏэты́н,поднимать
891,hochheben::V,ӏэты́н,поднять
892,ergreifen::V,къэубыты́н,схватить
893,halten::V,ӏыгъы́н,держать
894,drücken::V,тэӏункӏэн,нажимать
895,schieben::V,уеӏункӏын,толкать
896,schieben::V,уетӏыргун,толкать
897,kratzen::V,цӏэнтхъун,скрести
898,lecken::V,бзэи́н,лизать
899,beißen::V,ецэкъэ́н,кусать
900,abreißen::V,къичын,оторвать
901,abreißen::V,пытхъын,оторвать
902,abschneiden::V,пыупкӏын,отрезать
903,abschneiden::V,гобзыкӏын,отрезать
904,binden::V,епхын,вязать
905,stecken::V,хэсэн,воткнуть
906,brechen::V,зэпыпкӏын,сломать
907,klopfen::V,теон,стучать
908,hauen::V,теон,бить
909,kleben::V,щхэн,клеить
910,reiben::V,пӏотын,тереть
911,streichen::V,щыфэн,намазать
912,schleifen::V,гъэчаны́н,точить
913,schleifen::V,кӏэлыкӏы́н,точить
914,schneiden::V,бзын,резать
915,rütteln::V,гъэсысын,шатать
916,schütteln::V,гъэсысын,трясти
917,schwenken::V,ӏэ шӏын,махать
918,schütten::V,икӏэ́н,налить
919,füllen::V,из шӏын,наполнить
920,einwickeln::V,кӏоцӏыщыхьа́н,завернуть
921,tragen::V,хьын,нести
922,schleppen::V,пхьын,тащить
923,schleppen::V,плъэшъун,тащить
924,ziehen::V,пкъудыин,тянуть
925,ziehen::V,пщэн,тянуть
926,ziehen::V,плъэшъун,тянуть
927,aufbewahren::V,пӏыгъын,хранить
928,aufbewahren::V,уухъумэн,хранить
929,werfen::V,дзын,бросать
930,fangen::V,къэубыты́н,ловить
931,packen::V,къэубыты́н,схватить
932,verstecken::V,бгъэбылъын,спрятать
933,teilen::V,гощы́н,разделить
934,schicken::V,гъахьы́н,посылать
935,bringen::V,къэхьы́н,принести
936,hinzufügen::V,хэгъэхъо́н,добавить
937,nehmen::V,къытехы́н,взять
938,wählen::V,къыхэхы́н,выбрать
939,auswählen::V,къыхэхы́н,отобрать
940,bewahren::V,къэухъумэн,сохранить
941,behindern::V,пэрыохъу хъун,препятствовать
942,verderben::V,къутэн,испортить
943,beschädigen::V,къутэн,повредить
944,zerbrechen::V,къутэн,разбить
945,zerreißen::V,зэӏэтхъы́н,разорвать
946,zerstören::V,къутэ́н,разрушить
947,verbrennen::V,гъэсты́н,сжечь
948,geben::V,еты́н,дать
949,reichen::V,еты́н,передать
950,schenken::V,еты́н,дарить
951,versprechen::V,гъэгугъэ́н,обещать
952,wünschen::V,шӏоигъо́н,желать
953,loben::V,щытхъун,хвалить
954,küssen::V,ебэу́н,целовать
955,wiegen::V,гъэхъыен,качать
956,zudecken::V,техъо́н,накрыть
957,wecken::V,къэгъэущы́н,разбудить
958,zeigen::V,гъэлъэгъо́н,показать
959,führen::V,щэн,вести
960,lehren::V,егъэджэ́н,учить
961,lehren::V,егъэшӏэн,учить
962,unterrichten::V,егъэджэ́н,преподавать
963,aufziehen::V,пӏун,воспитать
964,leiten::V,гъэзекӏон,руководить
965,antreiben::V,къепфылӏэн,подгонять
966,lassen::V,еты́н,заставить
967,einladen::V,къегъэблэгъэн,пригласить
968,vereinigen::V,зэгогъэхьан,объединить
969,besuchen::V,щыӏэ́н,посетить
970,treffen::V,ӏукӏэ́н,встретить
971,treffen::V,пэгъокӏы́н,встретить
972,sich versammeln::V,зэхэхьан,собраться
973,spielen::V,джэгу́н,играть
974,singen::V,орэ́д къэӏо́н,петь
975,tanzen::V,къэшъо́н,плясать
976,tanzen::V,къэшъо́н,танцевать
977,sich trennen::V,зэгокӏыжьы́ных,расстаться
978,verlassen::V,бгынэн,покинуть
979,verlassen::V,хэкӏыжьын,покинуть
980,retten::V,къыхэпхыжьын,спасти
981,retten::V,къэбгъэнэжьын,спасти
982,bewachen::V,къэгъэгъунэн,охранять
983,schützen::V,ухъумэ́н,уберегать
984,verteidigen::V,къэухъумэн,защитить
985,sich schlagen::V,эзэон,драться
986,schießen::V,он,стрелять
987,siegen::V,текӏо́н,победить
988,ärgern::V,бгъэгубжын,сердить
989,schlagen::V,ео́н,ударить
990,stechen::V,хэӏун,уколоть
991,stoßen::V,тӏыро́н,толкнуть
992,stoßen::V,уеӏункӏын,толкнуть
993,stehlen::V,тыгъу́н,украсть
994,stören::V,бгъэгумэкӏын,помешать
995,belästigen::V,бгъэгумэкӏын,надоедать
996,verbergen::V,ушъэфын,скрыть
997,täuschen::V,гъэпцӏэ́н,обмануть
998,betrügen::V,гъэпцӏэ́н,смошенничать
999,töten::V,уикӏын,убить
1000,wohnen::V,дэсын,проживать
1001,arbeiten::V,лэжьэ́н,работать
1002,sammeln::V,угъои́н,собрать
1003,pflücken::V,къыпычы́н,рвать
1004,pflücken::V,къыпычы́н,срывать
1005,jagen::V,шэкӏон,охотиться
1006,jagen::V,ешэкӏон,охотиться
1007,fischen::V,пцэжъые уешэн,рыбачить
1008,fassen::V,къэубыты́н,поймать
1009,hüten::V,хэхъо́н,пасти
1010,treiben::V,пфын,гнать
1011,anbinden::V,епхын,привязать
1012,füttern::V,гъэшхэ́н,кормить
1013,melken::V,щын,доить
1014,hacken::V,упкӏэтэн,рубить
1015,gießen::V,тепкӏэн,полить
1016,reifen::V,игъо хъун,созреть
1017,zubereiten::V,бгъэхьазырын,приготовить
1018,kochen::V,шӏы́н,варить
1019,backen::V,гъэжъэ́н,печь
1020,braten::V,гъэжъэ́н,жарить
1021,umrühren::V,зэхэгъэкӏухьан,перемешать
1022,stricken::V,хъын,вязать
1023,nähen::V,дэн,шить
1024,färben::V,бгъэлэн,покрасить
1025,reinigen::V,укъэбзы́н,очистить
1026,waschen::V,бгыкӏын,стирать
1027,abwischen::V,лъэкӏы́н,вытереть
1028,spülen::V,дэгъэчъыхьан,полоскать
1029,fegen::V,пхъэнкӏы́н,подметать
1030,kehren::V,пхъэнкӏы́н,мести
1031,baden::V,зыгъэпскӏын,купаться
1032,sich waschen::V,зытхьакӏы́н,мыться
1033,ausziehen::V,къытехы́н,снять
1034,anziehen::V,щылъэ́н,надеть
1035,sich anziehen::V,зыфэпэн,одеться
1036,kämmen::V,жьын,причесать
1037,schmücken::V,гъэдэхэ́н,украсить
1038,sagen::V,къэӏон,сказать
1039,sprechen::V,псэлъэ́н,говорить
1040,reden::V,гущыӏэ́н,разговаривать
1041,sich unterhalten::V,зэдэгущыӏэн,беседовать
1042,fragen::V,упчӏэ́н,спросить
1043,bitten::V,лъэӏо́н,просить
1044,erzählen::V,къэпӏотэ́н,рассказать
1045,mitteilen::V,макъэ егъэӏун,сообщить
1046,nennen::V,цӏэ фэусы́н,назвать
1047,rufen::V,джэн,звать
1048,prahlen::V,узыщытхъужьы́н,хвастаться
1049,übersetzen::V,бгъэкӏотэн,перевести
1050,denken::V,егупшысэ́н,думать
1051,glauben::V,уивыхъэ́ телъы́н,верить
1052,bemerken::V,гу лъыптэ́н,заметить
1053,erkennen::V,зэхэпхын,узнать
1054,erkennen::V,зэбгъэшӏэн,узнать
1055,begreifen::V,гурыӏо́н,понять
1056,begreifen::V,гурыӏо́н,постичь
1057,verstehen::V,зэхэхын,услышать
1058,lernen::V,еджэ́н,учиться
1059,wissen::V,шӏэн,знать
1060,sich erinnern an::V,къэшӏэжьын,вспомнить
1061,vergessen::V,пщыгъупшэжьы́н,забыть
1062,messen::V,шын,мерить
1063,zählen::V,плъытэ́н,считать
1064,rechnen::V,плъытэ́н,считать
1065,rechnen::V,угугъэ́н,считать
1066,lesen::V,еджэ́н,читать
1067,malen::V,шӏын,рисовать
1068,zeichnen::V,шӏын,рисовать
1069,schreiben::V,тхын,писать
1070,besitzen::V,иӏэн,иметь
1071,kaufen::V,щэфы́н,купить
1072,verkaufen::V,щэн,продать
1073,bezahlen::V,птын,заплатить
1074,bezahlen::V,лъыптын,заплатить
1075,bezahlen::V,птыжьы́н,заплатить
1076,zahlen::V,птын,платить
1077,zahlen::V,лъыптын,платить
1078,beherrschen::V,иунаеу иӏэн,владеть
1079,ertragen::V,щэчы́н,вытерпеть
1080,Schnurrbart::N,,ус
1081,Schnurrbart::N,,усы
1082,Nabel::N,,пупок
1083,Wetter::N,,погода
1084,Frost::N,,мороз
1085,Raureif::N,,иней
1086,Adler::N,,орел
1087,Schwan::N,,лебедь
1088,Ton::N,,звучание
1089,Sache::N,,вещь
1090,Schlitten::N,,сани
1091,Last::N,,тяжесть
1092,Figur::N,,фигура
1093,Bündel::N,,связка
1094,Schuh::N,,ботинок
1095,Arzt::N,,врач
1096,lebendig::A,,живой
1097,zuerst::ADV,,сперва
1098,manchmal::ADV,,иногда
1099,niemals::ADV,,никогда
1100,hier::ADV,,здесь
1101,hierhin::ADV,,сюда
1102,von hier::ADV,,отсюда
1103,schon::ADV,,уже
1104,sinken::V,,спадать
1105,klirren::V,,звякать
1106,fliehen::V,,убегать
1107,flüchten::V,,убежать
1108,geraten::V,,оказаться
1109,aufheben::V,,поднять
1110,beugen::V,,согнуть
1111,umdrehen::V,,перевернуть
1112,bekommen::V,,достать
1113,erhalten::V,,получить
1114,treten::V,,пинать
