,Concept_ID,en,mrj
800,dreißig::NUM,thirty,кымлы
801,vierzig::NUM,forty,нӹллӹ
802,fünfzig::NUM,fifty,вӹцлӹ
803,sechzig::NUM,sixty,кудлу
804,siebzig::NUM,seventy,шӹмлу
805,achtzig::NUM,eighty,кӓндӓкшлу
806,neunzig::NUM,ninety,ӹндекшлу
807,hundert::NUM,a hundred,шӱдӹ
808,tausend::NUM,a thousand,тӹжем
809,und::CNJ,and,дöн
810,oder::CNJ,or,льывы
811,stehen::V,stand,шалшаг
812,sitzen::V,sit,шӹнзӓш
813,liegen::V,lie,киӓш
814,hängen::V,hang,кечӓш
815,werden::V,become,шагалаш
816,passieren::V,happen,ӹштӓ́лтӓш
817,beginnen::V,begin,тӹнгӓлӓлтӓш
818,enden::V,end,пӹтӓш
819,wechseln::V,change,весемӓш
820,wechseln::V,change,весемӓлтӓш
821,aufgehen[Sonne]::V,rise,авараш
822,untergehen[Sonne]::V,set,шӹ́нзӓш
823,scheinen[Sonne]::V,shine,сотемдӓрӓш
824,donnern::V,thunder,хӹдӹртӓш
825,wehen::V,blow,ӹфӹлӓш
826,strömen::V,stream,йогащ
827,fließen::V,flow,йогащ
828,sich drehen::V,revolve,пöрдӓш
829,schwanken::V,sway,лыпшалташ
830,schwingen::V,swing,кӓчӓйӓш
831,fallen::V,fall,кенвазаш
832,fallen::V,fall,шынгалташ
833,brennen::V,burn,йылаш
834,rauchen::V,smoke,шыпшаш
835,regnen::V,rain,юраш
836,gefrieren::V,freeze,гӓш
837,gefrieren::V,freeze,кӹлмаш
838,tauen::V,thaw,шылаш
839,schmelzen::V,melt,шӹрӓнӓш
840,trocknen::V,dry,кошкаш
841,sieden::V,boil,шолаш
842,faulen::V,rot,шӱӓш
843,verfaulen::V,decay,йӓнгӓрӓлтӓш
844,reißen::V,snap,кышкедӓлтӓш
845,versinken::V,sink,ва́лаш
846,vergehen::V,pass,эртӓш
847,erscheinen::V,appear,каяш
848,verschwinden::V,disappear,ямаш
849,sinken::V,drop,пычаш
850,abnehmen::V,decrease,чӹдемӓш
851,abnehmen::V,decrease,кöтӹргӓш
852,zunehmen::V,increase,когоэмӓш
853,steigen::V,rise,лӱлта́лташ
854,wachsen::V,grow,кушкаш
855,glänzen::V,shine,йӹлгӹжӓш
856,funkeln::V,sparkle,валгалташ
857,lärmen::V,be noisy,юкланаш
858,läuten::V,chime,цоргаш
859,klingeln::V,ring,цоргаш
860,klirren::V,tinkle,цонгырталгаш
861,brausen::V,roar,ышдымыла́наш
862,rauschen::V,rustle,шу́жгаш
863,klingen::V,sound,йо́нгаш
864,bellen::V,bark,опташ
865,heulen::V,howl,урмыжаш
866,blasen::V,blow,ӹфӹлӓш
867,pfeifen::V,whistle,ши́шкаш
868,schreien::V,shout,уташ
869,schreien::V,shout,саслаш
870,schreien::V,shout,варгынзаш
871,stöhnen::V,groan,ӹнгӹрӓш
872,zittern::V,tremble,цӹтӹрӓш
873,leben::V,be alive,ӹлӓш
874,geboren werden::V,be born,шачаш
875,atmen::V,breathe,шӱлӓш
876,trinken::V,drink,йӱӓш
877,essen::V,eat,качкаш
878,schlucken::V,swallow,нелӓш
879,müde werden::V,get tired,янгылаш
880,einschlafen::V,fall asleep,амален кеӓш
881,schlafen::V,sleep,амалаш
882,aufwachen::V,wake up,понгыжалташ
883,aufstehen::V,get up,кӹньӹл шагалаш
884,sich erholen::V,relax,кӓнаш
885,krank werden::V,fall ill,церлӓнен вазаш
886,krank sein::V,be ill,церлӓнӓш
887,krank sein::V,be ill,ясланаш
888,krank sein::V,be ill,ясыланаш
889,schmerzen::V,ache,каршташ
890,husten::V,cough,кахыраш
891,genesen::V,recover,паремӓш
892,genesen::V,recover,тöрлӓнӓш
893,sterben::V,die,вазын колаш
894,umkommen::V,perish,пӹтӓш
895,sich bewegen::V,move,кашташ
896,sich rühren::V,budge,тӓрвӓнӓш
897,sich erheben::V,stand up,кӹньӹлӓш
898,sich setzen::V,sit down,шӹнзӓш
899,hinfallen::V,tumble,кенвазаш
900,hinfallen::V,tumble,шынгалташ
901,laufen::V,walk,кашташ
902,schreiten::V,pace,ашкедӓш
903,spazierengehen::V,go for a walk,мадын кашташ
904,eilen::V,rush,вӓшкӓш
905,sich beeilen::V,hurry,вӓшкӓш
906,sich beeilen::V,hurry,талашаш
907,sausen::V,dash,хойхаланаш
908,sausen::V,dash,хояш
909,rennen::V,run,кыргыжаш
910,springen::V,jump,тӹршештӓш
911,klettern::V,climb,ку́заш
912,schaukeln::V,seesaw,лыпшалташ
913,kriechen::V,creep,авалянаш
914,kriechen::V,creep,ньыжиклӓш
915,schwimmen::V,swim,илӓш
916,tauchen::V,dive,цымаш
917,rudern::V,row,шуалташ
918,fahren::V,drive,кеӓш
919,fliegen::V,fly,чонгештӓш
920,gehen::V,go,кеӓш
921,weggehen::V,go away,кеӓш
922,abfahren::V,depart,кеӓш
923,anhalten::V,stop,цӓрнӓш
924,hineingehen::V,go in,пыраш
925,eintreten::V,enter,пыраш
926,kommen::V,come,толаш
927,ankommen::V,arrive,шоаш
928,zurückkommen::V,come back,пöртӹлӓш
929,bleiben::V,stay,кодаш
930,warten::V,wait,вычаш
931,erwarten::V,wait for,вычаш
932,suchen::V,seek,кӹчӓлӓш
933,suchen::V,look for,кӹчӓлӓш
934,finden::V,find,моаш
935,versuchen::V,try,путаяш
936,versuchen::V,try,цацаш
937,vorbereiten::V,prepare,поспейӹктӓш
938,lieben::V,love,яраташ
939,mögen::V,like,яраташ
940,lachen::V,laugh,ваштылаш
941,rühren::V,move,тӓрвӓтӓш
942,weinen::V,weep,мӓгӹрӓш
943,schimpfen::V,grumble,свырседӓлӓш
944,sich ärgern::V,be annoyed,шӹдешкӓш
945,sich fürchten::V,be afraid,лӱдӓш
946,fürchten::V,be afraid of,лӱдӓш
947,fliehen::V,flee,кыргыжаш
948,flüchten::V,escape,кыргыж шӹлӓш
949,sehen::V,see,ужаш
950,anschauen::V,look at,анжалаш
951,ansehen::V,watch,анжаш
952,hören::V,hear,колаш
953,zuhören::V,listen,колышташ
954,probieren::V,taste,тотештӓш
955,probieren::V,taste,подыл анжаш
956,riechen::V,smell,ӱпшӹнзӓш
957,fühlen::V,feel,шижӓш
958,scheinen::V,seem,каяш
959,zu sehen sein::V,show,каяш
960,vernehmen::V,hear,колын колташ
961,frieren::V,be cold,кӹлмаш
962,frieren::V,be cold,тӹнгӹргӓш
963,tun::V,do,ӹштӓш
964,können::V,can,кердӓш
965,wollen::V,want,жалаяш
966,anfangen::V,start,тӹнгӓлӓш
967,beenden::V,finish,пӹтӓрӓш
968,aufhören::V,stop,цӓрнӓш
969,gelingen::V,succeed,цӓш лиӓш
970,geraten::V,turn out,лиӓш
971,öffnen::V,open,пачаш
972,schließen::V,close,чӱчӓш
973,stellen::V,put,шӹндӓш
974,setzen::V,place,шӹндӓш
975,legen::V,lay,опташ
976,legen::V,lay,пиштӓш
977,berühren::V,touch,тӹкӓлӓш
978,verbinden::V,connect,пидӓш
979,bedecken::V,cover,леведӓш
980,aufhängen::V,hang up,сӓкӓш
981,anzünden::V,light,чӱктӓш
982,aufheben::V,pick up,кузыкташ
983,zurücklassen::V,leave,кодаш
984,verlieren::V,lose,ямдаш
985,fallen lassen::V,drop,кенвацтараш
986,machen::V,make,ӹштӓш
987,herstellen::V,produce,йӓмдӹлӓш
988,bauen::V,build,ӹштӓш
989,reparieren::V,mend,чиняш
990,reparieren::V,mend,алалаш
991,verbessern::V,improve,яжоэмден шӹндӓш
992,ändern::V,alter,вашталташ
993,graben::V,dig,капаяш
994,beugen::V,bow,лывырташ
995,beugen::V,bow,каклярташ
996,biegen::V,bend,лывырташ
997,drehen::V,spin,сӓрӓш
998,drehen::V,spin,сӓрӹкӓлӓш
999,wenden::V,turn,сӓрӓлӓш
1000,umdrehen::V,turn around,сӓрӓлӓш
1001,heben::V,raise,лӱктӓш
1002,hochheben::V,lift,кузыкташ
1003,ergreifen::V,seize,хватяш
1004,halten::V,hold,кычаш
1005,drücken::V,press,темдӓш
1006,schieben::V,push,шӹкӓш
1007,kratzen::V,scrape,нӹжӓш
1008,lecken::V,lick,нылаш
1009,beißen::V,bite,пыралаш
1010,abreißen::V,tear off,кӹрӓш
1011,abreißen::V,tear off,кышкед нӓлӓш
1012,abschneiden::V,cut off,шулаш
1013,abschneiden::V,cut off,лаштыклаш
1014,binden::V,tie,пидӓш
1015,stecken::V,stick,шыралаш
1016,brechen::V,break,тодылаш
1017,brechen::V,break,пыдырташ
1018,klopfen::V,knock,рушткаш
1019,hauen::V,hit,шелӹштӓш
1020,kleben::V,glue,клейӓш
1021,reiben::V,rub,нӹжӓш
1022,streichen::V,spread,шӹрӓш
1023,schleifen::V,grind,шымаш
1024,schneiden::V,cut,пӹчкӓш
1025,rütteln::V,jolt,мыльгыкташ
1026,schütteln::V,shake,цӹтӹртӓш
1027,schütteln::V,shake,мыльгыкташ
1028,schwenken::V,swing,машыяш
1029,schütten::V,pour,опталаш
1030,füllen::V,fill,темӓш
1031,einwickeln::V,wrap,пӹтӹрӓ́лӓш
1032,tragen::V,carry,намалаш
1033,schleppen::V,drag,шӹдӹрӓш
1034,ziehen::V,pull,шыпшаш
1035,aufbewahren::V,keep,перегӓш
1036,werfen::V,throw,кӹшкӓш
1037,fangen::V,catch,кычаш
1038,packen::V,grab,хватяш
1039,verstecken::V,hide,шӹлтӓш
1040,teilen::V,divide,пайылаш
1041,schicken::V,send,колташ
1042,bringen::V,bring,кандаш
1043,hinzufügen::V,add,
1044,bekommen::V,get,лыкташ
1045,erhalten::V,receive,получаяш
1046,nehmen::V,take,налаш
1047,wählen::V,choose,айыраш
1048,auswählen::V,select,айыраш
1049,bewahren::V,preserve,перегӓш
1050,behindern::V,hinder,мешӓйӓш
1051,verderben::V,spoil,портяш
1052,beschädigen::V,damage,шушырташ
1053,zerbrechen::V,break,пыдырташ
1054,zerreißen::V,tear,кӹрӓш
1055,zerstören::V,destroy,шӓлӓтӓш
1056,verbrennen::V,burn,йылаташ
1057,verbrennen::V,burn,йылалташ
1058,geben::V,give,пуаш
1059,reichen::V,hand,пуаш
1060,schenken::V,give,подараш
1061,versprechen::V,promise,сöрӓш
1062,wünschen::V,wish,жалаяш
1063,loben::V,praise,хваляш
1064,küssen::V,kiss,шышшалаш
1065,wiegen::V,rock,лӱнгӓлтӓш
1066,zudecken::V,cover,пиштӓш
1067,wecken::V,wake,понгыжалтараш
1068,zeigen::V,show,анжыкташ
1069,führen::V,guide,видӓш
1070,lehren::V,teach,тымдаш
1071,unterrichten::V,instruct,тымдаш
1072,aufziehen::V,bring up,кушташ
1073,leiten::V,lead,видӓш
1074,leiten::V,lead,вуйлаташ
1075,leiten::V,lead,вуйлалташ
1076,antreiben::V,urge,талаштараш
1077,lassen::V,let,-ыкт
1078,einladen::V,invite,ӱжӓш
1079,vereinigen::V,unite,иктештӓш
1080,besuchen::V,visit,толаш
1081,treffen::V,meet,вӓшлиӓш
1082,treffen::V,meet,вӓшлиӓлтӓш
1083,sich versammeln::V,assemble,цымыргаш
1084,spielen::V,play,мадаш
1085,singen::V,sing,мыраш
1086,tanzen::V,dance,кушташ
1087,sich trennen::V,separate,айырлаш
1088,verlassen::V,leave,шуаш
1089,retten::V,rescue,ытараш
1090,bewachen::V,guard,оролаш
1091,schützen::V,protect,перегӓш
1092,verteidigen::V,defend,перегӓш
1093,sich schlagen::V,brawl,шидӓлӓш
1094,sich schlagen::V,brawl,шиэдӓлӓш
1095,schießen::V,shoot,лӱӓш
1096,siegen::V,win,сӹнгӓш
1097,ärgern::V,annoy,шӹдештӓрӓш
1098,schlagen::V,beat,пӓрен колташ
1099,schlagen::V,beat,хӹрӹктен колташ
1100,treten::V,kick,чымаш
1101,stechen::V,sting,пышкылаш
1102,stoßen::V,shove,шыркедӓш
1103,stehlen::V,steal,шолышт толаш
1104,stören::V,disturb,ӓрештӹлӓш
1105,belästigen::V,bother,кӓньӹсӹрлӓндӓрӓш
1106,belästigen::V,bother,шытырланыкташ
1107,verbergen::V,conceal,шӹлтӓш
1108,täuschen::V,deceive,алталаш
1109,täuschen::V,deceive,аталаш
1110,betrügen::V,cheat,мошеньӹчӓйӓш
1111,töten::V,kill,пуштын шуаш
1112,wohnen::V,dwell,ӹлӓш
1113,arbeiten::V,work,пӓшӓлӓш
1114,arbeiten::V,work,ровотаяш
1115,sammeln::V,gather,погаш
1116,pflücken::V,pick,кӹрӓш
1117,jagen::V,hunt,охотничӓйӓш
1118,fischen::V,fish,кол кычаш
1119,fassen::V,catch,кычаш
1120,hüten::V,herd,кӹтӓш
1121,treiben::V,drive,шуруяш
1122,anbinden::V,tie up,ялшташ
1123,anbinden::V,tie up,ялышташ
1124,füttern::V,feed,пукшаш
1125,melken::V,milk,шыпшылаш
1126,hacken::V,chop,роаш
1127,gießen::V,water,шӓвӓш
1128,reifen::V,ripen,кӱӓш
1129,reifen::V,ripen,поспейӓш
1130,zubereiten::V,cook,йӓмдӹлӓш
1131,kochen::V,boil,шолташ
1132,backen::V,bake,кӱктӓш
1133,braten::V,fry,жӓрӓш
1134,umrühren::V,stir,намалаш
1135,stricken::V,knit,пидӓш
1136,nähen::V,sew,ыргаш
1137,färben::V,dye,пидӓш
1138,reinigen::V,clean,чиӓлтӓш
1139,waschen::V,wash,мышкаш
1140,abwischen::V,wipe,ӹштӓш
1141,spülen::V,rinse,шӱӓлтӓш
1142,fegen::V,sweep,ӹштӓш
1143,kehren::V,sweep,ӹштӓш
1144,baden::V,bath,нӱштӹлӓш
1145,sich waschen::V,wash,мышкылташ
1146,ausziehen::V,take off,кыдашаш
1147,anziehen::V,put on,чиӓш
1148,sich anziehen::V,get dressed,чиӓш
1149,kämmen::V,comb,шерӓш
1150,schmücken::V,decorate,цеверемдӓш
1151,sagen::V,say,манаш
1152,sagen::V,say,келесӓш
1153,sprechen::V,speak,манаш
1154,reden::V,talk,шайышташ
1155,sich unterhalten::V,chat,хытыраш
1156,sich unterhalten::V,chat,хытыргаш
1157,fragen::V,ask,ядаш
1158,bitten::V,request,ядаш
1159,erzählen::V,tell,келесӓш
1160,mitteilen::V,convey,попаш
1161,mitteilen::V,convey,увертӓш
1162,mitteilen::V,convey,увертӓрӓш
1163,nennen::V,name,лӹмдӓш
1164,rufen::V,call,ӱжӓш
1165,prahlen::V,brag,хайзаш
1166,prahlen::V,brag,шаргаланаш
1167,übersetzen::V,translate,вашташ
1168,denken::V,think,машанаш
1169,glauben::V,believe,ӹнянӓш
1170,bemerken::V,notice,цаклаш
1171,erkennen::V,recognize,пӓлӓш
1172,begreifen::V,grasp,ынгылаш
1173,verstehen::V,understand,ынгылаш
1174,lernen::V,learn,тыменяш
1175,wissen::V,know,пӓлӓш
1176,sich erinnern an::V,remember,ышештӓрӓш
1177,vergessen::V,forget,монден кодаш
1178,messen::V,measure,висӓш
1179,zählen::V,count,шотаяш
1180,rechnen::V,calculate,шотаяш
1181,lesen::V,read,лыдаш
1182,malen::V,paint,рисуяш
1183,zeichnen::V,draw,ыдырка́лаш
1184,schreiben::V,write,вазаш
1185,besitzen::V,own,кы́чаш
1186,kaufen::V,buy,нӓлӓш
1187,verkaufen::V,sell,выжалаш
1188,bezahlen::V,pay for,тӱлӓш
1189,zahlen::V,pay,тӱлӓш
1190,beherrschen::V,rule,кы́чаш
1191,ertragen::V,endure,цӹтӓш
