,Concept_ID,lv,pl
228,Sumpf::N,staignājs,bagno
229,Moor::N,нюр,bagno
230,Moor::N,purvs,bagno
231,Moor::N,muklājs,bagno
232,Wiese::N,видз,łąka
233,Wiese::N,pļava,łąka
234,Wald::N,вӧр,las
235,Wald::N,mežs,las
236,Hügel::N,дзиб,pagórek
237,Hügel::N,мыльк,pagórek
238,Hügel::N,нӧрыс,pagórek
239,Hügel::N,paugurs,pagórek
240,Anhöhe::N,мыльк,wzgórze
241,Anhöhe::N,нӧрыс,wzgórze
242,Anhöhe::N,paugurs,wzgórze
243,Berg::N,чой,góra
244,Berg::N,керӧс,góra
245,Berg::N,kalns,góra
246,Gipfel::N,чук,szczyt
247,Gipfel::N,чук,wierzchołek
248,Gipfel::N,virsotne,szczyt
249,Gipfel::N,virsotne,wierzchołek
250,Höhle::N,рудӧг,pieczara
251,Höhle::N,ala,pieczara
252,Abhang::N,ньывк,stok
253,Abhang::N,ньывк,zbocze
254,Abhang::N,бокша,stok
255,Abhang::N,бокша,zbocze
256,Abhang::N,nogāze,stok
257,Abhang::N,nogāze,zbocze
258,Quelle::N,ӧшмӧс,zdrój
259,Quelle::N,ӧшмӧс,źródło
260,Quelle::N,avots,zdrój
261,Quelle::N,avots,źródło
262,Bach::N,шор,potok
263,Bach::N,шор,strumień
264,Bach::N,urga,potok
265,Bach::N,urga,strumień
266,Bach::N,strauts,potok
267,Bach::N,strauts,strumień
268,Fluss::N,ю,rzeka
269,Fluss::N,upe,rzeka
270,Ufer::N,вадор,brzeg
271,Ufer::N,krasts,brzeg
272,Küste::N,вадор,wybrzeże
273,Küste::N,piekraste,wybrzeże
274,Festland::N,му,ląd
275,Festland::N,sauszeme,ląd
276,Meer::N,саридз,morze
277,Meer::N,jūra,morze
278,Bucht::N,куръя,zatoka
279,Bucht::N,līcis,zatoka
280,Insel::N,ді,wyspa
281,Insel::N,sala,wyspa
282,Blume::N,дзоридз,kwiat
283,Blume::N,puķe,kwiat
284,Blume::N,zieds,kwiat
285,Gras::N,турун,trawa
286,Gras::N,zāle,trawa
287,Wurzel::N,вуж,korzeń
288,Wurzel::N,sakne,korzeń
289,Baum::N,пу,drzewo
290,Baum::N,koks,drzewo
291,Stamm::N,пучер,pień
292,Stamm::N,stumbrs,pień
293,Rinde::N,кырсь,kora
294,Rinde::N,miza,kora
295,Ast::N,ув,gałąź
296,Ast::N,zars,gałąź
297,Zweig::N,вож,gałąź
298,Zweig::N,nozare,gałąź
299,Blatt::N,кор,liść
300,Blatt::N,lapa,liść
301,Birke::N,кыдз,brzoza
302,Birke::N,bērzs,brzoza
303,Kiefer[Baum]::N,пожӧм,sosna
304,Kiefer[Baum]::N,priede,sosna
305,Weide[Baum]::N,бадь,wierzba
306,Weide[Baum]::N,kārkls,wierzba
307,Tanne::N,коз,jodła
308,Tanne::N,egle,jodła
309,Horn::N,сюр,róg
310,Horn::N,rags,róg
311,Feder::N,гӧн,pióro
312,Feder::N,тывборд,pióro
313,Feder::N,spalva,pióro
314,Fell::N,ку,futro
315,Fell::N,āda,futro
316,Flügel::N,борд,skrzydło
317,Flügel::N,spārns,skrzydło
318,Klaue::N,гыж,szpon
319,Klaue::N,nags,szpon
320,Kralle::N,гыж,pazur
321,Kralle::N,nags,pazur
322,Schwanz::N,бӧж,ogon
323,Schwanz::N,ļipa,ogon
324,Ei::N,кольк,jajko
325,Ei::N,ola,jajko
326,Nest::N,поз,gniazdo
327,Nest::N,ligzda,gniazdo
328,Bau::N,горс,nora
329,Bau::N,пырмӧс,nora
330,Bau::N,гу,nora
331,Bau::N,ala,nora
332,Tier::N,пемӧс,zwierzę
333,Tier::N,dzīvnieks,zwierzę
334,Herde::N,стада,stado
335,Herde::N,стада,trzoda
336,Herde::N,кельӧб,stado
337,Herde::N,кельӧб,trzoda
338,Herde::N,ganāmpulks,stado
339,Herde::N,ganāmpulks,trzoda
340,Kuh::N,мӧс,krowa
341,Kuh::N,govs,krowa
342,Bulle::N,ӧш,byk
343,Bulle::N,bullis,byk
344,Pferd::N,вӧв,koń
345,Pferd::N,zirgs,koń
346,Schaf::N,ыж,owca
347,Schaf::N,aita,owca
348,Schwein::N,порсь,świnia
349,Schwein::N,cūka,świnia
350,Hund::N,пон,pies
351,Hund::N,suns,pies
352,Katze::N,кань,kot
353,Katze::N,кань,kotka
354,Katze::N,kaķis,kot
355,Katze::N,kaķis,kotka
356,Bär::N,ош,niedźwiedż
357,Bär::N,lācis,niedźwiedż
358,Eichhörnchen::N,ур,wiewiórka
359,Eichhörnchen::N,vāvere,wiewiórka
360,Elch::N,йӧра,łóś
361,Elch::N,alnis,łóś
362,Fuchs::N,руч,lis
363,Fuchs::N,lapsa,lis
364,Hase::N,кӧч,zając
365,Hase::N,zaķis,zając
366,Maus::N,шыр,mysz
367,Maus::N,pele,mysz
368,Wolf::N,кӧин,wilk
369,Wolf::N,vilks,wilk
370,Vogel::N,кай,ptak
371,Vogel::N,лэбач,ptak
372,Vogel::N,putns,ptak
373,Schwarm::N,чукӧр,stado
374,Schwarm::N,spiets,stado
375,Huhn::N,курӧг,kura
376,Huhn::N,vista,kura
377,Hahn::N,петук,kogut
378,Hahn::N,gailis,kogut
379,Gans::N,дзодзӧг,gęś
380,Gans::N,zoss,gęś
381,Adler::N,кутш,orzeł
382,Adler::N,ērglis,orzeł
383,Ente::N,утка,kaczka
384,Ente::N,pīle,kaczka
385,Eule::N,сюзь,sowa
386,Eule::N,pūce,sowa
387,Kranich::N,тури,żuraw
388,Kranich::N,dzērve,żuraw
389,Krähe::N,рака,wrona
390,Krähe::N,vārna,wrona
391,Kuckuck::N,кӧк,kukułka
392,Kuckuck::N,dzeguze,kukułka
393,Schwan::N,юсь,łabędż
394,Schwan::N,gulbis,łabędż
395,Fisch::N,чери,ryba
396,Fisch::N,zivs,ryba
397,Barsch::N,ёкыш,okoń
398,Barsch::N,asaris,okoń
399,Hecht::N,сир,szczupak
400,Hecht::N,līdaka,szczupak
401,Schlange[Tier]::N,кый,wąż
402,Schlange[Tier]::N,кый,żmija
403,Schlange[Tier]::N,čūska,wąż
404,Schlange[Tier]::N,čūska,żmija
405,Wurm::N,номыр,robak
406,Wurm::N,tārps,robak
407,Spinne::N,черань,pająk
408,Spinne::N,zirneklis,pająk
409,Ameise::N,кодзувкот,mrówka
410,Ameise::N,skudra,mrówka
411,Laus::N,той,wesz
412,Laus::N,uts,wesz
413,Mücke::N,ном,komar
414,Mücke::N,ods,komar
415,Fliege::N,гут,mucha
416,Fliege::N,muša,mucha
417,Schmetterling::N,бобув,motyl
418,Schmetterling::N,tauriņš,motyl
419,Beere::N,тусь,jagoda
420,Beere::N,вотӧс,jagoda
421,Beere::N,oga,jagoda
422,Apfel::N,яблӧг,jabłko
423,Apfel::N,ābols,jabłko
424,Pilz::N,тшак,grzyb
425,Pilz::N,sēne,grzyb
426,Zwiebel::N,луккок,cebula
427,Zwiebel::N,йӧнгыль,cebula
428,Zwiebel::N,sīpols,cebula
429,Saat::N,тусь,siew
430,Saat::N,кӧйдыс,siew
431,Saat::N,sēkla,siew
432,Korn::N,тусь,ziarno
433,Korn::N,grauds,ziarno
434,Heu::N,турун,siano
435,Heu::N,siens,siano
436,Schale::N,кор,łupina
437,Schale::N,čaula,łupina
438,Schale::N,čaumala,łupina
439,Grube::N,гу,dół
440,Grube::N,гу,jama
441,Grube::N,bedre,dół
442,Grube::N,bedre,jama
443,Falle::N,лэч,pułapka
444,Falle::N,slazds,pułapka
445,Falle::N,lamatas,pułapka
446,Schlinge::N,лэч,sidła
447,Schlinge::N,cilpa,sidła
448,Spur::N,туй,ślad
449,Spur::N,pēda,ślad
450,Asche::N,пӧм,popiół
451,Asche::N,pelni,popiół
452,Dreck::N,няйт,brud
453,Dreck::N,dubļi,brud
454,Eisen::N,кӧрт,żelazo
455,Eisen::N,dzelzs,żelazo
456,Gold::N,зарни,złoto
457,Gold::N,zelts,złoto
458,Silber::N,эзысь,srebro
459,Silber::N,sudrabs,srebro
460,Kohle::N,шом,węgiel
461,Kohle::N,ogle,węgiel
462,Glas::N,стеклӧ,szkło
463,Glas::N,stikls,szkło
464,Lehm::N,сёй,glina
465,Lehm::N,māls,glina
466,Sand::N,лыа,piasek
467,Sand::N,smiltis,piasek
468,Mensch::N,морт,człowiek
469,Mensch::N,cilvēks,człowiek
470,Mann::N,аймӧрт,mężczyzna
471,Mann::N,мужичӧй,mężczyzna
472,Mann::N,vīrietis,mężczyzna
473,Frau::N,ань,kobieta
474,Frau::N,нывбаба,kobieta
475,Frau::N,sieviete,kobieta
476,Kind::N,кага,dziecko
477,Kind::N,bērns,dziecko
478,Junge::N,пи,chłopak
479,Junge::N,пи,chłopiec
480,Junge::N,zēns,chłopak
481,Junge::N,zēns,chłopiec
482,Junge::N,puika,chłopak
483,Junge::N,puika,chłopiec
484,Junge::N,puisis,chłopak
485,Junge::N,puisis,chłopiec
486,Mädchen::N,ныв,dziewczynka
487,Mädchen::N,meiča,dziewczynka
488,Mädchen::N,skuķis,dziewczynka
489,Mädchen::N,meitene,dziewczynka
490,Familie::N,семья,rodzina
491,Familie::N,ģimene,rodzina
492,Großvater::N,пӧль,dziadek
493,Großvater::N,vecaistēvs,dziadek
494,Großmutter::N,баб,babka
495,Großmutter::N,vecāmāte,babka
496,Eltern::N,ай-мам,rodzice
497,Eltern::N,бать-мам,rodzice
498,Eltern::N,vecāki,rodzice
499,Vater::N,бать,ojciec
500,Vater::N,ай,ojciec
501,Vater::N,tēvs,ojciec
502,Mutter::N,мам,matka
503,Mutter::N,māte,matka
504,Sohn::N,пи,syn
505,Sohn::N,dēls,syn
506,Tochter::N,ныв,córka
507,Tochter::N,meita,córka
508,Bruder::N,вок,brat
509,Bruder::N,brālis,brat
510,Schwester::N,чой,siostra
511,Schwester::N,māsa,siostra
512,Onkel::N,дядь,wuj
513,Onkel::N,дядь,stryj
514,Onkel::N,tēvocis,wuj
515,Onkel::N,tēvocis,stryj
516,Tante::N,тьӧт,ciotka
517,Tante::N,tante,ciotka
518,Ehemann::N,верӧс,mąż
519,Ehemann::N,vīrs,mąż
520,Ehefrau::N,гӧтыр,żona
521,Ehefrau::N,sieva,żona
522,Freude::N,радлун,radość
523,Freude::N,prieks,radość
524,Gelächter::N,серам,śmiech
525,Gelächter::N,smiekli,śmiech
526,Glück::N,шуд,szczęście
527,Glück::N,laime,szczęście
528,Kummer::N,шог,zmartwienie
529,Kummer::N,bēdas,zmartwienie
530,Kummer::N,raizes,zmartwienie
531,Wunsch::N,кӧсйӧм,życzenie
532,Wunsch::N,vēlme,życzenie
533,Wunsch::N,vēlējums,życzenie
534,Lust::N,кыскӧм,chęć
535,Lust::N,кыскӧм,ochota
536,Lust::N,радейтӧм,chęć
537,Lust::N,радейтӧм,ochota
538,Lust::N,kāre,chęć
539,Lust::N,kāre,ochota
540,Geist::N,лов,duch
541,Geist::N,gars,duch
542,Gedanke::N,мӧвп,myśl
543,Gedanke::N,doma,myśl
544,Gedächtnis::N,паметь,pamięć
545,Gedächtnis::N,atmiņa,pamięć
546,Verstand::N,вежӧр,rozum
547,Verstand::N,prāts,rozum
548,Sinn::N,мог,zmysł
549,Sinn::N,вежӧртас,zmysł
550,Sinn::N,nozīme,zmysł
551,Grund::N,помка,powód
552,Grund::N,pamats,powód
553,Grund::N,iemesls,powód
554,Wahrheit::N,збыль,prawda
555,Wahrheit::N,збыльтор,prawda
556,Wahrheit::N,taisnība,prawda
557,Wahrheit::N,patiesība,prawda
558,Gespräch::N,сёрни,rozmowa
559,Gespräch::N,saruna,rozmowa
560,Märchen::N,мойд,bajka
561,Märchen::N,pasaka,bajka
562,Erzählung::N,висьт,opowiadanie
563,Erzählung::N,stāsts,opowiadanie
564,Erzählung::N,nostāsts,opowiadanie
565,Nachricht::N,юӧртӧм,wiadomość
566,Nachricht::N,ziņa,wiadomość
567,Neuigkeit::N,выльтор,nowina
568,Neuigkeit::N,jaunums,nowina
569,Name::N,ним,imię
570,Name::N,vārds,imię
571,Rätsel::N,нӧдкыв,zagadka
572,Rätsel::N,mīkla,zagadka
573,Rede::N,сёрни,mowa
574,Rede::N,runa,mowa
575,Sprache::N,кыв,język
576,Sprache::N,valoda,język
577,Stimme::N,гӧлӧс,głos
578,Stimme::N,вом шы,głos
579,Stimme::N,balss,głos
580,Wort::N,кыв,słowo
581,Wort::N,vārds,słowo
582,Zeichen::N,пас,znak
583,Zeichen::N,zīme,znak
584,Ruf::N,чукӧстчӧм,wołanie
585,Ruf::N,корӧм,wołanie
586,Ruf::N,sauciens,wołanie
587,Lärm::N,шы,hałas
588,Lärm::N,шы,zgiełk
589,Lärm::N,зык,hałas
590,Lärm::N,зык,zgiełk
591,Lärm::N,зычитӧм,hałas
592,Lärm::N,зычитӧм,zgiełk
593,Lärm::N,troksnis,hałas
594,Lärm::N,troksnis,zgiełk
595,Laut::N,шы,dźwięk
596,Laut::N,skaņa,dźwięk
597,Ton::N,шы,ton
598,Ton::N,шы,dźwięk
599,Ton::N,tonis,ton
600,Ton::N,tonis,dźwięk
601,Lied::N,сьылан,pieśń
602,Lied::N,сьылан,piosenka
603,Lied::N,сьыланкыв,pieśń
604,Lied::N,сьыланкыв,piosenka
605,Lied::N,dziesma,pieśń
606,Lied::N,dziesma,piosenka
607,Ruhe::N,чӧв,spokój
608,Ruhe::N,miers,spokój
609,Leute::N,йӧз,ludzie
610,Leute::N,войтыр,ludzie
611,Leute::N,ļaudis,ludzie
612,Leute::N,cilvēki,ludzie
613,Volk::N,йӧз,naród
614,Volk::N,войтыр,naród
615,Volk::N,tauta,naród
616,Arbeit::N,удж,praca
617,Arbeit::N,удж,robota
618,Arbeit::N,darbs,praca
619,Arbeit::N,darbs,robota
620,Gast::N,гӧсть,gość
621,Gast::N,viešņa,gość
622,Gast::N,ciemiņš,gość
623,Geschenk::N,козин,prezent
624,Geschenk::N,козин,podarunek
625,Geschenk::N,dāvana,prezent
626,Geschenk::N,dāvana,podarunek
627,Spiel::N,ворсан,gra
628,Spiel::N,ворсан,zabawa
629,Spiel::N,rotaļa,gra
630,Spiel::N,rotaļa,zabawa
631,Gesellschaft::N,котыр,towarzystwo
632,Gesellschaft::N,biedrība,towarzystwo
633,Gesellschaft::N,kompānija,towarzystwo
634,Hilfe::N,отсӧг,pomoc
635,Hilfe::N,palīdzība,pomoc
636,Freund::N,ёрт,przyjaciel
637,Freund::N,draugs,przyjaciel
638,Kamerad::N,ёрт,kolega
639,Kamerad::N,biedrs,kolega
640,Angelegenheit::N,мог,sprawa
641,Angelegenheit::N,делӧ,sprawa
642,Angelegenheit::N,darīšana,sprawa
643,Anzahl::N,лыд,ilość
644,Anzahl::N,тшӧт,ilość
645,Anzahl::N,skaits,ilość
646,Anzahl::N,daudzums,ilość
647,Art::N,сикас,rodzaj
648,Art::N,suga,rodzaj
649,Art::N,šķira,rodzaj
650,Stück::N,тор,kawałek
651,Stück::N,gabals,kawałek
652,Teil::N,юкӧн,część
653,Teil::N,daļa,część
654,Hälfte::N,пӧв,połowa
655,Hälfte::N,джын,połowa
656,Hälfte::N,puse,połowa
657,Kreis::N,кытш,krąg
658,Kreis::N,aplis,krąg
659,Kreis::N,riņķis,krąg
660,Kreuz::N,перна,krzyż
661,Kreuz::N,крест,krzyż
662,Kreuz::N,krusts,krzyż
663,Linie::N,визь,linia
664,Linie::N,līnija,linia
665,Strich::N,визь,kreska
666,Strich::N,svītra,kreska
667,Abstand::N,кост,odstęp
668,Abstand::N,коласт,odstęp
669,Abstand::N,atstarpe,odstęp
670,Entfernung::N,ылна,odległość
671,Entfernung::N,attālums,odległość
672,Entfernung::N,atstatums,odległość
673,Gegend::N,му-ва,okolica
674,Gegend::N,apvidus,okolica
675,Gegend::N,apgabals,okolica
676,Platz::N,ылдӧс,miejsce
677,Platz::N,йир,miejsce
678,Platz::N,гӧгӧртас,miejsce
679,Platz::N,vieta,miejsce
680,Ort::N,ин,miejsce
681,Ort::N,места,miejsce
682,Ort::N,vieta,miejsce
683,Seite::N,бок,bok
684,Seite::N,бок,strona
685,Seite::N,ӧтарладор,bok
686,Seite::N,ӧтарладор,strona
687,Seite::N,sāns,bok
688,Seite::N,sāns,strona
689,Mitte::N,шӧр,środek
690,Mitte::N,vidus,środek
691,Gegenstand::N,кӧлуй,przedmiot
692,Gegenstand::N,priekšmets,przedmiot
693,Sache::N,добра,rzecz
694,Sache::N,lieta,rzecz
695,Rand::N,дор,skraj
696,Rand::N,дор,krawędź
697,Rand::N,mala,skraj
698,Rand::N,mala,krawędź
699,Rand::N,apmale,skraj
700,Rand::N,apmale,krawędź
701,Kante::N,дор,kant
702,Kante::N,дор,krawędź
703,Kante::N,šķautne,kant
704,Kante::N,šķautne,krawędź
705,Ecke::N,пельӧс,róg
706,Ecke::N,kakts,róg
707,Ecke::N,stūris,róg
708,Spitze::N,йыв,ostrze
709,Spitze::N,smaile,ostrze
710,Spitze::N,galotne,ostrze
711,Ende::N,пом,koniec
712,Ende::N,gals,koniec
713,Ende::N,uzgalis,koniec
714,Loch::N,розь,dziura
715,Loch::N,caurums,dziura
716,Winkel::N,пельӧс,kąt
717,Winkel::N,пельӧс,kącik
718,Winkel::N,leņķis,kąt
719,Winkel::N,leņķis,kącik
720,Muster::N,сер,wzór
721,Muster::N,piemērs,wzór
722,Größe::N,ыджда,rozmiar
723,Größe::N,ыджда,wielkość
724,Größe::N,lielums,rozmiar
725,Größe::N,lielums,wielkość
726,Länge::N,кузьта,długość
727,Länge::N,garums,długość
728,Höhe::N,джуджда,wysokość
729,Höhe::N,augstums,wysokość
730,Gewicht::N,сьӧкта,ciężar
731,Gewicht::N,сьӧкталун,ciężar
732,Gewicht::N,svars,ciężar
733,Gewicht::N,smagums,ciężar
734,Menge::N,лун,ilość
735,Menge::N,числӧ,ilość
736,Menge::N,masa,ilość
737,Menge::N,daudzums,ilość
738,Haufen::N,чукӧр,kupa
739,Haufen::N,čupa,kupa
740,Haufen::N,grēda,kupa
741,Haufen::N,kaudze,kupa
742,Reihe::N,рад,rząd
743,Reihe::N,рад,szereg
744,Reihe::N,rinda,rząd
745,Reihe::N,rinda,szereg
746,Reihe::N,virkne,rząd
747,Reihe::N,virkne,szereg
748,Boot::N,пыж,łódź
749,Boot::N,пыж,łódka
750,Boot::N,laiva,łódź
751,Boot::N,laiva,łódka
752,Ruder::N,пелыс,wiosło
753,Ruder::N,ӧпаснӧй,wiosło
754,Ruder::N,airis,wiosło
755,Ruder::N,irklis,wiosło
756,Schlitten::N,дадь,sanki
757,Schlitten::N,ragavas,sanki
758,Ski::N,лызь,narta
759,Ski::N,slēpe,narta
760,Lagerfeuer::N,бипур,ognisko
761,Lagerfeuer::N,ugunskurs,ognisko
762,Last::N,сьӧкыдтор,ciężar
763,Last::N,сьӧкыдтор,brzemię
764,Last::N,krava,ciężar
765,Last::N,krava,brzemię
766,Gang::N,мунӧм,chód
767,Gang::N,ветлӧм,chód
768,Gang::N,eja,chód
769,Gang::N,gājums,chód
770,Schritt::N,воськов,krok
771,Schritt::N,воськовтӧм,krok
772,Schritt::N,solis,krok
773,Norden::N,войвыв,północ
774,Norden::N,ziemeļi,północ
775,Süden::N,лунвыв,południe
776,Süden::N,dienvidi,południe
777,Westen::N,рытыв,zachód
778,Westen::N,rietumi,zachód
779,Osten::N,асыв,wschód
780,Osten::N,austrumi,wschód
781,Holz::N,пу,drzewo
782,Holz::N,koks,drzewo
783,Holz::N,koksne,drzewo
784,Brett::N,пӧв,deska
785,Brett::N,dēlis,deska
786,Platte::N,плита,płyta
787,Platte::N,plate,płyta
788,Platte::N,plāksne,płyta
789,Stütze::N,пыкӧд,podpora
790,Stütze::N,мыджӧд,podpora
791,Stütze::N,balsts,podpora
792,Stütze::N,atspaids,podpora
793,Stange::N,потш,drąg
794,Stange::N,потш,żerdź
795,Stange::N,maikste,drąg
796,Stange::N,maikste,żerdź
