,Concept_ID,lbe,mhr
109,Gipfel::N,мицӏ,курыкву́й
110,Höhle::N,нух,пеще́р
111,Höhle::N,нух,курыкпо́мыш
112,Abhang::N,сун,та́йыл
113,Quelle::N,дайдихьу,важ
114,Quelle::N,дайдихьу,вӱдшинча́
115,Quelle::N,бакӏ,важ
116,Quelle::N,бакӏ,вӱдшинча́
117,Bach::N,чӏрир нех,изэҥе́р
118,Fluss::N,нех,эҥе́р
119,Ufer::N,зума,сер
120,Küste::N,зумаинхалу,вӱдтӱ́р
121,Küste::N,зуманицӏалу,вӱдтӱ́р
122,Festland::N,кьири,мла́нде
123,Meer::N,хьхьири,те́ҥыз
124,Insel::N,жазира,отро́
125,Blume::N,тӏутӏи,пеле́дыш
126,Gras::N,уртту,шу́до
127,Wurzel::N,мархха,вож
128,Baum::N,мурхь,пуше́ҥге
129,Stamm::N,ттарцӏ,йы́тыр
130,Rinde::N,ккамара,шӱм
131,Ast::N,матӏи,укш
132,Zweig::N,къяртта,торма́к
133,Blatt::N,чӏапӏи,лышта́ш
134,Birke::N,кӏялахӏи,куэ́
135,Birke::N,кӏялахӏилул мурхь,куэ́
136,Kiefer[Baum]::N,ттар,пӱ́нчӧ
137,Kiefer[Baum]::N,ттарлил мурхь,пӱ́нчӧ
138,Weide[Baum]::N,щавщи,уа́
139,Tanne::N,ттарлил мурхь,кож
140,Horn::N,хъи,шур
141,Feder::N,лелуххул тӏиму,пы́стыл
142,Fell::N,бурчу,кова́ште
143,Flügel::N,хъа,шу́лдыр
144,Flügel::N,ххурупӏайрал тӏиму,шу́лдыр
145,Klaue::N,михь,кӱч
146,Kralle::N,ххяппа,ла́па
147,Kralle::N,ххяппа,копа́
148,Schwanz::N,магъ,поч
149,Ei::N,ккунук,му́но
150,Nest::N,кюру,пыжа́ш
151,Bau::N,цукъуккутӏ,пыжа́ш
152,Tier::N,хӏайван,я́нлык
153,Tier::N,хӏайван,живо́тный
154,Herde::N,газу,кӱ́тӱ
155,Herde::N,газу,тӱшка́
156,Kuh::N,оьл,ушка́л
157,Bulle::N,ниц,ӱ́шкыж
158,Pferd::N,чу,и́мне
159,Schaf::N,тта,шо́рык
160,Schwein::N,дунгъуз,сӧсна́
161,Hund::N,ккаччи,пий
162,Katze::N,ччиту,пы́рыс
163,Bär::N,цуша,маска́
164,Eichhörnchen::N,бюрхттукку,ур
165,Elch::N,ниц-бюрин,шо́рдо
166,Fuchs::N,цулчӏа,ры́выж
167,Fuchs::N,куча цулчӏа,ры́выж
168,Hase::N,бюрх,мера́ҥ
169,Maus::N,кӏулу,коля́
170,Wolf::N,барцӏ,пи́ре
171,Vogel::N,лелуххи,ка́йык
172,Schwarm::N,гьухъала,каша́к
173,Huhn::N,аьнакӏи,чы́ве
174,Hahn::N,ажари,агыта́н
175,Gans::N,къаз,ко́мбо
176,Adler::N,барзу,карагу́ш
177,Ente::N,урдак,лу́до
178,Eule::N,ису,тумна́
179,Eule::N,ччиккумяв,тумна́
180,Kranich::N,кьурукь,турня́
181,Krähe::N,хъатӏу,кора́к
182,Kuckuck::N,ччикку,куку́
183,Schwan::N,урттил къаз,йӱ́ксӧ
184,Fisch::N,чавахъ,кол
185,Schlange[Tier]::N,шатта,ки́шке
186,Wurm::N,кьюнукьай шатта,шукш
187,Spinne::N,ххялцу,эҥыре́мыш
188,Ameise::N,митӏикьукьу,ку́тко
189,Mücke::N,мичӏак,шыҥа́
190,Fliege::N,зимиз,ка́рме
191,Schmetterling::N,чӏимучӏали,лы́ве
192,Beere::N,хӏаллил ахъулсса,мӧр
193,Apfel::N,гьивч,олма́
194,Pilz::N,ттуккул иис,по́ҥго
195,Zwiebel::N,лаччул чсмусул бакӏ,шога́н
196,Saat::N,гьанна,нӧ́шмӧ
197,Saat::N,гьанна,туш
198,Korn::N,къама,шу́рно
199,Heu::N,ххулув,шу́до
200,Schale::N,ккиртту,шӱм
201,Grube::N,кӏаланг,выне́м
202,Falle::N,къатӏа,лӧ́дӧ
203,Schlinge::N,хӏатӏ,о́птыш
204,Schlinge::N,хӏатӏ,шӧрга́лтыш
205,Spur::N,ша,кыша́
206,Asche::N,лах,ло́мыж
207,Dreck::N,кьяркьи,лавыра́
208,Dreck::N,венп,лавыра́
209,Eisen::N,мах,кӱ́ртньӧ
210,Gold::N,муси,шӧ́ртньӧ
211,Silber::N,арцу,ший
212,Kohle::N,кӏалаш,мландышӱ́й
213,Kohle::N,хъуручӏ,мландышӱ́й
214,Glas::N,пюрун,янда́
215,Lehm::N,сина аьрщи,шун
216,Sand::N,къун,ошма́
217,Mensch::N,инсан,еҥ
218,Mensch::N,инсан,айде́ме
219,Mann::N,чув,пӧръе́ҥ
220,Mann::N,адимина,пӧръе́ҥ
221,Frau::N,щарсса,ӱдырама́ш
222,Frau::N,хъамитайпа,ӱдырама́ш
223,Kind::N,чӏиви оьрчӏ,аза́
224,Junge::N,оьрчӏ,рве́зе
225,Junge::N,бурхьин оьрчӏ,рве́зе
226,Mädchen::N,душ,ӱдыра́ш
227,Familie::N,кулпат,еш
228,Großvater::N,ттатта,коча́
229,Großvater::N,ниттил ппу,коча́
230,Großmutter::N,буттал нину,кова́
231,Eltern::N,нину-ппу,ача́-ава́
232,Vater::N,ппу,ача́
233,Mutter::N,нину,ава́
234,Sohn::N,арс,э́рге
235,Tochter::N,душ,ӱ́дыр
236,Bruder::N,уссу,иза́
237,Bruder::N,уссу,шо́льо
238,Schwester::N,ссу,ака́
239,Onkel::N,буттауссу,иза́
240,Tante::N,буттал ссу,кока́
241,Ehemann::N,лас,мари́й
242,Ehefrau::N,щар,ва́те
243,Ehefrau::N,щарсса,ва́те
244,Freude::N,шадшиву,куа́н
245,Freude::N,шадшиву,куаныма́ш
246,Freude::N,ххаришиву,куа́н
247,Freude::N,ххаришиву,куаныма́ш
248,Gelächter::N,хъяхъаву,во́штылтыш
249,Glück::N,талихӏ,пиа́л
250,Kummer::N,дард,о́йго
251,Wunsch::N,мурад,ку́мыл
252,Lust::N,гьавас,ку́мыл
253,Lust::N,ччаву,ку́мыл
254,Geist::N,рухӏ,ӧрт
255,Geist::N,рухӏ,чон
256,Gedanke::N,пикри,ой
257,Gedanke::N,пикри,шоныма́ш
258,Gedächtnis::N,дакӏний личӏаву,шарныма́ш
259,Verstand::N,аькьлу,уш
260,Sinn::N,мяъна,смысл
261,Grund::N,багьана,ама́л
262,Wahrheit::N,тӏайламур,чын
263,Wahrheit::N,хӏакьмур,чын
264,Gespräch::N,ихтилат,мутланыма́ш
265,Märchen::N,магьа,йома́к
266,Erzählung::N,хавар,ойлыма́ш
267,Nachricht::N,хавар,увертарыма́ш
268,Neuigkeit::N,хавар,уве́р
269,Name::N,цӏа,лӱм
270,Rätsel::N,ссигьа,ту́што
271,Rede::N,гъалгъа,ойлыма́ш
272,Sprache::N,маз,йы́лме
273,Stimme::N,чӏу,йӱк
274,Stimme::N,чӏукӏа,йӱк
275,Wort::N,махъ,ой
276,Wort::N,махъ,мут
277,Zeichen::N,лишан,ти́ште
278,Zeichen::N,лишан,знак
279,Lärm::N,чӏу,лӱшкыма́ш
280,Lärm::N,чӏу,йӱк-йӱа́н
281,Laut::N,чӏу,йӱк
282,Ton::N,чӏу,йӱксе́м
283,Lied::N,балай,му́ро
284,Ruhe::N,дигьалагру,ты́мык
285,Leute::N,инсантал,еҥ-влак
286,Volk::N,ил,ка́лык
287,Volk::N,халкь,ка́лык
288,Arbeit::N,заву,паша́
289,Gast::N,хъамаличу,уна́
290,Geschenk::N,бухчакарши,пӧле́к
291,Geschenk::N,лажинккакку,пӧле́к
292,Spiel::N,тӏуркӏу,мо́дыш
293,Spiel::N,тӏуркӏу,модма́ш
294,Gesellschaft::N,жямат,тӱшка́
295,Gesellschaft::N,ккуран,тӱшка́
296,Hilfe::N,кумаг,по́лыш
297,Freund::N,дус,таҥ
298,Freund::N,дус,йолта́ш
299,Kamerad::N,хӏаласу,таҥ
300,Angelegenheit::N,иш,паша́
301,Anzahl::N,аьдад,чот
302,Art::N,жинс,вид
303,Stück::N,касак,ка́тыш
304,Stück::N,касак,ла́стык
305,Teil::N,бутӏа,ужа́ш
306,Hälfte::N,дачӏи,пел
307,Hälfte::N,дачӏи,пе́ле
308,Kreis::N,кюрщан,ты́ртыш
309,Kreuz::N,ххач,ыре́с
310,Linie::N,щва,ли́ний
311,Strich::N,щва,коре́ш
312,Abstand::N,манзил,кокла́
313,Entfernung::N,манзил,тора́
314,Entfernung::N,манзил,ку́жыт
315,Gegend::N,кӏану,кунде́м
316,Ort::N,кӏану,вер
317,Ort::N,кӏану,о́лмо
318,Seite::N,чул,ӧ́рдыж
319,Seite::N,чулухалу,ӧ́рдыж
320,Mitte::N,дя,покше́л
321,Gegenstand::N,зат,наста́
322,Sache::N,зат,наста́
323,Rand::N,зума,тӱр
324,Ecke::N,мурцӏу,лук
325,Spitze::N,мицӏ,вуй
326,Ende::N,зума,муча́ш
327,Loch::N,ккутӏ,рож
328,Winkel::N,мурцӏу,лук
329,Muster::N,накьич,пеза́к
330,Muster::N,накьич,узо́р
331,Muster::N,накьич,ӱ́лгӧ
332,Länge::N,лахъишиву,ку́тыш
333,Höhe::N,лахъшиву,кӱ́кшыт
334,Gewicht::N,дуццин,не́лыт
335,Gewicht::N,кӏушиву,не́лыт
336,Haufen::N,бакӏу,кы́шыл
337,Reihe::N,кьюкьа,рада́м
338,Boot::N,луткка,пуш
339,Ruder::N,весло,эшка́к
340,Ruder::N,чӏатӏа,эшка́к
341,Schlitten::N,чана,тер
342,Schlitten::N,чана,изде́р
343,Schlitten::N,санкка,тер
344,Schlitten::N,санкка,изде́р
345,Ski::N,лижарду,е́че
346,Lagerfeuer::N,къавтӏн,туло́то
347,Last::N,гьиву,нӧ́лтыш
348,Gang::N,нанаву,ошкылма́ш
349,Schritt::N,ша,о́шкыл
350,Norden::N,ухссав,йӱдйыма́л
351,Norden::N,ухссавнил чулухалу,йӱдйыма́л
352,Süden::N,кьилва,кечывалве́л
353,Westen::N,баргълагавал,касве́л
354,Westen::N,баргълагавал чул,касве́л
355,Osten::N,баргъбуккай чулухалу,эрве́л
356,Holz::N,тӏама,пу
357,Brett::N,тахта,оҥа́
358,Platte::N,гъуни,аста́р
359,Stütze::N,гьалакӏу,чара́к
360,Stange::N,къазихъ,лома́ш
361,Stock::N,ттархь,тоя́
362,Stab::N,ччантӏакъу,вара́
363,Stab::N,ччантӏакъу,кашта́
364,Rohr::N,бургъу,пуч
365,Haus::N,къатта,пӧрт
366,Heim::N,къатта,мӧ́ҥгӧ
367,Ofen::N,пач,комака́
368,Fußboden::N,чӏанкъатта,кӱва́р
369,Tisch::N,усттул,ӱсте́л
370,Stuhl::N,кӏану,пӱке́н
371,Wiege::N,оьрчӏал кӏану,шепка́
372,Bett::N,тах,ва́кшыш
373,Regal::N,чӏаму,шӧ́рлык
374,Kiste::N,яшикӏ,шо́ндык
375,Kiste::N,яшикӏ,я́шлык
376,Kiste::N,къурши,шо́ндык
377,Kiste::N,къурши,я́шлык
378,Fenster::N,чӏавахьулу,окна́
379,Tür::N,нуз,омса́
380,Tür::N,нузкьун,омса́
381,Tor::N,къапу,капка́
382,Tor::N,дарваза,капка́
383,Zaun::N,дайгьузанну,сава́р
384,Dach::N,магъи,леве́дыш
385,Dach::N,цӏиялу,леве́дыш
386,Leiter::N,чуртту,тошка́лтыш
387,Besen::N,чӏатлу,ӱштерво́штыр
388,Spaten::N,бил,ко́льмо
389,Schaufel::N,чӏатӏа,сово́к
390,Schaufel::N,чӏатӏа,су́ско
391,Gabel::N,гьиссилу,ви́лке
392,Löffel::N,къуса,па́не
393,Löffel::N,къуса,совла́
394,Messer::N,чӏила,кӱ́зӧ
395,Nagel::N,мяр,пуда́
396,Netz::N,къери,вапш
397,Haken::N,къича,са́гыле
398,Griff::N,куяму,кыл
399,Schloss::N,кьункьула,кӧгӧ́н
400,Bild::N,сурат,сӱре́т
401,Puppe::N,ссихьу,курча́к
402,Beutel::N,чантай,меша́к
403,Bündel::N,гьи,арша́ш
404,Bündel::N,къар,арша́ш
405,Eimer::N,бадра,ведра́
406,Deckel::N,къапаза,ко́мдыш
407,Geschirr::N,пюрунчӏул,а́те
408,Geschirr::N,тӏахӏникӏичӏу,а́те
409,Sack::N,къап,куль
410,Sack::N,къап,меша́к
411,Sack::N,дарваг,куль
412,Sack::N,дарваг,меша́к
413,Tasse::N,пижан,чу́кыр
414,Tasse::N,пижан,чашка́
415,Tasse::N,пинжан,чу́кыр
416,Tasse::N,пинжан,чашка́
417,Tasse::N,инкираччатӏи,чу́кыр
418,Tasse::N,инкираччатӏи,чашка́
419,Tasse::N,цинцилттал бушкъап,чу́кыр
420,Tasse::N,цинцилттал бушкъап,чашка́
421,Topf::N,кӏункӏур,ми́ске
422,Kessel::N,чаг,под
423,Kessel::N,кӏункӏур,под
424,Essen::N,дукия,ко́чкыш
425,Essen::N,дукин,ко́чкыш
426,Nahrung::N,дукра,ку́рго
427,Speise::N,дукра,ко́чкыш
428,Fleisch::N,дикӏ,шыл
429,Getreide::N,къама,шу́рно
430,Brei::N,ккурч,пу́чымыш
431,Brot::N,ччатӏ,ки́нде
432,Scheibe::N,парча,ка́тыш
433,Fett::N,аьгъушиву,коя́
434,Butter::N,нагь,ӱй
435,Butter::N,лагаву,ӱй
436,Salz::N,цӏву,шинча́л
437,Suppe::N,накь,шӱр
438,Honig::N,ницӏ,мӱй
439,Milch::N,накӏ,шӧр
440,Tee::N,чяй,чай
441,Leder::N,бурчу,сура́н
442,Leder::N,бурчу,шӱ́штӧ
443,Wolle::N,ппал,пун
444,Stoff::N,янна,куэ́м
445,Stoff::N,янна,посто́
446,Nadel::N,ххалаххи,и́ме
447,Faden::N,ххал,шӱ́ртӧ
448,Knopf::N,банд,по́лдыш
449,Knoten::N,къурхъ,пышке́м
450,Farbe::N,сир,чия́
451,Kleidung::N,янна,чие́м
452,Kleidung::N,янна,вурге́м
453,Kleidung::N,лаххия,чие́м
454,Kleidung::N,лаххия,вурге́м
455,Hemd::N,гьухъа,ту́выр
456,Kragen::N,дарвач,сога́
457,Ärmel::N,кахха,шокш
458,Hose::N,хӏажак,йола́ш
459,Gürtel::N,мухӏлу,ӱ́штӧ
460,Mütze::N,кьяпа,упш
461,Stiefel::N,чакма,кем
462,Ring::N,кӏисса,шерга́ш
463,Band::N,линт,тасма́
464,Band::N,линт,ле́нте
465,Kamm::N,ттарал,шерге́
466,Spiegel::N,дагьани,вошто́нчыш
467,Riemen::N,эн,кӱзанӱ́штӧ
468,Schnur::N,хьхьа,кере́м
469,Schnur::N,хьхьа,кандыра́
470,Decke::N,виргъан,леве́дыш
471,Decke::N,виргъан,одея́л
472,Kissen::N,кӏаралу,кӱ́пчык
473,Tuch::N,карщи,шо́выч
474,Handtuch::N,калихьу,со́лык
475,Handtuch::N,лажинлихьу,со́лык
476,Kraft::N,эллаж,вий
477,Kraft::N,эллаж,куа́т
478,Stärke::N,гуж,куа́т
479,Stärke::N,гуж,карма́н
480,Gesundheit::N,цӏуллу-сагъшиву,таза́лык
481,Krankheit::N,къашайшиву,чер
482,Schmerz::N,къюву,ко́рштыш
483,Wunde::N,щаву,су́сыр
484,Fieber::N,кӏиришиву,йӱштыму́ж
485,Fieber::N,кӏиришиву,лихора́дке
486,Arznei::N,дару,эм
487,Brücke::N,ламу,кӱва́р
488,Brunnen::N,къуй,вӱдвыне́м
489,Weide::N,бизантту,нурше́р
490,Pfad::N,жегъир ххуллу,йолго́рно
491,Pfad::N,жегъир ххуллу,сокма́к
492,Weg::N,ххуллу,ко́рно
493,Straße::N,ххуллу,ко́рно
494,Dorf::N,щар,ял
495,Dorf::N,шяравалу,ял
496,Stadt::N,шагьру,ола́
497,Brief::N,чагъар,се́рыш
498,Buch::N,лу,книга́
499,Buchstabe::N,хӏарп,буква́
500,Zeitung::N,кказит,газе́т
501,Leben::N,оьрму,и́лыш
502,Tod::N,ажал,колыма́ш
503,Tod::N,бивкӏу,колыма́ш
504,Tod::N,ивчӏаву,колыма́ш
505,Grab::N,гьав,шӱга́р
506,Kirche::N,килиса,че́рке
507,Sünde::N,бунагъ,су́лык
508,Gott::N,зал,ю́мо
509,Arbeiter::N,зузала,паша́зе
510,Chef::N,ялувма,тӧра́
511,Meister::N,усттар,маста́р
512,Arzt::N,хӏакин,врач
513,Lehrer::N,учитель,ту́ныктышо
514,Geld::N,арцу,окса́
515,Geschäft::N,даву,сатулыма́ш
516,Laden::N,ттучан,ке́выт
517,Preis::N,багъа,ак
518,Ware::N,хъус,сату́
519,Nutzen::N,хайр,пайда́
520,Nutzen::N,мюнпат,пайда́
521,Reichtum::N,давлат,поя́нлык
522,Reichtum::N,аваданшиву,поя́нлык
523,Welt::N,дуниял,тӱня́
524,Land::N,билаят,эл
525,Staat::N,паччахӏлугъ,кугыжа́ныш
526,Macht::N,власть,власть
527,Grenze::N,дазу,грани́ца
528,Krieg::N,дяъви,сар
529,Feind::N,душман,тушма́н
530,Gewalt::N,къия,виешлыма́ш
531,Kampf::N,лачӏуи уккаву,кредалма́ш
532,Bogen[Waffe]::N,ккуртта,юҥе́ж
533,Pfeil::N,чӏатӏаракӏ,пикш
534,Gewehr::N,ттупанг,пыча́л
535,Fehler::N,гъалатӏ,йо́ҥылыш
536,Lüge::N,щялмахъ,шоя́к
537,Schaden::N,зарал,зия́н
538,Unglück::N,бала,эҥге́к
539,Schuld::N,тахсир,тита́к
540,Schuld::N,тахсир,йола́
541,Alter::N,оьрму,ийго́т
542,Schluss::N,ахир,муча́ш
543,Zeit::N,чӏун,жап
544,Zeit::N,чӏун,па́гыт
545,Tag::N,кьини,ке́че
546,Morgen::N,кӏюрх,эр
547,Mittag::N,ахттайн,кечыва́л
548,Mittag::N,дяахттайн,кечыва́л
549,Mittag::N,ахттайн чӏун,кечыва́л
550,Abend::N,маркӏачӏан,кас
551,Nacht::N,хьхьу,йӱд
552,Woche::N,нюжмар,арня́
553,Monat::N,барз,ты́лзе
554,Jahr::N,шин,ий
555,Frühling::N,инт,шо́шо
556,Sommer::N,гъи,кеҥе́ж
557,Herbst::N,ссут,шы́же
558,Winter::N,кӏи,те́ле
559,Januar::N,цалчинмур барз,шоркыйол
560,Januar::N,цалчинмур барз,идалыкву́й
561,Januar::N,цалчинмур барз,янва́рь
562,Februar::N,кӏилчинмур барз,пургыж
563,Februar::N,кӏилчинмур барз,февра́ль
564,März::N,шамилчинмур барз,ӱярня
565,März::N,шамилчинмур барз,март
566,April::N,апрель,апре́ль
567,April::N,мукьилчинмур барз,апре́ль
568,Mai::N,май,ага
569,Mai::N,май,май
570,Mai::N,ххюлчинмур барз,ага
571,Mai::N,ххюлчинмур барз,май
572,Juni::N,июнь,пеледыш
573,Juni::N,июнь,ию́нь
574,Juni::N,ряххилчинмур барз,пеледыш
575,Juni::N,ряххилчинмур барз,ию́нь
576,Juli::N,июль,сӱрем
577,Juli::N,июль,ию́ль
578,Juli::N,Арулчинмур барз,сӱрем
579,Juli::N,Арулчинмур барз,ию́ль
580,August::N,мяйлчинмур барз,сорла
581,August::N,мяйлчинмур барз,агарма́н
582,August::N,мяйлчинмур барз,а́вгуст
583,September::N,урчӏилчинмур барз,идым
584,September::N,урчӏилчинмур барз,сентя́брь
585,Oktober::N,ацӏилчинмур барз,шыжа
586,Oktober::N,ацӏилчинмур барз,октя́брь
587,November::N,ацӏния цалчинмур барз,кылме тылзе
588,November::N,ацӏния цалчинмур барз,ноя́брь
589,Dezember::N,ацӏния кӏилчинмур барз,дека́брь
590,Montag::N,итин,шо́чмо
591,Montag::N,итин кьини,шо́чмо
592,Dienstag::N,тталат,ку́шкыжмо
593,Dienstag::N,тталат кьини,ку́шкыжмо
594,Mittwoch::N,арвахӏ,вӱрге́че
595,Donnerstag::N,хамис,изарня́
596,Freitag::N,нюжмар,кугарня́
597,Freitag::N,нюжмар кьини,кугарня́
598,Samstag::N,ххуллун,шуматке́че
599,Samstag::N,ххуллун кьини,шуматке́че
600,Sonntag::N,алхӏат,рушарня́
601,Sonntag::N,алхӏат кьини,рушарня́
602,groß::A,бугъарасса,кугу́
603,klein::A,чӏивисса,изи́
604,lang::A,лахъисса,кужу́
605,kurz::A,кутӏасса,кӱ́чык
606,breit::A,уттасса,кумда́
607,schmal::A,уттакӏюласса,а́ҥысыр
608,dicht::A,ццунсса,ну́гыдо
609,dick[Gegenstand]::A,ганзсса,кӱ́жгӧ
610,dünn::A,кӏюласса,ви́чкыж
611,fest::A,цӏакьсса,чо́ткыдо
612,fest::A,кьянкьасса,чо́ткыдо
613,flach::A,баягъисса,лапка́
614,flach::A,цӏубакъасса,лапка́
615,flach::A,куртӏ дакъасса,лапка́
616,glatt::A,дюрчӏусса,яклака́
617,hart::A,кьянкьасса,пе́ҥгыде
618,weich::A,кӏукӏлусса,пу́шкыдо
619,rund::A,ккурккисса,йырге́шке
620,spitz::A,ярксса,коша́р
621,spitz::A,дайлсса,коша́р
622,spitz::A,мицӏ бусса,коша́р
623,scharf::A,ярксса,пӱ́сӧ
624,scharf::A,дайлсса,пӱ́сӧ
625,scharf::A,мицӏ бусса,пӱ́сӧ
626,stumpf::A,къуркъасса,токма́к
627,schwer::A,кӏусса,не́ле
628,schön::A,аьнтӏикӏасса,сы́лне
629,heiß::A,кӏирисса,шо́кшо
630,warm::A,гъелисса,ле́ве
631,kalt::A,дяркъусса,йӱ́штӧ
632,kühl::A,дюхлулсса,юа́лге
633,kühl::A,дюхлулсса,южгата́
634,frisch::A,цӏусса,свежа́
635,feucht::A,атилсса,вӱ́дыжгӧ
636,feucht::A,хъавтусса,вӱ́дыжгӧ
637,nass::A,атилсса,нӧ́рӧ
638,nass::A,хъавтусса,нӧ́рӧ
639,trocken::A,кьавкьсса,ку́кшо
640,trocken::A,кьакьан бувсса,ку́кшо
641,voll::A,бувцӏусса,тич
642,leer::A,бачӏвасса,яра́
643,offen::A,тӏивтӏусса,виш
644,geschlossen::A,лавкьусса,пе́тырыме
645,geschlossen::A,лавкьусса,тӱ́чмӧ
646,sauber::A,марцӏсса,ару́
647,sauber::A,марцӏсса,янда́р
648,schmutzig::A,чапалсса,лавыра́н
649,schmutzig::A,чапалсса,ла́выргыше
650,roh::A,шакъавхьсса,кӱ́чымӧ
651,reif::A,дирсса,лӧза́
652,lecker::A,нахӏусса,ту́тло
653,lecker::A,тӏааьнсса,ту́тло
654,süß::A,нацӏусса,ше́ре
655,bitter::A,кьурчӏисса,ко́чо
656,sauer::A,туршсса,шо́по
657,hell::A,чаннасса,во́лгыдо
658,dunkel::A,цӏансса,пычке́мыш
659,schwarz::A,лухӏисса,шола́
660,weiß::A,кӏяласса,ош
661,rot::A,ятӏулсса,йошка́р
662,gelb::A,хъахъисса,сар
663,blau::A,някӏсса,ка́нде
664,grün::A,щюлисса,ужа́р
665,grau::A,оьрусса,сур
666,bunt::A,оьрчӏикӏурисса,олача́
667,billig::A,кьювкьусса,шу́лдо
668,teuer::A,ххирасса,ше́рге
669,wertvoll::A,багьасса,шергака́н
670,blind::A,мурчӏисса,со́кыр
671,taub::A,къюкӏсса,соҥгыра́
672,kräftig::A,гужсса,куа́тле
673,stark::A,кьянкьасса,вия́н
674,schwach::A,заэвсса,а́лдыме
675,fett::A,бучсса,коя́
676,schlank::A,бювхъусса,йоштката́
