,Concept_ID,ca,az
830,fünf::NUM,cinc,beş
831,sechs::NUM,sis,altı
832,sieben::NUM,set,yeddi
833,acht::NUM,vuit,səkkiz
834,neun::NUM,nou,doqquz
835,zehn::NUM,deu,on
836,elf::NUM,onze,on bir
837,zwölf::NUM,dotze,on iki
838,zwanzig::NUM,vint,iyirmi
839,dreißig::NUM,trenta,otuz
840,vierzig::NUM,quaranta,qırx
841,fünfzig::NUM,cinquanta,əlli
842,sechzig::NUM,seixanta,altmış
843,siebzig::NUM,setanta,yetmiş
844,achtzig::NUM,vuitanta,səksən
845,neunzig::NUM,noranta,doxsan
846,hundert::NUM,cent,yüz
847,tausend::NUM,mil,min
848,und::CNJ,i,və
849,oder::CNJ,o,ya
850,stehen::V,estar de peu,durmaq
851,sitzen::V,seure,oturmaq
852,liegen::V,jeure,uzanmaq
853,hängen::V,penjar,asılmaq
854,werden::V,fer-se,olmaq
855,werden::V,posar-se,olmaq
856,passieren::V,succeir,olmaq
857,passieren::V,succeir,baş vermək
858,beginnen::V,iniciar-se,başlamaq
859,enden::V,acabar-se,bitmək
860,enden::V,terminar-se,bitmək
861,wechseln::V,canviar,dəyişmək
862,aufgehen[Sonne]::V,sortir,doğmaq
863,untergehen[Sonne]::V,posar-se,batmaq
864,scheinen[Sonne]::V,brillar,parlamaq
865,donnern::V,tronar,guruldamaq
866,wehen::V,bufar,əsmək
867,strömen::V,afluir,axmaq
868,fließen::V,fluir,axmaq
869,sich drehen::V,girar,dönmək
870,schwanken::V,vacil·lar,yellənmək
871,schwingen::V,oscil·lar,yellənmək
872,fallen::V,caure,düşmek
873,fallen::V,tombar,düşmek
874,brennen::V,cremar,yanmaq
875,rauchen::V,fumejar,tüstüləmək
876,regnen::V,ploure,yağmaq
877,gefrieren::V,gelar-se,donmaq
878,tauen::V,fondre's,ərimək
879,schmelzen::V,fondre's,ərimək
880,trocknen::V,assecar-se,qurumaq
881,sieden::V,bullir,qaynamaq
882,faulen::V,podrir-se,çürümək
883,verfaulen::V,podrir-se,çürümək
884,reißen::V,trencar-se,yırtılmaq
885,versinken::V,enfonsar-se,batmaq
886,vergehen::V,passar,ötmək
887,erscheinen::V,aparèixer,görünmək
888,verschwinden::V,desaparèixer,yox olmaq
889,sinken::V,baixar,enmək
890,sinken::V,descendir,enmək
891,abnehmen::V,decréixer,azalmaq
892,zunehmen::V,augmentar,artmaq
893,steigen::V,pujar,yüksəlmək
894,wachsen::V,créixer,böyümək
895,glänzen::V,brillar,parlamaq
896,glänzen::V,resplendir,parlamaq
897,funkeln::V,espurnejar,parıldamaq
898,lärmen::V,fer soroll,səs-küy etmək
899,läuten::V,sonar,çalmaq
900,klingeln::V,trucar,zəng etmək
901,klirren::V,dringar,cingildəmək
902,brausen::V,rugir,gurlamaq
903,rauschen::V,murmurar,xışıldamaq
904,klingen::V,sonar,səslənmək
905,bellen::V,lladrar,hürmək
906,heulen::V,udolar,ulamaq
907,blasen::V,bufar,üfləmək
908,pfeifen::V,xiular,fit vermek
909,schreien::V,cridar,bağırmaq
910,schreien::V,cridar,qışqırmaq
911,stöhnen::V,gemegar,inləmək
912,zittern::V,tremolar,titrəmək
913,leben::V,vīure,yaşamaq
914,geboren werden::V,néixer,doğmaq
915,atmen::V,respirar,nəfəs almaq
916,trinken::V,beure,içmek
917,essen::V,menjar,yemək
918,schlucken::V,empassar-se,udmaq
919,müde werden::V,cansar-se,yorulmaq
920,einschlafen::V,adormir-se,yuxuya getmək
921,schlafen::V,dormir,uyumaq
922,aufwachen::V,despertar-se,oyanmaq
923,aufstehen::V,llevar-se,yuxudan durmaq
924,sich erholen::V,descansar,dincəlmək
925,krank werden::V,posar-se malalt,xəstə olmaq
926,krank sein::V,estar malalt,azarlanmaq
927,krank sein::V,estar malalt,xəstələnmək
928,schmerzen::V,doldre,ağrimaq
929,husten::V,tossir,öksürmək
930,genesen::V,recuperar-se,sağalmaq
931,sterben::V,morir,ölmək
932,sterben::V,morir,vəfat etmək
933,umkommen::V,perir,həlak olmaq
934,sich bewegen::V,moure's,hərəkət etmək
935,sich rühren::V,moure's,tərpənmək
936,sich erheben::V,aixecar-se,qalxmaq
937,sich setzen::V,asseure's,oturmaq
938,hinfallen::V,caure's,yıxılmaq
939,laufen::V,caminar,yerimək
940,schreiten::V,procedir,addım atmaq
941,spazierengehen::V,passejar,gəzmək
942,eilen::V,anar corrent,atılmaq
943,sich beeilen::V,afanyar-se,tələsmək
944,sausen::V,córrer,çırpmaq
945,rennen::V,córrer,qaçmaq
946,springen::V,saltar,sıçramaq
947,klettern::V,escalar,dırmanmaq
948,schaukeln::V,gronxar-se,sallanmaq
949,schaukeln::V,balancejar-se,sallanmaq
950,kriechen::V,reptar,sürünmək
951,kriechen::V,arrossegar-se,sürünmək
952,schwimmen::V,nadar,üzmek
953,tauchen::V,bussejar,dalmaq
954,tauchen::V,submergir-se,dalmaq
955,rudern::V,remar,avarlamaq
956,fahren::V,anar,sürmək
957,fliegen::V,volar,uçmaq
958,gehen::V,caminar,getmək
959,weggehen::V,anar-se'n,getmək
960,abfahren::V,partir,yola düşmək
961,anhalten::V,aturar-se,saxlamaq
962,hineingehen::V,entrar,girmək
963,eintreten::V,entrar,girmək
964,eintreten::V,entrar,daxil olmaq
965,kommen::V,venir,gəlmək
966,ankommen::V,arribar,gəlib çatmaq
967,zurückkommen::V,tornar,qayıtmaq
968,bleiben::V,quedar-se,qalmaq
969,warten::V,esperar,gözləmək
970,erwarten::V,esperar,bəkləmək
971,suchen::V,buscar,aramaq
972,suchen::V,buscar,axtarmaq
973,finden::V,trobar,tapmaq
974,versuchen::V,intentar,çalışmaq
975,vorbereiten::V,preparar,hazırlamaq
976,lieben::V,estimar,sevmək
977,mögen::V,agradar a,xoşlamaq
978,lachen::V,riure,gülmək
979,rühren::V,commoure,həyəcanlandırmaq
980,rühren::V,emocionar,həyəcanlandırmaq
981,weinen::V,plorar,ağlamaq
982,schimpfen::V,renyar,küfr etmək
983,sich ärgern::V,enfadar-se,acıqlanmaq
984,sich fürchten::V,tenir por,qorxmaq
985,fürchten::V,témer,qorxmaq
986,fliehen::V,fugir,qaçmaq
987,flüchten::V,refugiar-se,qaçmaq
988,sehen::V,veure,görmək
989,anschauen::V,mirar,baxmaq
990,ansehen::V,mirar,baxmaq
991,hören::V,oir,duymaq
992,hören::V,oir,eşitmək
993,zuhören::V,escoltar,dinləmək
994,probieren::V,provar,dadına baxmaq
995,riechen::V,olorar,qoxlamaq
996,fühlen::V,sentīr,duymaq
997,scheinen::V,semblar,görünmək
998,zu sehen sein::V,poder-se veure,görünmək
999,vernehmen::V,percebre,eşitmək
1000,frieren::V,tenir fred,üşümək
1001,tun::V,fer,etmək
1002,können::V,poder,bilmək
1003,können::V,poder,bacarmaq
1004,wollen::V,voler,istəmək
1005,anfangen::V,iniciar,başlamaq
1006,beenden::V,acabar,bitirmək
1007,aufhören::V,deixar,bitmək
1008,aufhören::V,deixar,qurtarmaq
1009,gelingen::V,sortir bé,müvəffəq olmaq
1010,geraten::V,sortir,düşmək
1011,öffnen::V,obrir,açmaq
1012,schließen::V,tancar,qapamaq
1013,stellen::V,posar,qoymaq
1014,stellen::V,col·locar,qoymaq
1015,setzen::V,assentar,oturtmaq
1016,legen::V,posar,qoymaq
1017,berühren::V,tocar,toxunmaq
1018,verbinden::V,unir,bağlamaq
1019,verbinden::V,connectar,bağlamaq
1020,bedecken::V,tapar,örtmək
1021,bedecken::V,cobrir,örtmək
1022,aufhängen::V,penjar,asmaq
1023,anzünden::V,encendre,yandırmaq
1024,aufheben::V,aixecar,qaldırmaq
1025,zurücklassen::V,deixar,buraxmaq
1026,verlieren::V,pērdre,itirmək
1027,fallen lassen::V,deixar caure,düşürmək
1028,machen::V,fer,etmək
1029,herstellen::V,producir,istehsal etmək
1030,bauen::V,construir,tikmək
1031,reparieren::V,reparar,təmir etmək
1032,verbessern::V,millorar,düzəltmək
1033,ändern::V,canviar,dəyişdirmək
1034,graben::V,cavar,qazımaq
1035,beugen::V,doblegar,əymək
1036,biegen::V,corbar,bükmək
1037,biegen::V,arquejar,bükmək
1038,drehen::V,girar,döndərmək
1039,wenden::V,girar,çevirmək
1040,umdrehen::V,voltar,çevirmək
1041,heben::V,pujar,qaldırmaq
1042,heben::V,aixecar,qaldırmaq
1043,hochheben::V,aixecar,qaldırmaq
1044,ergreifen::V,agafar,tutmaq
1045,halten::V,mantenir,saxlamaq
1046,drücken::V,prémer,sıxmaq
1047,drücken::V,estrènyer,sıxmaq
1048,schieben::V,empènyer,sürmək
1049,kratzen::V,raspar,qaşımaq
1050,lecken::V,llepar,yalamaq
1051,beißen::V,mossegar,dişləmək
1052,abreißen::V,arrencar,qoparmaq
1053,abschneiden::V,tallar,ayırmaq
1054,binden::V,lligar,bağlamaq
1055,stecken::V,ficar,soxmaq
1056,brechen::V,trencar,qırmaq
1057,klopfen::V,trucar,sındırmaq
1058,hauen::V,picar,vurmaq
1059,hauen::V,colpejar,vurmaq
1060,kleben::V,enganxar,apışdırmaq
1061,reiben::V,fregar,ovmaq
1062,streichen::V,untar,sürtmək
1063,schleifen::V,afilar,bülövləmək
1064,schleifen::V,esmolar,bülövləmək
1065,schneiden::V,tallar,kəsmək
1066,rütteln::V,sacsejar,sirkələmək
1067,schütteln::V,agitar,çalxalamaq
1068,schütteln::V,sacsejar,çalxalamaq
1069,schwenken::V,agitar,yelləmək
1070,schütten::V,abocar,tökmək
1071,füllen::V,omplir,doldurmaq
1072,einwickeln::V,embolicar,sarımaq
1073,tragen::V,dur,daşımaq
1074,tragen::V,portar,daşımaq
1075,schleppen::V,arrossegar,sürükləmək
1076,ziehen::V,tirar,çəkmək
1077,ziehen::V,estirar,çəkmək
1078,aufbewahren::V,conservar,gizlətmək
1079,werfen::V,llançar,atmaq
1080,fangen::V,agafar,tutmaq
1081,fangen::V,atrapar,tutmaq
1082,packen::V,engrapar,yaxalamaq
1083,verstecken::V,amagar,gizlətmək
1084,teilen::V,dividir,bölmək
1085,schicken::V,enviar,yollamaq
1086,schicken::V,enviar,göndərmək
1087,bringen::V,portar,gətirmək
1088,hinzufügen::V,afegir,əlavə etmək
1089,bekommen::V,obtenir,almaq
1090,bekommen::V,obtenir,əldə etmək
1091,erhalten::V,rebre,almaq
1092,nehmen::V,prendre,almaq
1093,wählen::V,triar,seçmək
1094,wählen::V,elegir,seçmək
1095,auswählen::V,escollir,arımaq
1096,auswählen::V,seleccionar,arımaq
1097,bewahren::V,conservar,qorumaq
1098,behindern::V,impedir,mane olmaq
1099,behindern::V,obstaculitzar,mane olmaq
1100,verderben::V,espatllar,pozmaq
1101,beschädigen::V,danyar,zədələmək
1102,beschädigen::V,destrossar,zədələmək
1103,zerbrechen::V,trencar,qırmaq
1104,zerbrechen::V,trencar,sındırmaq
1105,zerreißen::V,estripar,yırtmaq
1106,zerstören::V,destruir,dağıtmaq
1107,verbrennen::V,cremar,yandırmaq
1108,geben::V,donar,vermək
1109,reichen::V,passar,uzatmaq
1110,schenken::V,regalar,vermək
1111,versprechen::V,prometre,vəd vermək
1112,wünschen::V,desitjar,arzulamaq
1113,loben::V,elogiar,tərifləmək
1114,küssen::V,fer un petó a,öpmək
1115,wiegen::V,bressolar,tərpətmək
1116,zudecken::V,tapar,örtmək
1117,zudecken::V,cobrir,örtmək
1118,wecken::V,despertar,oyatmaq
1119,zeigen::V,mostrar,göstərmək
1120,zeigen::V,ensenyar,göstərmək
1121,führen::V,guiar,rəhbərlik etmək
1122,führen::V,conduir,rəhbərlik etmək
1123,lehren::V,ensenyar,öyrətmək
1124,unterrichten::V,ensenyar,öyrətmək
1125,unterrichten::V,ensenyar,dərs vermək
1126,aufziehen::V,criar,tərbiyə etmək
1127,leiten::V,dirigir,idarə etmək
1128,antreiben::V,impel·lir,bizləmək
1129,lassen::V,fer,-tırmaq
1130,einladen::V,invitar,dəvət etmək
1131,einladen::V,convidar,dəvət etmək
1132,vereinigen::V,unir,birləşdirmək
1133,besuchen::V,visitar,baş çəkmək
1134,besuchen::V,visitar,ziyarət etmək
1135,besuchen::V,anar a veure,baş çəkmək
1136,besuchen::V,anar a veure,ziyarət etmək
1137,treffen::V,trobar,rastlaşmaq
1138,treffen::V,trobar,rast gəlmək
1139,sich versammeln::V,reunir-se,toplanmaq
1140,spielen::V,jugar,oynamaq
1141,singen::V,cantār,oxumaq
1142,tanzen::V,ballar,oynamaq
1143,tanzen::V,ballar,rəqs etmək
1144,sich trennen::V,separar-se,ayrılmaq
1145,verlassen::V,deixar,tərk etmək
1146,verlassen::V,abandonar,tərk etmək
1147,retten::V,salvar,xilas etmək
1148,bewachen::V,vigilar,gözətmək
1149,schützen::V,protegir,qorumaq
1150,verteidigen::V,defensar,qorumaq
1151,sich schlagen::V,barallar-se,döyüşmək
1152,schießen::V,tirar,atmaq
1153,schießen::V,tirar,atəş açmaq
1154,schießen::V,disparar,atmaq
1155,schießen::V,disparar,atəş açmaq
1156,siegen::V,vèncer,yenmək
1157,ärgern::V,enfadar,acışdırmaq
1158,schlagen::V,pegar,döymək
1159,schlagen::V,colpejar,döymək
1160,treten::V,donar un cop de peu a,təpmək
1161,stechen::V,punxar,soxmaq
1162,stechen::V,apunyalar,soxmaq
1163,stoßen::V,empènyer,itələmək
1164,stehlen::V,robar,çalmaq
1165,stehlen::V,robar,oğurlamaq
1166,stören::V,molestar,pozmaq
1167,belästigen::V,importunar,narahat etmək
1168,verbergen::V,amagar,gizləmək
1169,verbergen::V,ocultar,gizləmək
1170,täuschen::V,enganyar,aldatmaq
1171,betrügen::V,estafar,aldatmaq
1172,töten::V,matar,öldürmək
1173,wohnen::V,vīure,yaşamaq
1174,wohnen::V,habitar,yaşamaq
1175,arbeiten::V,treballar,işləmək
1176,arbeiten::V,treballar,çalışmaq
1177,sammeln::V,col·leccionar,yığmaq
1178,sammeln::V,col·leccionar,toplamaq
1179,pflücken::V,collir,qoparmaq
1180,jagen::V,caçar,ovlamaq
1181,fischen::V,pescar,balıq tutmaq
1182,fassen::V,atrapar,tutmaq
1183,hüten::V,pasturar,güdmək
1184,treiben::V,arriar,haylamaq
1185,anbinden::V,lligar,bağlamaq
1186,füttern::V,donar menjar a,bəsləmək
1187,melken::V,munyir,sağmaq
1188,hacken::V,picar,yarmaq
1189,hacken::V,tallar,yarmaq
1190,gießen::V,regar,sulamaq
1191,reifen::V,madurar,dəymək
1192,zubereiten::V,preparar,bişirmək
1193,kochen::V,coure,qaynatmaq
1194,backen::V,coure al forn,bişirmək
1195,braten::V,rostir,qızartmaq
1196,umrühren::V,remenar,qarışdırmaq
1197,stricken::V,tricotar,hörmək
1198,stricken::V,fer punt de mitja,hörmək
1199,nähen::V,cosir,tikmək
1200,färben::V,tenyir,boyamaq
1201,reinigen::V,netejar,təmizləmək
1202,waschen::V,rentār,yumaq
1203,abwischen::V,eixugar,silmək
1204,spülen::V,esbandir,çalxamaq
1205,fegen::V,escombrar,süpürmək
1206,kehren::V,escombrar,süpürmək
1207,baden::V,banyar-se,çimmək
1208,sich waschen::V,rentār-se,yuyunmaq
1209,ausziehen::V,treure's,soyunmaq
1210,anziehen::V,posar-se,geymək
1211,sich anziehen::V,vestir-se,geyinmək
1212,kämmen::V,pentinar,daramaq
1213,schmücken::V,adornar,bəzəmək
1214,sagen::V,dir,demək
1215,sagen::V,dir,söymek
1216,sprechen::V,parlar,danışmaq
1217,reden::V,parlar,danışmaq
1218,sich unterhalten::V,conversar,söhbət etmək
1219,fragen::V,preguntar,soruşmaq
1220,bitten::V,demanar,diləmək
1221,bitten::V,demanar,xahiş etmək
1222,erzählen::V,contar,bəhs etmək
1223,erzählen::V,explicar,bəhs etmək
1224,mitteilen::V,comunicar,bildirmək
1225,nennen::V,nomenar,adlandırmaq
1226,rufen::V,cridar,çağırmaq
1227,prahlen::V,lloar-se,öyünmək
1228,prahlen::V,jactar-se,öyünmək
1229,übersetzen::V,traduir,tərcümə etmək
1230,denken::V,pensar,düşünmək
1231,denken::V,pensar,fikirləşmək
1232,glauben::V,creure,inanmaq
1233,bemerken::V,notar,qeyd etmək
1234,erkennen::V,reconèixer,tanımaq
1235,begreifen::V,comprendre,anlamaq
1236,verstehen::V,entendre,duymaq
1237,lernen::V,aprendre,öyrənmək
1238,wissen::V,saber,bilmək
1239,sich erinnern an::V,recordar,xatırlamaq
1240,vergessen::V,oblidar,unutmaq
1241,messen::V,mesurar,ölçmək
1242,zählen::V,comptar,saymaq
1243,rechnen::V,calcular,hesablamaq
1244,lesen::V,llegir,oxumaq
1245,malen::V,pintar,şəkil çəkmək
1246,zeichnen::V,dibuixar,cızmaq
1247,schreiben::V,escrīure,yazmaq
1248,besitzen::V,posseir,yiyələnmək
1249,besitzen::V,posseir,malik olmaq
1250,kaufen::V,comprar,satın almaq
1251,verkaufen::V,vendre,satmaq
1252,bezahlen::V,pagar,ödəmək
1253,zahlen::V,pagar per,ödəmək
1254,beherrschen::V,dominar,idarə etmək
1255,ertragen::V,aguantar,dözmək
