,Concept_ID,sk,uk
837,eins::NUM,jeden,один
838,zwei::NUM,dva,два
839,drei::NUM,tri,три
840,vier::NUM,štyri,чотири
841,fünf::NUM,päť,п’ять
842,sechs::NUM,šesť,шість
843,sieben::NUM,sedem,сім
844,acht::NUM,osem,вісім
845,neun::NUM,deväť,дев’ять
846,zehn::NUM,desať,десять
847,elf::NUM,jedenásť,одинадцять
848,zwölf::NUM,dvanásť,дванадцять
849,zwanzig::NUM,dvadsať,двадцять
850,dreißig::NUM,tridsať,тридцять
851,vierzig::NUM,štyridsať,сорок
852,fünfzig::NUM,päťdesiat,п’ятдесят
853,sechzig::NUM,šesťdesiat,шістдесят
854,siebzig::NUM,sedemdesiat,сімдесят
855,achtzig::NUM,osemdesiat,вісімдесят
856,neunzig::NUM,deväťdesiat,дев’яносто
857,hundert::NUM,sto,сто
858,tausend::NUM,tisíc,тисяча
859,und::CNJ,i,і
860,oder::CNJ,alebo,або
861,stehen::V,stáť,стояти
862,sitzen::V,sedieť,сидіти
863,liegen::V,ležať,лежати
864,hängen::V,visieť,висіти
865,werden::V,stať sa,стати
866,werden::V,stať sa,робитися
867,passieren::V,stať sa,трапитися
868,beginnen::V,začať sa,початися
869,enden::V,končiť sa,кінчитися
870,wechseln::V,meniť sa,мінятися
871,aufgehen[Sonne]::V,vychádzať,зійти
872,untergehen[Sonne]::V,zapadnúť,зайти
873,scheinen[Sonne]::V,svietiť,світити
874,donnern::V,hrmieť,гриміти
875,wehen::V,viať,віяти
876,strömen::V,prúdiť,литися
877,fließen::V,tiecť,текти
878,sich drehen::V,točiť sa,обертатися
879,sich drehen::V,krútiť sa,обертатися
880,schwanken::V,kolísať,коливатися
881,schwanken::V,klátiť sa,коливатися
882,schwingen::V,kývať sa,хитатися
883,schwingen::V,kývať sa,гойдатися
884,schwingen::V,chvieť sa,хитатися
885,schwingen::V,chvieť sa,гойдатися
886,fallen::V,padať,падати
887,brennen::V,páliť,горіти
888,brennen::V,horieť,горіти
889,rauchen::V,dymiť sa,диміти
890,regnen::V,pršať,дощити
891,gefrieren::V,zamrznút,змерзнути
892,tauen::V,taviť sa,танути
893,schmelzen::V,taviť sa,плавитися
894,trocknen::V,schnúť,сохнути
895,sieden::V,vrieť,кипіти
896,faulen::V,hniť,гнити
897,verfaulen::V,zhniť,згнити
898,reißen::V,pretrhnúť sa,рватися
899,versinken::V,zapadnúť,тонути
900,versinken::V,potopiť sa,тонути
901,vergehen::V,plynúť,проходити
902,erscheinen::V,objaviť sa,з’явитися
903,verschwinden::V,zmiznúť,щезнути
904,verschwinden::V,zmiznúť,зникнути
905,sinken::V,klesať,спадати
906,abnehmen::V,ubúdať,поменшитися
907,zunehmen::V,pribúdať,збільшуватися
908,steigen::V,stúpať,підніматися
909,wachsen::V,rásť,рости
910,glänzen::V,jagať sa,блищати
911,glänzen::V,lesknúť sa,блищати
912,funkeln::V,iskriť sa,блискати
913,lärmen::V,lomoziť,шуміти
914,läuten::V,cengať,дзвонити
915,klingeln::V,zvoniť,дзвонити
916,klirren::V,rinčať,дзвякати
917,brausen::V,hučať,бушувати
918,rauschen::V,šumieť,шелестіти
919,klingen::V,znieť,лунати
920,klingen::V,znieť,звучати
921,klingen::V,zvoniť,лунати
922,klingen::V,zvoniť,звучати
923,bellen::V,štekať,гавкати
924,bellen::V,brechať,гавкати
925,heulen::V,vyť,вити
926,blasen::V,duť,дунути
927,blasen::V,fúkať,дунути
928,pfeifen::V,pískať,свистіти
929,pfeifen::V,hvízdať,свистіти
930,schreien::V,kričať,кричати
931,stöhnen::V,stenať,стогнати
932,zittern::V,triasť sa,тремтіти
933,leben::V,žiť,жити
934,geboren werden::V,narodiť sa,народитися
935,atmen::V,dýchať,дихати
936,trinken::V,piť,пити
937,essen::V,jesť,їсти
938,schlucken::V,zhltnuť,ковтати
939,müde werden::V,unaviť sa,втомитися
940,einschlafen::V,usnúť,заснути
941,einschlafen::V,zaspať,заснути
942,schlafen::V,spať,спати
943,aufwachen::V,zobudiť sa,прокинутися
944,aufstehen::V,vstať,встати
945,sich erholen::V,zotavovať sa,відпочивати
946,sich erholen::V,oddýchovať si,відпочивати
947,krank werden::V,ochorieť,захворіти
948,krank sein::V,chorieť,хворіти
949,krank sein::V,byť chorý,хворіти
950,schmerzen::V,bolieť,боліти
951,husten::V,kašľať,кашляти
952,genesen::V,uzdraviť sa,одужати
953,genesen::V,uzdraviť sa,видужати
954,sterben::V,umrieť,померти
955,sterben::V,zomrieť,померти
956,umkommen::V,zahynúť,згинути
957,sich bewegen::V,pohybovať sa,рухатися
958,sich rühren::V,hnúť sa,ворушитися
959,sich erheben::V,zdvihnúť sa,встати
960,sich setzen::V,sadnúť si,сісти
961,hinfallen::V,spadnúť,упасти
962,laufen::V,bežať,ходити
963,schreiten::V,kráčať,крокувати
964,spazierengehen::V,prechádzať sa,гуляти
965,eilen::V,súriť,спішити
966,sich beeilen::V,ponáhľať sa,поспішати
967,sausen::V,hučať,мчатися
968,rennen::V,bežať,бігати
969,springen::V,skákať,скакати
970,springen::V,skákať,стрибати
971,klettern::V,liezť,лазити
972,schaukeln::V,húpať,гойдатися
973,schaukeln::V,hojdať,гойдатися
974,kriechen::V,liezť,повзати
975,kriechen::V,plaziť sa,повзати
976,schwimmen::V,plávať,пливти
977,schwimmen::V,plávať,плавати
978,tauchen::V,ponoriť sa,пірнати
979,rudern::V,veslovať,гребти
980,rudern::V,veslovať,веслувати
981,fahren::V,ísť,їхати
982,fahren::V,jazdiť,їхати
983,fliegen::V,letieť,літати
984,gehen::V,ísť,іти
985,weggehen::V,odísť,піти
986,weggehen::V,odchádzať,піти
987,abfahren::V,odcestovať,від’їхати
988,abfahren::V,odcestovať,відправитися
989,anhalten::V,zadržať sa,зупинитися
990,anhalten::V,zastaviť sa,зупинитися
991,hineingehen::V,vchádzať,входити
992,eintreten::V,vojsť,увійти
993,eintreten::V,vstúpiť,увійти
994,kommen::V,prísť,прийти
995,ankommen::V,prísť,прибути
996,ankommen::V,doraziť,прибути
997,zurückkommen::V,vrátiť sa,повернутися
998,bleiben::V,ostať,залишитися
999,bleiben::V,zostať,залишитися
1000,warten::V,čakať,чекати
1001,erwarten::V,očakávať,чекати
1002,suchen::V,hľadať,шукати
1003,finden::V,nájsť,знайти
1004,versuchen::V,skúsiť,випробовувати
1005,versuchen::V,pokúsiť sa,випробовувати
1006,vorbereiten::V,pripraviť,підготувати
1007,lieben::V,ľúbiť,любити
1008,lieben::V,milovať,любити
1009,mögen::V,mať rád,любити
1010,mögen::V,mať rád,подобатися
1011,lachen::V,smiať sa,сміятися
1012,rühren::V,dojať,розчулити
1013,weinen::V,plakať,плакати
1014,schimpfen::V,nadávať,лаятися
1015,sich ärgern::V,hnevať sa,сердитися
1016,sich ärgern::V,zlostiť sa,сердитися
1017,sich fürchten::V,báť sa,боятися
1018,fürchten::V,báť sa,боятися
1019,fliehen::V,utekať,тікати
1020,flüchten::V,utiecť,утекти
1021,sehen::V,vidieť,бачити
1022,anschauen::V,pozrieť sa na,поглянути
1023,ansehen::V,pozrieť,дивитися на
1024,hören::V,počúvať,чути
1025,zuhören::V,počúvať,слухати
1026,probieren::V,ochutnať,покуштувати
1027,riechen::V,ňuchať,нюхати
1028,fühlen::V,cítiť,відчувати
1029,fühlen::V,pociťovať,відчувати
1030,scheinen::V,zdať sa,здаватися
1031,zu sehen sein::V,byť vidieť,виднітися
1032,vernehmen::V,počuť,почути
1033,frieren::V,mrznúť,мерзнути
1034,frieren::V,oziabať,мерзнути
1035,tun::V,robiť,робити
1036,können::V,môcť,могти
1037,wollen::V,chcieť,хотіти
1038,anfangen::V,začať,почати
1039,beenden::V,skončiť,закінчити
1040,aufhören::V,prestať,перестати
1041,gelingen::V,podariť sa,вдатися
1042,geraten::V,dariť sa,опинитися
1043,öffnen::V,otvoriť,відкрити
1044,schließen::V,zavrieť,закрити
1045,stellen::V,postaviť,поставити
1046,setzen::V,posadiť,посадити
1047,legen::V,klásť,класти
1048,legen::V,položiť,класти
1049,berühren::V,dotykať sa,чіпати
1050,verbinden::V,spojiť,зв’язати
1051,bedecken::V,pokryť,покрити
1052,aufhängen::V,zavesiť,повісити
1053,anzünden::V,zapáliť,запалити
1054,aufheben::V,zdvihnúť,підняти
1055,zurücklassen::V,zanechať,залишити
1056,verlieren::V,stratiť,загубити
1057,fallen lassen::V,pustiť,упустити
1058,machen::V,robiť,зробити
1059,herstellen::V,vyrobiť,виготовити
1060,bauen::V,stavať,будувати
1061,bauen::V,budovať,будувати
1062,reparieren::V,opraviť,лагодити
1063,verbessern::V,zlepšiť,поліпшити
1064,ändern::V,zmeniť,змінити
1065,ändern::V,preinačiť,змінити
1066,graben::V,ryť,копати
1067,graben::V,kopať,копати
1068,beugen::V,ohnúť,зігнути
1069,biegen::V,ohnúť,погнути
1070,drehen::V,točiť,вертіти
1071,drehen::V,krútiť,вертіти
1072,wenden::V,obrátiť,повернути
1073,wenden::V,prevrátiť,повернути
1074,umdrehen::V,otočiť,перевернути
1075,umdrehen::V,obrátiť,перевернути
1076,heben::V,dvíhať,піднімати
1077,heben::V,povzniesť,піднімати
1078,hochheben::V,zdvihnúť,підняти
1079,ergreifen::V,uchopiť sa,схопити
1080,halten::V,držať,тримати
1081,drücken::V,tisnúť,натискати
1082,schieben::V,posunovať,пхати
1083,schieben::V,posunovať,штовхати
1084,kratzen::V,škrabať,шкребти
1085,lecken::V,lízať,лизати
1086,beißen::V,kúsať,кусати
1087,abreißen::V,odtrhnúť,відірвати
1088,abschneiden::V,odrezať,відрізати
1089,abschneiden::V,odkrojiť,відрізати
1090,binden::V,zaviazať,в’язати
1091,binden::V,priviazať,в’язати
1092,stecken::V,strčiť,увіткнути
1093,brechen::V,zlomiť,зламати
1094,klopfen::V,tĺcť,стукати
1095,klopfen::V,klopať,стукати
1096,hauen::V,nabiť,бити
1097,kleben::V,lepiť,клеїти
1098,kleben::V,nalepiť,клеїти
1099,reiben::V,trieť,терти
1100,streichen::V,namazať,намазати
1101,schleifen::V,ostríť,точити
1102,schneiden::V,rezať,різати
1103,schneiden::V,strihať,різати
1104,rütteln::V,triasť,хитати
1105,rütteln::V,lomcovať,хитати
1106,schütteln::V,triasť,трясти
1107,schütteln::V,potriasť,трясти
1108,schwenken::V,mávať,махати
1109,schütten::V,sypať,налити
1110,füllen::V,plniť,наповнити
1111,einwickeln::V,zabaliť,загорнути
1112,tragen::V,niesť,нести
1113,schleppen::V,vliecť,тягти
1114,ziehen::V,ťahať,тягнути
1115,aufbewahren::V,uložiť,зберігати
1116,aufbewahren::V,uschovať,зберігати
1117,werfen::V,hodiť,кидати
1118,werfen::V,vrhnúť,кидати
1119,fangen::V,chytať,ловити
1120,packen::V,baliť,схопити
1121,packen::V,chytiť,схопити
1122,verstecken::V,skryť,сховати
1123,verstecken::V,schovať,сховати
1124,teilen::V,podeliť,розділити
1125,teilen::V,rozdeliť,розділити
1126,schicken::V,posielať,посилати
1127,bringen::V,priniesť,принести
1128,hinzufügen::V,pripojiť,додати
1129,bekommen::V,dostať,дістати
1130,erhalten::V,prijať,одержати
1131,nehmen::V,vziať,взяти
1132,wählen::V,voliť,вибрати
1133,auswählen::V,vybrať,відібрати
1134,auswählen::V,vyvoliť,відібрати
1135,bewahren::V,zachovať,зберегти
1136,behindern::V,zavadzať,перешкоджати
1137,behindern::V,byť v ceste,перешкоджати
1138,verderben::V,skaziť,зіпсувати
1139,beschädigen::V,ublížiť,зашкодити
1140,beschädigen::V,poškodiť,зашкодити
1141,zerbrechen::V,rozbiť,розбити
1142,zerbrechen::V,prelomiť,розбити
1143,zerreißen::V,pretrhnúť,розірвати
1144,zerstören::V,zničiť,зруйнувати
1145,verbrennen::V,spáliť,спалити
1146,geben::V,dať,дати
1147,reichen::V,podať,передати
1148,schenken::V,darovať,дарувати
1149,versprechen::V,sľúbiť,обіцяти
1150,wünschen::V,želať,бажати
1151,loben::V,chváliť,хвалити
1152,küssen::V,bozkať,цілувати
1153,wiegen::V,kolísať,качати
1154,zudecken::V,prikryť,накрити
1155,wecken::V,zobudiť,розбудити
1156,zeigen::V,ukázať,показати
1157,führen::V,viesť,вести
1158,lehren::V,učiť,вчити
1159,unterrichten::V,vyučovať,викладати
1160,aufziehen::V,vychovať,виховати
1161,leiten::V,viesť,керувати
1162,antreiben::V,popudiť,підганяти
1163,lassen::V,dať,змусити
1164,einladen::V,pozvať,запросити
1165,einladen::V,povolať,запросити
1166,vereinigen::V,spojiť,об’єднати
1167,vereinigen::V,zjednotiť,об’єднати
1168,besuchen::V,navštíviť,завітати
1169,besuchen::V,navštíviť,відвідати
1170,treffen::V,stretnúť,зустріти
1171,sich versammeln::V,zhromaždiť sa,зібратися
1172,spielen::V,hrať,грати
1173,singen::V,spievať,співати
1174,tanzen::V,tancovať,танцювати
1175,sich trennen::V,rozísť sa,розлучитися
1176,verlassen::V,opustiť,покинути
1177,retten::V,zachrániť,врятувати
1178,bewachen::V,strážiť,охороняти
1179,schützen::V,chrániť,уберігати
1180,verteidigen::V,brániť,захистити
1181,sich schlagen::V,biť sa,битися
1182,sich schlagen::V,biť sa,дратися
1183,schießen::V,streliť,стріляти
1184,schießen::V,strieľať,стріляти
1185,siegen::V,zvíťaziť,перемогти
1186,ärgern::V,hnevať,сердити
1187,ärgern::V,zlostiť,сердити
1188,schlagen::V,biť,ударити
1189,schlagen::V,udrieť,ударити
1190,treten::V,kopnúť,штовхати
1191,stechen::V,bodnúť,вколоти
1192,stechen::V,pichnúť,вколоти
1193,stoßen::V,udrieť,штовхнути
1194,stehlen::V,kradnúť,украсти
1195,stören::V,vyrušiť,перешкодити
1196,belästigen::V,obťažovať,докучати
1197,verbergen::V,skryť,сховати
1198,täuschen::V,sklamať,обдурити
1199,betrügen::V,klamať,зшахраювати
1200,betrügen::V,podvádzať,зшахраювати
1201,töten::V,zabiť,убити
1202,töten::V,usmrtiť,убити
1203,wohnen::V,bývať,жити
1204,wohnen::V,bývať,мешкати
1205,arbeiten::V,pracovať,працювати
1206,sammeln::V,zbierať,зібрати
1207,pflücken::V,trhať,зривати
1208,pflücken::V,oberať,зривати
1209,jagen::V,poľovať,полювати
1210,fischen::V,loviť ryby,рибалити
1211,fischen::V,chytať ryby,рибалити
1212,fassen::V,uloviť,піймати
1213,hüten::V,pásť,пасти
1214,treiben::V,hnať,гнати
1215,anbinden::V,priviazať,прив’язати
1216,füttern::V,kŕmiť,годувати
1217,füttern::V,kŕmiť,харчувати
1218,melken::V,dojiť,доїти
1219,hacken::V,seknúť,рубати
1220,gießen::V,polievať,полити
1221,reifen::V,dozrieť,дозріти
1222,zubereiten::V,pripraviť,зготовити
1223,zubereiten::V,pripraviť,приготувати
1224,kochen::V,variť,варити
1225,kochen::V,variť,готувати
1226,backen::V,piecť,пекти
1227,backen::V,smažiť,пекти
1228,braten::V,piecť,смажити
1229,braten::V,pražiť,смажити
1230,umrühren::V,pomiešať,переміщати
1231,stricken::V,pliesť,в’язати
1232,nähen::V,šiť,шити
1233,färben::V,zafarbiť,пофарбувати
1234,reinigen::V,čistiť,очистити
1235,waschen::V,myť,мити
1236,abwischen::V,utrieť,витерти
1237,spülen::V,vyplachovať,полоскати
1238,fegen::V,zametať,підмітати
1239,kehren::V,zametať,мести
1240,baden::V,kúpať sa,купатися
1241,sich waschen::V,umývať sa,митися
1242,ausziehen::V,zobliecť,зняти
1243,anziehen::V,obliecť,надіти
1244,sich anziehen::V,obliecť sa,одягтися
1245,sich anziehen::V,obliecť sa,одягнутися
1246,kämmen::V,česať,зачесати
1247,schmücken::V,ozdobiť,оздобити
1248,sagen::V,povedať,сказати
1249,sprechen::V,hovoriť,говорити
1250,reden::V,rozprávať,розмовляти
1251,sich unterhalten::V,rozprávať sa,бесідувати
1252,fragen::V,spýtať sa,запитати
1253,bitten::V,prosiť,просити
1254,erzählen::V,rozprávať,розповісти
1255,mitteilen::V,oznámiť,повідомити
1256,nennen::V,nazvať,назвати
1257,nennen::V,menovať,назвати
1258,rufen::V,volať,кликати
1259,rufen::V,zavolať,кликати
1260,prahlen::V,vystatovať sa,хвалитися
1261,übersetzen::V,preložiť,перекласти
1262,denken::V,myslieť,думати
1263,denken::V,myslieť,мислити
1264,glauben::V,veriť,вірити
1265,bemerken::V,podotknuť,помітити
1266,bemerken::V,spozorovať,помітити
1267,erkennen::V,poznať,пізнати
1268,begreifen::V,pochopiť,осягнути
1269,begreifen::V,porozumieť,осягнути
1270,verstehen::V,rozumieť,почути
1271,lernen::V,učiť sa,навчатися
1272,wissen::V,vedieť,знати
1273,sich erinnern an::V,pamätať si na,пам’ятати
1274,vergessen::V,zabudnuť,забути
1275,messen::V,merať,міряти
1276,zählen::V,počítať,лічити
1277,rechnen::V,rátať,рахувати
1278,rechnen::V,počítať,рахувати
1279,lesen::V,čítať,читати
1280,malen::V,maľovať,малювати
1281,zeichnen::V,kresliť,рисувати
1282,schreiben::V,písať,писати
1283,besitzen::V,mať,мати
1284,besitzen::V,vlastniť,мати
1285,kaufen::V,kúpiť,купити
1286,verkaufen::V,predať,продати
1287,bezahlen::V,zaplatiť,заплатити
1288,zahlen::V,platiť,платити
1289,beherrschen::V,ovládať,володіти
1290,ertragen::V,znášať,витерпіти
1291,ertragen::V,vydržať,витерпіти
