,Concept_ID,ta,mn
676,kräftig::A,வலிமையான,чийрэг
677,stark::A,பலமான,хүчтэй
678,stark::A,பலமான,чадалтай
679,schwach::A,பலவீனமான,сул
680,fett::A,பருமனாக,тарган
681,fett::A,பருமனாக,голигор
682,schlank::A,ஒல்லியான,голшиг
683,hübsch::A,அழகிய,сайхан
684,hübsch::A,அழகிய,хөөрхөн
685,böse::A,கேடு விளைவிக்கும்,муу
686,böse::A,கேடு விளைவிக்கும்,хортой
687,dumm::A,முட்டாள்தனமான,тэнэг
688,faul::A,சோம்பலான,залхуу
689,fleißig::A,ஊக்கந்தளராத,чармайлтгай
690,geizig::A,கஞேசத்தனமான,харамч
691,klug::A,சாதுரியமான,цэцэн
692,geschickt::A,திறமையள்ள,дүйтэй
693,lieb::A,அன்புக்குரிய,хайрт
694,lustig::A,களிப்புமிக்க,цэнгэлтэй
695,sanft::A,சாதுவான,наалинхай
696,hungrig::A,பசியுடன்,өлөн
697,hungrig::A,பசியுடன்,өлссөн
698,krank::A,நோயுற்று,өвчтэй
699,nackt::A,ஆடையற்ற,нүцгэн
700,traurig::A,சோகமான,гунигт
701,lebendig::A,பிழைப்பு,амьд
702,lebendig::A,பிழைப்பு,амьтай
703,gut::A,நல்ல,сайн
704,schlecht::A,கெட்ட,муу
705,schlecht::A,கெட்ட,өөдгүй
706,richtig::A,சரியான,зөв
707,richtig::A,சரியான,зүйтэй
708,schlimm::A,அருவருப்பான,муухай
709,wahr::A,உண்மையான,үнэн
710,wahr::A,உண்மையான,жинхэнэ
711,alt::A,பழைய,хуучин
712,neu::A,புதிய,шинэ
713,ehemalig::A,முன்நாள்,агсан
714,ehemalig::A,முன்நாள்,байсан
715,alt[Lebewesen]::A,வயதான,өвгөн
716,alt[Lebewesen]::A,வயதான,хижээл
717,jung::A,இளமையான,залуу
718,arm::A,ஏழ்மையான,ядуу
719,reich::A,செல்வம் படைத்த,баян
720,reich::A,செல்வம் படைத்த,баялаг
721,bekannt::A,பழக்கப்பட்ட,танил
722,berühmt::A,புகழ்பெற்ற,цуутай
723,berühmt::A,புகழ்பெற்ற,алдартай
724,fremd::A,அயல் நாட்டு,харь
725,fremd::A,அயல் நாட்டு,гадаад
726,verschieden::A,வித்தியாசமான,ондоо
727,verschieden::A,வித்தியாசமான,янз янзын
728,nah::A,பக்கத்தில் உள்ள,ойрын
729,nah::A,பக்கத்தில் உள்ள,дөтийн
730,fern::A,தொலை தூரத்தில்,холын
731,linker::A,மீந்திருக்கும்,буруу
732,rechter::A,வலதுபக்கம்,баруун
733,anderer::A,மற்ற,өөр
734,anderer::A,மற்ற,нөгөө
735,erster::A,முதனமையான,нэгдэх
736,erster::A,முதனமையான,нэгдүгээр
737,zweiter::A,இரண்டாவது,хоёрдугаар
738,dritter::A,மூன்றாவது,гуравдугаар
739,letzter::A,கடைசி,сүүлийн
740,allein::ADV,தனியாக,ганцаараа
741,auf einmal::ADV,தடீரென்று,нэгмөсөн
742,zusammen::ADV,சேர்ந்து,цуг
743,zusammen::ADV,சேர்ந்து,хамт
744,lange::ADV,அதிக நோம்,удаан
745,plötzlich::ADV,தடீரென்று,гэнэт
746,sofort::ADV,உடனடியாக,дороо
747,später::ADV,பிறகு,дараа
748,jetzt::ADV,இப்பொழது,өнөө
749,heute::ADV,இன்று,өнөө
750,heute::ADV,இன்று,өнөөдөр
751,morgen::ADV,நாளைக்கு,маргааш
752,morgen::ADV,நாளைக்கு,маргаадар
753,bald::ADV,சீக்கிரம்,түргэн
754,bald::ADV,சீக்கிரம்,удахгүй
755,dann::ADV,அப்பொழுது,хожим
756,dann::ADV,அப்பொழுது,тэгээд
757,gestern::ADV,நேற்று,өчигдөр
758,einst::ADV,ஒரே முறை,нэг
759,damals::ADV,அப்பொழுது,тэгэхэд
760,danach::ADV,பிற்பாடு,тэгээд
761,danach::ADV,பிற்பாடு,дараа нь
762,vorher::ADV,முன்பாக,урьд
763,zuerst::ADV,முதலில்,анх
764,zuerst::ADV,முதலில்,эхлээд
765,einmal::ADV,ஒரே முறை,нэг удаа
766,manchmal::ADV,சில நேரங்களில்,хааяа
767,manchmal::ADV,சில நேரங்களில்,заримдаа
768,oft::ADV,அடிக்கடி,олонтоо
769,immer::ADV,எப்பொழுதும்,байнга
770,niemals::ADV,ஒருபோதும் இல்லை,хэзээ ч
771,niemals::ADV,ஒருபோதும் இல்லை,хэдийд ч
772,hier::ADV,இங்கே,энд
773,hierhin::ADV,இவ்விடத்திற்கு,нааш
774,von hier::ADV,இனி,эндээс
775,dort::ADV,அங்கே,тэнд
776,dorthin::ADV,அவ்விடத்திற்கு,тийш
777,geradeaus::ADV,முன்னாலிருக்கும்,шулуун
778,vorwärts::ADV,முன்புறமாக,урагшаа
779,rückwärts::ADV,பின்னோக்கி,буцаан
780,rückwärts::ADV,பின்னோக்கி,сөөргөө
781,zurück::ADV,பின்பக்கம்,буцаж
782,zurück::ADV,பின்பக்கம்,гэдрэг
783,unten::ADV,கீழாக,дор
784,hinab::ADV,கீழ் நோக்கி,уруу
785,oben::ADV,மேலே,дээр
786,hinauf::ADV,மேலே,өөд
787,hinauf::ADV,மேலே,дээш
788,überall::ADV,எல்லா இடத்திலும்,хааяагүй
789,überall::ADV,எல்லா இடத்திலும்,энд тэндгүй
790,nicht::ADV,இல்லை,эс
791,nicht::ADV,இல்லை,-гүй
792,ein wenig::ADV,கொஞ்சம்,жаахан
793,kaum::ADV,அரிதாக,арай
794,kaum::ADV,அரிதாக,арай гэж
795,sehr::ADV,மிக்க,тун
796,so::ADV,மிகவும்,тэгж
797,so::ADV,மிகவும்,ингээд
798,noch::ADV,இப்பொழுதும்,дахин
799,noch::ADV,இப்பொழுதும்,дахиад
800,nur::ADV,மட்டும்,зөвхөн
801,nur::ADV,மட்டும்,гагцхүү
802,schon::ADV,ஏற்கனவே,нэгэнт
803,wieder::ADV,மறுபடியும்,дахин
804,wieder::ADV,மறுபடியும்,дахиад
805,vergebens::ADV,வீண்,хий
806,vor::PRP,முன்,өмнө
807,hinter::PRP,பின்பக்கம்,ард
808,unter::PRP,கீழே,доор
809,durch::PRP,ஊடே,дундуур
810,neben::PRP,அடுத்து,хажууд
811,zwischen::PRP,இடையில்,завсар
812,zwischen::PRP,இடையில்,хооронд
813,wegen::PRP,ஏனெனில்,төлөө
814,wegen::PRP,ஏனெனில்,дээрээс
815,dies::PRN,இது,энэ
816,das::PRN,அது,тэр
817,alles::PRN,ஒவ்வொன்றும்,цөм
818,alles::PRN,ஒவ்வொன்றும்,бүгд
819,ich::PRN,நான்,би
820,du::PRN,நீ,чи
821,er::PRN,அவன்,тэр
822,er::PRN,அவன்,тэр хүн
823,wir::PRN,நாம்,бид
824,wir::PRN,நாங்கள்,бид
825,ihr::PRN,நீங்கள்,та нар
826,sie::PRN,அவர்கள்,тэд
827,was::FPRN,என்ன,юу
828,wer::FPRN,யார்,хэн
829,wo::FADV,எங்கே,хаа
830,wo::FADV,எங்கே,хаана
831,wohin::FADV,எதற்கு,хааш
832,wohin::FADV,எதற்கு,хаана
833,wie::FADV,எப்படி,яаж
834,wie::FADV,எப்படி,хэрхэн
835,warum::FADV,ஏன்,юунд
836,warum::FADV,ஏன்,яагаад
837,wieviel::FNUM,எவ்வளவு,хэдий
838,wieviel::FNUM,எவ்வளவு,хэд
839,eins::NUM,ஒன்று,нэг
840,zwei::NUM,இரண்டு,хоёр
841,drei::NUM,மூன்று,гурав
842,vier::NUM,நான்கு,дөрөв
843,fünf::NUM,ஐந்து,тав
844,sechs::NUM,ஆறு,зургаа
845,sieben::NUM,ஏழு,долоо
846,acht::NUM,எட்டு,найм
847,neun::NUM,ஒன்பது,ес
848,zehn::NUM,பத்து,арав
849,elf::NUM,பதினொன்று,арван нэг
850,zwölf::NUM,பன்னிரண்டு,арван хоёр
851,zwanzig::NUM,இருபது,хорь
852,dreißig::NUM,முப்பது,гуч
853,vierzig::NUM,நாற்பது,дөч
854,fünfzig::NUM,ஐமபது,тавь
855,sechzig::NUM,அறுபது,жар
856,siebzig::NUM,எழுபது,дал
857,achtzig::NUM,எண்பது,ная
858,neunzig::NUM,தொன்னூறு,ер
859,hundert::NUM,நூறு,зуу
860,tausend::NUM,ஆயிரம்,мянга
861,und::CNJ,மற்றும்,ч
862,und::CNJ,மற்றும்,болон
863,oder::CNJ,அல்லது,буюу
864,stehen::V,நில்,зогсох
865,sitzen::V,உட்கார்,суух
866,liegen::V,படு,хэвтэх
867,hängen::V,தொங்கச் செய்,өлгөөтэй байх
868,hängen::V,தொங்கச் செய்,дүүжлээтэй байх
869,werden::V,ஆகு,болох
870,passieren::V,நிகழ்,тохиох
871,beginnen::V,ஆரம்பி,эхлэх
872,enden::V,முடி,дүүрэх
873,wechseln::V,மாற்று,хувирах
874,aufgehen[Sonne]::V,உயர எழு,мандах
875,untergehen[Sonne]::V,பொறுத்து,жаргах
876,scheinen[Sonne]::V,பிரகாசி,гэрэлтэх
877,donnern::V,இடி,дуугарах
878,wehen::V,வீசு,салхилах
879,wehen::V,வீசு,хөөрөгдөх
880,strömen::V,பாயதல்,гүйх
881,strömen::V,பாயதல்,урсах
882,fließen::V,நீரோட்டம் போக்கில் போ,урсах
883,sich drehen::V,சுழல்,эргэлдэх
884,schwanken::V,தள்ளாடு,хэлбэлзэх
885,schwingen::V,ஆடு,ганхах
886,schwingen::V,ஆடு,хэлбэлзэх
887,fallen::V,விழு,унах
888,brennen::V,எரி,шатах
889,rauchen::V,பகை பிடி,баагих
890,regnen::V,மழை பெய்,бороо орно
891,gefrieren::V,உறைந்துவிடு,хөлдөх
892,tauen::V,உருகு,хайлах
893,schmelzen::V,உருகு,уярах
894,trocknen::V,உலர்த்து,хатах
895,sieden::V,கொதிக்க வை,буцлах
896,sieden::V,கொதிக்க வை,даргилах
897,faulen::V,அழுகச் செய்,үжрэх
898,faulen::V,அழுகச் செய்,өмхийрөх
899,verfaulen::V,அழுகச் செய்,бээх
900,verfaulen::V,அழுகச் செய்,өгрөх
901,reißen::V,திடீரென அறு,цуурах
902,versinken::V,மூழ்கு,живэх
903,vergehen::V,கடந்துசெல்,нөгчих
904,vergehen::V,கடந்துசெல்,өнгөрөх
905,erscheinen::V,தோன்றச்,гарах
906,erscheinen::V,தோன்றச்,бултайх
907,verschwinden::V,மறைந்து போ,далд орох
908,verschwinden::V,மறைந்து போ,алга болох
909,sinken::V,பதைவுறு,татрах
910,sinken::V,பதைவுறு,доошлох
911,abnehmen::V,குறை,багасах
912,abnehmen::V,குறை,хорогдох
913,zunehmen::V,உயர்த்து,ихсэх
914,steigen::V,உயர எழு,нэмэгдэх
915,wachsen::V,வளர்,өсөх
916,wachsen::V,வளர்,ургах
917,glänzen::V,மிளிர்,гилгэнэх
918,glänzen::V,மிளிர்,гилбэгнэх
919,funkeln::V,பிரகாசி,гялжах
920,funkeln::V,பிரகாசி,гялалзах
921,lärmen::V,கொம்பு,шуугих
922,läuten::V,மணியொலியிசை,цохих
923,klingeln::V,மணி அடி,хонхдох
924,klingeln::V,மணி அடி,дуугарах
925,klirren::V,கிலுங்கு,хангир жингэр хийх
926,brausen::V,இரைதல்,бургилах
927,rauschen::V,சலசலப்பு,сэржигнэх
928,klingen::V,சிலம்புதல்,хангинах
929,bellen::V,குரை,хуцах
930,heulen::V,ஊளையிடு,улих
931,blasen::V,ஊது,үлзэх
932,pfeifen::V,சீழ்க்கை எழப்பு,исгэрэх
933,schreien::V,கூச்சலிடு,хашгирах
934,stöhnen::V,வேதனை,ёолох
935,stöhnen::V,வேதனை,гэнгэнэх
936,zittern::V,நடுங்கு,дагжих
937,leben::V,உயிருடனிரு,амьдрах
938,geboren werden::V,பிற,төрөх
939,atmen::V,சுவாசி,амьсгалах
940,trinken::V,குடி,уух
941,essen::V,சாப்பிடு,идэх
942,schlucken::V,முழுங்கு,залгих
943,müde werden::V,கையயர்தல்,ядрах
944,einschlafen::V,தூங்க,унтчих
945,schlafen::V,தூங்கு,унтах
946,aufwachen::V,எழுப்பு,сэрэх
947,aufstehen::V,எழுந்திரு,босох
948,sich erholen::V,இளைப்பாறு,амрах
949,krank werden::V,விழுதல்,өвдөж эхлэх
950,krank sein::V,நருக்கலாயிருக்க,өвдөх
951,schmerzen::V,நோவுறு,өвдөх
952,schmerzen::V,நோவுறு,шархирах
953,husten::V,இருமு,ханиах
954,genesen::V,குணம் அடை,засрах
955,sterben::V,மரணமடை,үхэх
956,sterben::V,மரணமடை,нас барах
957,umkommen::V,நசி,үхэх
958,sich bewegen::V,நகர்த்து,хөдлөх
959,sich rühren::V,அசை,хөдлөх
960,sich erheben::V,எழுந்து நில்,босох
961,sich setzen::V,உட்கார்,суух
962,hinfallen::V,விழு,ойчих
963,laufen::V,நட,явган явах
964,schreiten::V,கவடுவைத்தல்,алхах
965,spazierengehen::V,உலவு,зугаалах
966,eilen::V,விரைந்து,хурдлах
967,sich beeilen::V,அவசரப்படுத்து,яарах
968,sich beeilen::V,அவசரப்படுத்து,шамдах
969,sausen::V,விரைந்து செல்,давхих
970,rennen::V,ஓடு,гүйх
971,springen::V,குதி,харайх
972,springen::V,குதி,дэвхрэх
973,klettern::V,ஏறு,авирах
974,schaukeln::V,தள்ளாடு,ганхалзах
975,kriechen::V,மெதுவாக நடந்து செல்,мөлхөх
976,schwimmen::V,நீந்து,сэлэх
977,tauchen::V,மூழ்கி நீச்சலடி,шунгах
978,rudern::V,துடுப்புப் போடு,сэлүүрдэх
979,fahren::V,ஓட்டு,явах
980,fliegen::V,பற,нисэх
981,gehen::V,போ,явах
982,weggehen::V,விலகிச் செல்,явах
983,abfahren::V,புறப்பட்டுச் செல்,одох
984,abfahren::V,புறப்பட்டுச் செல்,хөдлөх
985,anhalten::V,நின்றுவிடு,зогсох
986,hineingehen::V,மறையச் செய்,орох
987,eintreten::V,நுழை,орох
988,kommen::V,வா,ирэх
989,ankommen::V,வநது சேர்,хүрэх
990,zurückkommen::V,திரும்பி வா,харих
991,zurückkommen::V,திரும்பி வா,буцаж ирэх
992,bleiben::V,இரு,үлдэх
993,warten::V,தாமதி,хүлээх
994,erwarten::V,எதிர்நோக்கு,хүлээх
995,suchen::V,தேடு,эрэх
996,suchen::V,தேடு,бэдрэх
997,finden::V,கண்டுபிடி,олох
998,versuchen::V,முயற்சி செய்,оролдох
999,vorbereiten::V,ஆயத்தம் செய்,бэлтгэх
1000,lieben::V,அன்பு செலுத்து,янаглах
1001,mögen::V,விரும்பு,таалах
1002,lachen::V,சிரி,инээх
1003,rühren::V,இதயத்தைத் தொடு,сэтгэл уяруулах
1004,weinen::V,அழு,уйлах
1005,schimpfen::V,சாபமிடு,хараах
1006,sich ärgern::V,கோப்பபடு,уурлах
1007,sich fürchten::V,பயப்படு,айх
1008,fürchten::V,பயப்படுத்து,айх
1009,fliehen::V,ஓடு,зугтах
1010,fliehen::V,ஓடு,гүйж очих
1011,flüchten::V,தப்பிவிடு,оргох
1012,sehen::V,பார்,үзэх
1013,anschauen::V,கூர்ந்து கவனி,харах
1014,ansehen::V,கவனி,харах
1015,hören::V,கேள்,дуулах
1016,zuhören::V,சுவைத்துப் பார்,чагнах
1017,probieren::V,ருசி,амсаж үзэх
1018,riechen::V,முகர்ந்து பார்,үнэрлэх
1019,fühlen::V,தொட்டுணர்,мэдрэх
1020,scheinen::V,காணப்படு,шиг үзэгдэх
1021,zu sehen sein::V,தோன்றுதல்,үзэгдэх
1022,zu sehen sein::V,தோன்றுதல்,харагдах
1023,vernehmen::V,கேள்,дуулах
1024,frieren::V,குதுகுதுகு,даарах
1025,tun::V,செய்,хийх
1026,tun::V,செய்,үйлдэх
1027,können::V,இயல்வது,болох
1028,wollen::V,விரும்பு,хүсэх
1029,anfangen::V,தொடங்கு,эхлэх
1030,beenden::V,முடி,дуусгах
1031,aufhören::V,நிறுத்து,болих
1032,aufhören::V,நிறுத்து,зогсох
1033,gelingen::V,வெற்றி,бүтэх
1034,geraten::V,ஏற்படுத்து,илрэх
1035,öffnen::V,திற,нээх
1036,öffnen::V,திற,тайлах
1037,schließen::V,மூடு,хаах
1038,stellen::V,வை,тавих
1039,stellen::V,வை,босгох
1040,setzen::V,வை,суулгах
1041,legen::V,பரப்பி வை,хийх
1042,legen::V,பரப்பி வை,тавих
1043,berühren::V,பதி,шүргэх
1044,verbinden::V,சேர்,залгах
1045,bedecken::V,உறைபோடு,бүрэх
1046,aufhängen::V,தொங்கவிடு,өлгөх
1047,aufhängen::V,தொங்கவிடு,дүүжлэх
1048,anzünden::V,எரியூட்டு,асаах
1049,anzünden::V,எரியூட்டு,ноцоох
1050,aufheben::V,பொறுக்கி எடு,өргөх
1051,zurücklassen::V,விட்டுச் செல்,орхих
1052,zurücklassen::V,விட்டுச் செல்,үлдээх
1053,verlieren::V,இழ,гээх
1054,fallen lassen::V,அளவில் குறைவு,унагах
1055,machen::V,தயார்செய்,хийх
1056,machen::V,தயார்செய்,гаргах
1057,herstellen::V,உற்பத்தி செய்,бүтээх
1058,bauen::V,கட்டு,барих
1059,reparieren::V,பழுது பார்,засах
1060,reparieren::V,பழுது பார்,сэлбэх
1061,verbessern::V,மேம்படுத்து,засах
1062,verbessern::V,மேம்படுத்து,сайжруулах
1063,ändern::V,மாற்றி அமை,өөрчлөх
1064,graben::V,குழி வெட்டு,малтах
1065,beugen::V,வனை,бөгтийлгөх
1066,biegen::V,வனை,матах
1067,biegen::V,வனை,муруйлгах
1068,drehen::V,சுழல்,эргүүлэх
1069,wenden::V,குடைகவிழு,эргүүлэх
1070,umdrehen::V,சுற்றும் முற்றும் பார்,хөрвүүлэх
1071,heben::V,தூக்கு,өргөх
1072,hochheben::V,தூக்கு,өргөх
1073,ergreifen::V,பறி,атгах
1074,halten::V,பிடித்துக் கொள்,барих
1075,drücken::V,அழுத்து,дарах
1076,schieben::V,தள்ளு,түлхэх
1077,kratzen::V,கீறு,хусах
1078,kratzen::V,கீறு,маажих
1079,lecken::V,நக்கு,долоох
1080,beißen::V,கடி,зуух
1081,beißen::V,கடி,хазах
1082,abreißen::V,கிழி,таслах
1083,abschneiden::V,வெட்டி எடு,тайрах
1084,binden::V,கட்டு,боох
1085,binden::V,கட்டு,хүлэх
1086,stecken::V,பதிய வை,шаах
1087,stecken::V,பதிய வை,шигтгэх
1088,brechen::V,உடை,хугалах
1089,klopfen::V,தட்டு,цохих
1090,klopfen::V,தட்டு,тогших
1091,hauen::V,அடி,дэлдэх
1092,kleben::V,ஒட்டு,наах
1093,reiben::V,தேய்,нухах
1094,reiben::V,தேய்,нидчих
1095,streichen::V,பரவச்செய்,нялах
1096,streichen::V,பரவச்செய்,түрхэх
1097,schleifen::V,அரை,билүүдэх
1098,schleifen::V,அரை,гуранздах
1099,schneiden::V,துண்டாக்கு,огтлох
1100,rütteln::V,மெல்ல தள்ளு,холхнулах
1101,schütteln::V,குலுக்கு,сэгсрэх
1102,schwenken::V,ஊஞ்சலாடு,дэвэх
1103,schwenken::V,ஊஞ்சலாடு,даллах
1104,schütten::V,ஊற்று,цутгах
1105,schütten::V,ஊற்று,аягалах
1106,füllen::V,நிரப்பு,дүүргэх
1107,einwickeln::V,சுற்று,боох
1108,einwickeln::V,சுற்று,ороох
1109,tragen::V,எடுத்துச் செல்,авчрах
1110,schleppen::V,இழுத்துச் செல்,чирэх
1111,ziehen::V,இழு,татах
1112,aufbewahren::V,வைத்துக் கொள்,хадгалах
1113,werfen::V,வீசி எறி,хаях
1114,werfen::V,வீசி எறி,шидэх
1115,fangen::V,பிடி,барих
1116,packen::V,பிடித்துக்கொள்,шүүрэх
1117,verstecken::V,மறை,нуух
1118,teilen::V,பாகங்களாகப் பிரி,хуваах
1119,schicken::V,அனுப்பு,илгээх
1120,schicken::V,அனுப்பு,явуулах
1121,bringen::V,கொண்டு வா,авчрах
1122,bringen::V,கொண்டு வா,аваачих
1123,hinzufügen::V,சேர்,нэмэх
1124,bekommen::V,பெறு,хүлээн авах
1125,erhalten::V,பெறு,хүлээн авах
1126,nehmen::V,எடு,авах
1127,wählen::V,தேர்ந்தெடு,сонгох
1128,auswählen::V,தேர்ல்தெடு,шилэх
1129,bewahren::V,கெடாது பேணு,гамнах
1130,behindern::V,தடங்கல் செய்,саад хийх
1131,behindern::V,தடங்கல் செய்,тотгор болох
1132,verderben::V,நாசமாக்கு,эвдэх
1133,beschädigen::V,சேதப்படுத்து,гэмтээх
1134,zerbrechen::V,உடை,хагалах
1135,zerbrechen::V,உடை,хага цохих
1136,zerreißen::V,கிழி,урах
1137,zerstören::V,அழி,эвдэх
1138,zerstören::V,அழி,сүйтгэх
1139,verbrennen::V,எரியூட்டு,шатаах
1140,geben::V,கொடு,өгөх
1141,reichen::V,வழங்கு,өгөх
1142,reichen::V,வழங்கு,дамжуулах
1143,schenken::V,மொயத்தல்,бэлэглэх
1144,versprechen::V,உறுதியளி,амлах
1145,wünschen::V,ஆசைப்படு,ерөөх
1146,loben::V,புகழ்ச்சி கூறு,магтах
1147,loben::V,புகழ்ச்சி கூறு,сайшаах
1148,küssen::V,முத்தமிடு,озох
1149,küssen::V,முத்தமிடு,үнсэх
1150,wiegen::V,ஆட்டுத்தல்,бүүвэйлэх
1151,zudecken::V,உறைபோடு,хучих
1152,zudecken::V,உறைபோடு,бүтээх
1153,wecken::V,எழுப்பு,сэрээх
1154,zeigen::V,காட்டு,үзүүлэх
1155,führen::V,வழிகாட்டி,хөтлөх
1156,lehren::V,சொல்லிக் கொடு,заах
1157,unterrichten::V,அறிவுரை கூறு,сургах
1158,aufziehen::V,வளர்,өсгөх
1159,aufziehen::V,வளர்,хүмүүжүүлэх
1160,leiten::V,அழைத்துச் செல்,удирдах
1161,antreiben::V,தூண்டு,шамдуулах
1162,lassen::V,விடு,-уулах
1163,einladen::V,அழை,залах
1164,vereinigen::V,ஒன்றாகச் சேர்,нэгтгэх
1165,vereinigen::V,ஒன்றாகச் சேர்,хамтруулах
1166,besuchen::V,வருகை புரி,зочлох
1167,treffen::V,சந்தி,учрах
1168,treffen::V,சந்தி,дайралдах
1169,sich versammeln::V,தொகுப்பு,хуралдах
1170,spielen::V,விளையாடு,наадах
1171,singen::V,பாடு,дуулах
1172,tanzen::V,நடனமாடு,бүжиглэх
1173,sich trennen::V,தனிப்படடுத்து,салах
1174,verlassen::V,கைவிடு,хаях
1175,retten::V,காப்பாற்று,гэтэлгэх
1176,bewachen::V,காவல் செய்,сахих
1177,schützen::V,பாதுகாப்பு செய்,хамгаалах
1178,verteidigen::V,எதிர்த்து நில்,хамгаалах
1179,sich schlagen::V,பூசலிடு,зодолдох
1180,schießen::V,சுட்டுக் கொல்,харвах
1181,schießen::V,சுட்டுக் கொல்,буу буудах
1182,siegen::V,வெற்றி பெறு,ялах
1183,ärgern::V,எரிச்சலூட்டு,уурлуулах
1184,ärgern::V,எரிச்சலூட்டு,уур хүргэх
1185,schlagen::V,அடி,цохих
1186,treten::V,உதை,өшиглөх
1187,stechen::V,கொட்டு,хатгах
1188,stoßen::V,நெருக்கு,ёврох
1189,stoßen::V,நெருக்கு,нудрах
1190,stehlen::V,திருடு,хулгайлах
1191,stören::V,தொல்லைகொடு,саад болох
1192,belästigen::V,தொல்லை கொடு,зовоох
1193,belästigen::V,தொல்லை கொடு,амраахгүй байх
1194,verbergen::V,மறை,нуух
1195,verbergen::V,மறை,далдлах
1196,täuschen::V,ஏமாற்று,мэхлэх
1197,betrügen::V,ஏமாற்று,хуурах
1198,töten::V,கொல்,алах
1199,wohnen::V,தங்கியிரு,суух
1200,wohnen::V,தங்கியிரு,амьдрах
1201,arbeiten::V,வேலை செய்,ажиллах
1202,arbeiten::V,வேலை செய்,хөдөлмөрлөх
1203,sammeln::V,ஒன்றுசேர்,түүх
1204,sammeln::V,ஒன்றுசேர்,хураах
1205,pflücken::V,கொய்து எடு,түүх
1206,jagen::V,வேட்டையாடு,агнах
1207,jagen::V,வேட்டையாடு,гөрөөлөх
1208,fischen::V,மீன் பிடி,загасчлах
1209,fischen::V,மீன் பிடி,загас барих
1210,fassen::V,பிடி,барих
1211,hüten::V,காவல் செய்,маллах
1212,hüten::V,காவல் செய்,хариулах
1213,treiben::V,ஓட்டு,туух
1214,anbinden::V,கட்டு,уях
1215,füttern::V,உணவளி,тэжээх
1216,melken::V,பால் கற,саах
1217,hacken::V,வெட்டி எடு,цавчих
1218,gießen::V,நீர்ப் பாய்ச்சு,услах
1219,reifen::V,பழு,боловсрох
1220,zubereiten::V,சமையல் செய்,бэлдэх
1221,kochen::V,வேகவை,чанах
1222,backen::V,வெப்பத்தில் வாட்டு,жигнэх
1223,braten::V,பொரியச் செய்,шарах
1224,braten::V,பொரியச் செய்,хайрах
1225,umrühren::V,கலக்கு,хутгах
1226,stricken::V,பின்னியிழை,нэхэх
1227,stricken::V,பின்னியிழை,сүлжих
1228,nähen::V,தையல் வேலை செய்,оёх
1229,färben::V,வண்ணம் பெறச் செய்,будах
1230,reinigen::V,சுத்தம் செய்,арилгах
1231,reinigen::V,சுத்தம் செய்,цэвэрлэх
1232,waschen::V,கழுவு,угаах
1233,abwischen::V,துடை,арчих
1234,spülen::V,அலசு,зайлах
1235,fegen::V,பெறுக்கு,хамах
1236,fegen::V,பெறுக்கு,шүүрдэх
1237,kehren::V,பெறுக்கு,шүүрдэх
1238,kehren::V,பெறுக்கு,туужуудах
1239,baden::V,குளி,усанд орох
1240,sich waschen::V,கழுவு,биеэ угаах
1241,ausziehen::V,கழற்று,тайлах
1242,anziehen::V,புனைதல்,өмсөх
1243,sich anziehen::V,உடுத்துதல்,хувцаслах
1244,kämmen::V,தலை வாரிக் கொள்,самнах
1245,schmücken::V,அழகுபடுத்து,гоёх
1246,schmücken::V,அழகுபடுத்து,чимэх
1247,sagen::V,சொல்,гэх
1248,sagen::V,சொல்,хэлэх
1249,sprechen::V,பேசு,ярих
1250,sprechen::V,பேசு,өгүүлэх
1251,reden::V,பெசு,хэлэх
1252,reden::V,பெசு,хөөрөлдөх
1253,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,ярилцах
1254,fragen::V,கேள்,асуух
1255,bitten::V,வேண்டு,гуйх
1256,erzählen::V,சொல்,өгүүлэх
1257,mitteilen::V,சொல்,дуулгах
1258,mitteilen::V,சொல்,мэдээлэх
1259,nennen::V,பெயரிடுதல்,нэрлэх
1260,rufen::V,கூச்சலிடு,дуудах
1261,prahlen::V,தற்பெருமை பேசு,бардах
1262,prahlen::V,தற்பெருமை பேசு,сайрхах
1263,übersetzen::V,மொழிபெயர்ப்பு செய்,орчуулах
1264,denken::V,யோசி,санах
1265,glauben::V,நம்பு,итгэх
1266,bemerken::V,கவனி,ажих
1267,bemerken::V,கவனி,ажиглах
1268,erkennen::V,அடையாளம் கண்டுகொள்,таних
1269,begreifen::V,பற்றிக்கொள்,ойлгох
1270,verstehen::V,புரிந்து கொள்,мэдэж авах
1271,lernen::V,கற்றுக்கொள்,сурах
1272,wissen::V,தெரிந்திரு,мэдэх
1273,sich erinnern an::V,நினைவு கூர்,дурсах
1274,vergessen::V,மற,мартах
1275,messen::V,அளவிடு,хэмжих
1276,zählen::V,எண்ணு,тоолох
1277,rechnen::V,கணக்கிடு,тооцоох
1278,lesen::V,படி,унших
1279,malen::V,வண்ணச்சித்திரம்,зурах
1280,zeichnen::V,வரை,дүрслэн бичих
1281,schreiben::V,எழுது,бичих
1282,besitzen::V,உடைமையாகக் கொண்டிரு,эзэмших
1283,kaufen::V,வாங்கு,худалдан авах
1284,verkaufen::V,விற்பனை செய்,худалдах
1285,bezahlen::V,இறுத்தல்,төлөх
1286,zahlen::V,பணம் செலுத்து,төлөх
1287,beherrschen::V,ஆட்சிசெய்,эзэмших
1288,ertragen::V,தாங்கு,тэсэх
