,Concept_ID,ru,br
821,rudern::V,грести,roeñvat
822,fahren::V,ехать,kas
823,fahren::V,ехать,bleniañ
824,fliegen::V,летать,nijal
825,gehen::V,идти,mont
826,weggehen::V,уйти,mont kuit
827,abfahren::V,отправиться,mont kuit
828,anhalten::V,остановиться,chom a-sav
829,hineingehen::V,входить,monet e-barzh
830,eintreten::V,войти,monet e-barzh
831,kommen::V,прийти,dont
832,ankommen::V,прибыть,erruout
833,zurückkommen::V,возвратиться,addonet
834,bleiben::V,остаться,chom
835,warten::V,ждать,gortoz
836,erwarten::V,ожидать,gortoz
837,suchen::V,искать,klask
838,finden::V,найти,kavout
839,versuchen::V,пытаться,klask
840,vorbereiten::V,подготовить,aozañ
841,lieben::V,любить,karout
842,mögen::V,любить,karout
843,lachen::V,смеяться,c'hoarzin
844,rühren::V,растрогать,tenerañ
845,weinen::V,плакать,gouelañ
846,schimpfen::V,ругаться,krozal
847,sich ärgern::V,сердиться,fachañ
848,sich ärgern::V,сердиться,en em fachañ
849,sich fürchten::V,бояться,
850,fürchten::V,бояться,
851,fliehen::V,убегать,tec'het
852,flüchten::V,убежать,tuzañ
853,sehen::V,видеть,gwelet
854,anschauen::V,посмотреть,sellout ouzh
855,ansehen::V,смотреть,sellout ouzh
856,hören::V,слышать,klevet
857,zuhören::V,слушать,selaou
858,probieren::V,пробовать,blasa
859,riechen::V,нюхать,klevet
860,fühlen::V,чувствовать,santout
861,scheinen::V,казаться,diskouez bezañ
862,zu sehen sein::V,виднеться,bezañ gwelus
863,vernehmen::V,услышать,merzhañ
864,frieren::V,мерзнуть,anoued
865,tun::V,делать,ober
866,können::V,мочь,gouzout
867,können::V,уметь,gouzout
868,wollen::V,хотеть,fellout da
869,wollen::V,хотеть,kaout c'hoant da
870,anfangen::V,начать,kregiñ
871,beenden::V,закончить,achuiñ
872,aufhören::V,перестать,paouez
873,gelingen::V,удаться,
874,geraten::V,оказаться,
875,öffnen::V,открыть,digeriñ
876,schließen::V,закрыть,serriñ
877,stellen::V,поставить,lakaat
878,setzen::V,посадить,lakaat
879,legen::V,класть,lakaat
880,berühren::V,трогать,touch
881,verbinden::V,связать,eren
882,bedecken::V,покрыть,goloiñ
883,aufhängen::V,повесить,istribilhañ
884,anzünden::V,зажечь,alumiñ
885,anzünden::V,зажечь,c'hwezzañ
886,aufheben::V,поднять,dastum
887,zurücklassen::V,оставить,lezel
888,verlieren::V,потерять,koll
889,fallen lassen::V,уронить,laoskel
890,fallen lassen::V,уронить,lezel da gouezhel
891,machen::V,сделать,ober
892,herstellen::V,изготовить,fardañ
893,bauen::V,строить,sevel
894,reparieren::V,чинить,adaozañ
895,verbessern::V,улучшить,gwellaat
896,ändern::V,изменить,cheñch
897,graben::V,копать,kleuzañ
898,beugen::V,согнуть,plegañ
899,biegen::V,погнуть,krommañ
900,drehen::V,вертеть,treiñ
901,wenden::V,повернуть,treiñ
902,umdrehen::V,перевернуть,treiñ
903,heben::V,поднимать,sevel
904,hochheben::V,поднять,sevel
905,ergreifen::V,схватить,kemer
906,halten::V,держать,dalc'hen
907,drücken::V,нажимать,bountañ
908,schieben::V,толкать,poulzañ
909,kratzen::V,скрести,skrabat
910,lecken::V,лизать,lipat
911,beißen::V,кусать,kregiñ
912,abreißen::V,оторвать,diframmañ
913,abschneiden::V,отрезать,troc'hañ
914,binden::V,вязать,stagañ
915,stecken::V,воткнуть,sankañ
916,brechen::V,сломать,darnaouiñ
917,klopfen::V,стучать,skoiñ
918,hauen::V,бить,dornañ
919,kleben::V,клеить,pegañ
920,reiben::V,тереть,taravat
921,reiben::V,тереть,trekiñ
922,streichen::V,намазать,toazañ
923,schleifen::V,точить,lemmañ
924,schneiden::V,резать,troc'hañ
925,rütteln::V,шатать,tordorosañ
926,schütteln::V,трясти,hejañ
927,schwenken::V,махать,
928,schütten::V,налить,diskargañ
929,füllen::V,наполнить,kargañ
930,einwickeln::V,завернуть,gronnañ
931,tragen::V,нести,dougen
932,schleppen::V,тащить,stlejal
933,ziehen::V,тянуть,sachañ
934,aufbewahren::V,хранить,miret
935,werfen::V,бросать,teuler
936,fangen::V,ловить,tapañ
937,packen::V,схватить,krapat
938,verstecken::V,спрятать,kuzhat
939,teilen::V,разделить,rannañ
940,schicken::V,посылать,kas
941,bringen::V,принести,degas
942,hinzufügen::V,добавить,lakat ouzhpenn
943,bekommen::V,достать,kaout
944,erhalten::V,получить,kaout
945,nehmen::V,взять,kemer
946,wählen::V,выбрать,choaz
947,auswählen::V,отобрать,dibab
948,bewahren::V,сохранить,mirout
949,behindern::V,препятствовать,diaezañ
950,verderben::V,испортить,lovrañ
951,beschädigen::V,повредить,gwallegañ
952,zerbrechen::V,разбить,torriñ
953,zerreißen::V,разорвать,diroegiñ
954,zerstören::V,разрушить,distrujañ
955,verbrennen::V,сжечь,deviñ
956,geben::V,дать,reiñ
957,reichen::V,передать,
958,schenken::V,дарить,donezonañ
959,versprechen::V,обещать,prometiñ
960,wünschen::V,желать,hetiñ
961,loben::V,хвалить,feurmiñ
962,küssen::V,целовать,pokat
963,wiegen::V,качать,pouezañ
964,zudecken::V,накрыть,goloiñ
965,wecken::V,разбудить,dihuniñ
966,zeigen::V,показать,diskouez
967,führen::V,вести,kas
968,lehren::V,учить,deskiñ
969,unterrichten::V,преподавать,kelenn
970,aufziehen::V,воспитать,
971,leiten::V,руководить,bleinañ
972,antreiben::V,подгонять,poulzañ
973,lassen::V,заставить,leuskel
974,einladen::V,пригласить,pediñ
975,vereinigen::V,объединить,unisañ
976,besuchen::V,посетить,gweladenniñ
977,treffen::V,встретить,kejal
978,treffen::V,встретить,ankontrañ
979,sich versammeln::V,собраться,bodennañ
980,spielen::V,играть,c'hoari
981,singen::V,петь,kanañ
982,tanzen::V,плясать,dañsal
983,tanzen::V,танцевать,dañsal
984,sich trennen::V,расстаться,dispartiañ
985,verlassen::V,покинуть,lezel
986,retten::V,спасти,saveteiñ
987,bewachen::V,охранять,mesa
988,schützen::V,уберегать,diwall
989,verteidigen::V,защитить,difenn
990,sich schlagen::V,драться,lopañ
991,schießen::V,стрелять,
992,siegen::V,победить,trec'hiñ
993,ärgern::V,сердить,hegasiñ
994,schlagen::V,ударить,skeiñ
995,treten::V,пинать,botaouiñ
996,stechen::V,уколоть,pikat
997,stoßen::V,толкнуть,stokañ
998,stehlen::V,украсть,laerezh
999,stören::V,помешать,direnkañ
1000,belästigen::V,надоедать,dregasiñ
1001,verbergen::V,скрыть,skoachañ
1002,täuschen::V,обмануть,tromplañ
1003,betrügen::V,смошенничать,lorbañ
1004,töten::V,убить,lazhañ
1005,wohnen::V,проживать,bezañ o chom
1006,arbeiten::V,работать,labourat
1007,sammeln::V,собрать,dastum
1008,pflücken::V,рвать,kuntuilhañ
1009,pflücken::V,срывать,kuntuilhañ
1010,jagen::V,охотиться,chaseal
1011,fischen::V,рыбачить,pesketa
1012,fassen::V,поймать,pakañ
1013,hüten::V,пасти,geota
1014,treiben::V,гнать,
1015,anbinden::V,привязать,stagañ
1016,füttern::V,кормить,boueta
1017,melken::V,доить,goro
1018,hacken::V,рубить,difrakal
1019,gießen::V,полить,dourañ
1020,reifen::V,созреть,azviñ
1021,zubereiten::V,приготовить,keginañ
1022,kochen::V,варить,poazhañ
1023,backen::V,печь,fritañ
1024,braten::V,жарить,rostañ
1025,umrühren::V,перемешать,
1026,stricken::V,вязать,stammañ
1027,nähen::V,шить,gwriat
1028,färben::V,покрасить,livañ
1029,reinigen::V,очистить,naetañ
1030,waschen::V,стирать,gwalc'hiñ
1031,abwischen::V,вытереть,torchañ
1032,spülen::V,полоскать,disgwalc'hiñ
1033,fegen::V,подметать,skubañ
1034,kehren::V,мести,skubañ
1035,baden::V,купаться,kouronkañ
1036,sich waschen::V,мыться,en em walc'hiñ
1037,ausziehen::V,снять,
1038,anziehen::V,надеть,
1039,sich anziehen::V,одеться,gwiskañ
1040,kämmen::V,причесать,kribat
1041,schmücken::V,украсить,kinklañ
1042,sagen::V,сказать,larêt
1043,sagen::V,сказать,lavaret
1044,sprechen::V,говорить,komz
1045,reden::V,разговаривать,kaozeal
1046,sich unterhalten::V,беседовать,balbotal
1047,fragen::V,спросить,goulenn
1048,bitten::V,просить,goulenn
1049,erzählen::V,рассказать,kontañ
1050,mitteilen::V,сообщить,kemenn
1051,nennen::V,назвать,anviñ
1052,rufen::V,звать,gelver
1053,prahlen::V,хвастаться,fougeal
1054,übersetzen::V,перевести,treiñ
1055,denken::V,думать,soñjal
1056,glauben::V,верить,krediñ
1057,bemerken::V,заметить,apresevañ
1058,erkennen::V,узнать,anavout
1059,begreifen::V,понять,meizañ
1060,begreifen::V,постичь,meizañ
1061,verstehen::V,услышать,kompren
1062,lernen::V,учиться,deskiñ
1063,wissen::V,знать,gouzout
1064,sich erinnern an::V,вспомнить,kaout soñj e
1065,vergessen::V,забыть,ankouaat
1066,messen::V,мерить,muzuliañ
1067,zählen::V,считать,kontañ
1068,rechnen::V,считать,jedañ
1069,lesen::V,читать,lenn
1070,malen::V,рисовать,livañ
1071,zeichnen::V,рисовать,tresañ
1072,schreiben::V,писать,skrivañ
1073,besitzen::V,иметь,kaout
1074,kaufen::V,купить,prenañ
1075,verkaufen::V,продать,gwerzhañ
1076,bezahlen::V,заплатить,paeañ
1077,zahlen::V,платить,paeañ
1078,beherrschen::V,владеть,mestroniañ
1079,ertragen::V,вытерпеть,anduriñ
