,Concept_ID,ko,lez
109,Gipfel::N,졀졍,кӏукӏ
110,Höhle::N,공동,кьветӏ
111,Abhang::N,몰매,гуьне
112,Quelle::N,근원,чешме
113,Bach::N,내,булах
114,Fluss::N,강,вацӏ
115,Ufer::N,강변,къерех
116,Ufer::N,바닷가,къерех
117,Küste::N,해변,къерех
118,Küste::N,해변가,къерех
119,Festland::N,본토,кьурамат
120,Meer::N,바다,гьуьл
121,Bucht::N,협만,бухта
122,Insel::N,섬,остров
123,Blume::N,꽃,цуьк
124,Gras::N,풀,хъач
125,Wurzel::N,뿌리,дувул
126,Baum::N,나무,ттар
127,Stamm::N,대,тан
128,Rinde::N,나무껍질,чкал
129,Ast::N,가지,тӏур
130,Zweig::N,가지,хел
131,Blatt::N,잎,пеш
132,Birke::N,자작나무,верх
133,Kiefer[Baum]::N,소나무,шамагъаж
134,Weide[Baum]::N,쉬양버들,цӏвелин ттар
135,Tanne::N,전나무,ель
136,Horn::N,뿔,карч
137,Feder::N,깃털,цӏакул
138,Fell::N,피혁모피,хам
139,Flügel::N,날개,лув
140,Klaue::N,갈고리 발톺,къармах
141,Kralle::N,발툭,пац
142,Kralle::N,발툭,тапас
143,Schwanz::N,꼬리,ттум
144,Ei::N,알,кака
145,Nest::N,보금자리,муг
146,Bau::N,굴,тӏеквен
147,Tier::N,짐승,гьайван
148,Herde::N,가축의떼,суьруь
149,Kuh::N,암소,ккал
150,Bulle::N,황소,яц
151,Bulle::N,황소,бугъа
152,Pferd::N,말,балкӏан
153,Schaf::N,양,хеб
154,Schwein::N,돼지,вак
155,Hund::N,개,кицӏ
156,Katze::N,고양이,кац
157,Bär::N,콤,сев
158,Eichhörnchen::N,다람쥐,белка
159,Elch::N,고라니,лось
160,Fuchs::N,여우,сикӏ
161,Hase::N,토끼,къуьр
162,Maus::N,쥐,кьиф
163,Wolf::N,늑대,жанавур
164,Vogel::N,새,луван ничхир
165,Schwarm::N,뗴,луж
166,Huhn::N,암탉,верч
167,Hahn::N,수탉,кӏек
168,Gans::N,거위,къаз
169,Adler::N,수리,лекь
170,Ente::N,오리,пӏатӏ
171,Eule::N,부엉이,тӏиб
172,Kranich::N,두루미,дурна
173,Krähe::N,까마귀,къаргъа
174,Kuckuck::N,뻐꾸기,кукупӏ
175,Schwan::N,배조,къугь
176,Fisch::N,물고기,гъед
177,Barsch::N,농어,окунь
178,Hecht::N,에속스,щука
179,Schlange[Tier]::N,뱀,илан
180,Schlange[Tier]::N,뱀,гъуьлягъ
181,Wurm::N,벌레,квак
182,Spinne::N,거미,хуьшрекан
183,Ameise::N,개미,цегв
184,Laus::N,이,нет
185,Mücke::N,모기,ветӏ
186,Fliege::N,날기,тӏветӏ
187,Schmetterling::N,나비,чепелукь
188,Beere::N,장과,куьлуь емиш
189,Apfel::N,사과,ич
190,Pilz::N,고방이,къарникъуз
191,Zwiebel::N,양파,чичӏек
192,Saat::N,씨,тумар
193,Korn::N,알맹이,твар
194,Heu::N,건초,векь
195,Heu::N,건초,векьер
196,Schale::N,피상,пириш
197,Schale::N,피상,хъуьруьш
198,Falle::N,함정,ракьар
199,Schlinge::N,올가미,гьалкъа
200,Schlinge::N,멜빵붕대,гьалкъа
201,Spur::N,발지국,гел
202,Asche::N,재,руьхъ
203,Dreck::N,똥,чирк
204,Dreck::N,똥,кьуруш
205,Dreck::N,오물,чирк
206,Dreck::N,오물,кьуруш
207,Eisen::N,쇠,ракь
208,Eisen::N,철,ракь
209,Gold::N,항금,алтун
210,Silber::N,은,гимиш
211,Kohle::N,슻,цӏивин
212,Glas::N,유리,шуьше
213,Lehm::N,찰흙,ччеб
214,Sand::N,모래,къум
215,Mensch::N,사람,инсан
216,Mann::N,남자,итим
217,Frau::N,여자,паб
218,Frau::N,여자,дишегьли
219,Kind::N,아이,аял
220,Junge::N,소녁,гада
221,Mädchen::N,소녀,руш
222,Familie::N,가족,хзан
223,Familie::N,가족,килфет
224,Großvater::N,할아버지,чӏехи буба
225,Großmutter::N,할머니,чӏехи диде
226,Eltern::N,어버오,диде-буба
227,Vater::N,아버지,буба
228,Mutter::N,어머니,диде
229,Sohn::N,아들,хва
230,Tochter::N,딸기,руш
231,Bruder::N,형제,стха
232,Schwester::N,누이,вах
233,Onkel::N,백부,ими
234,Onkel::N,백부,халу
235,Tante::N,아주머니,эме
236,Tante::N,아주머니,хала
237,Ehemann::N,남편,гъуьл
238,Ehefrau::N,아내,паб
239,Freude::N,기쁨,шадвал
240,Gelächter::N,웃음,хъвер
241,Glück::N,즐거움,бахт
242,Kummer::N,슬픔,дерт
243,Kummer::N,슬픔,хажалат
244,Wunsch::N,소망,мурад
245,Geist::N,할기,руьгь
246,Gedanke::N,상념,фикир
247,Gedächtnis::N,기억,
248,Verstand::N,분별,акьул
249,Verstand::N,지능,акьул
250,Sinn::N,센스,мана
251,Grund::N,까닭,себеб
252,Wahrheit::N,참,керчек
253,Wahrheit::N,참,гьакъикъат
254,Wahrheit::N,진실,керчек
255,Wahrheit::N,진실,гьакъикъат
256,Gespräch::N,대화,ихтилат
257,Märchen::N,동화,мах
258,Erzählung::N,이야기,кьиса
259,Neuigkeit::N,뉴스,цӏийи хабар
260,Name::N,이름,тӏвар
261,Rätsel::N,수수께끼,мискӏал
262,Rede::N,연설,рахун
263,Sprache::N,말,чӏал
264,Stimme::N,목소리,ван
265,Wort::N,낱말,гаф
266,Zeichen::N,신호,ишара
267,Ruf::N,부름,эвер
268,Lärm::N,소동,ван-сес
269,Laut::N,음성,ван
270,Laut::N,음성,сес
271,Ton::N,목소리,ван-сес
272,Lied::N,노래,мани
273,Ruhe::N,쉼,ласвал
274,Ruhe::N,쉼,фаракъат
275,Ruhe::N,쉼,асайиш
276,Leute::N,사람들,инсанар
277,Volk::N,국중,халкь
278,Arbeit::N,근로,кӏвалах
279,Arbeit::N,너무,кӏвалах
280,Gast::N,손님,мугьман
281,Geschenk::N,행하,савкьат
282,Spiel::N,무리,къугъун
283,Gesellschaft::N,교제,жемят
284,Gesellschaft::N,교제,общество
285,Hilfe::N,거들음,куьмек
286,Hilfe::N,보좌,куьмек
287,Freund::N,친구,дуст
288,Kamerad::N,동실자,яр-дуст
289,Angelegenheit::N,용무,кар
290,Anzahl::N,어떤,сан
291,Anzahl::N,어떤,кьадар
292,Anzahl::N,수,сан
293,Anzahl::N,수,кьадар
294,Art::N,정류,жуьре
295,Stück::N,일부분,кӏус
296,Teil::N,몱,пай
297,Teil::N,구훠,пай
298,Hälfte::N,2분의,зур
299,Hälfte::N,2분의,зур пай
300,Kreis::N,고리,круг
301,Kreis::N,고리,чкаяр
302,Kreis::N,고리,элкъвей цӏар
303,Kreuz::N,열십자,хаш
304,Linie::N,선,цӏар
305,Strich::N,스침,цӏар
306,Abstand::N,거리,ара
307,Entfernung::N,거리,мензил
308,Gegend::N,곳,чка
309,Gegend::N,부금,чка
310,Platz::N,장소,ара
311,Ort::N,장소,чка
312,Seite::N,옆면,пад
313,Mitte::N,궁간,юкь
314,Gegenstand::N,항목,затӏ
315,Sache::N,뭉에,шей
316,Sache::N,뭉에,затӏ
317,Rand::N,가,къерех
318,Kante::N,귀퉁,син
319,Ecke::N,구석,пӏипӏ
320,Spitze::N,끝,кӏвенкӏв
321,Spitze::N,참단,кӏвенкӏв
322,Ende::N,말당,кьил
323,Loch::N,빙옷,тӏеквен
324,Winkel::N,각도,пӏипӏ
325,Muster::N,본,гишир
326,Muster::N,견복,гишир
327,Größe::N,신장,кьадар
328,Länge::N,길이긺,яргъивал
329,Höhe::N,높이,кьакьанвал
330,Gewicht::N,추,заланвал
331,Menge::N,수양,кьадар
332,Haufen::N,퇴적,хара
333,Reihe::N,열,жерге
334,Boot::N,보트,луьткве
335,Ruder::N,노,кьусу
336,Schlitten::N,썰매,гъелерар
337,Ski::N,스키,
338,Lagerfeuer::N,캠프의 모닥불,цӏай
339,Last::N,무거운짐,заланвал
340,Gang::N,걸음,ериш
341,Schritt::N,보조,къадам
342,Norden::N,북쪽 ,кефер
343,Norden::N,북쪽 ,кефер пад
344,Süden::N,남쪽,кьибле
345,Westen::N,서쪽,рагъакӏидай пад
346,Osten::N,동쪽,рагъэкъечӏдай пад
347,Holz::N,목재,кӏарас
348,Brett::N,마루널,кьул
349,Brett::N,마루널,тахта
350,Platte::N,탤,
351,Platte::N,금속판,
352,Stütze::N,버팀목,даях
353,Stange::N,장대,юрк
354,Stock::N,막대기,лаш
355,Stab::N,작대기,юрк
356,Rohr::N,갈대,турба
357,Haus::N,집,ужагъ
358,Heim::N,집,кӏвал
359,Ofen::N,아궁이,пич
360,Fußboden::N,마루,кӏвалин ччил
361,Tisch::N,탁자,стол
362,Stuhl::N,의자,стул
363,Wiege::N,발상지,кьеб
364,Bett::N,침대,тахт
365,Regal::N,서가,кьацӏ
366,Kiste::N,짐궤,ящик
367,Fenster::N,눔,дакӏар
368,Tür::N,문,рак
369,Tor::N,대문,варар
370,Zaun::N,담장,пару
371,Dach::N,지붕,къав
372,Leiter::N,사닥다리,гурар
373,Besen::N,비,таран кул
374,Spaten::N,가래,ппер
375,Schaufel::N,삽,хекендаз
376,Gabel::N,갈래,шиш
377,Löffel::N,숟가락,тӏур
378,Messer::N,나이프,чукӏул
379,Nagel::N,발툽,мих
380,Netz::N,그물,чил
381,Haken::N,갈고리,къармах
382,Griff::N,움켜쥠,ттум
383,Schloss::N,자물쇠,куьлег
384,Bild::N,그림,шикил
385,Bild::N,그림,суьрет
386,Figur::N,몸메,фигура
387,Puppe::N,인형,нини
388,Beutel::N,클,тагъар
389,Bündel::N,자근다발,галгам
390,Tasche::N,가방,чанта
391,Eimer::N,동이,ведре
392,Deckel::N,뚜껑,кьил
393,Deckel::N,뚜껑,къалпагъ
394,Geschirr::N,식시,къаб-къажах
395,Sack::N,조갑,чувал
396,Tasse::N,차잔,сукӏра
397,Topf::N,단지,къажгъан
398,Kessel::N,주전자,къажгъан
399,Essen::N,먹기,тӏуьн
400,Nahrung::N,식료,тӏуьн
401,Speise::N,음식물,хуьрек
402,Fleisch::N,고기,як
403,Getreide::N,곡물,техил
404,Brei::N,젤리,хапӏа
405,Brei::N,젤리,хешил
406,Brot::N,빵,фу
407,Scheibe::N,원반,чӏук
408,Fett::N,기름,ягълу
409,Butter::N,버터,гъери
410,Öl::N,올리브유,ягълу
411,Salz::N,소금,кьел
412,Suppe::N,국,суп
413,Suppe::N,국,шурпа
414,Suppe::N,수프,суп
415,Suppe::N,수프,шурпа
416,Honig::N,감미,вирт
417,Milch::N,유즙,нек
418,Tee::N,차,чай
419,Leder::N,가죽,тумаж
420,Wolle::N,양털,йис
421,Stoff::N,패료,парча
422,Nadel::N,바늘,раб
423,Faden::N,콘실,гъал
424,Knopf::N,단추,дуьгме
425,Knoten::N,곁절,тӏвал
426,Farbe::N,색,ранг
427,Kleidung::N,옷입기,партал
428,Hemd::N,속옷,перем
429,Kragen::N,깃,хев
430,Ärmel::N,소매,хел
431,Hose::N,바지,шалвар
432,Gürtel::N,밴드,чӏул
433,Mütze::N,모자,бармак
434,Mütze::N,모자,бапӏах
435,Schuh::N,구두,ботинка
436,Stiefel::N,장화,чекме
437,Ring::N,고리,тупӏал
438,Band::N,리본,тасма
439,Kamm::N,빗,регъ
440,Spiegel::N,거울,гуьзгуь
441,Riemen::N,가죽끈,къайиш
442,Schnur::N,밧줄,еб
443,Leine::N,고삐줄,
444,Decke::N,이부자리,яргъан
445,Kissen::N,깔개,хъуьцуьган
446,Tuch::N,천,шал
447,Handtuch::N,수건,дасмал
448,Kraft::N,세력,гуж
449,Stärke::N,힘,къуват
450,Gesundheit::N,위생,сагъвал
451,Krankheit::N,병,тӏал
452,Schmerz::N,아픔고통,тӏал
453,Schmerz::N,아픔고통,тӏарвал
454,Wunde::N,상처,хер
455,Fieber::N,열별,ифин
456,Arznei::N,약,дарман
457,Brücke::N,교량,муьгъ
458,Brunnen::N,원천,къуй
459,Weide::N,목장,уьруьш
460,Pfad::N,좁은길,рехъ
461,Weg::N,길,рехъ
462,Straße::N,길,рехъ
463,Dorf::N,촌,хуьр
464,Dorf::N,촌락,хуьр
465,Stadt::N,도시,шегьер
466,Brief::N,서한,кагъаз
467,Buch::N,책,улуб
468,Buchstabe::N,문자,гьарф
469,Zeitung::N,신문,газета
470,Leben::N,삶,уьмуьр
471,Tod::N,죽음,кьиникь
472,Grab::N,무덤,сур
473,Kirche::N,교회,килиса
474,Sünde::N,부정,гунагь
475,Gott::N,하느님,аллагь
476,Arbeiter::N,일하는사람,фяле
477,Chef::N,사장,гьаким
478,Meister::N,명인,устӏар
479,Meister::N,대가,устӏар
480,Arzt::N,의사,доктор
481,Lehrer::N,교사,муаллим
482,Geld::N,돈,пул
483,Geschäft::N,일,
484,Laden::N,가게,магазин
485,Preis::N,가격,къимет
486,Ware::N,상품,мал
487,Ware::N,상품,товар
488,Nutzen::N,이익,хийир
489,Nutzen::N,이익,менфят
490,Reichtum::N,많음,девлет
491,Welt::N,세상,дуьнья
492,Land::N,지방,уьлкве
493,Staat::N,국가,пачагьлугъ
494,Staat::N,국가,государство
495,König::N,국왕,пачагь
496,Macht::N,힘,власть
497,Grenze::N,국경,сергьят
498,Krieg::N,전쟁,дяве
499,Feind::N,적,душман
500,Gewalt::N,권력,гуж
501,Kampf::N,전투,женг
502,Bogen[Waffe]::N,활,чӏемерук
503,Pfeil::N,화살,хьел
504,Gewehr::N,무기,тфенг
505,Fehler::N,오류,гъалатӏ
506,Lüge::N,거짓말,ттаб
507,Schaden::N,손상,зиян
508,Schaden::N,손상,зарар
509,Unglück::N,불행,бала
510,Unglück::N,불행,бедбахтвал
511,Schuld::N,부채,тахсир
512,Alter::N,연령,яш
513,Schluss::N,마감,эхир
514,Zeit::N,때,вяде
515,Zeit::N,시간,вяде
516,Tag::N,하루,югъ
517,Morgen::N,이침,пакама
518,Mittag::N,대낮,нисин
519,Abend::N,저녁,няни
520,Nacht::N,밤,йиф
521,Woche::N,근무일,гьафте
522,Monat::N,달,варз
523,Jahr::N,해,йис
524,Frühling::N,봄,гатфар
525,Sommer::N,여름,гад
526,Herbst::N,가을,зул
527,Winter::N,겨울,кьуьд
528,Januar::N,일월,январь
529,Februar::N,이월,февраль
530,März::N,삼월,март
531,April::N,사월,апрель
532,Mai::N,오월,май
533,Juni::N,유월,июнь
534,Juli::N,칠월,июль
535,August::N,팔월,август
536,September::N,구월,сентябрь
537,Oktober::N,시월,октябрь
538,November::N,십일월,ноябрь
539,Dezember::N,십이월,декабрь
540,Montag::N,월요일,ислен
541,Dienstag::N,화요일,саласа
542,Mittwoch::N,수요일,арбе
543,Donnerstag::N,모교일,хемис югъ
544,Freitag::N,그묘일,жуьмя
545,Freitag::N,그묘일,жуьмя югъ
546,Samstag::N,토요일,киш
547,Sonntag::N,일요일,гьяд
548,groß::A,큰,еке
549,groß::A,큰,чӏехи
550,klein::A,자근,гъвечӏи
551,lang::A,긴,яргъи
552,kurz::A,짧은,куьруь
553,breit::A,넓은,гьяркьуь
554,schmal::A,좁은,гуьтӏуь
555,dicht::A,농밀한,къалин
556,dick[Gegenstand]::A,두꺼운,
557,dünn::A,얇은,кьелечӏ
558,fein::A,미세한,шуькӏуь
559,fest::A,굳은,кӏеви
560,flach::A,얕은,кьулу
561,glatt::A,반들반들한,цӏалцӏам
562,hart::A,굳은,кӏеви
563,weich::A,연한,хъуьтуьл
564,rund::A,둥근,элкъвей
565,spitz::A,뾰족한,хци
566,scharf::A,날카로운,хци
567,stumpf::A,무딘,къуьруь
568,schwer::A,무거운,залан
569,schön::A,멋진,иер
570,heiß::A,뜨거운,кудай
571,warm::A,따뜻한,чими
572,kalt::A,찬,мекьи
573,kühl::A,서늘한,къайи
574,frisch::A,신선한,таза
575,frisch::A,신선한,михьи
576,feucht::A,축축한,ламу
577,nass::A,젖은,кьежей
578,trocken::A,마른,кьуру
579,voll::A,완전한,ацӏай
580,leer::A,빈,буш
581,leer::A,빈,ичӏи
582,offen::A,열린,ахъа
583,geschlossen::A,닫힌,кӏеви
584,sauber::A,깨끗한,михьи
585,schmutzig::A,더러운,чиркин
586,schmutzig::A,더러운,кьацӏай
587,roh::A,날게잇의,чиг
588,roh::A,날게잇의,ицӏи
589,reif::A,이근,дигмиш хьайи
590,lecker::A,맛있는,дадлу
591,süß::A,단,ширин
592,bitter::A,찌르는듯한,туькьуьл
593,sauer::A,산성의,цуру
594,hell::A,밝은,экуь
595,dunkel::A,어두운,мичӏи
596,schwarz::A,검은,чӏулав
597,weiß::A,하얀,лацу
598,rot::A,붉은,яру
599,gelb::A,황색,хъипи
600,blau::A,푸른,вили
601,grün::A,녹색의,къацу
602,grau::A,회색의,рехи
603,bunt::A,알록달록한,цӏару
604,bunt::A,알록달록한,яру-цӏару
605,billig::A,싼,ужуз
606,teuer::A,값비산,багьа
607,wertvoll::A,가치가많은,масан
608,blind::A,눈먼,буьркьуь
609,taub::A,무감간한,биши
610,kräftig::A,강장한,гужлу
611,stark::A,강한,къуватлу
612,schwach::A,약한,такьатсуз
613,fett::A,실찐,куьк
614,schlank::A,호리호리한,шумал
615,hübsch::A,예쁜,гуьрчег
616,böse::A,나쁜,пис
617,dumm::A,어리석은,ахмакь
618,faul::A,너덜너덜한,тенпел
619,fleißig::A,근면한,сяй ийидай
620,fleißig::A,근면한,сяйи ийидай
621,geizig::A,인색한,мискьи
622,geschickt::A,교묘한,магьир
623,lieb::A,친애하는,играми
624,lustig::A,유쾌한,шад
625,sanft::A,온화한,назик
626,sanft::A,온화한,милайим
627,hungrig::A,배고픈,гишин
628,krank::A,병든,кефсуз
629,nackt::A,벌거벗은,кьецӏил
630,traurig::A,슬픈,пашман
631,lebendig::A,살아있는,ччан алай
632,gut::A,좋은,хъсан
633,gut::A,좋은,вижевай
634,schlecht::A,나쁜,пис
635,richtig::A,바른,дуьз
636,schlimm::A,못된,нифретлу
637,wahr::A,참된,гьакъикъи
638,alt::A,늙은,эски
639,alt::A,늙은,куьгьне
640,neu::A,새,цӏийи
641,ehemalig::A,전의,виликан
642,alt[Lebewesen]::A,낡은,кьуьзуь
643,jung::A,젊은,жегьил
644,arm::A,가난한,кесиб
645,reich::A,풍부한,девлетлу
646,bekannt::A,저명한,чидай
647,berühmt::A,유명한,машгьур
648,fremd::A,타처이,ччара
649,verschieden::A,따른,жуьреба-жуьре
650,nah::A,가까운,мукьвал
651,fern::A,먼,яргъал
652,linker::A,왼쭉의,чапла
653,rechter::A,오른쪽의,эрчӏи
654,anderer::A,다른,маса
655,anderer::A,다른,муькуь
656,erster::A,첫째,сад лагьай
657,zweiter::A,둘째,кьвед лагьай
658,dritter::A,셋째,пуд лагьай
659,letzter::A,의후자의,эхиримжи
660,allein::ADV,훌로,кьилди
661,auf einmal::ADV,갑자기,
662,zusammen::ADV,모아서,санал
663,lange::ADV,오래,яргъалди
664,plötzlich::ADV,둘연한,садлагьана
665,sofort::ADV,즉시,гьасятда
666,später::ADV,보다늦은,гуьгъуьнлай
667,jetzt::ADV,목하,гила
668,heute::ADV,오늘,къе
669,morgen::ADV,내일,пака
670,bald::ADV,곱,мукьва
671,bald::ADV,곱,мукьвара
672,dann::ADV,그경우에,ахпа
673,gestern::ADV,어제,накь
674,einst::ADV,옛날에,садра
675,damals::ADV,그때에,а чӏавуз
676,danach::ADV,그 뒤에,ахпа
677,vorher::ADV,미리,вилик
678,zuerst::ADV,최초로,сифте
679,einmal::ADV,한번,садра
680,manchmal::ADV,땓대로,гагь-гагь
681,oft::ADV,땓대로,гзаф вахтара
682,immer::ADV,늘,гьамиша
683,niemals::ADV,결코...(하지)않다,са чӏавузни
684,niemals::ADV,결코...(하지)않다,са вахтундани
685,hier::ADV,여기,ина
686,hierhin::ADV,여기로,иниз
687,dort::ADV,거기,ана
688,dorthin::ADV,저기예,аниз
689,geradeaus::ADV,곧장,дуьз
690,vorwärts::ADV,앞으로,вилик
691,vorwärts::ADV,앞으로,виликди
692,rückwärts::ADV,뒤로,кьулухъ
693,zurück::ADV,제자리로,
694,unten::ADV,아래에,агъада
695,hinab::ADV,아래쪽으로,агъуз
696,oben::ADV,위에,винел
697,hinauf::ADV,위쪽으로,виниз
698,überall::ADV,도처에,вирина
699,nicht::ADV,안,ваъ
700,ein wenig::ADV,적음,са тӏимил
701,kaum::ADV,가의,жизви
702,sehr::ADV,자주,лап
703,so::ADV,그와같이,икӏ
704,noch::ADV,아직,гьеле
705,nur::ADV,다만,анжах
706,schon::ADV,이미,хъувуна
707,schon::ADV,이미,мадни дардиз
708,schon::ADV,이미,мадни гуьтӏуьз
709,schon::ADV,이미,мадни гуьтӏуь я
710,wieder::ADV,다시,
711,vergebens::ADV,헛되이,нагьакь
712,vergebens::ADV,헛되이,нагьакьа
713,vor::PRP,앞에,вилик
714,hinter::PRP,뒤에,кьулухъ
715,unter::PRP,잍에,кӏаник
716,durch::PRP,통고하여,арадай
717,durch::PRP,통고하여,-кай хкатна
718,neben::PRP,와나란히,патав
719,neben::PRP,와나란히,мукьув
720,zwischen::PRP,의사이로,ара
721,zwischen::PRP,의사이로,арада
722,wegen::PRP,때문에,гъиляй
723,dies::PRN,이,и
724,dies::PRN,이,им
725,das::PRN,저,а
726,das::PRN,저,ам
727,alles::PRN,모든것,вири
728,alles::PRN,모든것,михьиз
729,ich::PRN,나,за
730,ich::PRN,나,зун
731,du::PRN,너,вун
732,er::PRN,그,ам
733,er::PRN,그,гьа
734,wir::PRN,우리,чун
735,ihr::PRN,너희들,куьн
736,sie::PRN,그들,абур
737,was::FPRN,뭣,вуч
738,wer::FPRN,누구,вуж
739,wo::FADV,어디,гьина
740,wohin::FADV,어디로,гьиниз
741,wie::FADV,어떻게,гьикӏ
742,warum::FADV,왜,вучиз
743,wieviel::FNUM,얼마만큰,шумуд
744,eins::NUM,하나,са
745,zwei::NUM,둘,кьвед
746,drei::NUM,셋,пуд
747,vier::NUM,넷,кьуд
748,fünf::NUM,다섯,вад
749,sechs::NUM,여섯,ругуд
750,sieben::NUM,일곱,ирид
751,acht::NUM,여덟,муьжуьд
752,neun::NUM,아홉,кӏуьд
753,zehn::NUM,열,цӏуд
754,elf::NUM,열하나,цӏусад
755,zwölf::NUM,열둘,цӏикьвед
756,zwanzig::NUM,스물,къад
757,dreißig::NUM,서름,къанницӏуд
758,vierzig::NUM,마흔,яхцӏур
759,fünfzig::NUM,숸,яхцӏурни цӏуд
760,sechzig::NUM,에순,пудкъад
761,siebzig::NUM,일흔,пудкъанни цӏуд
762,achtzig::NUM,여든,кьудкъад
763,neunzig::NUM,아흔,кьудкъанни цӏуд
764,hundert::NUM,백,виш
765,tausend::NUM,천,агъзур
766,und::CNJ,와,ва
767,oder::CNJ,아니면,я
768,stehen::V,서다,акъвазун
769,sitzen::V,앉다,ацукьун
770,liegen::V,눕다,къаткун
771,hängen::V,달다,куьрс хьун
772,werden::V,되다,хьун
773,passieren::V,지장옶다,хьун
774,beginnen::V,시작되다,башламиш хьун
775,enden::V,큳내다,куьтягь хьун
776,wechseln::V,병경하다,дегиш хьун
777,aufgehen[Sonne]::V,뜨다,экъечӏун
778,untergehen[Sonne]::V,지다,акӏун
779,scheinen[Sonne]::V,빛나다,ишигь гун
780,donnern::V,천둥치다,къукърумар авун
781,wehen::V,풀다,
782,strömen::V,흐르다,авахьун
783,fließen::V,흐르다,авахьун
784,sich drehen::V,돌다,элкъуьн
785,schwanken::V,동요하다,юзун
786,schwingen::V,흔들다,галтад хьун
787,fallen::V,떨어지다,аватун
788,brennen::V,타다,кун
789,brennen::V,타다,ккун
790,rauchen::V,김이나다,
791,regnen::V,비가오다,къун
792,gefrieren::V,얼다,муркӏади кьун
793,tauen::V,녹다,цӏурун
794,schmelzen::V,녹다,цӏурун
795,trocknen::V,홈치다,кьурун
796,sieden::V,끓다,ругун
797,faulen::V,부패하다,кутӏун
798,verfaulen::V,썩다,чуьруьтмиш хьун
799,verfaulen::V,썩다,кутӏун
800,reißen::V,지바찢다,атӏун
801,reißen::V,지바찢다,къазунун
802,versinken::V,가라앉다,батмиш хьун
803,vergehen::V,지나가다,алатун
804,erscheinen::V,나타나다,майдандиз акъатун
