,Concept_ID,kv,se
112,Genick::N,юр бӧр,nji´šǩǩmaadd
113,Genick::N,юр бӧр,нышшькмоант
114,Kopf::N,юр,åejjie
115,Kopf::N,юр,oajvve
116,Kopf::N,юр,oaivi
117,Kopf::N,юр,uái'vi
118,Kopf::N,юр,vuei´vv
119,Kopf::N,юр,вуэййв
120,Rücken::N,мышк,rudtje
121,Rücken::N,мышк,hárddo
122,Rücken::N,мышк,tjavelk
123,Rücken::N,мышк,sealgi
124,Rücken::N,мышк,selgi
125,Rücken::N,мышк,čielgi
126,Rücken::N,мышк,seä´lǧǧ
127,Rücken::N,мышк,се̄лльк
128,Bauch::N,кынӧм,tjåejjie
129,Bauch::N,кынӧм,tjoajvve
130,Bauch::N,кынӧм,čoavji
131,Bauch::N,кынӧм,čuáv'ji
132,Bauch::N,кынӧм,čåu´jj
133,Bauch::N,кынӧм,чо̄ввьй
134,Nabel::N,гӧг,naepie
135,Nabel::N,гӧг,náhpe
136,Nabel::N,гӧг,náhpi
137,Nabel::N,гӧг,nääpi
138,Nabel::N,гӧг,nää´pp
139,Nabel::N,гӧг,на̄бпь
140,Busen::N,морос,boenge
141,Busen::N,морос,bållå
142,Busen::N,морос,čižži
143,Busen::N,морос,njamma
144,Busen::N,морос,njižže
145,Busen::N,морос,nje´ǯǯ
146,Busen::N,морос,раннҍт
147,Brust::N,морос,mïelke
148,Brust::N,морос,radde
149,Brust::N,морос,mielgga
150,Brust::N,морос,raddi
151,Brust::N,морос,radde
152,Brust::N,морос,râ´dd
153,Brust::N,морос,раннҍт
154,Schulter::N,пельпон,åelkie
155,Schulter::N,пельпон,oalgge
156,Schulter::N,пельпон,hárdu
157,Schulter::N,пельпон,ärdee
158,Schulter::N,пельпон,uál'gi
159,Schulter::N,пельпон,a´rddi
160,Schulter::N,пельпон,vuä´lǧǧ
161,Schulter::N,пельпон,вуэллык
162,Arm::N,ки,gïete
163,Arm::N,ки,giehta
164,Arm::N,ки,giehta
165,Arm::N,ки,kietâ
166,Arm::N,ки,kie'tâkaaṿâ
167,Arm::N,ки,ǩiõtt
168,Arm::N,ки,кӣдт
169,Ellenbogen::N,гырдзза,gernjere
170,Ellenbogen::N,гырдзза,garŋŋel
171,Ellenbogen::N,гырдзза,gargŋil
172,Ellenbogen::N,гырдзза,käŋŋir
173,Ellenbogen::N,гырдзза,kõõnjâr
174,Ellenbogen::N,гырдзза,карьнэль
175,Hand::N,кикар,gïete
176,Hand::N,кикар,giehta
177,Hand::N,кикар,giehta
178,Hand::N,кикар,kietâ
179,Hand::N,кикар,ǩiõtt
180,Hand::N,кикар,кӣдт
181,Handfläche::N,ки пыдӧс,gïeten-låapoe
182,Handfläche::N,ки пыдӧс,giehtavuodo
183,Handfläche::N,ки пыдӧс,tjårmmåvuodo
184,Handfläche::N,ки пыдӧс,giehtaloahpu
185,Handfläche::N,ки пыдӧс,kiämád
186,Handfläche::N,ки пыдӧс,kuámmir
187,Handfläche::N,ки пыдӧс,kuä´m'mer
188,Handfläche::N,ки пыдӧс,ǩiõttǩeä´m'men
189,Handfläche::N,ки пыдӧс,ко̄а̄ллдэгк
190,Handfläche::N,ки пыдӧс,кӣдткоалдэгк
191,Finger::N,чунь,soerme
192,Finger::N,чунь,tjuvdde
193,Finger::N,чунь,suorbma
194,Finger::N,чунь,čuvde
195,Finger::N,чунь,suor'mâ
196,Finger::N,чунь,suõrmm
197,Finger::N,чунь,це̄ххп
198,Fingernagel::N,гыж,gadtse
199,Fingernagel::N,гыж,guehpere
200,Fingernagel::N,гыж,gadtsa
201,Fingernagel::N,гыж,gazza
202,Fingernagel::N,гыж,kozzâ
203,Fingernagel::N,гыж,kõʒʒ
204,Fingernagel::N,гыж,кэ̄ннц
205,Nagel[Anatomie]::N,гыж,gadtse
206,Nagel[Anatomie]::N,гыж,guehpere
207,Nagel[Anatomie]::N,гыж,gadtsa
208,Nagel[Anatomie]::N,гыж,gazza
209,Nagel[Anatomie]::N,гыж,kozzâ
210,Nagel[Anatomie]::N,гыж,kõʒʒ
211,Nagel[Anatomie]::N,гыж,кэ̄ннц
212,Zeh::N,чунь,tjiehtjere
213,Zeh::N,чунь,juolggetjuvdde
214,Zeh::N,чунь,juolgesuorbma
215,Zeh::N,чунь,jyel'gisuor'mâ
216,Zeh::N,чунь,jue´lǧǧsuõrmm
217,Zeh::N,чунь,ю̄лльк-це̄һп
218,Fuß::N,кокпыдӧс,juelkie
219,Fuß::N,кокпыдӧс,juolgge
220,Fuß::N,кокпыдӧс,juolgi
221,Fuß::N,кокпыдӧс,jyel'gi
222,Fuß::N,кокпыдӧс,jue´lǧǧ
223,Fuß::N,кокпыдӧс,ла̄бпь
224,Ferse::N,кокдзир,båetskie
225,Ferse::N,кокдзир,boasske
226,Ferse::N,кокдзир,šušmi
227,Ferse::N,кокдзир,šušme
228,Ferse::N,кокдзир,jue´lǧǧkädd
229,Ferse::N,кокдзир,ка̄ннт
230,Knie::N,пидзӧс,boelve
231,Knie::N,пидзӧс,buolvva
232,Knie::N,пидзӧс,čibbi
233,Knie::N,пидзӧс,veaŋki
234,Knie::N,пидзӧс,iidâ
235,Knie::N,пидзӧс,puõlvv
236,Knie::N,пидзӧс,пуллв
237,Oberschenkel::N,лядьбей,ruaksja
238,Oberschenkel::N,лядьбей,tjibbe
239,Oberschenkel::N,лядьбей,gassaváhkká
240,Oberschenkel::N,лядьбей,badjeváhkáa
241,Oberschenkel::N,лядьбей,čuár'bpeeḷi
242,Oberschenkel::N,лядьбей,če´bb
243,Oberschenkel::N,лядьбей,чуаррбе̄лль
244,Bein::N,кок,juelkie
245,Bein::N,кок,juolgge
246,Bein::N,кок,juolgi
247,Bein::N,кок,jyel'gi
248,Bein::N,кок,jue´lǧǧ
249,Bein::N,кок,ю̄лльк
250,Körper::N,вывтыр,kråahpe
251,Körper::N,вывтыр,rumáj
252,Körper::N,вывтыр,rumaš
253,Körper::N,вывтыр,ruumâš
254,Körper::N,вывтыр,rå´pp
255,Körper::N,вывтыр,лышшьк
256,Körper::N,вывтыр,роаӈӈьк
257,Haut::N,кучик,njaltja
258,Haut::N,кучик,lijkke
259,Haut::N,кучик,tjuobma
260,Haut::N,кучик,liiki
261,Haut::N,кучик,liške
262,Haut::N,кучик,le´šǩǩ
263,Haut::N,кучик,лышшьк
264,Blut::N,вир,vïrre
265,Blut::N,вир,maelie
266,Blut::N,вир,varra
267,Blut::N,вир,varra
268,Blut::N,вир,vorrâ
269,Blut::N,вир,võrr
270,Blut::N,вир,вэ̄рр
271,Ader::N,сӧн,åerie
272,Ader::N,сӧн,aajroe
273,Ader::N,сӧн,suodna
274,Ader::N,сӧн,varrasuotna
275,Ader::N,сӧн,suoṇâ
276,Ader::N,сӧн,suõnn
277,Ader::N,сӧн,сӯнн
278,Sehne::N,жила,soene
279,Sehne::N,жила,gåårtenje
280,Sehne::N,жила,suodna
281,Sehne::N,жила,suotna
282,Sehne::N,жила,suoṇâ
283,Sehne::N,жила,suõnn
284,Sehne::N,жила,сӯнн
285,Knochen::N,коска,måara
286,Knochen::N,коска,måaroe
287,Knochen::N,коска,dákte
288,Knochen::N,коска,dákti
289,Knochen::N,коска,tähti
290,Knochen::N,коска,tä´htt
291,Knochen::N,коска,та̄ххт
292,Knochen::N,коска,та̄ффьт
293,Gehirn::N,вем,aajla
294,Gehirn::N,вем,vuojŋam
295,Gehirn::N,вем,vuoigŋašat
296,Gehirn::N,вем,vuoi'ŋâšeh
297,Gehirn::N,вем,vuo'ivâšneh
298,Gehirn::N,вем,vuõivâšn
299,Gehirn::N,вем,вуэййвэшна
300,Herz::N,сьӧлӧм,vaajmoe
301,Herz::N,сьӧлӧм,tsåhke
302,Herz::N,сьӧлӧм,váibmu
303,Herz::N,сьӧлӧм,váimu
304,Herz::N,сьӧлӧм,čââ´đ
305,Herz::N,сьӧлӧм,кӯттҌк
306,Magen::N,жӧвдӧк,tjåejjie
307,Magen::N,жӧвдӧк,tjoajvve
308,Magen::N,жӧвдӧк,čoavji
309,Magen::N,жӧвдӧк,čuáv'ji
310,Magen::N,жӧвдӧк,čåu´jj
311,Magen::N,жӧвдӧк,чо̄ввьй
312,Leber::N,мус,mueksie
313,Leber::N,мус,librre
314,Leber::N,мус,vuoivvas
315,Leber::N,мус,vuoivâs
316,Leber::N,мус,vuõivâs
317,Leber::N,мус,вуйвас
318,Atem::N,лолалӧм,voejngehtasse
319,Atem::N,лолалӧм,båssånis
320,Atem::N,лолалӧм,vuojŋadahka
321,Atem::N,лолалӧм,vuoiŋŋahat
322,Atem::N,лолалӧм,vuo'iŋâstim
323,Atem::N,лолалӧм,jiõg'g
324,Atem::N,лолалӧм,вӯйнас
325,Atem::N,лолалӧм,вӯййнмушш
326,Hunger::N,тшыг,nielkie
327,Hunger::N,тшыг,nielgge
328,Hunger::N,тшыг,nealgi
329,Hunger::N,тшыг,nelgi
330,Hunger::N,тшыг,neä´lǧǧ
331,Hunger::N,тшыг,не̄лльк
332,Träne::N,синва,gïknjele
333,Träne::N,синва,ganjál
334,Träne::N,синва,ganjal
335,Träne::N,синва,koonjâl
336,Träne::N,синва,kõõnjâl
337,Träne::N,синва,кэ̄нял
338,Geschmack::N,кӧр,aelmie
339,Geschmack::N,кӧр,muosse
340,Geschmack::N,кӧр,smáhkka
341,Geschmack::N,кӧр,máhku
342,Geschmack::N,кӧр,smáhkka
343,Geschmack::N,кӧр,mááhu
344,Geschmack::N,кӧр,smakkâ
345,Geschmack::N,кӧр,njõõd
346,Geschmack::N,кӧр,smääkk
347,Geschmack::N,кӧр,ня̄лльк
348,Geruch::N,дук,haaje
349,Geruch::N,дук,habjja
350,Geruch::N,дук,hádja
351,Geruch::N,дук,opsâ
352,Geruch::N,дук,haajâ
353,Geruch::N,дук,õpss
354,Geruch::N,дук,haajj
355,Geruch::N,дук,апс
356,Geruch::N,дук,лэ̄гк
357,Schlaf::N,он,nahkerh
358,Schlaf::N,он,nager
359,Schlaf::N,он,oados
360,Schlaf::N,он,nagir
361,Schlaf::N,он,naṿer
362,Schlaf::N,он,nââ´er
363,Schlaf::N,он,нагерь
364,Traum::N,вӧт,nahkere
365,Traum::N,вӧт,niehko
366,Traum::N,вӧт,niehku
367,Traum::N,вӧт,naṿer
368,Traum::N,вӧт,nââ´er
369,Traum::N,вӧт,нагерь
370,Himmel::N,небо,elmie
371,Himmel::N,небо,almme
372,Himmel::N,небо,albmi
373,Himmel::N,небо,alme
374,Himmel::N,небо,â´lmm
375,Himmel::N,небо,алльм
376,Sonne::N,шондi,biejjie
377,Sonne::N,шондi,bæjvásj
378,Sonne::N,шондi,beaivváš
379,Sonne::N,шондi,peivi
380,Sonne::N,шондi,piäiváš
381,Sonne::N,шондi,pei´vv
382,Sonne::N,шондi,пе̄ййв
383,Mond::N,тӧлiсь,aske
384,Mond::N,тӧлiсь,mánno
385,Mond::N,тӧлiсь,mánnu
386,Mond::N,тӧлiсь,máánu
387,Mond::N,тӧлiсь,mään
388,Mond::N,тӧлiсь,ма̄нн
389,Stern::N,кӧдзыв,daasta
390,Stern::N,кӧдзыв,naestie
391,Stern::N,кӧдзыв,násste
392,Stern::N,кӧдзыв,násti
393,Stern::N,кӧдзыв,täsni
394,Stern::N,кӧдзыв,tä´snn
395,Stern::N,кӧдзыв,та̄ссьт
396,Luft::N,ру,elmie
397,Luft::N,ру,ájmmo
398,Luft::N,ру,áibmu
399,Luft::N,ру,áimu
400,Luft::N,ру,šõŋŋ
401,Luft::N,ру,вӯйнас
402,Wind::N,тӧв,bïegke
403,Wind::N,тӧв,biegga
404,Wind::N,тӧв,biegga
405,Wind::N,тӧв,pieg'gâ
406,Wind::N,тӧв,piõg'g
407,Wind::N,тӧв,пӣӈӈк
408,Welle::N,гы,baaroe
409,Welle::N,гы,bárro
410,Welle::N,гы,bárru
411,Welle::N,гы,pááṛu
412,Welle::N,гы,päärr
413,Welle::N,гы,нэ̄ммп
414,Wasser::N,ва,tjaetsie
415,Wasser::N,ва,tjáhtje
416,Wasser::N,ва,čáhci
417,Wasser::N,ва,čääci
418,Wasser::N,ва,čää´cc
419,Wasser::N,ва,ча̄дзь
420,Stein::N,из,gierkie
421,Stein::N,из,giergge
422,Stein::N,из,geađgi
423,Stein::N,из,keđgi
424,Stein::N,из,ǩeä´dǧǧ
425,Stein::N,из,ке̄ддҌк
426,Boden::N,му,betnie
427,Boden::N,му,ednam
428,Boden::N,му,bodni
429,Boden::N,му,vuođđu
430,Boden::N,му,ponne
431,Boden::N,му,vuáđ̣u
432,Boden::N,му,vuâđđ
433,Boden::N,му,лаввьн
434,Boden::N,му,е̄ммьне
435,Erde::N,му,jåarta
436,Erde::N,му,mueltie
437,Erde::N,му,ednam
438,Erde::N,му,mållde
439,Erde::N,му,eana
440,Erde::N,му,eennâm
441,Erde::N,му,mädd
442,Erde::N,му,jânnam
443,Erde::N,му,е̄ммьне
444,Staub::N,бус,heblie
445,Staub::N,бус,tsumhtsie
446,Staub::N,бус,dubme
447,Staub::N,бус,dopmu
448,Staub::N,бус,kovjâ
449,Staub::N,бус,põõ´l
450,Staub::N,бус,кэ̄ббьй
451,Rauch::N,тшын,soeve
452,Rauch::N,тшын,suovva
453,Rauch::N,тшын,suovva
454,Rauch::N,тшын,suoṿâ
455,Rauch::N,тшын,suõvv
456,Rauch::N,тшын,сӯвв
457,Funke::N,бичир,naestie
458,Funke::N,бичир,tjuonam
459,Funke::N,бичир,čuotnan
460,Funke::N,бичир,čuođâlm
461,Funke::N,бичир,iiskâr
462,Funke::N,бичир,čuõzzâm
463,Funke::N,бичир,чӯссэм
464,Feuer::N,би,dålle
465,Feuer::N,би,dållå
466,Feuer::N,би,dolla
467,Feuer::N,би,tullâ
468,Feuer::N,би,toll
469,Feuer::N,би,то̄лл
470,Licht::N,би,tjoevke
471,Licht::N,би,tjuovgga
472,Licht::N,би,čuovga
473,Licht::N,би,čuovggas
474,Licht::N,би,čuoṿâ
475,Licht::N,би,toll
476,Licht::N,би,čuõvv
477,Licht::N,би,то̄лл
478,Schatten::N,вуджӧр,skugkie
479,Schatten::N,вуджӧр,soejvene
480,Schatten::N,вуджӧр,irkes
481,Schatten::N,вуджӧр,sieges
482,Schatten::N,вуджӧр,itku
483,Schatten::N,вуджӧр,suoivâ
484,Schatten::N,вуджӧр,õõtt
485,Schatten::N,вуджӧр,ǩeeu´niǩ
486,Schatten::N,вуджӧр,кывьнэхь
487,Wetter::N,погоддя,vïerhtse
488,Wetter::N,погоддя,dálkke
489,Wetter::N,погоддя,dálki
490,Wetter::N,погоддя,šoŋŋâ
491,Wetter::N,погоддя,šõŋŋ
492,Wetter::N,погоддя,шэ̄ӈӈ
493,Nebel::N,туман,såavla
494,Nebel::N,туман,mearhka
495,Nebel::N,туман,murkko
496,Nebel::N,туман,mierkká
497,Nebel::N,туман,mierká
498,Nebel::N,туман,miär'kká
499,Nebel::N,туман,oṃo
500,Nebel::N,туман,sue´lnn
501,Nebel::N,туман,цӣгк
502,Nebel::N,туман,сулльн
503,Wolke::N,кымӧр,balve
504,Wolke::N,кымӧр,balvva
505,Wolke::N,кымӧр,balva
506,Wolke::N,кымӧр,polvâ
507,Wolke::N,кымӧр,põlvv
508,Wolke::N,кымӧр,пэллв
509,Regen::N,зэр,ebrie
510,Regen::N,зэр,harvve
511,Regen::N,зэр,arvi
512,Regen::N,зэр,arve
513,Regen::N,зэр,â´brr
514,Regen::N,зэр,аббьр
515,Schnee::N,лым,lopme
516,Schnee::N,лым,moehtege
517,Schnee::N,лым,muohta
518,Schnee::N,лым,muohta
519,Schnee::N,лым,muotâ
520,Schnee::N,лым,muõtt
521,Schnee::N,лым,вэ̄дз
522,Schnee::N,лым,куэллт
523,Eis::N,йы,jïenge
524,Eis::N,йы,jiegŋa
525,Eis::N,йы,jiekŋa
526,Eis::N,йы,jieŋ̣â
527,Eis::N,йы,jiõŋŋ
528,Eis::N,йы,ӣӈӈ
529,Frost::N,мороз,baajkoe
530,Frost::N,мороз,tjoasskem
531,Frost::N,мороз,buolaš
532,Frost::N,мороз,puolâš
533,Frost::N,мороз,puõlâš
534,Frost::N,мороз,мӯнь
535,Kälte::N,кӧдзыт,jueskie
536,Kälte::N,кӧдзыт,tjåetskeme
537,Kälte::N,кӧдзыт,tjoasskem
538,Kälte::N,кӧдзыт,čoaskin
539,Kälte::N,кӧдзыт,ko'lmâsvuotâ
540,Kälte::N,кӧдзыт,ijss
541,Kälte::N,кӧдзыт,čuä´cǩǩem
542,Kälte::N,кӧдзыт,tuârggnjõs
543,Kälte::N,кӧдзыт,кэ̄лмас
544,Hitze::N,ӧд,baahke
545,Hitze::N,ӧд,báhkka
546,Hitze::N,ӧд,báhkka
547,Hitze::N,ӧд,pakkâ
548,Hitze::N,ӧд,kuṃe
549,Hitze::N,ӧд,paašt
550,Hitze::N,ӧд,жоарр
551,Raureif::N,кижа,jyjse
552,Raureif::N,кижа,ridne
553,Raureif::N,кижа,goarre
554,Raureif::N,кижа,ritni
555,Raureif::N,кижа,suhči
556,Raureif::N,кижа,riṇe
557,Raureif::N,кижа,ай
558,Regenbogen::N,енӧшка,aatjan goengere
559,Regenbogen::N,енӧшка,aatjan joekse
560,Regenbogen::N,енӧшка,ádjájuoksa
561,Regenbogen::N,енӧшка,arvedávgi
562,Regenbogen::N,енӧшка,bajándávgi
563,Regenbogen::N,енӧшка,äijihtävgi
564,Regenbogen::N,енӧшка,teârmmazjohss
565,Regenbogen::N,енӧшка,тӣрмесью̄ккс
566,Donner::N,гым,raejrie
567,Donner::N,гым,átjek
568,Donner::N,гым,átjárájdde
569,Donner::N,гым,áddjá
570,Donner::N,гым,baján
571,Donner::N,гым,juuṛâ
572,Donner::N,гым,tie´rmes
573,Donner::N,гым,тӣрмесь
574,Donner::N,гым,ча̄ркнэгк
575,Strömung::N,визывтӧм,njuvvie
576,Strömung::N,визывтӧм,ájggedáhpe
577,Strömung::N,визывтӧм,rávdnji
578,Strömung::N,визывтӧм,virde
579,Strömung::N,визывтӧм,ve´rdd
580,Strömung::N,визывтӧм,выррьт
581,Tropfen::N,тёп,gåajhkohts
582,Tropfen::N,тёп,gåjkudis
583,Tropfen::N,тёп,goaikkanas
584,Tropfen::N,тёп,čalme
585,Tropfen::N,тёп,čâ´lmm
586,Tropfen::N,тёп,ча̄лльм
587,Schaum::N,быг,sapte
588,Schaum::N,быг,såpptå
589,Schaum::N,быг,sokta
590,Schaum::N,быг,suptâ
591,Schaum::N,быг,soptt
592,Schaum::N,быг,со̄ппт
593,Schmutz::N,нять,haaskoe
594,Schmutz::N,нять,duolvva
595,Schmutz::N,нять,duolva
596,Schmutz::N,нять,durdi
597,Schmutz::N,нять,stänži
598,Schmutz::N,нять,sähss
599,Schmutz::N,нять,са̄ккьс
600,Schmutz::N,нять,не̄шшь
601,See::N,ты,jaevrie
602,See::N,ты,jávrre
603,See::N,ты,jávri
604,See::N,ты,jävri
605,See::N,ты,jâu´rr
606,See::N,ты,я̄ввьр
607,Sumpf::N,арай,pluevie
608,Sumpf::N,арай,áhpe
609,Sumpf::N,арай,sæmssa
610,Sumpf::N,арай,jeaggi
611,Sumpf::N,арай,jeggi
612,Sumpf::N,арай,jeä´ǧ'ǧ
613,Sumpf::N,арай,ла̄ммьп
614,Moor::N,нюр,pluevie
615,Moor::N,нюр,jiegge
616,Moor::N,нюр,suotnju
617,Moor::N,нюр,karrii
618,Moor::N,нюр,kä´rev
619,Moor::N,нюр,veättaǩ
620,Moor::N,нюр,ла̄ммьп
621,Wiese::N,видз,ïentje
622,Wiese::N,видз,giedde
623,Wiese::N,видз,gieddi
624,Wiese::N,видз,nijtto
625,Wiese::N,видз,пуэшенҍ
626,Wald::N,вӧр,skåake
627,Wald::N,вӧр,skåajje
628,Wald::N,вӧр,miehtsie
629,Wald::N,вӧр,vuovdde
630,Wald::N,вӧр,miehttse
631,Wald::N,вӧр,vuovdi
632,Wald::N,вӧр,meahcci
633,Wald::N,вӧр,mecci
634,Wald::N,вӧр,vyemi
635,Wald::N,вӧр,vue´mm
636,Wald::N,вӧр,meä´c'c
637,Wald::N,вӧр,ля̄ммт
638,Hügel::N,мыльк,deava
639,Hügel::N,мыльк,dievvá
640,Hügel::N,мыльк,dievvá
641,Hügel::N,мыльк,čummâ
642,Hügel::N,мыльк,pä´rcc
643,Hügel::N,мыльк,teä´rmm
644,Hügel::N,мыльк,ка̄ннҌт
645,Anhöhe::N,вывтас,deava
646,Anhöhe::N,вывтас,jalladahke
647,Anhöhe::N,вывтас,dievásj
648,Anhöhe::N,вывтас,aláš
649,Anhöhe::N,вывтас,luohkká
650,Anhöhe::N,вывтас,tiävá
651,Anhöhe::N,вывтас,poorááš
652,Anhöhe::N,вывтас,ču´lpp
653,Anhöhe::N,вывтас,škâu´ŋŋ
654,Anhöhe::N,вывтас,ка̄ннҌт
655,Anhöhe::N,вылынін,deava
656,Anhöhe::N,вылынін,jalladahke
657,Anhöhe::N,вылынін,dievásj
658,Anhöhe::N,вылынін,aláš
659,Anhöhe::N,вылынін,luohkká
660,Anhöhe::N,вылынін,tiävá
661,Anhöhe::N,вылынін,poorááš
662,Anhöhe::N,вылынін,ču´lpp
663,Anhöhe::N,вылынін,škâu´ŋŋ
664,Anhöhe::N,вылынін,ка̄ннҌт
665,Berg::N,керӧс,bïerje
666,Berg::N,керӧс,várre
667,Berg::N,керӧс,várri
668,Berg::N,керӧс,vääṛi
669,Berg::N,керӧс,vää´rr
670,Berg::N,керӧс,те̄ррьм
671,Gipfel::N,йыв,dalvese
672,Gipfel::N,йыв,tjåhkkå
673,Gipfel::N,йыв,čohkka
674,Gipfel::N,йыв,čokke
675,Gipfel::N,йыв,čå´ǩǩ
676,Gipfel::N,йыв,ла̄ддҍв
677,Höhle::N,нора,beajoe
678,Höhle::N,нора,rájgge
679,Höhle::N,нора,sluoggo
680,Höhle::N,нора,biedju
681,Höhle::N,нора,kuovđâšm
682,Höhle::N,нора,skuõrr
683,Höhle::N,нора,вуэӈӈк
684,Abhang::N,покат,boelte
685,Abhang::N,покат,brijrie
686,Abhang::N,покат,bállte
687,Abhang::N,покат,vielti
688,Abhang::N,покат,luohkká
689,Abhang::N,покат,viel'tti
690,Abhang::N,покат,vie´ltt
691,Abhang::N,покат,луэххк
692,Quelle::N,больган,aajege
693,Quelle::N,больган,gaaltije
694,Quelle::N,больган,ája
695,Quelle::N,больган,ája
696,Quelle::N,больган,gáldu
697,Quelle::N,больган,aajâ
698,Quelle::N,больган,käldee
699,Quelle::N,больган,lädd
700,Quelle::N,больган,käivv
701,Quelle::N,больган,ка̄ййв
702,Bach::N,шор,johketje
703,Bach::N,шор,jåhkå
704,Bach::N,шор,jågåsj
705,Bach::N,шор,jogaš
706,Bach::N,шор,aajâ
707,Bach::N,шор,vuäjj
708,Bach::N,шор,вуэйй
709,Fluss::N,ю,johke
710,Fluss::N,ю,ædno
711,Fluss::N,ю,jåhkå
712,Fluss::N,ю,johka
713,Fluss::N,ю,juuhâ
714,Fluss::N,ю,jokk
715,Fluss::N,ю,jeänn
716,Fluss::N,ю,ё̄гк
717,Ufer::N,берег,beala
718,Ufer::N,берег,gádde
719,Ufer::N,берег,gáddi
720,Ufer::N,берег,riddo
721,Ufer::N,берег,redd
722,Ufer::N,берег,рыннт
723,Küste::N,берег,mïere
724,Küste::N,берег,gaedtie
725,Küste::N,берег,merragádde
726,Küste::N,берег,merraguovllo
727,Küste::N,берег,gáddi
