,Concept_ID,vep,sk
826,so::ADV,muga,tak
827,so::ADV,muga,takto
828,so::ADV,ninga,tak
829,so::ADV,ninga,takto
830,noch::ADV,völ,ešte
831,nur::ADV,järg,len
832,nur::ADV,vaiše,len
833,schon::ADV,jo,už
834,wieder::ADV,möst,zasa
835,vergebens::ADV,uhtei,márne
836,vergebens::ADV,uhtei,nadarmo
837,vor::PRP,edes,pred
838,hinter::PRP,taga,za
839,unter::PRP,al,pod
840,durch::PRP,läbi,cez
841,durch::PRP,kal't,cez
842,neben::PRP,rindal,pri
843,neben::PRP,rindal,vedľa
844,zwischen::PRP,keskes,medzi
845,wegen::PRP,tagut,pre
846,wegen::PRP,tagut,kvôli
847,dies::PRN,nece,to
848,dies::PRN,nece,táto
849,das::PRN,se,to
850,alles::PRN,kaik,všetko
851,ich::PRN,minä,ja
852,du::PRN,sinä,ty
853,er::PRN,hän,on
854,wir::PRN,mö,my
855,ihr::PRN,tö,vy
856,sie::PRN,hö,oni
857,was::FPRN,mi,čo
858,wer::FPRN,ken,kto
859,wo::FADV,kus,kde
860,wohin::FADV,kuna,kam
861,wie::FADV,kut,ako
862,wie::FADV,mit',ako
863,warum::FADV,mikš,prečo
864,wieviel::FNUM,äjak,koľko
865,wieviel::FNUM,kuverz',koľko
866,eins::NUM,üks',jeden
867,zwei::NUM,kaks',dva
868,drei::NUM,koume,tri
869,vier::NUM,nel'l',štyri
870,fünf::NUM,viž,päť
871,sechs::NUM,kuz',šesť
872,sieben::NUM,seičeme,sedem
873,acht::NUM,kahesa,osem
874,neun::NUM,ühesa,deväť
875,zehn::NUM,kümne,desať
876,elf::NUM,üks'toštkümne,jedenásť
877,zwölf::NUM,kaks'toštkümne,dvanásť
878,zwanzig::NUM,kaks'kümne,dvadsať
879,dreißig::NUM,koumekümne,tridsať
880,vierzig::NUM,nel'l'kümne,štyridsať
881,fünfzig::NUM,vižkümne,päťdesiat
882,sechzig::NUM,kuz'kümne,šesťdesiat
883,siebzig::NUM,seičemekümne,sedemdesiat
884,achtzig::NUM,kahesakümne,osemdesiat
885,neunzig::NUM,ühesakümne,deväťdesiat
886,hundert::NUM,sada,sto
887,tausend::NUM,tuha,tisíc
888,und::CNJ,i,i
889,und::CNJ,da,i
890,oder::CNJ,vai,alebo
891,stehen::V,seišta,stáť
892,sitzen::V,ištta,sedieť
893,liegen::V,venuda,ležať
894,hängen::V,ripta,visieť
895,werden::V,lindä,stať sa
896,werden::V,tehtas,stať sa
897,passieren::V,ozaitas,stať sa
898,beginnen::V,augotadas,začať sa
899,enden::V,loptas,končiť sa
900,wechseln::V,vajehtadas,meniť sa
901,aufgehen[Sonne]::V,nousta,vychádzať
902,untergehen[Sonne]::V,lasktas,zapadnúť
903,scheinen[Sonne]::V,paštta,svietiť
904,donnern::V,juraita,hrmieť
905,wehen::V,dölta,viať
906,wehen::V,puhuda,viať
907,strömen::V,valadas,prúdiť
908,fließen::V,valuda,tiecť
909,sich drehen::V,punotas,točiť sa
910,sich drehen::V,punotas,krútiť sa
911,schwanken::V,čibuda,kolísať
912,schwanken::V,čibuda,klátiť sa
913,schwingen::V,čibuda,kývať sa
914,schwingen::V,čibuda,chvieť sa
915,fallen::V,langeta,padať
916,brennen::V,pallada,páliť
917,brennen::V,pallada,horieť
918,rauchen::V,savustada,dymiť sa
919,regnen::V,vihmda,pršať
920,gefrieren::V,jäduda,zamrznút
921,gefrieren::V,kül'mdä,zamrznút
922,tauen::V,sulada,taviť sa
923,schmelzen::V,sulada,taviť sa
924,trocknen::V,kuida,schnúť
925,trocknen::V,kuivehtuda,schnúť
926,sieden::V,kehuda,vrieť
927,faulen::V,hapata,hniť
928,faulen::V,traudäs,hniť
929,verfaulen::V,hapata,zhniť
930,reißen::V,rebita,pretrhnúť sa
931,versinken::V,upota,zapadnúť
932,versinken::V,upota,potopiť sa
933,vergehen::V,mända,plynúť
934,erscheinen::V,ozutadas,objaviť sa
935,verschwinden::V,hajeta,zmiznúť
936,sinken::V,väheta,klesať
937,sinken::V,lasktas,klesať
938,abnehmen::V,peneta,ubúdať
939,zunehmen::V,ližaduda,pribúdať
940,steigen::V,nousta,stúpať
941,wachsen::V,kazda,rásť
942,glänzen::V,loštta,jagať sa
943,glänzen::V,loštta,lesknúť sa
944,funkeln::V,hoštta,iskriť sa
945,lärmen::V,robaita,lomoziť
946,läuten::V,judaita,cengať
947,klingeln::V,kelotada,zvoniť
948,klirren::V,biraita,rinčať
949,brausen::V,bruncta,hučať
950,rauschen::V,šobaita,šumieť
951,klingen::V,heläita,znieť
952,klingen::V,heläita,zvoniť
953,bellen::V,nutta,štekať
954,bellen::V,nutta,brechať
955,heulen::V,ulaita,vyť
956,blasen::V,puhuda,duť
957,blasen::V,puhuda,fúkať
958,pfeifen::V,pistta,pískať
959,pfeifen::V,pistta,hvízdať
960,pfeifen::V,vihelta,pískať
961,pfeifen::V,vihelta,hvízdať
962,schreien::V,kirkta,kričať
963,schreien::V,kidastada,kričať
964,stöhnen::V,ohkta,stenať
965,stöhnen::V,voivotada,stenať
966,zittern::V,säraita,triasť sa
967,leben::V,eläda,žiť
968,geboren werden::V,sünduda,narodiť sa
969,atmen::V,henktä,dýchať
970,trinken::V,joda,piť
971,essen::V,söda,jesť
972,schlucken::V,lainata,zhltnuť
973,müde werden::V,väzuda,unaviť sa
974,müde werden::V,šuštuda,unaviť sa
975,einschlafen::V,uinota,usnúť
976,einschlafen::V,uinota,zaspať
977,schlafen::V,magata,spať
978,schlafen::V,nukkuda,spať
979,aufwachen::V,heraštuda,zobudiť sa
980,aufstehen::V,nousta,vstať
981,sich erholen::V,lebaitas,zotavovať sa
982,sich erholen::V,lebaitas,oddýchovať si
983,krank werden::V,läžegata,ochorieť
984,krank sein::V,läžuda,chorieť
985,krank sein::V,läžuda,byť chorý
986,schmerzen::V,kibištada,bolieť
987,husten::V,rügda,kašľať
988,genesen::V,tervehtuda,uzdraviť sa
989,sterben::V,kolda,umrieť
990,sterben::V,kolda,zomrieť
991,umkommen::V,kolda,zahynúť
992,sich bewegen::V,likkuda,pohybovať sa
993,sich rühren::V,likahtada,hnúť sa
994,sich rühren::V,kubahtada,hnúť sa
995,sich erheben::V,nousta,zdvihnúť sa
996,sich setzen::V,išttas,sadnúť si
997,hinfallen::V,langeta,spadnúť
998,laufen::V,kävuda,bežať
999,schreiten::V,astta,kráčať
1000,schreiten::V,haškta,kráčať
1001,spazierengehen::V,kävelta,prechádzať sa
1002,eilen::V,kiruhtada,súriť
1003,sich beeilen::V,kiruhtada,ponáhľať sa
1004,sausen::V,fun'urta,hučať
1005,rennen::V,joksta,bežať
1006,springen::V,hüptä,skákať
1007,klettern::V,libuda,liezť
1008,schaukeln::V,čibuda,húpať
1009,schaukeln::V,čibuda,hojdať
1010,kriechen::V,ličtas,liezť
1011,kriechen::V,ličtas,plaziť sa
1012,schwimmen::V,ujuda,plávať
1013,tauchen::V,čukautas,ponoriť sa
1014,rudern::V,souta,veslovať
1015,fahren::V,ajada,ísť
1016,fahren::V,ajada,jazdiť
1017,fahren::V,ajelda,ísť
1018,fahren::V,ajelda,jazdiť
1019,fliegen::V,leta,letieť
1020,gehen::V,mända,ísť
1021,gehen::V,kävuda,ísť
1022,weggehen::V,päzda,odísť
1023,weggehen::V,päzda,odchádzať
1024,weggehen::V,lähtta,odísť
1025,weggehen::V,lähtta,odchádzať
1026,abfahren::V,tönduda,odcestovať
1027,anhalten::V,seižutadas,zadržať sa
1028,anhalten::V,seižutadas,zastaviť sa
1029,hineingehen::V,mända südäimehe,vchádzať
1030,eintreten::V,tulda,vojsť
1031,eintreten::V,tulda,vstúpiť
1032,kommen::V,tulda,prísť
1033,ankommen::V,tulda,prísť
1034,ankommen::V,tulda,doraziť
1035,zurückkommen::V,pörtas,vrátiť sa
1036,bleiben::V,jäda,ostať
1037,bleiben::V,jäda,zostať
1038,warten::V,varastada,čakať
1039,erwarten::V,varastada,očakávať
1040,suchen::V,ectä,hľadať
1041,finden::V,löuta,nájsť
1042,versuchen::V,ladida,skúsiť
1043,versuchen::V,ladida,pokúsiť sa
1044,versuchen::V,rohkaita,skúsiť
1045,versuchen::V,rohkaita,pokúsiť sa
1046,vorbereiten::V,vaumita,pripraviť
1047,lieben::V,armastada,ľúbiť
1048,lieben::V,armastada,milovať
1049,mögen::V,navedida,mať rád
1050,lachen::V,nagrda,smiať sa
1051,rühren::V,likutada,dojať
1052,weinen::V,itkta,plakať
1053,schimpfen::V,laidas,nadávať
1054,schimpfen::V,pačatada,nadávať
1055,sich ärgern::V,rändüda,hnevať sa
1056,sich ärgern::V,rändüda,zlostiť sa
1057,sich fürchten::V,varaita,báť sa
1058,fürchten::V,varaita,báť sa
1059,fliehen::V,pageta,utekať
1060,flüchten::V,pageta,utiecť
1061,flüchten::V,joksta,utiecť
1062,sehen::V,nähta,vidieť
1063,anschauen::V,kacta,pozrieť sa na
1064,ansehen::V,kacta,pozrieť
1065,hören::V,kulda,počúvať
1066,zuhören::V,kundeltas,počúvať
1067,probieren::V,mujada,ochutnať
1068,riechen::V,rižada,ňuchať
1069,fühlen::V,mujada,cítiť
1070,fühlen::V,mujada,pociťovať
1071,scheinen::V,näguda,zdať sa
1072,zu sehen sein::V,näguda,byť vidieť
1073,vernehmen::V,kulištada,počuť
1074,frieren::V,kül'mdä,mrznúť
1075,frieren::V,kül'mdä,oziabať
1076,tun::V,tehta,robiť
1077,können::V,voida,môcť
1078,können::V,mahtta,môcť
1079,wollen::V,himoita,chcieť
1080,wollen::V,tahtoida,chcieť
1081,anfangen::V,zavottä,začať
1082,anfangen::V,augotada,začať
1083,beenden::V,loptä,skončiť
1084,aufhören::V,loptas,prestať
1085,gelingen::V,lähtta,podariť sa
1086,gelingen::V,tehtas,podariť sa
1087,geraten::V,tulda,dariť sa
1088,öffnen::V,avaita,otvoriť
1089,schließen::V,saubata,zavrieť
1090,stellen::V,panda,postaviť
1091,stellen::V,seižutada,postaviť
1092,setzen::V,ištutada,posadiť
1093,legen::V,panda,klásť
1094,legen::V,panda,položiť
1095,berühren::V,koskta,dotykať sa
1096,berühren::V,käziduda,dotykať sa
1097,verbinden::V,ühtenzoitta,spojiť
1098,bedecken::V,katta,pokryť
1099,bedecken::V,peitta,pokryť
1100,aufhängen::V,riputada,zavesiť
1101,anzünden::V,sütutada,zapáliť
1102,aufheben::V,leta,zdvihnúť
1103,zurücklassen::V,jätta,zanechať
1104,verlieren::V,kadotada,stratiť
1105,fallen lassen::V,kirbotada,pustiť
1106,machen::V,säta,robiť
1107,machen::V,tehta,robiť
1108,herstellen::V,tehta,vyrobiť
1109,bauen::V,leta,stavať
1110,bauen::V,leta,budovať
1111,bauen::V,sauda,stavať
1112,bauen::V,sauda,budovať
1113,reparieren::V,koheta,opraviť
1114,verbessern::V,paremboita,zlepšiť
1115,ändern::V,vajehtada,zmeniť
1116,ändern::V,vajehtada,preinačiť
1117,graben::V,kaida,ryť
1118,graben::V,kaida,kopať
1119,graben::V,čongoida,ryť
1120,graben::V,čongoida,kopať
1121,beugen::V,koverta,ohnúť
1122,biegen::V,painda,ohnúť
1123,drehen::V,punotada,točiť
1124,drehen::V,punotada,krútiť
1125,wenden::V,käta,obrátiť
1126,wenden::V,käta,prevrátiť
1127,wenden::V,kärauta,obrátiť
1128,wenden::V,kärauta,prevrátiť
1129,umdrehen::V,käta,otočiť
1130,umdrehen::V,käta,obrátiť
1131,heben::V,leta,dvíhať
1132,heben::V,leta,povzniesť
1133,hochheben::V,libutada,zdvihnúť
1134,ergreifen::V,tabata,uchopiť sa
1135,halten::V,pidada,držať
1136,drücken::V,painda,tisnúť
1137,schieben::V,žigutada,posunovať
1138,kratzen::V,künstä,škrabať
1139,lecken::V,nolda,lízať
1140,beißen::V,purda,kúsať
1141,beißen::V,hambastada,kúsať
1142,abreißen::V,ratketa,odtrhnúť
1143,abschneiden::V,čapata,odrezať
1144,abschneiden::V,čapata,odkrojiť
1145,abschneiden::V,leikata,odrezať
1146,abschneiden::V,leikata,odkrojiť
1147,binden::V,sidoda,zaviazať
1148,binden::V,sidoda,priviazať
1149,stecken::V,čokaita,strčiť
1150,brechen::V,katkaita,zlomiť
1151,klopfen::V,kolkotada,tĺcť
1152,klopfen::V,kolkotada,klopať
1153,hauen::V,löda,nabiť
1154,kleben::V,klejata,lepiť
1155,kleben::V,klejata,nalepiť
1156,reiben::V,hosta,trieť
1157,reiben::V,törkita,trieť
1158,reiben::V,jorotada,trieť
1159,streichen::V,voita,namazať
1160,schleifen::V,hijoida,ostríť
1161,schleifen::V,teravzoitta,ostríť
1162,schneiden::V,leikata,rezať
1163,schneiden::V,leikata,strihať
1164,rütteln::V,heilutada,triasť
1165,rütteln::V,heilutada,lomcovať
1166,schütteln::V,pudištada,triasť
1167,schütteln::V,pudištada,potriasť
1168,schwenken::V,maihutada,mávať
1169,schütten::V,valada,sypať
1170,füllen::V,täutta,plniť
1171,einwickeln::V,kärdä,zabaliť
1172,tragen::V,kantta,niesť
1173,tragen::V,kandišta,niesť
1174,schleppen::V,vedätada,vliecť
1175,ziehen::V,vedada,ťahať
1176,aufbewahren::V,kaita,uložiť
1177,aufbewahren::V,kaita,uschovať
1178,werfen::V,čuta,hodiť
1179,werfen::V,čuta,vrhnúť
1180,werfen::V,tactä,hodiť
1181,werfen::V,tactä,vrhnúť
1182,fangen::V,püta,chytať
1183,packen::V,tabata,baliť
1184,packen::V,tabata,chytiť
1185,verstecken::V,peitta,skryť
1186,verstecken::V,peitta,schovať
1187,teilen::V,jagada,podeliť
1188,teilen::V,jagada,rozdeliť
1189,schicken::V,oigeta,posielať
1190,bringen::V,veda,priniesť
1191,hinzufügen::V,ližata,pripojiť
1192,bekommen::V,sada,dostať
1193,erhalten::V,sada,prijať
1194,nehmen::V,otta,vziať
1195,wählen::V,valita,voliť
1196,auswählen::V,valita,vybrať
1197,auswählen::V,valita,vyvoliť
1198,bewahren::V,kaita,zachovať
1199,behindern::V,telustada,zavadzať
1200,behindern::V,telustada,byť v ceste
1201,verderben::V,travida,skaziť
1202,beschädigen::V,satatada,ublížiť
1203,beschädigen::V,satatada,poškodiť
1204,zerbrechen::V,mureta,rozbiť
1205,zerbrechen::V,mureta,prelomiť
1206,zerreißen::V,rebitada,pretrhnúť
1207,zerstören::V,mureta,zničiť
1208,verbrennen::V,poltta,spáliť
1209,geben::V,antta,dať
1210,reichen::V,antta,podať
1211,schenken::V,lahjoita,darovať
1212,versprechen::V,toivotada,sľúbiť
1213,wünschen::V,toivotada,želať
1214,loben::V,kitta,chváliť
1215,küssen::V,tervehtada,bozkať
1216,wiegen::V,likutada,kolísať
1217,zudecken::V,katta,prikryť
1218,wecken::V,noustatada,zobudiť
1219,zeigen::V,ozutada,ukázať
1220,führen::V,astutada,viesť
1221,lehren::V,opeta,učiť
1222,unterrichten::V,opeta,vyučovať
1223,aufziehen::V,kazvatada,vychovať
1224,leiten::V,ohjata,viesť
1225,antreiben::V,rigehtoitta,popudiť
1226,lassen::V,käskta,dať
1227,einladen::V,kucta,pozvať
1228,einladen::V,kucta,povolať
1229,vereinigen::V,ühtenzoitta,spojiť
1230,vereinigen::V,ühtenzoitta,zjednotiť
1231,besuchen::V,rižada,navštíviť
1232,treffen::V,vastata,stretnúť
1233,sich versammeln::V,kägeta,zhromaždiť sa
1234,sich versammeln::V,sätas,zhromaždiť sa
1235,spielen::V,väta,hrať
1236,singen::V,pajatada,spievať
1237,tanzen::V,kargaita,tancovať
1238,sich trennen::V,erigata,rozísť sa
1239,verlassen::V,jätta,opustiť
1240,retten::V,päzutada,zachrániť
1241,bewachen::V,varjoita,strážiť
1242,schützen::V,kaita,chrániť
1243,verteidigen::V,kaita,brániť
1244,sich schlagen::V,torata,biť sa
1245,schießen::V,ampta,streliť
1246,schießen::V,ampta,strieľať
1247,siegen::V,vägestada,zvíťaziť
1248,ärgern::V,verdutada,hnevať
1249,ärgern::V,verdutada,zlostiť
1250,ärgern::V,rändütada,hnevať
1251,ärgern::V,rändütada,zlostiť
1252,schlagen::V,löda,biť
1253,schlagen::V,löda,udrieť
1254,schlagen::V,iškta,biť
1255,schlagen::V,iškta,udrieť
1256,treten::V,peksta,kopnúť
1257,treten::V,topsta,kopnúť
1258,stechen::V,pystiä,bodnúť
1259,stechen::V,pystiä,pichnúť
1260,stoßen::V,iškta,udrieť
1261,stoßen::V,pudištada,udrieť
1262,stehlen::V,vargastada,kradnúť
1263,stören::V,keskustada,vyrušiť
1264,belästigen::V,tartuteldas,obťažovať
1265,verbergen::V,katelda,skryť
1266,täuschen::V,manitada,sklamať
1267,betrügen::V,manitada,klamať
1268,betrügen::V,manitada,podvádzať
1269,töten::V,rikta,zabiť
1270,töten::V,rikta,usmrtiť
1271,töten::V,surmita,zabiť
1272,töten::V,surmita,usmrtiť
1273,wohnen::V,eläda,bývať
1274,arbeiten::V,rata,pracovať
1275,sammeln::V,kogota,zbierať
1276,pflücken::V,poimda,trhať
1277,pflücken::V,poimda,oberať
1278,jagen::V,mecata,poľovať
1279,fischen::V,kalatada,loviť ryby
1280,fischen::V,kalatada,chytať ryby
1281,fassen::V,tabata,uloviť
1282,hüten::V,paimeta,pásť
1283,treiben::V,ajada,hnať
1284,anbinden::V,küttestada,priviazať
1285,anbinden::V,sidoda,priviazať
1286,füttern::V,sötta,kŕmiť
1287,melken::V,lüpsta,dojiť
1288,hacken::V,sauda,seknúť
1289,gießen::V,valada,polievať
1290,reifen::V,küpseta,dozrieť
1291,zubereiten::V,vaumištada,pripraviť
1292,kochen::V,keitta,variť
1293,backen::V,paštta,piecť
1294,backen::V,paštta,smažiť
1295,braten::V,žarda,piecť
1296,braten::V,žarda,pražiť
1297,umrühren::V,segoitada,pomiešať
1298,stricken::V,kudoda,pliesť
1299,nähen::V,ombelta,šiť
1300,färben::V,mujutada,zafarbiť
1301,reinigen::V,puhtastada,čistiť
1302,waschen::V,pesta,myť
1303,abwischen::V,pühktä,utrieť
1304,spülen::V,huhtoida,vyplachovať
1305,fegen::V,pühkta,zametať
1306,kehren::V,uhoita,zametať
1307,baden::V,kül'ptäs,kúpať sa
1308,sich waschen::V,pestas,umývať sa
1309,ausziehen::V,riičta,zobliecť
1310,ausziehen::V,rušta,zobliecť
1311,anziehen::V,panda päle,obliecť
1312,anziehen::V,panda kädehe,obliecť
1313,anziehen::V,panda jaugha,obliecť
1314,sich anziehen::V,sobdas,obliecť sa
1315,kämmen::V,harjata,česať
1316,schmücken::V,čomitada,ozdobiť
1317,sagen::V,sanuda,povedať
1318,sprechen::V,pagišta,hovoriť
1319,reden::V,pagišta,rozprávať
1320,sich unterhalten::V,lodaita,rozprávať sa
1321,fragen::V,küzuda,spýtať sa
1322,bitten::V,pakita,prosiť
1323,erzählen::V,sanuda,rozprávať
1324,erzählen::V,starinoita,rozprávať
1325,mitteilen::V,tedotada,oznámiť
1326,nennen::V,nimitada,nazvať
1327,nennen::V,nimitada,menovať
1328,rufen::V,kucta,volať
1329,rufen::V,kucta,zavolať
1330,prahlen::V,kittäs,vystatovať sa
1331,übersetzen::V,käta,preložiť
1332,denken::V,meletada,myslieť
1333,glauben::V,uskta,veriť
1334,bemerken::V,homaita,podotknuť
1335,bemerken::V,homaita,spozorovať
1336,erkennen::V,tundištada,poznať
1337,begreifen::V,tabata,pochopiť
1338,begreifen::V,tabata,porozumieť
1339,verstehen::V,el'geta,rozumieť
1340,verstehen::V,toimetada,rozumieť
1341,lernen::V,opetas,učiť sa
1342,wissen::V,teta,vedieť
1343,sich erinnern an::V,johtutada,pamätať si na
1344,vergessen::V,unohtada,zabudnuť
1345,messen::V,märita,merať
1346,zählen::V,lugeda,počítať
1347,rechnen::V,lugeda,rátať
1348,rechnen::V,lugeda,počítať
1349,lesen::V,lugeda,čítať
1350,malen::V,pirta,maľovať
1351,zeichnen::V,pirta,kresliť
1352,schreiben::V,kirjutada,písať
1353,besitzen::V,omištada,mať
1354,besitzen::V,omištada,vlastniť
1355,kaufen::V,ostta,kúpiť
1356,verkaufen::V,möda,predať
1357,bezahlen::V,maksta,zaplatiť
1358,zahlen::V,maksta,platiť
1359,beherrschen::V,valdoita,ovládať
1360,ertragen::V,tirpta,znášať
1361,ertragen::V,tirpta,vydržať
