,Concept_ID,,ba
143,Schaf::N,,һарыҡ
144,Schwein::N,,сусҡа
145,Hund::N,,эт
146,Katze::N,,бесәй
147,Bär::N,,айыу
148,Eichhörnchen::N,,тейен
149,Elch::N,,мышы
150,Fuchs::N,,төлкө
151,Hase::N,,ҡуян
152,Maus::N,,сысҡан
153,Wolf::N,,бүре
154,Vogel::N,,ҡош
155,Schwarm::N,,көтөү
156,Huhn::N,,тауыҡ
157,Hahn::N,,әтәс
158,Gans::N,,ҡаҙ
159,Adler::N,,бөркөт
160,Ente::N,,өйрәк
161,Eule::N,,өкө
162,Eule::N,,ябалаҡ
163,Kranich::N,,торна
164,Krähe::N,,ҡарға
165,Kuckuck::N,,кәкүк
166,Schwan::N,,аҡҡош
167,Fisch::N,,балыҡ
168,Barsch::N,,алабуға
169,Hecht::N,,суртан
170,Schlange[Tier]::N,,йылан
171,Wurm::N,,селяүсен
172,Spinne::N,,үрмәксе
173,Ameise::N,,ҡырмыҫҡа
174,Laus::N,,бет
175,Mücke::N,,серәкәй
176,Fliege::N,,себен
177,Schmetterling::N,,күбәләк
178,Beere::N,,еләк
179,Apfel::N,,алма
180,Pilz::N,,бәшмәк
181,Zwiebel::N,,һуган
182,Saat::N,,орлоҡ
183,Korn::N,,иген
184,Heu::N,,бесән
185,Schale::N,,ҡабыҡ
186,Grube::N,,соҡор
187,Falle::N,,тоҙак
188,Falle::N,,ҡапҡан
189,Schlinge::N,,тоҙак
190,Spur::N,,әҫер
191,Asche::N,,көл
192,Dreck::N,,батҡаҡ
193,Eisen::N,,тимер
194,Gold::N,,алтын
195,Silber::N,,көмөш
196,Kohle::N,,күмер
197,Glas::N,,быяла
198,Lehm::N,,балсыҡ
199,Sand::N,,ҡом
200,Mensch::N,,кеше
201,Mann::N,,ир
202,Frau::N,,ҡатын
203,Kind::N,,бала
204,Junge::N,,малай
205,Mädchen::N,,ҡыҙ
206,Mädchen::N,,ҡыҙыҡай
207,Familie::N,,ғаилә
208,Großvater::N,,олатай
209,Großmutter::N,,әбәй
210,Eltern::N,,ата-әсә
211,Vater::N,,атай
212,Mutter::N,,әсә
213,Sohn::N,,ул
214,Tochter::N,,ҡыҙ
215,Bruder::N,,агай
216,Schwester::N,,алай
217,Schwester::N,,һеңле
218,Onkel::N,,ағай
219,Tante::N,,апай
220,Ehemann::N,,ир
221,Ehefrau::N,,ҡатын
222,Freude::N,,шатлыҡ
223,Freude::N,,ҡыуаныс
224,Gelächter::N,,көлөү
225,Glück::N,,бәхет
226,Kummer::N,,ҡайғы
227,Wunsch::N,,теләк
228,Lust::N,,әүәҫлек
229,Geist::N,,аң
230,Geist::N,,рух
231,Gedanke::N,,уй
232,Gedanke::N,,фекер
233,Gedächtnis::N,,хәтер
234,Verstand::N,,аҡыл
235,Sinn::N,,мәғәня
236,Grund::N,,сәбәп
237,Wahrheit::N,,дөрөҫлөк
238,Gespräch::N,,әңгәмә
239,Märchen::N,,әкиәт
240,Erzählung::N,,хикәйә
241,Nachricht::N,,хәбәр
242,Neuigkeit::N,,яңылыҡ
243,Name::N,,исем
244,Rätsel::N,,йомаҡ
245,Rede::N,,телмәр
246,Sprache::N,,тел
247,Sprache::N,,телмәр
248,Stimme::N,,тауыш
249,Wort::N,,һүҙ
250,Zeichen::N,,билдә
251,Ruf::N,,саҡырыу
252,Lärm::N,,шаулау
253,Laut::N,,тауыш
254,Ton::N,,яңғырау
255,Lied::N,,йыр
256,Ruhe::N,,ял
257,Ruhe::N,,тыныслыҡ
258,Leute::N,,кешеләр
259,Volk::N,,халҡ
260,Arbeit::N,,эш
261,Gast::N,,ҡунаҡ
262,Geschenk::N,,бүләк
263,Spiel::N,,уйын
264,Gesellschaft::N,,йәмғиәт
265,Hilfe::N,,ярҙам
266,Freund::N,,дуҫ
267,Kamerad::N,,иптәш
268,Angelegenheit::N,,әш
269,Anzahl::N,,һан
270,Art::N,,төр
271,Stück::N,,киҫәк
272,Teil::N,,өлөш
273,Hälfte::N,,ярты
274,Kreis::N,,түңәрәк
275,Kreuz::N,,тәре
276,Linie::N,,һыҙыҡ
277,Strich::N,,һыҙат
278,Abstand::N,,ара
279,Entfernung::N,,алыҫлыҡ
280,Gegend::N,,урын
281,Platz::N,,арауыҡ
282,Ort::N,,ерҙәр
283,Ort::N,,урындар
284,Ort::N,,эш урыны
285,Seite::N,,яҡ
286,Mitte::N,,урталыҡ
287,Gegenstand::N,,нәмә
288,Sache::N,,нәмә
289,Sache::N,,әйбер
290,Rand::N,,сит
291,Kante::N,,ҡабырға
292,Kante::N,,ян
293,Ecke::N,,мөйөш
294,Spitze::N,,ос
295,Ende::N,,аҙаҡ
296,Loch::N,,тишек
297,Winkel::N,,мөйөш
298,Muster::N,,биҙәк
299,Größe::N,,ҙурлыҡ
300,Länge::N,,оҙонлоҡ
301,Höhe::N,,бейеклек
302,Gewicht::N,,үлсәү
303,Menge::N,,һан
304,Haufen::N,,өйөм
305,Reihe::N,,рәт
306,Boot::N,,кәмә
307,Ruder::N,,ишкәк
308,Schlitten::N,,сана
309,Ski::N,,саңгы
310,Lagerfeuer::N,,костер
311,Last::N,,ауырлыҡ
312,Gang::N,,барыу
313,Schritt::N,,аҙым
314,Norden::N,,төньяҡ
315,Süden::N,,көньяҡ
316,Westen::N,,көнбайыш
317,Osten::N,,көнсығыш
318,Holz::N,,үағас
319,Brett::N,,таҡта
320,Platte::N,,плита
321,Stütze::N,,терәк
322,Stange::N,,кәртә
323,Stock::N,,таяҡ
324,Stab::N,,ҡолға
325,Rohr::N,,торба
326,Haus::N,,өй
327,Haus::N,,йорт
328,Heim::N,,өй
329,Ofen::N,,мейес
330,Fußboden::N,,енес
331,Tisch::N,,өҫтәл
332,Stuhl::N,,ултырғыс
333,Wiege::N,,бишек
334,Bett::N,,карауат
335,Regal::N,,кәштә
336,Kiste::N,,йәшинк
337,Fenster::N,,тәҙрә
338,Tür::N,,ишек
339,Tor::N,,ҡапҡа
340,Zaun::N,,ҡойма
341,Dach::N,,түбә
342,Dach::N,,ҡыйыҡ
343,Leiter::N,,баҫҡыс
344,Besen::N,,һепертке
345,Spaten::N,,көрәк
346,Schaufel::N,,көрәк
347,Gabel::N,,сәнске
348,Löffel::N,,ҡалаҡ
349,Messer::N,,бысаҡ
350,Nagel::N,,сөй
351,Netz::N,,ау
352,Haken::N,,ыргаҡ
353,Griff::N,,тотҡа
354,Schloss::N,,йоҙаҡ
355,Bild::N,,картина
356,Figur::N,,һын
357,Puppe::N,,ҡурсаҡ
358,Beutel::N,,тоҡ
359,Bündel::N,,төргәк
360,Tasche::N,,сумка
361,Eimer::N,,биҙрә
362,Deckel::N,,ҡапҡас
363,Geschirr::N,,һауыт-һаба
364,Sack::N,,тоҡ
365,Tasse::N,,сынаяҡ
366,Topf::N,,кәстрүл
367,Kessel::N,,ҡаҙан
368,Essen::N,,ашау
369,Nahrung::N,,аҙыҡ
370,Speise::N,,аш
371,Fleisch::N,,ит
372,Getreide::N,,иген
373,Getreide::N,,ашлыҡ
374,Brei::N,,бутҡа
375,Brot::N,,икмәк
376,Scheibe::N,,телем
377,Fett::N,,май
378,Butter::N,,май
379,Öl::N,,май буяуы
380,Salz::N,,тоҙ
381,Suppe::N,,һурпа
382,Honig::N,,бал
383,Milch::N,,һөт
384,Tee::N,,сәй
385,Leder::N,,күн
386,Wolle::N,,йөн
387,Stoff::N,,туҡыма
388,Nadel::N,,энә
389,Faden::N,,еп
390,Knopf::N,,төймә
391,Knoten::N,,төйөн
392,Farbe::N,,буяу
393,Kleidung::N,,кейем
394,Hemd::N,,күлдәк
395,Kragen::N,,яға
396,Ärmel::N,,ең
397,Hose::N,,салбар
398,Gürtel::N,,ҡайыш
399,Mütze::N,,бүрк
400,Schuh::N,,туфли
401,Stiefel::N,,итек
402,Ring::N,,йөҙөк
403,Ring::N,,балдаҡ
404,Band::N,,таҫма
405,Kamm::N,,тараҡ
406,Spiegel::N,,көзгө
407,Riemen::N,,ҡайыш
408,Schnur::N,,бау
409,Leine::N,,бау
410,Decke::N,,одеяд
411,Kissen::N,,мендәр
412,Tuch::N,,яулыҡ
413,Handtuch::N,,таҫтамал
414,Kraft::N,,көс
415,Stärke::N,,көс
416,Gesundheit::N,,һаулыҡ
417,Krankheit::N,,сир
418,Krankheit::N,,ауырыу
419,Schmerz::N,,һыҙлау
420,Schmerz::N,,әрнеү
421,Wunde::N,,йәрәхәт
422,Fieber::N,,тапма
423,Fieber::N,,биҙгәк
424,Arznei::N,,дарыу
425,Brücke::N,,күпер
426,Brunnen::N,,ҡоҙоҡ
427,Weide::N,,көтөүлек
428,Pfad::N,,һуҡмаҡ
429,Weg::N,,юл
430,Straße::N,,урам
431,Dorf::N,,ауыл
432,Stadt::N,,ҡала
433,Brief::N,,хат
434,Buch::N,,китап
435,Buch::N,,кенәгә
436,Buchstabe::N,,хәреф
437,Zeitung::N,,гәзит
438,Leben::N,,йәшәү
439,Tod::N,,үлем
440,Grab::N,,ҡәбер
441,Kirche::N,,сиркәү
442,Sünde::N,,гөнаһ
443,Gott::N,,алла
444,Gott::N,,хоҙай
445,Arbeiter::N,,эшсе
446,Chef::N,,башлыҡ
447,Meister::N,,оҫта
448,Arzt::N,,врач
449,Lehrer::N,,уҡытыусы
450,Geld::N,,аҡса
451,Geschäft::N,,эш
452,Laden::N,,магазин
453,Preis::N,,хаҡ
454,Ware::N,,тауар
455,Nutzen::N,,файҙа
456,Reichtum::N,,байлыҡ
457,Welt::N,,донъя
458,Land::N,,ил
459,Staat::N,,дәүләт
460,König::N,,король
461,Macht::N,,власть
462,Grenze::N,,сик
463,Krieg::N,,һуғыш
464,Feind::N,,йылан
465,Gewalt::N,,көслөк
466,Kampf::N,,көрәш
467,Bogen[Waffe]::N,,йәйә
468,Pfeil::N,,уҡ
469,Gewehr::N,,мылтыҡ
470,Fehler::N,,хата
471,Lüge::N,,ялған
472,Schaden::N,,зыян
473,Schaden::N,,зарар
474,Unglück::N,,ҡаза
475,Schuld::N,,ғәйеп
476,Alter::N,,йәш
477,Schluss::N,,һуң
478,Schluss::N,,аҙаҡ
479,Zeit::N,,мәл
480,Zeit::N,,заман
481,Tag::N,,көн
482,Morgen::N,,иртә
483,Morgen::N,,иртәнсәк
484,Mittag::N,,төш
485,Abend::N,,кис
486,Nacht::N,,төн
487,Woche::N,,аҙна
488,Monat::N,,ай
489,Jahr::N,,йыл
490,Frühling::N,,яҙ
491,Sommer::N,,йәй
492,Herbst::N,,көз
493,Winter::N,,ҡыш
494,Januar::N,,ғинуар
495,Februar::N,,февраль
496,März::N,,март
497,April::N,,апрель
498,Mai::N,,май
499,Juni::N,,июнь
500,Juli::N,,июль
501,August::N,,август
502,September::N,,сентябрь
503,Oktober::N,,октябрь
504,November::N,,ноябрь
505,Dezember::N,,декабрь
506,Montag::N,,дүшәмбе
507,Dienstag::N,,шишәмбе
508,Mittwoch::N,,шаршамбы
509,Donnerstag::N,,кесаҙна
510,Freitag::N,,йома
511,Samstag::N,,шәмбе
512,Sonntag::N,,йәкшәмбе
513,groß::A,,ҙур
514,klein::A,,бәләкәс
515,lang::A,,оҙон
516,kurz::A,,ҡыҫҡа
517,breit::A,,киң
518,schmal::A,,тар
519,dicht::A,,йыш
520,dicht::A,,ҡуйы
521,dick[Gegenstand]::A,,ҡалын
522,dünn::A,,йоҡа
523,dünn::A,,нәҙек
524,fein::A,,нескә
525,fest::A,,ныҡ
526,flach::A,,яҫы
527,flach::A,,ялпаҡ
528,glatt::A,,шыма
529,hart::A,,ҡаты
530,weich::A,,йомшаҡ
531,rund::A,,түңәрәк
532,spitz::A,,осло түбәле
533,scharf::A,,үткер
534,stumpf::A,,утмәҫ
535,schwer::A,,ауыр
536,schön::A,,матур
537,heiß::A,,эҫе
538,warm::A,,йылы
539,kalt::A,,һыуыҡ
540,kühl::A,,һалҡынса
541,frisch::A,,һалҡынса
542,feucht::A,,еүеш
543,feucht::A,,дымлы
544,nass::A,,еүеш
545,trocken::A,,кипкән
546,voll::A,,тулы
547,leer::A,,буш
548,offen::A,,асыҡ
549,geschlossen::A,,ябыҡ
550,sauber::A,,таҙа
551,schmutzig::A,,бысраҡ
552,roh::A,,сей
553,reif::A,,өлгөрғән
554,lecker::A,,тәмле
555,süß::A,,тямле
556,süß::A,,тәм-том
557,bitter::A,,әсе
558,sauer::A,,әсе
559,hell::A,,яҡты
560,dunkel::A,,ҡараңғы
561,schwarz::A,,ҡара
562,weiß::A,,аҡ
563,rot::A,,матур
564,rot::A,,һылыу
565,rot::A,,сибәр
566,gelb::A,,һары
567,blau::A,,күк
568,grün::A,,йәшел
569,grau::A,,буҙ
570,bunt::A,,сыбар
571,bunt::A,,ала-ҡола
572,billig::A,,арзан
573,teuer::A,,ҡыйбатлы
574,wertvoll::A,,ҡиммәтле
575,blind::A,,һуҡыр
576,taub::A,,һаңғырау
577,kräftig::A,,көслө
578,kräftig::A,,ҡеүәтле
579,stark::A,,көслө
580,stark::A,,ҡеүәтле
581,schwach::A,,көсһөҙ
582,fett::A,,һимеҙ
583,schlank::A,,зифа
584,hübsch::A,,матур
585,böse::A,,асыулы
586,dumm::A,,иҫәр
587,faul::A,,иренсәк
588,fleißig::A,,тырыш
589,geizig::A,,һаран
590,klug::A,,аҡыллы
591,geschickt::A,,оҫта
592,lieb::A,,яғымлы
593,lustig::A,,күңелле
594,sanft::A,,йыуаш
595,hungrig::A,,ас
596,krank::A,,сирле
597,krank::A,,ауырыу
598,nackt::A,,яланғас
599,traurig::A,,яманһыу
600,lebendig::A,,тере
601,lebendig::A,,йәнле
602,gut::A,,яҡшы
603,schlecht::A,,хөрт
604,schlecht::A,,алама
605,richtig::A,,дөрөҫ
606,schlimm::A,,хөрт
607,schlimm::A,,алама
608,wahr::A,,дөрөҫ
609,alt::A,,иҫке
610,alt::A,,боронғо
611,neu::A,,яңы
612,ehemalig::A,,элекке
613,alt[Lebewesen]::A,,ҡарт
614,jung::A,,йәш
615,arm::A,,фәҡир
616,reich::A,,бай
617,bekannt::A,,таныш
618,berühmt::A,,атаҡлы
619,berühmt::A,,данлыҡлы
620,fremd::A,,ят
621,fremd::A,,сит
622,verschieden::A,,төрлө
623,nah::A,,яҡын
624,fern::A,,алыҫ
625,fern::A,,йыраҡ
626,linker::A,,һул
627,rechter::A,,уң
628,anderer::A,,бутән
629,erster::A,,тәүге
630,zweiter::A,,икенсе
631,dritter::A,,өсөнсө
632,letzter::A,,һуңғы
633,allein::ADV,,бер үҙе
634,allein::ADV,,яңғыҙ
635,auf einmal::ADV,,бер юлы
636,zusammen::ADV,,бергә
637,lange::ADV,,оҙаҡ
638,plötzlich::ADV,,ҡапыл
639,sofort::ADV,,шунда уҡ
640,später::ADV,,һуңыраҡ
641,jetzt::ADV,,хәҙер
642,heute::ADV,,бөгөн
643,morgen::ADV,,иртәгә
644,bald::ADV,,тиҙҙән
645,dann::ADV,,һуңынан
646,gestern::ADV,,кисә
647,einst::ADV,,ҡасандыр
648,einst::ADV,,бер баҡыт
649,damals::ADV,,ул саҡта
650,danach::ADV,,һуңынан
651,vorher::ADV,,элек
652,zuerst::ADV,,башта
653,einmal::ADV,,бер
654,manchmal::ADV,,ҡайһы берҙә
655,oft::ADV,,йыш
656,immer::ADV,,һәр ҡасан
657,niemals::ADV,,бер ҡасан да
658,niemals::ADV,,бер ваҡытта ла
659,hier::ADV,,бында
660,hierhin::ADV,,бында
661,von hier::ADV,,бынан
662,von hier::ADV,,ошонан
663,dort::ADV,,шунда
664,dort::ADV,,тегендә
665,dorthin::ADV,,шунда
666,dorthin::ADV,,тегеләй
667,geradeaus::ADV,,тура
668,vorwärts::ADV,,алға
669,rückwärts::ADV,,кирегә
670,zurück::ADV,,кирегә
671,unten::ADV,,түбәндә
672,hinab::ADV,,түбәнгә
673,oben::ADV,,юғарыла
674,hinauf::ADV,,юғарыға
675,überall::ADV,,бөтә урында
676,nicht::ADV,,тугел
677,ein wenig::ADV,,аҙ
678,kaum::ADV,,көскә
679,kaum::ADV,,саҡ-саҡ
680,sehr::ADV,,ифат
681,so::ADV,,шулай
682,noch::ADV,,йәнә
683,nur::ADV,,бары
684,schon::ADV,,инде
685,wieder::ADV,,тағы
686,vergebens::ADV,,бушҡа
687,vor::PRP,,алдында
688,hinter::PRP,,артында
689,unter::PRP,,аҫтында
690,durch::PRP,,үтә
691,neben::PRP,,эргәһендә
692,zwischen::PRP,,араһында
693,wegen::PRP,,өсөн
694,wegen::PRP,,сәбәпле
695,dies::PRN,,был
696,dies::PRN,,ошо
697,das::PRN,,ул
698,alles::PRN,,бөтә
699,ich::PRN,,мин
700,du::PRN,,һин
701,er::PRN,,ул
702,wir::PRN,,беҙ
703,ihr::PRN,,һеҙ
704,sie::PRN,,улар
705,was::FPRN,,ә
706,was::FPRN,,ни
707,was::FPRN,,нәмә
708,wer::FPRN,,ҡем
709,wo::FADV,,ҡайҙа
710,wohin::FADV,,ҡайҙа
711,wie::FADV,,инидәй
712,warum::FADV,,ин өсөн
713,wieviel::FNUM,,күпме
714,eins::NUM,,бер
715,zwei::NUM,,ике
716,zwei::NUM,,икәү
717,drei::NUM,,өс
718,vier::NUM,,дүрт
719,fünf::NUM,,биш
720,sechs::NUM,,алты
721,sieben::NUM,,ете
722,acht::NUM,,һигеҙ
723,neun::NUM,,туғыҙ
724,zehn::NUM,,ун
725,elf::NUM,,ун бер
726,zwölf::NUM,,ун ике
727,zwanzig::NUM,,егерме
728,dreißig::NUM,,утыҙ
729,vierzig::NUM,,ҡырҡ
730,fünfzig::NUM,,илле
731,sechzig::NUM,,алтмыш
732,siebzig::NUM,,етмеш
733,achtzig::NUM,,һикһән
734,neunzig::NUM,,туҡһан
735,hundert::NUM,,йөҙ
736,tausend::NUM,,мең
737,und::CNJ,,да
738,oder::CNJ,,йәки
739,stehen::V,,тороу
740,sitzen::V,,ултырыу
741,liegen::V,,ятыу
742,hängen::V,,аҫылынып тороу
743,werden::V,,булыу
744,passieren::V,,булыу
745,beginnen::V,,башлау
746,enden::V,,бөтөү
747,enden::V,,тамамланыү
748,wechseln::V,,үҙгәреү
749,aufgehen[Sonne]::V,,ҡалҡыу
750,untergehen[Sonne]::V,,байыу
751,scheinen[Sonne]::V,,яҡтыртып тороу
752,donnern::V,,күкрәү
753,wehen::V,,иҫеү
754,strömen::V,,ташыу
755,fließen::V,,ағыу
756,sich drehen::V,,әйләнеү
757,schwanken::V,,тирбәлеү
758,schwingen::V,,бәүетеү
759,fallen::V,,йығылыу
760,brennen::V,,яныу
761,rauchen::V,,төтәү
762,regnen::V,,ямғыр яуа
763,gefrieren::V,,туңыү
764,tauen::V,,иреү
765,schmelzen::V,,иреү
766,trocknen::V,,кибеү
767,sieden::V,,ҡайнау
768,faulen::V,,сереу
769,verfaulen::V,,сереу
770,reißen::V,,өҙөү
771,reißen::V,,йыртылыу
772,versinken::V,,батыу
773,vergehen::V,,үтеү
774,erscheinen::V,,килеп сығыу
775,verschwinden::V,,юғалыу
776,sinken::V,,түбәнәйеү
777,abnehmen::V,,кәметеү
778,zunehmen::V,,артыу
779,steigen::V,,күтәрелеү
780,wachsen::V,,үҫеү
781,glänzen::V,,ялтырау
782,funkeln::V,,баҙлау
783,lärmen::V,,шаулау
784,läuten::V,,ҡағыу
785,klingeln::V,,ҡағыу
786,klingeln::V,,шылтыратыу
787,klirren::V,,шылтыратыу
788,brausen::V,,ҡотороноу
789,rauschen::V,,шыптырлау
790,klingen::V,,яңғырау
791,bellen::V,,өрөү
792,heulen::V,,олоу
793,blasen::V,,өрөү
794,pfeifen::V,,һызғырып ебәреү
795,schreien::V,,ҡысҡырыу
796,stöhnen::V,,уңғырашыу
797,zittern::V,,ҡалтырау
798,leben::V,,йәшәү
799,geboren werden::V,,тыуыу
800,atmen::V,,тын алыү
801,trinken::V,,эсеү
802,essen::V,,ашау
803,schlucken::V,,йотоу
804,müde werden::V,,арыу
805,einschlafen::V,,йоҡлап китеү
806,schlafen::V,,йоҡлау
807,aufwachen::V,,уяныу
808,aufstehen::V,,тороу
809,sich erholen::V,,ял итеү
810,krank werden::V,,сирләү
811,krank sein::V,,сирләү
812,schmerzen::V,,ауыртыу
813,husten::V,,йүтәлләү
814,genesen::V,,һауығыу
815,sterben::V,,үлеү
816,umkommen::V,,һәләк булыу
817,sich bewegen::V,,хәрәкәт итеү
818,sich rühren::V,,ҡуҙғалыу
819,sich erheben::V,,тороу
820,sich setzen::V,,ултырыу
821,hinfallen::V,,ҡолау
822,laufen::V,,йөрөү
823,schreiten::V,,атлау
824,spazierengehen::V,,ял итеп йороү
825,eilen::V,,ашығыу
826,eilen::V,,ҡабаланыу
827,sich beeilen::V,,ашығыу
828,sich beeilen::V,,ҡабаланыу
829,sausen::V,,елеү
830,rennen::V,,йүгеп йөрөү
831,springen::V,,һикереү
832,klettern::V,,үрмәләү
833,klettern::V,,үрмәләп менеү
834,schaukeln::V,,сайҡалыу
835,kriechen::V,,шыуышыу
836,schwimmen::V,,йоҙөү
837,tauchen::V,,сумыу
838,rudern::V,,ишеү
839,fahren::V,,йөрөү
840,fliegen::V,,осоу
841,gehen::V,,барыу
842,weggehen::V,,китеү
843,abfahren::V,,сығыу
844,anhalten::V,,тукталыу
845,hineingehen::V,,инеү
846,eintreten::V,,инеү
847,kommen::V,,килеү
848,ankommen::V,,килеү
849,zurückkommen::V,,ҡайтыу
850,bleiben::V,,ҡалыу
851,warten::V,,көтөп тороу
852,erwarten::V,,көтөү
853,suchen::V,,эҙләү
854,finden::V,,табыу
855,versuchen::V,,тырышып ҡарау
856,vorbereiten::V,,әҙерләү
857,lieben::V,,яратыу
858,mögen::V,,һөйөү
859,mögen::V,,яратыу
860,lachen::V,,көлөү
861,rühren::V,,ҡағылыу
862,weinen::V,,илау
863,schimpfen::V,,һүгенеү
864,schimpfen::V,,тиргәнеү
865,schimpfen::V,,һуҡраныу
866,sich ärgern::V,,асыуланыу
867,sich fürchten::V,,ҡурҡыу
868,fürchten::V,,ҡурҡыу
869,fliehen::V,,ҡасыу
870,flüchten::V,,ҡасыу
871,sehen::V,,күреү
872,anschauen::V,,ҡарау
873,ansehen::V,,ҡарау
874,ansehen::V,,тикшереү
875,hören::V,,ишетеү
876,zuhören::V,,тыңлау
877,probieren::V,,татыу
878,riechen::V,,еҫкәү
879,fühlen::V,,тойоу
880,scheinen::V,,кеүек күренеү
881,scheinen::V,,тойолоу
882,zu sehen sein::V,,күренеү
883,vernehmen::V,,ишетеү
884,frieren::V,,туңыү
885,tun::V,,яһау
886,tun::V,,әшләү
887,können::V,,алыу
888,können::V,,мөмкин булыу
889,wollen::V,,теләү
890,anfangen::V,,башлау
891,beenden::V,,бөтөрөү
892,beenden::V,,тамамлау
893,aufhören::V,,туктау
894,gelingen::V,,уңышлы булыу
895,geraten::V,,булып сығыу
896,öffnen::V,,асыу
897,schließen::V,,йомоу
898,stellen::V,,ҡуйыу
899,setzen::V,,урынлаштырыу
900,legen::V,,һалыу
901,berühren::V,,тейеү
902,berühren::V,,ҡағылыу
903,verbinden::V,,ҡушыу
904,verbinden::V,,бәйләү
905,bedecken::V,,ҡаплау
906,aufhängen::V,,элеү
907,anzünden::V,,тоҡандырыу
908,aufheben::V,,мендереү
909,zurücklassen::V,,ҡалдырыу
910,verlieren::V,,юғалтыу
911,fallen lassen::V,,төшөрөп ебәреү
912,machen::V,,яһау
