,Concept_ID,sk,et
835,hinauf::ADV,navrch,üles
836,überall::ADV,všade,kõikjal
837,nicht::ADV,nie,ei
838,nicht::ADV,nie,mitte
839,ein wenig::ADV,trocha,veidi
840,ein wenig::ADV,trocha,natuke
841,kaum::ADV,ledva,vaevalt
842,sehr::ADV,veľmi,väga
843,so::ADV,tak,nii
844,so::ADV,takto,nii
845,noch::ADV,ešte,veel
846,nur::ADV,len,ainult
847,schon::ADV,už,juba
848,wieder::ADV,zasa,jälle
849,vergebens::ADV,márne,asjata
850,vergebens::ADV,nadarmo,asjata
851,vor::PRP,pred,ees
852,hinter::PRP,za,taha
853,unter::PRP,pod,all
854,durch::PRP,cez,läbi
855,durch::PRP,cez,kaudu
856,neben::PRP,pri,kõrval
857,neben::PRP,vedľa,kõrval
858,zwischen::PRP,medzi,vahel
859,wegen::PRP,pre,tõttu
860,wegen::PRP,pre,pärast
861,wegen::PRP,kvôli,tõttu
862,wegen::PRP,kvôli,pärast
863,dies::PRN,to,see
864,dies::PRN,táto,see
865,das::PRN,to,see
866,alles::PRN,všetko,kõik
867,ich::PRN,ja,mina
868,du::PRN,ty,sina
869,er::PRN,on,tema
870,wir::PRN,my,me
871,ihr::PRN,vy,te
872,sie::PRN,oni,nad
873,was::FPRN,čo,mis
874,wer::FPRN,kto,kes
875,wo::FADV,kde,kus
876,wohin::FADV,kam,kuhu
877,wie::FADV,ako,kuidas
878,warum::FADV,prečo,miks
879,wieviel::FNUM,koľko,mitu
880,wieviel::FNUM,koľko,kui palju
881,eins::NUM,jeden,üks
882,zwei::NUM,dva,kaks
883,drei::NUM,tri,kolm
884,vier::NUM,štyri,neli
885,fünf::NUM,päť,viis
886,sechs::NUM,šesť,kuus
887,sieben::NUM,sedem,seitse
888,acht::NUM,osem,kaheksa
889,neun::NUM,deväť,üheksa
890,zehn::NUM,desať,kümme
891,elf::NUM,jedenásť,üksteist
892,zwölf::NUM,dvanásť,kaksteist
893,zwanzig::NUM,dvadsať,kakskümmend
894,dreißig::NUM,tridsať,kolmkümmend
895,vierzig::NUM,štyridsať,nelikümmend
896,fünfzig::NUM,päťdesiat,viiskümmend
897,sechzig::NUM,šesťdesiat,kuuskümmend
898,siebzig::NUM,sedemdesiat,seitsekümmend
899,achtzig::NUM,osemdesiat,kaheksakümmend
900,neunzig::NUM,deväťdesiat,üheksakümmend
901,hundert::NUM,sto,sada
902,tausend::NUM,tisíc,tuhat
903,und::CNJ,i,ja
904,oder::CNJ,alebo,või
905,stehen::V,stáť,seisma
906,sitzen::V,sedieť,istuma
907,liegen::V,ležať,lamama
908,hängen::V,visieť,rippuma
909,werden::V,stať sa,saama
910,werden::V,stať sa,hakkama
911,passieren::V,stať sa,juhtuma
912,beginnen::V,začať sa,algama
913,beginnen::V,začať sa,hakkama
914,enden::V,končiť sa,lõppema
915,wechseln::V,meniť sa,vahelduma
916,aufgehen[Sonne]::V,vychádzať,tõusma
917,untergehen[Sonne]::V,zapadnúť,loojuma
918,scheinen[Sonne]::V,svietiť,paistma
919,donnern::V,hrmieť,kõmisema
920,wehen::V,viať,puhuma
921,strömen::V,prúdiť,voolama
922,fließen::V,tiecť,voolama
923,sich drehen::V,točiť sa,pöörduma
924,sich drehen::V,krútiť sa,pöörduma
925,schwanken::V,kolísať,kõikuma
926,schwanken::V,klátiť sa,kõikuma
927,schwingen::V,kývať sa,võnkuma
928,schwingen::V,chvieť sa,võnkuma
929,fallen::V,padať,langema
930,brennen::V,páliť,põlema
931,brennen::V,horieť,põlema
932,rauchen::V,dymiť sa,suitsema
933,regnen::V,pršať,sadama
934,gefrieren::V,zamrznút,kinni külmuma
935,tauen::V,taviť sa,sulama
936,schmelzen::V,taviť sa,sulama
937,trocknen::V,schnúť,kuivama
938,sieden::V,vrieť,keema
939,faulen::V,hniť,mädanema
940,verfaulen::V,zhniť,mädanema
941,reißen::V,pretrhnúť sa,rebenema
942,versinken::V,zapadnúť,uppuma
943,versinken::V,potopiť sa,uppuma
944,vergehen::V,plynúť,mööduma
945,erscheinen::V,objaviť sa,ilmuma
946,verschwinden::V,zmiznúť,kaduma
947,sinken::V,klesať,vajuma
948,sinken::V,klesať,langema
949,abnehmen::V,ubúdať,vähenema
950,abnehmen::V,ubúdať,kahenema
951,zunehmen::V,pribúdať,kasvama
952,steigen::V,stúpať,tõusma
953,steigen::V,stúpať,üles minema
954,wachsen::V,rásť,kasvama
955,glänzen::V,jagať sa,läikimä
956,glänzen::V,lesknúť sa,läikimä
957,funkeln::V,iskriť sa,sädelema
958,lärmen::V,lomoziť,lärmama
959,läuten::V,cengať,helisema
960,klingeln::V,zvoniť,helisema
961,klirren::V,rinčať,kõlisema
962,brausen::V,hučať,kohisema
963,rauschen::V,šumieť,kohisema
964,klingen::V,znieť,kõlama
965,klingen::V,zvoniť,kõlama
966,bellen::V,štekať,haukuma
967,bellen::V,brechať,haukuma
968,heulen::V,vyť,uluma
969,blasen::V,duť,puhuma
970,blasen::V,fúkať,puhuma
971,pfeifen::V,pískať,vilistama
972,pfeifen::V,hvízdať,vilistama
973,schreien::V,kričať,karjuma
974,stöhnen::V,stenať,oigama
975,zittern::V,triasť sa,värisema
976,leben::V,žiť,elama
977,leben::V,žiť,elus olema
978,geboren werden::V,narodiť sa,sündima
979,atmen::V,dýchať,hingama
980,trinken::V,piť,jooma
981,essen::V,jesť,sööma
982,schlucken::V,zhltnuť,neelama
983,müde werden::V,unaviť sa,väsima
984,einschlafen::V,usnúť,uinuma
985,einschlafen::V,zaspať,uinuma
986,schlafen::V,spať,magama
987,aufwachen::V,zobudiť sa,ärkama
988,aufstehen::V,vstať,ärkama
989,aufstehen::V,vstať,üles tõusma
990,sich erholen::V,zotavovať sa,puhkama
991,sich erholen::V,oddýchovať si,puhkama
992,krank werden::V,ochorieť,haigestuma
993,krank werden::V,ochorieť,haigeks jääma
994,krank sein::V,chorieť,haige olema
995,krank sein::V,byť chorý,haige olema
996,schmerzen::V,bolieť,valutama
997,husten::V,kašľať,köhima
998,genesen::V,uzdraviť sa,toibuma
999,sterben::V,umrieť,surema
1000,sterben::V,zomrieť,surema
1001,umkommen::V,zahynúť,surma saama
1002,sich bewegen::V,pohybovať sa,liikuma
1003,sich rühren::V,hnúť sa,liikuma
1004,sich erheben::V,zdvihnúť sa,kerkima
1005,sich setzen::V,sadnúť si,istet võtma
1006,hinfallen::V,spadnúť,kukkuma
1007,hinfallen::V,spadnúť,maha kukkuma
1008,laufen::V,bežať,kõndima
1009,schreiten::V,kráčať,astuma
1010,spazierengehen::V,prechádzať sa,jalutama
1011,eilen::V,súriť,ruttama
1012,eilen::V,súriť,kiirustama
1013,sich beeilen::V,ponáhľať sa,ruttama
1014,sich beeilen::V,ponáhľať sa,kiirustama
1015,sausen::V,hučať,kihutama
1016,sausen::V,hučať,tormama
1017,rennen::V,bežať,jooksma
1018,rennen::V,bežať,kihutama
1019,springen::V,skákať,hüppama
1020,klettern::V,liezť,ronima
1021,schaukeln::V,húpať,kiikuma
1022,schaukeln::V,hojdať,kiikuma
1023,kriechen::V,liezť,roomama
1024,kriechen::V,plaziť sa,roomama
1025,schwimmen::V,plávať,ujuma
1026,tauchen::V,ponoriť sa,sukelduma
1027,rudern::V,veslovať,sõudma
1028,fahren::V,ísť,sõitma
1029,fahren::V,jazdiť,sõitma
1030,fliegen::V,letieť,lendama
1031,gehen::V,ísť,käima
1032,gehen::V,ísť,minema
1033,weggehen::V,odísť,ära minema
1034,weggehen::V,odísť,välja minema
1035,weggehen::V,odchádzať,ära minema
1036,weggehen::V,odchádzať,välja minema
1037,abfahren::V,odcestovať,väljuma
1038,abfahren::V,odcestovať,ära sõitma
1039,anhalten::V,zadržať sa,peatuma
1040,anhalten::V,zastaviť sa,peatuma
1041,hineingehen::V,vchádzať,sisenema
1042,hineingehen::V,vchádzať,sisse minema
1043,eintreten::V,vojsť,sisenema
1044,eintreten::V,vojsť,sisse astuma
1045,eintreten::V,vstúpiť,sisenema
1046,eintreten::V,vstúpiť,sisse astuma
1047,kommen::V,prísť,tulema
1048,ankommen::V,prísť,saabuma
1049,ankommen::V,doraziť,saabuma
1050,zurückkommen::V,vrátiť sa,tagasi tulema
1051,bleiben::V,ostať,jääma
1052,bleiben::V,zostať,jääma
1053,warten::V,čakať,ootama
1054,erwarten::V,očakávať,ootama
1055,erwarten::V,očakávať,lootma
1056,suchen::V,hľadať,otsima
1057,finden::V,nájsť,leidma
1058,versuchen::V,skúsiť,püüdma
1059,versuchen::V,skúsiť,üritama
1060,versuchen::V,skúsiť,katsetama
1061,versuchen::V,pokúsiť sa,püüdma
1062,versuchen::V,pokúsiť sa,üritama
1063,versuchen::V,pokúsiť sa,katsetama
1064,vorbereiten::V,pripraviť,valmistama
1065,lieben::V,ľúbiť,armastama
1066,lieben::V,milovať,armastama
1067,mögen::V,mať rád,sallima
1068,mögen::V,mať rád,meeldima
1069,lachen::V,smiať sa,naerma
1070,rühren::V,dojať,liigutama
1071,rühren::V,dojať,heldima panema
1072,weinen::V,plakať,nutma
1073,schimpfen::V,nadávať,sõimama
1074,sich ärgern::V,hnevať sa,ärrituma
1075,sich ärgern::V,hnevať sa,vihastuma
1076,sich ärgern::V,zlostiť sa,ärrituma
1077,sich ärgern::V,zlostiť sa,vihastuma
1078,sich fürchten::V,báť sa,kartma
1079,sich fürchten::V,báť sa,hirmu tundma
1080,fürchten::V,báť sa,kartma
1081,fliehen::V,utekať,põgenema
1082,flüchten::V,utiecť,põgenema
1083,sehen::V,vidieť,nägema
1084,anschauen::V,pozrieť sa na,vaatama
1085,ansehen::V,pozrieť,vaatama
1086,hören::V,počúvať,kuulma
1087,zuhören::V,počúvať,kuulama
1088,probieren::V,ochutnať,proovima
1089,riechen::V,ňuchať,nuusutama
1090,fühlen::V,cítiť,tundma
1091,fühlen::V,pociťovať,tundma
1092,scheinen::V,zdať sa,näida
1093,scheinen::V,zdať sa,ilmuda
1094,zu sehen sein::V,byť vidieť,ilmuma
1095,vernehmen::V,počuť,üle kuulama
1096,frieren::V,mrznúť,külmetada
1097,frieren::V,oziabať,külmetada
1098,tun::V,robiť,tegema
1099,können::V,môcť,võima
1100,können::V,môcť,oskama
1101,wollen::V,chcieť,tahtma
1102,anfangen::V,začať,hakkama
1103,anfangen::V,začať,alustama
1104,beenden::V,skončiť,lõpetama
1105,aufhören::V,prestať,lakkama
1106,gelingen::V,podariť sa,õnnestuma
1107,geraten::V,dariť sa,jõudma
1108,öffnen::V,otvoriť,avama
1109,schließen::V,zavrieť,sulgema
1110,stellen::V,postaviť,panema
1111,stellen::V,postaviť,asetama
1112,setzen::V,posadiť,panema
1113,legen::V,klásť,panema
1114,legen::V,klásť,asetama
1115,legen::V,položiť,panema
1116,legen::V,položiť,asetama
1117,berühren::V,dotykať sa,riivama
1118,berühren::V,dotykať sa,puudutama
1119,verbinden::V,spojiť,ühendama
1120,bedecken::V,pokryť,katma
1121,aufhängen::V,zavesiť,riputama
1122,anzünden::V,zapáliť,süütama
1123,aufheben::V,zdvihnúť,üles tõstma
1124,zurücklassen::V,zanechať,jätma
1125,verlieren::V,stratiť,kaotama
1126,fallen lassen::V,pustiť,maha pillama
1127,fallen lassen::V,pustiť,kukkuda laskma
1128,machen::V,robiť,tegema
1129,herstellen::V,vyrobiť,valmistama
1130,bauen::V,stavať,ehitama
1131,bauen::V,budovať,ehitama
1132,reparieren::V,opraviť,parandama
1133,verbessern::V,zlepšiť,parandama
1134,ändern::V,zmeniť,muutma
1135,ändern::V,zmeniť,ümber tegema
1136,ändern::V,preinačiť,muutma
1137,ändern::V,preinačiť,ümber tegema
1138,graben::V,ryť,kaevama
1139,graben::V,kopať,kaevama
1140,beugen::V,ohnúť,painutama
1141,biegen::V,ohnúť,painutama
1142,drehen::V,točiť,keerama
1143,drehen::V,krútiť,keerama
1144,wenden::V,obrátiť,ümber pöörama
1145,wenden::V,prevrátiť,ümber pöörama
1146,umdrehen::V,otočiť,ümber keerama
1147,umdrehen::V,obrátiť,ümber keerama
1148,heben::V,dvíhať,tõstma
1149,heben::V,povzniesť,tõstma
1150,hochheben::V,zdvihnúť,üles tõstma
1151,hochheben::V,zdvihnúť,kõrgele tõstma
1152,ergreifen::V,uchopiť sa,haarama
1153,halten::V,držať,hoidma
1154,drücken::V,tisnúť,pigistama
1155,schieben::V,posunovať,lükkama
1156,kratzen::V,škrabať,kraapima
1157,lecken::V,lízať,lakkuma
1158,beißen::V,kúsať,purema
1159,beißen::V,kúsať,hammustama
1160,abreißen::V,odtrhnúť,rebima
1161,abreißen::V,odtrhnúť,ära rebima
1162,abschneiden::V,odrezať,ära lõikama
1163,abschneiden::V,odkrojiť,ära lõikama
1164,binden::V,zaviazať,siduma
1165,binden::V,priviazať,siduma
1166,stecken::V,strčiť,pistma
1167,brechen::V,zlomiť,murdma
1168,klopfen::V,tĺcť,koputama
1169,klopfen::V,klopať,koputama
1170,hauen::V,nabiť,lööma
1171,kleben::V,lepiť,kleepima
1172,kleben::V,nalepiť,kleepima
1173,reiben::V,trieť,hõõruma
1174,streichen::V,namazať,silitama
1175,schleifen::V,ostríť,lihvima
1176,schleifen::V,ostríť,teritama
1177,schneiden::V,rezať,lõikama
1178,schneiden::V,strihať,lõikama
1179,rütteln::V,triasť,raputama
1180,rütteln::V,lomcovať,raputama
1181,schütteln::V,triasť,raputama
1182,schütteln::V,triasť,loksutama
1183,schütteln::V,potriasť,raputama
1184,schütteln::V,potriasť,loksutama
1185,schwenken::V,mávať,vehkima
1186,schwenken::V,mávať,lehvitama
1187,schütten::V,sypať,kallama
1188,füllen::V,plniť,täitma
1189,einwickeln::V,zabaliť,sisse mähkima
1190,tragen::V,niesť,kandma
1191,schleppen::V,vliecť,tassima
1192,schleppen::V,vliecť,lohistama
1193,ziehen::V,ťahať,vedama
1194,ziehen::V,ťahať,tõmbama
1195,aufbewahren::V,uložiť,säilitama
1196,aufbewahren::V,uložiť,alal hoidma
1197,aufbewahren::V,uschovať,säilitama
1198,aufbewahren::V,uschovať,alal hoidma
1199,werfen::V,hodiť,viskama
1200,werfen::V,vrhnúť,viskama
1201,fangen::V,chytať,püüdma
1202,packen::V,baliť,kinni haarama
1203,packen::V,baliť,kinni võtma
1204,packen::V,chytiť,kinni haarama
1205,packen::V,chytiť,kinni võtma
1206,verstecken::V,skryť,peitma
1207,verstecken::V,schovať,peitma
1208,teilen::V,podeliť,jagama
1209,teilen::V,podeliť,jaotama
1210,teilen::V,rozdeliť,jagama
1211,teilen::V,rozdeliť,jaotama
1212,schicken::V,posielať,saatma
1213,bringen::V,priniesť,viima
1214,hinzufügen::V,pripojiť,lisama
1215,bekommen::V,dostať,saama
1216,erhalten::V,prijať,saama
1217,nehmen::V,vziať,võtma
1218,wählen::V,voliť,valima
1219,auswählen::V,vybrať,valima
1220,auswählen::V,vyvoliť,valima
1221,bewahren::V,zachovať,hoidma
1222,behindern::V,zavadzať,takistama
1223,behindern::V,byť v ceste,takistama
1224,verderben::V,skaziť,rikkuma
1225,beschädigen::V,ublížiť,rikkuma
1226,beschädigen::V,poškodiť,rikkuma
1227,zerbrechen::V,rozbiť,katki tegema
1228,zerbrechen::V,prelomiť,katki tegema
1229,zerreißen::V,pretrhnúť,katki rebima
1230,zerstören::V,zničiť,purustama
1231,verbrennen::V,spáliť,põletama
1232,geben::V,dať,andma
1233,reichen::V,podať,andma
1234,reichen::V,podať,ulatama
1235,schenken::V,darovať,kinkima
1236,versprechen::V,sľúbiť,lubama
1237,versprechen::V,sľúbiť,tõotama
1238,wünschen::V,želať,soovima
1239,loben::V,chváliť,kiitma
1240,küssen::V,bozkať,suudlema
1241,wiegen::V,kolísať,hällitama
1242,zudecken::V,prikryť,kaanetama
1243,zudecken::V,prikryť,kinni katma
1244,wecken::V,zobudiť,äratama
1245,zeigen::V,ukázať,näitama
1246,führen::V,viesť,juhatama
1247,lehren::V,učiť,õpetama
1248,unterrichten::V,vyučovať,õpetama
1249,aufziehen::V,vychovať,üles kasvatama
1250,leiten::V,viesť,juhtima
1251,antreiben::V,popudiť,ergutama
1252,lassen::V,dať,laskma
1253,einladen::V,pozvať,kutsuma
1254,einladen::V,povolať,kutsuma
1255,vereinigen::V,spojiť,ühendama
1256,vereinigen::V,zjednotiť,ühendama
1257,besuchen::V,navštíviť,külastama
1258,treffen::V,stretnúť,kohtama
1259,sich versammeln::V,zhromaždiť sa,kogunema
1260,spielen::V,hrať,mängima
1261,singen::V,spievať,laulma
1262,tanzen::V,tancovať,tantsima
1263,sich trennen::V,rozísť sa,lahku minema
1264,verlassen::V,opustiť,maha jätma
1265,retten::V,zachrániť,päästma
1266,bewachen::V,strážiť,valvama
1267,schützen::V,chrániť,kaitsma
1268,verteidigen::V,brániť,kaitsma
1269,sich schlagen::V,biť sa,kaklema
1270,schießen::V,streliť,tulistama
1271,schießen::V,strieľať,tulistama
1272,siegen::V,zvíťaziť,võitma
1273,ärgern::V,hnevať,ärritama
1274,ärgern::V,hnevať,vihastama
1275,ärgern::V,zlostiť,ärritama
1276,ärgern::V,zlostiť,vihastama
1277,schlagen::V,biť,lööma
1278,schlagen::V,udrieť,lööma
1279,treten::V,kopnúť,sõtkuma
1280,stechen::V,bodnúť,pistma
1281,stechen::V,bodnúť,torkama
1282,stechen::V,pichnúť,pistma
1283,stechen::V,pichnúť,torkama
1284,stoßen::V,udrieť,tõukama
1285,stehlen::V,kradnúť,varastama
1286,stören::V,vyrušiť,segama
1287,stören::V,vyrušiť,häirima
1288,belästigen::V,obťažovať,ahistama
1289,verbergen::V,skryť,peitma
1290,verbergen::V,skryť,varjama
1291,täuschen::V,sklamať,petma
1292,täuschen::V,sklamať,tüssama
1293,betrügen::V,klamať,petma
1294,betrügen::V,klamať,tüssama
1295,betrügen::V,klamať,truudust murtma
1296,betrügen::V,podvádzať,petma
1297,betrügen::V,podvádzať,tüssama
1298,betrügen::V,podvádzať,truudust murtma
1299,töten::V,zabiť,tapma
1300,töten::V,zabiť,surmama
1301,töten::V,usmrtiť,tapma
1302,töten::V,usmrtiť,surmama
1303,wohnen::V,bývať,elama
1304,arbeiten::V,pracovať,töötama
1305,sammeln::V,zbierať,koguma
1306,sammeln::V,zbierať,korjama
1307,pflücken::V,trhať,noppima
1308,pflücken::V,oberať,noppima
1309,jagen::V,poľovať,jahtima
1310,fischen::V,loviť ryby,kalastama
1311,fischen::V,loviť ryby,kala püüdma
1312,fischen::V,chytať ryby,kalastama
1313,fischen::V,chytať ryby,kala püüdma
1314,fassen::V,uloviť,püüdma
1315,hüten::V,pásť,karjatama
1316,treiben::V,hnať,ajama
1317,anbinden::V,priviazať,kinni siduma
1318,füttern::V,kŕmiť,söötma
1319,melken::V,dojiť,lüpsma
1320,hacken::V,seknúť,raiuma
1321,hacken::V,seknúť,lõhkuma
1322,gießen::V,polievať,kastma
1323,reifen::V,dozrieť,valmima
1324,zubereiten::V,pripraviť,valmistama
1325,kochen::V,variť,keetma
1326,backen::V,piecť,küpsetama
1327,backen::V,smažiť,küpsetama
1328,braten::V,piecť,praadima
1329,braten::V,pražiť,praadima
1330,umrühren::V,pomiešať,segama
1331,stricken::V,pliesť,kuduma
1332,nähen::V,šiť,õmblema
1333,färben::V,zafarbiť,värvima
1334,reinigen::V,čistiť,puhastama
1335,waschen::V,myť,pesema
1336,abwischen::V,utrieť,puhtaks pühkima
1337,spülen::V,vyplachovať,uhtma
1338,fegen::V,zametať,pühkima
1339,kehren::V,zametať,pühkima
1340,baden::V,kúpať sa,suplema
1341,baden::V,kúpať sa,kümblema
1342,sich waschen::V,umývať sa,end pesema
1343,ausziehen::V,zobliecť,käest võtma
1344,ausziehen::V,zobliecť,jalast võtma
1345,ausziehen::V,zobliecť,seljast võtma
1346,anziehen::V,obliecť,jalga panema
1347,sich anziehen::V,obliecť sa,riietuma
1348,kämmen::V,česať,kammima
1349,schmücken::V,ozdobiť,kaunistama
1350,sagen::V,povedať,ütlema
1351,sprechen::V,hovoriť,rääkima
1352,sprechen::V,hovoriť,kõnelema
1353,reden::V,rozprávať,kõnelema
1354,sich unterhalten::V,rozprávať sa,vestlema
1355,fragen::V,spýtať sa,küsima
1356,bitten::V,prosiť,paluma
1357,erzählen::V,rozprávať,jutustama
1358,mitteilen::V,oznámiť,teatama
1359,mitteilen::V,oznámiť,teada andma
1360,nennen::V,nazvať,nimetama
1361,nennen::V,menovať,nimetama
1362,rufen::V,volať,kutsuma
1363,rufen::V,zavolať,kutsuma
1364,prahlen::V,vystatovať sa,hooplema
1365,übersetzen::V,preložiť,tõlkima
1366,denken::V,myslieť,mõtlema
1367,glauben::V,veriť,uskuma
1368,bemerken::V,podotknuť,märkama
1369,bemerken::V,spozorovať,märkama
1370,erkennen::V,poznať,ära tundma
1371,begreifen::V,pochopiť,aru saama
1372,begreifen::V,porozumieť,aru saama
1373,verstehen::V,rozumieť,mõistma
1374,lernen::V,učiť sa,õppima
1375,wissen::V,vedieť,teadma
1376,sich erinnern an::V,pamätať si na,mäletama
1377,vergessen::V,zabudnuť,unustama
1378,messen::V,merať,mõõtma
1379,zählen::V,počítať,loendama
1380,rechnen::V,rátať,arvutama
1381,rechnen::V,počítať,arvutama
1382,lesen::V,čítať,lugema
1383,malen::V,maľovať,maalima
1384,zeichnen::V,kresliť,joonistama
1385,schreiben::V,písať,kirjutama
1386,besitzen::V,mať,omama
1387,besitzen::V,vlastniť,omama
1388,kaufen::V,kúpiť,ostma
1389,verkaufen::V,predať,müüma
1390,bezahlen::V,zaplatiť,tasuma
1391,zahlen::V,platiť,maksma
1392,beherrschen::V,ovládať,valitsema
1393,ertragen::V,znášať,taluma
1394,ertragen::V,vydržať,taluma
