,Concept_ID,kv,cv
718,anderer::A,мукӧд,урӑх
719,erster::A,медодзза,пӗрремӗш
720,zweiter::A,кыкӧт,иккӗмӗш
721,dritter::A,куимӧт,виҫҫӗмӗш
722,dritter::A,куимӧдз,виҫҫӗмӗш
723,letzter::A,бӧрья,юлашки
724,letzter::A,мёдбӧрья,юлашки
725,auf einmal::ADV,тшӧтш,кӗмӗрккен
726,zusammen::ADV,ӧтлаын,пӗрле
727,lange::ADV,дыр,вӑрах
728,plötzlich::ADV,друг,сасартӑк
729,sofort::ADV,тшӧтш,тӳрех
730,später::ADV,медбӧрын,кайран
731,jetzt::ADV,ӧні,халь
732,jetzt::ADV,ӧні,халӗ
733,heute::ADV,талун,паян
734,morgen::ADV,ашын,ыран
735,bald::ADV,чожа,халех
736,bald::ADV,чожа,кӗҫех
737,dann::ADV,сыбӧрын,унтан
738,gestern::ADV,тӧн,ӗнер
739,einst::ADV,ӧтпыр,пӗррехинче
740,damals::ADV,сэк,ун чухне
741,damals::ADV,сэк,апла пулсан
742,damals::ADV,сэки,ун чухне
743,damals::ADV,сэки,апла пулсан
744,danach::ADV,сэсся,унтан
745,vorher::ADV,одзжык,малтан
746,zuerst::ADV,наперво,пирвай
747,einmal::ADV,ӧтпыр,пӗррехинче
748,manchmal::ADV,мукӧдпыр,хӑш чухне
749,oft::ADV,-лы-,тӑтӑш
750,immer::ADV,быдпыр,ялан
751,immer::ADV,быдпырся,ялан
752,niemals::ADV,некӧр,нихӑҫан та
753,hier::ADV,татӧн,кунта
754,hierhin::ADV,татчӧ,кунта
755,von hier::ADV,тасянь,кунтан
756,dort::ADV,сэтӧн,унта
757,dort::ADV,сэтӧн,ҫавӑнта
758,dorthin::ADV,сэтчин,унта
759,dorthin::ADV,сэтчин,ҫавӑнта
760,geradeaus::ADV,веськыта,тикӗс
761,vorwärts::ADV,одзӧ,малалла
762,rückwärts::ADV,бӧр,хыҫала
763,zurück::ADV,бӧр,каялла
764,unten::ADV,увтын,аялта
765,hinab::ADV,увтас,аялта
766,oben::ADV,вевдӧрас,ҫӳлте
767,hinauf::ADV,вывлань,ҫӳле
768,hinauf::ADV,вывланьӧ,ҫӳле
769,überall::ADV,быдлан,таҫта та
770,überall::ADV,быдлан,пур ҫӗрте те
771,überall::ADV,быдлан,кирек ӑҫта та
772,nicht::ADV,ог,мар
773,ein wenig::ADV,-ышт,пӑртак
774,ein wenig::ADV,невна,пӑртак
775,kaum::ADV,ӧдва,аран
776,sehr::ADV,вывтi,питӗ
777,so::ADV,сiдз,апла
778,noch::ADV,эшӧ,татах
779,nur::ADV,только,ҫех
780,schon::ADV,ни,ӗнтӗ
781,wieder::ADV,бӧра,каллех
782,vergebens::ADV,весись,харам
783,vor::PRP,одзас,умӗнче
784,hinter::PRP,бӧрӧ,кайра
785,unter::PRP,увтын,айне
786,unter::PRP,увтын,айӗпе
787,unter::PRP,увтын,айӗнче
788,unter::PRP,увтын,ҫитеспе
789,durch::PRP,пыр,витӗр
790,neben::PRP,бокам,патӗнче
791,neben::PRP,боксиным,патӗнче
792,zwischen::PRP,коласас,хушшинче
793,wegen::PRP,понда,пула
794,wegen::PRP,понда,пирки
795,dies::PRN,эта,ку
796,dies::PRN,эта,ҫак
797,das::PRN,сiя,ҫав
798,alles::PRN,быдӧс,пурте
799,alles::PRN,быдӧс,йӑлт
800,ich::PRN,ме,эп
801,du::PRN,тэ,эс
802,er::PRN,сiя,вӑл
803,wir::PRN,мийӧ,эпир
804,ihr::PRN,ті,эсир
805,sie::PRN,нія,вӗсем
806,was::FPRN,мый,мӗн
807,was::FPRN,мый,мӗскер
808,was::FPRN,мый,мӗн те пулин
809,wer::FPRN,кин,кам
810,wo::FADV,кытӧн,ӑҫта
811,wohin::FADV,кытчӧ,ӑҫта
812,wie::FADV,дзик,епле
813,wie::FADV,дзик,мӗнле
814,warum::FADV,мыля,ма
815,warum::FADV,мыля,мӗншӗн
816,warum::FADV,мыйсянь,ма
817,warum::FADV,мыйсянь,мӗншӗн
818,wieviel::FNUM,мымда,миҫе
819,eins::NUM,ӧт,пӗр
820,eins::NUM,ӧт,пӗрре
821,zwei::NUM,кык,ик
822,zwei::NUM,кык,икӗ
823,zwei::NUM,кык,иккӗ
824,drei::NUM,куим,виҫ
825,drei::NUM,куим,виҫӗ
826,drei::NUM,куим,виҫҫӗ
827,vier::NUM,нёль,тӑват
828,fünf::NUM,вит,пилӗк
829,fünf::NUM,вит,пиллӗк
830,sechs::NUM,квать,улт
831,sechs::NUM,квать,ултӑ
832,sechs::NUM,квать,улттӑ
833,sieben::NUM,сизим,ҫич
834,sieben::NUM,сизим,ҫичӗ
835,sieben::NUM,сизим,ҫиччӗ
836,acht::NUM,кыкьямыс,сакӑр
837,acht::NUM,кыкьямыс,саккӑр
838,neun::NUM,ӧкмыс,тӑхӑр
839,neun::NUM,ӧкмыс,тӑххӑр
840,zehn::NUM,дас,вунӑ
841,zehn::NUM,дас,вуннӑ
842,elf::NUM,дасотік,вун пӗр
843,zwölf::NUM,даскык,вун ик
844,zwölf::NUM,даскык,вун икӗ
845,zwölf::NUM,даскык,вун иккӗ
846,zwanzig::NUM,кыкдас,ҫирӗм
847,dreißig::NUM,куимдас,вӑтӑр
848,vierzig::NUM,нёльдас,хӗрӗх
849,fünfzig::NUM,витдас,аллӑ
850,sechzig::NUM,кватьдас,утмӑл
851,siebzig::NUM,сизимдас,ҫитмӗл
852,achtzig::NUM,кыкьямысдас,сакӑр вунӑ
853,achtzig::NUM,кыкьямысдас,сакӑр вуннӑ
854,neunzig::NUM,ӧкмысдас,тӑхӑр вун
855,neunzig::NUM,ӧкмысдас,тӑхӑр вунӑ
856,neunzig::NUM,ӧкмысдас,тӑхӑр вуннӑ
857,hundert::NUM,сто,ҫӗр
858,tausend::NUM,тысяча,пин
859,und::CNJ,и,та
860,und::CNJ,да,та
861,oder::CNJ,или,е
862,stehen::V,сулавны,тӑр
863,sitzen::V,пукавны,лар
864,liegen::V,куйлыны,вырт
865,hängen::V,ӧшавны,усӑнса тӑр
866,hängen::V,ӧшавны,ҫакӑнса тӑр
867,werden::V,лоны,пул
868,passieren::V,аркмыны,пул
869,beginnen::V,петны,пуҫлан
870,enden::V,-сь,пӗт
871,enden::V,-сь,вӗҫлен
872,enden::V,бырны,пӗт
873,enden::V,бырны,вӗҫлен
874,wechseln::V,вежсьыны,улшӑн
875,aufgehen[Sonne]::V,петавны,тух
876,untergehen[Sonne]::V,пуксьыны,анса лар
877,scheinen[Sonne]::V,югьявны,пӑх
878,donnern::V,гымавны,кӗмсӗртет
879,donnern::V,гымавны,авӑт
880,wehen::V,пӧлявны,варкӑш
881,strömen::V,киссьыны,тӑкӑн
882,fließen::V,визывтны,юх
883,sich drehen::V,бергавны,ҫаврӑн
884,schwanken::V,кӧвьясьны,чӳхен
885,schwingen::V,дюттясьны,суллан
886,fallen::V,усьны,кип
887,fallen::V,усьны,тӳр кип
888,fallen::V,усьны,татӑлса ан
889,brennen::V,сотчыны,ҫун
890,rauchen::V,тшынасьны,мӑкӑрлан
891,rauchen::V,тшынасьны,тӗтӗм кӑлар
892,regnen::V,зэрны,ҫумӑр ҫӑвать
893,gefrieren::V,гегдыны,шӑн
894,tauen::V,сывны,ирӗл
895,schmelzen::V,сывны,ирӗл
896,trocknen::V,косьмыны,тип
897,sieden::V,пизьны,вӗре
898,faulen::V,нёльзьыны,ҫӗр
899,verfaulen::V,тӧрмыны,ҫӗр
900,verfaulen::V,сiсьмыны,ҫӗр
901,reißen::V,косясьны,ҫурӑл
902,versinken::V,вӧйны,пут
903,vergehen::V,мунны,ирт
904,erscheinen::V,мыччисьны,курӑн
905,erscheinen::V,мыччисьны,курӑнса кай
906,verschwinden::V,ӧшны,ҫухал
907,sinken::V,ямны,чак
908,abnehmen::V,ямны,чак
909,zunehmen::V,паськавны,пысӑклан
910,steigen::V,лэбтiсьны,ҫӗклен
911,wachsen::V,быдмыны,ӳс
912,glänzen::V,свиттявны,ҫиҫ
913,funkeln::V,югйовтлыны,ялкӑш
914,funkeln::V,югйовтлыны,йӑлтӑртат
915,funkeln::V,югйӧв-керны,ялкӑш
916,funkeln::V,югйӧв-керны,йӑлтӑртат
917,lärmen::V,чавзыны,шавла
918,läuten::V,диньгыны,шӑнкӑравла
919,klingeln::V,силькӧтны,шӑнкӑравла
920,klirren::V,жольӧтны,калтлат
921,klirren::V,жольӧтны,шӑнкӑлтат
922,brausen::V,гуасьны,ахӑр
923,rauschen::V,кышӧтны,вашӑлтат
924,rauschen::V,кышӧтны,чашӑлтат
925,klingen::V,горавны,янӑра
926,bellen::V,увтны,вӗр
927,bellen::V,вувтны,вӗр
928,heulen::V,уннявны,ула
929,blasen::V,пӧлявны,вӗр
930,pfeifen::V,пиксыны,шӑхӑр
931,schreien::V,айзыны,кӑшкӑр
932,stöhnen::V,ойзыны,йынӑш
933,stöhnen::V,ружтыны,йынӑш
934,zittern::V,легьявны,чӗтре
935,leben::V,овны,пурӑн
936,geboren werden::V,шогмыны,ҫурал
937,atmen::V,лолавны,сывла
938,trinken::V,юны,ӗҫ
939,essen::V,сёйны,ҫи
940,schlucken::V,ньылавны,ҫӑт
941,müde werden::V,мыдзны,ӗшен
942,einschlafen::V,ланьтны,ыйха пут
943,einschlafen::V,ланьтны,ҫывӑрса кай
944,schlafen::V,узьны,ҫывӑр
945,aufwachen::V,саймыны,вӑран
946,aufwachen::V,пальмыны,вӑран
947,aufstehen::V,сувтны,тӑр
948,sich erholen::V,шоччисьлыны,кан
949,krank werden::V,моржитны,чирле
950,krank sein::V,шогавны,чирле
951,krank sein::V,визьӧтны,чирле
952,schmerzen::V,висьны,сур
953,schmerzen::V,висьны,ырат
954,husten::V,кашляйтны,ӳсӗр
955,genesen::V,бурдны,сывал
956,genesen::V,бурдны,тӳрлен
957,sterben::V,кувны,вил
958,umkommen::V,вийсьыны,вил
959,sich bewegen::V,локны,куҫ
960,sich bewegen::V,ветлӧтны,куҫ
961,sich rühren::V,вӧрзьӧтчыны,хускал
962,sich erheben::V,сувтны,тӑр
963,sich setzen::V,пуксьыны,лар
964,hinfallen::V,пӧрласьны,ӳк
965,laufen::V,мунны,ут
966,schreiten::V,тальччавны,ут
967,spazierengehen::V,котрасьны,уҫӑлса ҫӳре
968,spazierengehen::V,котрасьны,уткаласа ҫӳре
969,eilen::V,тэрмасьны,васка
970,eilen::V,тэрмасьны,хыпалан
971,sich beeilen::V,тэрмасьны,васка
972,sich beeilen::V,тэрмасьны,хыпалан
973,sausen::V,вирдавны-котӧртны,ыткӑн
974,sausen::V,вирдавны-котӧртны,вӗҫтер
975,springen::V,чеччавны,сик
976,klettern::V,кышасьны,улӑх
977,schaukeln::V,чурликасьны,йӳрӗн
978,kriechen::V,кыскасьны-мунны,шу
979,kriechen::V,кыскасьны-мунны,упален
980,schwimmen::V,вартчыны,иш
981,tauchen::V,сунгисьны ваӧ,чӑм
982,rudern::V,сынны,авӑс
983,fahren::V,мунны,пыр
984,fliegen::V,лэбавны,вӗҫ
985,gehen::V,мунны,кай
986,weggehen::V,мунны,кай
987,abfahren::V,иньдӧтчыны,тапран
988,abfahren::V,мунны,тапран
989,anhalten::V,сувтны,чарӑн
990,hineingehen::V,пырны,кӗр
991,eintreten::V,пырны,кӗр
992,kommen::V,локны,кил
993,ankommen::V,локны,ҫит
994,zurückkommen::V,бертны,таврӑн
995,zurückkommen::V,бертны,каялла кил
996,zurückkommen::V,панӧвтсьыны,таврӑн
997,zurückkommen::V,панӧвтсьыны,каялла кил
998,bleiben::V,кольччыны,юл
999,warten::V,видзчисьны,кӗт
1000,erwarten::V,видзчисьны,кӗт
1001,suchen::V,кошшыны,шыра
1002,finden::V,адззыны,туп
1003,versuchen::V,пондыны,пикен
1004,versuchen::V,пондӧтны,пикен
1005,vorbereiten::V,лӧсьӧтны,хатӗрле
1006,lieben::V,милуйтны,юрат
1007,mögen::V,радейтны,кӑмӑлла
1008,mögen::V,радейтны,килӗштер
1009,lachen::V,серавны,кул
1010,lachen::V,серавны,ахӑлтат
1011,rühren::V,сьӧлӧм вӧрзьӧтны,ҫулӑх
1012,weinen::V,горзыны,йӗр
1013,weinen::V,горзыны,макӑр
1014,schimpfen::V,видчыны,вӑрҫ
1015,schimpfen::V,видчыны,ятлаҫ
1016,sich ärgern::V,лёкавны,ҫиллен
1017,sich fürchten::V,повны,шиклен
1018,fürchten::V,повны,хӑра
1019,fliehen::V,пышшыны,тар
1020,flüchten::V,пышшыны,чупса тар
1021,sehen::V,адззыны,кур
1022,anschauen::V,видзӧтны,пӑхса ил
1023,ansehen::V,видзӧтны,пӑх
1024,hören::V,кывны,илт
1025,zuhören::V,кывзыны,итле
1026,zuhören::V,кывзыны,тӑнла
1027,probieren::V,пешлыны,астив
1028,riechen::V,дукавны,шӑршла
1029,fühlen::V,кывны,туй
1030,fühlen::V,кывны,сис
1031,scheinen::V,декуйтчыны,туйӑн
1032,zu sehen sein::V,тыдавны,курӑн
1033,vernehmen::V,тӧдмавны,пӑл
1034,frieren::V,гегдыны,йӳтен
1035,tun::V,керны,ту
1036,können::V,вермыны,пултар
1037,wollen::V,мӧдны,те
1038,anfangen::V,петны,пуҫла
1039,beenden::V,ештӧтны,пӗтер
1040,beenden::V,керыштны,пӗтер
1041,aufhören::V,дугдыны,пӑрах
1042,gelingen::V,шогмыны,ӑн
1043,geraten::V,мыччисьны,пул
1044,öffnen::V,осьтны,уҫ
1045,schließen::V,пӧднавны,хуп
1046,stellen::V,сувтӧтны,ларт
1047,stellen::V,сувтӧтны,тӑрат
1048,setzen::V,пуксьӧтны,ларт
1049,legen::V,пуктыны,хур
1050,berühren::V,вӧрзьӧтны,перӗн
1051,verbinden::V,йитны,сып
1052,bedecken::V,вевттьыны,вит
1053,aufhängen::V,ӧшӧтны,ҫак
1054,anzünden::V,ӧзтыны,ҫут
1055,aufheben::V,лэбтыны,ҫӗкле
1056,zurücklassen::V,кольны,манса хӑвар
1057,verlieren::V,ӧштыны,ҫӗтер
1058,fallen lassen::V,уськӧтны,ӳкер
1059,machen::V,керны,ту
1060,herstellen::V,вӧчны,ӑстала
1061,bauen::V,строитны,ту
1062,reparieren::V,вочны,юса
1063,verbessern::V,бурсьӧтны,лайӑхлат
1064,ändern::V,вежны,улӑштар
1065,graben::V,гарйыны,чав
1066,graben::V,гарйыны,чакала
1067,beugen::V,кусіньтны,кукӑрт
1068,biegen::V,чукыльтыштны,ав
1069,biegen::V,чукыльтыштны,кукӑрт
1070,drehen::V,бергӧтны,ҫавӑр
1071,wenden::V,бергӧтны,ӳпӗнтер
1072,umdrehen::V,бергӧтны,ҫавӑр
1073,heben::V,лэбтыны,хӑпарт
1074,hochheben::V,лэбтыны,йӑт
1075,ergreifen::V,кватитны,тыт
1076,halten::V,видзны,тыт
1077,drücken::V,личкыны,пус
1078,schieben::V,тойлавны,тӗк
1079,schieben::V,тойлавны,тӗрт
1080,kratzen::V,шаркӧтны,хыр
1081,lecken::V,нювны,ҫула
1082,beißen::V,йирны,ҫырт
1083,beißen::V,йирны,хып
1084,abreißen::V,орӧтны,тат
1085,abschneiden::V,шӧрыштны,кас
1086,abschneiden::V,вундыштны,кас
1087,binden::V,гӧрдззыны,ҫых
1088,stecken::V,мӧртны,чик
1089,brechen::V,жугдыны,хуҫ
1090,klopfen::V,зукӧтны,такка
1091,hauen::V,желльыны,шакка
1092,kleben::V,лякӧтны,ҫыпӑҫтар
1093,reiben::V,зыртны,сӑтӑр
1094,streichen::V,мавтны,сӗр
1095,schleifen::V,кыскыны,хӑйра
1096,schneiden::V,вундавны,кас
1097,rütteln::V,шатлавны,лӑка
1098,rütteln::V,шатлавны,силлентер
1099,schütteln::V,зыбӧтны,лӑка
1100,schütteln::V,зыбӧтны,силлентер
1101,schwenken::V,ӧвтны,сулла
1102,schwenken::V,макайтны,сулла
1103,schütten::V,кисьтны,тултар
1104,füllen::V,тыртны,тултар
1105,füllen::V,тырсьӧтны,тултар
1106,einwickeln::V,тубны,чӗрке
1107,tragen::V,новйӧтны,ҫӗкле
1108,schleppen::V,кыскыны,сӗтӗр
1109,ziehen::V,кыскыны,тӑс
1110,aufbewahren::V,видзны,усра
1111,werfen::V,шентывлыны,пӑрах
1112,fangen::V,кутны,тыт
1113,packen::V,кутасьны,тыт
1114,packen::V,кватитны,тыт
1115,verstecken::V,дзебны,пытарса хур
1116,teilen::V,торйӧтны,уйӑр
1117,teilen::V,торйӧтны,пайла
1118,schicken::V,иньдыны,яр
1119,bringen::V,вайны,кӳр
1120,hinzufügen::V,содтыны,хуш
1121,bekommen::V,получитны,ил
1122,bekommen::V,получитны,туян
1123,erhalten::V,получитны,ил
1124,erhalten::V,получитны,туян
1125,nehmen::V,босьтны,ил
1126,wählen::V,бӧрйыны,суйла
1127,auswählen::V,бӧрйыны,суйла
1128,bewahren::V,видзны,упра
1129,behindern::V,падтыны,кансӗрле
1130,behindern::V,падтыны,чӑрмантар
1131,verderben::V,изводавны,пӑс
1132,beschädigen::V,паздыны,пӑс
1133,zerbrechen::V,паздыны,ват
1134,zerbrechen::V,паздыны,ҫӗмӗр
1135,zerreißen::V,косявны,ҫур
1136,zerstören::V,паздыны,иш
1137,verbrennen::V,сотны,ҫунтар
1138,geben::V,сетны,пар
1139,reichen::V,сетны,пар
1140,schenken::V,козьнавны,парнеле
1141,versprechen::V,кӧсйыны,тума пул
1142,versprechen::V,кӧсйыны,сӑмах пар
1143,wünschen::V,бурсьыны,сун
1144,loben::V,ошкыны,ырла
1145,küssen::V,окавны,чуп ту
1146,wiegen::V,тюттьӧтны,сиктер
1147,wiegen::V,тюттьӧтны,силле
1148,zudecken::V,вевттьыны,вит
1149,wecken::V,саймӧтны,вӑрат
1150,zeigen::V,мыччавны,кӑтарт
1151,führen::V,нуӧтны,илсе пыр
1152,führen::V,нуӧтны,ҫавӑтса пыр
1153,lehren::V,велӧтны,вёрент
1154,unterrichten::V,велӧтны,вёрент
1155,aufziehen::V,быдтыны,вӗрент
1156,leiten::V,юравны,тытса пыр
1157,leiten::V,веськӧтлыны,тытса пыр
1158,antreiben::V,тэрмӧтны,васкат
1159,lassen::V,-ӧтыны,пусахла
1160,lassen::V,-ӧтыны,хуш
1161,einladen::V,корны,чӗн
1162,vereinigen::V,ӧтувтны,пӗрлештер
1163,vereinigen::V,ӧтлаавны,пӗрлештер
1164,besuchen::V,пыравлыны,ҫит
1165,besuchen::V,пыравлыны,кӗрсе кур
1166,treffen::V,пантавны,тӗл пул
1167,sich versammeln::V,ӧксьыны,пуҫтарӑн
1168,spielen::V,орсны,выля
1169,singen::V,сьывны,юрла
1170,tanzen::V,йӧктыны,ташла
1171,sich trennen::V,торьясьны,уйрӑл
1172,verlassen::V,кольны,хӑвар
1173,retten::V,мынтны,ҫӑл
1174,bewachen::V,смекайтны,хуралла
1175,schützen::V,дорйыны,сыхла
1176,verteidigen::V,дорйыны,хӳтӗле
1177,sich schlagen::V,тышкасьны,ҫапӑҫ
1178,schießen::V,лыйны,пер
1179,siegen::V,вермыны,ҫӗн
1180,siegen::V,вермыны,ҫӗнтер
1181,ärgern::V,лӧгӧтны,тарӑхтар
1182,ärgern::V,лӧгӧтны,ҫиллентер
1183,schlagen::V,базнитны,ҫап
1184,treten::V,чужьявны,тап
1185,stechen::V,бытшкыны,чик
1186,stoßen::V,тапкыны,чыш
1187,stoßen::V,тойыштны,чыш
1188,stehlen::V,гусявны,вӑрла
1189,stören::V,костіавны,кансӗрле
1190,belästigen::V,назыляйтны,аптӑрат
1191,belästigen::V,назыляйтны,хупла
1192,verbergen::V,дзебны,пытар
1193,täuschen::V,бӧбӧтны,суй
1194,täuschen::V,пӧрьявны,суй
1195,betrügen::V,муклачитны,ултала
1196,töten::V,вийны,вӗлер
1197,wohnen::V,овны,чуна пар
1198,wohnen::V,овны,парӑнса тӑр
1199,arbeiten::V,уджавны,ӗҫле
1200,sammeln::V,ӧктыны,пух
1201,pflücken::V,судзлавны,тат
1202,jagen::V,вӧравны,сунара ҫӳре
1203,fischen::V,чериавны,пулӑ тыт
1204,fassen::V,кутны,тыт
1205,hüten::V,вердны,кӗт
1206,hüten::V,йирсьӧтны,кӗт
1207,treiben::V,вашӧтны,хӑвала
1208,anbinden::V,кӧртавны,кӑкар
1209,füttern::V,вердны,ҫитер
1210,melken::V,высьтыны,су
1211,melken::V,чилькӧтны,су
1212,hacken::V,керавны,вакла
1213,gießen::V,киськавны,шӑвар
1214,reifen::V,кисьмыны,пиҫ
1215,zubereiten::V,лӧсьӧтны,пӗҫер
1216,kochen::V,пуны,пӗҫер
1217,backen::V,пӧжавны,пӗҫер
1218,braten::V,жаритны,ӑшала
1219,umrühren::V,соравны,хутӑштар
1220,stricken::V,домавны,ҫых
1221,nähen::V,вурны,ҫӗле
1222,färben::V,краситны,пӗвет
1223,reinigen::V,весӧтны,тасат
1224,waschen::V,пеславны,ҫу
1225,abwischen::V,чышкыны,шӑл
1226,spülen::V,гывьявны,чӳхе
1227,fegen::V,чышкыны,шӑл
1228,kehren::V,чышкыны,шӑл
1229,baden::V,купайтчыны ,шыва кӗр
1230,sich waschen::V,миссьыны,ҫӑвӑн
1231,ausziehen::V,гыжтӧтны,салан
1232,ausziehen::V,пӧрччавны,салан
1233,anziehen::V,пасьтавны,тӑхӑн
1234,sich anziehen::V,пасьтасьны,тӑхӑн
1235,kämmen::V,сынавны,тура
1236,schmücken::V,баситны,илемлет
1237,sagen::V,висьтавны,те
1238,sprechen::V,шуны,кала
1239,reden::V,баитны,сӑмахла
1240,reden::V,баитны,калаҫ
1241,sich unterhalten::V,сёрнитны,пупле
1242,fragen::V,юавны,ыйт
1243,bitten::V,корны,ыйт
1244,erzählen::V,висьтавны,каласа пар
1245,mitteilen::V,висьтавны,пӗлтер
1246,mitteilen::V,висьтавны,хыпарла
1247,nennen::V,нимтны,те
1248,nennen::V,нимтны,чӗн
1249,rufen::V,китсавны,чӗн
1250,rufen::V,корны,чӗн
1251,rufen::V,чукӧстны,чӗн
1252,prahlen::V,ошшасьны,мухтан
1253,prahlen::V,ошшасьны,вӗҫкӗнлен
1254,übersetzen::V,вуджӧтны,куҫар
1255,denken::V,чайтны,шухӑшла
1256,glauben::V,веритны,ӗнен
1257,bemerken::V,казявны,асӑрха
1258,erkennen::V,тӧдсавны,палла
1259,begreifen::V,вежӧртны,ӑнлан
1260,verstehen::V,кывны,пӗл
1261,lernen::V,велӧтчыны,вӗрен
1262,wissen::V,тӧдны,пӗл
1263,wissen::V,тӧдны,ӑнкар
1264,sich erinnern an::V,касьтывны,аса ил
1265,vergessen::V,вунӧтны,ман
1266,vergessen::V,вунӧтны,манса кай
1267,messen::V,меряйтны,виҫ
1268,zählen::V,лыддьыны,шутла
1269,rechnen::V,лыддьыны,шутла
1270,lesen::V,лыддьӧтны,вула
1271,zeichnen::V,гижмавны,ӳкер
1272,schreiben::V,гижны,ҫыр
1273,besitzen::V,лоны,тыт
1274,kaufen::V,небны,ил
1275,kaufen::V,небны,туян
1276,verkaufen::V,вузавны,сут
1277,bezahlen::V,вештыны,тӳле
1278,zahlen::V,вештыны,тӳле
1279,ertragen::V,терпитны,тӳс
1280,Insel::N,,утрав
1281,Menge::N,,йыш
1282,Gewalt::N,,ирӗксӗрлӳ
1283,Alter::N,,ҫул шучӗ
1284,richtig::A,,тӗрӗс
1285,wahr::A,,чӑн
1286,berühmt::A,,чаплӑ
1287,allein::ADV,,пӗччен
1288,rennen::V,,чуп
1289,malen::V,,ӳкер
1290,beherrschen::V,,тыт
