,Concept_ID,te,myv
689,geradeaus::ADV,సూటిగా,витьстэ
690,vorwärts::ADV,ముందుకు,икелев
691,rückwärts::ADV,వెనుకకు,мекев
692,zurück::ADV,వెనుకభాగము,мекев
693,unten::ADV,క్రింద,ало
694,hinab::ADV,కిందికి,алов
695,oben::ADV,మీద,вере
696,hinauf::ADV,పైకి,верев
697,überall::ADV,అంతటా,эрьва косо
698,nicht::ADV,కాదు,а
699,ein wenig::ADV,కొంచెము,аламошка
700,kaum::ADV,చాలిచాలక,ансяк
701,sehr::ADV,చాల,пек
702,sehr::ADV,చాల,вельть
703,so::ADV,ఆలాగున,истя
704,noch::ADV,ఇప్పటికిని,таго
705,nur::ADV,మాత్రము,ансяк
706,schon::ADV,ఇదివఱకే,уш
707,wieder::ADV,తిరిగి,таго
708,vergebens::ADV,నిష్ఫలముగా,стяко
709,vor::PRP,ముందు,икеле
710,hinter::PRP,వెనుక,вельде
711,unter::PRP,క్రింద,ало
712,durch::PRP,ద్వారా,пачк
713,neben::PRP,దగ్గెర,вакссо
714,zwischen::PRP,మధ్య,ютксо
715,wegen::PRP,కారణంగా,кис
716,wegen::PRP,కారణంగా,коряс
717,wegen::PRP,కారణంగా,кувалт
718,dies::PRN,ఇది,те
719,das::PRN,అది,те
720,das::PRN,అది,тона
721,alles::PRN,సకలము,весе
722,alles::PRN,సకలము,весемесь
723,ich::PRN,నేను,мон
724,du::PRN,నీవు,тон
725,er::PRN,అతడు,сон
726,wir::PRN,మనము,минь
727,ihr::PRN,మీరు,тынь
728,sie::PRN,వారు,сынь
729,was::FPRN,ఏమి,мезе
730,wer::FPRN,ఎవడు,ки
731,wo::FADV,ఎక్కడ,косо
732,wohin::FADV,ఎందుకు,ков
733,wohin::FADV,ఎందుకు,козо
734,wie::FADV,ఎట్టు,кода
735,warum::FADV,ఏల,мекс
736,wieviel::FNUM,ఎంత,зяро
737,eins::NUM,ఒకటి,вейке
738,zwei::NUM,రెండు,кавто
739,drei::NUM,మూడు,колмо
740,vier::NUM,నాలుగు,ниле
741,fünf::NUM,అయిదు,вете
742,sechs::NUM,ఆఱు,кото
743,sieben::NUM,ఏరు,сисем
744,acht::NUM,ఎనిమదు,кавксо
745,neun::NUM,తొమ్మిది,вейксэ
746,zehn::NUM,పది,кемень
747,elf::NUM,పదునొకొండు,кевейкее
748,zwölf::NUM,పండ్రండు,кемгавтово
749,zwanzig::NUM,ఇరుపది,комсь
750,dreißig::NUM,ముప్పది,колоньгемень
751,vierzig::NUM,నలువది,ниленьгемень
752,fünfzig::NUM,ఏబది,ведьгемень
753,sechzig::NUM,అరుపది,кодгемень
754,siebzig::NUM,డెబ్బది,сизьгемень
755,achtzig::NUM,ఎనుబది,кавксоньгемень
756,neunzig::NUM,తొంబది,вейксэньгемень
757,hundert::NUM,నూఱు,сядо
758,tausend::NUM,వేయి,тыща
759,und::CNJ,మఱియు,ды
760,oder::CNJ,లేక,или
761,stehen::V,నిలుచు,аштемс стядо
762,sitzen::V,కూర్చుండు,аштемс озадо
763,liegen::V,పండుకొనుట,мадезь аштемс
764,hängen::V,వ్రేలాడదీయు,нурьгемс
765,werden::V,అగు,арамс
766,passieren::V,సంభవించు,лисэмс
767,beginnen::V,ఆరంభించు,ушодомс
768,enden::V,తీరుట,лоткамс
769,wechseln::V,మార్చు,полавтнемс
770,aufgehen[Sonne]::V,ఉదయించు,лисемс
771,aufgehen[Sonne]::V,ఉదయించు,стямс
772,untergehen[Sonne]::V,అస్తమించు,валгомс
773,scheinen[Sonne]::V,ప్రకాశించు,валдомтомс
774,donnern::V,ఉరుముట,цярномс
775,donnern::V,ఉరుముట,галдордомс
776,wehen::V,దురద్పప్టము,пувамс
777,strömen::V,పారుట,чудемс
778,fließen::V,ప్రవహించు,чудемс
779,sich drehen::V,తిరుగు,велямс
780,schwanken::V,ఆడించుట,лыкамс
781,schwanken::V,ఆడించుట,якамс
782,schwingen::V,ఊగుట,нурсемс
783,schwingen::V,ఊగుట,лыкамс
784,fallen::V,పడు,прамс
785,fallen::V,పడు,сяворемс
786,brennen::V,కాలుట,паломс
787,rauchen::V,పొగసుట,качадомс
788,regnen::V,కురిపించుట,пиземс
789,gefrieren::V,గడ్డకట్టు,кельмемс
790,tauen::V,కరగు,соламс
791,schmelzen::V,కరగు,соламс
792,trocknen::V,యెండుట,коськемс
793,sieden::V,ఉడుకు,лакамс
794,sieden::V,ఉడుకు,пиксемс
795,faulen::V,క్రుళ్లు,наксадомс
796,verfaulen::V,క్షిణించు,наксадомс
797,reißen::V,చించు,сезневемс
798,versinken::V,మునుగు,ваямс
799,vergehen::V,సంభవించు,ютамс
800,erscheinen::V,కనబడు,лисемс
801,verschwinden::V,అదృశ్యమగు,ёмамс
802,sinken::V,ముణుగుట,явамс
803,abnehmen::V,తగ్గు,киремемс
804,zunehmen::V,పెరుగుట,ламолгадомс
805,zunehmen::V,పెరుగుట,раштамс
806,steigen::V,లేచు,куземс
807,steigen::V,లేచు,кепсевемс
808,wachsen::V,పెరుగు,касомс
809,glänzen::V,ప్రకాశించు,цитнемс
810,funkeln::V,ప్రకాశించు,пиндолдомс
811,funkeln::V,ప్రకాశించు,цивтёрдомс
812,lärmen::V,అరుచుట,шалномс
813,läuten::V,మేళవించుట,гайгезевемс
814,klingeln::V,వాయించుట,чавомс баягас
815,klirren::V,ఘంటానాదము,калдордомс
816,klirren::V,ఘంటానాదము,кальцяемс
817,brausen::V,గర్జించు,лакамс
818,rauschen::V,చటచటమనుట,лажномс
819,klingen::V,ధ్వనించుట,гайгемс
820,bellen::V,అఱచు,онгомс
821,heulen::V,కూయు,урномс
822,blasen::V,దురద్పప్టము,пувамс
823,pfeifen::V,ఈలవేయు,вешкемс
824,schreien::V,అఱచు,пижнемс
825,stöhnen::V,మూలుగు,кувсемс
826,zittern::V,వణకు,тарномс
827,leben::V,జీవించుట,эрямс
828,geboren werden::V,పుట్టుట,чачомс
829,atmen::V,ఉపిరి తీయు,лексемс
830,trinken::V,త్రాగు,симемс
831,essen::V,తిను,ярсамс
832,schlucken::V,మ్రింగు,нилемс
833,schlucken::V,మ్రింగు,порнемс
834,müde werden::V,అలయు,сиземс
835,einschlafen::V,నిద్రించు,матедевемс
836,schlafen::V,నిద్రురించు,удомс
837,aufwachen::V,మేలుకొను,сыргоземс
838,aufstehen::V,లేచు,стямс
839,sich erholen::V,నడ్డి వాల్చు,оймсемс
840,krank werden::V,జబ్బుపడు,сэредезевемс
841,krank sein::V,జబ్బు చేయు,сэредемс
842,schmerzen::V,నొచ్చుట,сэредемс
843,husten::V,దగ్గుట,козомс
844,genesen::V,కుదురుట,пичкамс
845,sterben::V,మరణించు,куломс
846,umkommen::V,నశించు,чавовомс
847,umkommen::V,నశించు,ёмамс
848,sich bewegen::V,కదలు,шаштомс
849,sich rühren::V,కదలు,сыргамс
850,sich erheben::V,లేచు,куземс
851,sich setzen::V,కూర్చుణ్డు,озамс
852,hinfallen::V,దొర్లు,прамс
853,hinfallen::V,దొర్లు,сяворемс
854,laufen::V,నడచు,якамс
855,schreiten::V,అడుగుపెట్టుట,эскелямс
856,schreiten::V,అడుగుపెట్టుట,молемс
857,spazierengehen::V,పచారు చేయు,якамс
858,eilen::V,తొందరపడు,эрзкалемс
859,eilen::V,తొందరపడు,капшамс
860,sich beeilen::V,త్వరపెట్టు,капшамс
861,sausen::V,విసరికొట్టు,ливтямс
862,rennen::V,పరుగెత్తు,чийнемс
863,rennen::V,పరుగెత్తు,ардтнемс
864,springen::V,దుముకు,кирнявтнемс
865,klettern::V,ఎక్కు,куземс
866,schaukeln::V,ఉయ్యాల ఊగు ,нурямс
867,kriechen::V,ప్రాకు,ёзмолдомс
868,schwimmen::V,ఈదు,уемс
869,tauchen::V,మునుగు,чопавтомс
870,tauchen::V,మునుగు,чопавтнемс
871,rudern::V,తెడ్లతోఁగడపు,миледемс
872,fahren::V,నడపు,ардомс
873,fliegen::V,ఎగురు,ливтямс
874,gehen::V,పోవు,туемс
875,gehen::V,పోవు,молемс
876,weggehen::V,బయలుదేరు,туемс
877,abfahren::V,విడిచిపోవు,туемс
878,anhalten::V,నిలుపు,лоткамс
879,hineingehen::V,ప్రవేశించు,совамс
880,eintreten::V,ప్రవేశించు,совамс
881,eintreten::V,ప్రవేశించు,эскельдямс
882,kommen::V,వచ్చు,самс
883,ankommen::V,వచ్చి చేరు,самс
884,ankommen::V,వచ్చి చేరు,пачкодемс
885,zurückkommen::V,తిరిగీవచ్చుట,велявтомс
886,bleiben::V,ఉండు,кадовомс
887,warten::V,కనిపెట్టు,учомс
888,erwarten::V,నిరిక్షించు,учомс
889,suchen::V,వెదకు,вешнемс
890,finden::V,కనుగొను,муемс
891,versuchen::V,ప్రయత్నించు,варштамс
892,vorbereiten::V,తయారుచేయు,анокстамс
893,lieben::V,ప్రేమించు,вечкемс
894,mögen::V,ఇష్టపడు,вечкемс
895,lachen::V,నవ్వు,пейдемс
896,rühren::V,గుండె తాకు,токамс седейс
897,weinen::V,వీడ్చు,авардемс
898,schimpfen::V,గొణుగు,сёвномс
899,sich ärgern::V,అలుగు,кежиявтнемс
900,sich fürchten::V,భయపడు,пелемс
901,fürchten::V,భయపడు,пелемс
902,fliehen::V,పాఱిపోపు,оргодемс
903,flüchten::V,తప్పించుకొను,ворьгодемс
904,flüchten::V,తప్పించుకొను,чадомс
905,sehen::V,చూచు,неемс
906,anschauen::V,చూచు,ваномс
907,ansehen::V,కాచియుండు,ваномс
908,hören::V,విను,марямс
909,zuhören::V,విను,кунсоломс
910,probieren::V,చవిచూచుట,варшамс
911,riechen::V,వాసనచూచు,никсемс
912,fühlen::V,స్పర్శించుట,марямс
913,scheinen::V,కనబడు,марявомс
914,zu sehen sein::V,చూవు,неявомс
915,vernehmen::V,విను,марямс
916,frieren::V,చలికి వడకు,кельмемс
917,tun::V,చేయు,теемс
918,können::V,గల,маштомс
919,wollen::V,కోరు,бажамс
920,anfangen::V,ఆరంభించు,кармамс
921,beenden::V,ముగించు,прядомс
922,aufhören::V,నిలుపు,лоткамс
923,gelingen::V,గెలుపాందు,удаламс
924,geraten::V,వెలువడు,лисемс
925,öffnen::V,తెఱచు,панжомс
926,schließen::V,మూయు,пекстамс
927,schließen::V,మూయు,сёлгомс
928,schließen::V,మూయు,конямс
929,stellen::V,ఉంచు,аравтомс
930,setzen::V,ఉంచు,ойсевтемс
931,setzen::V,ఉంచు,озавтнемс
932,legen::V,పెట్టు,путомс
933,berühren::V,తాకు,токамс
934,verbinden::V,చేర్చుట,содомс
935,bedecken::V,మూయు,вельтямс
936,aufhängen::V,వ్రేలాడదీయు,понгавтомс
937,anzünden::V,వెలిగించు,кирвастемс
938,aufheben::V,సేకరించు,кепедемс
939,zurücklassen::V,విడుచు,кадомс
940,verlieren::V,పోగొట్టుకొను,ёмавтомс
941,fallen lassen::V,జాఱవిడుచు,правтомс
942,machen::V,చేయు,теемс
943,herstellen::V,ఉత్పత్తిచేయు,анокстамс
944,bauen::V,నిర్మించు,путомс
945,reparieren::V,సరిచేయు,витемс
946,verbessern::V,వృద్ధి చేయు,паролгавтомс
947,verbessern::V,వృద్ధి చేయు,вадрялгавтомс
948,ändern::V,మార్చు,полавтомс
949,graben::V,త్రవ్వు,чувомс
950,graben::V,త్రవ్వు,таргамс
951,beugen::V,వంచు,мендемс
952,biegen::V,వంచు,комавтомс
953,drehen::V,నూలువడుకు,чаравтомс
954,drehen::V,నూలువడుకు,велявтнемс
955,wenden::V,త్రిప్పు,велявтомс
956,umdrehen::V,త్రిప్పు,велявтомс
957,heben::V,ఎత్తు,кепедемс
958,hochheben::V,ఎత్తు,кепедемс
959,ergreifen::V,వశపఱచుకొను,кундамс
960,halten::V,ఉంచు,кирдемс
961,drücken::V,అణచు,нуемс
962,schieben::V,నొక్కు,шаштомс
963,kratzen::V,గోకు,ангордамс
964,lecken::V,నాకు,нолсемс
965,beißen::V,కఱచు,сускомс
966,abreißen::V,తెగతెంచు,сеземс
967,abschneiden::V,తెగకొట్టు,печкемс
968,binden::V,కట్టు,кодамс
969,binden::V,కట్టు,сюлмамс
970,stecken::V,తగులుకొనివుండుట,сялгомс
971,brechen::V,పగులగొట్టు,синдемс
972,brechen::V,పగులగొట్టు,калавтомс
973,klopfen::V,కొట్టు,калтаямс
974,hauen::V,కొట్టు,чавомс
975,kleben::V,అంటుకొను,педявтнемс
976,reiben::V,రాచు,ёзамс
977,streichen::V,వ్యాపింపజేయు,вадемс
978,schleifen::V,రాచు,човамс
979,schneiden::V,కోయు,керямс
980,rütteln::V,కుదిలించుట,чукамс
981,rütteln::V,కుదిలించుట,лыкавтомс
982,schütteln::V,కదల్చు,чукамс
983,schwenken::V,ఊచుట,яхолемс
984,schütten::V,పోయు,каямс
985,füllen::V,నింపు,пештямс
986,einwickeln::V,చుట్టు,тапарямс
987,tragen::V,మోయు,кандомс
988,schleppen::V,ఈడ్చు,ускомс
989,ziehen::V,ఈడ్చు,ускомс
990,aufbewahren::V,కాపాడు,ванстомс
991,werfen::V,విసరు,ёртомс
992,fangen::V,పట్టుకొను,кундамс
993,packen::V,పట్టుకొను,кундамс
994,verstecken::V,దాచు,кекшемс
995,teilen::V,భాగించు,явомс
996,schicken::V,పంపు,кучомс
997,bringen::V,తెచ్చు,кандомс
998,hinzufügen::V,చేర్చు,путомс
999,hinzufügen::V,చేర్చు,максомс
1000,bekommen::V,సంపాదించు,саемс
1001,erhalten::V,పుచ్చుకొను,саемс
1002,nehmen::V,తీసికొను,саемс
1003,wählen::V,ఇష్టపడు,кочкамс
1004,auswählen::V,ఏరుకొను,кочкамс
1005,bewahren::V,భద్రపఱుచు,ванстомс
1006,behindern::V,అడ్డగించుట,кирдемс
1007,verderben::V,చెఱచు,коламс
1008,beschädigen::V,చెరుపుట,теемс зыян
1009,zerbrechen::V,పగులగొట్టు,коламс
1010,zerreißen::V,చించు,сеземс
1011,zerstören::V,వాశనము చేయు,калавтомс
1012,verbrennen::V,కాల్చు,пултамс
1013,geben::V,ఇచ్చు,максомс
1014,reichen::V,అందుకొనుట,максомс
1015,schenken::V,అర్పించు,каземс
1016,versprechen::V,వాగ్దత్తము చేయు,алтамс
1017,wünschen::V,కోరు,арсемс
1018,loben::V,స్తుతించు,шнамс
1019,küssen::V,ముద్దుపెట్టుకొను,палсемс
1020,wiegen::V,ఊచుట,нурсемс
1021,zudecken::V,మూయు,тавадомс
1022,zudecken::V,మూయు,вельтямс
1023,wecken::V,నిద్రపలేపుట,стявтомс
1024,zeigen::V,చూవు,невтемс
1025,führen::V,దారిచూపు,ветямс
1026,lehren::V,బోధించు,тонавтомс
1027,unterrichten::V,నేర్పు,тонавтомс
1028,aufziehen::V,పెంచు,трямс
1029,aufziehen::V,పెంచు,кастомс
1030,leiten::V,తీసుకపోవుట,ветямс
1031,leiten::V,తీసుకపోవుట,азоркстамс
1032,antreiben::V,ప్రేరేపించు,ветямс
1033,lassen::V,అనుమతించు,кармавтомс
1034,einladen::V,ఆహ్వానించు,тердемс
1035,vereinigen::V,కూడుట,вейсэндямс
1036,vereinigen::V,కూడుట,вейс путомс
1037,vereinigen::V,కూడుట,вейс пурнамс
1038,besuchen::V,పోయి చూచు,варштамс
1039,treffen::V,కలియు,вастомс
1040,sich versammeln::V,కూర్చు,промокшномс
1041,spielen::V,ఆట లాడు,налксемс
1042,singen::V,పాడు,морамс
1043,tanzen::V,నృత్యముచేయు,киштемс
1044,sich trennen::V,ఎడబాయుట,явомс
1045,verlassen::V,విడుచు,кадомс
1046,retten::V,తప్పించుట,идемс
1047,bewachen::V,కాపాడు,ванстомс
1048,schützen::V,రక్షించు,аштемс
1049,verteidigen::V,రక్షించు,ваномс
1050,sich schlagen::V,జగడమాడు,тюремс
1051,schießen::V,కాల్చు,ледемс
1052,siegen::V,గెలుచు,изнямс
1053,ärgern::V,పీడించుట,кежейгавтомс
1054,schlagen::V,కొట్టు,токамс
1055,treten::V,తన్ను,тапамс
1056,stechen::V,కుట్టు,пупамс
1057,stoßen::V,గెంటు,тулкадемс
1058,stehlen::V,దొంగిలించు,саламс
1059,stören::V,కలతపఱచు,пирямс ки
1060,belästigen::V,పీడించు,а максомс
1061,belästigen::V,పీడించు,а кадомс оймамо
1062,verbergen::V,దాచు,сёпомс
1063,verbergen::V,దాచు,кекшемс
1064,täuschen::V,మోసము చేయు,манямс
1065,betrügen::V,మోసపుచ్చు,манчемс
1066,töten::V,చంపు,чавномс
1067,töten::V,చంపు,маштнемс
1068,wohnen::V,నివసించు,эрямс
1069,arbeiten::V,పనిచేయు,важодемс
1070,sammeln::V,ప్రోగుచేయు,пурнамс
1071,pflücken::V,యేరుట,ноцковтнемс
1072,jagen::V,వేటాడు,кундамс
1073,fischen::V,వెదకు,калонь кундамс
1074,fassen::V,పట్టుకొమ,кундамс
1075,hüten::V,మందచేరుట,ваномс
1076,treiben::V,నడపు,панемс
1077,anbinden::V,కట్టు,сюлмамс
1078,füttern::V,భోజనము పెట్టు,андомс
1079,melken::V,పాలు పితుకు,потявтомс
1080,hacken::V,నఱకు,лазномс
1081,gießen::V,నీళ్ళుకట్టుట,валомс
1082,reifen::V,పండుట,кенеремс
1083,zubereiten::V,వండు,анокстамс
1084,kochen::V,వండు,пидемс
1085,backen::V,రొట్టెకాల్చు,пидемс
1086,braten::V,వేపు,пуштамс
1087,umrühren::V,కదులుట,човорямс
1088,stricken::V,అల్లు,кодамс
1089,nähen::V,కుట్టు,стамс
1090,färben::V,రంగు వేయు,артомс
1091,reinigen::V,శుభ్రము చేయు,урядамс
1092,waschen::V,కడుగు,муськемс
1093,abwischen::V,తుడుచు,нардамс
1094,spülen::V,నీటిలో జడించు,ёрвалдомс
1095,fegen::V,ఊడ్చు,тенсемс
1096,kehren::V,ఊడ్చు,тенсемс
1097,baden::V,స్నానము చేయు,экшелямс
1098,sich waschen::V,కడుగు,шлямс
1099,ausziehen::V,విప్పు,кайсевтемс
1100,anziehen::V,ధరించు,оршамс
1101,sich anziehen::V,బట్టలు వేసుకొను,оршамс
1102,sich anziehen::V,తొడుగుకొను,оршамс
1103,kämmen::V,దువ్వుట,судрямс
1104,schmücken::V,అలంకరించు,мазылгавтомс
1105,schmücken::V,అలంకరించు,наряжамс
1106,sagen::V,చెప్పు,меремс
1107,sprechen::V,చెప్పు,кортамс
1108,reden::V,మాటలాడు,кортамс
1109,sich unterhalten::V,ముచ్చటలాడు,кортнемс
1110,fragen::V,ప్రశ్నించు,кевкстемс
1111,bitten::V,కోరు,вешемс
1112,erzählen::V,చెప్పు,ёвтнемс
1113,mitteilen::V,తెలియజేయు,ёвтамс
1114,nennen::V,పేరు వెట్టు,лемдемс
1115,nennen::V,పేరు వెట్టు,путомс лем
1116,rufen::V,పిలుచు,тердемс
1117,rufen::V,పిలుచు,серьгедемс
1118,prahlen::V,జల్లి,шнамс пря
1119,übersetzen::V,తర్జుమాచేయు,ютавтомс
1120,denken::V,ఆలోచించు,арсемс
1121,glauben::V,నమ్ము,кемемс
1122,bemerken::V,గుర్తించు,неемс
1123,erkennen::V,గుర్తించు,содамс
1124,begreifen::V,గ్రహించు,пачкодемс
1125,verstehen::V,గ్రహించు,чарькодемс
1126,lernen::V,నేర్చు కొను,тонавтнемс
1127,wissen::V,తెలిసికొను,содамс
1128,sich erinnern an::V,జ్ఞాపకముంచుకొను,ледстямс
1129,vergessen::V,మఱచిపోవు,стувтомс
1130,messen::V,కొలుచుట,онкстнемс
1131,zählen::V,లెక్కపెట్టు,ловомс
1132,rechnen::V,లెక్కపెట్టు,ловомс
1133,lesen::V,చదువు,ловномс
1134,malen::V,పూనుట,рисовамс
1135,zeichnen::V,వ్రాసుట,рисовамс
1136,schreiben::V,వ్రాయు,сёрмадомс
1137,besitzen::V,కలిగియుండు,улемс
1138,besitzen::V,కలిగియుండు,улемс азорокс
1139,kaufen::V,కొను,рамамс
1140,verkaufen::V,అమ్ము,миемс
1141,bezahlen::V,చెల్లించు,пандомс
1142,zahlen::V,చెల్లించు,пандомс
1143,beherrschen::V,ఏలు,азоркстамс
1144,ertragen::V,భరించు,кирдемс
