,Concept_ID,mhr,ka
243,Junge::N,рве́зе,ვაჟი
244,Mädchen::N,ӱдыра́ш,გოგო
245,Familie::N,еш,ოჯახი
246,Großvater::N,коча́,პაპა
247,Großvater::N,коча́,ბაბუა
248,Großmutter::N,кова́,ბებია
249,Großmutter::N,кова́,დიდედა
250,Eltern::N,ача́-ава́,მშობლები
251,Vater::N,ача́,მამა
252,Mutter::N,ава́,დედა
253,Sohn::N,э́рге,ვაჟიშვილი
254,Tochter::N,ӱ́дыр,ქალიშვილი
255,Bruder::N,иза́,ძმა
256,Bruder::N,шо́льо,ძმა
257,Schwester::N,ака́,და
258,Onkel::N,иза́,ბიძა
259,Tante::N,кока́,დეიდა
260,Tante::N,кока́,მამიდა
261,Ehemann::N,мари́й,ქმარი
262,Ehefrau::N,ва́те,ცოლი
263,Freude::N,куа́н,სიხარული
264,Freude::N,куаныма́ш,სიხარული
265,Gelächter::N,во́штылтыш,სიცილი
266,Glück::N,пиа́л,ბედნიერება
267,Kummer::N,о́йго,მწუხარება
268,Wunsch::N,ку́мыл,წადილი
269,Wunsch::N,ку́мыл,სურვილი
270,Lust::N,ку́мыл,წადილი
271,Geist::N,ӧрт,სული
272,Geist::N,чон,სული
273,Gedanke::N,ой,ფიქრი
274,Gedanke::N,шоныма́ш,ფიქრი
275,Gedächtnis::N,шарныма́ш,მეხსიერება
276,Verstand::N,уш,ჭკუა
277,Verstand::N,уш,გონება
278,Sinn::N,смысл,მნიშვნელობა
279,Grund::N,ама́л,მიზეზი
280,Wahrheit::N,чын,სიმართლე
281,Wahrheit::N,чын,ჭეშმარიტება
282,Gespräch::N,мутланыма́ш,ბაასი
283,Gespräch::N,мутланыма́ш,საუბარი
284,Märchen::N,йома́к,არაკი
285,Märchen::N,йома́к,ზღაპარი
286,Erzählung::N,ойлыма́ш,თქმულება
287,Nachricht::N,увертарыма́ш,ცნობა
288,Nachricht::N,увертарыма́ш,ამბავი
289,Neuigkeit::N,уве́р,სიახლე
290,Name::N,лӱм,სახელი
291,Rätsel::N,ту́што,გამოცანა
292,Rede::N,ойлыма́ш,სიტყვა
293,Sprache::N,йы́лме,ენა
294,Stimme::N,йӱк,ხმა
295,Wort::N,ой,სიტყვა
296,Wort::N,мут,სიტყვა
297,Zeichen::N,ти́ште,ნიშანი
298,Zeichen::N,знак,ნიშანი
299,Ruf::N,ӱжма́ш,ძახილი
300,Lärm::N,лӱшкыма́ш,ხმაური
301,Lärm::N,йӱк-йӱа́н,ხმაური
302,Laut::N,йӱк,ხმა
303,Laut::N,йӱк,ბგერა
304,Ton::N,йӱксе́м,ტონი
305,Lied::N,му́ро,სიმღერა
306,Ruhe::N,ты́мык,სიწყნარე
307,Leute::N,еҥ-влак,ადამიანები
308,Volk::N,ка́лык,ერი
309,Volk::N,ка́лык,ხალხი
310,Arbeit::N,паша́,მუშაობა
311,Gast::N,уна́,სტუმარი
312,Geschenk::N,пӧле́к,საჩუქარი
313,Spiel::N,мо́дыш,თამაში
314,Spiel::N,модма́ш,თამაში
315,Gesellschaft::N,тӱшка́,საზოგადოება
316,Hilfe::N,по́лыш,შველა
317,Hilfe::N,по́лыш,დახმარება
318,Freund::N,таҥ,მეგობარი
319,Freund::N,йолта́ш,მეგობარი
320,Kamerad::N,таҥ,ამხანაგი
321,Angelegenheit::N,паша́,საქმე
322,Anzahl::N,чот,ოდენობა
323,Art::N,вид,სახეობა
324,Stück::N,ка́тыш,ნატეხი
325,Stück::N,ла́стык,ნატეხი
326,Teil::N,ужа́ш,წილი
327,Hälfte::N,пел,ნახევარი
328,Hälfte::N,пе́ле,ნახევარი
329,Kreis::N,ты́ртыш,წრე
330,Kreuz::N,ыре́с,ჯვარი
331,Linie::N,ли́ний,ხაზი
332,Strich::N,коре́ш,შტრიხი
333,Abstand::N,кокла́,მანძილი
334,Entfernung::N,тора́,სიშორე
335,Entfernung::N,ку́жыт,სიშორე
336,Gegend::N,кунде́м,არე
337,Gegend::N,кунде́м,მხარე
338,Platz::N,ку́мдык,ფართობი
339,Ort::N,вер,ადგილი
340,Ort::N,о́лмо,ადგილი
341,Seite::N,ӧ́рдыж,მხარე
342,Mitte::N,покше́л,შუა
343,Gegenstand::N,наста́,საგანი
344,Sache::N,наста́,ნივთი
345,Rand::N,тӱр,კიდე
346,Kante::N,тӱр,ნაწიბული
347,Ecke::N,лук,კუთხე
348,Spitze::N,вуй,წვეტი
349,Ende::N,муча́ш,ბოლო
350,Loch::N,рож,ხვრელი
351,Winkel::N,лук,კუთხე
352,Muster::N,пеза́к,მოხატულობა
353,Muster::N,узо́р,მოხატულობა
354,Muster::N,ӱ́лгӧ,მოხატულობა
355,Größe::N,кӱ́кшыт,ზომა
356,Größe::N,кӱ́кшыт,სიდიდე
357,Länge::N,ку́тыш,სიგრძე
358,Höhe::N,кӱ́кшыт,სიმაღლე
359,Gewicht::N,не́лыт,წონა
360,Menge::N,чот,რაოდენობა
361,Haufen::N,кы́шыл,გროვა
362,Reihe::N,рада́м,რიგი
363,Reihe::N,рада́м,წყება
364,Boot::N,пуш,გემი
365,Ruder::N,эшка́к,ხოფი
366,Ruder::N,эшка́к,ნიჩაბი
367,Schlitten::N,тер,მარხილი
368,Schlitten::N,изде́р,მარხილი
369,Ski::N,е́че,თხილამური
370,Lagerfeuer::N,туло́то,კოცონი
371,Last::N,нӧ́лтыш,ტვირთი
372,Gang::N,ошкылма́ш,სვლა
373,Schritt::N,о́шкыл,ბიჯი
374,Norden::N,йӱдйыма́л,ჩრდილოეთი
375,Süden::N,кечывалве́л,სამხრეთი
376,Westen::N,касве́л,დასავლეთი
377,Osten::N,эрве́л,აღმოსავლეთი
378,Holz::N,пу,ხე
379,Brett::N,оҥа́,დაფა
380,Brett::N,оҥа́,ფიცარი
381,Platte::N,аста́р,თლილი ქვა
382,Stütze::N,чара́к,საყრდენი
383,Stange::N,лома́ш,ჭოკი
384,Stock::N,тоя́,კეტი
385,Stab::N,вара́,ლატანი
386,Stab::N,кашта́,ლატანი
387,Rohr::N,пуч,მილაკი
388,Haus::N,пӧрт,სახლი
389,Heim::N,мӧ́ҥгӧ,ოჯახის კერა
390,Ofen::N,комака́,ღუმელი
391,Fußboden::N,кӱва́р,იატაკი
392,Tisch::N,ӱсте́л,სუფრა
393,Tisch::N,ӱсте́л,მაგიდა
394,Stuhl::N,пӱке́н,სკამი
395,Wiege::N,шепка́,აკვანი
396,Bett::N,ва́кшыш,საწოლი
397,Bett::N,ва́кшыш,სარეცელი
398,Regal::N,шӧ́рлык,თაროები
399,Kiste::N,шо́ндык,ყუთი
400,Kiste::N,шо́ндык,სკივრი
401,Kiste::N,я́шлык,ყუთი
402,Kiste::N,я́шлык,სკივრი
403,Fenster::N,окна́,ფანჯარა
404,Fenster::N,окна́,სარკმელი
405,Tür::N,омса́,ბჭე
406,Tür::N,омса́,კარი
407,Tor::N,капка́,ჭიშკარი
408,Zaun::N,сава́р,ღობე
409,Zaun::N,сава́р,გალავანი
410,Dach::N,леве́дыш,სახურავი
411,Leiter::N,тошка́лтыш,კიბე
412,Besen::N,ӱштерво́штыр,ცოცხი
413,Spaten::N,ко́льмо,ნიჩაბი
414,Schaufel::N,сово́к,ბარი
415,Schaufel::N,су́ско,ბარი
416,Gabel::N,ви́лке,ჩანგალი
417,Löffel::N,па́не,კოვზი
418,Löffel::N,совла́,კოვზი
419,Messer::N,кӱ́зӧ,დანა
420,Nagel::N,пуда́,ლურსმანი
421,Netz::N,вапш,ბადე
422,Haken::N,са́гыле,კავი
423,Haken::N,са́гыле,კაუჭი
424,Griff::N,кыл,ტარი
425,Schloss::N,кӧгӧ́н,კლიტე
426,Schloss::N,кӧгӧ́н,საკეტი
427,Bild::N,сӱре́т,სურათი
428,Figur::N,фигу́р,ფიგურა
429,Puppe::N,курча́к,თოჯინა
430,Beutel::N,меша́к,პარკი
431,Bündel::N,арша́ш,გალა
432,Bündel::N,арша́ш,ასხმა
433,Tasche::N,сумка́,ჩანთა
434,Eimer::N,ведра́,ჩამჩა
435,Deckel::N,ко́мдыш,ხუფი
436,Deckel::N,ко́мдыш,სარქველი
437,Geschirr::N,а́те,ჭურჭელი
438,Sack::N,куль,ტომარა
439,Sack::N,меша́к,ტომარა
440,Tasse::N,чу́кыр,ფინჯანი
441,Tasse::N,чашка́,ფინჯანი
442,Topf::N,ми́ске,ქოთანი
443,Kessel::N,под,ქვაბი
444,Essen::N,ко́чкыш,ჭამა
445,Nahrung::N,ку́рго,საზრდო
446,Nahrung::N,ку́рго,საკვები
447,Speise::N,ко́чкыш,საჭმელი
448,Fleisch::N,шыл,ხორცი
449,Getreide::N,шу́рно,მარცვლოვანი
450,Brei::N,пу́чымыш,ფაფა
451,Brot::N,ки́нде,პური
452,Scheibe::N,ка́тыш,ნაჭერი
453,Fett::N,коя́,ქონი
454,Fett::N,коя́,ცხიმი
455,Butter::N,ӱй,კარაქი
456,Öl::N,ӱй,ზეთი
457,Salz::N,шинча́л,მარილი
458,Suppe::N,шӱр,სუფი
459,Honig::N,мӱй,თაფლი
460,Milch::N,шӧр,რძე
461,Tee::N,чай,ჩაი
462,Leder::N,сура́н,ტყავი
463,Leder::N,шӱ́штӧ,ტყავი
464,Wolle::N,пун,მატყლი
465,Stoff::N,куэ́м,ქსოვილი
466,Stoff::N,посто́,ქსოვილი
467,Nadel::N,и́ме,ნემსი
468,Faden::N,шӱ́ртӧ,ძაფი
469,Faden::N,шӱ́ртӧ,მკედი
470,Knopf::N,по́лдыш,ღილი
471,Knoten::N,пышке́м,ნასკვი
472,Farbe::N,чия́,საღებავი
473,Kleidung::N,чие́м,ტანსაცმელი
474,Kleidung::N,вурге́м,ტანსაცმელი
475,Hemd::N,ту́выр,ხალათი
476,Hemd::N,ту́выр,პერანგი
477,Kragen::N,сога́,საყელო
478,Ärmel::N,шокш,სახელო
479,Hose::N,йола́ш,შარვალი
480,Gürtel::N,ӱ́штӧ,ქამარი
481,Mütze::N,упш,ქუდი
482,Schuh::N,боти́нке,ფეხსაცმელი
483,Stiefel::N,кем,ჩექმა
484,Ring::N,шерга́ш,ბეჭედი
485,Band::N,тасма́,ბაფთი
486,Band::N,ле́нте,ბაფთი
487,Kamm::N,шерге́,სავარცხელი
488,Spiegel::N,вошто́нчыш,სარკე
489,Riemen::N,кӱзанӱ́штӧ,ღვედი
490,Schnur::N,кере́м,ლარი
491,Schnur::N,кандыра́,ლარი
492,Leine::N,вӱра́ҥ,ჯაჭვი
493,Decke::N,леве́дыш,საბანი
494,Decke::N,одея́л,საბანი
495,Kissen::N,кӱ́пчык,ბალიში
496,Tuch::N,шо́выч,მაუდი
497,Tuch::N,шо́выч,თავშალი
498,Handtuch::N,со́лык,ხელსახოცი
499,Kraft::N,вий,ძალა
500,Kraft::N,куа́т,ძალა
501,Stärke::N,куа́т,ღონე
502,Stärke::N,карма́н,ღონე
503,Gesundheit::N,таза́лык,ჯანმრთელობა
504,Krankheit::N,чер,სენი
505,Krankheit::N,чер,ავადმყოფობა
506,Schmerz::N,ко́рштыш,ტკივილი
507,Wunde::N,су́сыр,იარი
508,Wunde::N,су́сыр,ჭრილობა
509,Fieber::N,йӱштыму́ж,ციება
510,Fieber::N,лихора́дке,ციება
511,Arznei::N,эм,წამალი
512,Brücke::N,кӱва́р,ხიდი
513,Brunnen::N,вӱдвыне́м,ჭა
514,Weide::N,нурше́р,საძოვარი
515,Pfad::N,йолго́рно,ბილიკი
516,Pfad::N,сокма́к,ბილიკი
517,Weg::N,ко́рно,გზა
518,Straße::N,ко́рно,შარაგზა
519,Dorf::N,ял,დაბა
520,Dorf::N,ял,სოფელი
521,Stadt::N,ола́,ქალაქი
522,Brief::N,се́рыш,წერილი
523,Buch::N,книга́,წიგნი
524,Buchstabe::N,буква́,ასო
525,Zeitung::N,газе́т,გაზეთი
526,Leben::N,и́лыш,სიცოცხლე
527,Tod::N,колыма́ш,სიკვდილი
528,Grab::N,шӱга́р,სამარე
529,Grab::N,шӱга́р,საფლავი
530,Kirche::N,че́рке,ეკლესია
531,Sünde::N,су́лык,ცოდვა
532,Gott::N,ю́мо,ღმერთი
533,Arbeiter::N,паша́зе,მუშა
534,Chef::N,тӧра́,გამგე
535,Meister::N,маста́р,ოსტატი
536,Arzt::N,врач,ექიმი
537,Arzt::N,врач,მკურნალი
538,Lehrer::N,ту́ныктышо,მასწავლებელი
539,Geld::N,окса́,ფული
540,Geschäft::N,сатулыма́ш,საქმე
541,Geschäft::N,сатулыма́ш,ბიზნესი
542,Laden::N,ке́выт,დუქანი
543,Laden::N,ке́выт,მაღაზია
544,Preis::N,ак,ფასი
545,Ware::N,сату́,საქონელი
546,Nutzen::N,пайда́,ხეირი
547,Reichtum::N,поя́нлык,სიმდიდრე
548,Welt::N,тӱня́,მსოფლიო
549,Land::N,эл,მხარე
550,Land::N,эл,ქვეყანა
551,Staat::N,кугыжа́ныш,სახელმწიფო
552,König::N,кугыжа́,მეფე
553,Macht::N,власть,ძლიერება
554,Grenze::N,грани́ца,ზღვარი
555,Krieg::N,сар,ომი
556,Feind::N,тушма́н,მტერი
557,Gewalt::N,виешлыма́ш,სისასტიკე
558,Kampf::N,кредалма́ш,ბრძოლა
559,Bogen[Waffe]::N,юҥе́ж,მშვილდი
560,Pfeil::N,пикш,ისარი
561,Pfeil::N,пикш,მახვილი
562,Gewehr::N,пыча́л,თოფი
563,Gewehr::N,пыча́л,შაშხანა
564,Fehler::N,йо́ҥылыш,შეცდომა
565,Lüge::N,шоя́к,სიცრუე
566,Schaden::N,зия́н,ვნება
567,Unglück::N,эҥге́к,ხიფათი
568,Unglück::N,эҥге́к,უბედურება
569,Schuld::N,тита́к,ბრალი
570,Schuld::N,йола́,ბრალი
571,Alter::N,ийго́т,ასაკი
572,Schluss::N,муча́ш,ბოლო
573,Schluss::N,муча́ш,დასასრული
574,Zeit::N,жап,დრო
575,Zeit::N,па́гыт,დრო
576,Tag::N,ке́че,დღე
577,Morgen::N,эр,დილა
578,Mittag::N,кечыва́л,შუადღე
579,Abend::N,кас,საღამო
580,Nacht::N,йӱд,ღამე
581,Woche::N,арня́,კვირა
582,Monat::N,ты́лзе,თვე
583,Jahr::N,ий,წელი
584,Frühling::N,шо́шо,გაზაფხული
585,Sommer::N,кеҥе́ж,ზაფხული
586,Herbst::N,шы́же,შემოდგომა
587,Winter::N,те́ле,ზამთარი
588,Januar::N,шоркыйол,იანვარი
589,Januar::N,идалыкву́й,იანვარი
590,Januar::N,янва́рь,იანვარი
591,Februar::N,пургыж,თებერვალი
592,Februar::N,февра́ль,თებერვალი
593,März::N,ӱярня,მარტი
594,März::N,март,მარტი
595,April::N,апре́ль,აპრილი
596,Mai::N,ага,მაისი
597,Mai::N,май,მაისი
598,Juni::N,пеледыш,ივნისი
599,Juni::N,ию́нь,ივნისი
600,Juli::N,сӱрем,ივლისი
601,Juli::N,ию́ль,ივლისი
602,August::N,сорла,აგვისტო
603,August::N,агарма́н,აგვისტო
604,August::N,а́вгуст,აგვისტო
605,September::N,идым,სექტემბერი
606,September::N,сентя́брь,სექტემბერი
607,Oktober::N,шыжа,ოქტომბერი
608,Oktober::N,октя́брь,ოქტომბერი
609,November::N,кылме тылзе,ნოემბერი
610,November::N,ноя́брь,ნოემბერი
611,Dezember::N,дека́брь,დეკემბერი
612,Montag::N,шо́чмо,ორშაბათი
613,Dienstag::N,ку́шкыжмо,სამშაბათი
614,Mittwoch::N,вӱрге́че,ოთხშაბათი
615,Donnerstag::N,изарня́,ხუთშაბათი
616,Freitag::N,кугарня́,პარასკევი
617,Samstag::N,шуматке́че,შაბათი
618,Sonntag::N,рушарня́,კვირა
619,groß::A,кугу́,დიდი
620,klein::A,изи́,მცირე
621,klein::A,изи́,პატარა
622,lang::A,кужу́,გრძელი
623,kurz::A,кӱ́чык,მოკლე
624,breit::A,кумда́,ფართო
625,breit::A,кумда́,განიერი
626,schmal::A,а́ҥысыр,ვიწრო
627,schmal::A,а́ҥысыр,წვრილი
628,dicht::A,ну́гыдо,მჭიდრო
629,dick[Gegenstand]::A,кӱ́жгӧ,სქელი
630,dünn::A,ви́чкыж,წვრილი
631,fein::A,ты́гыде,თხელი
632,fest::A,чо́ткыдо,მყარი
633,flach::A,лапка́,ბრტყელი
634,glatt::A,яклака́,გლუ
635,hart::A,пе́ҥгыде,მაგარი
636,weich::A,пу́шкыдо,რბილი
637,rund::A,йырге́шке,მრგვალი
638,spitz::A,коша́р,წვეტიანი
639,scharf::A,пӱ́сӧ,მჭრელი
640,stumpf::A,токма́к,ბლაგვი
641,schwer::A,не́ле,მძიმე
642,schön::A,сы́лне,ლამაზი
643,heiß::A,шо́кшо,ცხელი
644,warm::A,ле́ве,თბილი
645,kalt::A,йӱ́штӧ,ცივი
646,kühl::A,юа́лге,გრილი
647,kühl::A,южгата́,გრილი
648,frisch::A,свежа́,სუფთა
649,feucht::A,вӱ́дыжгӧ,ნოტიო
650,nass::A,нӧ́рӧ,სველი
651,trocken::A,ку́кшо,მშრალი
652,voll::A,тич,სავსე
653,leer::A,яра́,ცარიელი
654,offen::A,виш,ღია
655,offen::A,виш,გაშლილი
656,geschlossen::A,пе́тырыме,დახურული
657,geschlossen::A,тӱ́чмӧ,დახურული
658,sauber::A,ару́,სუფთა
659,sauber::A,ару́,წმინდა
660,sauber::A,янда́р,სუფთა
661,sauber::A,янда́р,წმინდა
662,schmutzig::A,лавыра́н,ტალახიანი
663,schmutzig::A,ла́выргыше,ტალახიანი
664,roh::A,кӱ́чымӧ,უმი
665,reif::A,лӧза́,მწიფე
666,lecker::A,ту́тло,გემრიელი
667,süß::A,ше́ре,ტკბილი
