,Concept_ID,udm,sah
139,Weide[Baum]::N,бадьпу,үөт
140,Weide[Baum]::N,бадьпу,талах
141,Tanne::N,кыз,харыйа
142,Horn::N,сюр,муос
143,Feder::N,тылы,куорсун
144,Fell::N,ку,тирии
145,Flügel::N,бурд,кынат
146,Klaue::N,гижы,тыҥырах
147,Kralle::N,пыд,баппаҕай
148,Schwanz::N,быж,кутурук
149,Ei::N,пуз,сымыыт
150,Ei::N,кукей,сымыыт
151,Nest::N,кар,уйа
152,Nest::N,пузкар,уйа
153,Bau::N,кар,хороон
154,Bau::N,гу,хороон
155,Tier::N,пӧйшур,кыыл
156,Tier::N,пӧйшур,харамай
157,Herde::N,уллё,үөр
158,Kuh::N,скал,ынах
159,Bulle::N,ош,оҕус
160,Bulle::N,пороз,оҕус
161,Pferd::N,вал,сылгы
162,Schaf::N,ыж,овца
163,Schwein::N,парсь,сибиинньэ
164,Hund::N,пуны,ыт
165,Katze::N,коӵыш,куоска
166,Bär::N,гондыр,эһэ
167,Eichhörnchen::N,коньы,тииҥ
168,Elch::N,койык,тайах
169,Fuchs::N,ӟичы,саһыл
170,Hase::N,кеч,куобах
171,Maus::N,шыр,кутуйах
172,Wolf::N,кион,бөрө
173,Vogel::N,тылобурдо,көтөр
174,Schwarm::N,уллё,бөлөх
175,Huhn::N,курег,куурусса
176,Hahn::N,атас,бөтүүк
177,Gans::N,ӟазег,хаас
178,Adler::N,ӧрзи,хотой
179,Ente::N,ӵӧж,кус
180,Eule::N,кучыран,мэкчиргэ
181,Kranich::N,тури,туруйа
182,Krähe::N,куака,тураах
183,Kuckuck::N,кикы,кэҕэ
184,Schwan::N,юсь,куба
185,Fisch::N,чорыг,балык
186,Barsch::N,юш,алыһар
187,Hecht::N,чипей,сордон
188,Schlange[Tier]::N,кый,моҕой
189,Schlange[Tier]::N,кый,эриэн үөн
190,Wurm::N,нумыр,үөн
191,Spinne::N,чонари,ооҕуй
192,Ameise::N,кузьыли,кымырдаҕас
193,Laus::N,тэй,быт
194,Mücke::N,нымы,кумаар
195,Mücke::N,чибинь,кумаар
196,Fliege::N,кут,сахсырҕа
197,Schmetterling::N,бубыли,лыах
198,Schmetterling::N,бубыли,үрүмэччи
199,Beere::N,узы-боры,отон
200,Apfel::N,яблок,яблоко
201,Pilz::N,губи,тэллэй
202,Zwiebel::N,сугон,луук
203,Saat::N,кидыс,сиэмэ
204,Korn::N,тысь,сиэмэ
205,Heu::N,турын,от
206,Schale::N,кыд,хах
207,Grube::N,гу,дьаама
208,Grube::N,гоп,дьаама
209,Falle::N,налик,сохсо
210,Schlinge::N,гиӟ,уктаа
211,Schlinge::N,герд,уктаа
212,Spur::N,пытьы,суол
213,Spur::N,бервыл,суол
214,Asche::N,пень,күл
215,Dreck::N,дэри,бадараан
216,Eisen::N,корт,тимир
217,Gold::N,зарни,көмүс
218,Gold::N,зарни,кыһыл көмүс
219,Silber::N,азвесь,көмүс
220,Silber::N,азвесь,үрүҥ көмүс
221,Kohle::N,эгыр,чох
222,Glas::N,стекло,өстүөкүлэ
223,Glas::N,пияла,өстүөкүлэ
224,Lehm::N,сюй,туой
225,Sand::N,луо,кумах
226,Mensch::N,мурт,киһи
227,Mensch::N,адями,киһи
228,Mann::N,воргорон,эр
229,Frau::N,кышномурт,дьахтар
230,Kind::N,нуны,оҕо
231,Kind::N,пинал,оҕо
232,Junge::N,пи,уол
233,Mädchen::N,ныл,кыыс оҕо
234,Familie::N,семья,кэргэн
235,Großvater::N,песятай,эһэ
236,Großvater::N,пересь атай,эһэ
237,Großmutter::N,песянай,эбэ
238,Großmutter::N,пересь анай,эбэ
239,Eltern::N,атай-анай,аҕа-ийэ
240,Eltern::N,бубы-мумы,аҕа-ийэ
241,Vater::N,айы,аҕа
242,Vater::N,атай,аҕа
243,Mutter::N,мумы,ийэ
244,Sohn::N,пи,уол
245,Tochter::N,ныл,кыыс
246,Bruder::N,агай,убай
247,Bruder::N,агай,быраат
248,Schwester::N,апа,аҕас
249,Schwester::N,апа,балыс
250,Schwester::N,сузэр,аҕас
251,Schwester::N,сузэр,балыс
252,Onkel::N,агай,таай
253,Onkel::N,агай,абаҕа
254,Tante::N,апа,эдьиий
255,Tante::N,кенак,эдьиий
256,Ehemann::N,карт,эр
257,Ehefrau::N,кышно,ойох
258,Freude::N,шумпотон,үөрүү
259,Gelächter::N,горем,күлүү
260,Glück::N,шуд,дьол
261,Glück::N,шуд,соргу
262,Kummer::N,кайгу,кутурҕан
263,Kummer::N,куректон,кутурҕан
264,Wunsch::N,мылпотон,баҕарыы
265,Lust::N,потон,баҕа
266,Geist::N,лул,тыын
267,Gedanke::N,малпан,санаа
268,Gedächtnis::N,йырсазь,өй
269,Gedächtnis::N,тодэваён,өй
270,Verstand::N,йырвизь,өй
271,Sinn::N,смысл,суолта
272,Grund::N,муг,төрүөт
273,Grund::N,ньӧм,төрүөт
274,Wahrheit::N,зэм,кырдьык
275,Wahrheit::N,шонер,кырдьык
276,Gespräch::N,вераськон,бэсиэдэ
277,Gespräch::N,вераськон,кэпсэтии
278,Märchen::N,выжыкыл,остуоруйа
279,Erzählung::N,верос,кэпсээн
280,Nachricht::N,ивор,биллэриллии
281,Neuigkeit::N,выльивор,сонун
282,Name::N,ним,аат
283,Rätsel::N,мадькыл,таабырын
284,Rede::N,верам,этии
285,Sprache::N,кыл,тыл
286,Stimme::N,куара,куолас
287,Wort::N,кыл,тыл
288,Zeichen::N,пус,бэлиэ
289,Zeichen::N,тодмет,бэлиэ
290,Ruf::N,ӧтён,ыҥырыы
291,Ruf::N,чортон,ыҥырыы
292,Lärm::N,ӵашетон,айдаан
293,Laut::N,куара,тыас
294,Ton::N,куара,дорҕоон
295,Lied::N,кырӟан,ырыа
296,Ruhe::N,чалмыт улон,уу чуумпу
297,Leute::N,адямиос,дьон
298,Volk::N,калык,дьон
299,Volk::N,калык,норуот
300,Arbeit::N,уж,үлэ
301,Gast::N,куно,ыалдьыт
302,Geschenk::N,салам,бэлэх
303,Geschenk::N,кузьым,бэлэх
304,Spiel::N,шудон,оонньуу
305,Gesellschaft::N,калык,общество
306,Hilfe::N,юрттон,көмө
307,Freund::N,эш,доҕор
308,Freund::N,юлтош,доҕор
309,Kamerad::N,тодмо,атас
310,Angelegenheit::N,уж,дьыала
311,Anzahl::N,лыд,ахсаан
312,Art::N,тус,биис
313,Stück::N,юдэс,кырбас
314,Teil::N,люкет,ирээт
315,Hälfte::N,ӝыны,аҥар
316,Kreis::N,котырес,төгүрүк
317,Kreis::N,котырес,төгүрүмтэ
318,Kreuz::N,крест,кириэс
319,Linie::N,гож,сурааһын
320,Strich::N,гож,сурааһын
321,Abstand::N,вис,арыт
322,Abstand::N,кусып,арыт
323,Entfernung::N,кусып,ыраах
324,Gegend::N,инты,сир
325,Platz::N,инты,арыт
326,Ort::N,инты,сир
327,Ort::N,места,сир
328,Seite::N,пал,өрүт
329,Seite::N,пал,сирэй
330,Mitte::N,шор,орто
331,Gegenstand::N,арбери,предмет
332,Sache::N,котыр,мал
333,Rand::N,дур,кытыы
334,Rand::N,дур,ойоҕос
335,Rand::N,шаер,кытыы
336,Rand::N,шаер,ойоҕос
337,Kante::N,дур,кырыы
338,Ecke::N,сэрег,муннук
339,Spitze::N,йыл,чыпчаал
340,Ende::N,пум,төбө
341,Loch::N,пась,тэһэҕэс
342,Loch::N,пась,дьөлөҕөс
343,Winkel::N,сэрег,муннук
344,Muster::N,пужы,оһуор
345,Größe::N,быдӟала,кээмэй
346,Länge::N,кузьдала,уста
347,Höhe::N,ӝуждала,үрдүк
348,Gewicht::N,сектала,ыйааһын
349,Gewicht::N,секытлык,ыйааһын
350,Menge::N,лыд,ахсаан
351,Menge::N,лыдпус,ахсаан
352,Haufen::N,люк,чөмчөх
353,Reihe::N,чур,кэккэ
354,Boot::N,пыж,оҥочо
355,Boot::N,лодка,оҥочо
356,Ruder::N,полыс,эрдии
357,Schlitten::N,додьы,сыарҕа
358,Ski::N,куас,хайыһар
359,Lagerfeuer::N,тылскем,кутаа
360,Last::N,секыт,ыарахан
361,Gang::N,ветлон,хаамыы
362,Schritt::N,вамыш,хардыы
363,Norden::N,уйпал,хоту
364,Süden::N,лымшор,соҕуруу
365,Westen::N,шунды пуксён,арҕаа
366,Osten::N,шунды ӝужан,илин
367,Holz::N,пу,мас
368,Brett::N,пул,дуоска
369,Brett::N,пул,хаптаһын
370,Platte::N,плита,билиитэ
371,Stütze::N,пыкет,тулааһын
372,Stange::N,пуӵ,ураҕас
373,Stock::N,боды,мас
374,Stock::N,боды,баалкы
375,Stab::N,пуӵ,ураҕас
376,Stab::N,боды,ураҕас
377,Rohr::N,труба,турба
378,Haus::N,юрт,дьиэ
379,Heim::N,корка,дьиэ
380,Ofen::N,гур,оһох
381,Fußboden::N,выж,муоста
382,Tisch::N,ӝӧк,остуол
383,Stuhl::N,пукон,устуул
384,Wiege::N,кӧкы,биһик
385,Wiege::N,зыбка,биһик
386,Bett::N,валес,кырабаат
387,Regal::N,ӝажы,долбуур
388,Kiste::N,ящик,дьааһык
389,Fenster::N,укно,түннүк
390,Fenster::N,косяк,түннүк
391,Tür::N,ӧс,аан
392,Tor::N,ӟезьы,аан
393,Zaun::N,забор,соппулуот
394,Dach::N,липет,кырыыса
395,Leiter::N,падӟа,кирилиэс
396,Besen::N,ӵужон,миинньик
397,Besen::N,исьнер,миинньик
398,Spaten::N,лопатка,күрдьэх
399,Schaufel::N,ютырон,күрдьэх
400,Gabel::N,тэчы,биилкэ
401,Gabel::N,вилка,биилкэ
402,Löffel::N,пуньы,луоска
403,Messer::N,пурт,быһах
404,Nagel::N,кортӵог,тоһоҕо
405,Netz::N,сеть,илим
406,Haken::N,курик,көхө
407,Griff::N,ныд,ук
408,Griff::N,ныд,тутаах
409,Schloss::N,тунгон,күлүүс
410,Bild::N,суред,хартыына
411,Figur::N,фигура,фигура
412,Puppe::N,мунё,куукула
413,Beutel::N,пуйы,мөһөөччук
414,Bündel::N,керттэт,баайыы
415,Tasche::N,пуйы,суумка
416,Tasche::N,сумка,суумка
417,Eimer::N,ведра,биэдэрэ
418,Deckel::N,ӵоксэт,хаппах
419,Geschirr::N,тусьты-пуньы,иһит
420,Sack::N,пуйы,куул
421,Tasse::N,ӵаша,сэлиэнэй
422,Topf::N,миска,көстүрүүҥкэ
423,Kessel::N,пурты,хочуол
424,Essen::N,сиськон,аһылык
425,Nahrung::N,сион,ас
426,Speise::N,сиён,аһылык
427,Fleisch::N,сӥль,эт
428,Getreide::N,ю тысь,злактар
429,Brei::N,ӝук,хааһы
430,Brot::N,нянь,килиэп
431,Scheibe::N,шорем,куһуок
432,Fett::N,кӧй,сыа
433,Butter::N,вӧй,арыы
434,Öl::N,вӧй,арыы
435,Salz::N,сылал,туус
436,Suppe::N,шыд,мин
437,Honig::N,чечы,мүөт
438,Milch::N,йӧл,үүт
439,Tee::N,чай,чэй
440,Leder::N,сурон,тирии
441,Wolle::N,гон,түү
442,Wolle::N,ыжгон,түү
443,Stoff::N,куэм,таҥас
444,Nadel::N,вень,иннэ
445,Faden::N,сӥньыс,сап
446,Knopf::N,бирды,тимэх
447,Knoten::N,герд,түмүк
448,Farbe::N,буёл,кырааска
449,Kleidung::N,дӥсь,таҥас
450,Hemd::N,дэрем,ырбаахы
451,Kragen::N,сирес,саҕа
452,Ärmel::N,саес,сиэх
453,Hose::N,брюки,ыстаан
454,Hose::N,брюки,бүрүүкэ
455,Hose::N,штань,ыстаан
456,Hose::N,штань,бүрүүкэ
457,Gürtel::N,кускерттон,кур
458,Mütze::N,ызьы,бэргэһэ
459,Schuh::N,ботинка,бачыыҥка
460,Stiefel::N,сапег,саппыкы
461,Ring::N,зундэс,биһилэх
462,Band::N,лента,лиэнтэ
463,Kamm::N,сын,тараах
464,Spiegel::N,синучкон,сиэркилэ
465,Riemen::N,е,кур
466,Schnur::N,гозы,быа
467,Leine::N,думет,тэһиин
468,Decke::N,шобрет,суорҕан
469,Kissen::N,миндэр,сыттык
470,Tuch::N,кышет,былаат
471,Handtuch::N,ӵушкон,соттор
472,Kraft::N,кать,сыра
473,Kraft::N,ӟигар,сыра
474,Stärke::N,юнлык,күүс
475,Gesundheit::N,тазалык,доруобуйа
476,Krankheit::N,висён,ыарыы
477,Schmerz::N,висён,ыарыы
478,Wunde::N,яра,баас
479,Fieber::N,кезег,түрүлгэн
480,Fieber::N,кезег,лихорадка
481,Fieber::N,кезег,температура
482,Arznei::N,эмъюм,эмп
483,Brücke::N,выж,күргэ
484,Brunnen::N,колдэч,холуодьас
485,Weide::N,возь,мэччирэҥ
486,Pfad::N,сюрес,ыллык
487,Weg::N,сюрес,суол
488,Straße::N,сюрес,суол
489,Dorf::N,гурт,дэриэбинэ
490,Stadt::N,кар,куорат
491,Stadt::N,город,куорат
492,Brief::N,гожтэт,сурук
493,Buch::N,книга,кинигэ
494,Buchstabe::N,буква,буква
495,Zeitung::N,газет,хаһыат
496,Leben::N,улон,тыын
497,Tod::N,кулон,өлүү
498,Grab::N,шайгу,иин
499,Kirche::N,черк,таҥара дьиэтэ
500,Sünde::N,сьӧлык,айыы
501,Gott::N,ӥнмар,тангара
502,Arbeiter::N,рабочий,үлэһит
503,Chef::N,начальник,баһылык
504,Chef::N,начальник,начальник
505,Meister::N,кибашлы,уус
506,Meister::N,кибашлы,маастар
507,Arzt::N,врач,врач
508,Lehrer::N,дышетӥсь,учуутал
509,Geld::N,уксё,харчы
510,Geld::N,коньдон,харчы
511,Geschäft::N,уж,идэ
512,Laden::N,магазин,маҕаһыын
513,Preis::N,дун,сыана
514,Ware::N,вуз,табаар
515,Nutzen::N,пайда,туһа
516,Reichtum::N,узырлык,баай
517,Welt::N,дунне,аан дойду
518,Land::N,шаер,дойду
519,Staat::N,кун,государство
520,König::N,эксэй,король
521,Macht::N,власть,былаас
522,Grenze::N,кунгож,кыраныысса
523,Krieg::N,ож,сэрии
524,Feind::N,тушмон,өстөөх
525,Gewalt::N,эриктэман,күүһүлээһин
526,Kampf::N,нюръяськон,охсуһуу
527,Bogen[Waffe]::N,пукыӵ,ох
528,Pfeil::N,пукыӵ вень,ох
529,Gewehr::N,пыӵал,саа
530,Fehler::N,янгыш,сыыһа
531,Lüge::N,пӧян,сымыйа
532,Lüge::N,алдан,сымыйа
533,Lüge::N,ӧрекчан,сымыйа
534,Schaden::N,изъян,хоромньу
535,Unglück::N,куректон,алдьархай
536,Unglück::N,шудтэме усён,алдьархай
537,Schuld::N,янгыш,буруй
538,Alter::N,арлыд,саас
539,Schluss::N,пум,тиһэх
540,Zeit::N,дыр,бириэмэ
541,Tag::N,нунал,күн
542,Morgen::N,ӵукна,сарсыарда
543,Mittag::N,лымшор,күн ортото
544,Abend::N,ӝыт,киэһэ
545,Abend::N,акшан,киэһэ
546,Nacht::N,уй,түүн
547,Woche::N,арня,нэдиэлэ
548,Monat::N,толэзь,ый
549,Jahr::N,ар,сыл
550,Jahr::N,ар,дьыл
551,Frühling::N,тулыс,саас
552,Sommer::N,гужем,сайын
553,Herbst::N,сӥзьыл,күһүн
554,Winter::N,тол,кыһын
555,Januar::N,выльартолэзь,тохсунньу
556,Februar::N,тулыспал,олунньу
557,März::N,южтолэзь,кулун тутар
558,April::N,оштолэзь,муус устар ый
559,Mai::N,куартолэзь,ыам ыйа
560,Juni::N,вожотолэзь,бэс ыйа
561,Juli::N,пӧсьтолэзь,от ыйа
562,August::N,гудырикошкон,атырдьах ыйа
563,September::N,куарусён,балаҕан ыйа
564,Oktober::N,выльӝуктолэзь,алтынньы
565,November::N,шуркынмон,сэтинньи
566,Dezember::N,толсур,ахсынньы
567,Montag::N,вордӥськон,бэнидиэнньик
568,Dienstag::N,вторник,оптуорунньук
569,Mittwoch::N,вирнунал,сэрэдэ
570,Donnerstag::N,покчиарня,чэппиэр
571,Freitag::N,удмуртарня,бээтинсэ
572,Samstag::N,кӧснунал,субуота
573,Sonntag::N,арня,баскыһыанньа
574,groß::A,бадӟым,бөдөҥ
575,groß::A,бадӟым,улахан
576,klein::A,пичи,кыр
577,lang::A,кузь,уһун
578,kurz::A,вакчи,кылгас
579,breit::A,паськыт,кэтит
580,schmal::A,сюлэг,кыараҕас
581,dicht::A,ӵем,хойуу
582,dick[Gegenstand]::A,зӧк,суон
583,dick[Gegenstand]::A,зӧк,хойуу
584,dünn::A,векчи,чараас
585,fein::A,векчи,бытархай
586,fein::A,векчи,синньигес
587,fest::A,юн,бөҕө
588,fest::A,юн,кытаанах
589,fest::A,чурыт,бөҕө
590,fest::A,чурыт,кытаанах
591,flach::A,ӵошкыт,хаптаҕай
592,glatt::A,гылыт,кылааккай
593,glatt::A,вольыт,кылааккай
594,hart::A,чурыт,хатан
595,hart::A,чурыт,кытаанах
596,weich::A,небыт,сымнаҕас
597,rund::A,котырес,төгүрүк
598,spitz::A,йылсо,сытыы
599,spitz::A,йылсо,уһуктаах
600,scharf::A,лэчыт,сытыы
601,stumpf::A,ныж,сыппах
602,schwer::A,секыт,ыарахан
603,schön::A,чебер,кыраһыабай
604,heiß::A,пӧсь,итии
605,warm::A,шуныт,ичигэс
606,kalt::A,кезьыт,тымныы
607,kühl::A,юзмыт,сөрүүн
608,kühl::A,салкым,сөрүүн
609,frisch::A,выль,ыраас
610,frisch::A,выль,сөрүүн
611,frisch::A,выль,тымныы
612,feucht::A,мускыт,сииктээх
613,nass::A,котмем,инчэҕэй
614,trocken::A,кӧс,кураан
615,voll::A,тыр,толору
616,leer::A,буш,иччитэх
617,leer::A,тырттэм,иччитэх
618,offen::A,усьтэм,аһаҕас
619,geschlossen::A,ӵогам,бүтэй
620,geschlossen::A,пунням,бүтэй
621,sauber::A,ӝикыт,сэбэр
622,sauber::A,чылкыт,сэбэр
623,schmutzig::A,нӧд,кирдээх
624,roh::A,ыль,сиикэй
625,reif::A,вуэм,буспут
626,reif::A,вуэм,сиппит-хоппут
627,lecker::A,ческыт,минньигэс
628,süß::A,ческыт,минньигэс
629,bitter::A,курыт,аһыы
630,sauer::A,чырс,аһыы
631,hell::A,югыт,сырдык
632,dunkel::A,пеймыт,хараҥа
633,schwarz::A,сьӧд,хара
634,weiß::A,тӧдьы,үрүҥ
635,weiß::A,тӧдьы,маҥан
636,rot::A,горд,кыһыл
637,gelb::A,ӵуж,саһархай
638,blau::A,лыз,күөх
639,grün::A,вож,күөх
640,grün::A,вож,от күөҕэ
641,grau::A,пурысь,сиэрэй
642,bunt::A,куӵо,эриэн
643,billig::A,дунтэм,чэпчэки
644,teuer::A,дуно,сыаналаах
645,wertvoll::A,дуно,сыаналаах
646,blind::A,сукыр,хараҕа суох
647,blind::A,синтэм,хараҕа суох
648,taub::A,пельтэм,дьүлэй
649,kräftig::A,кужмо,модун
650,stark::A,юн,күүстээх
651,stark::A,кужмо,күүстээх
652,schwach::A,ляб,мөлтөх
653,schwach::A,начар,мөлтөх
654,fett::A,кӧй,эмис
655,schlank::A,веськыт,дьылҕан
656,schlank::A,веськыт,дьыпсаҕай
657,schlank::A,веськрес,дьылҕан
658,schlank::A,веськрес,дьыпсаҕай
659,hübsch::A,чебер,олус кэрэ
660,hübsch::A,чебер,көрүөхтэн үчүгэй
661,hübsch::A,синмаськымон,олус кэрэ
662,hübsch::A,синмаськымон,көрүөхтэн үчүгэй
663,böse::A,лек,өһүөннээх
664,dumm::A,шузи,акаары
665,dumm::A,визьтэм,акаары
666,faul::A,азьтэм,нэс
667,fleißig::A,сюлмо,кыһамньылаах
668,geizig::A,сук,иҥсэлээх
669,klug::A,визьмо,өйдөөх
670,geschickt::A,усто,наһаа дьоҕурдаах
671,geschickt::A,быгатӥсь,наһаа дьоҕурдаах
672,lieb::A,мусо,тапталлаах
673,lustig::A,шулдыр,көрдөөх
674,sanft::A,мусо,намчы
675,sanft::A,мусо,сымнаҕас
676,sanft::A,эрке,намчы
677,sanft::A,эрке,сымнаҕас
678,hungrig::A,сютэм,аччык
679,krank::A,висись,ыалдьар
680,nackt::A,гольык,сыгынньах
681,traurig::A,мӧзмыт,санаарҕабыллаах
682,lebendig::A,улэп,тыыннаах
683,gut::A,ӟеч,үтүө
684,gut::A,ӟеч,үчүгэй
685,gut::A,умой,үтүө
686,gut::A,умой,үчүгэй
687,schlecht::A,урод,куһаҕан
688,schlecht::A,алама,куһаҕан
689,richtig::A,шонер,сөп
690,schlimm::A,алама,сидьиҥ
691,schlimm::A,алама,быдьар
692,wahr::A,зэмос,кырдьык
693,alt::A,вуж,былыргы
694,neu::A,выль,саҥа
695,ehemalig::A,азьвылэз,урукку
696,alt[Lebewesen]::A,пересь,кырдьаҕас
697,jung::A,егит,эдэр
698,jung::A,пинал,эдэр
699,arm::A,начар,дьадаҥы
700,arm::A,куанер,дьадаҥы
701,reich::A,узыр,баай
702,bekannt::A,тодмо,билэр
703,berühmt::A,дано,аатырбыт
704,fremd::A,ят,атын
705,verschieden::A,пӧртэм,араас
706,nah::A,матысь,чугас
707,fern::A,кыдёкысь,ыраах
708,linker::A,паллян,хаҥас
709,rechter::A,бур,уҥа
710,rechter::A,бурпал,уҥа
711,anderer::A,мукет,атын
712,erster::A,нырысетӥез,маҥнайгы
713,zweiter::A,кыктэтӥез,иккис
714,dritter::A,кунньметӥез,үһүс
715,letzter::A,берло,тиһэх
716,letzter::A,берпум,тиһэх
717,allein::ADV,огназ,соҕотох
718,auf einmal::ADV,огдыре,биирдэ
719,zusammen::ADV,ӵош,холбуу
720,zusammen::ADV,валче,холбуу
721,lange::ADV,кема,уһуннук
722,plötzlich::ADV,мапламтэ шорысь,эмискэ
723,sofort::ADV,али ик,тута
724,später::ADV,бергес,хойут
725,später::ADV,берлогес,хойут
726,jetzt::ADV,али,билигин
727,jetzt::ADV,табере,билигин
728,heute::ADV,туннэ,бүгүн
729,morgen::ADV,ӵуказе,сарсын
730,bald::ADV,ӝоген,өтөр
731,dann::ADV,берло,кэнна
732,gestern::ADV,толон,бэҕэһээ
733,einst::ADV,огпол,биир төгүл
734,einst::ADV,огпол,арай биирдэ
735,einst::ADV,одӥг пол,биир төгүл
736,einst::ADV,одӥг пол,арай биирдэ
737,damals::ADV,соку,оччоҕо
738,danach::ADV,собере,аары
739,danach::ADV,собере,ол кэнниттэн
740,vorher::ADV,азьло,урут
741,vorher::ADV,азьвыл,урут
742,zuerst::ADV,азьло,маҥнай
743,einmal::ADV,огпол,биирдэ
744,manchmal::ADV,куддыръя,арыт
745,oft::ADV,ӵем,чаастатык
746,immer::ADV,пыр,мэлдьи
747,immer::ADV,котьку,мэлдьи
748,niemals::ADV,уз ноку,хаһан да
749,hier::ADV,татын,маныаха
750,hierhin::ADV,татчы,бэттэх
751,von hier::ADV,татысь,мантан
