,Concept_ID,is,ja
213,Lehm::N,leir,ローム
214,Sand::N,sandur,砂
215,Mensch::N,maður,人
216,Mensch::N,manneskja,人
217,Mann::N,maður,男
218,Mann::N,maður,男性
219,Mann::N,karlmaður,男
220,Mann::N,karlmaður,男性
221,Frau::N,kona,女
222,Frau::N,kona,女性
223,Kind::N,barn,子
224,Kind::N,barn,子供
225,Kind::N,krakki,子
226,Kind::N,krakki,子供
227,Junge::N,drengur,男の子
228,Mädchen::N,stelpa,女の子
229,Familie::N,fjölskylda,家族
230,Großvater::N,afi,祖父
231,Großvater::N,afi,おじいさん
232,Großmutter::N,amma,祖母
233,Großmutter::N,amma,おばあさん
234,Eltern::N,foreldrar,親
235,Eltern::N,foreldrar,両親
236,Vater::N,faðir,父
237,Vater::N,faðir,お父さん
238,Mutter::N,móðir,母
239,Mutter::N,móðir,お母さん
240,Sohn::N,sonur,息子
241,Sohn::N,sonur,息子さん
242,Tochter::N,dóttir,娘
243,Tochter::N,dóttir,お嬢さん
244,Bruder::N,bróðir,弟
245,Schwester::N,systir,妹
246,Onkel::N,föðurbróðir,伯父
247,Onkel::N,föðurbróðir,伯父さん
248,Tante::N,frænka,叔母
249,Tante::N,frænka,叔母さん
250,Tante::N,móðursystir,叔母
251,Tante::N,móðursystir,叔母さん
252,Ehemann::N,eiginmaður,夫
253,Ehemann::N,eiginmaður,主人
254,Ehefrau::N,eiginkona,妻
255,Ehefrau::N,eiginkona,奥さん
256,Freude::N,gleði,喜び
257,Gelächter::N,hlátur,笑い
258,Glück::N,gæfa,幸せ
259,Kummer::N,sorg,悩み
260,Wunsch::N,ósk,希望
261,Lust::N,fýsn,気
262,Lust::N,löngun,気
263,Geist::N,andi,精神
264,Gedanke::N,hugsun,考え
265,Gedächtnis::N,minni,記憶
266,Verstand::N,vit,理解力
267,Sinn::N,merking,意味
268,Grund::N,ástæða,理由
269,Wahrheit::N,sannleikur,真実
270,Gespräch::N,samtal,会話
271,Märchen::N,ævintýri,童話
272,Erzählung::N,saga,物語
273,Nachricht::N,frétt,報告
274,Neuigkeit::N,frétt,ニュース
275,Name::N,nafn,名前
276,Rätsel::N,gáta,謎
277,Rede::N,ræða,演説
278,Sprache::N,mál,言語
279,Sprache::N,tungumál,言語
280,Stimme::N,rödd,声
281,Wort::N,orð,言葉
282,Zeichen::N,tákn,記号
283,Zeichen::N,merki,記号
284,Ruf::N,kall,呼び声
285,Lärm::N,hávaði,騒音
286,Laut::N,hljóð,音
287,Ton::N,tónn,音
288,Lied::N,ljóð,歌
289,Lied::N,söngur,歌
290,Ruhe::N,ró,静けさ
291,Ruhe::N,kyrrð,静けさ
292,Leute::N,fólk,人々
293,Volk::N,þjóð,民族
294,Arbeit::N,vinna,仕事
295,Gast::N,gestur,客
296,Geschenk::N,gjöf,贈り物
297,Spiel::N,leikur,遊び
298,Gesellschaft::N,selskapur,社会
299,Hilfe::N,hjálp,援助
300,Freund::N,vinur,友達
301,Kamerad::N,félagi,同志
302,Angelegenheit::N,mál,件
303,Angelegenheit::N,málefni,件
304,Anzahl::N,tala,数
305,Anzahl::N,fjöldi,数
306,Art::N,tegund,種類
307,Stück::N,biti,部分
308,Stück::N,stykki,部分
309,Teil::N,hluti,部分
310,Teil::N,partur,部分
311,Hälfte::N,helmingur,半分
312,Kreis::N,hringur,円
313,Kreuz::N,kross,十字
314,Kreuz::N,krossmark,十字
315,Linie::N,lína,線
316,Strich::N,strik,線
317,Abstand::N,millibil,距離
318,Entfernung::N,fjarlægð,距離
319,Gegend::N,hérað,辺
320,Gegend::N,hérað,地域
321,Platz::N,pláss,ゆとり
322,Ort::N,staður,所
323,Ort::N,staður,場所
324,Seite::N,hlið,横
325,Mitte::N,miðja,真ん中
326,Gegenstand::N,hlutur,物件
327,Sache::N,mál,物
328,Rand::N,brún,端
329,Kante::N,rönd,縁
330,Ecke::N,horn,角
331,Spitze::N,oddur,先頭
332,Ende::N,endi,端
333,Loch::N,gat,穴
334,Loch::N,hola,穴
335,Winkel::N,skot,片隅
336,Winkel::N,krókur,片隅
337,Muster::N,munstur,模様
338,Größe::N,stærð,大きさ
339,Länge::N,lengd,長さ
340,Höhe::N,hæð,高さ
341,Gewicht::N,vigt,重さ
342,Gewicht::N,þyngd,重さ
343,Menge::N,magn,量
344,Haufen::N,hrúga,堆積
345,Haufen::N,haugur,堆積
346,Reihe::N,röð,並び
347,Boot::N,bátur,ボート
348,Ruder::N,ár,オール
349,Schlitten::N,sleði,そり
350,Ski::N,skíði,スキー
351,Lagerfeuer::N,varðeldur,篝火
352,Last::N,byrði,荷物
353,Last::N,farmur,荷物
354,Gang::N,ganga,歩み
355,Schritt::N,skref,歩
356,Norden::N,norður,北
357,Süden::N,suður,南
358,Westen::N,vestur,西
359,Osten::N,austur,東
360,Holz::N,viður,木
361,Holz::N,viður,木材
362,Brett::N,fjöl,板
363,Platte::N,flötur,盤
364,Stütze::N,stoð,支柱
365,Stange::N,stöng,棒
366,Stock::N,prik,杖
367,Stock::N,stafur,杖
368,Stab::N,prik,棒
369,Stab::N,stafur,棒
370,Rohr::N,rör,管
371,Rohr::N,pípa,管
372,Haus::N,hús,家
373,Heim::N,heimili,家
374,Ofen::N,ofn,ストーブ
375,Fußboden::N,gólf,床
376,Tisch::N,borð,机
377,Stuhl::N,stóll,椅子
378,Wiege::N,vagga,揺籃
379,Bett::N,rúm,ベッド
380,Bett::N,hvíla,ベッド
381,Regal::N,hilla,棚
382,Kiste::N,kassi,箱
383,Fenster::N,gluggi,窓
384,Tür::N,dyr,戸
385,Tür::N,dyr,ドア
386,Tür::N,hurð,戸
387,Tür::N,hurð,ドア
388,Tor::N,hlið,門
389,Zaun::N,girðing,垣根
390,Zaun::N,limgarður,垣根
391,Dach::N,þak,屋根
392,Leiter::N,stigi,梯子
393,Besen::N,sópur,ほうき
394,Spaten::N,spaði,スコップ
395,Schaufel::N,skófla,シャベル
396,Gabel::N,gaffall,フォーク
397,Löffel::N,skeið,スプーン
398,Messer::N,hnífur,ナイフ
399,Nagel::N,nögl,釘
400,Netz::N,net,網
401,Haken::N,krókur,鉤
402,Haken::N,krókur,フック
403,Griff::N,tak,取っ手
404,Schloss::N,lás,錠
405,Bild::N,mynd,絵
406,Figur::N,stytta,像
407,Puppe::N,brúða,人形
408,Beutel::N,poki,袋
409,Beutel::N,baggi,袋
410,Bündel::N,böggull,束
411,Bündel::N,böggull,包み
412,Tasche::N,veski,かばん
413,Eimer::N,fata,バケツ
414,Deckel::N,lok,蓋
415,Geschirr::N,leirtau,食器
416,Sack::N,sekkur,袋
417,Tasse::N,bolli,カップ
418,Topf::N,pottur,鍋
419,Kessel::N,ketill,釜
420,Essen::N,matur,食事
421,Nahrung::N,fæða,食物
422,Speise::N,réttur,料理
423,Speise::N,matarréttur,料理
424,Fleisch::N,kjöt,肉
425,Getreide::N,korn,麦
426,Getreide::N,korn,穀物
427,Brei::N,grautur,粥
428,Brot::N,brauð,パン
429,Scheibe::N,sneið,枚
430,Scheibe::N,sneið,切れ
431,Fett::N,fita,脂肪
432,Butter::N,smjör,バター
433,Öl::N,olía,油
434,Salz::N,salt,塩
435,Suppe::N,súpa,スープ
436,Honig::N,hunang,蜂蜜
437,Milch::N,mjólk,牛乳
438,Tee::N,te,茶
439,Tee::N,te,お茶
440,Leder::N,skinn,革
441,Wolle::N,ull,毛糸
442,Stoff::N,dúkur,布
443,Nadel::N,nál,針
444,Faden::N,þráður,糸
445,Knopf::N,tala,ボタン
446,Knopf::N,hnappur,ボタン
447,Knoten::N,hnútur,結び目
448,Farbe::N,málning,ペンキ
449,Kleidung::N,búningur,衣服
450,Kleidung::N,klæðnaður,衣服
451,Hemd::N,skyrta,シャツ
452,Kragen::N,kragi,襟
453,Kragen::N,flibbi,襟
454,Ärmel::N,ermi,袖
455,Hose::N,buxur,ズボン
456,Gürtel::N,belti,帯
457,Gürtel::N,belti,ベルト
458,Mütze::N,húfa,帽子
459,Schuh::N,skór,靴
460,Stiefel::N,stígvél,ブーツ
461,Ring::N,hringur,輪
462,Band::N,band,リボン
463,Kamm::N,greiða,櫛
464,Spiegel::N,spegill,鏡
465,Riemen::N,ól,緒
466,Riemen::N,reim,緒
467,Schnur::N,snúra,紐
468,Leine::N,band,綱
469,Decke::N,teppi,掛け布団
470,Kissen::N,koddi,枕
471,Tuch::N,klútur,スカーフ
472,Handtuch::N,þurrka,タオル
473,Handtuch::N,handklæði,タオル
474,Kraft::N,afl,力
475,Kraft::N,kraftur,力
476,Stärke::N,styrkur,強さ
477,Gesundheit::N,heilsa,健康
478,Gesundheit::N,heilbrigði,健康
479,Krankheit::N,sjúkdómur,病気
480,Schmerz::N,sársauki,痛み
481,Wunde::N,sár,傷
482,Fieber::N,hitasótt,熱
483,Arznei::N,lyf,薬
484,Brücke::N,brú,橋
485,Brunnen::N,brunnur,井戸
486,Weide::N,hagi,牧場
487,Pfad::N,stígur,小路
488,Weg::N,vegur,道
489,Straße::N,gata,街道
490,Straße::N,stræti,街道
491,Dorf::N,þorp,村
492,Stadt::N,borg,町
493,Stadt::N,borg,都市
494,Brief::N,bréf,手紙
495,Buch::N,bók,本
496,Buchstabe::N,bókstafur,文字
497,Zeitung::N,dagblað,新聞
498,Leben::N,líf,生活
499,Tod::N,dauði,死
500,Grab::N,gröf,墓
501,Kirche::N,kirkja,教会
502,Sünde::N,synd,罪
503,Gott::N,guð,神
504,Arbeiter::N,verkamaður,労働者
505,Chef::N,yfirmaður,上司
506,Meister::N,meistari,達人
507,Meister::N,meistari,マイスター
508,Arzt::N,læknir,医者
509,Lehrer::N,kennari,先生
510,Geld::N,peningar,金
511,Geschäft::N,viðskipti,取り引き
512,Laden::N,búð,店
513,Laden::N,verslun,店
514,Preis::N,verð,値段
515,Ware::N,vara,商品
516,Nutzen::N,gagn,利益
517,Reichtum::N,auður,豊かさ
518,Welt::N,veröld,世界
519,Land::N,land,国
520,Staat::N,ríki,国家
521,König::N,konungur,国王
522,Macht::N,vald,権力
523,Grenze::N,landamæri,国境
524,Krieg::N,stríð,戦争
525,Feind::N,fjandmaður,敵
526,Gewalt::N,ofbeldi,暴力
527,Kampf::N,bardagi,戦い
528,Bogen[Waffe]::N,bogi,弓
529,Pfeil::N,ör,矢
530,Gewehr::N,byssa,銃
531,Fehler::N,villa,間違い
532,Lüge::N,lygi,嘘
533,Schaden::N,skemmd,損害
534,Unglück::N,óhamingja,不幸
535,Schuld::N,sök,罪
536,Alter::N,aldur,年
537,Alter::N,aldur,年齢
538,Schluss::N,lok,終わり
539,Schluss::N,endir,終わり
540,Zeit::N,tími,時
541,Zeit::N,tími,時間
542,Tag::N,dagur,日
543,Morgen::N,morgunn,朝
544,Mittag::N,hádegi,昼
545,Abend::N,kvöld,晩
546,Abend::N,kvöld,夕方
547,Nacht::N,nótt,夜
548,Woche::N,vika,週
549,Monat::N,mánuður,月
550,Jahr::N,ár,年
551,Frühling::N,vor,春
552,Sommer::N,sumar,夏
553,Herbst::N,haust,秋
554,Winter::N,vetur,冬
555,Januar::N,janúar,一月
556,Februar::N,február,二月
557,März::N,mars,三月
558,April::N,apríl,四月
559,Mai::N,maí,五月
560,Juni::N,júní,六月
561,Juli::N,júlí,七月
562,August::N,ágúst,八月
563,September::N,september,九月
564,Oktober::N,október,十月
565,November::N,nóvember,十一月
566,Dezember::N,desember,十二月
567,Montag::N,mánudagur,月曜日
568,Dienstag::N,þriðjudagur,火曜日
569,Mittwoch::N,miðvikudagur,水曜日
570,Donnerstag::N,fimmtudagur,木曜日
571,Freitag::N,föstudagur,金曜日
572,Samstag::N,laugardagur,土曜日
573,Sonntag::N,sunnudagur,日曜日
574,groß::A,stór,大きい
575,klein::A,lítill,小さい
576,lang::A,langur,長い
577,kurz::A,stuttur,短い
578,breit::A,breiður,広い
579,schmal::A,mjór,狭い
580,dicht::A,þéttur,密な
581,dick[Gegenstand]::A,þykkur,厚い
582,dünn::A,þunnur,薄い
583,fein::A,fíngerður,細い
584,fest::A,fastur,硬い
585,flach::A,flatur,平らな
586,glatt::A,háll,滑らかな
587,glatt::A,sléttur,滑らかな
588,hart::A,harður,堅い
589,weich::A,mjúkur,柔らかい
590,rund::A,kringlóttur,丸い
591,spitz::A,oddhvass,尖った
592,scharf::A,beittur,鋭い
593,stumpf::A,bitlaus,鈍い
594,schwer::A,þungur,重い
595,schön::A,fagur,綺麗な
596,schön::A,fallegur,綺麗な
597,heiß::A,heitur,熱い
598,warm::A,hlýr,温かい
599,warm::A,heitur,温かい
600,kalt::A,kaldur,寒い
601,kalt::A,kaldur,冷たい
602,kühl::A,svalur,涼しい
603,frisch::A,frískur,ひんやりした
604,feucht::A,rakur,湿った
605,feucht::A,þvalur,湿った
606,nass::A,votur,濡れた
607,nass::A,blautur,濡れた
608,trocken::A,þurr,乾いた
609,voll::A,fullur,いっぱいの
610,leer::A,tómur,空の
611,offen::A,opinn,開いた
612,geschlossen::A,lokaður,閉まった
613,sauber::A,þrifinn,清潔な
614,schmutzig::A,óhreinn,汚い
615,schmutzig::A,sóðalegur,汚い
616,roh::A,hrár,生の
617,reif::A,þroskaður,熟した
618,lecker::A,ljúffengur,美味しい
619,süß::A,sætur,甘い
620,bitter::A,beiskur,苦い
621,sauer::A,súr,酸っぱい
622,hell::A,bjartur,明るい
623,dunkel::A,dimmur,暗い
624,schwarz::A,svartur,黒い
625,weiß::A,hvítur,白い
626,rot::A,rauður,赤い
627,gelb::A,gulur,黄色い
628,blau::A,blár,青い
629,grün::A,grænn,緑の
630,grau::A,grár,灰色の
631,bunt::A,marglitur,色取り取りの
632,billig::A,ódýr,安い
633,teuer::A,dýr,高い
634,wertvoll::A,verðmætur,貴重な
635,blind::A,blindur,盲目の
636,taub::A,heyrnarlaus,耳が聞こえない
637,kräftig::A,öflugur,強力な
638,stark::A,sterkur,強い
639,schwach::A,veill,弱い
640,fett::A,feitur,太った
641,schlank::A,grannur,ほっそりした
642,schlank::A,spengilegur,ほっそりした
643,hübsch::A,snotur,素敵な
644,hübsch::A,laglegur,素敵な
645,böse::A,illur,悪い
646,böse::A,vondur,悪い
647,dumm::A,heimskur,馬鹿な
648,faul::A,latur,怠惰な
649,fleißig::A,iðinn,勤勉な
650,geizig::A,nískur,けちな
651,klug::A,hygginn,賢い
652,klug::A,hygginn,頭のいい
653,geschickt::A,fimur,器用な
654,geschickt::A,laginn,器用な
655,lieb::A,kær,愛らしい
656,lieb::A,ljúfur,愛らしい
657,lustig::A,kátur,楽しい
658,sanft::A,blíður,温和な
659,hungrig::A,soltinn,空腹の
660,hungrig::A,hungraður,空腹の
661,krank::A,sjúkur,病気の
662,nackt::A,nakinn,裸の
663,traurig::A,dapur,悲しい
664,traurig::A,hryggur,悲しい
665,lebendig::A,lifandi,生きた
666,gut::A,góður,良い
667,schlecht::A,slæmur,悪い
668,schlecht::A,slæmur,駄目な
669,schlecht::A,lélegur,悪い
670,schlecht::A,lélegur,駄目な
671,richtig::A,réttur,正しい
672,schlimm::A,slæmur,ひどい
673,wahr::A,sannur,本当の
674,alt::A,gamall,古い
675,neu::A,nýr,新しい
676,ehemalig::A,fyrrverandi,以前の
677,alt[Lebewesen]::A,gamall,年を取った
678,jung::A,ungur,若い
679,arm::A,vesall,貧乏な
680,arm::A,fátækur,貧乏な
681,reich::A,ríkur,裕福な
682,reich::A,auðugur,裕福な
683,bekannt::A,kunnugur,有名な
684,berühmt::A,frægur,有名な
685,fremd::A,framandi,見知らぬ
686,fremd::A,ókunnugur,見知らぬ
687,verschieden::A,ýmis,色々な
688,nah::A,nálægur,近い
689,fern::A,fjarri,遠い
690,fern::A,fjarlægur,遠い
691,linker::A,vinstri,左の
692,rechter::A,hægri,右の
693,anderer::A,annar,別の
694,erster::A,fyrsti,一番目
695,zweiter::A,annar,二番目
696,dritter::A,þriðji,三番目
697,letzter::A,síðasti,最後の
698,allein::ADV,einn,一人で
699,allein::ADV,aleinn,一人で
700,auf einmal::ADV,allt í einu,同時に
701,zusammen::ADV,saman,一緒に
702,lange::ADV,lengi,長い間
703,plötzlich::ADV,skyndilega,急に
704,sofort::ADV,strax,すぐに
705,sofort::ADV,þegar í stað,すぐに
706,später::ADV,seinna,後で
707,jetzt::ADV,nú,今
708,jetzt::ADV,núna,今
709,heute::ADV,í dag,今日
710,morgen::ADV,á morgun,明日
711,bald::ADV,brátt,間もなく
712,bald::ADV,bráðum,間もなく
713,dann::ADV,svo,それから
714,dann::ADV,síðan,それから
715,gestern::ADV,í gær,昨日
716,einst::ADV,forðum,過去に
717,damals::ADV,þá,あの時
718,damals::ADV,á þeim tímum,あの時
719,danach::ADV,á eftir því,その後で
720,vorher::ADV,áður,以前に
721,zuerst::ADV,fyrst,まず
722,zuerst::ADV,fyrst,最初に
723,einmal::ADV,einu sinni,一回
724,manchmal::ADV,stundum,時々
725,oft::ADV,oft,よく
726,immer::ADV,alltaf,いつも
727,immer::ADV,sífellt,いつも
728,niemals::ADV,aldrei,一度も...ない
729,hier::ADV,hér,こちら
730,hierhin::ADV,hingað,ここへ
731,hierhin::ADV,hingað,こちらへ
732,von hier::ADV,héðan,ここから
733,dort::ADV,þar,そちら
734,dort::ADV,þarna,そちら
735,dorthin::ADV,þangað,そこへ
736,dorthin::ADV,þangað,そちらへ
737,geradeaus::ADV,beint áfram,真っ直ぐに
738,vorwärts::ADV,áfram,前へ
739,rückwärts::ADV,aftur á bak,後ろへ
740,zurück::ADV,aftur,後ろへ
741,zurück::ADV,til baka,後ろへ
742,unten::ADV,niðri,下に
743,unten::ADV,fyrir neðan,下に
744,hinab::ADV,niður,下へ
745,hinab::ADV,niður eftir,下へ
746,oben::ADV,uppi,上に
747,hinauf::ADV,upp,上へ
748,hinauf::ADV,upp eftir,上へ
749,überall::ADV,alls staðar,どこでも
750,nicht::ADV,ekki,ない
751,ein wenig::ADV,dálítið,少し
752,ein wenig::ADV,dálítið,ちょっと
753,kaum::ADV,varla,ほとんど～ない
754,kaum::ADV,tæplega,ほとんど～ない
755,sehr::ADV,mjög,とても
756,so::ADV,svo,こう
757,so::ADV,þannig,こう
758,noch::ADV,enn,まだ
759,noch::ADV,ennþá,まだ
760,nur::ADV,bara,～だけ
761,nur::ADV,aðeins,～だけ
762,schon::ADV,nú þegar,もう
763,wieder::ADV,aftur,再び
764,wieder::ADV,að nýju,再び
765,vergebens::ADV,árangurslaust,無駄に
766,vor::PRP,fyrir,前に
767,hinter::PRP,bak við,後ろに
768,hinter::PRP,aftur fyrir,後ろに
769,unter::PRP,undir,下に
770,durch::PRP,gegnum,通して
771,neben::PRP,hjá,横に
772,neben::PRP,við hliðina á,横に
773,zwischen::PRP,milli,間に
774,zwischen::PRP,á milli,間に
775,wegen::PRP,vegna,為に
776,wegen::PRP,vegna,せいで
777,dies::PRN,þetta,これ
778,das::PRN,það,それ
779,alles::PRN,allt,全部
780,ich::PRN,ég,私
781,du::PRN,þú,あなた
782,er::PRN,hann,彼
783,wir::PRN,við,私達
784,ihr::PRN,þið,あなた達
785,sie::PRN,þær,彼ら
786,sie::PRN,þeir,彼ら
787,was::FPRN,hvað,何
788,wer::FPRN,hver,誰
789,wer::FPRN,hver,どなた
790,wo::FADV,hvar,どこ
791,wo::FADV,hvar,どこに
792,wohin::FADV,hvert,どこへ
793,wie::FADV,hvernig,どう
794,warum::FADV,hvers vegna,何故
795,warum::FADV,hvers vegna,どうして
796,wieviel::FNUM,hve mikill,どのくらい
797,eins::NUM,einn,一
798,zwei::NUM,tveir,二
799,zwei::NUM,tveir,二つ
800,drei::NUM,þrír,三
801,drei::NUM,þrír,三つ
802,vier::NUM,fjórir,四
803,vier::NUM,fjórir,四つ
804,fünf::NUM,fimm,五
805,fünf::NUM,fimm,五つ
806,sechs::NUM,sex,六
807,sechs::NUM,sex,六つ
808,sieben::NUM,sjö,七
809,sieben::NUM,sjö,七つ
810,acht::NUM,átta,八
811,acht::NUM,átta,八つ
812,neun::NUM,níu,九
813,neun::NUM,níu,九つ
814,zehn::NUM,tíu,十
815,elf::NUM,ellefu,十一
816,zwölf::NUM,tólf,十二
817,zwanzig::NUM,tuttugu,二十
818,dreißig::NUM,þrjátíu,三十
819,vierzig::NUM,fjörutíu,四十
820,fünfzig::NUM,fimmtíu,五十
821,sechzig::NUM,sextíu,六十
822,siebzig::NUM,sjötíu,七十
823,achtzig::NUM,áttatíu,八十
824,neunzig::NUM,níutíu,九十
825,hundert::NUM,hundrað,百
826,tausend::NUM,þúsund,千
827,und::CNJ,og,-と
828,und::CNJ,og,そして
829,oder::CNJ,eða,或いは
830,stehen::V,standa,立っている
831,sitzen::V,sitja,座っている
832,liegen::V,liggja,横になっている
833,hängen::V,hanga,掛かっている
834,werden::V,verða,なる
835,passieren::V,gerast,起こる
836,beginnen::V,byrja,始まる
837,enden::V,enda,終わる
838,enden::V,lykta,終わる
839,wechseln::V,skipta,変わる
840,aufgehen[Sonne]::V,koma upp,出る
