,Concept_ID,ja,eu
295,Wahrheit::N,真実,egia
296,Gespräch::N,会話,hizketa
297,Gespräch::N,会話,elkarrizketa
298,Märchen::N,童話,ipuin
299,Erzählung::N,物語,edesti
300,Erzählung::N,物語,kontakizun
301,Nachricht::N,報告,albiste
302,Neuigkeit::N,ニュース,berri
303,Name::N,名前,izen
304,Rätsel::N,謎,asmakizun
305,Rede::N,演説,hitzaldi
306,Rede::N,演説,mintzaldi
307,Sprache::N,言語,hizkuntza
308,Stimme::N,声,ahots
309,Wort::N,言葉,hitz
310,Zeichen::N,記号,agerbide
311,Zeichen::N,記号,agergarri
312,Ruf::N,呼び声,dei
313,Lärm::N,騒音,zarata
314,Lärm::N,騒音,harrabots
315,Laut::N,音,hots
316,Ton::N,音,tonu
317,Ton::N,音,soinu
318,Lied::N,歌,abesti
319,Ruhe::N,静けさ,nasaitasun
320,Leute::N,人々,jende
321,Volk::N,民族,herri
322,Volk::N,民族,populu
323,Arbeit::N,仕事,lan
324,Gast::N,客,arrotz
325,Gast::N,客,apopilo
326,Geschenk::N,贈り物,opari
327,Spiel::N,遊び,jolas
328,Gesellschaft::N,社会,gizarte
329,Hilfe::N,援助,helpide
330,Hilfe::N,援助,laguntza
331,Freund::N,友達,lagun
332,Kamerad::N,同志,adiskide
333,Kamerad::N,同志,lagunkide
334,Angelegenheit::N,件,afera
335,Anzahl::N,数,kopuru
336,Art::N,種類,mota
337,Stück::N,部分,puska
338,Teil::N,部分,atal
339,Hälfte::N,半分,erdi
340,Kreis::N,円,biribilki
341,Kreuz::N,十字,gurutze
342,Linie::N,線,linea
343,Strich::N,線,marra
344,Abstand::N,距離,tarte
345,Entfernung::N,距離,urrunera
346,Gegend::N,辺,alderdi
347,Gegend::N,辺,eskualde
348,Gegend::N,地域,alderdi
349,Gegend::N,地域,eskualde
350,Platz::N,ゆとり,leku
351,Ort::N,所,toki
352,Ort::N,場所,toki
353,Seite::N,横,albo
354,Mitte::N,真ん中,erdi
355,Gegenstand::N,物件,gauzaki
356,Sache::N,物,gauza
357,Rand::N,端,ertz
358,Kante::N,縁,ertz
359,Ecke::N,角,kantoi
360,Spitze::N,先頭,punta
361,Ende::N,端,buru
362,Ende::N,端,mutur
363,Loch::N,穴,zulo
364,Winkel::N,片隅,zoko
365,Winkel::N,片隅,bazter
366,Muster::N,模様,eredu
367,Muster::N,模様,marrazki
368,Größe::N,大きさ,kaizu
369,Größe::N,大きさ,tamaina
370,Länge::N,長さ,luzera
371,Höhe::N,高さ,goiera
372,Höhe::N,高さ,garaiera
373,Gewicht::N,重さ,hazta
374,Menge::N,量,kopuru
375,Haufen::N,堆積,pila
376,Haufen::N,堆積,mendoi
377,Reihe::N,並び,ilara
378,Reihe::N,並び,errenkada
379,Boot::N,ボート,potin
380,Boot::N,ボート,txalupa
381,Ruder::N,オール,arraun
382,Schlitten::N,そり,lera
383,Schlitten::N,そり,narra
384,Ski::N,スキー,eski
385,Lagerfeuer::N,篝火,su
386,Last::N,荷物,zama
387,Last::N,荷物,karga
388,Gang::N,歩み,ibilera
389,Schritt::N,歩,pauso
390,Schritt::N,歩,urrats
391,Norden::N,北,ipar
392,Norden::N,北,iparralde
393,Süden::N,南,hego
394,Süden::N,南,hegoalde
395,Westen::N,西,sartalde
396,Westen::N,西,mendebalde
397,Osten::N,東,ekialde
398,Osten::N,東,sortalde
399,Holz::N,木,zur
400,Holz::N,木材,zur
401,Brett::N,板,ohol
402,Platte::N,盤,lauza
403,Stütze::N,支柱,irozgarri
404,Stütze::N,支柱,bermagailu
405,Stange::N,棒,haga
406,Stock::N,杖,makila
407,Stab::N,棒,makila
408,Rohr::N,管,hodi
409,Haus::N,家,etxe
410,Heim::N,家,etxe
411,Heim::N,家,etxaleku
412,Ofen::N,ストーブ,berogailu
413,Fußboden::N,床,zoru
414,Tisch::N,机,mahai
415,Stuhl::N,椅子,aulki
416,Wiege::N,揺籃,kuma
417,Wiege::N,揺籃,sehaska
418,Bett::N,ベッド,ohe
419,Bett::N,ベッド,ohatze
420,Regal::N,棚,apalategi
421,Kiste::N,箱,kutxa
422,Fenster::N,窓,leiho
423,Tür::N,戸,ate
424,Tür::N,ドア,ate
425,Tor::N,門,atari
426,Zaun::N,垣根,hesi
427,Dach::N,屋根,teilatu
428,Leiter::N,梯子,zurubi
429,Besen::N,ほうき,erratz
430,Spaten::N,スコップ,burdinpala
431,Schaufel::N,シャベル,pala
432,Gabel::N,フォーク,sardexka
433,Löffel::N,スプーン,koilara
434,Messer::N,ナイフ,aizto
435,Nagel::N,釘,iltze
436,Netz::N,網,sare
437,Haken::N,鉤,mako
438,Haken::N,フック,mako
439,Griff::N,取っ手,eskutoki
440,Schloss::N,錠,sarraila
441,Bild::N,絵,irudi
442,Figur::N,像,figura
443,Puppe::N,人形,panpina
444,Puppe::N,人形,andrakila
445,Beutel::N,袋,zorro
446,Bündel::N,束,azao
447,Bündel::N,束,espal
448,Bündel::N,包み,azao
449,Bündel::N,包み,espal
450,Tasche::N,かばん,poltsa
451,Eimer::N,バケツ,treska
452,Deckel::N,蓋,tapa
453,Deckel::N,蓋,estalki
454,Geschirr::N,食器,baxera
455,Geschirr::N,食器,ontziteria
456,Sack::N,袋,zaku
457,Tasse::N,カップ,kikara
458,Topf::N,鍋,ontzi
459,Topf::N,鍋,lapiko
460,Kessel::N,釜,pazia
461,Essen::N,食事,janaldi
462,Nahrung::N,食物,jan
463,Speise::N,料理,jaki
464,Fleisch::N,肉,okela
465,Fleisch::N,肉,haragi
466,Getreide::N,麦,labore
467,Getreide::N,穀物,labore
468,Brei::N,粥,ahi
469,Brei::N,粥,pure
470,Brot::N,パン,ogi
471,Scheibe::N,枚,xerra
472,Scheibe::N,枚,pirripita
473,Scheibe::N,切れ,xerra
474,Scheibe::N,切れ,pirripita
475,Fett::N,脂肪,urin
476,Fett::N,脂肪,koipe
477,Butter::N,バター,gurin
478,Öl::N,油,olio
479,Salz::N,塩,gatz
480,Suppe::N,スープ,zopa
481,Suppe::N,スープ,salda
482,Honig::N,蜂蜜,ezti
483,Milch::N,牛乳,esne
484,Tee::N,茶,te
485,Tee::N,お茶,te
486,Leder::N,革,larru
487,Wolle::N,毛糸,artile
488,Stoff::N,布,ehun
489,Nadel::N,針,orratz
490,Nadel::N,針,jostorratz
491,Faden::N,糸,hari
492,Knopf::N,ボタン,botoi
493,Knoten::N,結び目,korapilo
494,Farbe::N,ペンキ,pintura
495,Kleidung::N,衣服,arropa
496,Kleidung::N,衣服,jantziak
497,Hemd::N,シャツ,atorra
498,Hemd::N,シャツ,alkandora
499,Kragen::N,襟,idun
500,Ärmel::N,袖,mahuka
501,Hose::N,ズボン,prakak
502,Hose::N,ズボン,galtzak
503,Gürtel::N,帯,gerriko
504,Gürtel::N,ベルト,gerriko
505,Mütze::N,帽子,txano
506,Mütze::N,帽子,txapel
507,Schuh::N,靴,oski
508,Schuh::N,靴,oinetako
509,Stiefel::N,ブーツ,bota
510,Ring::N,輪,uztai
511,Band::N,リボン,zinta
512,Band::N,リボン,xingola
513,Kamm::N,櫛,orrazi
514,Spiegel::N,鏡,mirail
515,Riemen::N,緒,uhal
516,Schnur::N,紐,lokailu
517,Leine::N,綱,lotura
518,Decke::N,掛け布団,burusi
519,Kissen::N,枕,kuxin
520,Tuch::N,スカーフ,zapi
521,Tuch::N,スカーフ,oihal
522,Handtuch::N,タオル,eskuzapi
523,Handtuch::N,タオル,eskuoihal
524,Kraft::N,力,indar
525,Stärke::N,強さ,indar
526,Gesundheit::N,健康,osasun
527,Krankheit::N,病気,eritasun
528,Krankheit::N,病気,gaixotasun
529,Schmerz::N,痛み,min
530,Wunde::N,傷,zauri
531,Fieber::N,熱,sukar
532,Arznei::N,薬,osagai
533,Arznei::N,薬,sendagai
534,Brücke::N,橋,zubi
535,Brunnen::N,井戸,putzu
536,Weide::N,牧場,alha
537,Weide::N,牧場,bazkaleku
538,Pfad::N,小路,zidor
539,Pfad::N,小路,bidexka
540,Weg::N,道,bide
541,Straße::N,街道,errepide
542,Dorf::N,村,herri
543,Stadt::N,町,hiri
544,Stadt::N,都市,hiri
545,Brief::N,手紙,gutun
546,Brief::N,手紙,eskutitz
547,Buch::N,本,liburu
548,Buchstabe::N,文字,hizki
549,Zeitung::N,新聞,egunkari
550,Leben::N,生活,bizi
551,Leben::N,生活,bizitza
552,Tod::N,死,herio
553,Tod::N,死,heriotza
554,Grab::N,墓,hobi
555,Grab::N,墓,hilobi
556,Kirche::N,教会,eliza
557,Sünde::N,罪,hoben
558,Sünde::N,罪,bekatu
559,Gott::N,神,jainko
560,Arbeiter::N,労働者,langile
561,Arbeiter::N,労働者,behargin
562,Chef::N,上司,nagusi
563,Meister::N,達人,maisu
564,Meister::N,マイスター,maisu
565,Arzt::N,医者,osagile
566,Arzt::N,医者,sendagile
567,Lehrer::N,先生,irakasle
568,Geld::N,金,diru
569,Geschäft::N,取り引き,negozio
570,Laden::N,店,denda
571,Laden::N,店,saltegi
572,Preis::N,値段,prezio
573,Preis::N,値段,salneurri
574,Ware::N,商品,salgai
575,Nutzen::N,利益,onura
576,Nutzen::N,利益,probetxu
577,Reichtum::N,豊かさ,aberastasun
578,Welt::N,世界,ludi
579,Welt::N,世界,mundu
580,Land::N,国,herrialde
581,Staat::N,国家,estatu
582,König::N,国王,errege
583,Macht::N,権力,botere
584,Grenze::N,国境,muga
585,Krieg::N,戦争,guda
586,Feind::N,敵,etsai
587,Feind::N,敵,arerio
588,Gewalt::N,暴力,bortxa
589,Gewalt::N,暴力,bortizkeria
590,Kampf::N,戦い,gudu
591,Kampf::N,戦い,auska
592,Bogen[Waffe]::N,弓,arku
593,Pfeil::N,矢,gezi
594,Gewehr::N,銃,fusil
595,Fehler::N,間違い,huts
596,Fehler::N,間違い,hutsegin
597,Lüge::N,嘘,gezur
598,Schaden::N,損害,kalte
599,Unglück::N,不幸,zoritxar
600,Unglück::N,不幸,zorigaitz
601,Schuld::N,罪,erru
602,Alter::N,年,adin
603,Alter::N,年齢,adin
604,Schluss::N,終わり,bukaera
605,Zeit::N,時,aldi
606,Zeit::N,時,denbora
607,Zeit::N,時間,aldi
608,Zeit::N,時間,denbora
609,Tag::N,日,egun
610,Morgen::N,朝,goiz
611,Mittag::N,昼,eguerdi
612,Abend::N,晩,arrats
613,Abend::N,夕方,arrats
614,Nacht::N,夜,gau
615,Woche::N,週,aste
616,Monat::N,月,hil
617,Jahr::N,年,urte
618,Frühling::N,春,udalehen
619,Sommer::N,夏,uda
620,Herbst::N,秋,udazken
621,Herbst::N,秋,neguantz
622,Winter::N,冬,negu
623,Januar::N,一月,urtarril
624,Februar::N,二月,otsail
625,März::N,三月,martxo
626,April::N,四月,apiril
627,Mai::N,五月,maiatz
628,Juni::N,六月,ekain
629,Juli::N,七月,uztail
630,August::N,八月,abuztu
631,September::N,九月,irail
632,Oktober::N,十月,urri
633,November::N,十一月,azaro
634,Dezember::N,十二月,abendu
635,Montag::N,月曜日,astelehen
636,Dienstag::N,火曜日,astearte
637,Mittwoch::N,水曜日,asteazken
638,Donnerstag::N,木曜日,ostegun
639,Freitag::N,金曜日,ostiral
640,Samstag::N,土曜日,larunbat
641,Sonntag::N,日曜日,igande
642,groß::A,大きい,handi
643,klein::A,小さい,txiki
644,lang::A,長い,luze
645,kurz::A,短い,labur
646,breit::A,広い,zabal
647,schmal::A,狭い,mehar
648,dicht::A,密な,sarri
649,dicht::A,密な,trinko
650,dick[Gegenstand]::A,厚い,lodi
651,dünn::A,薄い,mehe
652,fein::A,細い,fin
653,fest::A,硬い,tinko
654,flach::A,平らな,lau
655,flach::A,平らな,ordoki
656,glatt::A,滑らかな,leun
657,hart::A,堅い,gogor
658,weich::A,柔らかい,bigun
659,weich::A,柔らかい,beratz
660,rund::A,丸い,biribil
661,spitz::A,尖った,puntadun
662,scharf::A,鋭い,zorrotz
663,stumpf::A,鈍い,kamuts
664,schwer::A,重い,astun
665,schwer::A,重い,pisutsu
666,schön::A,綺麗な,eder
667,heiß::A,熱い,bero
668,heiß::A,熱い,oso bero
669,warm::A,温かい,bero
670,kalt::A,寒い,hotz
671,kalt::A,冷たい,hotz
672,kühl::A,涼しい,hotzil
673,frisch::A,ひんやりした,fresko
674,frisch::A,ひんやりした,hozkirri
675,feucht::A,湿った,heze
676,nass::A,濡れた,busti
677,trocken::A,乾いた,siku
678,trocken::A,乾いた,lehor
679,voll::A,いっぱいの,bete
680,leer::A,空の,huts
681,offen::A,開いた,ireki
682,geschlossen::A,閉まった,itxita
683,sauber::A,清潔な,xahu
684,sauber::A,清潔な,garbi
685,schmutzig::A,汚い,lohi
686,schmutzig::A,汚い,zikin
687,roh::A,生の,gordin
688,reif::A,熟した,umo
689,reif::A,熟した,heldu
690,lecker::A,美味しい,goxo
691,süß::A,甘い,goxo
692,bitter::A,苦い,karmin
693,bitter::A,苦い,garratz
694,sauer::A,酸っぱい,mingots
695,hell::A,明るい,argi
696,dunkel::A,暗い,ilun
697,schwarz::A,黒い,beltz
698,weiß::A,白い,zuri
699,rot::A,赤い,gorri
700,gelb::A,黄色い,hori
701,blau::A,青い,urdin
702,grün::A,緑の,berde
703,grün::A,緑の,musker
704,grau::A,灰色の,urdin
705,grau::A,灰色の,urdinabar
706,bunt::A,色取り取りの,koloretsu
707,billig::A,安い,merke
708,teuer::A,高い,garesti
709,wertvoll::A,貴重な,baliotsu
710,blind::A,盲目の,itsu
711,taub::A,耳が聞こえない,gor
712,kräftig::A,強力な,kementsu
713,stark::A,強い,bizkor
714,stark::A,強い,indartsu
715,schwach::A,弱い,ahul
716,schwach::A,弱い,indargabe
717,fett::A,太った,gizen
718,schlank::A,ほっそりした,lerden
719,hübsch::A,素敵な,polit
720,böse::A,悪い,tzar
721,böse::A,悪い,gaizto
722,dumm::A,馬鹿な,lelo
723,dumm::A,馬鹿な,pello
724,faul::A,怠惰な,nagi
725,faul::A,怠惰な,alfer
726,fleißig::A,勤勉な,maratz
727,fleißig::A,勤勉な,lanzale
728,geizig::A,けちな,zeken
729,geizig::A,けちな,zikoitz
730,klug::A,賢い,zuhur
731,klug::A,頭のいい,zuhur
732,geschickt::A,器用な,trebe
733,geschickt::A,器用な,antzetsu
734,lieb::A,愛らしい,maite
735,lieb::A,愛らしい,laztan
736,lustig::A,楽しい,alaitsu
737,sanft::A,温和な,eme
738,sanft::A,温和な,ezti
739,hungrig::A,空腹の,gose
740,krank::A,病気の,eri
741,krank::A,病気の,gaixo
742,nackt::A,裸の,biluzi
743,traurig::A,悲しい,itun
744,traurig::A,悲しい,betilun
745,lebendig::A,生きた,bizirik
746,gut::A,良い,on
747,schlecht::A,悪い,txar
748,schlecht::A,駄目な,txar
749,richtig::A,正しい,zuzen
750,schlimm::A,ひどい,larri
751,wahr::A,本当の,egiazko
752,alt::A,古い,zahar
753,neu::A,新しい,berri
754,ehemalig::A,以前の,lehengo
755,alt[Lebewesen]::A,年を取った,adindun
756,jung::A,若い,gazte
757,arm::A,貧乏な,txiro
758,arm::A,貧乏な,behartsu
759,reich::A,裕福な,dirudun
760,bekannt::A,有名な,ezagun
761,berühmt::A,有名な,entzun
762,berühmt::A,有名な,ospetsu
763,fremd::A,見知らぬ,arrotz
764,verschieden::A,色々な,ezberdin
765,verschieden::A,色々な,desberdin
766,nah::A,近い,hurre
767,nah::A,近い,hurbil
768,fern::A,遠い,urrun
769,linker::A,左の,ezker
770,rechter::A,右の,eskuin
771,anderer::A,別の,beste
772,erster::A,一番目,lehen
773,erster::A,一番目,aurren
774,zweiter::A,二番目,bigarren
775,dritter::A,三番目,hirugarren
776,letzter::A,最後の,azken
777,letzter::A,最後の,hondar
778,allein::ADV,一人で,bakarrik
779,auf einmal::ADV,同時に,batera
780,zusammen::ADV,一緒に,elkarrekin
781,lange::ADV,長い間,luzaro
782,plötzlich::ADV,急に,bat-batean
783,sofort::ADV,すぐに,berehala
784,später::ADV,後で,gero
785,jetzt::ADV,今,orain
786,heute::ADV,今日,gaur
787,morgen::ADV,明日,bihar
788,bald::ADV,間もなく,aurki
789,bald::ADV,間もなく,laster
790,dann::ADV,それから,ondoren
791,gestern::ADV,昨日,atzo
792,einst::ADV,過去に,antzina
793,damals::ADV,あの時,orduan
794,danach::ADV,その後で,gerora
795,danach::ADV,その後で,ondoren
796,vorher::ADV,以前に,lehenago
797,zuerst::ADV,まず,aurrena
798,zuerst::ADV,まず,lehenbizi
799,zuerst::ADV,最初に,aurrena
800,zuerst::ADV,最初に,lehenbizi
801,einmal::ADV,一回,behin
802,einmal::ADV,一回,aldi bat
803,manchmal::ADV,時々,batzuetan
804,manchmal::ADV,時々,zenbaitetan
805,oft::ADV,よく,maiz
806,oft::ADV,よく,askotan
807,immer::ADV,いつも,beti
808,niemals::ADV,一度も...ない,inoiz ez
809,niemals::ADV,一度も...ない,sekula ez
810,hier::ADV,こちら,hemen
811,hierhin::ADV,ここへ,hona
812,hierhin::ADV,こちらへ,hona
813,von hier::ADV,ここから,hemendik
814,von hier::ADV,ここから,honetatik
815,dort::ADV,そちら,han
816,dorthin::ADV,そこへ,hara
817,dorthin::ADV,そちらへ,hara
818,geradeaus::ADV,真っ直ぐに,artez
819,vorwärts::ADV,前へ,aurrera
820,rückwärts::ADV,後ろへ,atzera
821,rückwärts::ADV,後ろへ,atzerantz
822,zurück::ADV,後ろへ,atzera
823,unten::ADV,下に,behean
824,hinab::ADV,下へ,behera
825,hinab::ADV,下へ,beherantz
826,oben::ADV,上に,goian
827,hinauf::ADV,上へ,gora
828,hinauf::ADV,上へ,gorantz
829,überall::ADV,どこでも,edonon
830,nicht::ADV,ない,ez
831,ein wenig::ADV,少し,apur bat
832,ein wenig::ADV,少し,pixka bat
833,ein wenig::ADV,ちょっと,apur bat
834,ein wenig::ADV,ちょっと,pixka bat
835,kaum::ADV,ほとんど～ない,ozta
836,kaum::ADV,ほとんど～ない,nekez
837,sehr::ADV,とても,oso
838,so::ADV,こう,hala
839,so::ADV,こう,honela
840,noch::ADV,まだ,oraindik
841,nur::ADV,～だけ,bakarrik
842,schon::ADV,もう,ja
843,schon::ADV,もう,jada
844,wieder::ADV,再び,berriro
