,Concept_ID,ja,eu
845,vergebens::ADV,無駄に,alferrik
846,vor::PRP,前に,aurrean
847,hinter::PRP,後ろに,ostean
848,hinter::PRP,後ろに,gibelean
849,unter::PRP,下に,pean
850,unter::PRP,下に,azpian
851,durch::PRP,通して,zehar
852,neben::PRP,横に,ondoan
853,neben::PRP,横に,aldamenean
854,zwischen::PRP,間に,artean
855,wegen::PRP,為に,-gatik
856,wegen::PRP,せいで,-gatik
857,dies::PRN,これ,hau
858,das::PRN,それ,hura
859,alles::PRN,全部,dena
860,ich::PRN,私,ni
861,du::PRN,あなた,zu
862,er::PRN,彼,bera
863,wir::PRN,私達,gu
864,ihr::PRN,あなた達,zuek
865,sie::PRN,彼ら,berak
866,was::FPRN,何,zer
867,wer::FPRN,誰,nor
868,wer::FPRN,どなた,nor
869,wo::FADV,どこ,non
870,wo::FADV,どこに,non
871,wohin::FADV,どこへ,nora
872,wie::FADV,どう,nola
873,wie::FADV,どう,zelan
874,warum::FADV,何故,zeren
875,warum::FADV,何故,zergatik
876,warum::FADV,どうして,zeren
877,warum::FADV,どうして,zergatik
878,wieviel::FNUM,どのくらい,zenbat
879,eins::NUM,一,bat
880,zwei::NUM,二,bi
881,zwei::NUM,二,biga
882,zwei::NUM,二つ,bi
883,zwei::NUM,二つ,biga
884,drei::NUM,三,hiru
885,drei::NUM,三つ,hiru
886,vier::NUM,四,lau
887,vier::NUM,四つ,lau
888,fünf::NUM,五,bost
889,fünf::NUM,五つ,bost
890,sechs::NUM,六,sei
891,sechs::NUM,六つ,sei
892,sieben::NUM,七,zazpi
893,sieben::NUM,七つ,zazpi
894,acht::NUM,八,zortzi
895,acht::NUM,八つ,zortzi
896,neun::NUM,九,bederatzi
897,neun::NUM,九つ,bederatzi
898,zehn::NUM,十,hamar
899,elf::NUM,十一,hamaika
900,zwölf::NUM,十二,hamabi
901,zwanzig::NUM,二十,hogei
902,dreißig::NUM,三十,hogeita hamar
903,vierzig::NUM,四十,berrogei
904,fünfzig::NUM,五十,berrogeita hamar
905,sechzig::NUM,六十,hirurogei
906,siebzig::NUM,七十,hirurogeita hamar
907,achtzig::NUM,八十,laurogei
908,neunzig::NUM,九十,laurogeita hamar
909,hundert::NUM,百,ehun
910,tausend::NUM,千,mila
911,und::CNJ,-と,eta
912,und::CNJ,そして,eta
913,oder::CNJ,或いは,edo
914,stehen::V,立っている,zutik egon
915,sitzen::V,座っている,eserita egon
916,liegen::V,横になっている,etzan
917,hängen::V,掛かっている,eskegita egon
918,hängen::V,掛かっている,zintzilik egon
919,werden::V,なる,bihurtu
920,werden::V,なる,bilakatu
921,passieren::V,起こる,pasatu
922,passieren::V,起こる,gertatu
923,beginnen::V,始まる,hasi
924,enden::V,終わる,bukatu
925,wechseln::V,変わる,aldatu
926,aufgehen[Sonne]::V,出る,ilki
927,aufgehen[Sonne]::V,出る,sortu
928,untergehen[Sonne]::V,沈む,sartu
929,scheinen[Sonne]::V,輝く,eguzkia egon
930,donnern::V,雷が鳴る,trumoia jo
931,wehen::V,吹く,haizea ibili
932,strömen::V,流れる,zorrotadaka isuri
933,fließen::V,流れる,isuri
934,sich drehen::V,回転する,biratu
935,schwanken::V,揺れる,zabuka ibili
936,schwingen::V,振動する,kulunkatu
937,fallen::V,落ちる,erori
938,brennen::V,燃える,sutan egon
939,rauchen::V,煙を出す,kea bota
940,regnen::V,雨が降る,euria ari izan
941,gefrieren::V,凍る,izoztu
942,gefrieren::V,凍る,hormatu
943,tauen::V,溶ける,gesaldu
944,schmelzen::V,溶ける,urtu
945,trocknen::V,乾く,idortu
946,trocknen::V,乾く,lehortu
947,sieden::V,沸く,irakin
948,faulen::V,腐る,hirotu
949,faulen::V,腐る,usteldu
950,verfaulen::V,朽ちる,hirotu
951,verfaulen::V,朽ちる,usteldu
952,reißen::V,切れる,eten
953,reißen::V,切れる,tarrat egin
954,versinken::V,沈む,urperatu
955,vergehen::V,経つ,iragan
956,erscheinen::V,現れる,agertu
957,verschwinden::V,消える,desagertu
958,sinken::V,下がる,beheititu
959,abnehmen::V,減る,gutxitu
960,abnehmen::V,減る,beheratu
961,zunehmen::V,増える,gora egin
962,steigen::V,上がる,igo
963,wachsen::V,伸びる,hazi
964,glänzen::V,輝く,distiratu
965,funkeln::V,ぴかぴか光る,izarniatu
966,lärmen::V,騒ぐ,zarata atera
967,läuten::V,鳴る,jo
968,läuten::V,鳴る,hots egin
969,klingeln::V,鳴る,txirrina jo
970,klirren::V,がらんがらんと鳴る,tintin egin
971,brausen::V,逆巻く,marru egin
972,rauschen::V,戦ぐ,fir-fir egin
973,klingen::V,鳴る,soinu egin
974,bellen::V,吠える,zaunkatu
975,heulen::V,きゃんきゃん鳴く,ulu egin
976,heulen::V,きゃんきゃん鳴く,uhuri egin
977,blasen::V,吹く,ufa egin
978,blasen::V,吹く,putz egin
979,pfeifen::V,口笛を吹く,txistu egin
980,schreien::V,叫ぶ,oihu egin
981,schreien::V,叫ぶ,garrasi egin
982,stöhnen::V,うめく,intziri egin
983,zittern::V,震える,ikara egin
984,zittern::V,震える,dar-dar egin
985,leben::V,生きている,bizi izan
986,geboren werden::V,生まれる,jaio
987,atmen::V,呼吸する,hats egin
988,atmen::V,呼吸する,arnasa egin
989,trinken::V,飲む,edan
990,essen::V,食べる,jan
991,schlucken::V,飲み込む,irentsi
992,müde werden::V,眠くなる,unatu
993,müde werden::V,眠くなる,nekatu
994,einschlafen::V,寝付く,lokartu
995,schlafen::V,眠る,lo egin
996,aufwachen::V,目が覚める,esnatu
997,aufwachen::V,目が覚める,atzarri
998,aufstehen::V,起きる,jaiki
999,sich erholen::V,休養する,atseden egin
1000,krank werden::V,病気になる,gaixotu
1001,krank sein::V,病気である,eri izan
1002,krank sein::V,病気である,gaixo izan
1003,schmerzen::V,痛む,min egin
1004,husten::V,咳をする,eztul egin
1005,genesen::V,元気になる,osatu
1006,sterben::V,死ぬ,hil
1007,sterben::V,死ぬ,zendu
1008,sterben::V,亡くなる,hil
1009,sterben::V,亡くなる,zendu
1010,umkommen::V,死亡する,istripuz hil
1011,sich bewegen::V,移動する,higitu
1012,sich rühren::V,動く,zirkin egin
1013,sich erheben::V,立ち上がる,zutitu
1014,sich erheben::V,立ち上がる,altxatu
1015,sich setzen::V,座る,eseri
1016,sich setzen::V,座る,jesarri
1017,hinfallen::V,転ぶ,erori
1018,laufen::V,歩く,ibili
1019,schreiten::V,跨ぐ,oinkatu
1020,spazierengehen::V,散歩する,paseatu
1021,spazierengehen::V,散歩する,ostera bat egin
1022,eilen::V,急ぐ,lasterkatu
1023,sich beeilen::V,焦る,lehiatu
1024,sausen::V,疾駆する,ziztu bizian joan
1025,rennen::V,走る,lasterka egin
1026,springen::V,跳ぶ,jauzi egin
1027,klettern::V,よじ登る,igo
1028,schaukeln::V,ぶらんこに乗る,zabu egin
1029,schaukeln::V,ぶらんこに乗る,zanbulu egin
1030,kriechen::V,這う,narras egin
1031,schwimmen::V,泳ぐ,igerikatu
1032,schwimmen::V,泳ぐ,igeri egin
1033,tauchen::V,潜る,murgildu
1034,tauchen::V,潜る,pulunpatu
1035,rudern::V,漕ぐ,bogatu
1036,rudern::V,漕ぐ,arraun egin
1037,fahren::V,行く,joan
1038,fahren::V,乗車する,joan
1039,fliegen::V,飛ぶ,hegaldatu
1040,fliegen::V,飛ぶ,hegan egin
1041,gehen::V,行く,joan
1042,weggehen::V,立ち去る,alde egin
1043,abfahren::V,出発する,abiatu
1044,anhalten::V,止まる,geratu
1045,anhalten::V,止まる,gelditu
1046,hineingehen::V,入る,sartu
1047,eintreten::V,中に入る,sartu
1048,kommen::V,来る,etorri
1049,ankommen::V,着く,heldu
1050,ankommen::V,着く,iritsi
1051,ankommen::V,到着する,heldu
1052,ankommen::V,到着する,iritsi
1053,zurückkommen::V,帰る,itzuli
1054,bleiben::V,留まる,gelditu
1055,warten::V,待つ,itxaron
1056,warten::V,待つ,zain egon
1057,erwarten::V,期待する,iguriki
1058,suchen::V,探る,bilatu
1059,finden::V,見つける,idoro
1060,finden::V,見つける,aurkitu
1061,versuchen::V,試す,saiatu
1062,versuchen::V,試す,ahalegindu
1063,vorbereiten::V,準備する,gertatu
1064,lieben::V,愛する,maitatu
1065,lieben::V,愛する,maite izan
1066,mögen::V,好きである,laket izan
1067,mögen::V,好きである,atsegin izan
1068,lachen::V,笑う,irri egin
1069,lachen::V,笑う,barre egin
1070,rühren::V,感情を動かす,hunkitu
1071,weinen::V,泣く,negar egin
1072,schimpfen::V,叱る,erneguka ari izan
1073,sich ärgern::V,怒る,ernegatu
1074,sich ärgern::V,怒る,haserretu
1075,sich ärgern::V,腹を立てる,ernegatu
1076,sich ärgern::V,腹を立てる,haserretu
1077,sich fürchten::V,怖がる,beldur izan
1078,fürchten::V,恐れる,beldur izan
1079,fliehen::V,逃げる,ihes egin
1080,flüchten::V,逃亡する,ihes egin
1081,sehen::V,見る,ikusi
1082,anschauen::V,眺める,begietsi
1083,ansehen::V,見る,begiratu
1084,hören::V,聞く,aditu
1085,zuhören::V,聴く,entzun
1086,probieren::V,食べてみる,dastatu
1087,riechen::V,気取る,usnatu
1088,riechen::V,気取る,usaindu
1089,fühlen::V,感じる,sentitu
1090,scheinen::V,ように見える,iruditu
1091,scheinen::V,ように見える,begitandu
1092,zu sehen sein::V,見える,azaldu
1093,vernehmen::V,承る,aditu
1094,frieren::V,寒気がする,hotz izan
1095,tun::V,する,egin
1096,können::V,出来る,ahal izan
1097,wollen::V,-たい,nahi izan
1098,anfangen::V,始める,hasi
1099,beenden::V,終える,bukatu
1100,aufhören::V,止める,utzi
1101,gelingen::V,成功する,lortu
1102,geraten::V,当たる,heldu
1103,öffnen::V,開く,ireki
1104,öffnen::V,開く,zabaldu
1105,öffnen::V,開ける,ireki
1106,öffnen::V,開ける,zabaldu
1107,schließen::V,閉める,itxi
1108,stellen::V,置く,ipini
1109,stellen::V,据える,ipini
1110,setzen::V,座らせる,jesarri
1111,legen::V,置く,jarri
1112,berühren::V,触る,ukitu
1113,berühren::V,触れる,ukitu
1114,verbinden::V,結びつける,uztartu
1115,bedecken::V,覆う,estali
1116,aufhängen::V,掛ける,eseki
1117,aufhängen::V,掛ける,eskegi
1118,anzünden::V,燃やす,piztu
1119,anzünden::V,火をつける,piztu
1120,aufheben::V,拾う,jaso
1121,zurücklassen::V,残す,atzean utzi
1122,verlieren::V,無くす,galdu
1123,fallen lassen::V,落とす,erortzen utzi
1124,machen::V,作る,egin
1125,herstellen::V,製造する,ekoiztu
1126,bauen::V,建設する,eraiki
1127,reparieren::V,直す,konpondu
1128,reparieren::V,修理する,konpondu
1129,verbessern::V,改良する,hobetu
1130,ändern::V,変える,mudatu
1131,graben::V,掘る,aitzurtu
1132,beugen::V,折る,makurtu
1133,biegen::V,曲げる,malgutu
1134,biegen::V,曲げる,makolatu
1135,drehen::V,回す,jiratu
1136,wenden::V,裏返す,bihurtu
1137,umdrehen::V,裏返す,biratu
1138,umdrehen::V,裏返す,alderantzikatu
1139,heben::V,挙げる,jaso
1140,heben::V,挙げる,goratu
1141,hochheben::V,持ち上げる,goratu
1142,hochheben::V,持ち上げる,altxatu
1143,ergreifen::V,取り上げる,oratu
1144,halten::V,持つ,eutsi
1145,drücken::V,押す,sakatu
1146,schieben::V,ずらす,bultzatu
1147,kratzen::V,引っ掻く,hatz egin
1148,kratzen::V,引っ掻く,hazka egin
1149,lecken::V,なめる,miaztu
1150,lecken::V,なめる,lamikatu
1151,beißen::V,噛む,hozka egin
1152,beißen::V,噛む,ausiki egin
1153,abreißen::V,剝ぎ取る,kendu
1154,abschneiden::V,切り取る,moztu
1155,abschneiden::V,切り取る,pikatu
1156,binden::V,縛る,lotu
1157,binden::V,縛る,estekatu
1158,stecken::V,差し込む,sartu
1159,brechen::V,破る,apurtu
1160,klopfen::V,とんとん叩く,jo
1161,hauen::V,叩く,jo
1162,kleben::V,貼る,itsatsi
1163,kleben::V,くっ付ける,itsatsi
1164,reiben::V,擦る,igurtzi
1165,streichen::V,塗る,igurtzi
1166,schleifen::V,研ぐ,zorroztu
1167,schneiden::V,切る,moztu
1168,rütteln::V,揺さぶる,astindu
1169,rütteln::V,揺さぶる,inarrosi
1170,schütteln::V,振る,astindu
1171,schütteln::V,振る,inarrosi
1172,schütteln::V,揺さぶる,astindu
1173,schütteln::V,揺さぶる,inarrosi
1174,schwenken::V,振る,zabukatu
1175,schütten::V,注ぐ,isuri
1176,füllen::V,いっぱいにする,bete
1177,einwickeln::V,包む,bildu
1178,tragen::V,運ぶ,eroan
1179,tragen::V,運ぶ,eraman
1180,schleppen::V,引きずる,narrastu
1181,schleppen::V,引きずる,herrestatu
1182,ziehen::V,引く,tira egin
1183,aufbewahren::V,預かる,gorde
1184,werfen::V,投げる,jaurti
1185,werfen::V,投げる,aurtiki
1186,fangen::V,受ける,atzeman
1187,packen::V,掴む,heldu
1188,verstecken::V,隠す,ostendu
1189,verstecken::V,隠す,ezkutatu
1190,teilen::V,分ける,zatitu
1191,schicken::V,送る,bidali
1192,bringen::V,持って行く,ekarri
1193,hinzufügen::V,加える,eratxiki
1194,hinzufügen::V,加える,gaineratu
1195,bekommen::V,得る,jaso
1196,erhalten::V,受ける,jaso
1197,nehmen::V,取る,hartu
1198,wählen::V,選ぶ,hautatu
1199,wählen::V,選ぶ,aukeratu
1200,auswählen::V,選ぶ,hautatu
1201,auswählen::V,選ぶ,aukeratu
1202,bewahren::V,保存する,begiratu
1203,behindern::V,妨害する,oztopatu
1204,verderben::V,台無しにする,hondatu
1205,beschädigen::V,損傷する,akastu
1206,zerbrechen::V,割る,apurtu
1207,zerreißen::V,引き裂く,zarratatu
1208,zerstören::V,破壊する,suntsitu
1209,verbrennen::V,焼く,erre
1210,verbrennen::V,焼く,kiskali
1211,geben::V,上げる,eman
1212,reichen::V,渡す,luzatu
1213,reichen::V,渡す,helarazi
1214,schenken::V,贈る,oparitu
1215,versprechen::V,約束する,agindu
1216,wünschen::V,望む,opatu
1217,wünschen::V,望む,opetsi
1218,loben::V,褒める,laudatu
1219,loben::V,褒める,goraipatu
1220,küssen::V,キスする,musu eman
1221,wiegen::V,揺する,kulunkatu
1222,zudecken::V,覆う,estali
1223,wecken::V,起こす,esnatu
1224,wecken::V,起こす,iratzartu
1225,zeigen::V,見せる,erakutsi
1226,führen::V,案内する,gidatu
1227,lehren::V,教える,irakatsi
1228,unterrichten::V,通知する,eskolak eman
1229,aufziehen::V,育てる,hazi
1230,leiten::V,導く,arteztu
1231,antreiben::V,励ます,bulkatu
1232,lassen::V,～させる,-arazi
1233,einladen::V,誘う,gonbidatu
1234,einladen::V,招待する,gonbidatu
1235,vereinigen::V,一つにする,batu
1236,vereinigen::V,一つにする,bateratu
1237,besuchen::V,訪ねる,ikustatu
1238,treffen::V,出会う,topatu
1239,sich versammeln::V,集まる,bildu
1240,spielen::V,遊ぶ,jolastu
1241,singen::V,歌う,abestu
1242,singen::V,歌う,kantatu
1243,tanzen::V,踊る,dantzatu
1244,tanzen::V,踊る,dantzan egin
1245,sich trennen::V,別れる,banandu
1246,verlassen::V,別れる,utzietsi
1247,retten::V,救う,salbatu
1248,retten::V,救う,gaizkatu
1249,retten::V,助ける,salbatu
1250,retten::V,助ける,gaizkatu
1251,bewachen::V,見張る,jagon
1252,bewachen::V,見張る,zaindu
1253,bewachen::V,軽微する,jagon
1254,bewachen::V,軽微する,zaindu
1255,schützen::V,保護する,babestu
1256,schützen::V,保護する,gerizatu
1257,verteidigen::V,守る,aldeztu
1258,sich schlagen::V,殴る,elkar jo
1259,sich schlagen::V,殴る,elkar borrokatu
1260,schießen::V,撃つ,tiro egin
1261,siegen::V,勝つ,irabazi
1262,ärgern::V,怒らせる,ernegatu
1263,ärgern::V,怒らせる,haserretu
1264,schlagen::V,殴る,jo
1265,schlagen::V,殴る,erauntsi
1266,treten::V,蹴る,zapaldu
1267,treten::V,蹴る,ostiaktu
1268,stechen::V,突く,sastatu
1269,stoßen::V,突く,bultzatu
1270,stehlen::V,盗る,ostu
1271,stehlen::V,盗る,lapurtu
1272,stören::V,構う,galarazi
1273,belästigen::V,邪魔する,gohaindu
1274,belästigen::V,邪魔する,alamena eman
1275,verbergen::V,隠す,ezkutatu
1276,täuschen::V,だます,tronpatu
1277,täuschen::V,だます,engainatu
1278,betrügen::V,だます,iruzurtu
1279,töten::V,殺す,hil
1280,töten::V,殺す,heriotza eman
1281,wohnen::V,住む,bizi izan
1282,arbeiten::V,働く,lan egin
1283,arbeiten::V,働く,behar egin
1284,sammeln::V,集める,bildu
1285,sammeln::V,集める,bildumatu
1286,sammeln::V,収集する,bildu
1287,sammeln::V,収集する,bildumatu
1288,pflücken::V,摘む,batu
1289,pflücken::V,摘む,bildu
1290,jagen::V,狩りをする,ehizatu
1291,fischen::V,釣る,arrantzatu
1292,fischen::V,釣る,arrantza egin
1293,fassen::V,捕る,harrapatu
1294,hüten::V,放牧する,begiratu
1295,treiben::V,追う,bultza egin
1296,anbinden::V,繋ぐ,estekatu
1297,füttern::V,餌をやる,bazkatu
1298,melken::V,搾乳する,jetzi
1299,hacken::V,刻む,xehatu
1300,gießen::V,水をやる,isuri
1301,reifen::V,熟す,heldu
1302,reifen::V,熟す,zoritu
1303,zubereiten::V,調理する,prestatu
1304,kochen::V,煮る,egosi
1305,backen::V,焼く,labean egin
1306,braten::V,焼く,erregosi
1307,braten::V,炒める,erregosi
1308,umrühren::V,混ぜる,eragin
1309,stricken::V,編む,trikotatu
1310,stricken::V,編む,puntu egin
1311,nähen::V,縫う,josi
1312,färben::V,染める,tindatu
1313,reinigen::V,掃除する,ikuzi
1314,reinigen::V,掃除する,garbitu
1315,waschen::V,洗う,xahutu
1316,waschen::V,洗う,garbitu
1317,waschen::V,洗濯する,xahutu
1318,waschen::V,洗濯する,garbitu
1319,abwischen::V,拭く,xukatu
1320,spülen::V,洗う,irakutzi
1321,spülen::V,すすぐ,irakutzi
1322,fegen::V,掃除する,erraztatu
1323,kehren::V,掃く,isastu
1324,baden::V,入浴する,bainatu
1325,baden::V,入浴する,bainua hartu
1326,sich waschen::V,洗う,burua garbitu
1327,ausziehen::V,脱ぐ,erantzi
1328,anziehen::V,着る,jantzi
1329,sich anziehen::V,着る,jantzi
1330,kämmen::V,梳く,orraztu
1331,schmücken::V,飾る,apaindu
1332,sagen::V,言う,esan
1333,sprechen::V,話す,mintzatu
1334,sprechen::V,話す,hitz egin
1335,reden::V,話す,hitz egin
1336,sich unterhalten::V,話をする,solastu
1337,sich unterhalten::V,話をする,solas egin
1338,fragen::V,聞く,galdetu
1339,bitten::V,頼む,eskatu
1340,bitten::V,頼む,galdegin
1341,bitten::V,お願いする,eskatu
1342,bitten::V,お願いする,galdegin
1343,erzählen::V,物語る,edestu
1344,erzählen::V,物語る,kontatu
1345,mitteilen::V,伝える,jakinarazi
1346,nennen::V,名づける,izena eman
1347,rufen::V,呼ぶ,dei egin
1348,prahlen::V,自慢する,harrokerian ibili
1349,prahlen::V,自慢する,ahoberokeriak esan
1350,übersetzen::V,訳す,itzuli
1351,denken::V,考える,pentsatu
1352,denken::V,考える,gogoeta egin
1353,glauben::V,信じる,sinetsi
1354,bemerken::V,気が付く,ohartu
1355,bemerken::V,気が付く,konturatu
1356,erkennen::V,認識する,ezagutu
1357,erkennen::V,認識する,antzeman
1358,begreifen::V,分かる,ulertu
1359,verstehen::V,聞き取る,aditu
1360,lernen::V,学ぶ,ikasi
1361,lernen::V,勉強する,ikasi
1362,wissen::V,知っている,jakin
1363,sich erinnern an::V,思い出す,gogoratu
1364,sich erinnern an::V,思い出す,gogoan izan
1365,vergessen::V,忘れる,ahaztu
1366,vergessen::V,忘れる,ahantzi
1367,messen::V,計る,neurtu
1368,messen::V,測定する,neurtu
1369,zählen::V,数える,zenbatu
1370,zählen::V,数える,kopuratu
1371,rechnen::V,計算する,kalkulatu
1372,lesen::V,読む,irakurri
1373,malen::V,描く,margotu
1374,zeichnen::V,写生する,marraztu
1375,schreiben::V,書く,idatzi
1376,besitzen::V,所持する,ukan
1377,besitzen::V,所持する,eduki
1378,kaufen::V,買う,erosi
1379,verkaufen::V,売る,saldu
1380,bezahlen::V,払う,ordaindu
1381,zahlen::V,支払う,ordaindu
1382,beherrschen::V,支配する,menpean izan
1383,ertragen::V,耐える,jasan
1384,ertragen::V,耐える,pairatu
