,Concept_ID,fa,ko
824,wohin::FADV,بکجا,어디로
825,wie::FADV,چطور,어떻게
826,wie::FADV,چگونه,어떻게
827,warum::FADV,چرا,왜
828,warum::FADV,برای چه,왜
829,wieviel::FNUM,چند,얼마만큰
830,wieviel::FNUM,چقدر,얼마만큰
831,eins::NUM,یک,하나
832,zwei::NUM,دو,둘
833,drei::NUM,سه,셋
834,vier::NUM,چهار,넷
835,fünf::NUM,پنج,다섯
836,sechs::NUM,شش,여섯
837,sieben::NUM,هفت,일곱
838,acht::NUM,هشت,여덟
839,neun::NUM,نه,아홉
840,zehn::NUM,ده,열
841,elf::NUM,یازده,열하나
842,zwölf::NUM,دوازده,열둘
843,zwanzig::NUM,بیست,스물
844,dreißig::NUM,سی,서름
845,vierzig::NUM,چهل,마흔
846,fünfzig::NUM,پنجاه,숸
847,sechzig::NUM,شصت,에순
848,siebzig::NUM,هفتاد,일흔
849,achtzig::NUM,هشتاد,여든
850,neunzig::NUM,نود,아흔
851,hundert::NUM,صد,백
852,tausend::NUM,هزار,천
853,und::CNJ,و,와
854,oder::CNJ,یا,아니면
855,stehen::V,ایستادن,서다
856,sitzen::V,نشستن,앉다
857,liegen::V,خوابیدن,눕다
858,liegen::V,دراز کشیدن,눕다
859,hängen::V,آویزان بودن,달다
860,werden::V,شدن,되다
861,passieren::V,گذشتن,지장옶다
862,passieren::V,اتفاق افتادن,지장옶다
863,beginnen::V,شروع شدن,시작되다
864,enden::V,تمام شدن,큳내다
865,wechseln::V,عوض شدن,병경하다
866,aufgehen[Sonne]::V,برآمدن,뜨다
867,aufgehen[Sonne]::V,طلوع کردن,뜨다
868,untergehen[Sonne]::V,غروب کردن,지다
869,scheinen[Sonne]::V,تابیدن,빛나다
870,donnern::V,رعد زدن,천둥치다
871,wehen::V,دمیدن,풀다
872,strömen::V,روان شدن,흐르다
873,fließen::V,روان شدن,흐르다
874,sich drehen::V,چرخیدن,돌다
875,schwanken::V,خم و راست شدن,동요하다
876,schwingen::V,تاب خوردن,흔들다
877,schwingen::V,نوسان کردن,흔들다
878,fallen::V,افتادن,떨어지다
879,fallen::V,سقوط کردن,떨어지다
880,brennen::V,سوزاندن,타다
881,rauchen::V,دود کردن,김이나다
882,regnen::V,باران آمدن,비가오다
883,gefrieren::V,یخ بستن,얼다
884,tauen::V,آب شدن,녹다
885,schmelzen::V,آب شدن,녹다
886,trocknen::V,خشک شدن,홈치다
887,sieden::V,جوشیدن,끓다
888,faulen::V,فاسد شدن,부패하다
889,verfaulen::V,پوسیدن,썩다
890,reißen::V,پاره شدن,지바찢다
891,versinken::V,غرق شدن,가라앉다
892,vergehen::V,گذشتن,지나가다
893,erscheinen::V,ظاهر شدن,나타나다
894,verschwinden::V,گم شدن,사라지다
895,verschwinden::V,از بین رفتن,사라지다
896,sinken::V,پایین آمدن,가라앉다
897,abnehmen::V,کم شدن,떼어내다
898,zunehmen::V,زیاد شدن,증가하다
899,steigen::V,بالا رفتن,상승하다
900,wachsen::V,قد کشیدن,생기하다
901,glänzen::V,برق زدن,뛰오나다
902,funkeln::V,جرقه زدن,불티가잍어나다
903,lärmen::V,شلوغ کردن,떠들다
904,läuten::V,زنگ زدن,울시다
905,klingeln::V,زنگ زدن,초닌총을울리다
906,klirren::V,جرنگ جرنگ صدا کردن,탁탁울리다
907,brausen::V,طوفانی بودن,쏴쏴소리내다
908,rauschen::V,خش‌خش کردن,솨솨
909,klingen::V,صدا دادن,반향하다
910,bellen::V,عوعو کردن,짖다
911,heulen::V,زوزه کشیدن,포효하다
912,blasen::V,فوت کردن,불다
913,pfeifen::V,سوت زدن,피리를불다
914,schreien::V,فریاد زدن,절규하다
915,stöhnen::V,نالیدن,신음하다
916,zittern::V,لرزیدن,저뉼하다
917,leben::V,زیستن,살다
918,leben::V,زندگی کردن,살다
919,geboren werden::V,متولد شدن,태어난
920,atmen::V,تنفس کردن,숨쉬다
921,trinken::V,نوشیدن,마시다
922,essen::V,خوردن,먹다
923,schlucken::V,بلعیدن,들이켜다
924,schlucken::V,قورت دادن,들이켜다
925,müde werden::V,خسته شدن,
926,einschlafen::V,خواب رفتن,잠들다
927,schlafen::V,خوابیدن,자다
928,aufwachen::V,از خواب بیدار شدن,눈트다
929,aufstehen::V,بیدار شدن,서다
930,sich erholen::V,استراحت کردن,회복하다
931,krank werden::V,مریض شدن,
932,krank sein::V,بیمار بودن,
933,schmerzen::V,درد کردن,아프다
934,husten::V,سرفه کردن,잔기침하다
935,genesen::V,بهبود یافتن,낫다
936,sterben::V,مردن,죽다
937,umkommen::V,کشته شدن,못쓰게되다
938,sich bewegen::V,حرکت کردن,움직이다
939,sich rühren::V,تکان خوردن,움직이다
940,sich erheben::V,برخواستن,이러서다
941,sich setzen::V,نشستن,앉히다
942,hinfallen::V,زمین خوردن,넘어지다
943,laufen::V,پیاده رفتن,걷다
944,schreiten::V,قدم زدن,보행하다
945,spazierengehen::V,گردش رفتن,산보하다
946,eilen::V,شتاب کردن,서둘다
947,sich beeilen::V,عجله کردن,서둘게하다
948,sausen::V,صفیر کشیدن,서들러 떠나다
949,rennen::V,دویدن,달리다
950,springen::V,پریدن,도약하다
951,klettern::V,بالا رفتن,갑겨오르다
952,schaukeln::V,تاب خوردن,흔들리게하다
953,kriechen::V,خزیدن,기다
954,schwimmen::V,شنا کردن,헤엄치다
955,tauchen::V,غواصی کردن,잠기다
956,rudern::V,پارو زدن,물을헤치다
957,fahren::V,سواره رفتن,가다
958,fahren::V,سواره رفتن,나르다
959,fliegen::V,پریدن,날다
960,gehen::V,رفتن,가다
961,weggehen::V,رفتن,팔리다
962,abfahren::V,حرکت کردن,출발하다
963,anhalten::V,ایست کردن,멈추다
964,hineingehen::V,داخل شدن,(그리로)가다
965,eintreten::V,وارد شدن,들러가다
966,kommen::V,آمدن,오다
967,ankommen::V,رسیدن,고챀하다
968,zurückkommen::V,برگشتن,보기
969,bleiben::V,ماندن,체류
970,warten::V,منتظر بودن,기다리다
971,erwarten::V,انتظار داشتن,기대하다
972,suchen::V,جستجو کردن,찾다
973,suchen::V,جستجو کردن,구하다
974,finden::V,یافتن,찾아내다
975,finden::V,پیدا کردن,찾아내다
976,versuchen::V,سعی کردن,시험하다
977,versuchen::V,کوشش کردن,시험하다
978,vorbereiten::V,آماده کردن,재비하다
979,lieben::V,عاشق بودن,사랑하다
980,mögen::V,میل داشتن,줗아하다
981,mögen::V,دوست داشتن,줗아하다
982,lachen::V,خندیدن,웃다
983,rühren::V,به رقت آوردن,건드리다
984,weinen::V,گریه کردن,울다
985,schimpfen::V,فحاشی کردن,꾸짖다
986,sich ärgern::V,ناراحت شدن,화를내게 하다
987,sich fürchten::V,واهمه کردن,두려원하다
988,fürchten::V,ترسیدن,두려원하다
989,fliehen::V,گریختن,도망치다
990,flüchten::V,فرار کردن,도주하다
991,sehen::V,دیدن,보다
992,anschauen::V,نگاه کردن,바라보다
993,ansehen::V,تماشا کردن,바라보다
994,hören::V,شنیدن,듣다
995,zuhören::V,گوش دادن,듣다
996,probieren::V,چشیدن,시식하다
997,riechen::V,بوییدن,내새를맡다
998,riechen::V,بو کردن,내새를맡다
999,fühlen::V,احساس کردن,느끼다
1000,scheinen::V,بنظر آمدن,...것같다
1001,zu sehen sein::V,دیده شدن,보이는
1002,vernehmen::V,شنیدن,듣다
1003,vernehmen::V,شنیدن,들어서일다
1004,frieren::V,سرد بودن,춥다
1005,tun::V,کردن,하다
1006,können::V,توانستن,할주릴다
1007,wollen::V,خواستن,바라다
1008,anfangen::V,شروع کردن,시작하다
1009,beenden::V,تمام کردن,다하다
1010,beenden::V,پایان دادن,다하다
1011,aufhören::V,دست کشیدن,그만두다
1012,gelingen::V,موفق شدن,성국하다
1013,geraten::V,نتیجه دادن,잘되어가다
1014,öffnen::V,گشودن,열다
1015,öffnen::V,باز کردن,열다
1016,schließen::V,بستن,추측하다
1017,schließen::V,قفل کردن,추측하다
1018,stellen::V,گذاردن,세우다
1019,setzen::V,نشاندن,놓다
1020,legen::V,گذاشتن,눕히다
1021,berühren::V,دست زدن,대다
1022,berühren::V,لمس کردن,대다
1023,verbinden::V,وصل کردن,옝열하다
1024,bedecken::V,پوشاندن,덮다
1025,aufhängen::V,آویختن,매달다
1026,anzünden::V,سوزاندن,점화하다
1027,aufheben::V,برداشتن,위로올리다
1028,aufheben::V,بلند کردن,위로올리다
1029,zurücklassen::V,گذاشتن,튀에남기다
1030,verlieren::V,گم کردن,잃다
1031,fallen lassen::V,انداختن,떨어뜨리다
1032,machen::V,کردن,하다
1033,machen::V,ساختن,하다
1034,herstellen::V,ساختن,제조하다
1035,herstellen::V,تولید کردن,제조하다
1036,bauen::V,ساختن,짓다
1037,bauen::V,بنا کردن,짓다
1038,reparieren::V,درست کردن,수셩자다
1039,reparieren::V,تعمیر کردن,수셩자다
1040,verbessern::V,بهتر کردن,정정하다
1041,ändern::V,تغییر دادن,바꾸다
1042,graben::V,کندن,파다
1043,graben::V,گود کردن,파다
1044,beugen::V,کج کردن,구부리다
1045,biegen::V,خم کردن,굽히다
1046,drehen::V,چرخاندن,회전
1047,wenden::V,برگرداندن,회전시키다
1048,umdrehen::V,برگرداندن,회전시키다
1049,heben::V,برداشتن,일으아키다
1050,hochheben::V,برآوردن,틀어올리다
1051,hochheben::V,بلند کردن,틀어올리다
1052,ergreifen::V,گرفتن,잡다
1053,halten::V,نگاه داشتن,잡다
1054,drücken::V,فشار دادن,누르다
1055,drücken::V,فشار آوردن,누르다
1056,schieben::V,هل دادن,밀다
1057,kratzen::V,خاریدن,긁다
1058,lecken::V,لیسیدن,핥다
1059,beißen::V,گاز زدن,물다
1060,abreißen::V,پاره کردن,
1061,abschneiden::V,بریدن,귾어내다
1062,abschneiden::V,قطع کردن,귾어내다
1063,binden::V,بستن,매다
1064,stecken::V,فرو کردن,찌르다
1065,brechen::V,شکستن,금
1066,klopfen::V,کوبیدن,치다
1067,hauen::V,زدن,때리다
1068,kleben::V,چسباندن,들러붙다
1069,reiben::V,مالش دادن,문지르다
1070,streichen::V,مالیدن,쓰다듬다
1071,schleifen::V,تیز کردن,갈다
1072,schneiden::V,چیدن,베다
1073,schneiden::V,بریدن,베다
1074,rütteln::V,لرزاندن,흔들다
1075,rütteln::V,تکان دادن,흔들다
1076,schütteln::V,تکان دادن,흔들다
1077,schwenken::V,تاب دادن,흔들다
1078,schütten::V,ریختن,따르다
1079,füllen::V,پر کردن,담다
1080,einwickeln::V,پیچیدن,싸다
1081,tragen::V,بردن,지우다
1082,tragen::V,حمل کردن,지우다
1083,schleppen::V,کشیدن,끌다
1084,ziehen::V,کشیدن,당기다
1085,aufbewahren::V,نگهداری کردن,간직하다
1086,werfen::V,انداختن,던지다
1087,werfen::V,پرتاب کردن,던지다
1088,fangen::V,گرفتن,밥다
1089,packen::V,گرفتن,쥐다
1090,verstecken::V,قایم کردن,숨기다
1091,verstecken::V,پنهان کردن,숨기다
1092,teilen::V,قسمت کردن,나누다
1093,teilen::V,تقسیم کردن,나누다
1094,schicken::V,فرستادن,보내다
1095,schicken::V,ارسال کردن,보내다
1096,bringen::V,آوردن,가겨
1097,hinzufügen::V,افزودن,부가하다
1098,hinzufügen::V,اضافه کردن,부가하다
1099,bekommen::V,گرفتن,얻다
1100,erhalten::V,دریافت کردن,지니다
1101,nehmen::V,گرفتن,잡다
1102,nehmen::V,برداشتن,잡다
1103,wählen::V,انتخاب کردن,선거하다
1104,auswählen::V,برگزیدن,선출하다
1105,bewahren::V,حفظ کردن,저장보종
1106,bewahren::V,حفاظت کردن,저장보종
1107,behindern::V,مانع بودن,훼방하다
1108,verderben::V,از بین بردن,못쓰게 되다
1109,beschädigen::V,صدمه زدن,상하게하다
1110,zerbrechen::V,شکستن,깨뜨리다
1111,zerreißen::V,دریدن,잡아쫓다
1112,zerreißen::V,پاره کردن,잡아쫓다
1113,zerstören::V,خراب کردن,파괴하다
1114,zerstören::V,ویران کردن,파괴하다
1115,verbrennen::V,سوزاندن,소실하다
1116,geben::V,دادن,주다
1117,reichen::V,دادن,내일다
1118,schenken::V,هدیه دادن,주다
1119,versprechen::V,قول دادن,약속하다
1120,versprechen::V,وعده دادن,약속하다
1121,wünschen::V,آرزو کردن,바라다
1122,loben::V,ستایش کردن,칭찬하다
1123,küssen::V,بوسیدن,키스하다
1124,wiegen::V,نوسان کردن,어르다
1125,zudecken::V,پوشاندن,뚜꺼을하다
1126,wecken::V,بیدار کردن,깨우다
1127,zeigen::V,نشان دادن,보이다
1128,führen::V,رهنمائی کردن,가게하다
1129,lehren::V,آموختن,가르치다
1130,lehren::V,یاد دادن,가르치다
1131,unterrichten::V,درس دادن,가르지다
1132,unterrichten::V,تدریس کردن,가르지다
1133,aufziehen::V,تربیت کردن,사육하다
1134,leiten::V,اداره کردن,이끌다
1135,antreiben::V,عجله دادن,몰다
1136,lassen::V,وادار کردن,내버려두다
1137,einladen::V,دعوت کردن,초청하다
1138,einladen::V,مهمان کردن,초청하다
1139,vereinigen::V,یکی کردن,하나로하다
1140,vereinigen::V,متحد کردن,하나로하다
1141,besuchen::V,دیدار کردن,방문하다
1142,treffen::V,ملاقات کردن,만나다
1143,sich versammeln::V,جمع شدن,조립하다
1144,spielen::V,بازی کردن,눌다
1145,singen::V,آواز خواندن,노래하다
1146,tanzen::V,رقصیدن,춤추하다
1147,sich trennen::V,جدا شدن,가르다
1148,verlassen::V,ترک کردن,버림받은
1149,retten::V,نجات دادن,구조하다
1150,bewachen::V,حراست کردن,치키다
1151,schützen::V,حفظ کردن,보호하다
1152,verteidigen::V,دفاع کردن,막다
1153,sich schlagen::V,کتک‌کاری کردن,치다
1154,schießen::V,تیر زدن,쏘다
1155,siegen::V,پیروز شدن,이기다
1156,ärgern::V,ناراحت کردن,성을내게하다
1157,schlagen::V,زدن,치다
1158,schlagen::V,کوبیدن,치다
1159,treten::V,لگد زدن,디디다
1160,stechen::V,چاقو زدن,찌르다
1161,stoßen::V,هل دادن,찌르다
1162,stehlen::V,دزدیدن,훔치다
1163,stören::V,مزاحم شدن,움직이다
1164,belästigen::V,زحمت دادن,괴롭히다
1165,verbergen::V,پنهان کردن,숨기다
1166,täuschen::V,گول زدن,속이다
1167,täuschen::V,فریب دادن,속이다
1168,betrügen::V,گول زدن,속이다
1169,betrügen::V,فریب دادن,속이다
1170,töten::V,کشتن,죽이다
1171,wohnen::V,منزل داشتن,실다
1172,wohnen::V,سکونت داشتن,실다
1173,arbeiten::V,کار کردن,일하다
1174,sammeln::V,جمع کردن,모으다
1175,pflücken::V,چیدن,꿔다
1176,jagen::V,شکار کردن,사냥하다
1177,fischen::V,صید کردن,고기를잡다
1178,fischen::V,ماهی‌گیری کردن,고기를잡다
1179,fassen::V,گرفتن,움켜쥐다
1180,hüten::V,چراندن,망보다
1181,hüten::V,مراقبت کردن,망보다
1182,treiben::V,راندن,몰아세우다
1183,anbinden::V,متصل کردن,묶다
1184,füttern::V,غذا دادن,사료를주다
1185,melken::V,دوشیدن,젖을짜다
1186,hacken::V,خرد کردن,자르다
1187,gießen::V,ریختن,물을대다
1188,reifen::V,رسیدن,성숙하다
1189,zubereiten::V,طبخ کردن,조제하다
1190,zubereiten::V,آماده کردن,조제하다
1191,kochen::V,پختن,요리하다
1192,kochen::V,آشپزی کردن,요리하다
1193,backen::V,پختن,쿱다
1194,braten::V,سرخ کردن,굽다
1195,umrühren::V,هم زدن,교반하다
1196,stricken::V,بافتن,뜨개질하다
1197,nähen::V,دوختن,꿰매다
1198,färben::V,رنگ زدن,채색하다
1199,reinigen::V,پاک کردن,청소하다
1200,reinigen::V,تمیز کردن,청소하다
1201,waschen::V,شستن,씻다
1202,abwischen::V,زدودن,닦다
1203,spülen::V,شستن,씻다
1204,fegen::V,جارو کردن,소체하다
1205,kehren::V,جارو کردن,청소하다
1206,baden::V,شنا کردن,감다
1207,baden::V,حمام کردن,감다
1208,sich waschen::V,شستشو کردن,모믈 씻다
1209,ausziehen::V,درآوردن,벗다
1210,anziehen::V,پوشیدن,끌어움직이다
1211,sich anziehen::V,لباس پوشیدن,
1212,kämmen::V,شانه زدن,빗다
1213,schmücken::V,زینت دادن,치레하다
1214,sagen::V,گفتن,말하다
1215,sprechen::V,حرف زدن,말하다
1216,sprechen::V,صحبت کردن,말하다
1217,reden::V,حرف زدن,이야기하다
1218,reden::V,صحبت کردن,이야기하다
1219,sich unterhalten::V,گپ زدن,
1220,fragen::V,پرسیدن,질문하다
1221,fragen::V,سؤال کردن,질문하다
1222,bitten::V,خواهش کردن,원하다
1223,bitten::V,درخواست کردن,원하다
1224,erzählen::V,نقل کردن,이야기하다
1225,erzählen::V,حکایت کردن,이야기하다
1226,mitteilen::V,خبر دادن,이야기하다
1227,nennen::V,نامیدن,부르다
1228,rufen::V,صدا کردن,불러내다
1229,prahlen::V,پز آمدن,자랑하다
1230,übersetzen::V,ترجمه کردن,번역하다
1231,denken::V,فکر کردن,생각하다
1232,glauben::V,باور کردن,믿다
1233,glauben::V,عقیده داشتن,믿다
1234,bemerken::V,متوجه شدن,인자하다
1235,erkennen::V,شناختن,인식하다
1236,erkennen::V,تشخیص دادن,인식하다
1237,begreifen::V,فهمیدن,파악하다
1238,begreifen::V,درک کردن,파악하다
1239,verstehen::V,فهمیدن,이해하다
1240,lernen::V,آموختن,배우다
1241,lernen::V,یاد گرفتن,배우다
1242,wissen::V,دانستن,알다
1243,sich erinnern an::V,به یاد آوردن,상기하다
1244,vergessen::V,فراموش کردن,잊다
1245,messen::V,اندازه گرفتن,측정하다
1246,zählen::V,شمردن,세다
1247,rechnen::V,حساب کردن,게산하다
1248,lesen::V,خواندن,읽다
1249,malen::V,نقاشی کردن,그리다
1250,zeichnen::V,کشیدن,소묘하다
1251,zeichnen::V,رسم کردن,소묘하다
1252,schreiben::V,نوشتن,쓰다
1253,besitzen::V,داشتن,소유하다
1254,kaufen::V,خریدن,사다
1255,kaufen::V,خرید کردن,사다
1256,verkaufen::V,فروختن,팔다
1257,bezahlen::V,پرداختن,지불하다
1258,zahlen::V,پرداخت کردن,치르다
1259,beherrschen::V,مسلط بودن,지배하다
1260,ertragen::V,تحمل کردن,참다
