,Concept_ID,tt,fa
94,Wolke::N,болыт,ابر
95,Regen::N,яңгыр,باران
96,Schnee::N,кар,برف
97,Eis::N,боз,یخ
98,Frost::N,суык,یخبندان
99,Frost::N,салкын,یخبندان
100,Kälte::N,суык,سرما
101,Kälte::N,салкын,سرما
102,Hitze::N,эсселек,گرما
103,Hitze::N,эсселек,حرارت
104,Raureif::N,бәс,برف ریزه
105,Raureif::N,сыкы,برف ریزه
106,Regenbogen::N,салават күпере,رنگین‌کمان
107,Donner::N,күкрәү,رعد
108,Strömung::N,агыш'агым,جریان
109,Tropfen::N,тамчы,قطره
110,Schaum::N,күбек,کف
111,Schmutz::N,пычрак,گل
112,Schmutz::N,пычрак,کثافت
113,See::N,күл,دریاچه
114,Sumpf::N,саз,مرداب
115,Sumpf::N,саз,باتلاق
116,Moor::N,торфлык,باتلاق
117,Wiese::N,болын,چمن
118,Wald::N,урман,جنگل
119,Hügel::N,калку,تل
120,Hügel::N,калку,تپه
121,Anhöhe::N,үр,بلندی
122,Berg::N,тау,کوه
123,Gipfel::N,оч,قله
124,Höhle::N,мәгарә,غار
125,Abhang::N,кабырга,سرازیری
126,Quelle::N,чишмә,چشمه
127,Bach::N,елга,نهر
128,Fluss::N,дәрья,رود
129,Ufer::N,су кырые,ساحل
130,Ufer::N,су кырые,کرانه
131,Küste::N,яр буе,ساحل
132,Festland::N,коры җир,خشکی
133,Meer::N,диңгез,دریا
134,Bucht::N,бухта,خلیج
135,Bucht::N,култык,خلیج
136,Insel::N,атау,جزیره
137,Insel::N,утрау,جزیره
138,Blume::N,чәчкә,گل
139,Gras::N,үлән,علف
140,Wurzel::N,тамыр,ریشه
141,Baum::N,агач,درخت
142,Stamm::N,кәүсә,تنه
143,Rinde::N,кабык,توژ
144,Rinde::N,кабык,پوست
145,Ast::N,ботак,شاخه
146,Zweig::N,ботак,شاخه
147,Zweig::N,тармак,شاخه
148,Blatt::N,яфрак,برگ
149,Birke::N,каен,غان
150,Kiefer[Baum]::N,нарат,کاج
151,Weide[Baum]::N,тал,بید
152,Tanne::N,чыршы,صنوبر
153,Horn::N,мөгез,شاخ
154,Feder::N,йон,پر
155,Fell::N,тире,خز
156,Flügel::N,канат,پر
157,Flügel::N,канат,بال
158,Klaue::N,тырнак,چنگ
159,Klaue::N,тырнак,پنجه
160,Kralle::N,тырнак,پنجه
161,Schwanz::N,койрык,دم
162,Ei::N,күкәй,تخم
163,Ei::N,йомырка,تخم
164,Nest::N,оя,لانه
165,Bau::N,өн,بنا
166,Bau::N,өн,ساختمان
167,Tier::N,хайван,هیوان
168,Herde::N,көтү,رمه
169,Kuh::N,сыер,گاو
170,Bulle::N,үгез,گاو نر
171,Pferd::N,ат,اسب
172,Schaf::N,сарык,گوسفند
173,Schwein::N,дуңгыз,خوک
174,Hund::N,эт,سگ
175,Katze::N,песи,گربه
176,Bär::N,аю,خرس
177,Eichhörnchen::N,тиен,سنجاب
178,Elch::N,поши,گوزن شمالی
179,Fuchs::N,төлке,روباه
180,Hase::N,куян,خرگوش
181,Maus::N,тычкан,موش
182,Wolf::N,бүре,گرگ
183,Vogel::N,кош,پرنده
184,Schwarm::N,көтү,دسته
185,Huhn::N,тавык,مرغ
186,Hahn::N,әтәч,خروس
187,Gans::N,каз,غاز
188,Adler::N,каракош,عقاب
189,Ente::N,үрдәк,اردک
190,Ente::N,үрдәк,مرغابی
191,Eule::N,ябалак,جغد
192,Kranich::N,торна,درنا
193,Krähe::N,карга,زاغ
194,Krähe::N,карга,کلاغ
195,Kuckuck::N,күке,فاخته
196,Kuckuck::N,кәккүк,فاخته
197,Schwan::N,аккош,قو
198,Fisch::N,балык,ماهی
199,Barsch::N,алабуга,ماهی خاردار
200,Hecht::N,чуртан,اردک ماهی
201,Schlange[Tier]::N,елан,مار
202,Wurm::N,корт,کرم
203,Spinne::N,үрмәкүч,عنکبوت
204,Ameise::N,кырмыска,مورچه
205,Laus::N,бет,شپش
206,Mücke::N,черки,پشه
207,Mücke::N,озынборын,پشه
208,Fliege::N,чебен,مگس
209,Schmetterling::N,күбәләк,پروانه
210,Beere::N,җиләк,گیله
211,Apfel::N,алма,سیب
212,Pilz::N,гөмбә,قارچ
213,Zwiebel::N,суган,پیاز
214,Zwiebel::N,суганбаш,پیاز
215,Saat::N,орлык,بذر
216,Korn::N,иген,تخم
217,Korn::N,иген,دانه
218,Korn::N,орлык,تخم
219,Korn::N,орлык,دانه
220,Heu::N,печән,علف خشک
221,Schale::N,кабык,پوست
222,Grube::N,баз,گودال
223,Grube::N,чокыр,گودال
224,Falle::N,тозак,دام
225,Falle::N,капкын,دام
226,Schlinge::N,элмәк,حلقه
227,Spur::N,эз,رد
228,Asche::N,көл,خاکستر
229,Dreck::N,пычрак,کثافت
230,Eisen::N,тимер,آهن
231,Gold::N,алтын,زر
232,Gold::N,алтын,طلا
233,Silber::N,көмеш,نقره
234,Kohle::N,күмер,زغال
235,Glas::N,пыяла,شیشه
236,Lehm::N,балчык,گل
237,Sand::N,ком,شن
238,Sand::N,ком,ماسه
239,Mensch::N,адәм,آدم
240,Mensch::N,адәм,انسان
241,Mensch::N,инсан,آدم
242,Mensch::N,инсан,انسان
243,Mann::N,ир,مرد
244,Frau::N,хатын,زن
245,Kind::N,бала,بچه
246,Kind::N,бала,کودک
247,Junge::N,малай,پسر
248,Mädchen::N,кыз,دختر
249,Familie::N,гаилә,فامیل
250,Familie::N,гаилә,خانواده
251,Großvater::N,бабай,پدربزرگ
252,Großmutter::N,әби,مادر‌بزرگ
253,Eltern::N,ата-ана,والدین
254,Eltern::N,ата-ана,پدر‌و‌مادر
255,Vater::N,ата,پدر
256,Mutter::N,ана,مادر
257,Sohn::N,ул,پسر
258,Tochter::N,кыз,دختر
259,Bruder::N,кардәш,برادر
260,Schwester::N,апа,خواهر
261,Schwester::N,сеңел,خواهر
262,Onkel::N,дәдә,عمو
263,Onkel::N,дәдә,دایی
264,Onkel::N,дәдәй,عمو
265,Onkel::N,дәдәй,دایی
266,Tante::N,түти,عمه
267,Tante::N,түти,خاله
268,Tante::N,тәтәй,عمه
269,Tante::N,тәтәй,خاله
270,Ehemann::N,ир,همسر
271,Ehefrau::N,хатын,همسر
272,Freude::N,сөенеч,شادی
273,Gelächter::N,көлү,خنده
274,Gelächter::N,көлү,قاه‌قاه
275,Gelächter::N,көлеш,خنده
276,Gelächter::N,көлеш,قاه‌قاه
277,Glück::N,бәхет,اقبال
278,Kummer::N,хәсрәт,غم
279,Kummer::N,хәсрәт,غصه
280,Wunsch::N,теләк,آرزو
281,Lust::N,теләк,هوس
282,Lust::N,теләү,هوس
283,Geist::N,рух,روح
284,Gedanke::N,уй,فکر
285,Gedanke::N,фикер,فکر
286,Gedächtnis::N,хәтер,حافظه
287,Verstand::N,акыл,هوش
288,Sinn::N,мәгънә,معنا
289,Sinn::N,мәгънә,مفهوم
290,Grund::N,сәбәп,سبب
291,Grund::N,сәбәп,دلیل
292,Wahrheit::N,хак,حقیقت
293,Gespräch::N,әңгәмә,صحبت
294,Gespräch::N,әңгәмә,گفتگو
295,Märchen::N,әкият,قصه
296,Märchen::N,әкият,افسانه
297,Erzählung::N,хикәя,داستان
298,Nachricht::N,хәбәр,خبر
299,Neuigkeit::N,яңалык,خبر تازه
300,Name::N,исем,اسم
301,Rätsel::N,табышмак,معما
302,Rede::N,нотык,سخن
303,Sprache::N,тел,زبان
304,Stimme::N,тавыш,صدا
305,Wort::N,сүз,کلمه
306,Zeichen::N,ишарә,نشان
307,Zeichen::N,ишарә,علامت
308,Ruf::N,дәшү,صدا
309,Lärm::N,шау,هیاهو
310,Laut::N,аваз,صدا
311,Ton::N,шалтырату,آهنگ
312,Lied::N,җыр,آواز
313,Lied::N,җыр,ترانه
314,Ruhe::N,тынлык,آرامش
315,Leute::N,халык,مردم
316,Volk::N,халык,خلق
317,Arbeit::N,эш,کار
318,Arbeit::N,хезмәт,کار
319,Gast::N,кунак,مهمان
320,Geschenk::N,бүләк,هدیه
321,Spiel::N,уен,بازی
322,Gesellschaft::N,җәмгыять,جمعیت
323,Hilfe::N,ярдәм,کمک
324,Hilfe::N,булышлык,کمک
325,Freund::N,дус,دوست
326,Kamerad::N,иптәш,رفیق
327,Angelegenheit::N,эш,امر
328,Angelegenheit::N,эш,قضیه
329,Anzahl::N,микъдар,عده
330,Anzahl::N,микъдар,شمار
331,Art::N,төр,نوع
332,Stück::N,кисәк,تکه
333,Stück::N,кисәк,قطعه
334,Teil::N,өлеш,بخش
335,Teil::N,өлеш,قسمت
336,Hälfte::N,ярым,نیم
337,Kreis::N,түгәрәк,حلقه
338,Kreis::N,түгәрәк,دایره
339,Kreuz::N,хач,صلیب
340,Kreuz::N,тәре,صلیب
341,Linie::N,сызык,خط
342,Linie::N,сызык,سطر
343,Strich::N,сызык,خط
344,Abstand::N,ара,فاصله
345,Entfernung::N,ераклык,مسافت
346,Gegend::N,урын,منطقه
347,Platz::N,бушлык,گنجایش
348,Ort::N,урын,جا
349,Ort::N,урын,محل
350,Ort::N,урын,مکان
351,Seite::N,як,طرف
352,Mitte::N,урта,وسط
353,Mitte::N,урта,میان
354,Gegenstand::N,нәрсә,چیز
355,Sache::N,нәрсә,چیز
356,Rand::N,чит,کنار
357,Rand::N,чит,حاشیه
358,Kante::N,кырый,لبه
359,Ecke::N,почмак,گوشه
360,Spitze::N,оч,سر
361,Spitze::N,оч,نوک
362,Ende::N,азак,ته
363,Ende::N,азак,آخر
364,Loch::N,тишек,سوراخ
365,Winkel::N,почмак,کنج
366,Muster::N,парча,نقش
367,Größe::N,зурлык,قد
368,Größe::N,зурлык,بزرگی
369,Länge::N,озынлык,طول
370,Höhe::N,биеклек,بلندی
371,Gewicht::N,авырлык,وزن
372,Menge::N,микъдар,مقدار
373,Menge::N,микъдар,اندازه
374,Haufen::N,өем,توده
375,Reihe::N,рәт,ردیف
376,Boot::N,каек,قایق
377,Boot::N,көймә,قایق
378,Ruder::N,ишкәк,پارو
379,Schlitten::N,чана,سورتمه
380,Ski::N,чаңгы,اسکی
381,Lagerfeuer::N,костёр,آتش
382,Last::N,йөк,بار
383,Last::N,йөк,سنگینی
384,Gang::N,йөреш,راه رفتن
385,Schritt::N,адым,قدم
386,Norden::N,төньяк,شمال
387,Süden::N,көньяк,جنوب
388,Westen::N,көнбатыш,غرب
389,Osten::N,шәрык,شرق
390,Osten::N,көнчыгыш,شرق
391,Holz::N,агач,چوب
392,Brett::N,такта,تخته
393,Platte::N,плитә,صفحه
394,Stütze::N,таяу,تکیه
395,Stange::N,колга,میله
396,Stock::N,таяк,چوب
397,Stab::N,таяк,عصا
398,Rohr::N,торба,لوله
399,Haus::N,өй,منزل
400,Haus::N,йорт,منزل
401,Heim::N,гаилә,خانه
402,Heim::N,гаилә,کاشانه
403,Heim::N,нәсел,خانه
404,Heim::N,нәсел,کاشانه
405,Ofen::N,мич,بخاری
406,Fußboden::N,идән,کف اتاق
407,Tisch::N,өстәл,میز
408,Stuhl::N,утыргыч,صندلی
409,Wiege::N,бишек,گهواره
410,Bett::N,ятак,تختخواب
411,Bett::N,урын-җир,تختخواب
412,Regal::N,киштә,قفسه
413,Regal::N,шүрлек,قفسه
414,Kiste::N,әрҗә,صندوق
415,Fenster::N,тәрәзә,پنجره
416,Tür::N,ишек,در
417,Tür::N,ишек,درب
418,Tor::N,капка,دروازه
419,Zaun::N,койма,حصار
420,Dach::N,түбә,بام
421,Leiter::N,баскыч,نردبان
422,Besen::N,себерке,جارو
423,Spaten::N,көрәк,بیل
424,Schaufel::N,көрәк,بیل
425,Schaufel::N,көрәк,پارو
426,Gabel::N,чәннечке,چنگال
427,Löffel::N,кашык,قاشق
428,Messer::N,пычак,کارد
429,Nagel::N,кадак,میخ
430,Netz::N,челтәр,تور
431,Netz::N,челтәр,شبکه
432,Haken::N,ыргак,قلاب
433,Griff::N,тотка,دسته
434,Schloss::N,йозак,قفل
435,Bild::N,рәсем,عکس
436,Bild::N,рәсем,تصویر
437,Bild::N,картина,عکس
438,Bild::N,картина,تصویر
439,Figur::N,сын,تندیس
440,Figur::N,фигура,تندیس
441,Puppe::N,курчак,عروسک
442,Beutel::N,луза,کیسه
443,Bündel::N,бәйләм,بسته
444,Tasche::N,букча,کیف
445,Eimer::N,чиләк,سطل
446,Deckel::N,капкач,در
447,Geschirr::N,савыт-саба,ظرف
448,Geschirr::N,кашык-аяк,ظرف
449,Sack::N,капчык,گونی
450,Tasse::N,чынаяк,فنجان
451,Topf::N,чүлмәк,دیگ
452,Topf::N,чүлмәк,قابلمه
453,Kessel::N,казан,دیگ
454,Essen::N,ашау,خوراک
455,Nahrung::N,азык,غذا
456,Nahrung::N,тәгам,غذا
457,Nahrung::N,ашамлык,غذا
458,Speise::N,ризык,خوراک
459,Fleisch::N,ит,گوشت
460,Getreide::N,ашлык,غله
461,Brei::N,ботка,فرنی
462,Brei::N,ботка,حریره
463,Brot::N,ипи,نان
464,Brot::N,икмәк,نان
465,Scheibe::N,телем,قاچ
466,Scheibe::N,телем,لزگه
467,Fett::N,май,چربی
468,Butter::N,май,کره
469,Öl::N,май,روغن
470,Salz::N,тоз,نمک
471,Suppe::N,шулпа,آش
472,Suppe::N,шулпа,سوپ
473,Honig::N,бал,عسل
474,Milch::N,сөт,شیر
475,Tee::N,чәй,چای
476,Leder::N,күн,چرم
477,Wolle::N,йон,پشم
478,Stoff::N,тукыма,پارچه
479,Nadel::N,энә,سوزن
480,Faden::N,җеп,نخ
481,Knopf::N,төймә,دکمه
482,Knoten::N,төен,گره
483,Farbe::N,буяу,رنگ
484,Kleidung::N,кием,لباس
485,Kleidung::N,кием,پوشاک
486,Hemd::N,күлмәк,پیراهن
487,Kragen::N,яка,یقه
488,Ärmel::N,җиң,آستین
489,Hose::N,чалбар,شلوار
490,Gürtel::N,билбау,کمر‌بند
491,Mütze::N,бүрек,کلاه
492,Schuh::N,башмак,کفش
493,Stiefel::N,итек,چکمه
494,Ring::N,балдак,حلقه
495,Ring::N,балдак,انگشتر
496,Band::N,тасма,نوار
497,Band::N,тасма,روبان
498,Kamm::N,тарак,شانه
499,Spiegel::N,көзге,آینه
500,Riemen::N,каеш,تسمه
501,Schnur::N,бау,ریسمان
502,Leine::N,тезген,قلاده
503,Decke::N,юрган,پتو
504,Kissen::N,мендәр,بالش
505,Tuch::N,яулык,شال
506,Handtuch::N,сөлгә,حوله
507,Kraft::N,егәр,نیرو
508,Kraft::N,дәрман,نیرو
509,Stärke::N,көч,زور
510,Stärke::N,дәрман,زور
511,Gesundheit::N,саулык,سلامتی
512,Gesundheit::N,саулык,تندرستی
513,Krankheit::N,чир,بیماری
514,Krankheit::N,хаста,بیماری
515,Krankheit::N,сырхау,بیماری
516,Schmerz::N,авырту,درد
517,Wunde::N,яра,زخم
518,Wunde::N,җәрәхәт,زخم
519,Fieber::N,бизгәк,تب
520,Arznei::N,дару,دارو
521,Brücke::N,күпер,پل
522,Brunnen::N,кое,چاه
523,Weide::N,утлавык,چراگاه
524,Pfad::N,сукмак,راه
525,Weg::N,юл,راه
526,Weg::N,юл,طریق
527,Straße::N,урам,راه
528,Straße::N,урам,جاده
529,Dorf::N,авыл,ده
530,Dorf::N,авыл,روستا
531,Stadt::N,шәһәр,شهر
532,Brief::N,хат,نامه
533,Buch::N,китап,کتاب
534,Buchstabe::N,хәреф,حرف
535,Zeitung::N,газет,روزنامه
536,Zeitung::N,газета,روزنامه
537,Leben::N,гомер,عمر
538,Leben::N,гомер,زندگی
539,Leben::N,тормыш,عمر
540,Leben::N,тормыш,زندگی
541,Leben::N,тереклек,عمر
542,Leben::N,тереклек,زندگی
543,Tod::N,үлем,مرگ
544,Grab::N,гүр,گور
545,Grab::N,гүр,مزار
546,Grab::N,кабер,گور
547,Grab::N,кабер,مزار
548,Kirche::N,чиркәү,کلیسا
549,Sünde::N,язык,بزه
550,Sünde::N,язык,گناه
551,Sünde::N,гөнаһ,بزه
552,Sünde::N,гөнаһ,گناه
553,Gott::N,алла,خدا
554,Gott::N,ходай,خدا
555,Arbeiter::N,эшче,کارگر
556,Chef::N,башлык,رئیس
557,Meister::N,оста,استاد
558,Arzt::N,врач,پزشک
559,Arzt::N,табиб,پزشک
560,Lehrer::N,укытучы,معلم
561,Lehrer::N,укытучы,آموزگار
562,Lehrer::N,мөгаллим,معلم
563,Lehrer::N,мөгаллим,آموزگار
564,Geld::N,акча,پول
565,Geschäft::N,эш,کار
566,Geschäft::N,эш,بیزنس
567,Laden::N,кибет,دکان
568,Laden::N,кибет,مغازه
569,Laden::N,магазин,دکان
570,Laden::N,магазин,مغازه
571,Preis::N,бәя,بها
572,Preis::N,бәя,قیمت
573,Preis::N,бәһа,بها
574,Preis::N,бәһа,قیمت
575,Ware::N,товар,جنس
576,Ware::N,товар,کالا
577,Nutzen::N,файда,مزیت
578,Nutzen::N,файда,امتیاز
579,Reichtum::N,байлык,مال
580,Reichtum::N,байлык,ثروت
581,Welt::N,дөнья,دنیا
582,Land::N,ил,کشور
583,Land::N,ил,مملکت
584,Staat::N,дәүләт,دولت
585,König::N,патша,شاه
586,König::N,патша,پادشاه
587,Macht::N,хакимият,قدرت
588,Macht::N,хакимият,اختیار
589,Grenze::N,чик,مرز
590,Krieg::N,сугыш,جنگ
591,Feind::N,дошман,دشمن
592,Gewalt::N,көчләү,زور
593,Gewalt::N,көчләү,خشونت
594,Kampf::N,көрәш,نبرد
595,Kampf::N,көрәш,مبارزه
596,Bogen[Waffe]::N,җәя,کمان
597,Pfeil::N,ук,تیر
598,Gewehr::N,мылтык,تفنگ
599,Fehler::N,хата,غلط
600,Fehler::N,хата,اشتباه
601,Lüge::N,ялган,دروغ
602,Schaden::N,зыян,آسیب
603,Schaden::N,зыян,خسارت
604,Schaden::N,зарар,آسیب
605,Schaden::N,зарар,خسارت
606,Unglück::N,бәла,بلا
607,Schuld::N,гаеп,گناه
608,Schuld::N,гаеп,تقصیر
609,Alter::N,яшь,سن
610,Alter::N,яшь,عمر
611,Schluss::N,ахыр,انتها
612,Zeit::N,заман,وقت
613,Zeit::N,заман,زمان
614,Tag::N,көн,روز
615,Morgen::N,иртә,صبح
616,Mittag::N,өйлә,ظهر
617,Abend::N,кич,شب
618,Abend::N,кич,عصر
619,Nacht::N,төн,شب
620,Woche::N,атна,هفته
621,Monat::N,ай,ماه
622,Jahr::N,ел,سال
623,Frühling::N,яз,بهار
624,Sommer::N,җәй,تابستان
625,Herbst::N,көз,پاییز
626,Winter::N,кыш,زمستان
627,Januar::N,гыйнвар,ژانویه
628,Februar::N,февраль,فوریه
629,März::N,март,مارس
630,April::N,апрель,آوریل
631,Mai::N,май,مه
632,Juni::N,июнь,ژوئن
633,Juli::N,июль,ژویه
634,August::N,август,اوت
635,September::N,сентябрь,سپتامبر
636,Oktober::N,октябрь,اکتبر
637,November::N,ноябрь,نوامبر
638,Dezember::N,декабрь,دسامبر
639,Montag::N,дүшәмбе,دو‌شنبه
640,Dienstag::N,сишәмбе,سه‌شنبه
641,Mittwoch::N,чәршәмбе,چهار‌شنبه
642,Donnerstag::N,атнакич,پنج شنبه
643,Donnerstag::N,пәнҗешәмбе,پنج شنبه
644,Freitag::N,җомга,جمعه
645,Samstag::N,шимбә,شنبه
646,Sonntag::N,якшәмбе,یکشنبه
647,groß::A,зур,بزرگ
648,klein::A,кечкенә,کوچک
649,lang::A,озын,بلند
650,kurz::A,кыска,کوتاه
651,breit::A,киң,پهن
652,schmal::A,кысык,تنگ
653,schmal::A,кысык,نازک
654,dicht::A,куе,چگال
655,dicht::A,куе,انبوه
656,dick[Gegenstand]::A,калын,ضخیم
657,dünn::A,нечкә,نازک
658,fein::A,нәзакәтле,ریز
659,fein::A,нәзакәтле,باریک
660,fest::A,нык,محکم
661,flach::A,яссы,صاف
662,flach::A,яссы,مسطح
663,flach::A,ялпак,صاف
664,flach::A,ялпак,مسطح
665,glatt::A,шома,لیز
666,hart::A,каты,سفت
667,weich::A,йомшак,نرم
668,weich::A,йомшак,ملایم
669,rund::A,түгәрәк,گرد
670,spitz::A,очлы,تیز
671,spitz::A,очлы,نوک‌تیز
672,scharf::A,үткен,تیز
673,scharf::A,үткен,برنده
674,stumpf::A,үтмәс,کند
675,schwer::A,салмак,سنگین
676,schön::A,гүзәл,زیبا
677,heiß::A,эссе,داغ
678,warm::A,җылы,گرم
679,kalt::A,суык,سرد
680,kalt::A,салкын,سرد
681,kühl::A,салкынча,خنک
682,frisch::A,салкынча,تازه
683,feucht::A,юеш,مرطوب
684,nass::A,дымлы,تر
685,nass::A,дымлы,خیش
686,trocken::A,коры,خشک
687,voll::A,тулы,پر
688,leer::A,буш,خالی
689,offen::A,ачык,باز
690,geschlossen::A,йомык,بسته
691,sauber::A,пакь,پاک
692,sauber::A,пакь,تمیز
693,sauber::A,чиста,پاک
694,sauber::A,чиста,تمیز
695,schmutzig::A,керле,کثیف
696,schmutzig::A,керле,آلوده
697,schmutzig::A,пычрак,کثیف
698,schmutzig::A,пычрак,آلوده
699,roh::A,чи,خام
700,reif::A,өлгергән,رسیده
701,lecker::A,тәмле,لذیذ
702,lecker::A,тәмле,خوشمزه
703,süß::A,татлы,شیرین
704,bitter::A,ачы,تلخ
705,sauer::A,әче,ترش
706,hell::A,якты,روشن
707,dunkel::A,кара,تاریک
708,schwarz::A,кара,سیاه
709,weiß::A,ак,سفید
710,rot::A,кызыл,سرخ
711,rot::A,кызыл,قرمز
712,gelb::A,сары,زرد
713,blau::A,күк,آبی
714,grün::A,яшел,سبز
715,grau::A,соры,طوسی
716,grau::A,соры,خاکستری
717,bunt::A,чуар,رنگارنگ
718,billig::A,арзан,ارزان
719,teuer::A,хаклы,گران
720,wertvoll::A,кыйммәтле,قیمتی
721,wertvoll::A,кыйммәтле,گرانبها
722,blind::A,сукыр,کور
723,blind::A,сукыр,نابینا
724,blind::A,күзсез,کور
725,blind::A,күзсез,نابینا
726,taub::A,чукрак,کر
727,taub::A,чукрак,ناشنوا
728,taub::A,саңгырау,کر
729,taub::A,саңгырау,ناشنوا
730,kräftig::A,егәрле,قوی
731,stark::A,нык,قوی
732,stark::A,нык,نیرومند
733,stark::A,базык,قوی
734,stark::A,базык,نیرومند
735,schwach::A,зәгыйфь,ضعیف
736,fett::A,симез,چرب
737,schlank::A,нәзек,باریک‌اندام
738,hübsch::A,чибәр,قشنگ
739,hübsch::A,чибәр,خوشگل
740,böse::A,усал,بد
741,dumm::A,акылсыз,احمق
742,faul::A,ялкау,لش
743,faul::A,ялкау,تنبل
744,faul::A,иренчәк,لش
745,faul::A,иренчәк,تنبل
746,fleißig::A,тырыш,زرنگ
747,fleißig::A,тырышучан,زرنگ
748,geizig::A,саран,خسیس
749,klug::A,акыллы,عاقل
750,klug::A,акыллы,باهوش
751,geschickt::A,маһир,ماهر
752,lieb::A,сөекле,عزیز
753,lustig::A,күңелле,شاد
754,lustig::A,күңелле,خوشحال
755,sanft::A,басынкы,لطیف
756,hungrig::A,ач,گرسنه
757,krank::A,чирле,مریض
758,krank::A,чирле,بیمار
759,krank::A,сырхау,مریض
760,krank::A,сырхау,بیمار
761,nackt::A,шәрә,لخت
762,nackt::A,шәрә,برهنه
763,traurig::A,ямансу,غمگین
764,lebendig::A,тере,زنده
765,gut::A,яхшы,خوب
766,schlecht::A,начар,بد
767,richtig::A,дөрес,درست
768,schlimm::A,әшәкә,وخيم
769,wahr::A,чып-чын,درست
770,wahr::A,чып-чын,حقیقی
771,alt::A,иске,کهنه
772,neu::A,яңа,نو
773,ehemalig::A,элекке,قبلی
774,alt[Lebewesen]::A,карт,پیر
775,jung::A,яшь,جوان
776,arm::A,фәкыйрь,فقیر
777,reich::A,бай,پولدار
778,reich::A,бай,ثروتمند
779,bekannt::A,таныш,آشنا
780,bekannt::A,таныш,معلوم
781,berühmt::A,атаклы,مشهور
782,fremd::A,ят,خارجی
783,fremd::A,ят,بیگانه
784,verschieden::A,төрле,مختلف
785,verschieden::A,төрле,متفاوت
786,nah::A,якын,نزدیک
787,fern::A,ерак,دور
788,linker::A,сул,چپ
789,rechter::A,уң,راست
790,anderer::A,бүтән,دیگر
791,erster::A,беренче,اول
792,zweiter::A,икенче,دوم
793,dritter::A,өченче,سوم
794,letzter::A,ахыргы,آخر
795,allein::ADV,ялгыз,تنها
796,auf einmal::ADV,бердән,همزمان
797,zusammen::ADV,бергә,باهم
798,lange::ADV,озак,مدت‌ها
799,lange::ADV,озак,مدت زیادی
800,plötzlich::ADV,искәрмәстән,ناگهان
801,sofort::ADV,хәзер,فوراً
