,Concept_ID,et,it
837,hier::ADV,siin,qua
838,hierhin::ADV,siia,qua
839,von hier::ADV,siit,ne
840,von hier::ADV,siit,da qui
841,dort::ADV,seal,lì
842,dorthin::ADV,sinna,là
843,geradeaus::ADV,otse edasi,diritto
844,vorwärts::ADV,edasi,avanti
845,rückwärts::ADV,tagurpidi,all'indietro
846,zurück::ADV,tagasi,di indietro
847,unten::ADV,all,giù
848,unten::ADV,all,sotto
849,unten::ADV,allpool,giù
850,unten::ADV,allpool,sotto
851,hinab::ADV,alla,giù
852,hinab::ADV,alla,in giù
853,oben::ADV,ülal,su
854,oben::ADV,ülal,sopra
855,hinauf::ADV,üles,in sù
856,hinauf::ADV,üles,in alto
857,überall::ADV,kõikjal,dappertutto
858,nicht::ADV,ei,non
859,nicht::ADV,mitte,non
860,ein wenig::ADV,veidi,un po'
861,ein wenig::ADV,veidi,un poco
862,ein wenig::ADV,natuke,un po'
863,ein wenig::ADV,natuke,un poco
864,kaum::ADV,vaevalt,a appena
865,sehr::ADV,väga,molto
866,so::ADV,nii,così
867,so::ADV,nii,tanto
868,noch::ADV,veel,ancora
869,nur::ADV,ainult,solo
870,nur::ADV,ainult,soltanto
871,schon::ADV,juba,già
872,wieder::ADV,jälle,di nuovo
873,vergebens::ADV,asjata,invano
874,vor::PRP,ees,davanti a
875,hinter::PRP,taha,dietro
876,unter::PRP,all,sotto
877,durch::PRP,läbi,per
878,durch::PRP,läbi,attraverso
879,durch::PRP,kaudu,per
880,durch::PRP,kaudu,attraverso
881,neben::PRP,kõrval,a accanto a
882,zwischen::PRP,vahel,fra
883,wegen::PRP,tõttu,a causa di
884,wegen::PRP,pärast,a causa di
885,dies::PRN,see,ciò
886,dies::PRN,see,questo
887,das::PRN,see,ciò
888,das::PRN,see,quello
889,alles::PRN,kõik,tutto
890,ich::PRN,mina,ìo
891,du::PRN,sina,tu
892,er::PRN,tema,lui
893,er::PRN,tema,egli
894,wir::PRN,me,noi
895,ihr::PRN,te,voi
896,sie::PRN,nad,loro
897,was::FPRN,mis,che
898,was::FPRN,mis,che cosa
899,wer::FPRN,kes,chi
900,wo::FADV,kus,dove
901,wohin::FADV,kuhu,dove
902,wie::FADV,kuidas,come
903,warum::FADV,miks,perche
904,wieviel::FNUM,mitu,quanto
905,wieviel::FNUM,kui palju,quanto
906,eins::NUM,üks,uno
907,zwei::NUM,kaks,due
908,drei::NUM,kolm,tre
909,vier::NUM,neli,quattro
910,fünf::NUM,viis,cinque
911,sechs::NUM,kuus,sei
912,sieben::NUM,seitse,sette
913,acht::NUM,kaheksa,otto
914,neun::NUM,üheksa,nove
915,zehn::NUM,kümme,dieci
916,elf::NUM,üksteist,ùndici
917,zwölf::NUM,kaksteist,dodici
918,zwanzig::NUM,kakskümmend,venti
919,dreißig::NUM,kolmkümmend,trenta
920,vierzig::NUM,nelikümmend,quaranta
921,fünfzig::NUM,viiskümmend,cinquanta
922,sechzig::NUM,kuuskümmend,sessanta
923,siebzig::NUM,seitsekümmend,settanta
924,achtzig::NUM,kaheksakümmend,ottanta
925,neunzig::NUM,üheksakümmend,novanta
926,hundert::NUM,sada,cento
927,tausend::NUM,tuhat,mille
928,und::CNJ,ja,e
929,oder::CNJ,või,o
930,stehen::V,seisma,stare in piedi
931,sitzen::V,istuma,sedere
932,sitzen::V,istuma,stare seduto
933,liegen::V,lamama,giacere
934,hängen::V,rippuma,pèndere
935,hängen::V,rippuma,èssere appeso
936,werden::V,saama,farsi
937,werden::V,saama,diventare
938,werden::V,hakkama,farsi
939,werden::V,hakkama,diventare
940,passieren::V,juhtuma,succèdere
941,beginnen::V,algama,cominciare
942,beginnen::V,hakkama,cominciare
943,enden::V,lõppema,finire
944,enden::V,lõppema,terminare
945,wechseln::V,vahelduma,variare
946,wechseln::V,vahelduma,cambiare
947,aufgehen[Sonne]::V,tõusma,sòrgere
948,aufgehen[Sonne]::V,tõusma,spuntare
949,untergehen[Sonne]::V,loojuma,tramontare
950,scheinen[Sonne]::V,paistma,splèndere
951,donnern::V,kõmisema,tonare
952,wehen::V,puhuma,soffiare
953,strömen::V,voolama,fluire
954,fließen::V,voolama,fluire
955,fließen::V,voolama,scorrere
956,sich drehen::V,pöörduma,girarsi
957,schwanken::V,kõikuma,oscillare
958,schwanken::V,kõikuma,barcollare
959,schwingen::V,võnkuma,vibrare
960,schwingen::V,võnkuma,oscillare
961,fallen::V,langema,cadere
962,brennen::V,põlema,àrdere
963,brennen::V,põlema,bruciare
964,rauchen::V,suitsema,fumare
965,regnen::V,sadama,piòvere
966,gefrieren::V,kinni külmuma,gelarsi
967,gefrieren::V,kinni külmuma,congelarsi
968,tauen::V,sulama,sciògliersi
969,schmelzen::V,sulama,fòndere
970,schmelzen::V,sulama,sciògliersi
971,trocknen::V,kuivama,asciugarsi
972,sieden::V,keema,bollire
973,faulen::V,mädanema,marcire
974,verfaulen::V,mädanema,imputridire
975,reißen::V,rebenema,strapparsi
976,versinken::V,uppuma,affondare
977,vergehen::V,mööduma,passare
978,erscheinen::V,ilmuma,apparire
979,erscheinen::V,ilmuma,comparire
980,verschwinden::V,kaduma,sparire
981,verschwinden::V,kaduma,scomparire
982,sinken::V,vajuma,calare
983,sinken::V,vajuma,scendere
984,sinken::V,langema,calare
985,sinken::V,langema,scendere
986,abnehmen::V,vähenema,diminuire
987,abnehmen::V,kahenema,diminuire
988,zunehmen::V,kasvama,aumentare
989,steigen::V,tõusma,salire
990,steigen::V,tõusma,montare
991,steigen::V,üles minema,salire
992,steigen::V,üles minema,montare
993,wachsen::V,kasvama,crescere
994,glänzen::V,läikimä,splèndere
995,funkeln::V,sädelema,brillare
996,funkeln::V,sädelema,scintillare
997,lärmen::V,lärmama,strepitare
998,lärmen::V,lärmama,fare chiasso
999,läuten::V,helisema,suonare
1000,klingeln::V,helisema,suonare
1001,klirren::V,kõlisema,tintinnare
1002,brausen::V,kohisema,rombare
1003,brausen::V,kohisema,rumoreggiare
1004,rauschen::V,kohisema,frusciare
1005,klingen::V,kõlama,suonare
1006,bellen::V,haukuma,latrare
1007,bellen::V,haukuma,abbaiare
1008,heulen::V,uluma,urlare
1009,heulen::V,uluma,ululare
1010,blasen::V,puhuma,soffiare
1011,pfeifen::V,vilistama,fischiare
1012,schreien::V,karjuma,gridare
1013,stöhnen::V,oigama,gèmere
1014,zittern::V,värisema,tremare
1015,leben::V,elama,vìvere
1016,leben::V,elus olema,vìvere
1017,geboren werden::V,sündima,nàscere
1018,atmen::V,hingama,respirare
1019,trinken::V,jooma,bere
1020,essen::V,sööma,mangiare
1021,schlucken::V,neelama,inghiottire
1022,müde werden::V,väsima,stancarsi
1023,einschlafen::V,uinuma,addormentarsi
1024,schlafen::V,magama,dormire
1025,aufwachen::V,ärkama,svegliarsi
1026,aufstehen::V,ärkama,levarsi
1027,aufstehen::V,üles tõusma,levarsi
1028,sich erholen::V,puhkama,riposarsi
1029,krank werden::V,haigestuma,ammalarsi
1030,krank werden::V,haigeks jääma,ammalarsi
1031,krank sein::V,haige olema,èssere malato
1032,schmerzen::V,valutama,dolere
1033,husten::V,köhima,tossire
1034,genesen::V,toibuma,guarire
1035,sterben::V,surema,morire
1036,umkommen::V,surma saama,perire
1037,sich bewegen::V,liikuma,agitarsi
1038,sich rühren::V,liikuma,muòversi
1039,sich erheben::V,kerkima,alzarsi
1040,sich setzen::V,istet võtma,sedersi
1041,hinfallen::V,kukkuma,cadere
1042,hinfallen::V,maha kukkuma,cadere
1043,laufen::V,kõndima,camminare
1044,laufen::V,kõndima,andare a piedi
1045,schreiten::V,astuma,andare
1046,schreiten::V,astuma,procedere
1047,spazierengehen::V,jalutama,passeggiare
1048,spazierengehen::V,jalutama,andare a passeggio
1049,eilen::V,ruttama,andare in fretta
1050,eilen::V,kiirustama,andare in fretta
1051,sich beeilen::V,ruttama,affrettarsi
1052,sich beeilen::V,kiirustama,affrettarsi
1053,sausen::V,kihutama,volare
1054,sausen::V,kihutama,correre
1055,sausen::V,tormama,volare
1056,sausen::V,tormama,correre
1057,rennen::V,jooksma,correre
1058,rennen::V,kihutama,correre
1059,springen::V,hüppama,saltare
1060,klettern::V,ronima,arrampicarsi
1061,schaukeln::V,kiikuma,fare l'altalena
1062,kriechen::V,roomama,strisciare
1063,schwimmen::V,ujuma,nuotare
1064,tauchen::V,sukelduma,tuffarsi
1065,tauchen::V,sukelduma,immèrgersi
1066,rudern::V,sõudma,remare
1067,fahren::V,sõitma,andare
1068,fahren::V,sõitma,viaggiare
1069,fliegen::V,lendama,volare
1070,gehen::V,käima,andare
1071,gehen::V,minema,andare
1072,weggehen::V,ära minema,andàrsene
1073,weggehen::V,ära minema,andare via
1074,weggehen::V,välja minema,andàrsene
1075,weggehen::V,välja minema,andare via
1076,abfahren::V,väljuma,partire
1077,abfahren::V,ära sõitma,partire
1078,anhalten::V,peatuma,fermarsi
1079,hineingehen::V,sisenema,entrare
1080,hineingehen::V,sisse minema,entrare
1081,eintreten::V,sisenema,entrare
1082,eintreten::V,sisse astuma,entrare
1083,kommen::V,tulema,venire
1084,ankommen::V,saabuma,arrivare
1085,zurückkommen::V,tagasi tulema,ritornare
1086,bleiben::V,jääma,restare
1087,bleiben::V,jääma,rimanere
1088,warten::V,ootama,aspettare
1089,erwarten::V,ootama,attèndere
1090,erwarten::V,lootma,attèndere
1091,suchen::V,otsima,cercare
1092,finden::V,leidma,trovare
1093,versuchen::V,püüdma,tentare
1094,versuchen::V,üritama,tentare
1095,versuchen::V,katsetama,tentare
1096,vorbereiten::V,valmistama,preparare
1097,lieben::V,armastama,amare
1098,mögen::V,sallima,piacere a
1099,mögen::V,sallima,volere bene a
1100,mögen::V,meeldima,piacere a
1101,mögen::V,meeldima,volere bene a
1102,lachen::V,naerma,rìdere
1103,rühren::V,liigutama,commuòvere
1104,rühren::V,heldima panema,commuòvere
1105,weinen::V,nutma,piàngere
1106,schimpfen::V,sõimama,imprecare
1107,sich ärgern::V,ärrituma,stizzirsi
1108,sich ärgern::V,ärrituma,arrabbiarsi
1109,sich ärgern::V,vihastuma,stizzirsi
1110,sich ärgern::V,vihastuma,arrabbiarsi
1111,sich fürchten::V,kartma,avere paura
1112,sich fürchten::V,hirmu tundma,avere paura
1113,fürchten::V,kartma,temere
1114,fliehen::V,põgenema,fuggire
1115,flüchten::V,põgenema,sfuggire
1116,sehen::V,nägema,vedere
1117,anschauen::V,vaatama,guardare
1118,ansehen::V,vaatama,guardare
1119,hören::V,kuulma,udire
1120,hören::V,kuulma,sentire
1121,zuhören::V,kuulama,ascoltare
1122,probieren::V,proovima,degustare
1123,probieren::V,proovima,assaggiare
1124,riechen::V,nuusutama,sentire
1125,fühlen::V,tundma,sentire
1126,scheinen::V,näida,parere
1127,scheinen::V,näida,sembrare
1128,scheinen::V,ilmuda,parere
1129,scheinen::V,ilmuda,sembrare
1130,zu sehen sein::V,ilmuma,vedersi
1131,vernehmen::V,üle kuulama,sentire
1132,vernehmen::V,üle kuulama,percepire
1133,frieren::V,külmetada,aver freddo
1134,tun::V,tegema,fare
1135,können::V,võima,sapere
1136,können::V,oskama,sapere
1137,wollen::V,tahtma,volere
1138,anfangen::V,hakkama,iniziare
1139,anfangen::V,hakkama,cominciare
1140,anfangen::V,alustama,iniziare
1141,anfangen::V,alustama,cominciare
1142,beenden::V,lõpetama,finire
1143,beenden::V,lõpetama,terminare
1144,aufhören::V,lakkama,finire
1145,aufhören::V,lakkama,cessare
1146,gelingen::V,õnnestuma,riuscire
1147,geraten::V,jõudma,stare
1148,öffnen::V,avama,aprire
1149,schließen::V,sulgema,chiùdere
1150,stellen::V,panema,porre
1151,stellen::V,panema,mettere
1152,stellen::V,asetama,porre
1153,stellen::V,asetama,mettere
1154,setzen::V,panema,porre
1155,setzen::V,panema,mettere
1156,legen::V,panema,posare
1157,legen::V,panema,mettere
1158,legen::V,asetama,posare
1159,legen::V,asetama,mettere
1160,berühren::V,riivama,toccare
1161,berühren::V,puudutama,toccare
1162,verbinden::V,ühendama,unire
1163,verbinden::V,ühendama,congiùngere
1164,bedecken::V,katma,coprire
1165,bedecken::V,katma,ricoprire
1166,aufhängen::V,riputama,attaccare
1167,anzünden::V,süütama,accèndere
1168,anzünden::V,süütama,incendiare
1169,aufheben::V,üles tõstma,raccògliere
1170,zurücklassen::V,jätma,lasciare
1171,zurücklassen::V,jätma,lasciare indietro
1172,verlieren::V,kaotama,pèrdere
1173,fallen lassen::V,maha pillama,lasciare cadere
1174,fallen lassen::V,kukkuda laskma,lasciare cadere
1175,machen::V,tegema,fare
1176,herstellen::V,valmistama,produrre
1177,herstellen::V,valmistama,fabbricare
1178,bauen::V,ehitama,costruire
1179,reparieren::V,parandama,riparare
1180,verbessern::V,parandama,migliorare
1181,ändern::V,muutma,mutare
1182,ändern::V,muutma,cambiare
1183,ändern::V,ümber tegema,mutare
1184,ändern::V,ümber tegema,cambiare
1185,graben::V,kaevama,scavare
1186,beugen::V,painutama,chinare
1187,beugen::V,painutama,flettere
1188,biegen::V,painutama,tòrcere
1189,drehen::V,keerama,girare
1190,wenden::V,ümber pöörama,girare
1191,wenden::V,ümber pöörama,voltare
1192,umdrehen::V,ümber keerama,rivoltare
1193,heben::V,tõstma,levare
1194,hochheben::V,üles tõstma,levare
1195,hochheben::V,üles tõstma,sollevare
1196,hochheben::V,kõrgele tõstma,levare
1197,hochheben::V,kõrgele tõstma,sollevare
1198,ergreifen::V,haarama,afferrare
1199,halten::V,hoidma,tenere
1200,drücken::V,pigistama,premere
1201,schieben::V,lükkama,spìngere
1202,kratzen::V,kraapima,grattare
1203,kratzen::V,kraapima,graffiare
1204,lecken::V,lakkuma,leccare
1205,beißen::V,purema,mòrdere
1206,beißen::V,hammustama,mòrdere
1207,abreißen::V,rebima,staccarsi
1208,abreißen::V,rebima,strapparsi
1209,abreißen::V,ära rebima,staccarsi
1210,abreißen::V,ära rebima,strapparsi
1211,abschneiden::V,ära lõikama,tagliare
1212,binden::V,siduma,legare
1213,binden::V,siduma,bendare
1214,stecken::V,pistma,ficcare
1215,brechen::V,murdma,rompere
1216,klopfen::V,koputama,bàttere
1217,hauen::V,lööma,picchiare
1218,kleben::V,kleepima,incollare
1219,reiben::V,hõõruma,fregare
1220,streichen::V,silitama,spalmare
1221,schleifen::V,lihvima,arrotare
1222,schleifen::V,teritama,arrotare
1223,schneiden::V,lõikama,tagliare
1224,rütteln::V,raputama,scuòtere
1225,schütteln::V,raputama,agitare
1226,schütteln::V,raputama,scuòtere
1227,schütteln::V,loksutama,agitare
1228,schütteln::V,loksutama,scuòtere
1229,schwenken::V,vehkima,agitare
1230,schwenken::V,vehkima,sventolare
1231,schwenken::V,lehvitama,agitare
1232,schwenken::V,lehvitama,sventolare
1233,schütten::V,kallama,versare
1234,füllen::V,täitma,riempire
1235,einwickeln::V,sisse mähkima,involtare
1236,tragen::V,kandma,portare
1237,schleppen::V,tassima,trainare
1238,schleppen::V,tassima,trascinare
1239,schleppen::V,lohistama,trainare
1240,schleppen::V,lohistama,trascinare
1241,ziehen::V,vedama,tirare
1242,ziehen::V,tõmbama,tirare
1243,aufbewahren::V,säilitama,custodire
1244,aufbewahren::V,säilitama,conservare
1245,aufbewahren::V,alal hoidma,custodire
1246,aufbewahren::V,alal hoidma,conservare
1247,werfen::V,viskama,gettare
1248,werfen::V,viskama,lanciare
1249,fangen::V,püüdma,prèndere
1250,fangen::V,püüdma,acchiappare
1251,packen::V,kinni haarama,pigliare
1252,packen::V,kinni haarama,afferrare
1253,packen::V,kinni võtma,pigliare
1254,packen::V,kinni võtma,afferrare
1255,verstecken::V,peitma,nascondere
1256,teilen::V,jagama,divìdere
1257,teilen::V,jaotama,divìdere
1258,schicken::V,saatma,inviare
1259,bringen::V,viima,portare
1260,bringen::V,viima,apportare
1261,hinzufügen::V,lisama,aggiùngere
1262,bekommen::V,saama,ricevere
1263,erhalten::V,saama,ricevere
1264,nehmen::V,võtma,prèndere
1265,wählen::V,valima,elèggere
1266,wählen::V,valima,scegliere
1267,auswählen::V,valima,scegliere
1268,bewahren::V,hoidma,conservare
1269,behindern::V,takistama,impedire
1270,verderben::V,rikkuma,guastare
1271,beschädigen::V,rikkuma,danneggiare
1272,zerbrechen::V,katki tegema,rompere
1273,zerbrechen::V,katki tegema,spezzare
1274,zerreißen::V,katki rebima,stracciare
1275,zerstören::V,purustama,distrùggere
1276,verbrennen::V,põletama,bruciare
1277,geben::V,andma,dare
1278,reichen::V,andma,pòrgere
1279,reichen::V,ulatama,pòrgere
1280,schenken::V,kinkima,regalare
1281,versprechen::V,lubama,promettere
1282,versprechen::V,tõotama,promettere
1283,wünschen::V,soovima,augurare
1284,loben::V,kiitma,lodare
1285,küssen::V,suudlema,baciare
1286,wiegen::V,hällitama,cullare
1287,wiegen::V,hällitama,dondolare
1288,zudecken::V,kaanetama,coprire
1289,zudecken::V,kinni katma,coprire
1290,wecken::V,äratama,svegliare
1291,zeigen::V,näitama,indicare
1292,führen::V,juhatama,guidare
1293,führen::V,juhatama,condurre
1294,lehren::V,õpetama,insegnare
1295,unterrichten::V,õpetama,istruire
1296,unterrichten::V,õpetama,insegnare
1297,aufziehen::V,üles kasvatama,allevare
1298,leiten::V,juhtima,avviare
1299,leiten::V,juhtima,dirìgere
1300,antreiben::V,ergutama,incitare
1301,lassen::V,laskma,fare
1302,einladen::V,kutsuma,invitare
1303,vereinigen::V,ühendama,unire
1304,besuchen::V,külastama,visitare
1305,besuchen::V,külastama,far vìsita a
1306,treffen::V,kohtama,incontrare
1307,sich versammeln::V,kogunema,rinunirsi
1308,spielen::V,mängima,giocare
1309,singen::V,laulma,cantare
1310,tanzen::V,tantsima,danzare
1311,sich trennen::V,lahku minema,separarsi
1312,verlassen::V,maha jätma,lasciare
1313,verlassen::V,maha jätma,abbandonare
1314,retten::V,päästma,salvare
1315,bewachen::V,valvama,custodire
1316,schützen::V,kaitsma,protèggere
1317,verteidigen::V,kaitsma,difèndere
1318,sich schlagen::V,kaklema,bàttersi
1319,schießen::V,tulistama,sparare
1320,siegen::V,võitma,vìncere
1321,ärgern::V,ärritama,stizzire
1322,ärgern::V,vihastama,stizzire
1323,schlagen::V,lööma,bàttere
1324,treten::V,sõtkuma,calciare
1325,stechen::V,pistma,pùngere
1326,stechen::V,torkama,pùngere
1327,stoßen::V,tõukama,urtare
1328,stoßen::V,tõukama,spìngere
1329,stehlen::V,varastama,rubare
1330,stören::V,segama,disturbare
1331,stören::V,häirima,disturbare
1332,belästigen::V,ahistama,molestare
1333,belästigen::V,ahistama,importunare
1334,verbergen::V,peitma,celare
1335,verbergen::V,peitma,nascondere
1336,verbergen::V,varjama,celare
1337,verbergen::V,varjama,nascondere
1338,täuschen::V,petma,ingannare
1339,täuschen::V,tüssama,ingannare
1340,betrügen::V,petma,frodare
1341,betrügen::V,petma,truffare
1342,betrügen::V,tüssama,frodare
1343,betrügen::V,tüssama,truffare
1344,betrügen::V,truudust murtma,frodare
1345,betrügen::V,truudust murtma,truffare
1346,töten::V,tapma,uccìdere
1347,töten::V,surmama,uccìdere
1348,wohnen::V,elama,abitare
1349,arbeiten::V,töötama,lavorare
1350,sammeln::V,koguma,raccògliere
1351,sammeln::V,koguma,collezionare
1352,sammeln::V,korjama,raccògliere
1353,sammeln::V,korjama,collezionare
1354,pflücken::V,noppima,cògliere
1355,jagen::V,jahtima,cacciare
1356,fischen::V,kalastama,pescare
1357,fischen::V,kala püüdma,pescare
1358,fassen::V,püüdma,catturare
1359,fassen::V,püüdma,acchiappare
1360,hüten::V,karjatama,pascolare
1361,treiben::V,ajama,spìngere
1362,anbinden::V,kinni siduma,legare
1363,anbinden::V,kinni siduma,attaccare
1364,füttern::V,söötma,dar da mangiare a
1365,melken::V,lüpsma,mùngere
1366,hacken::V,raiuma,tritare
1367,hacken::V,raiuma,spaccare
1368,hacken::V,lõhkuma,tritare
1369,hacken::V,lõhkuma,spaccare
1370,gießen::V,kastma,annaffiare
1371,reifen::V,valmima,maturare
1372,zubereiten::V,valmistama,preparare
1373,kochen::V,keetma,cuòcere
1374,backen::V,küpsetama,cuòcere
1375,backen::V,küpsetama,cuòcere al forno
1376,braten::V,praadima,frìggere
1377,braten::V,praadima,arrostire
1378,umrühren::V,segama,mescolare
1379,stricken::V,kuduma,llavorare a maglia
1380,nähen::V,õmblema,cucire
1381,färben::V,värvima,tìngere
1382,reinigen::V,puhastama,pulire
1383,reinigen::V,puhastama,nettare
1384,waschen::V,pesema,lavare
1385,abwischen::V,puhtaks pühkima,asciugare
1386,spülen::V,uhtma,lavare
1387,spülen::V,uhtma,sciacquare
1388,fegen::V,pühkima,spazzare
1389,kehren::V,pühkima,spazzare
1390,baden::V,suplema,bagnarsi
1391,baden::V,suplema,fare il bagno
1392,baden::V,kümblema,bagnarsi
1393,baden::V,kümblema,fare il bagno
1394,sich waschen::V,end pesema,lavarsi
1395,ausziehen::V,käest võtma,tògliersi
1396,ausziehen::V,jalast võtma,tògliersi
1397,ausziehen::V,seljast võtma,tògliersi
1398,anziehen::V,jalga panema,mettersi
1399,anziehen::V,jalga panema,indossare
1400,sich anziehen::V,riietuma,vestirsi
1401,kämmen::V,kammima,pettinare
1402,schmücken::V,kaunistama,ornare
1403,schmücken::V,kaunistama,decorare
1404,sagen::V,ütlema,dire
1405,sprechen::V,rääkima,parlare
1406,sprechen::V,kõnelema,parlare
1407,reden::V,kõnelema,parlare
1408,sich unterhalten::V,vestlema,conversare
1409,fragen::V,küsima,chièdere
1410,fragen::V,küsima,domandare
1411,bitten::V,paluma,pregare
1412,erzählen::V,jutustama,narrare
1413,erzählen::V,jutustama,raccontare
1414,mitteilen::V,teatama,comunicare
1415,mitteilen::V,teada andma,comunicare
1416,nennen::V,nimetama,nominare
1417,rufen::V,kutsuma,chiamare
1418,prahlen::V,hooplema,vantarsi
1419,übersetzen::V,tõlkima,tradurre
1420,denken::V,mõtlema,pensare
1421,glauben::V,uskuma,credere
1422,bemerken::V,märkama,notare
1423,bemerken::V,märkama,osservare
1424,erkennen::V,ära tundma,riconoscere
1425,begreifen::V,aru saama,capire
1426,begreifen::V,aru saama,comprèndere
1427,verstehen::V,mõistma,intèndere
1428,verstehen::V,mõistma,comprèndere
1429,lernen::V,õppima,imparare
1430,lernen::V,õppima,apprèndere
1431,wissen::V,teadma,sapere
1432,sich erinnern an::V,mäletama,ricordare
1433,sich erinnern an::V,mäletama,ricordarsi di
1434,vergessen::V,unustama,dimenticare
1435,messen::V,mõõtma,misurare
1436,zählen::V,loendama,contare
1437,rechnen::V,arvutama,contare
1438,rechnen::V,arvutama,calcolare
1439,lesen::V,lugema,lèggere
1440,malen::V,maalima,dipìngere
1441,zeichnen::V,joonistama,disegnare
1442,schreiben::V,kirjutama,scrìvere
1443,besitzen::V,omama,possedere
1444,kaufen::V,ostma,comprare
1445,kaufen::V,ostma,acquistare
1446,verkaufen::V,müüma,vendere
1447,bezahlen::V,tasuma,pagare
1448,zahlen::V,maksma,pagare
1449,beherrschen::V,valitsema,dominare
1450,ertragen::V,taluma,sopportare
