,Concept_ID,mn,zh
821,wir::PRN,бид,我们
822,ihr::PRN,та нар,你们
823,sie::PRN,тэд,她
824,was::FPRN,юу,什么
825,wer::FPRN,хэн,谁
826,wo::FADV,хаа,哪里
827,wo::FADV,хаана,哪里
828,wohin::FADV,хааш,去哪里
829,wohin::FADV,хаана,去哪里
830,wie::FADV,яаж,怎么
831,wie::FADV,хэрхэн,怎么
832,warum::FADV,юунд,为什么
833,warum::FADV,яагаад,为什么
834,wieviel::FNUM,хэдий,多少
835,wieviel::FNUM,хэд,多少
836,eins::NUM,нэг,一
837,zwei::NUM,хоёр,二
838,drei::NUM,гурав,三
839,vier::NUM,дөрөв,四
840,fünf::NUM,тав,五
841,sechs::NUM,зургаа,六
842,sieben::NUM,долоо,七
843,acht::NUM,найм,八
844,neun::NUM,ес,九
845,zehn::NUM,арав,十
846,elf::NUM,арван нэг,十一
847,zwölf::NUM,арван хоёр,十二
848,zwanzig::NUM,хорь,二十
849,dreißig::NUM,гуч,三十
850,vierzig::NUM,дөч,四十
851,fünfzig::NUM,тавь,五十
852,sechzig::NUM,жар,六十
853,siebzig::NUM,дал,七十
854,achtzig::NUM,ная,八十
855,neunzig::NUM,ер,九十
856,hundert::NUM,зуу,百
857,tausend::NUM,мянга,千
858,und::CNJ,ч,和
859,und::CNJ,болон,和
860,oder::CNJ,буюу,或者
861,stehen::V,зогсох,站
862,sitzen::V,суух,坐
863,liegen::V,хэвтэх,躺着
864,hängen::V,өлгөөтэй байх,挂着
865,hängen::V,дүүжлээтэй байх,挂着
866,werden::V,болох,成为
867,passieren::V,тохиох,发生
868,beginnen::V,эхлэх,开始
869,enden::V,дүүрэх,终止
870,wechseln::V,хувирах,变迁
871,aufgehen[Sonne]::V,мандах,升起
872,untergehen[Sonne]::V,жаргах,下落
873,scheinen[Sonne]::V,гэрэлтэх,照射
874,donnern::V,дуугарах,打雷
875,wehen::V,салхилах,飘扬
876,wehen::V,хөөрөгдөх,飘扬
877,strömen::V,гүйх,流
878,strömen::V,урсах,流
879,fließen::V,урсах,流动
880,sich drehen::V,эргэлдэх,转动
881,schwanken::V,хэлбэлзэх,摇摆
882,schwingen::V,ганхах,摇
883,schwingen::V,хэлбэлзэх,摇
884,fallen::V,унах,坠落
885,brennen::V,шатах,燃烧
886,rauchen::V,баагих,冒烟
887,regnen::V,бороо орно,下雨
888,gefrieren::V,хөлдөх,结冰
889,tauen::V,хайлах,融化
890,schmelzen::V,уярах,溶化
891,trocknen::V,хатах,变干
892,sieden::V,буцлах,煮
893,sieden::V,даргилах,煮
894,faulen::V,үжрэх,腐烂
895,faulen::V,өмхийрөх,腐烂
896,verfaulen::V,бээх,腐烂
897,verfaulen::V,өгрөх,腐烂
898,reißen::V,цуурах,撕
899,versinken::V,живэх,下沉
900,vergehen::V,нөгчих,流逝
901,vergehen::V,өнгөрөх,流逝
902,erscheinen::V,гарах,出现
903,erscheinen::V,бултайх,出现
904,verschwinden::V,далд орох,消失
905,verschwinden::V,алга болох,消失
906,sinken::V,татрах,下降
907,sinken::V,доошлох,下降
908,abnehmen::V,багасах,减少
909,abnehmen::V,хорогдох,减少
910,zunehmen::V,ихсэх,增加
911,steigen::V,нэмэгдэх,上升
912,wachsen::V,өсөх,生长
913,wachsen::V,ургах,生长
914,glänzen::V,гилгэнэх,发光
915,glänzen::V,гилбэгнэх,发光
916,funkeln::V,гялжах,闪烁
917,funkeln::V,гялалзах,闪烁
918,lärmen::V,шуугих,吵闹
919,läuten::V,цохих,响
920,klingeln::V,хонхдох,按铃
921,klingeln::V,дуугарах,按铃
922,klirren::V,хангир жингэр хийх,
923,brausen::V,бургилах,疾驶
924,rauschen::V,сэржигнэх,
925,klingen::V,хангинах,听起来
926,bellen::V,хуцах,吠
927,heulen::V,улих,嗥
928,blasen::V,үлзэх,吹
929,pfeifen::V,исгэрэх,吹口哨
930,schreien::V,хашгирах,叫喊
931,stöhnen::V,ёолох,呻吟
932,stöhnen::V,гэнгэнэх,呻吟
933,zittern::V,дагжих,颤抖
934,leben::V,амьдрах,生存
935,geboren werden::V,төрөх,出生
936,atmen::V,амьсгалах,呼吸
937,trinken::V,уух,喝
938,essen::V,идэх,吃
939,schlucken::V,залгих,咽
940,müde werden::V,ядрах,疲倦
941,einschlafen::V,унтчих,入睡
942,schlafen::V,унтах,睡觉
943,aufwachen::V,сэрэх,睡醒
944,aufstehen::V,босох,起床
945,sich erholen::V,амрах,休养
946,krank werden::V,өвдөж эхлэх,生病
947,krank sein::V,өвдөх,生病
948,schmerzen::V,өвдөх,疼痛
949,schmerzen::V,шархирах,疼痛
950,husten::V,ханиах,咳
951,genesen::V,засрах,痊愈
952,sterben::V,үхэх,死
953,sterben::V,нас барах,死
954,umkommen::V,үхэх,丧命
955,sich bewegen::V,хөдлөх,移动
956,sich rühren::V,хөдлөх,动弹
957,sich erheben::V,босох,站起
958,sich setzen::V,суух,坐
959,hinfallen::V,ойчих,跌倒
960,laufen::V,явган явах,步行
961,schreiten::V,алхах,迈步
962,spazierengehen::V,зугаалах,散步
963,eilen::V,хурдлах,急忙
964,sich beeilen::V,яарах,赶快
965,sich beeilen::V,шамдах,赶快
966,sausen::V,давхих,疾驰
967,rennen::V,гүйх,奔跑
968,springen::V,харайх,跳
969,springen::V,дэвхрэх,跳
970,klettern::V,авирах,攀缘
971,schaukeln::V,ганхалзах,荡秋千
972,kriechen::V,мөлхөх,爬行
973,schwimmen::V,сэлэх,游泳
974,tauchen::V,шунгах,潜水
975,rudern::V,сэлүүрдэх,划船
976,fahren::V,явах,行驶
977,fliegen::V,нисэх,飞
978,gehen::V,явах,走
979,weggehen::V,явах,离去
980,abfahren::V,одох,出发
981,abfahren::V,хөдлөх,出发
982,anhalten::V,зогсох,停住
983,hineingehen::V,орох,进去
984,eintreten::V,орох,进入
985,kommen::V,ирэх,来
986,ankommen::V,хүрэх,到达
987,zurückkommen::V,харих,回来
988,zurückkommen::V,буцаж ирэх,回来
989,bleiben::V,үлдэх,停留
990,warten::V,хүлээх,等
991,erwarten::V,хүлээх,等候
992,suchen::V,эрэх,找
993,suchen::V,бэдрэх,找
994,finden::V,олох,找到
995,versuchen::V,оролдох,尝试
996,vorbereiten::V,бэлтгэх,预备
997,lieben::V,янаглах,爱
998,mögen::V,таалах,喜欢
999,lachen::V,инээх,笑
1000,rühren::V,сэтгэл уяруулах,
1001,weinen::V,уйлах,哭
1002,schimpfen::V,хараах,骂
1003,sich ärgern::V,уурлах,生气
1004,sich fürchten::V,айх,害怕
1005,fürchten::V,айх,害怕
1006,fliehen::V,зугтах,逃走
1007,fliehen::V,гүйж очих,逃走
1008,flüchten::V,оргох,逃跑
1009,sehen::V,үзэх,看
1010,anschauen::V,харах,注视
1011,ansehen::V,харах,注视
1012,hören::V,дуулах,听
1013,zuhören::V,чагнах,倾听
1014,probieren::V,амсаж үзэх,尝
1015,riechen::V,үнэрлэх,闻
1016,fühlen::V,мэдрэх,感到
1017,scheinen::V,шиг үзэгдэх,照耀
1018,zu sehen sein::V,үзэгдэх,可以看到
1019,zu sehen sein::V,харагдах,可以看到
1020,vernehmen::V,дуулах,审讯
1021,frieren::V,даарах,觉得冷
1022,tun::V,хийх,作
1023,tun::V,үйлдэх,作
1024,können::V,болох,能
1025,wollen::V,хүсэх,要
1026,anfangen::V,эхлэх,开始
1027,beenden::V,дуусгах,结束
1028,aufhören::V,болих,停止
1029,aufhören::V,зогсох,停止
1030,gelingen::V,бүтэх,成功
1031,geraten::V,илрэх,陷于
1032,öffnen::V,нээх,打开
1033,öffnen::V,тайлах,打开
1034,schließen::V,хаах,关
1035,stellen::V,тавих,放
1036,stellen::V,босгох,放
1037,setzen::V,суулгах,放
1038,legen::V,хийх,摆
1039,legen::V,тавих,摆
1040,berühren::V,шүргэх,触
1041,verbinden::V,залгах,联结
1042,bedecken::V,бүрэх,覆盖
1043,aufhängen::V,өлгөх,挂
1044,aufhängen::V,дүүжлэх,挂
1045,anzünden::V,асаах,点
1046,anzünden::V,ноцоох,点
1047,aufheben::V,өргөх,拾起
1048,zurücklassen::V,орхих,遗留
1049,zurücklassen::V,үлдээх,遗留
1050,verlieren::V,гээх,丧失
1051,fallen lassen::V,унагах,让掉下
1052,machen::V,хийх,做
1053,machen::V,гаргах,做
1054,herstellen::V,бүтээх,生产
1055,bauen::V,барих,建造
1056,reparieren::V,засах,修理
1057,reparieren::V,сэлбэх,修理
1058,verbessern::V,засах,改进
1059,verbessern::V,сайжруулах,改进
1060,ändern::V,өөрчлөх,改变
1061,graben::V,малтах,挖
1062,beugen::V,бөгтийлгөх,弯下
1063,biegen::V,матах,弯
1064,biegen::V,муруйлгах,弯
1065,drehen::V,эргүүлэх,转动
1066,wenden::V,эргүүлэх,转动
1067,umdrehen::V,хөрвүүлэх,转动
1068,heben::V,өргөх,举起
1069,hochheben::V,өргөх,抬高
1070,ergreifen::V,атгах,抓住
1071,halten::V,барих,拿着
1072,drücken::V,дарах,压
1073,schieben::V,түлхэх,推
1074,kratzen::V,хусах,搔
1075,kratzen::V,маажих,搔
1076,lecken::V,долоох,舔
1077,beißen::V,зуух,咬
1078,beißen::V,хазах,咬
1079,abreißen::V,таслах,撕下
1080,abschneiden::V,тайрах,切断
1081,binden::V,боох,捆
1082,binden::V,хүлэх,捆
1083,stecken::V,шаах,插
1084,stecken::V,шигтгэх,插
1085,brechen::V,хугалах,断裂
1086,klopfen::V,цохих,敲
1087,klopfen::V,тогших,敲
1088,hauen::V,дэлдэх,揍
1089,kleben::V,наах,粘
1090,reiben::V,нухах,摩擦
1091,reiben::V,нидчих,摩擦
1092,streichen::V,нялах,涂
1093,streichen::V,түрхэх,涂
1094,schleifen::V,билүүдэх,拖曳
1095,schleifen::V,гуранздах,拖曳
1096,schneiden::V,огтлох,切
1097,rütteln::V,холхнулах,颠簸
1098,schütteln::V,сэгсрэх,摇动
1099,schwenken::V,дэвэх,摇动
1100,schwenken::V,даллах,摇动
1101,schütten::V,цутгах,倒
1102,schütten::V,аягалах,倒
1103,füllen::V,дүүргэх,填满
1104,einwickeln::V,боох,包
1105,einwickeln::V,ороох,包
1106,tragen::V,авчрах,提
1107,schleppen::V,чирэх,扛
1108,ziehen::V,татах,拉
1109,aufbewahren::V,хадгалах,保存
1110,werfen::V,хаях,扔
1111,werfen::V,шидэх,扔
1112,fangen::V,барих,捕捉
1113,packen::V,шүүрэх,抓住
1114,verstecken::V,нуух,藏
1115,teilen::V,хуваах,分
1116,schicken::V,илгээх,派遣
1117,schicken::V,явуулах,派遣
1118,bringen::V,авчрах,带来
1119,bringen::V,аваачих,带来
1120,hinzufügen::V,нэмэх,添加
1121,bekommen::V,хүлээн авах,得到
1122,erhalten::V,хүлээн авах,接到
1123,nehmen::V,авах,拿
1124,wählen::V,сонгох,挑选
1125,auswählen::V,шилэх,选择
1126,bewahren::V,гамнах,保持
1127,behindern::V,саад хийх,防碍
1128,behindern::V,тотгор болох,防碍
1129,verderben::V,эвдэх,败坏
1130,beschädigen::V,гэмтээх,损坏
1131,zerbrechen::V,хагалах,破碎
1132,zerbrechen::V,хага цохих,破碎
1133,zerreißen::V,урах,撕碎
1134,zerstören::V,эвдэх,毁坏
1135,zerstören::V,сүйтгэх,毁坏
1136,verbrennen::V,шатаах,燃烧
1137,geben::V,өгөх,给
1138,reichen::V,өгөх,递给
1139,reichen::V,дамжуулах,递给
1140,schenken::V,бэлэглэх,赠送
1141,versprechen::V,амлах,许诺
1142,wünschen::V,ерөөх,祝
1143,loben::V,магтах,表扬
1144,loben::V,сайшаах,表扬
1145,küssen::V,озох,亲
1146,küssen::V,үнсэх,亲
1147,wiegen::V,бүүвэйлэх,轻摇
1148,zudecken::V,хучих,盖上
1149,zudecken::V,бүтээх,盖上
1150,wecken::V,сэрээх,唤起
1151,zeigen::V,үзүүлэх,指
1152,führen::V,хөтлөх,带领
1153,lehren::V,заах,教
1154,unterrichten::V,сургах,讲课
1155,aufziehen::V,өсгөх,抚养
1156,aufziehen::V,хүмүүжүүлэх,抚养
1157,leiten::V,удирдах,领导
1158,antreiben::V,шамдуулах,催促
1159,lassen::V,-уулах,让
1160,einladen::V,залах,邀请
1161,vereinigen::V,нэгтгэх,统一
1162,vereinigen::V,хамтруулах,统一
1163,besuchen::V,зочлох,参观
1164,treffen::V,учрах,会面
1165,treffen::V,дайралдах,会面
1166,sich versammeln::V,хуралдах,聚集
1167,spielen::V,наадах,玩
1168,singen::V,дуулах,唱歌
1169,tanzen::V,бүжиглэх,跳舞
1170,sich trennen::V,салах,分别
1171,verlassen::V,хаях,离开
1172,retten::V,гэтэлгэх,救
1173,bewachen::V,сахих,守卫
1174,schützen::V,хамгаалах,保护
1175,verteidigen::V,хамгаалах,保卫
1176,sich schlagen::V,зодолдох,打架
1177,schießen::V,харвах,射击
1178,schießen::V,буу буудах,射击
1179,siegen::V,ялах,获胜
1180,ärgern::V,уурлуулах,激怒
1181,ärgern::V,уур хүргэх,激怒
1182,schlagen::V,цохих,打
1183,treten::V,өшиглөх,踢
1184,stechen::V,хатгах,刺
1185,stoßen::V,ёврох,撞
1186,stoßen::V,нудрах,撞
1187,stehlen::V,хулгайлах,盗窃
1188,stören::V,саад болох,干扰
1189,belästigen::V,зовоох,打搅
1190,belästigen::V,амраахгүй байх,打搅
1191,verbergen::V,нуух,隐藏
1192,verbergen::V,далдлах,隐藏
1193,täuschen::V,мэхлэх,欺骗
1194,betrügen::V,хуурах,欺骗
1195,töten::V,алах,杀
1196,wohnen::V,суух,居住
1197,wohnen::V,амьдрах,居住
1198,arbeiten::V,ажиллах,工作
1199,arbeiten::V,хөдөлмөрлөх,工作
1200,sammeln::V,түүх,收集
1201,sammeln::V,хураах,收集
1202,pflücken::V,түүх,采
1203,jagen::V,агнах,打猎
1204,jagen::V,гөрөөлөх,打猎
1205,fischen::V,загасчлах,捕鱼
1206,fischen::V,загас барих,捕鱼
1207,fassen::V,барих,捉住
1208,hüten::V,маллах,守护
1209,hüten::V,хариулах,守护
1210,treiben::V,туух,漂
1211,anbinden::V,уях,拴
1212,füttern::V,тэжээх,喂
1213,melken::V,саах,挤奶
1214,hacken::V,цавчих,剁细
1215,gießen::V,услах,浇
1216,reifen::V,боловсрох,成熟
1217,zubereiten::V,бэлдэх,
1218,kochen::V,чанах,煮
1219,backen::V,жигнэх,烤
1220,braten::V,шарах,煎
1221,braten::V,хайрах,煎
1222,umrühren::V,хутгах,搅拌
1223,stricken::V,нэхэх,织
1224,stricken::V,сүлжих,织
1225,nähen::V,оёх,缝
1226,färben::V,будах,染色
1227,reinigen::V,арилгах,清洁
1228,reinigen::V,цэвэрлэх,清洁
1229,waschen::V,угаах,洗
1230,abwischen::V,арчих,擦掉
1231,spülen::V,зайлах,清洗
1232,fegen::V,хамах,扫
1233,fegen::V,шүүрдэх,扫
1234,kehren::V,шүүрдэх,打扫
1235,kehren::V,туужуудах,打扫
1236,baden::V,усанд орох,给...洗澡
1237,sich waschen::V,биеэ угаах,洗澡
1238,ausziehen::V,тайлах,脱
1239,anziehen::V,өмсөх,穿
1240,sich anziehen::V,хувцаслах,穿衣
1241,kämmen::V,самнах,梳
1242,schmücken::V,гоёх,装饰
1243,schmücken::V,чимэх,装饰
1244,sagen::V,гэх,说
1245,sagen::V,хэлэх,说
1246,sprechen::V,ярих,说
1247,sprechen::V,өгүүлэх,说
1248,reden::V,хэлэх,讲
1249,reden::V,хөөрөлдөх,讲
1250,sich unterhalten::V,ярилцах,聊天
1251,fragen::V,асуух,问
1252,bitten::V,гуйх,请
1253,erzählen::V,өгүүлэх,叙述
1254,mitteilen::V,дуулгах,通知
1255,mitteilen::V,мэдээлэх,通知
1256,nennen::V,нэрлэх,叫做
1257,rufen::V,дуудах,叫
1258,prahlen::V,бардах,吹牛
1259,prahlen::V,сайрхах,吹牛
1260,übersetzen::V,орчуулах,翻译
1261,denken::V,санах,想
1262,glauben::V,итгэх,以为
1263,bemerken::V,ажих,发觉
1264,bemerken::V,ажиглах,发觉
1265,erkennen::V,таних,识别
1266,begreifen::V,ойлгох,理解
1267,verstehen::V,мэдэж авах,明白
1268,lernen::V,сурах,学
1269,wissen::V,мэдэх,知道
1270,sich erinnern an::V,дурсах,回忆
1271,vergessen::V,мартах,忘记
1272,messen::V,хэмжих,测量
1273,zählen::V,тоолох,数
1274,rechnen::V,тооцоох,计算
1275,lesen::V,унших,读
1276,malen::V,зурах,画
1277,zeichnen::V,дүрслэн бичих,绘制
1278,schreiben::V,бичих,写
1279,besitzen::V,эзэмших,占有
1280,kaufen::V,худалдан авах,买
1281,verkaufen::V,худалдах,卖
1282,bezahlen::V,төлөх,付钱
1283,zahlen::V,төлөх,支付
1284,beherrschen::V,эзэмших,统治
1285,ertragen::V,тэсэх,忍耐
