,Concept_ID,ba,br
763,dreißig::NUM,утыҙ,tregont
764,vierzig::NUM,ҡырҡ,daou-ugent
765,fünfzig::NUM,илле,hanter-kant
766,sechzig::NUM,алтмыш,tri-ugent
767,siebzig::NUM,етмеш,dek ha tri-ugent
768,achtzig::NUM,һикһән,pevar-ugent
769,neunzig::NUM,туҡһан,dek ha pevar-ugent
770,hundert::NUM,йөҙ,kant
771,tausend::NUM,мең,mil
772,und::CNJ,да,ha
773,oder::CNJ,йәки,pe
774,stehen::V,тороу,bezañ a-sav
775,sitzen::V,ултырыу,azezañ
776,sitzen::V,ултырыу,bezañ en e goazez
777,liegen::V,ятыу,bezañ en e c'hourvez
778,hängen::V,аҫылынып тороу,krougañ
779,werden::V,булыу,dazonet
780,passieren::V,булыу,c'hoarvezout
781,beginnen::V,башлау,stagañ
782,enden::V,бөтөү,achuiñ
783,enden::V,тамамланыү,achuiñ
784,wechseln::V,үҙгәреү,cheñch
785,aufgehen[Sonne]::V,ҡалҡыу,dirouzañ
786,untergehen[Sonne]::V,байыу,
787,scheinen[Sonne]::V,яҡтыртып тороу,lugernañ
788,donnern::V,күкрәү,taranal
789,wehen::V,иҫеү,c'hwezhañ
790,strömen::V,ташыу,deredek
791,fließen::V,ағыу,redek
792,sich drehen::V,әйләнеү,troiñ
793,schwanken::V,тирбәлеү,trantellat
794,schwingen::V,бәүетеү,froumal
795,fallen::V,йығылыу,kouezhañ
796,brennen::V,яныу,deviñ
797,rauchen::V,төтәү,divogedañ
798,regnen::V,ямғыр яуа,glavañ
799,gefrieren::V,туңыү,reviñ
800,tauen::V,иреү,diskornañ
801,schmelzen::V,иреү,teuziñ
802,trocknen::V,кибеү,sec'hañ
803,sieden::V,ҡайнау,berviñ
804,faulen::V,сереу,breinañ
805,verfaulen::V,сереу,breinañ
806,reißen::V,өҙөү,darnaouiñ
807,reißen::V,йыртылыу,darnaouiñ
808,versinken::V,батыу,sodellañ
809,vergehen::V,үтеү,tremen
810,erscheinen::V,килеп сығыу,donet war-wel
811,verschwinden::V,юғалыу,monet diwar wel
812,sinken::V,түбәнәйеү,en em izelat
813,abnehmen::V,кәметеү,nebeutaat
814,zunehmen::V,артыу,kreskiñ
815,steigen::V,күтәрелеү,sevel
816,wachsen::V,үҫеү,kreskiñ
817,glänzen::V,ялтырау,lugernañ
818,funkeln::V,баҙлау,elieniñ
819,lärmen::V,шаулау,rabotat
820,läuten::V,ҡағыу,
821,klingeln::V,ҡағыу,
822,klingeln::V,шылтыратыу,
823,klirren::V,шылтыратыу,diridignat
824,klirren::V,шылтыратыу,sterlinkañ
825,brausen::V,ҡотороноу,gwegal
826,rauschen::V,шыптырлау,trouzal
827,klingen::V,яңғырау,seniñ
828,bellen::V,өрөү,harzhal
829,heulen::V,олоу,yudal
830,blasen::V,өрөү,c'hwezhañ
831,pfeifen::V,һызғырып ебәреү,c'hwitellat
832,schreien::V,ҡысҡырыу,huchal
833,stöhnen::V,уңғырашыу,hirvoudiñ
834,zittern::V,ҡалтырау,krenañ
835,leben::V,йәшәү,bevañ
836,geboren werden::V,тыуыу,genel
837,atmen::V,тын алыү,tennañ e anal
838,trinken::V,эсеү,evañ
839,essen::V,ашау,debriñ
840,schlucken::V,йотоу,lonkañ
841,müde werden::V,арыу,skuizhañ
842,einschlafen::V,йоҡлап китеү,menel kousket
843,schlafen::V,йоҡлау,kousket
844,aufwachen::V,уяныу,dihuniñ
845,aufstehen::V,тороу,sevel
846,sich erholen::V,ял итеү,diskuizhañ
847,krank werden::V,сирләү,klañviñ
848,krank sein::V,сирләү,bezañ klañv
849,schmerzen::V,ауыртыу,skourjezañ
850,husten::V,йүтәлләү,pasaat
851,husten::V,йүтәлләү,peudal
852,genesen::V,һауығыу,pareañ
853,sterben::V,үлеү,mervel
854,umkommen::V,һәләк булыу,perisañ
855,sich bewegen::V,хәрәкәт итеү,bouljal
856,sich rühren::V,ҡуҙғалыу,fiñval
857,sich erheben::V,тороу,sevel
858,sich setzen::V,ултырыу,azezañ
859,sich setzen::V,ултырыу,mont en e goazez
860,hinfallen::V,ҡолау,kouezhañ
861,laufen::V,йөрөү,redek
862,schreiten::V,атлау,kerzhet
863,spazierengehen::V,ял итеп йороү,pourmen
864,eilen::V,ашығыу,hastañ
865,eilen::V,ҡабаланыу,hastañ
866,sich beeilen::V,ашығыу,hastañ
867,sich beeilen::V,ҡабаланыу,hastañ
868,sausen::V,елеү,karzhañ
869,rennen::V,йүгеп йөрөү,redek
870,springen::V,һикереү,lammat
871,klettern::V,үрмәләү,krimpat
872,klettern::V,үрмәләп менеү,krimpat
873,schaukeln::V,сайҡалыу,brañsellat
874,kriechen::V,шыуышыу,skrampañ
875,schwimmen::V,йоҙөү,neuial
876,tauchen::V,сумыу,splujañ
877,rudern::V,ишеү,roeñvat
878,fahren::V,йөрөү,kas
879,fahren::V,йөрөү,bleniañ
880,fliegen::V,осоу,nijal
881,gehen::V,барыу,mont
882,weggehen::V,китеү,mont kuit
883,abfahren::V,сығыу,mont kuit
884,anhalten::V,тукталыу,chom a-sav
885,hineingehen::V,инеү,monet e-barzh
886,eintreten::V,инеү,monet e-barzh
887,kommen::V,килеү,dont
888,ankommen::V,килеү,erruout
889,zurückkommen::V,ҡайтыу,addonet
890,bleiben::V,ҡалыу,chom
891,warten::V,көтөп тороу,gortoz
892,erwarten::V,көтөү,gortoz
893,suchen::V,эҙләү,klask
894,finden::V,табыу,kavout
895,versuchen::V,тырышып ҡарау,klask
896,vorbereiten::V,әҙерләү,aozañ
897,lieben::V,яратыу,karout
898,mögen::V,һөйөү,karout
899,mögen::V,яратыу,karout
900,lachen::V,көлөү,c'hoarzin
901,rühren::V,ҡағылыу,tenerañ
902,weinen::V,илау,gouelañ
903,schimpfen::V,һүгенеү,krozal
904,schimpfen::V,тиргәнеү,krozal
905,schimpfen::V,һуҡраныу,krozal
906,sich ärgern::V,асыуланыу,fachañ
907,sich ärgern::V,асыуланыу,en em fachañ
908,sich fürchten::V,ҡурҡыу,
909,fürchten::V,ҡурҡыу,
910,fliehen::V,ҡасыу,tec'het
911,flüchten::V,ҡасыу,tuzañ
912,sehen::V,күреү,gwelet
913,anschauen::V,ҡарау,sellout ouzh
914,ansehen::V,ҡарау,sellout ouzh
915,ansehen::V,тикшереү,sellout ouzh
916,hören::V,ишетеү,klevet
917,zuhören::V,тыңлау,selaou
918,probieren::V,татыу,blasa
919,riechen::V,еҫкәү,klevet
920,fühlen::V,тойоу,santout
921,scheinen::V,кеүек күренеү,diskouez bezañ
922,scheinen::V,тойолоу,diskouez bezañ
923,zu sehen sein::V,күренеү,bezañ gwelus
924,vernehmen::V,ишетеү,merzhañ
925,frieren::V,туңыү,anoued
926,tun::V,яһау,ober
927,tun::V,әшләү,ober
928,können::V,алыу,gouzout
929,können::V,мөмкин булыу,gouzout
930,wollen::V,теләү,fellout da
931,wollen::V,теләү,kaout c'hoant da
932,anfangen::V,башлау,kregiñ
933,beenden::V,бөтөрөү,achuiñ
934,beenden::V,тамамлау,achuiñ
935,aufhören::V,туктау,paouez
936,gelingen::V,уңышлы булыу,
937,geraten::V,булып сығыу,
938,öffnen::V,асыу,digeriñ
939,schließen::V,йомоу,serriñ
940,stellen::V,ҡуйыу,lakaat
941,setzen::V,урынлаштырыу,lakaat
942,legen::V,һалыу,lakaat
943,berühren::V,тейеү,touch
944,berühren::V,ҡағылыу,touch
945,verbinden::V,ҡушыу,eren
946,verbinden::V,бәйләү,eren
947,bedecken::V,ҡаплау,goloiñ
948,aufhängen::V,элеү,istribilhañ
949,anzünden::V,тоҡандырыу,alumiñ
950,anzünden::V,тоҡандырыу,c'hwezzañ
951,aufheben::V,мендереү,dastum
952,zurücklassen::V,ҡалдырыу,lezel
953,verlieren::V,юғалтыу,koll
954,fallen lassen::V,төшөрөп ебәреү,laoskel
955,fallen lassen::V,төшөрөп ебәреү,lezel da gouezhel
956,machen::V,яһау,ober
957,machen::V,эшләү,ober
958,herstellen::V,эшләп сығарыу,fardañ
959,bauen::V,төҙөү,sevel
960,reparieren::V,төҙәтеү,adaozañ
961,verbessern::V,яҡшыртыу,gwellaat
962,ändern::V,үҙгәртеү,cheñch
963,graben::V,ҡаҙыу,kleuzañ
964,beugen::V,бөгөү,plegañ
965,biegen::V,бөгөү,krommañ
966,drehen::V,өйрөлтөү,treiñ
967,drehen::V,әйләндереү,treiñ
968,wenden::V,әйләндереү,treiñ
969,umdrehen::V,түңкәреү,treiñ
970,heben::V,күтәреү,sevel
971,heben::V,мендереү,sevel
972,hochheben::V,күтәреү,sevel
973,ergreifen::V,тотоп алыу,kemer
974,halten::V,тотоу,dalc'hen
975,drücken::V,ҡыҫыу,bountañ
976,schieben::V,этеү,poulzañ
977,schieben::V,төртөү,poulzañ
978,kratzen::V,ҡырыу,skrabat
979,lecken::V,ялау,lipat
980,beißen::V,тешләү,kregiñ
981,abreißen::V,өҙөү,diframmañ
982,abschneiden::V,ҡырҡыу,troc'hañ
983,binden::V,бәйләү,stagañ
984,stecken::V,ҡаҙау,sankañ
985,brechen::V,боҙоу,darnaouiñ
986,klopfen::V,шаҡылдау,skoiñ
987,hauen::V,туҡмау,dornañ
988,kleben::V,йәбештереү,pegañ
989,reiben::V,ыуыу,taravat
990,reiben::V,ыуыу,trekiñ
991,reiben::V,ышҡыу,taravat
992,reiben::V,ышҡыу,trekiñ
993,streichen::V,яғыу,toazañ
994,schleifen::V,үткерләү,lemmañ
995,schneiden::V,ҡырҡыу,troc'hañ
996,rütteln::V,һелкетеү,tordorosañ
997,schütteln::V,һелкетеү,hejañ
998,schwenken::V,болғау,
999,schütten::V,ҡойоу,diskargañ
1000,füllen::V,тултырыу,kargañ
1001,einwickeln::V,төрөү,gronnañ
1002,tragen::V,алып барыу,dougen
1003,schleppen::V,һөйрәү,stlejal
1004,ziehen::V,тартыу,sachañ
1005,aufbewahren::V,һаҡлау,miret
1006,werfen::V,ырғытыу,teuler
1007,fangen::V,тотоу,tapañ
1008,packen::V,етеү,krapat
1009,packen::V,тотоп алыу,krapat
1010,verstecken::V,йәшереү,kuzhat
1011,teilen::V,бүлеү,rannañ
1012,schicken::V,ебәреү,kas
1013,bringen::V,килтереү,degas
1014,hinzufügen::V,өтәү,lakat ouzhpenn
1015,bekommen::V,алыу,kaout
1016,erhalten::V,алыу,kaout
1017,nehmen::V,алыу,kemer
1018,wählen::V,һайлаү,choaz
1019,auswählen::V,һайлап алыу,dibab
1020,bewahren::V,һаҡлау,mirout
1021,behindern::V,тотҡарлыҡ яһау,diaezañ
1022,verderben::V,боҙоу,lovrañ
1023,beschädigen::V,боҙоу,gwallegañ
1024,zerbrechen::V,ҡыйратыу,torriñ
1025,zerreißen::V,йыртыу,diroegiñ
1026,zerstören::V,емереү,distrujañ
1027,verbrennen::V,үртәү,deviñ
1028,geben::V,биреү,reiñ
1029,reichen::V,биреү,
1030,schenken::V,бүләк итеү,donezonañ
1031,versprechen::V,вәғәҙә биреү,prometiñ
1032,wünschen::V,теләу,hetiñ
1033,loben::V,маҡтау,feurmiñ
1034,küssen::V,үбеү,pokat
1035,wiegen::V,бәүетеү,pouezañ
1036,wiegen::V,тирбәтеү,pouezañ
1037,zudecken::V,ҡаплау,goloiñ
1038,wecken::V,уятыу,dihuniñ
1039,zeigen::V,күрһәтеү,diskouez
1040,führen::V,етәкләү,kas
1041,lehren::V,уҡытыу,deskiñ
1042,lehren::V,өйрәтеү,deskiñ
1043,unterrichten::V,уҡытыу,kelenn
1044,aufziehen::V,тәрбиәле,
1045,leiten::V,етәкләү,bleinañ
1046,leiten::V,етәкселек итеү,bleinañ
1047,antreiben::V,ашыҡтырыу,poulzañ
1048,lassen::V,мәжбүр итеү,leuskel
1049,einladen::V,саҡырыу,pediñ
1050,vereinigen::V,берләштереү,unisañ
1051,besuchen::V,килеп сығыу,gweladenniñ
1052,treffen::V,тойоү,kejal
1053,treffen::V,тойоү,ankontrañ
1054,treffen::V,осратыу,kejal
1055,treffen::V,осратыу,ankontrañ
1056,treffen::V,ҡаршылау,kejal
1057,treffen::V,ҡаршылау,ankontrañ
1058,sich versammeln::V,йыйылыу,bodennañ
1059,spielen::V,тартыу,c'hoari
1060,singen::V,йырлау,kanañ
1061,tanzen::V,бейеү,dañsal
1062,sich trennen::V,айырылышыу,dispartiañ
1063,verlassen::V,ташлау,lezel
1064,verlassen::V,ташлап китеү,lezel
1065,retten::V,ҡотҡарыу,saveteiñ
1066,bewachen::V,һаҡлау,mesa
1067,schützen::V,һаҡлау,diwall
1068,verteidigen::V,яҡлау,difenn
1069,sich schlagen::V,һуғышыу,lopañ
1070,schießen::V,атыу,
1071,siegen::V,еңеү,trec'hiñ
1072,ärgern::V,асыуландырыу,hegasiñ
1073,schlagen::V,бәреү,skeiñ
1074,schlagen::V,туҡмау,skeiñ
1075,treten::V,тибеү,botaouiñ
1076,treten::V,типкеләү,botaouiñ
1077,stechen::V,сәнсеү,pikat
1078,stoßen::V,этеү,stokañ
1079,stoßen::V,төртөү,stokañ
1080,stehlen::V,урлау,laerezh
1081,stören::V,ҡамасаулау,direnkañ
1082,belästigen::V,бимазалау,dregasiñ
1083,belästigen::V,ҡамасаулау,dregasiñ
1084,verbergen::V,йәшереү,skoachañ
1085,täuschen::V,ултыртыу,tromplañ
1086,betrügen::V,алдау,lorbañ
1087,töten::V,үлтереү,lazhañ
1088,wohnen::V,йәшәү,bezañ o chom
1089,arbeiten::V,эшләү,labourat
1090,sammeln::V,йыйыу,dastum
1091,pflücken::V,өҙөү,kuntuilhañ
1092,jagen::V,аулау,chaseal
1093,fischen::V,аулау,pesketa
1094,fassen::V,тотоу,pakañ
1095,hüten::V,көтөү,geota
1096,treiben::V,ҡыуыу,
1097,anbinden::V,бәйләү,stagañ
1098,füttern::V,ашатыу,boueta
1099,melken::V,һауыү,goro
1100,hacken::V,турау,difrakal
1101,hacken::V,тапау,difrakal
1102,gießen::V,ҡойоу,dourañ
1103,reifen::V,өлғөрөү,azviñ
1104,zubereiten::V,бешереү,keginañ
1105,kochen::V,бешереү,poazhañ
1106,backen::V,бешереү,fritañ
1107,braten::V,ҡурыу,rostañ
1108,umrühren::V,ҡатнаштырыу,
1109,stricken::V,бәйләү,stammañ
1110,nähen::V,тегеү,gwriat
1111,färben::V,буяу,livañ
1112,reinigen::V,таҙартыу,naetañ
1113,waschen::V,йыуыу,gwalc'hiñ
1114,abwischen::V,һөртөү,torchañ
1115,spülen::V,сайҡау,disgwalc'hiñ
1116,fegen::V,һепереү,skubañ
1117,kehren::V,һепереү,skubañ
1118,baden::V,һыу инеү,kouronkañ
1119,sich waschen::V,йыуыныу,en em walc'hiñ
1120,ausziehen::V,сисеү,
1121,anziehen::V,кейеү,
1122,sich anziehen::V,кейенеү,gwiskañ
1123,kämmen::V,тарау,kribat
1124,schmücken::V,биҙәү,kinklañ
1125,sagen::V,әйтеү,larêt
1126,sagen::V,әйтеү,lavaret
1127,sprechen::V,әйтеү,komz
1128,sprechen::V,һөйләшеү,komz
1129,reden::V,һөйләшеү,kaozeal
1130,sich unterhalten::V,әңгәмәләшеү,balbotal
1131,fragen::V,һорау,goulenn
1132,bitten::V,үтенеү,goulenn
1133,erzählen::V,һөйләү,kontañ
1134,mitteilen::V,әйтеү,kemenn
1135,nennen::V,атау,anviñ
1136,nennen::V,исемләү,anviñ
1137,rufen::V,саҡырыу,gelver
1138,prahlen::V,маҡтаныу,fougeal
1139,prahlen::V,шапырыныу,fougeal
1140,übersetzen::V,тәржемә итеү,treiñ
1141,denken::V,уйлау,soñjal
1142,glauben::V,ышаныу,krediñ
1143,bemerken::V,күреү,apresevañ
1144,erkennen::V,таныу,anavout
1145,begreifen::V,аңлау,meizañ
1146,verstehen::V,аңлау,kompren
1147,lernen::V,өйрәнеү,deskiñ
1148,wissen::V,белеү,gouzout
1149,sich erinnern an::V,хәтергә алыу,kaout soñj e
1150,vergessen::V,онотоу,ankouaat
1151,messen::V,үлсәү,muzuliañ
1152,zählen::V,һанау,kontañ
1153,rechnen::V,һанау,jedañ
1154,lesen::V,уҡыу,lenn
1155,malen::V,һүрәт яһау,livañ
1156,malen::V,рәсем төшөрөү,livañ
1157,zeichnen::V,һүрәт яһау,tresañ
1158,zeichnen::V,рәсем төшөрөү,tresañ
1159,schreiben::V,яҙыу,skrivañ
1160,besitzen::V,биләү,kaout
1161,kaufen::V,һатып алыу,prenañ
1162,verkaufen::V,һатыу,gwerzhañ
1163,bezahlen::V,түләү,paeañ
1164,zahlen::V,түләү,paeañ
1165,beherrschen::V,биләү,mestroniañ
1166,ertragen::V,түҙеү,anduriñ
