,Concept_ID,en,bn
199,Mensch::N,human,মানুষ
200,Mann::N,man,মানুষ
201,Frau::N,woman,নারী
202,Kind::N,child,বাচ্চা
203,Junge::N,boy,ছেলে
204,Mädchen::N,girl,মেয়ে
205,Familie::N,family,পরিবার
206,Großvater::N,grandfather,মাতামহ
207,Großmutter::N,grandmother,মাতামহী
208,Eltern::N,parents,মাতাপিতা
209,Vater::N,father,পিতা
210,Mutter::N,mother,মাতা
211,Sohn::N,son,ছেলে
212,Tochter::N,daughter,মেয়ে
213,Bruder::N,brother,দাদা
214,Schwester::N,sister,বোন
215,Schwester::N,sister,দিদি
216,Onkel::N,uncle,মামা
217,Tante::N,aunt,মাসী
218,Ehemann::N,husband,স্বামী
219,Ehefrau::N,wife,পত্নী
220,Freude::N,joy,উল্লাস
221,Gelächter::N,laughter,হাসি
222,Glück::N,happiness,সুখ
223,Kummer::N,grief,দুঃখ
224,Wunsch::N,wish,আকাঙ্ক্ষা
225,Lust::N,desire,বাসনা
226,Geist::N,spirit,আত্না
227,Gedanke::N,thought,চিন্তা
228,Gedächtnis::N,memory,স্মরণশক্তি
229,Verstand::N,mind,মন
230,Sinn::N,meaning,পদার্থ
231,Grund::N,reason,কারণ
232,Wahrheit::N,truth,সত্য
233,Gespräch::N,talk,কথাবার্তা
234,Märchen::N,fairy tale,রূপকথা
235,Erzählung::N,story,গল্প
236,Nachricht::N,message,তথ্য
237,Neuigkeit::N,news,খবরাখবর
238,Name::N,name,নাম
239,Rätsel::N,puzzle,ধাঁধা
240,Rede::N,speech,বক্তৃতা
241,Sprache::N,language,ভাষা
242,Stimme::N,voice,স্বর
243,Wort::N,word,শব্দ
244,Zeichen::N,sign,প্রতীক
245,Ruf::N,call,ডাক
246,Lärm::N,noise,হৈচৈ
247,Laut::N,sound,ধ্বনি
248,Ton::N,tone,স্বর
249,Lied::N,song,গান
250,Ruhe::N,calm,শান্তি
251,Leute::N,people,প্রজাপুঞ্জ
252,Volk::N,nation,জাতি
253,Arbeit::N,work,চাকরি
254,Gast::N,guest,অতিথি
255,Geschenk::N,gift,উপহার
256,Spiel::N,game,খেলা
257,Gesellschaft::N,company,সঙ্গিগণ
258,Hilfe::N,help,সাহায্য
259,Freund::N,friend,বন্ধু
260,Kamerad::N,companion,সঙ্গী
261,Angelegenheit::N,matter,বিষয়
262,Anzahl::N,count,পরিমাণ
263,Art::N,sort,রকম
264,Stück::N,piece,টুকরো
265,Teil::N,part,অংশ
266,Hälfte::N,half,অর্ধেক
267,Kreis::N,circle,বৃত্ত
268,Kreuz::N,cross,ক্রুশ
269,Linie::N,line,রেখা
270,Strich::N,stroke,কষি
271,Abstand::N,gap,ফাঁক
272,Entfernung::N,distance,ব্যবধান
273,Gegend::N,area,ক্ষেত্র
274,Platz::N,space,জায়গা
275,Ort::N,place,স্থান
276,Seite::N,side,পার্শ্ব
277,Mitte::N,middle,মধ্য
278,Gegenstand::N,item,জিনিস
279,Sache::N,thing,বস্তু
280,Rand::N,fringe,কানা
281,Kante::N,edge,ধার
282,Ecke::N,corner,কোণ
283,Spitze::N,tip,ডগা
284,Ende::N,end,প্রান্ত
285,Loch::N,hole,গর্ত
286,Winkel::N,angle,কোণ
287,Muster::N,pattern,নমুন্
288,Größe::N,size,আয়তন
289,Länge::N,length,দৈর্ঘ্য
290,Höhe::N,height,উচ্চতা
291,Gewicht::N,weight,ওজন
292,Menge::N,amount,পরিমাণ
293,Haufen::N,heap,পুঞ্জ
294,Reihe::N,row,শ্রেণী
295,Boot::N,boat,নৌকা
296,Ruder::N,oar,দাঁড়
297,Schlitten::N,sleigh,স্নেজ্-গাড়ি
298,Ski::N,ski,শী
299,Lagerfeuer::N,campfire,অগ্নি
300,Last::N,load,বোঝা
301,Gang::N,walk,হণ্টন
302,Schritt::N,step,পদ
303,Norden::N,north,উত্তরদিক্
304,Süden::N,south,দক্ষিণদিক
305,Westen::N,west,পশ্চিমদিক্
306,Osten::N,east,পূর্বদিক
307,Holz::N,wood,কাঠ
308,Brett::N,board,তক্তা
309,Platte::N,slab,ফলক
310,Stütze::N,bracket,নাগদণ্ড
311,Stange::N,pole,দণ্ড
312,Stock::N,stick,ছড়ি
313,Stab::N,staff,যষ্টি
314,Rohr::N,pipe,নল
315,Haus::N,house,ঘর
316,Heim::N,home,বাসা
317,Ofen::N,stove,স্টোভ্
318,Fußboden::N,floor,গহতল
319,Tisch::N,table,মেজ
320,Tisch::N,table,টেবিল
321,Stuhl::N,chair,চেয়ার
322,Stuhl::N,chair,কেদারা
323,Wiege::N,cradle,দোলনা
324,Bett::N,bed,শয্যা
325,Regal::N,shelf,তাক
326,Kiste::N,box,বাক্স
327,Fenster::N,window,জানালা
328,Tür::N,door,দ্বার
329,Tor::N,gate,দ্বার
330,Zaun::N,fence,বেড়া
331,Dach::N,roof,ছাদ
332,Leiter::N,ladder,মই
333,Besen::N,broom,গুল্মবিশেষ
334,Spaten::N,spade,কোদাল
335,Schaufel::N,shovel,বেলচা
336,Gabel::N,fork,কাঁটা
337,Löffel::N,spoon,চামচ
338,Messer::N,knife,ছুরি
339,Nagel::N,nail,পেরেক
340,Netz::N,net,জাল
341,Haken::N,hook,কাচি
342,Griff::N,handle,হাতল
343,Schloss::N,lock,তালা
344,Bild::N,picture,ছবি
345,Bild::N,picture,চিত্র
346,Figur::N,figure,আকার
347,Puppe::N,doll,পুতুল
348,Beutel::N,pouch,বটুয়া
349,Bündel::N,bundle,আঁটি
350,Tasche::N,bag,থলি
351,Eimer::N,bucket,বাল্তি
352,Deckel::N,cover,আবরণ
353,Geschirr::N,dishes,থালা-বাসন
354,Sack::N,sack,বস্তা
355,Tasse::N,cup,কাপ
356,Topf::N,pot,পাত্র
357,Kessel::N,kettle,কেটলি
358,Essen::N,meal,আহার
359,Nahrung::N,food,খাদ্য
360,Speise::N,dish,খাদ্য
361,Fleisch::N,meat,মাংস
362,Getreide::N,corn,শস্য
363,Brei::N,mush,মণ্ড
364,Brot::N,bread,রুটি
365,Scheibe::N,slice,ফালি
366,Fett::N,fat,মেদ
367,Butter::N,butter,মাখন
368,Öl::N,oil,তৈল
369,Salz::N,salt,নুন
370,Suppe::N,soup,শুরুয়া
371,Honig::N,honey,মধু
372,Milch::N,milk,দুধ
373,Tee::N,tea,চা
374,Leder::N,leather,পাকা চামড়া
375,Wolle::N,wool,পশম
376,Stoff::N,cloth,বস্ত্র
377,Nadel::N,needle,সুচ
378,Faden::N,thread,সূত্র
379,Knopf::N,button,বোতাম
380,Knoten::N,knot,গিঁট
381,Farbe::N,paint,রং
382,Kleidung::N,clothes,কাপড়
383,Hemd::N,shirt,শার্ট
384,Kragen::N,collar,গলবন্ধ
385,Ärmel::N,sleeve,আস্তিন্
386,Hose::N,trousers,ট্রাউজার
387,Gürtel::N,belt,কটিবন্ধ
388,Mütze::N,cap,টুপি
389,Schuh::N,shoe,জুতো
390,Stiefel::N,boot,বুট
391,Ring::N,ring,আংটি
392,Band::N,ribbon,ফিতা
393,Kamm::N,comb,চিরুনি
394,Spiegel::N,mirror,আয়না
395,Riemen::N,strap,চাবুক
396,Schnur::N,string,দড়ি
397,Leine::N,leash,শিকল
398,Decke::N,blanket,কম্বল
399,Kissen::N,pillow,উপাধান
400,Tuch::N,scarf,বস্ত্র
401,Handtuch::N,towel,তোয়ালে
402,Kraft::N,force,জোর
403,Stärke::N,strength,শক্তি
404,Gesundheit::N,health,স্বাস্থ্য
405,Krankheit::N,illness,অসুখ
406,Krankheit::N,illness,ব্যামো
407,Schmerz::N,pain,যন্ত্রণা
408,Wunde::N,wound,ক্ষত
409,Fieber::N,fever,জ্বর
410,Arznei::N,medicine,ঔষধ
411,Brücke::N,bridge,সেতু
412,Brunnen::N,well,কূপ
413,Weide::N,pasture,পশুচারণভূমি
414,Pfad::N,path,পথ
415,Weg::N,way,পথ
416,Straße::N,road,রাস্তা
417,Dorf::N,village,গ্রাম
418,Stadt::N,town,শহর
419,Brief::N,letter,চিঠি
420,Buch::N,book,বই
421,Buchstabe::N,character,অক্ষর
422,Zeitung::N,newspaper,সংবাদপত্র
423,Leben::N,life,জীবন
424,Tod::N,death,মৃত্যু
425,Grab::N,grave,কবর
426,Kirche::N,church,গির্জা
427,Sünde::N,sin,পাপ
428,Gott::N,god,দেবতা
429,Arbeiter::N,worker,শ্রমিক
430,Chef::N,boss,নেতা
431,Meister::N,master,ব্যক্তি
432,Arzt::N,doctor,চিকিৎসক
433,Lehrer::N,teacher,অধ্যাপক
434,Geld::N,money,মুদ্রা
435,Geld::N,money,টাকাপয়সা
436,Geschäft::N,business,ব্যস্ততা
437,Laden::N,shop,দোকান
438,Preis::N,price,মূল্য
439,Ware::N,ware,পণ্যদ্রব্য
440,Nutzen::N,profit,সুবিধা
441,Reichtum::N,wealth,ধনদৌলত
442,Welt::N,world,জগৎ
443,Land::N,country,খেত
444,Staat::N,state,রাষ্ট্র
445,König::N,king,রাজা
446,Macht::N,power,প্রভাব
447,Grenze::N,border,সীমা
448,Krieg::N,war,যুদ্ধ
449,Feind::N,enemy,শত্রু
450,Gewalt::N,violence,জোর
451,Kampf::N,fight,লড়াই
452,Bogen[Waffe]::N,bow,ধনুক
453,Pfeil::N,arrow,বাণ
454,Gewehr::N,gun,বন্দুক
455,Fehler::N,mistake,ভুল
456,Lüge::N,lie,মিথ্যা
457,Schaden::N,damage,ক্ষতি
458,Unglück::N,misfortune,দুর্ভাগ্য
459,Schuld::N,fault,অপরাধ
460,Alter::N,age,আয়ু
461,Schluss::N,conclusion,শেষ
462,Zeit::N,time,সময়
463,Tag::N,day,দিন
464,Morgen::N,morning,সকাল
465,Mittag::N,noon,মধ্যাহু
466,Abend::N,evening,সন্ধ্যা
467,Nacht::N,night,রাত্রি
468,Woche::N,week,সপ্তাহ
469,Monat::N,month,মাস
470,Jahr::N,year,সৌরবর্ষ
471,Frühling::N,spring,বসন্তকাল
472,Sommer::N,summer,গ্রীষ্মকাল
473,Herbst::N,autumn,শরংঋতু
474,Winter::N,winter,শীতকাল
475,Januar::N,January,জানুয়ারী
476,Februar::N,February,ফেব্রুয়ারী
477,März::N,March,মার্চ
478,April::N,April,এপ্রিল
479,Mai::N,May,মে
480,Juni::N,June,জুন
481,Juli::N,July,জুলাই
482,August::N,August,অগাস্ট
483,September::N,September,সেপ্টেম্বর
484,Oktober::N,October,অক্টোবর
485,November::N,November,নভেম্বর
486,Dezember::N,December,ডিসেম্বর
487,Montag::N,Monday,সোমবার
488,Dienstag::N,Tuesday,মঙ্গলবার
489,Mittwoch::N,Wednesday,বুধবার
490,Donnerstag::N,Thursday,বৃহম্পতিবার
491,Freitag::N,Friday,শুক্রবার
492,Samstag::N,Saturday,শনিবার
493,Sonntag::N,Sunday,রবিবার
494,groß::A,big,বৃহৎ
495,klein::A,little,ছোট
496,lang::A,long,দীর্ঘ
497,kurz::A,short,খর্ব
498,kurz::A,short,হ্রস্ব
499,breit::A,wide,চওড়া
500,schmal::A,narrow,সরু
501,dicht::A,dense,ঘন
502,dick[Gegenstand]::A,thick,পুরু
503,dünn::A,thin,কৃশ
504,fein::A,delicate,সূক্ষ্ম
505,fest::A,firm,দৃঢ়
506,flach::A,flat,সমতল
507,glatt::A,smooth,মসৃণ
508,hart::A,hard,শক্ত
509,weich::A,soft,নরম
510,rund::A,round,গোলাকার
511,spitz::A,pointed,তীক্ষ্ন
512,scharf::A,sharp,শাণিত
513,stumpf::A,blunt,ভোঁতা
514,schwer::A,heavy,ভারী
515,schön::A,beautiful,সুন্দর
516,heiß::A,hot,গরম
517,warm::A,warm,ঈষদুষ্ণ
518,kalt::A,cold,ঠাণ্ডা
519,kühl::A,cool,শীতল
520,frisch::A,fresh,তাজা
521,feucht::A,damp,ভিজা
522,nass::A,wet,ভিজা
523,trocken::A,dry,শুষ্ক
524,voll::A,full,পূর্ণ
525,leer::A,empty,খালি
526,offen::A,open,খোলা
527,geschlossen::A,closed,বন্ধ
528,sauber::A,clean,নির্মল
529,schmutzig::A,dirty,নোংরা
530,roh::A,raw,কাঁচা
531,reif::A,ripe,পাকা
532,lecker::A,delicious,সুস্বাদ
533,süß::A,sweet,মিষ্ট
534,bitter::A,bitter,তিক্ত
535,sauer::A,sour,টক
536,hell::A,bright,উজ্জ্বল
537,dunkel::A,dark,অন্ধকারময়
538,schwarz::A,black,কালো
539,weiß::A,white,সাদা
540,rot::A,red,লাল
541,gelb::A,yellow,হলদে
542,blau::A,blue,নীল
543,grün::A,green,সবুজ
544,grau::A,grey,ছাই-রঙা
545,bunt::A,colourful,রঙিন
546,bunt::A,colorful,রঙিন
547,billig::A,cheap,সস্তা
548,teuer::A,dear,আক্রা
549,wertvoll::A,precious,মহার্ঘ
550,blind::A,blind,কানা
551,taub::A,deaf,বধির
552,kräftig::A,powerful,বিশাল
553,stark::A,strong,শক্তিশালী
554,schwach::A,weak,দুর্বল
555,fett::A,fat,মোটা
556,schlank::A,slim,কৃশ
557,hübsch::A,pretty,সুন্দর
558,böse::A,evil,খারাপ
559,dumm::A,stupid,মূর্খ
560,faul::A,lazy,শ্রমবিমুখ
561,fleißig::A,diligent,পরিশ্রমী
562,geizig::A,stingy,ব্যয়কুণ্ঠ
563,klug::A,clever,দক্ষ
564,geschickt::A,skilful,পটু
565,geschickt::A,skillful,পটু
566,lieb::A,dear,প্রেয়
567,lustig::A,merry,প্রফুল্ল
568,sanft::A,gentle,নম্র
569,hungrig::A,hungry,ক্ষুধার্ত
570,krank::A,sick,অসুস্থ
571,nackt::A,naked,উলঙ্গ
572,traurig::A,sad,দুঃখিত
573,lebendig::A,living,জীবিত
574,gut::A,good,ভালো
575,schlecht::A,bad,মন্দ
576,richtig::A,correct,ঠিক
577,schlimm::A,nasty,কদর্য
578,wahr::A,true,বাস্তব
579,alt::A,old,পুরাতন
580,neu::A,new,নব
581,neu::A,new,নূতন
582,ehemalig::A,former,পূর্বকালীন
583,alt[Lebewesen]::A,aged,বৃদ্ধ
584,jung::A,young,তরুণ
585,arm::A,poor,ক্ষুদ্র
586,reich::A,rich,ধনবান্
587,bekannt::A,familiar,সুপরিচিত
588,berühmt::A,famous,বিখ্যাত
589,fremd::A,foreign,বিদেশি
590,verschieden::A,different,বিসদৃশ
591,nah::A,near,নিকটবতী
592,fern::A,far,দুরবতী
593,linker::A,left,বাম
594,rechter::A,right,ডান
595,rechter::A,right,ডাইন
596,anderer::A,other,অন্যতর
597,erster::A,first,প্রথম
598,zweiter::A,second,দ্বিতীয়
599,dritter::A,third,তৃতীয়
600,letzter::A,last,সর্বশেষ
601,allein::ADV,alone,একক
602,auf einmal::ADV,at once,জলদি
603,zusammen::ADV,together,একসঙ্গে
604,lange::ADV,long,লম্বা
605,plötzlich::ADV,suddenly,হঠাৎ
606,sofort::ADV,instantly,মুহ্ণর্তমধ্যে
607,später::ADV,later,পশ্চাতে
608,jetzt::ADV,now,এখন
609,heute::ADV,today,আজ
610,morgen::ADV,tomorrow,আগামিকাল
611,bald::ADV,soon,অস্পকালমধ্যে
612,dann::ADV,then,তখন
613,gestern::ADV,yesterday,গতকাল
614,einst::ADV,once,একবার মাত্র
615,damals::ADV,at that time,তখন
616,danach::ADV,afterwards,পরে
617,vorher::ADV,before,আগে
618,zuerst::ADV,at first,আগে
619,einmal::ADV,once,একবার
620,manchmal::ADV,sometimes,কখনও কখনও
621,oft::ADV,often,ঘনঘন
622,immer::ADV,always,সর্বদা
623,niemals::ADV,never,কখলও নহে
624,hier::ADV,here,এখানে
625,hierhin::ADV,hither,এখানে
626,hierhin::ADV,to here,এখানে
627,hierhin::ADV,here,এখানে
628,von hier::ADV,hence,ত্রই স্তান হইতে
629,dort::ADV,there,ওখানে
630,dorthin::ADV,thither,ওখানে
631,dorthin::ADV,there,ওখানে
632,dorthin::ADV,to there,ওখানে
633,geradeaus::ADV,ahead,অগ্রগামী
634,vorwärts::ADV,forward,সন্মুখিকে
635,rückwärts::ADV,backward,খিরিয়া
636,zurück::ADV,back,পিঠ
637,unten::ADV,below,নীচে
638,hinab::ADV,down,নিম্নগামী
639,oben::ADV,above,উপরে
640,hinauf::ADV,up,উচ্চতর অংশে
641,überall::ADV,everywhere,সর্বত্র
642,nicht::ADV,not,না
643,ein wenig::ADV,a little,অল্প
644,kaum::ADV,hardly,কষ্টসহকাবে
645,sehr::ADV,very,খুব
646,so::ADV,so,তত
647,noch::ADV,still,এখন পর্যস্ত
648,nur::ADV,only,শুধু
649,schon::ADV,already,ইতঃপুর্বে
650,wieder::ADV,again,আবার
651,vergebens::ADV,in vain,বিফলে
652,vor::PRP,in front of,সম্মুখে
653,hinter::PRP,behind,পশ্চাতে
654,unter::PRP,under,নীচে
655,durch::PRP,through,দ্বারা
656,neben::PRP,next to,কাছে
657,zwischen::PRP,between,মধ্যে
658,wegen::PRP,because of,জন্য
659,dies::PRN,this,এটা
660,das::PRN,that,ওটা
661,alles::PRN,everything,সব
662,ich::PRN,I,আমি
663,du::PRN,you,তুমি
664,du::PRN,thou,তুমি
665,er::PRN,he,উনি
666,wir::PRN,we,আমরা
667,ihr::PRN,you,তোমরা
668,sie::PRN,they,তারা
669,was::FPRN,what,কি
670,wer::FPRN,who,কে
671,wo::FADV,where,কোথায়
672,wohin::FADV,where ... to,কোথায়
673,wohin::FADV,where to,কোথায়
674,wohin::FADV,where,কোথায়
675,wie::FADV,how,কেমন
676,warum::FADV,why,কেন
677,wieviel::FNUM,how much,কত
678,eins::NUM,one,অক
679,zwei::NUM,two,দুই
680,drei::NUM,three,তিন
681,vier::NUM,four,চার
682,fünf::NUM,five,পাঁচ
683,sechs::NUM,six,ছয়
684,sieben::NUM,seven,সাত
685,acht::NUM,eight,আট
686,neun::NUM,nine,নয়
687,zehn::NUM,ten,দশ
688,elf::NUM,eleven,এগারো
689,zwölf::NUM,twelve,দ্বাদশ
690,zwanzig::NUM,twenty,বিশ
691,dreißig::NUM,thirty,ত্রিশ
692,vierzig::NUM,forty,চল্লিশ
693,fünfzig::NUM,fifty,পঞ্চাশ
694,sechzig::NUM,sixty,ষাট
695,siebzig::NUM,seventy,সত্তর
696,achtzig::NUM,eighty,আশি
697,neunzig::NUM,ninety,নব্বুই
698,hundert::NUM,a hundred,শত
699,tausend::NUM,a thousand,হাজার
700,und::CNJ,and,আর
701,und::CNJ,and,এবং
702,oder::CNJ,or,বা
703,stehen::V,stand,দাঁড়ানো
704,sitzen::V,sit,বসা
705,liegen::V,lie,শোয়া
706,hängen::V,hang,ঝোলা
707,werden::V,become,হইয়া উঠা
708,passieren::V,happen,ঘটা
709,beginnen::V,begin,আরম্ভ হওয়া
710,enden::V,end,শেষ হওয়া
711,wechseln::V,change,রূপাস্তর করা
712,aufgehen[Sonne]::V,rise,উদিত হওয়া
713,untergehen[Sonne]::V,set,অস্ত যাওয়া
714,scheinen[Sonne]::V,shine,আলো দেওয়া
715,donnern::V,thunder,বজ্রধ্বনি করা
716,wehen::V,blow,প্রবাহিত হওয়া
717,strömen::V,stream,প্রবাহিত হওয়া
718,fließen::V,flow,ছুটা
719,sich drehen::V,revolve,পাক খাওয়া
720,schwanken::V,sway,দোলা
721,schwingen::V,swing,দোলা
722,fallen::V,fall,পড়া
723,brennen::V,burn,সেঁকা
724,rauchen::V,smoke,ধোঁয়া ছড়ান
725,regnen::V,rain,বর্ষণ_করা
726,gefrieren::V,freeze,হিমায়িত হওয়া
727,tauen::V,thaw,গলা
728,schmelzen::V,melt,গলা
729,trocknen::V,dry,শুষ্ক করা
730,sieden::V,boil,ফোঁড়া
731,faulen::V,rot,ক্ষয় হওয়া
732,verfaulen::V,decay,ক্ষয় হওয়া 
733,reißen::V,snap,ছিঁড়া
734,versinken::V,sink,ডুবা
735,vergehen::V,pass,যাওয়া
736,erscheinen::V,appear,আসা
737,verschwinden::V,disappear,অদৃশ্য হওয়া
738,sinken::V,drop,হ্রাস হওয়া
739,abnehmen::V,decrease,হ্রাস হওয়া
740,zunehmen::V,increase,বৃদ্ধি পাওয়া
741,steigen::V,rise,ওঠা
742,wachsen::V,grow,বড় হওয়া
743,glänzen::V,shine,জ্বলা
744,funkeln::V,sparkle,জ্বল্জ্বল করা
745,lärmen::V,be noisy,
746,läuten::V,chime,রুসুঝুসু করা
747,klingeln::V,ring,বাজা
748,klirren::V,tinkle,টুংটাং-শব্দ করা
749,brausen::V,roar,গর্জন করা
