,Concept_ID,fr,myv
297,Sprache::N,langue,кель
298,Sprache::N,langage,кель
299,Stimme::N,voix,ваигель
300,Wort::N,mot,вал
301,Zeichen::N,signe,теште
302,Ruf::N,cri,тердема
303,Ruf::N,appel,тердема
304,Lärm::N,bruit,шалнома
305,Laut::N,son,вайгель
306,Ton::N,ton,гайнема
307,Lied::N,chant,моро
308,Lied::N,chanson,моро
309,Ruhe::N,calme,оймамо
310,Ruhe::N,tranquillité,оймамо
311,Leute::N,gens,ломанть
312,Volk::N,peuple,народ
313,Arbeit::N,travail,тев
314,Gast::N,hôte,инже
315,Gast::N,invité,инже
316,Geschenk::N,cadeau,казне
317,Geschenk::N,présent,казне
318,Spiel::N,jeu,налксема
319,Gesellschaft::N,compagnie,община
320,Hilfe::N,aide,лездамо
321,Hilfe::N,secours,лездамо
322,Freund::N,ami,оя
323,Freund::N,ami,ялга
324,Kamerad::N,copain,оя
325,Kamerad::N,copain,ялга
326,Kamerad::N,camarade,оя
327,Kamerad::N,camarade,ялга
328,Angelegenheit::N,affaire,тев
329,Anzahl::N,nombre,ламоксчи
330,Art::N,sorte,вид
331,Art::N,espèce,вид
332,Stück::N,morceau,пакш
333,Stück::N,morceau,пелькс
334,Teil::N,part,часть
335,Teil::N,part,пелькс
336,Teil::N,partie,часть
337,Teil::N,partie,пелькс
338,Hälfte::N,moitié,пель
339,Hälfte::N,moitié,пелькс
340,Kreis::N,cercle,кирькс
341,Kreuz::N,croix,крёст
342,Linie::N,ligne,кикс
343,Strich::N,trait,межа
344,Abstand::N,écart,ютко
345,Entfernung::N,distance,ютко
346,Gegend::N,région,тарка
347,Gegend::N,région,пертьпелькс
348,Gegend::N,contrée,тарка
349,Gegend::N,contrée,пертьпелькс
350,Platz::N,place,васолкс
351,Ort::N,lieu,тарка
352,Ort::N,endroit,тарка
353,Seite::N,côté,ён
354,Seite::N,côté,чире
355,Mitte::N,milieu,куншка
356,Gegenstand::N,objet,предмет
357,Sache::N,chose,тев
358,Sache::N,chose,веща
359,Rand::N,bord,пе
360,Rand::N,bord,чире
361,Kante::N,arête,ирдез
362,Ecke::N,coin,ужо
363,Ecke::N,tournant,ужо
364,Spitze::N,cime,пряне
365,Spitze::N,cime,пе
366,Spitze::N,pointe,пряне
367,Spitze::N,pointe,пе
368,Ende::N,bout,пе
369,Loch::N,trou,варя
370,Winkel::N,coin,ужо
371,Winkel::N,réduit,ужо
372,Muster::N,dessin,сёрма
373,Größe::N,grandeur,сэрь
374,Größe::N,grandeur,покшолма
375,Länge::N,longueur,кувалмо
376,Höhe::N,hauteur,сэрь
377,Höhe::N,hauteur,пандо
378,Höhe::N,altitude,сэрь
379,Höhe::N,altitude,пандо
380,Gewicht::N,poids,сталмо
381,Menge::N,quantité,лововкс
382,Haufen::N,tas,мар
383,Haufen::N,tas,валявкс
384,Reihe::N,file,ряд
385,Reihe::N,rangée,ряд
386,Boot::N,canot,венч
387,Boot::N,bateau,венч
388,Ruder::N,rame,милё
389,Ruder::N,aviron,милё
390,Schlitten::N,traîneau,нурдт
391,Ski::N,ski,сокс
392,Lagerfeuer::N,feu de camp,толбандя
393,Last::N,charge,сталмо
394,Last::N,charge,кандома
395,Last::N,fardeau,сталмо
396,Last::N,fardeau,кандома
397,Gang::N,tour,молема
398,Gang::N,tour,якамо
399,Gang::N,marche,молема
400,Gang::N,marche,якамо
401,Schritt::N,pas,эскелькс
402,Norden::N,nord,якшамо ёнкс
403,Süden::N,sud,лембе ёнкс
404,Westen::N,ouest,чивалгома
405,Westen::N,occident,чивалгома
406,Osten::N,est,чилисема
407,Osten::N,orient,чилисема
408,Holz::N,bois,чувто
409,Brett::N,planche,лаз
410,Platte::N,plaque,плита
411,Stütze::N,appui,неже
412,Stütze::N,soutien,неже
413,Stange::N,barre,олга
414,Stange::N,perche,олга
415,Stock::N,canne,мандо
416,Stab::N,bâton,олога
417,Rohr::N,tube,турба
418,Rohr::N,tuyau,турба
419,Haus::N,maison,кудо
420,Heim::N,maison,кудо
421,Ofen::N,poêle,каштомо
422,Fußboden::N,plancher,киякс
423,Tisch::N,table,столь
424,Stuhl::N,chaise,стул
425,Wiege::N,berceau,лавсь
426,Wiege::N,berceau,нурямот
427,Bett::N,lit,ацамо
428,Regal::N,étagère,лався
429,Regal::N,étagère,лавсяланго
430,Kiste::N,caisse,горобия
431,Kiste::N,caisse,сундук
432,Fenster::N,fenêtre,вальма
433,Tür::N,porte,кенкш
434,Tor::N,porte,ортат
435,Tor::N,portail,ортат
436,Zaun::N,clôture,пирявт
437,Zaun::N,clôture,пирвякс
438,Dach::N,toit,кудопря
439,Leiter::N,échelle,кузтема
440,Besen::N,balai,тенсть
441,Spaten::N,bêche,койме
442,Schaufel::N,pelle,кече
443,Schaufel::N,pelle,келей койме
444,Gabel::N,fourchette,сянгине
445,Löffel::N,cuiller,пенч
446,Messer::N,couteau,пеель
447,Nagel::N,clou,эске
448,Netz::N,filet,алтыма
449,Haken::N,croc,кечказ
450,Haken::N,crochet,кечказ
451,Griff::N,prise,кедне
452,Griff::N,manche,кедне
453,Schloss::N,serrure,замок
454,Schloss::N,serrure,панжома
455,Bild::N,image,картина
456,Bild::N,tableau,картина
457,Figur::N,figure,рунго
458,Puppe::N,poupée,няка
459,Beutel::N,sac,кескав
460,Beutel::N,petit sac,кескав
461,Bündel::N,paquet,керькс
462,Bündel::N,faisceau,керькс
463,Tasche::N,sac,юдма
464,Eimer::N,seau,ведра
465,Deckel::N,couvercle,велькс
466,Geschirr::N,vaisselle,кедьге
467,Sack::N,sac,кескав
468,Tasse::N,tasse,чакш
469,Topf::N,pot,кастрюля
470,Topf::N,marmite,кастрюля
471,Kessel::N,chaudron,котёл
472,Essen::N,repas,ярсамо
473,Essen::N,manger,ярсамо
474,Nahrung::N,nourriture,ярсамопель
475,Speise::N,plat,ярсамопель
476,Fleisch::N,viande,сывель
477,Getreide::N,blé,сюро
478,Getreide::N,céréales,сюро
479,Brei::N,purée,каша
480,Brei::N,bouillie,каша
481,Brot::N,pain,кши
482,Scheibe::N,tranche,кочом
483,Scheibe::N,tranche,сускомо
484,Fett::N,graisse,куя
485,Butter::N,beurre,ой
486,Öl::N,huile,ой
487,Salz::N,sel,сал
488,Suppe::N,soupe,ям
489,Suppe::N,potage,ям
490,Honig::N,miel,медь
491,Milch::N,lait,ловсо
492,Tee::N,thé,чай
493,Leder::N,cuir,киське
494,Wolle::N,laine,пона
495,Stoff::N,tissu,коцт
496,Stoff::N,étoffe,коцт
497,Nadel::N,aiguille,салмукс
498,Faden::N,fil,суре
499,Knopf::N,bouton,пов
500,Knoten::N,nœud,сюлмо
501,Farbe::N,peinture,артомапель
502,Kleidung::N,vêtements,оршамот
503,Kleidung::N,habillement,оршамот
504,Hemd::N,chemise,панар
505,Kragen::N,col,сиве
506,Ärmel::N,manche,ожа
507,Hose::N,pantalon,понкст
508,Gürtel::N,ceinture,каркс
509,Mütze::N,bonnet,чапка
510,Mütze::N,casquette,чапка
511,Schuh::N,soulier,туфля
512,Schuh::N,chaussure,туфля
513,Stiefel::N,botte,кем
514,Ring::N,bague,суркс
515,Band::N,ruban,лента
516,Kamm::N,peigne,сурсеме
517,Spiegel::N,glace,чавачамо
518,Spiegel::N,miroir,чавачамо
519,Riemen::N,lanière,кшнань каркс
520,Riemen::N,courroie,кшнань каркс
521,Schnur::N,corde,пикс
522,Schnur::N,ficelle,пикс
523,Leine::N,laisse,ведьме
524,Decke::N,couverture,вельтямо
525,Kissen::N,oreiller,тодов
526,Tuch::N,drap,паця
527,Tuch::N,fichu,паця
528,Handtuch::N,serviette,нардамо
529,Handtuch::N,essuie-mains,нардамо
530,Kraft::N,force,вий
531,Stärke::N,vigueur,виевчи
532,Gesundheit::N,santé,шумбрачи
533,Krankheit::N,maladie,орма
534,Krankheit::N,maladie,сэредема
535,Schmerz::N,douleur,сэредькс
536,Wunde::N,plaie,керявкс
537,Wunde::N,blessure,керявкс
538,Fieber::N,fièvre,маштыкс
539,Arznei::N,remède,ормаменькс
540,Arznei::N,médecine,ормаменькс
541,Brücke::N,pont,сэдь
542,Brücke::N,pont,мадамо
543,Brunnen::N,puits,лисьма
544,Weide::N,pâturage,ракшань ванома тарка
545,Pfad::N,sentier,ян
546,Weg::N,voie,ки
547,Weg::N,chemin,ки
548,Straße::N,route,ки
549,Dorf::N,village,веле
550,Stadt::N,cité,ош
551,Stadt::N,ville,ош
552,Brief::N,lettre,сёрма
553,Buch::N,livre,книга
554,Buchstabe::N,lettre,буква
555,Buchstabe::N,caractère,буква
556,Zeitung::N,journal,газета
557,Leben::N,vie,эрямо
558,Tod::N,mort,кулома
559,Grab::N,tombe,калмо
560,Kirche::N,église,церькова
561,Sünde::N,péché,чумочи
562,Gott::N,dieu,паз
563,Arbeiter::N,ouvrier,робочей
564,Arbeiter::N,travailleur,робочей
565,Chef::N,chef,прявт
566,Chef::N,patron,прявт
567,Meister::N,maître,кол тевень тенця
568,Arzt::N,médecin,врач
569,Lehrer::N,professeur,учитель
570,Lehrer::N,professeur,тонавтыця
571,Lehrer::N,instituteur,учитель
572,Lehrer::N,instituteur,тонавтыця
573,Geld::N,argent,ярмак
574,Geschäft::N,affaire,ладязь тев
575,Geschäft::N,commerce,ладязь тев
576,Laden::N,magasin,лавка
577,Laden::N,boutique,лавка
578,Preis::N,prix,питне
579,Ware::N,marchandise,миевкс
580,Ware::N,marchandise,рамавкс
581,Nutzen::N,profit,паро
582,Nutzen::N,profit,лезэ
583,Reichtum::N,richesse,сюпавчи
584,Welt::N,monde,мир
585,Welt::N,monde,мастор ланго
586,Land::N,pays,мастор
587,Staat::N,État,государства
588,König::N,roi,король
589,Macht::N,pouvoir,азорксчи
590,Macht::N,puissance,азорксчи
591,Grenze::N,frontière,буен тешкс
592,Krieg::N,guerre,война
593,Feind::N,ennemi,душман
594,Gewalt::N,violence,нарьгамо
595,Kampf::N,lutte,тюрема
596,Kampf::N,combat,тюрема
597,Bogen[Waffe]::N,arc,нал
598,Pfeil::N,flèche,нал
599,Gewehr::N,fusil,ружия
600,Gewehr::N,fusil,винтовка
601,Fehler::N,faute,ильведькс
602,Fehler::N,faute,ильведевкс
603,Fehler::N,erreur,ильведькс
604,Fehler::N,erreur,ильведевкс
605,Lüge::N,mensonge,манчема
606,Lüge::N,mensonge,кенгелема
607,Schaden::N,dégât,зыян
608,Schaden::N,dommage,зыян
609,Unglück::N,malheur,зыян
610,Schuld::N,faute,чумочи
611,Schuld::N,culpabilité,чумочи
612,Alter::N,âge,шка
613,Schluss::N,fin,пе
614,Zeit::N,temps,шка
615,Zeit::N,temps,пинге
616,Tag::N,jour,чи
617,Tag::N,journée,чи
618,Morgen::N,matin,валске
619,Morgen::N,matinée,валске
620,Mittag::N,midi,чикуншка
621,Abend::N,soir,чокшнэ
622,Abend::N,soirée,чокшнэ
623,Nacht::N,nuit,ве
624,Woche::N,semaine,недля
625,Monat::N,mois,ков
626,Jahr::N,an,ие
627,Jahr::N,année,ие
628,Frühling::N,printemps,тундо
629,Sommer::N,été,кизэ
630,Herbst::N,automne,сёксь
631,Winter::N,hiver,теле
632,Januar::N,janvier,якшамков
633,Februar::N,février,февраль
634,März::N,mars,март
635,April::N,avril,апрель
636,Mai::N,mai,май
637,Juni::N,juin,июнь
638,Juli::N,juillet,июль
639,August::N,août,август
640,September::N,septembre,сентября
641,Oktober::N,octobre,октября
642,November::N,novembre,ноября
643,Dezember::N,décembre,декабря
644,Montag::N,lundi,пондельник
645,Dienstag::N,mardi,овторник
646,Mittwoch::N,mercredi,серёда
647,Donnerstag::N,jeudi,цетьверьг
648,Freitag::N,vendredi,пеця
649,Samstag::N,samedi,субута
650,Samstag::N,samedi,шлямочи
651,Sonntag::N,dimanche,недлячи
652,groß::A,grand,ине
653,groß::A,grand,покш
654,klein::A,petit,вишка
655,lang::A,long,кувака
656,kurz::A,court,нурькине
657,breit::A,large,келей
658,schmal::A,étroit,теине
659,dicht::A,dense,тусто
660,dick[Gegenstand]::A,épais,эчке
661,dünn::A,mince,човине
662,fein::A,fin,човине
663,fein::A,menu,човине
664,fest::A,ferme,кеме
665,fest::A,solide,кеме
666,flach::A,plat,лапужа
667,glatt::A,poli,валаня
668,glatt::A,lisse,валаня
669,hart::A,dur,калгодо
670,weich::A,mou,чевте
671,rund::A,rond,кеверь
672,spitz::A,aigu,пшти
673,spitz::A,pointu,пшти
674,scharf::A,tranchant,пшти
675,stumpf::A,mousse,ношка
676,stumpf::A,émoussé,ношка
677,schwer::A,lourd,стака
678,schwer::A,pesant,стака
679,schön::A,beau,мазый
680,heiß::A,chaud,пси
681,heiß::A,très chaud,пси
682,warm::A,chaud,лембе
683,kalt::A,froid,якшамо
684,kühl::A,frais,экше
685,frisch::A,frais,свежа
686,feucht::A,humide,летьке
687,nass::A,mouillé,начко
688,trocken::A,sec,коське
689,voll::A,plein,пешксе
690,voll::A,rempli,пешксе
691,leer::A,vide,чаво
692,offen::A,ouvert,панжадо
693,offen::A,ouvert,виде
694,geschlossen::A,clos,пекстазь
695,geschlossen::A,clos,сёлгозь
696,geschlossen::A,fermé,пекстазь
697,geschlossen::A,fermé,сёлгозь
698,sauber::A,net,ванькс
699,sauber::A,propre,ванькс
700,schmutzig::A,sale,ливезев
701,schmutzig::A,crasseux,ливезев
702,roh::A,cru,верек
703,roh::A,brut,верек
704,reif::A,mûr,кенерезь
705,lecker::A,délicieux,тантей
706,lecker::A,appétissant,тантей
707,süß::A,doux,ламбамо
708,bitter::A,amer,сэпей
709,sauer::A,aigre,чапамо
710,hell::A,clair,валдо
711,dunkel::A,sombre,чопода
712,schwarz::A,noir,раужо
713,weiß::A,blanc,ашо
714,rot::A,rouge,якстере
715,gelb::A,jaune,ожо
716,blau::A,bleu,сэнь
717,grün::A,vert,пиже
718,grau::A,gris,шержев
719,bunt::A,multicolore,сёрмав
720,billig::A,bon marché,аволь питней
721,teuer::A,cher,питней
722,wertvoll::A,précieux,питней
723,blind::A,aveugle,сокор
724,taub::A,sourd,амариця
725,kräftig::A,fort,пек виев
726,kräftig::A,vigoureux,пек виев
727,stark::A,fort,виев
728,stark::A,puissant,виев
729,schwach::A,faible,лавшо
730,fett::A,gras,куя
731,schlank::A,svelte,виде ронга
732,hübsch::A,joli,мазый
733,böse::A,mauvais,кежей
734,dumm::A,sot,чавола
735,dumm::A,sot,превтеме
736,dumm::A,bête,чавола
737,dumm::A,bête,превтеме
738,faul::A,fainéant,нузякс
739,faul::A,paresseux,нузякс
740,fleißig::A,appliqué,мелень путыця
741,geizig::A,avare,скупой
742,klug::A,intelligent,превей
743,geschickt::A,habile,маштозь теезь
744,lieb::A,cher,вадря
745,lieb::A,gentil,вадря
746,lustig::A,gai,весёла
747,lustig::A,joyeux,весёла
748,sanft::A,doux,сэтьме
749,hungrig::A,affamé,вачо
750,krank::A,malade,сэредиця
751,nackt::A,nu,штапо
752,traurig::A,triste,нусманя
753,lebendig::A,vivant,эриця
754,gut::A,bon,паро
755,schlecht::A,mauvais,берянь
756,richtig::A,juste,виде
757,richtig::A,correct,виде
758,schlimm::A,grave,берянь
759,schlimm::A,mauvais,берянь
760,wahr::A,vrai,алкуксонь
761,wahr::A,véritable,алкуксонь
762,alt::A,vieux,ташто
763,neu::A,neuf,од
764,neu::A,nouveau,од
765,ehemalig::A,ancien,икелень
766,alt[Lebewesen]::A,âgé,сыре
767,alt[Lebewesen]::A,vieux,сыре
768,jung::A,jeune,од
769,arm::A,pauvre,кажов
770,reich::A,riche,сюпав
771,bekannt::A,connu,содавикс
772,berühmt::A,fameux,содавикс
773,berühmt::A,célèbre,содавикс
774,fremd::A,étranger,лия
775,fremd::A,étranger,асодавикс
776,verschieden::A,différent,эрьва
777,nah::A,lié,а васолонь
778,nah::A,proche,а васолонь
779,fern::A,éloigné,умонь
780,fern::A,éloigné,кезэрень
781,fern::A,lointain,умонь
782,fern::A,lointain,кезэрень
783,linker::A,gauche,керш
784,rechter::A,droit,вить
785,anderer::A,autre,лия
786,erster::A,premier,васень
787,erster::A,premier,васенце
788,zweiter::A,second,омбоце
789,zweiter::A,deuxième,омбоце
790,dritter::A,troisième,колмоце
791,letzter::A,dernier,меельце
792,allein::ADV,seul,башка
793,allein::ADV,seul,ськамонзо
794,auf einmal::ADV,à la fois,вейсэ
795,zusammen::ADV,ensemble,вейс
796,zusammen::ADV,ensemble,вейсэ
797,lange::ADV,longtemps,кувать
798,plötzlich::ADV,tout à coup,апак учо
799,sofort::ADV,immédiatement,курок
800,sofort::ADV,immédiatement,нейке
801,später::ADV,plus tard,мейле
802,jetzt::ADV,maintenant,ней
803,heute::ADV,aujourd'hui,течи
804,morgen::ADV,demain,ванды
805,bald::ADV,bientôt,курок
806,dann::ADV,puis,мейле
807,dann::ADV,puis,седе мейле
808,dann::ADV,ensuite,мейле
809,dann::ADV,ensuite,седе мейле
810,gestern::ADV,hier,исяк
811,einst::ADV,jadis,весть
812,einst::ADV,jadis,зярдо-бути
813,einst::ADV,autrefois,весть
814,einst::ADV,autrefois,зярдо-бути
815,damals::ADV,alors,сестэ
816,damals::ADV,à l'époque,сестэ
817,danach::ADV,après,мейле
818,danach::ADV,après,седе мейле
819,danach::ADV,ensuite,мейле
820,danach::ADV,ensuite,седе мейле
821,vorher::ADV,auparavant,васняяк
822,zuerst::ADV,d'abord,васня
823,zuerst::ADV,premièrement,васня
824,einmal::ADV,une fois,весть
825,manchmal::ADV,parfois,лиясто
826,manchmal::ADV,quelquefois,лиясто
827,oft::ADV,souvent,сеетьстэ
828,immer::ADV,toujours,свал
829,niemals::ADV,ne ... jamais,а зярдояк
830,hier::ADV,ici,тесэ
831,hierhin::ADV,par ici,тей
832,von hier::ADV,d'ici,тестэ
833,dort::ADV,là,тосо
834,dort::ADV,là-bas,тосо
835,dorthin::ADV,y,тов
