,Concept_ID,myv,sah
218,Spur::N,пильгеки,суол
219,Asche::N,кулов,күл
220,Dreck::N,рудаз,бадараан
221,Eisen::N,кшни,тимир
222,Gold::N,сырне,көмүс
223,Gold::N,сырне,кыһыл көмүс
224,Silber::N,сия,көмүс
225,Silber::N,сия,үрүҥ көмүс
226,Kohle::N,сэдь,чох
227,Kohle::N,уголия,чох
228,Glas::N,сулика,өстүөкүлэ
229,Lehm::N,сёвонь,туой
230,Sand::N,човар,кумах
231,Mensch::N,ломань,киһи
232,Mann::N,аля,эр
233,Mann::N,цёраломань,эр
234,Frau::N,ава,дьахтар
235,Kind::N,эйкакш,оҕо
236,Junge::N,цёрыне,уол
237,Mädchen::N,тейтерне,кыыс оҕо
238,Familie::N,семия,кэргэн
239,Großvater::N,покштя,эһэ
240,Großmutter::N,баба,эбэ
241,Eltern::N,тетят-ават,аҕа-ийэ
242,Vater::N,тетя,аҕа
243,Mutter::N,ава,ийэ
244,Sohn::N,цёра,уол
245,Tochter::N,тейтерь,кыыс
246,Bruder::N,леля,убай
247,Bruder::N,леля,быраат
248,Bruder::N,ялакс,убай
249,Bruder::N,ялакс,быраат
250,Schwester::N,сазор,аҕас
251,Schwester::N,сазор,балыс
252,Onkel::N,леля,таай
253,Onkel::N,леля,абаҕа
254,Tante::N,патя,эдьиий
255,Ehemann::N,мирде,эр
256,Ehefrau::N,ни,ойох
257,Freude::N,кеняркс,үөрүү
258,Gelächter::N,ракамо,күлүү
259,Gelächter::N,пейдема,күлүү
260,Glück::N,уцяска,дьол
261,Glück::N,уцяска,соргу
262,Kummer::N,рискс,кутурҕан
263,Kummer::N,мелявкс,кутурҕан
264,Wunsch::N,мель,баҕарыы
265,Wunsch::N,бажамо,баҕарыы
266,Lust::N,бажамо,баҕа
267,Geist::N,ойме,тыын
268,Gedanke::N,мель,санаа
269,Gedächtnis::N,мель,өй
270,Verstand::N,прев,өй
271,Sinn::N,толк,суолта
272,Sinn::N,смысла,суолта
273,Grund::N,тувтал,төрүөт
274,Wahrheit::N,видечи,кырдьык
275,Gespräch::N,кортнема,бэсиэдэ
276,Gespräch::N,кортнема,кэпсэтии
277,Märchen::N,ёвкс,остуоруйа
278,Erzählung::N,ёвтнема,кэпсээн
279,Nachricht::N,куля,биллэриллии
280,Neuigkeit::N,куля,сонун
281,Name::N,лем,аат
282,Rätsel::N,содамоёвкс,таабырын
283,Rede::N,кортамо,этии
284,Sprache::N,кель,тыл
285,Stimme::N,ваигель,куолас
286,Wort::N,вал,тыл
287,Zeichen::N,теште,бэлиэ
288,Ruf::N,тердема,ыҥырыы
289,Lärm::N,шалнома,айдаан
290,Laut::N,вайгель,тыас
291,Ton::N,гайнема,дорҕоон
292,Lied::N,моро,ырыа
293,Ruhe::N,оймамо,уу чуумпу
294,Leute::N,ломанть,дьон
295,Volk::N,народ,дьон
296,Volk::N,народ,норуот
297,Arbeit::N,тев,үлэ
298,Gast::N,инже,ыалдьыт
299,Geschenk::N,казне,бэлэх
300,Spiel::N,налксема,оонньуу
301,Gesellschaft::N,община,общество
302,Hilfe::N,лездамо,көмө
303,Freund::N,оя,доҕор
304,Freund::N,ялга,доҕор
305,Kamerad::N,оя,атас
306,Kamerad::N,ялга,атас
307,Angelegenheit::N,тев,дьыала
308,Anzahl::N,ламоксчи,ахсаан
309,Art::N,вид,биис
310,Stück::N,пакш,кырбас
311,Stück::N,пелькс,кырбас
312,Teil::N,часть,ирээт
313,Teil::N,пелькс,ирээт
314,Hälfte::N,пель,аҥар
315,Hälfte::N,пелькс,аҥар
316,Kreis::N,кирькс,төгүрүк
317,Kreis::N,кирькс,төгүрүмтэ
318,Kreuz::N,крёст,кириэс
319,Linie::N,кикс,сурааһын
320,Strich::N,межа,сурааһын
321,Abstand::N,ютко,арыт
322,Entfernung::N,ютко,ыраах
323,Gegend::N,тарка,сир
324,Gegend::N,пертьпелькс,сир
325,Platz::N,васолкс,арыт
326,Ort::N,тарка,сир
327,Seite::N,ён,өрүт
328,Seite::N,ён,сирэй
329,Seite::N,чире,өрүт
330,Seite::N,чире,сирэй
331,Mitte::N,куншка,орто
332,Gegenstand::N,предмет,предмет
333,Sache::N,тев,мал
334,Sache::N,веща,мал
335,Rand::N,пе,кытыы
336,Rand::N,пе,ойоҕос
337,Rand::N,чире,кытыы
338,Rand::N,чире,ойоҕос
339,Kante::N,ирдез,кырыы
340,Ecke::N,ужо,муннук
341,Spitze::N,пряне,чыпчаал
342,Spitze::N,пе,чыпчаал
343,Ende::N,пе,төбө
344,Loch::N,варя,тэһэҕэс
345,Loch::N,варя,дьөлөҕөс
346,Winkel::N,ужо,муннук
347,Muster::N,сёрма,оһуор
348,Größe::N,сэрь,кээмэй
349,Größe::N,покшолма,кээмэй
350,Länge::N,кувалмо,уста
351,Höhe::N,сэрь,үрдүк
352,Höhe::N,пандо,үрдүк
353,Gewicht::N,сталмо,ыйааһын
354,Menge::N,лововкс,ахсаан
355,Haufen::N,мар,чөмчөх
356,Haufen::N,валявкс,чөмчөх
357,Reihe::N,ряд,кэккэ
358,Boot::N,венч,оҥочо
359,Ruder::N,милё,эрдии
360,Schlitten::N,нурдт,сыарҕа
361,Ski::N,сокс,хайыһар
362,Lagerfeuer::N,толбандя,кутаа
363,Last::N,сталмо,ыарахан
364,Last::N,кандома,ыарахан
365,Gang::N,молема,хаамыы
366,Gang::N,якамо,хаамыы
367,Schritt::N,эскелькс,хардыы
368,Norden::N,якшамо ёнкс,хоту
369,Süden::N,лембе ёнкс,соҕуруу
370,Westen::N,чивалгома,арҕаа
371,Osten::N,чилисема,илин
372,Holz::N,чувто,мас
373,Brett::N,лаз,дуоска
374,Brett::N,лаз,хаптаһын
375,Platte::N,плита,билиитэ
376,Stütze::N,неже,тулааһын
377,Stange::N,олга,ураҕас
378,Stock::N,мандо,мас
379,Stock::N,мандо,баалкы
380,Stab::N,олога,ураҕас
381,Rohr::N,турба,турба
382,Haus::N,кудо,дьиэ
383,Heim::N,кудо,дьиэ
384,Ofen::N,каштомо,оһох
385,Fußboden::N,киякс,муоста
386,Tisch::N,столь,остуол
387,Stuhl::N,стул,устуул
388,Wiege::N,лавсь,биһик
389,Wiege::N,нурямот,биһик
390,Bett::N,ацамо,кырабаат
391,Regal::N,лався,долбуур
392,Regal::N,лавсяланго,долбуур
393,Kiste::N,горобия,дьааһык
394,Kiste::N,сундук,дьааһык
395,Fenster::N,вальма,түннүк
396,Tür::N,кенкш,аан
397,Tor::N,ортат,аан
398,Zaun::N,пирявт,соппулуот
399,Zaun::N,пирвякс,соппулуот
400,Dach::N,кудопря,кырыыса
401,Leiter::N,кузтема,кирилиэс
402,Besen::N,тенсть,миинньик
403,Spaten::N,койме,күрдьэх
404,Schaufel::N,кече,күрдьэх
405,Schaufel::N,келей койме,күрдьэх
406,Gabel::N,сянгине,биилкэ
407,Löffel::N,пенч,луоска
408,Messer::N,пеель,быһах
409,Nagel::N,эске,тоһоҕо
410,Netz::N,алтыма,илим
411,Haken::N,кечказ,көхө
412,Griff::N,кедне,ук
413,Griff::N,кедне,тутаах
414,Schloss::N,замок,күлүүс
415,Schloss::N,панжома,күлүүс
416,Bild::N,картина,хартыына
417,Figur::N,рунго,фигура
418,Puppe::N,няка,куукула
419,Beutel::N,кескав,мөһөөччук
420,Bündel::N,керькс,баайыы
421,Tasche::N,юдма,суумка
422,Eimer::N,ведра,биэдэрэ
423,Deckel::N,велькс,хаппах
424,Geschirr::N,кедьге,иһит
425,Sack::N,кескав,куул
426,Tasse::N,чакш,сэлиэнэй
427,Topf::N,кастрюля,көстүрүүҥкэ
428,Kessel::N,котёл,хочуол
429,Essen::N,ярсамо,аһылык
430,Nahrung::N,ярсамопель,ас
431,Speise::N,ярсамопель,аһылык
432,Fleisch::N,сывель,эт
433,Getreide::N,сюро,злактар
434,Brei::N,каша,хааһы
435,Brot::N,кши,килиэп
436,Scheibe::N,кочом,куһуок
437,Scheibe::N,сускомо,куһуок
438,Fett::N,куя,сыа
439,Butter::N,ой,арыы
440,Öl::N,ой,арыы
441,Salz::N,сал,туус
442,Suppe::N,ям,мин
443,Honig::N,медь,мүөт
444,Milch::N,ловсо,үүт
445,Tee::N,чай,чэй
446,Leder::N,киське,тирии
447,Wolle::N,пона,түү
448,Stoff::N,коцт,таҥас
449,Nadel::N,салмукс,иннэ
450,Faden::N,суре,сап
451,Knopf::N,пов,тимэх
452,Knoten::N,сюлмо,түмүк
453,Farbe::N,артомапель,кырааска
454,Kleidung::N,оршамот,таҥас
455,Hemd::N,панар,ырбаахы
456,Kragen::N,сиве,саҕа
457,Ärmel::N,ожа,сиэх
458,Hose::N,понкст,ыстаан
459,Hose::N,понкст,бүрүүкэ
460,Gürtel::N,каркс,кур
461,Mütze::N,чапка,бэргэһэ
462,Schuh::N,туфля,бачыыҥка
463,Stiefel::N,кем,саппыкы
464,Ring::N,суркс,биһилэх
465,Band::N,лента,лиэнтэ
466,Kamm::N,сурсеме,тараах
467,Spiegel::N,чавачамо,сиэркилэ
468,Riemen::N,кшнань каркс,кур
469,Schnur::N,пикс,быа
470,Leine::N,ведьме,тэһиин
471,Decke::N,вельтямо,суорҕан
472,Kissen::N,тодов,сыттык
473,Tuch::N,паця,былаат
474,Handtuch::N,нардамо,соттор
475,Kraft::N,вий,сыра
476,Stärke::N,виевчи,күүс
477,Gesundheit::N,шумбрачи,доруобуйа
478,Krankheit::N,орма,ыарыы
479,Krankheit::N,сэредема,ыарыы
480,Schmerz::N,сэредькс,ыарыы
481,Wunde::N,керявкс,баас
482,Fieber::N,маштыкс,түрүлгэн
483,Fieber::N,маштыкс,лихорадка
484,Fieber::N,маштыкс,температура
485,Arznei::N,ормаменькс,эмп
486,Brücke::N,сэдь,күргэ
487,Brücke::N,мадамо,күргэ
488,Brunnen::N,лисьма,холуодьас
489,Weide::N,ракшань ванома тарка,мэччирэҥ
490,Pfad::N,ян,ыллык
491,Weg::N,ки,суол
492,Straße::N,ки,суол
493,Dorf::N,веле,дэриэбинэ
494,Stadt::N,ош,куорат
495,Brief::N,сёрма,сурук
496,Buch::N,книга,кинигэ
497,Buchstabe::N,буква,буква
498,Zeitung::N,газета,хаһыат
499,Leben::N,эрямо,тыын
500,Tod::N,кулома,өлүү
501,Grab::N,калмо,иин
502,Kirche::N,церькова,таҥара дьиэтэ
503,Sünde::N,чумочи,айыы
504,Gott::N,паз,тангара
505,Arbeiter::N,робочей,үлэһит
506,Chef::N,прявт,баһылык
507,Chef::N,прявт,начальник
508,Meister::N,кол тевень тенця,уус
509,Meister::N,кол тевень тенця,маастар
510,Arzt::N,врач,врач
511,Lehrer::N,учитель,учуутал
512,Lehrer::N,тонавтыця,учуутал
513,Geld::N,ярмак,харчы
514,Geschäft::N,ладязь тев,идэ
515,Laden::N,лавка,маҕаһыын
516,Preis::N,питне,сыана
517,Ware::N,миевкс,табаар
518,Ware::N,рамавкс,табаар
519,Nutzen::N,паро,туһа
520,Nutzen::N,лезэ,туһа
521,Reichtum::N,сюпавчи,баай
522,Welt::N,мир,аан дойду
523,Welt::N,мастор ланго,аан дойду
524,Land::N,мастор,дойду
525,Staat::N,государства,государство
526,König::N,король,король
527,Macht::N,азорксчи,былаас
528,Grenze::N,буен тешкс,кыраныысса
529,Krieg::N,война,сэрии
530,Feind::N,душман,өстөөх
531,Gewalt::N,нарьгамо,күүһүлээһин
532,Kampf::N,тюрема,охсуһуу
533,Bogen[Waffe]::N,нал,ох
534,Pfeil::N,нал,ох
535,Gewehr::N,ружия,саа
536,Gewehr::N,винтовка,саа
537,Fehler::N,ильведькс,сыыһа
538,Fehler::N,ильведевкс,сыыһа
539,Lüge::N,манчема,сымыйа
540,Lüge::N,кенгелема,сымыйа
541,Schaden::N,зыян,хоромньу
542,Unglück::N,зыян,алдьархай
543,Schuld::N,чумочи,буруй
544,Alter::N,шка,саас
545,Schluss::N,пе,тиһэх
546,Zeit::N,шка,бириэмэ
547,Zeit::N,пинге,бириэмэ
548,Tag::N,чи,күн
549,Morgen::N,валске,сарсыарда
550,Mittag::N,чикуншка,күн ортото
551,Abend::N,чокшнэ,киэһэ
552,Nacht::N,ве,түүн
553,Woche::N,недля,нэдиэлэ
554,Monat::N,ков,ый
555,Jahr::N,ие,сыл
556,Jahr::N,ие,дьыл
557,Frühling::N,тундо,саас
558,Sommer::N,кизэ,сайын
559,Herbst::N,сёксь,күһүн
560,Winter::N,теле,кыһын
561,Januar::N,якшамков,тохсунньу
562,Februar::N,февраль,олунньу
563,März::N,март,кулун тутар
564,April::N,апрель,муус устар ый
565,Mai::N,май,ыам ыйа
566,Juni::N,июнь,бэс ыйа
567,Juli::N,июль,от ыйа
568,August::N,август,атырдьах ыйа
569,September::N,сентября,балаҕан ыйа
570,Oktober::N,октября,алтынньы
571,November::N,ноября,сэтинньи
572,Dezember::N,декабря,ахсынньы
573,Montag::N,пондельник,бэнидиэнньик
574,Dienstag::N,овторник,оптуорунньук
575,Mittwoch::N,серёда,сэрэдэ
576,Donnerstag::N,цетьверьг,чэппиэр
577,Freitag::N,пеця,бээтинсэ
578,Samstag::N,субута,субуота
579,Samstag::N,шлямочи,субуота
580,Sonntag::N,недлячи,баскыһыанньа
581,groß::A,ине,бөдөҥ
582,groß::A,ине,улахан
583,groß::A,покш,бөдөҥ
584,groß::A,покш,улахан
585,klein::A,вишка,кыр
586,lang::A,кувака,уһун
587,kurz::A,нурькине,кылгас
588,breit::A,келей,кэтит
589,schmal::A,теине,кыараҕас
590,dicht::A,тусто,хойуу
591,dick[Gegenstand]::A,эчке,суон
592,dick[Gegenstand]::A,эчке,хойуу
593,dünn::A,човине,чараас
594,fein::A,човине,бытархай
595,fein::A,човине,синньигес
596,fest::A,кеме,бөҕө
597,fest::A,кеме,кытаанах
598,flach::A,лапужа,хаптаҕай
599,glatt::A,валаня,кылааккай
600,hart::A,калгодо,хатан
601,hart::A,калгодо,кытаанах
602,weich::A,чевте,сымнаҕас
603,rund::A,кеверь,төгүрүк
604,spitz::A,пшти,сытыы
605,spitz::A,пшти,уһуктаах
606,scharf::A,пшти,сытыы
607,stumpf::A,ношка,сыппах
608,schwer::A,стака,ыарахан
609,schön::A,мазый,кыраһыабай
610,heiß::A,пси,итии
611,warm::A,лембе,ичигэс
612,kalt::A,якшамо,тымныы
613,kühl::A,экше,сөрүүн
614,frisch::A,свежа,ыраас
615,frisch::A,свежа,сөрүүн
616,frisch::A,свежа,тымныы
617,feucht::A,летьке,сииктээх
618,nass::A,начко,инчэҕэй
619,trocken::A,коське,кураан
620,voll::A,пешксе,толору
621,leer::A,чаво,иччитэх
622,offen::A,панжадо,аһаҕас
623,offen::A,виде,аһаҕас
624,geschlossen::A,пекстазь,бүтэй
625,geschlossen::A,сёлгозь,бүтэй
626,sauber::A,ванькс,сэбэр
627,schmutzig::A,ливезев,кирдээх
628,roh::A,верек,сиикэй
629,reif::A,кенерезь,буспут
630,reif::A,кенерезь,сиппит-хоппут
631,lecker::A,тантей,минньигэс
632,süß::A,ламбамо,минньигэс
633,bitter::A,сэпей,аһыы
634,sauer::A,чапамо,аһыы
635,hell::A,валдо,сырдык
636,dunkel::A,чопода,хараҥа
637,schwarz::A,раужо,хара
638,weiß::A,ашо,үрүҥ
639,weiß::A,ашо,маҥан
640,rot::A,якстере,кыһыл
641,gelb::A,ожо,саһархай
642,blau::A,сэнь,күөх
643,grün::A,пиже,күөх
644,grün::A,пиже,от күөҕэ
645,grau::A,шержев,сиэрэй
646,bunt::A,сёрмав,эриэн
647,billig::A,аволь питней,чэпчэки
648,teuer::A,питней,сыаналаах
649,wertvoll::A,питней,сыаналаах
650,blind::A,сокор,хараҕа суох
651,taub::A,амариця,дьүлэй
652,kräftig::A,пек виев,модун
653,stark::A,виев,күүстээх
654,schwach::A,лавшо,мөлтөх
655,fett::A,куя,эмис
656,schlank::A,виде ронга,дьылҕан
657,schlank::A,виде ронга,дьыпсаҕай
658,hübsch::A,мазый,олус кэрэ
659,hübsch::A,мазый,көрүөхтэн үчүгэй
660,böse::A,кежей,өһүөннээх
661,dumm::A,чавола,акаары
662,dumm::A,превтеме,акаары
663,faul::A,нузякс,нэс
664,fleißig::A,мелень путыця,кыһамньылаах
665,geizig::A,скупой,иҥсэлээх
666,klug::A,превей,өйдөөх
667,geschickt::A,маштозь теезь,наһаа дьоҕурдаах
668,lieb::A,вадря,тапталлаах
669,lustig::A,весёла,көрдөөх
670,sanft::A,сэтьме,намчы
671,sanft::A,сэтьме,сымнаҕас
672,hungrig::A,вачо,аччык
673,krank::A,сэредиця,ыалдьар
674,nackt::A,штапо,сыгынньах
675,traurig::A,нусманя,санаарҕабыллаах
676,lebendig::A,эриця,тыыннаах
677,gut::A,паро,үтүө
678,gut::A,паро,үчүгэй
679,schlecht::A,берянь,куһаҕан
680,richtig::A,виде,сөп
681,schlimm::A,берянь,сидьиҥ
682,schlimm::A,берянь,быдьар
683,wahr::A,алкуксонь,кырдьык
684,alt::A,ташто,былыргы
685,neu::A,од,саҥа
686,ehemalig::A,икелень,урукку
687,alt[Lebewesen]::A,сыре,кырдьаҕас
688,jung::A,од,эдэр
689,arm::A,кажов,дьадаҥы
690,reich::A,сюпав,баай
691,bekannt::A,содавикс,билэр
692,berühmt::A,содавикс,аатырбыт
693,fremd::A,лия,атын
694,fremd::A,асодавикс,атын
695,verschieden::A,эрьва,араас
696,nah::A,а васолонь,чугас
697,fern::A,умонь,ыраах
698,fern::A,кезэрень,ыраах
699,linker::A,керш,хаҥас
700,rechter::A,вить,уҥа
701,anderer::A,лия,атын
702,erster::A,васень,маҥнайгы
703,erster::A,васенце,маҥнайгы
704,zweiter::A,омбоце,иккис
705,dritter::A,колмоце,үһүс
706,letzter::A,меельце,тиһэх
707,allein::ADV,башка,соҕотох
708,allein::ADV,ськамонзо,соҕотох
709,auf einmal::ADV,вейсэ,биирдэ
710,zusammen::ADV,вейс,холбуу
711,zusammen::ADV,вейсэ,холбуу
712,lange::ADV,кувать,уһуннук
713,plötzlich::ADV,апак учо,эмискэ
714,sofort::ADV,курок,тута
715,sofort::ADV,нейке,тута
716,später::ADV,мейле,хойут
717,jetzt::ADV,ней,билигин
718,heute::ADV,течи,бүгүн
719,morgen::ADV,ванды,сарсын
720,bald::ADV,курок,өтөр
721,dann::ADV,мейле,кэнна
722,dann::ADV,седе мейле,кэнна
723,gestern::ADV,исяк,бэҕэһээ
724,einst::ADV,весть,биир төгүл
725,einst::ADV,весть,арай биирдэ
726,einst::ADV,зярдо-бути,биир төгүл
727,einst::ADV,зярдо-бути,арай биирдэ
728,damals::ADV,сестэ,оччоҕо
729,danach::ADV,мейле,аары
730,danach::ADV,мейле,ол кэнниттэн
731,danach::ADV,седе мейле,аары
732,danach::ADV,седе мейле,ол кэнниттэн
733,vorher::ADV,васняяк,урут
734,zuerst::ADV,васня,маҥнай
735,einmal::ADV,весть,биирдэ
736,manchmal::ADV,лиясто,арыт
737,oft::ADV,сеетьстэ,чаастатык
738,immer::ADV,свал,мэлдьи
739,niemals::ADV,а зярдояк,хаһан да
740,hier::ADV,тесэ,маныаха
741,hierhin::ADV,тей,бэттэх
742,von hier::ADV,тестэ,мантан
743,dort::ADV,тосо,онно
744,dorthin::ADV,тов,онно
745,geradeaus::ADV,витьстэ,быһа
746,geradeaus::ADV,витьстэ,быһаччы
747,vorwärts::ADV,икелев,инники
748,rückwärts::ADV,мекев,төттөру
749,zurück::ADV,мекев,төттөрү
750,unten::ADV,ало,аллара
751,hinab::ADV,алов,аллара
752,oben::ADV,вере,үөһэ
753,hinauf::ADV,верев,өрө
754,hinauf::ADV,верев,үөһэ
755,überall::ADV,эрьва косо,бэйдиэ
756,nicht::ADV,а,буолбатах
757,ein wenig::ADV,аламошка,кыратык
758,kaum::ADV,ансяк,нэһиилэ
759,sehr::ADV,пек,бэрт
760,sehr::ADV,пек,наһаа
761,sehr::ADV,вельть,бэрт
762,sehr::ADV,вельть,наһаа
