,Concept_ID,xal,ar
775,ein wenig::ADV,баахн,قليلا
776,ein wenig::ADV,баахнар,قليلا
777,kaum::ADV,әрә,كاد لا
778,sehr::ADV,йир,جدا
779,sehr::ADV,йир,كثيرا
780,so::ADV,иигҗ,كذا
781,so::ADV,иигҗ,كذلك
782,noch::ADV,ода чигн,ما زال
783,nur::ADV,һанцхн,فقط
784,schon::ADV,одх,قد
785,wieder::ADV,бас,من جديد
786,wieder::ADV,бас,مرة أخرى
787,vergebens::ADV,киидән,عبثا
788,vor::PRP,урд,أمام
789,hinter::PRP,ца,خلف
790,hinter::PRP,ца,وراء
791,unter::PRP,дор,تحت
792,durch::PRP,ивт,عبر
793,durch::PRP,ивт,خلال
794,durch::PRP,дундаһур,عبر
795,durch::PRP,дундаһур,خلال
796,neben::PRP,хаҗуд,جنب
797,neben::PRP,хаҗуд,بجانب
798,zwischen::PRP,хоорнд,بين
799,wegen::PRP,көлтә,بسبب
800,wegen::PRP,деерәс,بسبب
801,dies::PRN,эн,هذا
802,das::PRN,тер,ذلك
803,alles::PRN,цуһар,الكل
804,ich::PRN,би,أنا
805,du::PRN,чи,أنت
806,er::PRN,тер,هو
807,wir::PRN,мадн,نحن
808,ihr::PRN,та,أنتم
809,ihr::PRN,та,أنتن
810,sie::PRN,тедн,هم
811,sie::PRN,тедн,هن
812,was::FPRN,юн,ما
813,wer::FPRN,кен,من
814,wo::FADV,хама,أين
815,wohin::FADV,хамаран,إلى أين
816,wie::FADV,яһҗ,كيف
817,wie::FADV,яһад,كيف
818,warum::FADV,юңгад,لماذا
819,wieviel::FNUM,кедү,كم
820,eins::NUM,негн,واحد
821,zwei::NUM,хойр,اثنين
822,drei::NUM,һурвн,ثلاثة
823,vier::NUM,дөрвн,أربعة
824,fünf::NUM,тавн,خمسة
825,sechs::NUM,зурһан,ستة
826,sieben::NUM,долан,سبعة
827,acht::NUM,нәәмн,ثمانية
828,neun::NUM,йисн,تسعة
829,zehn::NUM,арвн,عشرة
830,elf::NUM,арвн негн,أحد عشر
831,zwölf::NUM,арвн хойр,اثنا عشر
832,zwanzig::NUM,хөрн,عشرون
833,dreißig::NUM,һучн,ثلاثون
834,vierzig::NUM,дөчн,أربعون
835,fünfzig::NUM,тәвн,خمسون
836,sechzig::NUM,җирн,ستون
837,siebzig::NUM,далн,سبعون
838,achtzig::NUM,найн,ثمانون
839,neunzig::NUM,йирн,تسعون
840,hundert::NUM,зун,مئة
841,tausend::NUM,миңһн,ألف
842,und::CNJ,болн,و
843,oder::CNJ,эс гиҗ,أو
844,oder::CNJ,эс гихлә,أو
845,stehen::V,зогсх,وقف
846,sitzen::V,суух,جلس
847,liegen::V,кевтх,رقد
848,hängen::V,өлгәтә бәәх,تعلق
849,werden::V,болх,صار
850,werden::V,болх,أصبح
851,passieren::V,болх,حدث
852,beginnen::V,эклх,ابتدأ
853,enden::V,төгсх,انتهى
854,wechseln::V,хүврх,تغير
855,aufgehen[Sonne]::V,һарх,شرق
856,untergehen[Sonne]::V,орх,غرب
857,untergehen[Sonne]::V,сүүрлх,غرب
858,scheinen[Sonne]::V,герлтх,أضاء
859,donnern::V,күрҗңнх,رعد
860,wehen::V,сальклх,هب
861,strömen::V,һооҗх,جرى
862,fließen::V,урсх,سال
863,sich drehen::V,эргх,دار
864,schwanken::V,дәәвлх,ترنح
865,schwingen::V,нәәхлх,ترجح
866,fallen::V,унх,سقط
867,fallen::V,киисх,سقط
868,brennen::V,шатх,احترق
869,rauchen::V,ута һарһх,دخن
870,regnen::V,орх,أمطر
871,gefrieren::V,мөстх,تجمد
872,tauen::V,хәәлх,ذاب
873,schmelzen::V,хәәлх,ذاب
874,schmelzen::V,хәәлгдх,ذاب
875,trocknen::V,эврх,نشف
876,sieden::V,буслх,غلى
877,faulen::V,үмкәрх,فسد
878,verfaulen::V,илҗрх,تعفن
879,reißen::V,тасрх,انقطع
880,versinken::V,чивх,غرق
881,vergehen::V,болх,مضى
882,erscheinen::V,һарх,لاح
883,erscheinen::V,һарх,ظهر
884,verschwinden::V,уга болх,غاب
885,sinken::V,татгдх,هبط
886,abnehmen::V,хасгдх,نقص
887,zunehmen::V,өсх,ازداد
888,steigen::V,немх,صعد
889,steigen::V,немх,ارتفع
890,wachsen::V,өсх,نما
891,wachsen::V,өсх,نبت
892,wachsen::V,урһх,نما
893,wachsen::V,урһх,نبت
894,glänzen::V,гилвкх,لمع
895,funkeln::V,цәклх,تلألأ
896,lärmen::V,шууглдх,ضج
897,lärmen::V,шууглдх,صخب
898,läuten::V,хоңх,قرع
899,klingeln::V,җиңнулх,دق
900,klirren::V,җиңнх,قعقع
901,brausen::V,догшрхх,عج
902,rauschen::V,сарҗңнх,حف
903,klingen::V,ә һарх,رن
904,bellen::V,хуцх,نبح
905,heulen::V,уульх,عوى
906,blasen::V,үләх,نفخ
907,pfeifen::V,ишкрх,صفر
908,schreien::V,хәәкрх,صرخ
909,stöhnen::V,түңшх,أن
910,zittern::V,дагҗннх,ارتعش
911,leben::V,бәәх,عاش
912,geboren werden::V,төрх,ولد
913,atmen::V,әмсхлх,تنفس
914,trinken::V,уух,شرب
915,essen::V,идх,أكل
916,schlucken::V,зальгх,جرع
917,müde werden::V,көшх,تعب
918,einschlafen::V,унтх,نام
919,schlafen::V,нөөрсх,نام
920,aufwachen::V,серх,استيقظ
921,aufstehen::V,босх,قام
922,sich erholen::V,амрх,استجم
923,krank werden::V,гемтх,مرض
924,krank sein::V,шалтглх,مرض
925,schmerzen::V,өвдх,آلم
926,husten::V,ханях,كح
927,husten::V,ханях,سعل
928,genesen::V,эдгх,نقه
929,sterben::V,үкх,مات
930,sterben::V,өңгрх,مات
931,umkommen::V,үкх,هلك
932,sich bewegen::V,көдлх,تحرك
933,sich bewegen::V,көндрх,تحرك
934,sich rühren::V,көндрх,تحرك
935,sich erheben::V,босх,قام
936,sich setzen::V,суух,جلس
937,hinfallen::V,унх,وقع
938,hinfallen::V,киисх,وقع
939,laufen::V,йовх,مشى
940,schreiten::V,алхх,خطا
941,spazierengehen::V,сергҗ йовх,تنزه
942,eilen::V,шулудх,عجل
943,sich beeilen::V,адһх,استعجل
944,sich beeilen::V,шамдх,استعجل
945,sausen::V,хурдлх,أسرع
946,sausen::V,йир_хурдар_гүүх,أسرع
947,sausen::V,йир_хурдар_йовх,أسرع
948,rennen::V,гүүх,عدا
949,rennen::V,гүүх,ركض
950,springen::V,һәрәдх,قفز
951,klettern::V,давшх,تسلق
952,schaukeln::V,дүүдңндх,تأرجح
953,kriechen::V,мөлкх,دب
954,kriechen::V,мөлкх,زحف
955,schwimmen::V,усчх,سبح
956,tauchen::V,булхх,غطس
957,rudern::V,хәәвдх,جذف
958,fahren::V,йовх,ركب
959,fahren::V,йовх,سافر
960,fliegen::V,нисх,طار
961,gehen::V,йовх,سار
962,gehen::V,йовх,ذهب
963,weggehen::V,йовх,ذهب
964,weggehen::V,йовх,انصرف
965,weggehen::V,одх,ذهب
966,weggehen::V,одх,انصرف
967,weggehen::V,һарх,ذهب
968,weggehen::V,һарх,انصرف
969,weggehen::V,мөрлх,ذهب
970,weggehen::V,мөрлх,انصرف
971,abfahren::V,мордх,رحل
972,anhalten::V,зогсх,توقف
973,hineingehen::V,орх,دخل
974,eintreten::V,орх,دخل
975,kommen::V,ирх,أتى
976,kommen::V,ирх,جاء
977,ankommen::V,ирх,وصل
978,zurückkommen::V,орх,عاد
979,zurückkommen::V,орх,رجع
980,bleiben::V,бәәх,مكث
981,warten::V,күләх,انتظر
982,erwarten::V,күләх,ترقب
983,erwarten::V,күләх,انتظر
984,suchen::V,хәәх,بحث
985,finden::V,олх,وجد
986,versuchen::V,седх,حاول
987,vorbereiten::V,белдх,أعد
988,vorbereiten::V,белдх,حضر
989,lieben::V,дурлх,أحب
990,mögen::V,таассгдх,أحب
991,lachen::V,инәх,ضحك
992,rühren::V,уйрах,أثر
993,weinen::V,уульх,بكى
994,schimpfen::V,харах,سب
995,schimpfen::V,харах,شتم
996,sich ärgern::V,уурлх,زعل
997,sich fürchten::V,әәх,هاب
998,fürchten::V,әәх,خاف
999,fürchten::V,әәх,خشي
1000,fürchten::V,сүрдх,خاف
1001,fürchten::V,сүрдх,خشي
1002,fliehen::V,зулх,هرب
1003,flüchten::V,орһх,فر
1004,flüchten::V,зулх,فر
1005,sehen::V,үзх,رأى
1006,anschauen::V,харх,نظر
1007,ansehen::V,хәләх,نظر
1008,ansehen::V,үзх,نظر
1009,hören::V,соңсх,سمع
1010,zuhören::V,соңсх,أصغى
1011,probieren::V,амсх,ذاق
1012,riechen::V,үнрчлх,شم
1013,riechen::V,үнрчлх,استنشق
1014,fühlen::V,медх,شعر
1015,scheinen::V,болҗ медгдх,ظهر
1016,scheinen::V,миниһәр болхла,ظهر
1017,scheinen::V,болад бәәх,ظهر
1018,zu sehen sein::V,үзгдх,ظهر
1019,vernehmen::V,соңсх,سمع
1020,frieren::V,даарх,بردان
1021,tun::V,кех,فعل
1022,können::V,чадх,قدر
1023,können::V,чадх,استطاع
1024,wollen::V,дурлх,شاء
1025,wollen::V,дурлх,أراد
1026,anfangen::V,эклх,بدأ
1027,beenden::V,дуусх,أنهى
1028,aufhören::V,уурх,توقف
1029,aufhören::V,уурх,انقطع
1030,gelingen::V,бүтх,نجح
1031,gelingen::V,күцәх,نجح
1032,geraten::V,болх,طلع
1033,öffnen::V,секх,فتح
1034,schließen::V,хаах,أغلق
1035,stellen::V,тәвх,وضع
1036,stellen::V,тәвх,أقام
1037,setzen::V,суулһх,أجلس
1038,legen::V,тәвх,وضع
1039,berühren::V,көндәх,مس
1040,berühren::V,көндәх,لمس
1041,verbinden::V,боох,ربط
1042,verbinden::V,боох,وصل
1043,bedecken::V,хучх,غطى
1044,bedecken::V,бүркх,غطى
1045,aufhängen::V,өлгх,علق
1046,anzünden::V,асах,أوقد
1047,anzünden::V,шатах,أوقد
1048,aufheben::V,өөдән өргх,لقط
1049,zurücklassen::V,үлдәх,ترك
1050,verlieren::V,геех,فقد
1051,fallen lassen::V,алдх,أسقط
1052,machen::V,кех,فعل
1053,herstellen::V,кех,صنع
1054,herstellen::V,кех,أنتج
1055,bauen::V,тосхх,بنى
1056,bauen::V,тосхх,شيد
1057,reparieren::V,ясх,صلح
1058,verbessern::V,сәәрүлх,صحح
1059,ändern::V,хүврәх,غير
1060,graben::V,малтх,حفر
1061,beugen::V,нуһлх,ثنى
1062,beugen::V,нуһлх,أحنى
1063,biegen::V,матилһх,لوى
1064,drehen::V,эргүлх,أدار
1065,drehen::V,эргүлх,دور
1066,wenden::V,көмрх,قلب
1067,wenden::V,эргүлх,قلب
1068,umdrehen::V,эргүлх,قلب
1069,heben::V,өргх,رفع
1070,heben::V,деер өргх,رفع
1071,hochheben::V,өргх,رفع
1072,ergreifen::V,бәрх,مسك
1073,halten::V,бәрх,مسك
1074,drücken::V,шахх,ضغط
1075,schieben::V,түлкх,حرك
1076,kratzen::V,мааҗх,خدش
1077,lecken::V,долах,لعق
1078,beißen::V,хазх,عض
1079,abreißen::V,таслх,قلع
1080,abschneiden::V,тәәрх,قطع
1081,binden::V,боох,ربط
1082,stecken::V,шаах,دس
1083,stecken::V,хатхх,دس
1084,brechen::V,хамхлх,كسر
1085,klopfen::V,цокх,طرق
1086,hauen::V,цокх,ضرب
1087,kleben::V,наах,ألصق
1088,reiben::V,зүлгх,حك
1089,streichen::V,наах,نشر
1090,streichen::V,лашх,نشر
1091,streichen::V,түркх,نشر
1092,schleifen::V,хурцлх,سن
1093,schneiden::V,хәәчлх,قطع
1094,rütteln::V,дәәвлүлх,رج
1095,schütteln::V,сегсрх,هز
1096,schwenken::V,дайлх,لوح
1097,schütten::V,кех,صب
1098,füllen::V,дүүргх,ملأ
1099,einwickeln::V,орах,لف
1100,tragen::V,зөөх,حمل
1101,schleppen::V,чирх,سحب
1102,ziehen::V,татх,سحب
1103,aufbewahren::V,хадһлх,حفظ
1104,werfen::V,хайх,رمى
1105,werfen::V,хайх,ألقى
1106,fangen::V,бәрх,التقط
1107,fangen::V,хавлх,التقط
1108,packen::V,бәрх,مسك
1109,verstecken::V,дүрх,خبأ
1110,verstecken::V,бултулх,خبأ
1111,teilen::V,хувах,قسم
1112,schicken::V,илгәх,بعث
1113,schicken::V,илгәх,أرسل
1114,bringen::V,авч ирх,جلب
1115,hinzufügen::V,немх,أضاف
1116,bekommen::V,авх,حصل
1117,erhalten::V,авх ,استلم
1118,nehmen::V,авх,أخذ
1119,wählen::V,шүүх,اختار
1120,auswählen::V,шүүх,انتقى
1121,bewahren::V,хадһлх,حافظ
1122,bewahren::V,кевтнь үлдәх,حافظ
1123,bewahren::V,кевтнь бәәлһх,حافظ
1124,behindern::V,харшлх,عاق
1125,verderben::V,үрәх,أفسد
1126,beschädigen::V,эвдх,أضر
1127,zerbrechen::V,күүлх,كسر
1128,zerbrechen::V,хамхлх,كسر
1129,zerreißen::V,шуучх,مزق
1130,zerstören::V,эвдх,دمر
1131,verbrennen::V,шатах,حرق
1132,geben::V,өгх,أعطى
1133,reichen::V,өгх,ناول
1134,schenken::V,белглх,وهب
1135,versprechen::V,амлх,وعد
1136,wünschen::V,сә хәәх,تمنى
1137,loben::V,магтх,مدح
1138,küssen::V,үмсх,قبل
1139,wiegen::V,саатулх,هدهد
1140,zudecken::V,бүркх,غطى
1141,wecken::V,серүлх,أيقظ
1142,zeigen::V,үзүлх,أرى
1143,führen::V,көтлх,دل
1144,lehren::V,заах,علم
1145,lehren::V,сурһх,علم
1146,unterrichten::V,сурһх,علم
1147,unterrichten::V,багшлх,علم
1148,aufziehen::V,өскәх,ربى
1149,leiten::V,һардх,دل
1150,leiten::V,һардх,أدار
1151,leiten::V,толһалх,دل
1152,leiten::V,толһалх,أدار
1153,antreiben::V,шамдах,حث
1154,lassen::V,күч үзүлх,حدا
1155,einladen::V,үрх,دعا
1156,vereinigen::V,хамцулх,وحد
1157,besuchen::V,одх,زار
1158,treffen::V,харһх,قابل
1159,sich versammeln::V,цуглрх,اجتمع
1160,sich versammeln::V,хурх,اجتمع
1161,spielen::V,наадх,لعب
1162,singen::V,дуулх,غنى
1163,tanzen::V,биилх,رقص
1164,sich trennen::V,хаһцх,افترق
1165,verlassen::V,хайх,ترك
1166,retten::V,әм аврх,نجى
1167,retten::V,әм аврх,أنقذ
1168,retten::V,әәмшгәс харсх,نجى
1169,retten::V,әәмшгәс харсх,أنقذ
1170,bewachen::V,харх,حرس
1171,bewachen::V,манх,حرس
1172,schützen::V,харсх,حمى
1173,verteidigen::V,харсх,دافع
1174,sich schlagen::V,гүвдлдх,تضارب
1175,schießen::V,хах,أطلق
1176,siegen::V,диилх,انتصر
1177,ärgern::V,уурлулх,أزعل
1178,schlagen::V,цокх,ضرب
1179,schlagen::V,гүвдх,ضرب
1180,stechen::V,хатхх,شك
1181,stoßen::V,түлкчкх,دفع
1182,stehlen::V,хулхалх,سرق
1183,stören::V,һә болх,ضايق
1184,belästigen::V,амр эс өгх,أزعج
1185,verbergen::V,нуух,كتم
1186,verbergen::V,бултулх,كتم
1187,täuschen::V,меклх,خدع
1188,betrügen::V,меклх,غش
1189,betrügen::V,мек һарһх,غش
1190,töten::V,алх,قتل
1191,wohnen::V,бәәх,سكن
1192,arbeiten::V,көдлх,عمل
1193,arbeiten::V,көдлх,اشتغل
1194,sammeln::V,түүх,جمع
1195,pflücken::V,түүх,جنى
1196,pflücken::V,түүх,قطف
1197,pflücken::V,хурах,جنى
1198,pflücken::V,хурах,قطف
1199,jagen::V,аңнх,صاد
1200,jagen::V,аңһучлх,صاد
1201,fischen::V,заһс аңнх,اصطاد
1202,fassen::V,бәрх,قبض
1203,hüten::V,хәрүлх,رعى
1204,treiben::V,туух,ساق
1205,anbinden::V,уйх,ربط
1206,füttern::V,теҗәх,علف
1207,melken::V,саах,حلب
1208,hacken::V,чавчх,فرم
1209,gießen::V,услх,سقى
1210,reifen::V,болх,نضج
1211,reifen::V,болвсрх,نضج
1212,zubereiten::V,белдх,حضر
1213,kochen::V,чанх,طبخ
1214,kochen::V,болһх,طبخ
1215,backen::V,болһх,خبز
1216,braten::V,хуурх,قلى
1217,braten::V,хуурх,حمر
1218,umrühren::V,самрх,قلب
1219,stricken::V,өлгх,حاك
1220,nähen::V,уйх,خاط
1221,färben::V,будх,صبغ
1222,färben::V,будх,لون
1223,reinigen::V,цеврлх,نظف
1224,waschen::V,уһах,غسل
1225,abwischen::V,арчх,مسح
1226,spülen::V,зәәлх,شطف
1227,fegen::V,сәвүрдх,كنس
1228,kehren::V,сәвүрдх,كنس
1229,baden::V,өөмх,استحم
1230,sich waschen::V,уһах,اغتسل
1231,sich waschen::V,бийән уһаҗ,اغتسل
1232,ausziehen::V,тәәлх,خلع
1233,anziehen::V,өмсх,لبس
1234,sich anziehen::V,хувцлх,اكتسى
1235,kämmen::V,самлх,مشط
1236,schmücken::V,чимх,زين
1237,schmücken::V,кеерүлх,زين
1238,sagen::V,келх,قال
1239,sprechen::V,келх,تكلم
1240,reden::V,күүндх,تكلم
1241,reden::V,күр_кех,تكلم
1242,sich unterhalten::V,күүндх,تحادث
1243,fragen::V,сурх,سأل
1244,bitten::V,эрх,رجا
1245,erzählen::V,келх,حكي
1246,erzählen::V,келҗ өгх,حكي
1247,mitteilen::V,медүлх,بلغ
1248,nennen::V,нерәдх,سمى
1249,nennen::V,нер өгх,سمى
1250,rufen::V,дуудх,نادى
1251,prahlen::V,көөрх,فشر
1252,prahlen::V,көөрх,تفاخر
1253,übersetzen::V,орчулх,ترجم
1254,denken::V,санх,فكر
1255,glauben::V,шүтх,اعتقد
1256,glauben::V,нәәлх,اعتقد
1257,bemerken::V,темдглх,لاحظ
1258,erkennen::V,таньх,عرف
1259,erkennen::V,медх,عرف
1260,begreifen::V,медх,فهم
1261,begreifen::V,медх,أدرك
1262,verstehen::V,соңсх,فهم
1263,lernen::V,сурх,درس
1264,wissen::V,медх,علم
1265,sich erinnern an::V,санх,تذكر
1266,vergessen::V,мартх,نسي
1267,messen::V,кемҗәлх,قاس
1268,zählen::V,тоолх,عد
1269,zählen::V,тоолх,أحصى
1270,rechnen::V,тоолх,حسب
1271,lesen::V,умшх,قرأ
1272,malen::V,зурх,صور
1273,zeichnen::V,зурх,رسم
1274,schreiben::V,бичх,كتب
1275,besitzen::V,эзлх,حاز
1276,besitzen::V,эзлх,ملك
1277,kaufen::V,хулдҗ авх,اشترى
1278,verkaufen::V,хулдх,باع
1279,verkaufen::V,гүүлгх,باع
1280,bezahlen::V,өгх,دفع
1281,zahlen::V,өгх,سدد
1282,beherrschen::V,эзлх,حكم
1283,ertragen::V,даах,أطاق
1284,ertragen::V,даах,تحمل
1285,treten::V,,رفس
