,Concept_ID,kv,et
807,untergehen[Sonne]::V,пуксьыны,loojuma
808,scheinen[Sonne]::V,югьявны,paistma
809,donnern::V,гымавны,kõmisema
810,wehen::V,пӧлявны,puhuma
811,strömen::V,киссьыны,voolama
812,fließen::V,визывтны,voolama
813,sich drehen::V,бергавны,pöörduma
814,schwanken::V,кӧвьясьны,kõikuma
815,schwingen::V,дюттясьны,võnkuma
816,fallen::V,усьны,langema
817,brennen::V,сотчыны,põlema
818,rauchen::V,тшынасьны,suitsema
819,regnen::V,зэрны,sadama
820,gefrieren::V,гегдыны,kinni külmuma
821,tauen::V,сывны,sulama
822,schmelzen::V,сывны,sulama
823,trocknen::V,косьмыны,kuivama
824,sieden::V,пизьны,keema
825,faulen::V,нёльзьыны,mädanema
826,verfaulen::V,тӧрмыны,mädanema
827,verfaulen::V,сiсьмыны,mädanema
828,reißen::V,косясьны,rebenema
829,versinken::V,вӧйны,uppuma
830,vergehen::V,мунны,mööduma
831,erscheinen::V,мыччисьны,ilmuma
832,verschwinden::V,ӧшны,kaduma
833,sinken::V,ямны,vajuma
834,sinken::V,ямны,langema
835,abnehmen::V,ямны,vähenema
836,abnehmen::V,ямны,kahenema
837,zunehmen::V,паськавны,kasvama
838,steigen::V,лэбтiсьны,tõusma
839,steigen::V,лэбтiсьны,üles minema
840,wachsen::V,быдмыны,kasvama
841,glänzen::V,свиттявны,läikimä
842,funkeln::V,югйовтлыны,sädelema
843,funkeln::V,югйӧв-керны,sädelema
844,lärmen::V,чавзыны,lärmama
845,läuten::V,диньгыны,helisema
846,klingeln::V,силькӧтны,helisema
847,klirren::V,жольӧтны,kõlisema
848,brausen::V,гуасьны,kohisema
849,rauschen::V,кышӧтны,kohisema
850,klingen::V,горавны,kõlama
851,bellen::V,увтны,haukuma
852,bellen::V,вувтны,haukuma
853,heulen::V,уннявны,uluma
854,blasen::V,пӧлявны,puhuma
855,pfeifen::V,пиксыны,vilistama
856,schreien::V,айзыны,karjuma
857,stöhnen::V,ойзыны,oigama
858,stöhnen::V,ружтыны,oigama
859,zittern::V,легьявны,värisema
860,leben::V,овны,elama
861,leben::V,овны,elus olema
862,geboren werden::V,шогмыны,sündima
863,atmen::V,лолавны,hingama
864,trinken::V,юны,jooma
865,essen::V,сёйны,sööma
866,schlucken::V,ньылавны,neelama
867,müde werden::V,мыдзны,väsima
868,einschlafen::V,ланьтны,uinuma
869,schlafen::V,узьны,magama
870,aufwachen::V,саймыны,ärkama
871,aufwachen::V,пальмыны,ärkama
872,aufstehen::V,сувтны,ärkama
873,aufstehen::V,сувтны,üles tõusma
874,sich erholen::V,шоччисьлыны,puhkama
875,krank werden::V,моржитны,haigestuma
876,krank werden::V,моржитны,haigeks jääma
877,krank sein::V,шогавны,haige olema
878,krank sein::V,визьӧтны,haige olema
879,schmerzen::V,висьны,valutama
880,husten::V,кашляйтны,köhima
881,genesen::V,бурдны,toibuma
882,sterben::V,кувны,surema
883,umkommen::V,вийсьыны,surma saama
884,sich bewegen::V,локны,liikuma
885,sich bewegen::V,ветлӧтны,liikuma
886,sich rühren::V,вӧрзьӧтчыны,liikuma
887,sich erheben::V,сувтны,kerkima
888,sich setzen::V,пуксьыны,istet võtma
889,hinfallen::V,пӧрласьны,kukkuma
890,hinfallen::V,пӧрласьны,maha kukkuma
891,laufen::V,мунны,kõndima
892,schreiten::V,тальччавны,astuma
893,spazierengehen::V,котрасьны,jalutama
894,eilen::V,тэрмасьны,ruttama
895,eilen::V,тэрмасьны,kiirustama
896,sich beeilen::V,тэрмасьны,ruttama
897,sich beeilen::V,тэрмасьны,kiirustama
898,sausen::V,вирдавны-котӧртны,kihutama
899,sausen::V,вирдавны-котӧртны,tormama
900,springen::V,чеччавны,hüppama
901,klettern::V,кышасьны,ronima
902,schaukeln::V,чурликасьны,kiikuma
903,kriechen::V,кыскасьны-мунны,roomama
904,schwimmen::V,вартчыны,ujuma
905,tauchen::V,сунгисьны ваӧ,sukelduma
906,rudern::V,сынны,sõudma
907,fahren::V,мунны,sõitma
908,fliegen::V,лэбавны,lendama
909,gehen::V,мунны,käima
910,gehen::V,мунны,minema
911,weggehen::V,мунны,ära minema
912,weggehen::V,мунны,välja minema
913,abfahren::V,иньдӧтчыны,väljuma
914,abfahren::V,иньдӧтчыны,ära sõitma
915,abfahren::V,мунны,väljuma
916,abfahren::V,мунны,ära sõitma
917,anhalten::V,сувтны,peatuma
918,hineingehen::V,пырны,sisenema
919,hineingehen::V,пырны,sisse minema
920,eintreten::V,пырны,sisenema
921,eintreten::V,пырны,sisse astuma
922,kommen::V,локны,tulema
923,ankommen::V,локны,saabuma
924,zurückkommen::V,бертны,tagasi tulema
925,zurückkommen::V,панӧвтсьыны,tagasi tulema
926,bleiben::V,кольччыны,jääma
927,warten::V,видзчисьны,ootama
928,erwarten::V,видзчисьны,ootama
929,erwarten::V,видзчисьны,lootma
930,suchen::V,кошшыны,otsima
931,finden::V,адззыны,leidma
932,versuchen::V,пондыны,püüdma
933,versuchen::V,пондыны,üritama
934,versuchen::V,пондыны,katsetama
935,versuchen::V,пондӧтны,püüdma
936,versuchen::V,пондӧтны,üritama
937,versuchen::V,пондӧтны,katsetama
938,vorbereiten::V,лӧсьӧтны,valmistama
939,lieben::V,милуйтны,armastama
940,mögen::V,радейтны,sallima
941,mögen::V,радейтны,meeldima
942,lachen::V,серавны,naerma
943,rühren::V,сьӧлӧм вӧрзьӧтны,liigutama
944,rühren::V,сьӧлӧм вӧрзьӧтны,heldima panema
945,weinen::V,горзыны,nutma
946,schimpfen::V,видчыны,sõimama
947,sich ärgern::V,лёкавны,ärrituma
948,sich ärgern::V,лёкавны,vihastuma
949,sich fürchten::V,повны,kartma
950,sich fürchten::V,повны,hirmu tundma
951,fürchten::V,повны,kartma
952,fliehen::V,пышшыны,põgenema
953,flüchten::V,пышшыны,põgenema
954,sehen::V,адззыны,nägema
955,anschauen::V,видзӧтны,vaatama
956,ansehen::V,видзӧтны,vaatama
957,hören::V,кывны,kuulma
958,zuhören::V,кывзыны,kuulama
959,probieren::V,пешлыны,proovima
960,riechen::V,дукавны,nuusutama
961,fühlen::V,кывны,tundma
962,scheinen::V,декуйтчыны,näida
963,scheinen::V,декуйтчыны,ilmuda
964,zu sehen sein::V,тыдавны,ilmuma
965,vernehmen::V,тӧдмавны,üle kuulama
966,frieren::V,гегдыны,külmetada
967,tun::V,керны,tegema
968,können::V,вермыны,võima
969,können::V,вермыны,oskama
970,wollen::V,мӧдны,tahtma
971,anfangen::V,петны,hakkama
972,anfangen::V,петны,alustama
973,beenden::V,ештӧтны,lõpetama
974,beenden::V,керыштны,lõpetama
975,aufhören::V,дугдыны,lakkama
976,gelingen::V,шогмыны,õnnestuma
977,geraten::V,мыччисьны,jõudma
978,öffnen::V,осьтны,avama
979,schließen::V,пӧднавны,sulgema
980,stellen::V,сувтӧтны,panema
981,stellen::V,сувтӧтны,asetama
982,setzen::V,пуксьӧтны,panema
983,legen::V,пуктыны,panema
984,legen::V,пуктыны,asetama
985,berühren::V,вӧрзьӧтны,riivama
986,berühren::V,вӧрзьӧтны,puudutama
987,verbinden::V,йитны,ühendama
988,bedecken::V,вевттьыны,katma
989,aufhängen::V,ӧшӧтны,riputama
990,anzünden::V,ӧзтыны,süütama
991,aufheben::V,лэбтыны,üles tõstma
992,zurücklassen::V,кольны,jätma
993,verlieren::V,ӧштыны,kaotama
994,fallen lassen::V,уськӧтны,maha pillama
995,fallen lassen::V,уськӧтны,kukkuda laskma
996,machen::V,керны,tegema
997,herstellen::V,вӧчны,valmistama
998,bauen::V,строитны,ehitama
999,reparieren::V,вочны,parandama
1000,verbessern::V,бурсьӧтны,parandama
1001,ändern::V,вежны,muutma
1002,ändern::V,вежны,ümber tegema
1003,graben::V,гарйыны,kaevama
1004,beugen::V,кусіньтны,painutama
1005,biegen::V,чукыльтыштны,painutama
1006,drehen::V,бергӧтны,keerama
1007,wenden::V,бергӧтны,ümber pöörama
1008,umdrehen::V,бергӧтны,ümber keerama
1009,heben::V,лэбтыны,tõstma
1010,hochheben::V,лэбтыны,üles tõstma
1011,hochheben::V,лэбтыны,kõrgele tõstma
1012,ergreifen::V,кватитны,haarama
1013,halten::V,видзны,hoidma
1014,drücken::V,личкыны,pigistama
1015,schieben::V,тойлавны,lükkama
1016,kratzen::V,шаркӧтны,kraapima
1017,lecken::V,нювны,lakkuma
1018,beißen::V,йирны,purema
1019,beißen::V,йирны,hammustama
1020,abreißen::V,орӧтны,rebima
1021,abreißen::V,орӧтны,ära rebima
1022,abschneiden::V,шӧрыштны,ära lõikama
1023,abschneiden::V,вундыштны,ära lõikama
1024,binden::V,гӧрдззыны,siduma
1025,stecken::V,мӧртны,pistma
1026,brechen::V,жугдыны,murdma
1027,klopfen::V,зукӧтны,koputama
1028,hauen::V,желльыны,lööma
1029,kleben::V,лякӧтны,kleepima
1030,reiben::V,зыртны,hõõruma
1031,streichen::V,мавтны,silitama
1032,schleifen::V,кыскыны,lihvima
1033,schleifen::V,кыскыны,teritama
1034,schneiden::V,вундавны,lõikama
1035,rütteln::V,шатлавны,raputama
1036,schütteln::V,зыбӧтны,raputama
1037,schütteln::V,зыбӧтны,loksutama
1038,schwenken::V,ӧвтны,vehkima
1039,schwenken::V,ӧвтны,lehvitama
1040,schwenken::V,макайтны,vehkima
1041,schwenken::V,макайтны,lehvitama
1042,schütten::V,кисьтны,kallama
1043,füllen::V,тыртны,täitma
1044,füllen::V,тырсьӧтны,täitma
1045,einwickeln::V,тубны,sisse mähkima
1046,tragen::V,новйӧтны,kandma
1047,schleppen::V,кыскыны,tassima
1048,schleppen::V,кыскыны,lohistama
1049,ziehen::V,кыскыны,vedama
1050,ziehen::V,кыскыны,tõmbama
1051,aufbewahren::V,видзны,säilitama
1052,aufbewahren::V,видзны,alal hoidma
1053,werfen::V,шентывлыны,viskama
1054,fangen::V,кутны,püüdma
1055,packen::V,кутасьны,kinni haarama
1056,packen::V,кутасьны,kinni võtma
1057,packen::V,кватитны,kinni haarama
1058,packen::V,кватитны,kinni võtma
1059,verstecken::V,дзебны,peitma
1060,teilen::V,торйӧтны,jagama
1061,teilen::V,торйӧтны,jaotama
1062,schicken::V,иньдыны,saatma
1063,bringen::V,вайны,viima
1064,hinzufügen::V,содтыны,lisama
1065,bekommen::V,получитны,saama
1066,erhalten::V,получитны,saama
1067,nehmen::V,босьтны,võtma
1068,wählen::V,бӧрйыны,valima
1069,auswählen::V,бӧрйыны,valima
1070,bewahren::V,видзны,hoidma
1071,behindern::V,падтыны,takistama
1072,verderben::V,изводавны,rikkuma
1073,beschädigen::V,паздыны,rikkuma
1074,zerbrechen::V,паздыны,katki tegema
1075,zerreißen::V,косявны,katki rebima
1076,zerstören::V,паздыны,purustama
1077,verbrennen::V,сотны,põletama
1078,geben::V,сетны,andma
1079,reichen::V,сетны,andma
1080,reichen::V,сетны,ulatama
1081,schenken::V,козьнавны,kinkima
1082,versprechen::V,кӧсйыны,lubama
1083,versprechen::V,кӧсйыны,tõotama
1084,wünschen::V,бурсьыны,soovima
1085,loben::V,ошкыны,kiitma
1086,küssen::V,окавны,suudlema
1087,wiegen::V,тюттьӧтны,hällitama
1088,zudecken::V,вевттьыны,kaanetama
1089,zudecken::V,вевттьыны,kinni katma
1090,wecken::V,саймӧтны,äratama
1091,zeigen::V,мыччавны,näitama
1092,führen::V,нуӧтны,juhatama
1093,lehren::V,велӧтны,õpetama
1094,unterrichten::V,велӧтны,õpetama
1095,aufziehen::V,быдтыны,üles kasvatama
1096,leiten::V,юравны,juhtima
1097,leiten::V,веськӧтлыны,juhtima
1098,antreiben::V,тэрмӧтны,ergutama
1099,lassen::V,-ӧтыны,laskma
1100,einladen::V,корны,kutsuma
1101,vereinigen::V,ӧтувтны,ühendama
1102,vereinigen::V,ӧтлаавны,ühendama
1103,besuchen::V,пыравлыны,külastama
1104,treffen::V,пантавны,kohtama
1105,sich versammeln::V,ӧксьыны,kogunema
1106,spielen::V,орсны,mängima
1107,singen::V,сьывны,laulma
1108,tanzen::V,йӧктыны,tantsima
1109,sich trennen::V,торьясьны,lahku minema
1110,verlassen::V,кольны,maha jätma
1111,retten::V,мынтны,päästma
1112,bewachen::V,смекайтны,valvama
1113,schützen::V,дорйыны,kaitsma
1114,verteidigen::V,дорйыны,kaitsma
1115,sich schlagen::V,тышкасьны,kaklema
1116,schießen::V,лыйны,tulistama
1117,siegen::V,вермыны,võitma
1118,ärgern::V,лӧгӧтны,ärritama
1119,ärgern::V,лӧгӧтны,vihastama
1120,schlagen::V,базнитны,lööma
1121,treten::V,чужьявны,sõtkuma
1122,stechen::V,бытшкыны,pistma
1123,stechen::V,бытшкыны,torkama
1124,stoßen::V,тапкыны,tõukama
1125,stoßen::V,тойыштны,tõukama
1126,stehlen::V,гусявны,varastama
1127,stören::V,костіавны,segama
1128,stören::V,костіавны,häirima
1129,belästigen::V,назыляйтны,ahistama
1130,verbergen::V,дзебны,peitma
1131,verbergen::V,дзебны,varjama
1132,täuschen::V,бӧбӧтны,petma
1133,täuschen::V,бӧбӧтны,tüssama
1134,täuschen::V,пӧрьявны,petma
1135,täuschen::V,пӧрьявны,tüssama
1136,betrügen::V,муклачитны,petma
1137,betrügen::V,муклачитны,tüssama
1138,betrügen::V,муклачитны,truudust murtma
1139,töten::V,вийны,tapma
1140,töten::V,вийны,surmama
1141,wohnen::V,овны,elama
1142,arbeiten::V,уджавны,töötama
1143,sammeln::V,ӧктыны,koguma
1144,sammeln::V,ӧктыны,korjama
1145,pflücken::V,судзлавны,noppima
1146,jagen::V,вӧравны,jahtima
1147,fischen::V,чериавны,kalastama
1148,fischen::V,чериавны,kala püüdma
1149,fassen::V,кутны,püüdma
1150,hüten::V,вердны,karjatama
1151,hüten::V,йирсьӧтны,karjatama
1152,treiben::V,вашӧтны,ajama
1153,anbinden::V,кӧртавны,kinni siduma
1154,füttern::V,вердны,söötma
1155,melken::V,высьтыны,lüpsma
1156,melken::V,чилькӧтны,lüpsma
1157,hacken::V,керавны,raiuma
1158,hacken::V,керавны,lõhkuma
1159,gießen::V,киськавны,kastma
1160,reifen::V,кисьмыны,valmima
1161,zubereiten::V,лӧсьӧтны,valmistama
1162,kochen::V,пуны,keetma
1163,backen::V,пӧжавны,küpsetama
1164,braten::V,жаритны,praadima
1165,umrühren::V,соравны,segama
1166,stricken::V,домавны,kuduma
1167,nähen::V,вурны,õmblema
1168,färben::V,краситны,värvima
1169,reinigen::V,весӧтны,puhastama
1170,waschen::V,пеславны,pesema
1171,abwischen::V,чышкыны,puhtaks pühkima
1172,spülen::V,гывьявны,uhtma
1173,fegen::V,чышкыны,pühkima
1174,kehren::V,чышкыны,pühkima
1175,baden::V,купайтчыны ,suplema
1176,baden::V,купайтчыны ,kümblema
1177,sich waschen::V,миссьыны,end pesema
1178,ausziehen::V,гыжтӧтны,käest võtma
1179,ausziehen::V,гыжтӧтны,jalast võtma
1180,ausziehen::V,гыжтӧтны,seljast võtma
1181,ausziehen::V,пӧрччавны,käest võtma
1182,ausziehen::V,пӧрччавны,jalast võtma
1183,ausziehen::V,пӧрччавны,seljast võtma
1184,anziehen::V,пасьтавны,jalga panema
1185,sich anziehen::V,пасьтасьны,riietuma
1186,kämmen::V,сынавны,kammima
1187,schmücken::V,баситны,kaunistama
1188,sagen::V,висьтавны,ütlema
1189,sprechen::V,шуны,rääkima
1190,sprechen::V,шуны,kõnelema
1191,reden::V,баитны,kõnelema
1192,sich unterhalten::V,сёрнитны,vestlema
1193,fragen::V,юавны,küsima
1194,bitten::V,корны,paluma
1195,erzählen::V,висьтавны,jutustama
1196,mitteilen::V,висьтавны,teatama
1197,mitteilen::V,висьтавны,teada andma
1198,nennen::V,нимтны,nimetama
1199,rufen::V,китсавны,kutsuma
1200,rufen::V,корны,kutsuma
1201,rufen::V,чукӧстны,kutsuma
1202,prahlen::V,ошшасьны,hooplema
1203,übersetzen::V,вуджӧтны,tõlkima
1204,denken::V,чайтны,mõtlema
1205,glauben::V,веритны,uskuma
1206,bemerken::V,казявны,märkama
1207,erkennen::V,тӧдсавны,ära tundma
1208,begreifen::V,вежӧртны,aru saama
1209,verstehen::V,кывны,mõistma
1210,lernen::V,велӧтчыны,õppima
1211,wissen::V,тӧдны,teadma
1212,sich erinnern an::V,касьтывны,mäletama
1213,vergessen::V,вунӧтны,unustama
1214,messen::V,меряйтны,mõõtma
1215,zählen::V,лыддьыны,loendama
1216,rechnen::V,лыддьыны,arvutama
1217,lesen::V,лыддьӧтны,lugema
1218,zeichnen::V,гижмавны,joonistama
1219,schreiben::V,гижны,kirjutama
1220,besitzen::V,лоны,omama
1221,kaufen::V,небны,ostma
1222,verkaufen::V,вузавны,müüma
1223,bezahlen::V,вештыны,tasuma
1224,zahlen::V,вештыны,maksma
1225,ertragen::V,терпитны,taluma
1226,Insel::N,,saar
1227,Menge::N,,arv
1228,Menge::N,,hulk
1229,Gewalt::N,,väevõim
1230,Alter::N,,iga
1231,richtig::A,,õige
1232,wahr::A,,tõene
1233,berühmt::A,,tuntud
1234,allein::ADV,,üksi
1235,rennen::V,,jooksma
1236,rennen::V,,kihutama
1237,malen::V,,maalima
1238,beherrschen::V,,valitsema
