,Concept_ID,mhr,fa
1182,bringen::V,конда́ш,آوردن
1183,hinzufügen::V,ешара́ш,افزودن
1184,hinzufügen::V,ешара́ш,اضافه کردن
1185,bekommen::V,нала́ш,گرفتن
1186,erhalten::V,нала́ш,دریافت کردن
1187,nehmen::V,нала́ш,گرفتن
1188,nehmen::V,нала́ш,برداشتن
1189,wählen::V,сайла́ш,انتخاب کردن
1190,auswählen::V,таҥгла́ш,برگزیدن
1191,bewahren::V,сакла́ш,حفظ کردن
1192,bewahren::V,сакла́ш,حفاظت کردن
1193,behindern::V,чаракла́ш,مانع بودن
1194,verderben::V,пужа́ш,از بین بردن
1195,beschädigen::V,пужа́ш,صدمه زدن
1196,zerbrechen::V,пудырта́ш,شکستن
1197,zerreißen::V,кӱрла́ш,دریدن
1198,zerreißen::V,кӱрла́ш,پاره کردن
1199,zerstören::V,шалата́ш,خراب کردن
1200,zerstören::V,шалата́ш,ویران کردن
1201,verbrennen::V,йӱлата́ш,سوزاندن
1202,geben::V,пуа́ш,دادن
1203,reichen::V,пуа́ш,دادن
1204,schenken::V,пӧлекла́ш,هدیه دادن
1205,versprechen::V,сӧра́ш,قول دادن
1206,versprechen::V,сӧра́ш,وعده دادن
1207,wünschen::V,тылана́ш,آرزو کردن
1208,loben::V,мокта́ш,ستایش کردن
1209,küssen::V,шупшала́ш,بوسیدن
1210,wiegen::V,рӱпша́ш,نوسان کردن
1211,zudecken::V,леведа́ш,پوشاندن
1212,wecken::V,помыжалтара́ш,بیدار کردن
1213,zeigen::V,ончыкта́ш,نشان دادن
1214,führen::V,вӱда́ш,رهنمائی کردن
1215,lehren::V,туныкта́ш,آموختن
1216,lehren::V,туныкта́ш,یاد دادن
1217,unterrichten::V,туныкта́ш,درس دادن
1218,unterrichten::V,туныкта́ш,تدریس کردن
1219,aufziehen::V,орышта́ш,تربیت کردن
1220,leiten::V,вӱда́ш,اداره کردن
1221,leiten::V,вуйлата́ш,اداره کردن
1222,antreiben::V,поктыла́ш,عجله دادن
1223,lassen::V,-та́ш,وادار کردن
1224,einladen::V,ӱжа́ш,دعوت کردن
1225,einladen::V,ӱжа́ш,مهمان کردن
1226,vereinigen::V,иктешла́ш,یکی کردن
1227,vereinigen::V,иктешла́ш,متحد کردن
1228,besuchen::V,то́лын кая́ш,دیدار کردن
1229,treffen::V,вашлия́ш,ملاقات کردن
1230,sich versammeln::V,погына́ш,جمع شدن
1231,sich versammeln::V,чумырга́ш,جمع شدن
1232,spielen::V,мода́ш,بازی کردن
1233,singen::V,мура́ш,آواز خواندن
1234,tanzen::V,кушта́ш,رقصیدن
1235,sich trennen::V,ойырла́ш,جدا شدن
1236,verlassen::V,кудалта́ш,ترک کردن
1237,retten::V,утара́ш,نجات دادن
1238,bewachen::V,орола́ш,حراست کردن
1239,schützen::V,арала́ш,حفظ کردن
1240,verteidigen::V,арала́ш,دفاع کردن
1241,sich schlagen::V,кредала́ш,کتک‌کاری کردن
1242,schießen::V,лӱя́ш,تیر زدن
1243,siegen::V,сеҥа́ш,پیروز شدن
1244,ärgern::V,сырыкта́ш,ناراحت کردن
1245,schlagen::V,пера́ш,زدن
1246,schlagen::V,пера́ш,کوبیدن
1247,treten::V,тошка́ш,لگد زدن
1248,stechen::V,кера́ш,چاقو زدن
1249,stoßen::V,шӱкала́ш,هل دادن
1250,stehlen::V,шолышта́ш,دزدیدن
1251,stören::V,мешая́ш,مزاحم شدن
1252,belästigen::V,толаштара́ш,زحمت دادن
1253,verbergen::V,шылта́ш,پنهان کردن
1254,täuschen::V,ондала́ш,گول زدن
1255,täuschen::V,ондала́ш,فریب دادن
1256,betrügen::V,ондала́ш,گول زدن
1257,betrügen::V,ондала́ш,فریب دادن
1258,töten::V,пушта́ш,کشتن
1259,wohnen::V,ила́ш,منزل داشتن
1260,wohnen::V,ила́ш,سکونت داشتن
1261,arbeiten::V,пашалана́ш,کار کردن
1262,arbeiten::V,паша́м ышта́ш,کار کردن
1263,sammeln::V,пога́ш,جمع کردن
1264,pflücken::V,кӱра́ш,چیدن
1265,jagen::V,сонарла́ш,شکار کردن
1266,fischen::V,кол куча́ш,صید کردن
1267,fischen::V,кол куча́ш,ماهی‌گیری کردن
1268,fassen::V,куча́ш,گرفتن
1269,hüten::V,кӱта́ш,چراندن
1270,hüten::V,кӱта́ш,مراقبت کردن
1271,treiben::V,покта́ш,راندن
1272,anbinden::V,йолышта́ш,متصل کردن
1273,füttern::V,пукша́ш,غذا دادن
1274,melken::V,лӱшта́ш,دوشیدن
1275,hacken::V,руа́ш,خرد کردن
1276,gießen::V,шава́ш,ریختن
1277,reifen::V,кӱа́ш,رسیدن
1278,zubereiten::V,ямдыла́ш,طبخ کردن
1279,zubereiten::V,ямдыла́ш,آماده کردن
1280,kochen::V,шолта́ш,پختن
1281,kochen::V,шолта́ш,آشپزی کردن
1282,backen::V,кӱкташ,پختن
1283,braten::V,пуштыла́ш,سرخ کردن
1284,braten::V,жаритла́ш,سرخ کردن
1285,umrühren::V,луга́ш,هم زدن
1286,stricken::V,пида́ш,بافتن
1287,nähen::V,урга́ш,دوختن
1288,färben::V,чиялта́ш,رنگ زدن
1289,reinigen::V,эрыкта́ш,پاک کردن
1290,reinigen::V,эрыкта́ш,تمیز کردن
1291,waschen::V,мушка́ш,شستن
1292,abwischen::V,ӱшта́ш,زدودن
1293,spülen::V,шӱалта́ш,شستن
1294,fegen::V,ӱшта́ш,جارو کردن
1295,kehren::V,ӱшта́ш,جارو کردن
1296,baden::V,йӱштыла́ш,شنا کردن
1297,baden::V,йӱштыла́ш,حمام کردن
1298,sich waschen::V,мушкылта́ш,شستشو کردن
1299,ausziehen::V,кудаша́ш,درآوردن
1300,anziehen::V,чия́ш,پوشیدن
1301,sich anziehen::V,чия́ш,لباس پوشیدن
1302,kämmen::V,шера́ш,شانه زدن
1303,schmücken::V,тӱзата́ш,زینت دادن
1304,schmücken::V,чеверта́ш,زینت دادن
1305,sagen::V,ойла́ш,گفتن
1306,sagen::V,каласа́ш,گفتن
1307,sprechen::V,кутыра́ш,حرف زدن
1308,sprechen::V,кутыра́ш,صحبت کردن
1309,reden::V,мутлана́ш,حرف زدن
1310,reden::V,мутлана́ш,صحبت کردن
1311,sich unterhalten::V,кутыра́ш,گپ زدن
1312,fragen::V,йода́ш,پرسیدن
1313,fragen::V,йода́ш,سؤال کردن
1314,bitten::V,йода́ш,خواهش کردن
1315,bitten::V,йода́ш,درخواست کردن
1316,erzählen::V,ойла́ш,نقل کردن
1317,erzählen::V,ойла́ш,حکایت کردن
1318,mitteilen::V,увертара́ш,خبر دادن
1319,nennen::V,лӱмда́ш,نامیدن
1320,rufen::V,ӱжа́ш,صدا کردن
1321,prahlen::V,моктана́ш,پز آمدن
1322,übersetzen::V,кусара́ш,ترجمه کردن
1323,denken::V,шона́ш,فکر کردن
1324,glauben::V,ӱшана́ш,باور کردن
1325,glauben::V,ӱшана́ш,عقیده داشتن
1326,bemerken::V,шижа́ш,متوجه شدن
1327,erkennen::V,пала́ш,شناختن
1328,erkennen::V,пала́ш,تشخیص دادن
1329,begreifen::V,ыҥла́ш,فهمیدن
1330,begreifen::V,ыҥла́ш,درک کردن
1331,verstehen::V,умыла́ш,فهمیدن
1332,lernen::V,тунема́ш,آموختن
1333,lernen::V,тунема́ш,یاد گرفتن
1334,wissen::V,шинча́ш,دانستن
1335,sich erinnern an::V,шарна́ш,به یاد آوردن
1336,vergessen::V,монда́ш,فراموش کردن
1337,messen::V,виса́ш,اندازه گرفتن
1338,zählen::V,шотла́ш,شمردن
1339,rechnen::V,шотла́ш,حساب کردن
1340,lesen::V,луда́ш,خواندن
1341,malen::V,сӱретла́ш,نقاشی کردن
1342,zeichnen::V,сӱретла́ш,کشیدن
1343,zeichnen::V,сӱретла́ш,رسم کردن
1344,schreiben::V,воза́ш,نوشتن
1345,besitzen::V,лия́ш,داشتن
1346,kaufen::V,нала́ш,خریدن
1347,kaufen::V,нала́ш,خرید کردن
1348,verkaufen::V,ужала́ш,فروختن
1349,bezahlen::V,тӱла́ш,پرداختن
1350,zahlen::V,тӱла́ш,پرداخت کردن
1351,beherrschen::V,куча́ш,مسلط بودن
1352,ertragen::V,турка́ш,تحمل کردن
