,Concept_ID,mrj,et
770,oft::ADV,чӹчкӹдӹн,sageli
771,immer::ADV,со,ikka
772,immer::ADV,со,alati
773,immer::ADV,соок,ikka
774,immer::ADV,соок,alati
775,niemals::ADV,нинам,mitte kunagi
776,niemals::ADV,нигынам,mitte kunagi
777,niemals::ADV,нигынамат,mitte kunagi
778,hier::ADV,тиштӹ,siin
779,hierhin::ADV,тишкӹ,siia
780,von hier::ADV,тишец,siit
781,von hier::ADV,тишецӹн,siit
782,dort::ADV,тӹштӹ,seal
783,dorthin::ADV,тӹшкӹ,sinna
784,dorthin::ADV,тӹшкӹлӓ,sinna
785,geradeaus::ADV,вик,otse edasi
786,geradeaus::ADV,тура,otse edasi
787,vorwärts::ADV,анзыкы,edasi
788,rückwärts::ADV,мӹнгеш,tagurpidi
789,zurück::ADV,мӹнгеш,tagasi
790,unten::ADV,ӱлнӹ,all
791,unten::ADV,ӱлнӹ,allpool
792,unten::ADV,лӹвӓлнӹ,all
793,unten::ADV,лӹвӓлнӹ,allpool
794,hinab::ADV,ӱлӹкӹ,alla
795,hinab::ADV,лӹвӓкӹ,alla
796,oben::ADV,вӹлнӹ,ülal
797,hinauf::ADV,кӱшкӹлӓ,üles
798,hinauf::ADV,кӱш,üles
799,überall::ADV,йӹлт,kõikjal
800,überall::ADV,цилӓ вӓре,kõikjal
801,nicht::ADV,уке,ei
802,nicht::ADV,уке,mitte
803,ein wenig::ADV,изиш,veidi
804,ein wenig::ADV,изиш,natuke
805,ein wenig::ADV,иклаштык,veidi
806,ein wenig::ADV,иклаштык,natuke
807,kaum::ADV,цылик,vaevalt
808,kaum::ADV,чучок-чучок,vaevalt
809,sehr::ADV,чоте,väga
810,so::ADV,тенге,nii
811,so::ADV,тенгелӓ,nii
812,noch::ADV,мол,veel
813,noch::ADV,моло,veel
814,nur::ADV,веле,ainult
815,schon::ADV,уже,juba
816,schon::ADV,ӹнде,juba
817,wieder::ADV,уэш,jälle
818,vergebens::ADV,зря,asjata
819,vergebens::ADV,ӹзрӓ,asjata
820,vergebens::ADV,ӹзӹрӓ,asjata
821,vor::PRP,анзыц,ees
822,vor::PRP,анзыцын,ees
823,hinter::PRP,шайылан,taha
824,hinter::PRP,шайылный,taha
825,unter::PRP,лӹвӓкӹ,all
826,durch::PRP,вашт,läbi
827,durch::PRP,вашт,kaudu
828,neben::PRP,сага,kõrval
829,zwischen::PRP,лош,vahel
830,zwischen::PRP,лошкы,vahel
831,wegen::PRP,мычыц,tõttu
832,wegen::PRP,мычыц,pärast
833,dies::PRN,тидӹ,see
834,dies::PRN,ти,see
835,das::PRN,тидӹ,see
836,das::PRN,ти,see
837,alles::PRN,цилӓ,kõik
838,ich::PRN,мый,mina
839,du::PRN,тӹнь,sina
840,er::PRN,тӹдӹ,tema
841,wir::PRN,мӓ,me
842,ihr::PRN,вӓ,te
843,sie::PRN,нӹнӹ,nad
844,was::FPRN,ма,mis
845,wer::FPRN,кӱ,kes
846,wo::FADV,кышан,kus
847,wo::FADV,кыштакен,kus
848,wohin::FADV,кышкы,kuhu
849,wie::FADV,кыце,kuidas
850,warum::FADV,малын,miks
851,wieviel::FNUM,кынар,mitu
852,wieviel::FNUM,кынар,kui palju
853,wieviel::FNUM,кынары,mitu
854,wieviel::FNUM,кынары,kui palju
855,wieviel::FNUM,кынаркы,mitu
856,wieviel::FNUM,кынаркы,kui palju
857,eins::NUM,иктӹ,üks
858,eins::NUM,иктӹт,üks
859,zwei::NUM,кок,kaks
860,zwei::NUM,кокты,kaks
861,drei::NUM,кым,kolm
862,drei::NUM,кымыт,kolm
863,vier::NUM,нӹл,neli
864,fünf::NUM,вӹц,viis
865,sechs::NUM,куд,kuus
866,sechs::NUM,кудытмозн,kuus
867,sieben::NUM,шӹм,seitse
868,sieben::NUM,шӹмӹт,seitse
869,acht::NUM,кӓндӓкш,kaheksa
870,acht::NUM,кӓндӓкшӹ,kaheksa
871,neun::NUM,ӹндекшшӱдӹ,üheksa
872,zehn::NUM,лу,kümme
873,elf::NUM,луатик,üksteist
874,elf::NUM,луатиктӹ,üksteist
875,zwölf::NUM,луаткок,kaksteist
876,zwölf::NUM,луаткокты,kaksteist
877,zwanzig::NUM,коклы,kakskümmend
878,dreißig::NUM,кымлы,kolmkümmend
879,vierzig::NUM,нӹллӹ,nelikümmend
880,fünfzig::NUM,вӹцлӹ,viiskümmend
881,sechzig::NUM,кудлу,kuuskümmend
882,siebzig::NUM,шӹмлу,seitsekümmend
883,achtzig::NUM,кӓндӓкшлу,kaheksakümmend
884,neunzig::NUM,ӹндекшлу,üheksakümmend
885,hundert::NUM,шӱдӹ,sada
886,tausend::NUM,тӹжем,tuhat
887,und::CNJ,дöн,ja
888,oder::CNJ,льывы,või
889,stehen::V,шалшаг,seisma
890,sitzen::V,шӹнзӓш,istuma
891,liegen::V,киӓш,lamama
892,hängen::V,кечӓш,rippuma
893,werden::V,шагалаш,saama
894,werden::V,шагалаш,hakkama
895,passieren::V,ӹштӓ́лтӓш,juhtuma
896,beginnen::V,тӹнгӓлӓлтӓш,algama
897,beginnen::V,тӹнгӓлӓлтӓш,hakkama
898,enden::V,пӹтӓш,lõppema
899,wechseln::V,весемӓш,vahelduma
900,wechseln::V,весемӓлтӓш,vahelduma
901,aufgehen[Sonne]::V,авараш,tõusma
902,untergehen[Sonne]::V,шӹ́нзӓш,loojuma
903,scheinen[Sonne]::V,сотемдӓрӓш,paistma
904,donnern::V,хӹдӹртӓш,kõmisema
905,wehen::V,ӹфӹлӓш,puhuma
906,strömen::V,йогащ,voolama
907,fließen::V,йогащ,voolama
908,sich drehen::V,пöрдӓш,pöörduma
909,schwanken::V,лыпшалташ,kõikuma
910,schwingen::V,кӓчӓйӓш,võnkuma
911,fallen::V,кенвазаш,langema
912,fallen::V,шынгалташ,langema
913,brennen::V,йылаш,põlema
914,rauchen::V,шыпшаш,suitsema
915,regnen::V,юраш,sadama
916,gefrieren::V,гӓш,kinni külmuma
917,gefrieren::V,кӹлмаш,kinni külmuma
918,tauen::V,шылаш,sulama
919,schmelzen::V,шӹрӓнӓш,sulama
920,trocknen::V,кошкаш,kuivama
921,sieden::V,шолаш,keema
922,faulen::V,шӱӓш,mädanema
923,verfaulen::V,йӓнгӓрӓлтӓш,mädanema
924,reißen::V,кышкедӓлтӓш,rebenema
925,versinken::V,ва́лаш,uppuma
926,vergehen::V,эртӓш,mööduma
927,erscheinen::V,каяш,ilmuma
928,verschwinden::V,ямаш,kaduma
929,sinken::V,пычаш,vajuma
930,sinken::V,пычаш,langema
931,abnehmen::V,чӹдемӓш,vähenema
932,abnehmen::V,чӹдемӓш,kahenema
933,abnehmen::V,кöтӹргӓш,vähenema
934,abnehmen::V,кöтӹргӓш,kahenema
935,zunehmen::V,когоэмӓш,kasvama
936,steigen::V,лӱлта́лташ,tõusma
937,steigen::V,лӱлта́лташ,üles minema
938,wachsen::V,кушкаш,kasvama
939,glänzen::V,йӹлгӹжӓш,läikimä
940,funkeln::V,валгалташ,sädelema
941,lärmen::V,юкланаш,lärmama
942,läuten::V,цоргаш,helisema
943,klingeln::V,цоргаш,helisema
944,klirren::V,цонгырталгаш,kõlisema
945,brausen::V,ышдымыла́наш,kohisema
946,rauschen::V,шу́жгаш,kohisema
947,klingen::V,йо́нгаш,kõlama
948,bellen::V,опташ,haukuma
949,heulen::V,урмыжаш,uluma
950,blasen::V,ӹфӹлӓш,puhuma
951,pfeifen::V,ши́шкаш,vilistama
952,schreien::V,уташ,karjuma
953,schreien::V,саслаш,karjuma
954,schreien::V,варгынзаш,karjuma
955,stöhnen::V,ӹнгӹрӓш,oigama
956,zittern::V,цӹтӹрӓш,värisema
957,leben::V,ӹлӓш,elama
958,leben::V,ӹлӓш,elus olema
959,geboren werden::V,шачаш,sündima
960,atmen::V,шӱлӓш,hingama
961,trinken::V,йӱӓш,jooma
962,essen::V,качкаш,sööma
963,schlucken::V,нелӓш,neelama
964,müde werden::V,янгылаш,väsima
965,einschlafen::V,амален кеӓш,uinuma
966,schlafen::V,амалаш,magama
967,aufwachen::V,понгыжалташ,ärkama
968,aufstehen::V,кӹньӹл шагалаш,ärkama
969,aufstehen::V,кӹньӹл шагалаш,üles tõusma
970,sich erholen::V,кӓнаш,puhkama
971,krank werden::V,церлӓнен вазаш,haigestuma
972,krank werden::V,церлӓнен вазаш,haigeks jääma
973,krank sein::V,церлӓнӓш,haige olema
974,krank sein::V,ясланаш,haige olema
975,krank sein::V,ясыланаш,haige olema
976,schmerzen::V,каршташ,valutama
977,husten::V,кахыраш,köhima
978,genesen::V,паремӓш,toibuma
979,genesen::V,тöрлӓнӓш,toibuma
980,sterben::V,вазын колаш,surema
981,umkommen::V,пӹтӓш,surma saama
982,sich bewegen::V,кашташ,liikuma
983,sich rühren::V,тӓрвӓнӓш,liikuma
984,sich erheben::V,кӹньӹлӓш,kerkima
985,sich setzen::V,шӹнзӓш,istet võtma
986,hinfallen::V,кенвазаш,kukkuma
987,hinfallen::V,кенвазаш,maha kukkuma
988,hinfallen::V,шынгалташ,kukkuma
989,hinfallen::V,шынгалташ,maha kukkuma
990,laufen::V,кашташ,kõndima
991,schreiten::V,ашкедӓш,astuma
992,spazierengehen::V,мадын кашташ,jalutama
993,eilen::V,вӓшкӓш,ruttama
994,eilen::V,вӓшкӓш,kiirustama
995,sich beeilen::V,вӓшкӓш,ruttama
996,sich beeilen::V,вӓшкӓш,kiirustama
997,sich beeilen::V,талашаш,ruttama
998,sich beeilen::V,талашаш,kiirustama
999,sausen::V,хойхаланаш,kihutama
1000,sausen::V,хойхаланаш,tormama
1001,sausen::V,хояш,kihutama
1002,sausen::V,хояш,tormama
1003,rennen::V,кыргыжаш,jooksma
1004,rennen::V,кыргыжаш,kihutama
1005,springen::V,тӹршештӓш,hüppama
1006,klettern::V,ку́заш,ronima
1007,schaukeln::V,лыпшалташ,kiikuma
1008,kriechen::V,авалянаш,roomama
1009,kriechen::V,ньыжиклӓш,roomama
1010,schwimmen::V,илӓш,ujuma
1011,tauchen::V,цымаш,sukelduma
1012,rudern::V,шуалташ,sõudma
1013,fahren::V,кеӓш,sõitma
1014,fliegen::V,чонгештӓш,lendama
1015,gehen::V,кеӓш,käima
1016,gehen::V,кеӓш,minema
1017,weggehen::V,кеӓш,ära minema
1018,weggehen::V,кеӓш,välja minema
1019,abfahren::V,кеӓш,väljuma
1020,abfahren::V,кеӓш,ära sõitma
1021,anhalten::V,цӓрнӓш,peatuma
1022,hineingehen::V,пыраш,sisenema
1023,hineingehen::V,пыраш,sisse minema
1024,eintreten::V,пыраш,sisenema
1025,eintreten::V,пыраш,sisse astuma
1026,kommen::V,толаш,tulema
1027,ankommen::V,шоаш,saabuma
1028,zurückkommen::V,пöртӹлӓш,tagasi tulema
1029,bleiben::V,кодаш,jääma
1030,warten::V,вычаш,ootama
1031,erwarten::V,вычаш,ootama
1032,erwarten::V,вычаш,lootma
1033,suchen::V,кӹчӓлӓш,otsima
1034,finden::V,моаш,leidma
1035,versuchen::V,путаяш,püüdma
1036,versuchen::V,путаяш,üritama
1037,versuchen::V,путаяш,katsetama
1038,versuchen::V,цацаш,püüdma
1039,versuchen::V,цацаш,üritama
1040,versuchen::V,цацаш,katsetama
1041,vorbereiten::V,поспейӹктӓш,valmistama
1042,lieben::V,яраташ,armastama
1043,mögen::V,яраташ,sallima
1044,mögen::V,яраташ,meeldima
1045,lachen::V,ваштылаш,naerma
1046,rühren::V,тӓрвӓтӓш,liigutama
1047,rühren::V,тӓрвӓтӓш,heldima panema
1048,weinen::V,мӓгӹрӓш,nutma
1049,schimpfen::V,свырседӓлӓш,sõimama
1050,sich ärgern::V,шӹдешкӓш,ärrituma
1051,sich ärgern::V,шӹдешкӓш,vihastuma
1052,sich fürchten::V,лӱдӓш,kartma
1053,sich fürchten::V,лӱдӓш,hirmu tundma
1054,fürchten::V,лӱдӓш,kartma
1055,fliehen::V,кыргыжаш,põgenema
1056,flüchten::V,кыргыж шӹлӓш,põgenema
1057,sehen::V,ужаш,nägema
1058,anschauen::V,анжалаш,vaatama
1059,ansehen::V,анжаш,vaatama
1060,hören::V,колаш,kuulma
1061,zuhören::V,колышташ,kuulama
1062,probieren::V,тотештӓш,proovima
1063,probieren::V,подыл анжаш,proovima
1064,riechen::V,ӱпшӹнзӓш,nuusutama
1065,fühlen::V,шижӓш,tundma
1066,scheinen::V,каяш,näida
1067,scheinen::V,каяш,ilmuda
1068,zu sehen sein::V,каяш,ilmuma
1069,vernehmen::V,колын колташ,üle kuulama
1070,frieren::V,кӹлмаш,külmetada
1071,frieren::V,тӹнгӹргӓш,külmetada
1072,tun::V,ӹштӓш,tegema
1073,können::V,кердӓш,võima
1074,können::V,кердӓш,oskama
1075,wollen::V,жалаяш,tahtma
1076,anfangen::V,тӹнгӓлӓш,hakkama
1077,anfangen::V,тӹнгӓлӓш,alustama
1078,beenden::V,пӹтӓрӓш,lõpetama
1079,aufhören::V,цӓрнӓш,lakkama
1080,gelingen::V,цӓш лиӓш,õnnestuma
1081,geraten::V,лиӓш,jõudma
1082,öffnen::V,пачаш,avama
1083,schließen::V,чӱчӓш,sulgema
1084,stellen::V,шӹндӓш,panema
1085,stellen::V,шӹндӓш,asetama
1086,setzen::V,шӹндӓш,panema
1087,legen::V,опташ,panema
1088,legen::V,опташ,asetama
1089,legen::V,пиштӓш,panema
1090,legen::V,пиштӓш,asetama
1091,berühren::V,тӹкӓлӓш,riivama
1092,berühren::V,тӹкӓлӓш,puudutama
1093,verbinden::V,пидӓш,ühendama
1094,bedecken::V,леведӓш,katma
1095,aufhängen::V,сӓкӓш,riputama
1096,anzünden::V,чӱктӓш,süütama
1097,aufheben::V,кузыкташ,üles tõstma
1098,zurücklassen::V,кодаш,jätma
1099,verlieren::V,ямдаш,kaotama
1100,fallen lassen::V,кенвацтараш,maha pillama
1101,fallen lassen::V,кенвацтараш,kukkuda laskma
1102,machen::V,ӹштӓш,tegema
1103,herstellen::V,йӓмдӹлӓш,valmistama
1104,bauen::V,ӹштӓш,ehitama
1105,reparieren::V,чиняш,parandama
1106,reparieren::V,алалаш,parandama
1107,verbessern::V,яжоэмден шӹндӓш,parandama
1108,ändern::V,вашталташ,muutma
1109,ändern::V,вашталташ,ümber tegema
1110,graben::V,капаяш,kaevama
1111,beugen::V,лывырташ,painutama
1112,beugen::V,каклярташ,painutama
1113,biegen::V,лывырташ,painutama
1114,drehen::V,сӓрӓш,keerama
1115,drehen::V,сӓрӹкӓлӓш,keerama
1116,wenden::V,сӓрӓлӓш,ümber pöörama
1117,umdrehen::V,сӓрӓлӓш,ümber keerama
1118,heben::V,лӱктӓш,tõstma
1119,hochheben::V,кузыкташ,üles tõstma
1120,hochheben::V,кузыкташ,kõrgele tõstma
1121,ergreifen::V,хватяш,haarama
1122,halten::V,кычаш,hoidma
1123,drücken::V,темдӓш,pigistama
1124,schieben::V,шӹкӓш,lükkama
1125,kratzen::V,нӹжӓш,kraapima
1126,lecken::V,нылаш,lakkuma
1127,beißen::V,пыралаш,purema
1128,beißen::V,пыралаш,hammustama
1129,abreißen::V,кӹрӓш,rebima
1130,abreißen::V,кӹрӓш,ära rebima
1131,abreißen::V,кышкед нӓлӓш,rebima
1132,abreißen::V,кышкед нӓлӓш,ära rebima
1133,abschneiden::V,шулаш,ära lõikama
1134,abschneiden::V,лаштыклаш,ära lõikama
1135,binden::V,пидӓш,siduma
1136,stecken::V,шыралаш,pistma
1137,brechen::V,тодылаш,murdma
1138,brechen::V,пыдырташ,murdma
1139,klopfen::V,рушткаш,koputama
1140,hauen::V,шелӹштӓш,lööma
1141,kleben::V,клейӓш,kleepima
1142,reiben::V,нӹжӓш,hõõruma
1143,streichen::V,шӹрӓш,silitama
1144,schleifen::V,шымаш,lihvima
1145,schleifen::V,шымаш,teritama
1146,schneiden::V,пӹчкӓш,lõikama
1147,rütteln::V,мыльгыкташ,raputama
1148,schütteln::V,цӹтӹртӓш,raputama
1149,schütteln::V,цӹтӹртӓш,loksutama
1150,schütteln::V,мыльгыкташ,raputama
1151,schütteln::V,мыльгыкташ,loksutama
1152,schwenken::V,машыяш,vehkima
1153,schwenken::V,машыяш,lehvitama
1154,schütten::V,опталаш,kallama
1155,füllen::V,темӓш,täitma
1156,einwickeln::V,пӹтӹрӓ́лӓш,sisse mähkima
1157,tragen::V,намалаш,kandma
1158,schleppen::V,шӹдӹрӓш,tassima
1159,schleppen::V,шӹдӹрӓш,lohistama
1160,ziehen::V,шыпшаш,vedama
1161,ziehen::V,шыпшаш,tõmbama
1162,aufbewahren::V,перегӓш,säilitama
1163,aufbewahren::V,перегӓш,alal hoidma
1164,werfen::V,кӹшкӓш,viskama
1165,fangen::V,кычаш,püüdma
1166,packen::V,хватяш,kinni haarama
1167,packen::V,хватяш,kinni võtma
1168,verstecken::V,шӹлтӓш,peitma
1169,teilen::V,пайылаш,jagama
1170,teilen::V,пайылаш,jaotama
1171,schicken::V,колташ,saatma
1172,bringen::V,кандаш,viima
1173,bekommen::V,лыкташ,saama
1174,erhalten::V,получаяш,saama
1175,nehmen::V,налаш,võtma
1176,wählen::V,айыраш,valima
1177,auswählen::V,айыраш,valima
1178,bewahren::V,перегӓш,hoidma
1179,behindern::V,мешӓйӓш,takistama
1180,verderben::V,портяш,rikkuma
1181,beschädigen::V,шушырташ,rikkuma
1182,zerbrechen::V,пыдырташ,katki tegema
1183,zerreißen::V,кӹрӓш,katki rebima
1184,zerstören::V,шӓлӓтӓш,purustama
1185,verbrennen::V,йылаташ,põletama
1186,verbrennen::V,йылалташ,põletama
1187,geben::V,пуаш,andma
1188,reichen::V,пуаш,andma
1189,reichen::V,пуаш,ulatama
1190,schenken::V,подараш,kinkima
1191,versprechen::V,сöрӓш,lubama
1192,versprechen::V,сöрӓш,tõotama
1193,wünschen::V,жалаяш,soovima
1194,loben::V,хваляш,kiitma
1195,küssen::V,шышшалаш,suudlema
1196,wiegen::V,лӱнгӓлтӓш,hällitama
1197,zudecken::V,пиштӓш,kaanetama
1198,zudecken::V,пиштӓш,kinni katma
1199,wecken::V,понгыжалтараш,äratama
1200,zeigen::V,анжыкташ,näitama
1201,führen::V,видӓш,juhatama
1202,lehren::V,тымдаш,õpetama
1203,unterrichten::V,тымдаш,õpetama
1204,aufziehen::V,кушташ,üles kasvatama
1205,leiten::V,видӓш,juhtima
1206,leiten::V,вуйлаташ,juhtima
1207,leiten::V,вуйлалташ,juhtima
1208,antreiben::V,талаштараш,ergutama
1209,lassen::V,-ыкт,laskma
1210,einladen::V,ӱжӓш,kutsuma
1211,vereinigen::V,иктештӓш,ühendama
1212,besuchen::V,толаш,külastama
1213,treffen::V,вӓшлиӓш,kohtama
1214,treffen::V,вӓшлиӓлтӓш,kohtama
1215,sich versammeln::V,цымыргаш,kogunema
1216,spielen::V,мадаш,mängima
1217,singen::V,мыраш,laulma
1218,tanzen::V,кушташ,tantsima
1219,sich trennen::V,айырлаш,lahku minema
1220,verlassen::V,шуаш,maha jätma
1221,retten::V,ытараш,päästma
1222,bewachen::V,оролаш,valvama
1223,schützen::V,перегӓш,kaitsma
1224,verteidigen::V,перегӓш,kaitsma
1225,sich schlagen::V,шидӓлӓш,kaklema
1226,sich schlagen::V,шиэдӓлӓш,kaklema
1227,schießen::V,лӱӓш,tulistama
1228,siegen::V,сӹнгӓш,võitma
1229,ärgern::V,шӹдештӓрӓш,ärritama
1230,ärgern::V,шӹдештӓрӓш,vihastama
1231,schlagen::V,пӓрен колташ,lööma
1232,schlagen::V,хӹрӹктен колташ,lööma
1233,treten::V,чымаш,sõtkuma
1234,stechen::V,пышкылаш,pistma
1235,stechen::V,пышкылаш,torkama
1236,stoßen::V,шыркедӓш,tõukama
1237,stehlen::V,шолышт толаш,varastama
1238,stören::V,ӓрештӹлӓш,segama
1239,stören::V,ӓрештӹлӓш,häirima
1240,belästigen::V,кӓньӹсӹрлӓндӓрӓш,ahistama
1241,belästigen::V,шытырланыкташ,ahistama
1242,verbergen::V,шӹлтӓш,peitma
1243,verbergen::V,шӹлтӓш,varjama
1244,täuschen::V,алталаш,petma
1245,täuschen::V,алталаш,tüssama
1246,täuschen::V,аталаш,petma
1247,täuschen::V,аталаш,tüssama
1248,betrügen::V,мошеньӹчӓйӓш,petma
1249,betrügen::V,мошеньӹчӓйӓш,tüssama
1250,betrügen::V,мошеньӹчӓйӓш,truudust murtma
1251,töten::V,пуштын шуаш,tapma
1252,töten::V,пуштын шуаш,surmama
1253,wohnen::V,ӹлӓш,elama
1254,arbeiten::V,пӓшӓлӓш,töötama
1255,arbeiten::V,ровотаяш,töötama
1256,sammeln::V,погаш,koguma
1257,sammeln::V,погаш,korjama
1258,pflücken::V,кӹрӓш,noppima
1259,jagen::V,охотничӓйӓш,jahtima
1260,fischen::V,кол кычаш,kalastama
1261,fischen::V,кол кычаш,kala püüdma
1262,fassen::V,кычаш,püüdma
1263,hüten::V,кӹтӓш,karjatama
1264,treiben::V,шуруяш,ajama
1265,anbinden::V,ялшташ,kinni siduma
1266,anbinden::V,ялышташ,kinni siduma
1267,füttern::V,пукшаш,söötma
1268,melken::V,шыпшылаш,lüpsma
1269,hacken::V,роаш,raiuma
1270,hacken::V,роаш,lõhkuma
1271,gießen::V,шӓвӓш,kastma
1272,reifen::V,кӱӓш,valmima
1273,reifen::V,поспейӓш,valmima
1274,zubereiten::V,йӓмдӹлӓш,valmistama
1275,kochen::V,шолташ,keetma
1276,backen::V,кӱктӓш,küpsetama
1277,braten::V,жӓрӓш,praadima
1278,umrühren::V,намалаш,segama
1279,stricken::V,пидӓш,kuduma
1280,nähen::V,ыргаш,õmblema
1281,färben::V,пидӓш,värvima
1282,reinigen::V,чиӓлтӓш,puhastama
1283,waschen::V,мышкаш,pesema
1284,abwischen::V,ӹштӓш,puhtaks pühkima
1285,spülen::V,шӱӓлтӓш,uhtma
1286,fegen::V,ӹштӓш,pühkima
1287,kehren::V,ӹштӓш,pühkima
1288,baden::V,нӱштӹлӓш,suplema
1289,baden::V,нӱштӹлӓш,kümblema
1290,sich waschen::V,мышкылташ,end pesema
1291,ausziehen::V,кыдашаш,käest võtma
1292,ausziehen::V,кыдашаш,jalast võtma
1293,ausziehen::V,кыдашаш,seljast võtma
1294,anziehen::V,чиӓш,jalga panema
1295,sich anziehen::V,чиӓш,riietuma
1296,kämmen::V,шерӓш,kammima
1297,schmücken::V,цеверемдӓш,kaunistama
1298,sagen::V,манаш,ütlema
1299,sagen::V,келесӓш,ütlema
1300,sprechen::V,манаш,rääkima
1301,sprechen::V,манаш,kõnelema
1302,reden::V,шайышташ,kõnelema
1303,sich unterhalten::V,хытыраш,vestlema
1304,sich unterhalten::V,хытыргаш,vestlema
1305,fragen::V,ядаш,küsima
1306,bitten::V,ядаш,paluma
1307,erzählen::V,келесӓш,jutustama
1308,mitteilen::V,попаш,teatama
1309,mitteilen::V,попаш,teada andma
1310,mitteilen::V,увертӓш,teatama
1311,mitteilen::V,увертӓш,teada andma
1312,mitteilen::V,увертӓрӓш,teatama
1313,mitteilen::V,увертӓрӓш,teada andma
1314,nennen::V,лӹмдӓш,nimetama
1315,rufen::V,ӱжӓш,kutsuma
1316,prahlen::V,хайзаш,hooplema
1317,prahlen::V,шаргаланаш,hooplema
1318,übersetzen::V,вашташ,tõlkima
1319,denken::V,машанаш,mõtlema
1320,glauben::V,ӹнянӓш,uskuma
1321,bemerken::V,цаклаш,märkama
1322,erkennen::V,пӓлӓш,ära tundma
1323,begreifen::V,ынгылаш,aru saama
1324,verstehen::V,ынгылаш,mõistma
1325,lernen::V,тыменяш,õppima
1326,wissen::V,пӓлӓш,teadma
1327,sich erinnern an::V,ышештӓрӓш,mäletama
1328,vergessen::V,монден кодаш,unustama
1329,messen::V,висӓш,mõõtma
1330,zählen::V,шотаяш,loendama
1331,rechnen::V,шотаяш,arvutama
1332,lesen::V,лыдаш,lugema
1333,malen::V,рисуяш,maalima
1334,zeichnen::V,ыдырка́лаш,joonistama
1335,schreiben::V,вазаш,kirjutama
1336,besitzen::V,кы́чаш,omama
1337,kaufen::V,нӓлӓш,ostma
1338,verkaufen::V,выжалаш,müüma
1339,bezahlen::V,тӱлӓш,tasuma
1340,zahlen::V,тӱлӓш,maksma
1341,beherrschen::V,кы́чаш,valitsema
1342,ertragen::V,цӹтӓш,taluma
1343,Linie::N,,joon
1344,Strich::N,,joon
1345,jetzt::ADV,,nüüd
1346,hinzufügen::V,,lisama
