,Concept_ID,tt,se
176,Schulter::N,кулбаш,oalgge
177,Schulter::N,кулбаш,hárdu
178,Schulter::N,кулбаш,ärdee
179,Schulter::N,кулбаш,uál'gi
180,Schulter::N,кулбаш,a´rddi
181,Schulter::N,кулбаш,vuä´lǧǧ
182,Schulter::N,кулбаш,вуэллык
183,Arm::N,кул,gïete
184,Arm::N,кул,giehta
185,Arm::N,кул,giehta
186,Arm::N,кул,kietâ
187,Arm::N,кул,kie'tâkaaṿâ
188,Arm::N,кул,ǩiõtt
189,Arm::N,кул,кӣдт
190,Ellenbogen::N,терсәк,gernjere
191,Ellenbogen::N,терсәк,garŋŋel
192,Ellenbogen::N,терсәк,gargŋil
193,Ellenbogen::N,терсәк,käŋŋir
194,Ellenbogen::N,терсәк,kõõnjâr
195,Ellenbogen::N,терсәк,карьнэль
196,Hand::N,кул,gïete
197,Hand::N,кул,giehta
198,Hand::N,кул,giehta
199,Hand::N,кул,kietâ
200,Hand::N,кул,ǩiõtt
201,Hand::N,кул,кӣдт
202,Handfläche::N,уч,gïeten-låapoe
203,Handfläche::N,уч,giehtavuodo
204,Handfläche::N,уч,tjårmmåvuodo
205,Handfläche::N,уч,giehtaloahpu
206,Handfläche::N,уч,kiämád
207,Handfläche::N,уч,kuámmir
208,Handfläche::N,уч,kuä´m'mer
209,Handfläche::N,уч,ǩiõttǩeä´m'men
210,Handfläche::N,уч,ко̄а̄ллдэгк
211,Handfläche::N,уч,кӣдткоалдэгк
212,Finger::N,бармак,soerme
213,Finger::N,бармак,tjuvdde
214,Finger::N,бармак,suorbma
215,Finger::N,бармак,čuvde
216,Finger::N,бармак,suor'mâ
217,Finger::N,бармак,suõrmm
218,Finger::N,бармак,це̄ххп
219,Fingernagel::N,тырнак,gadtse
220,Fingernagel::N,тырнак,guehpere
221,Fingernagel::N,тырнак,gadtsa
222,Fingernagel::N,тырнак,gazza
223,Fingernagel::N,тырнак,kozzâ
224,Fingernagel::N,тырнак,kõʒʒ
225,Fingernagel::N,тырнак,кэ̄ннц
226,Nagel[Anatomie]::N,тырнак,gadtse
227,Nagel[Anatomie]::N,тырнак,guehpere
228,Nagel[Anatomie]::N,тырнак,gadtsa
229,Nagel[Anatomie]::N,тырнак,gazza
230,Nagel[Anatomie]::N,тырнак,kozzâ
231,Nagel[Anatomie]::N,тырнак,kõʒʒ
232,Nagel[Anatomie]::N,тырнак,кэ̄ннц
233,Zeh::N,бармак,tjiehtjere
234,Zeh::N,бармак,juolggetjuvdde
235,Zeh::N,бармак,juolgesuorbma
236,Zeh::N,бармак,jyel'gisuor'mâ
237,Zeh::N,бармак,jue´lǧǧsuõrmm
238,Zeh::N,бармак,ю̄лльк-це̄һп
239,Fuß::N,табан,juelkie
240,Fuß::N,табан,juolgge
241,Fuß::N,табан,juolgi
242,Fuß::N,табан,jyel'gi
243,Fuß::N,табан,jue´lǧǧ
244,Fuß::N,табан,ла̄бпь
245,Ferse::N,үкчә,båetskie
246,Ferse::N,үкчә,boasske
247,Ferse::N,үкчә,šušmi
248,Ferse::N,үкчә,šušme
249,Ferse::N,үкчә,jue´lǧǧkädd
250,Ferse::N,үкчә,ка̄ннт
251,Knie::N,тез,boelve
252,Knie::N,тез,buolvva
253,Knie::N,тез,čibbi
254,Knie::N,тез,veaŋki
255,Knie::N,тез,iidâ
256,Knie::N,тез,puõlvv
257,Knie::N,тез,пуллв
258,Oberschenkel::N,бот,ruaksja
259,Oberschenkel::N,бот,tjibbe
260,Oberschenkel::N,бот,gassaváhkká
261,Oberschenkel::N,бот,badjeváhkáa
262,Oberschenkel::N,бот,čuár'bpeeḷi
263,Oberschenkel::N,бот,če´bb
264,Oberschenkel::N,бот,чуаррбе̄лль
265,Bein::N,аяк,juelkie
266,Bein::N,аяк,juolgge
267,Bein::N,аяк,juolgi
268,Bein::N,аяк,jyel'gi
269,Bein::N,аяк,jue´lǧǧ
270,Bein::N,аяк,ю̄лльк
271,Körper::N,тән,kråahpe
272,Körper::N,тән,rumáj
273,Körper::N,тән,rumaš
274,Körper::N,тән,ruumâš
275,Körper::N,тән,rå´pp
276,Körper::N,тән,лышшьк
277,Körper::N,тән,роаӈӈьк
278,Körper::N,җисем,kråahpe
279,Körper::N,җисем,rumáj
280,Körper::N,җисем,rumaš
281,Körper::N,җисем,ruumâš
282,Körper::N,җисем,rå´pp
283,Körper::N,җисем,лышшьк
284,Körper::N,җисем,роаӈӈьк
285,Haut::N,тире,njaltja
286,Haut::N,тире,lijkke
287,Haut::N,тире,tjuobma
288,Haut::N,тире,liiki
289,Haut::N,тире,liške
290,Haut::N,тире,le´šǩǩ
291,Haut::N,тире,лышшьк
292,Blut::N,кан,vïrre
293,Blut::N,кан,maelie
294,Blut::N,кан,varra
295,Blut::N,кан,varra
296,Blut::N,кан,vorrâ
297,Blut::N,кан,võrr
298,Blut::N,кан,вэ̄рр
299,Ader::N,тамыр,åerie
300,Ader::N,тамыр,aajroe
301,Ader::N,тамыр,suodna
302,Ader::N,тамыр,varrasuotna
303,Ader::N,тамыр,suoṇâ
304,Ader::N,тамыр,suõnn
305,Ader::N,тамыр,сӯнн
306,Sehne::N,сеңер,soene
307,Sehne::N,сеңер,gåårtenje
308,Sehne::N,сеңер,suodna
309,Sehne::N,сеңер,suotna
310,Sehne::N,сеңер,suoṇâ
311,Sehne::N,сеңер,suõnn
312,Sehne::N,сеңер,сӯнн
313,Knochen::N,сөяк,måara
314,Knochen::N,сөяк,måaroe
315,Knochen::N,сөяк,dákte
316,Knochen::N,сөяк,dákti
317,Knochen::N,сөяк,tähti
318,Knochen::N,сөяк,tä´htt
319,Knochen::N,сөяк,та̄ххт
320,Knochen::N,сөяк,та̄ффьт
321,Gehirn::N,ми,aajla
322,Gehirn::N,ми,vuojŋam
323,Gehirn::N,ми,vuoigŋašat
324,Gehirn::N,ми,vuoi'ŋâšeh
325,Gehirn::N,ми,vuo'ivâšneh
326,Gehirn::N,ми,vuõivâšn
327,Gehirn::N,ми,вуэййвэшна
328,Herz::N,йөрәк,vaajmoe
329,Herz::N,йөрәк,tsåhke
330,Herz::N,йөрәк,váibmu
331,Herz::N,йөрәк,váimu
332,Herz::N,йөрәк,čââ´đ
333,Herz::N,йөрәк,кӯттҌк
334,Magen::N,ашказаны,tjåejjie
335,Magen::N,ашказаны,tjoajvve
336,Magen::N,ашказаны,čoavji
337,Magen::N,ашказаны,čuáv'ji
338,Magen::N,ашказаны,čåu´jj
339,Magen::N,ашказаны,чо̄ввьй
340,Leber::N,бавыр,mueksie
341,Leber::N,бавыр,librre
342,Leber::N,бавыр,vuoivvas
343,Leber::N,бавыр,vuoivâs
344,Leber::N,бавыр,vuõivâs
345,Leber::N,бавыр,вуйвас
346,Atem::N,сулыш,voejngehtasse
347,Atem::N,сулыш,båssånis
348,Atem::N,сулыш,vuojŋadahka
349,Atem::N,сулыш,vuoiŋŋahat
350,Atem::N,сулыш,vuo'iŋâstim
351,Atem::N,сулыш,jiõg'g
352,Atem::N,сулыш,вӯйнас
353,Atem::N,сулыш,вӯййнмушш
354,Hunger::N,ачлык,nielkie
355,Hunger::N,ачлык,nielgge
356,Hunger::N,ачлык,nealgi
357,Hunger::N,ачлык,nelgi
358,Hunger::N,ачлык,neä´lǧǧ
359,Hunger::N,ачлык,не̄лльк
360,Träne::N,яшь,gïknjele
361,Träne::N,яшь,ganjál
362,Träne::N,яшь,ganjal
363,Träne::N,яшь,koonjâl
364,Träne::N,яшь,kõõnjâl
365,Träne::N,яшь,кэ̄нял
366,Geschmack::N,тәм,aelmie
367,Geschmack::N,тәм,muosse
368,Geschmack::N,тәм,smáhkka
369,Geschmack::N,тәм,máhku
370,Geschmack::N,тәм,smáhkka
371,Geschmack::N,тәм,mááhu
372,Geschmack::N,тәм,smakkâ
373,Geschmack::N,тәм,njõõd
374,Geschmack::N,тәм,smääkk
375,Geschmack::N,тәм,ня̄лльк
376,Geschmack::N,зәвык,aelmie
377,Geschmack::N,зәвык,muosse
378,Geschmack::N,зәвык,smáhkka
379,Geschmack::N,зәвык,máhku
380,Geschmack::N,зәвык,smáhkka
381,Geschmack::N,зәвык,mááhu
382,Geschmack::N,зәвык,smakkâ
383,Geschmack::N,зәвык,njõõd
384,Geschmack::N,зәвык,smääkk
385,Geschmack::N,зәвык,ня̄лльк
386,Geruch::N,ис,haaje
387,Geruch::N,ис,habjja
388,Geruch::N,ис,hádja
389,Geruch::N,ис,opsâ
390,Geruch::N,ис,haajâ
391,Geruch::N,ис,õpss
392,Geruch::N,ис,haajj
393,Geruch::N,ис,апс
394,Geruch::N,ис,лэ̄гк
395,Schlaf::N,йокы,nahkerh
396,Schlaf::N,йокы,nager
397,Schlaf::N,йокы,oados
398,Schlaf::N,йокы,nagir
399,Schlaf::N,йокы,naṿer
400,Schlaf::N,йокы,nââ´er
401,Schlaf::N,йокы,нагерь
402,Traum::N,төш,nahkere
403,Traum::N,төш,niehko
404,Traum::N,төш,niehku
405,Traum::N,төш,naṿer
406,Traum::N,төш,nââ´er
407,Traum::N,төш,нагерь
408,Himmel::N,күк,elmie
409,Himmel::N,күк,almme
410,Himmel::N,күк,albmi
411,Himmel::N,күк,alme
412,Himmel::N,күк,â´lmm
413,Himmel::N,күк,алльм
414,Sonne::N,кояш,biejjie
415,Sonne::N,кояш,bæjvásj
416,Sonne::N,кояш,beaivváš
417,Sonne::N,кояш,peivi
418,Sonne::N,кояш,piäiváš
419,Sonne::N,кояш,pei´vv
420,Sonne::N,кояш,пе̄ййв
421,Mond::N,ай,aske
422,Mond::N,ай,mánno
423,Mond::N,ай,mánnu
424,Mond::N,ай,máánu
425,Mond::N,ай,mään
426,Mond::N,ай,ма̄нн
427,Stern::N,йолдыз,daasta
428,Stern::N,йолдыз,naestie
429,Stern::N,йолдыз,násste
430,Stern::N,йолдыз,násti
431,Stern::N,йолдыз,täsni
432,Stern::N,йолдыз,tä´snn
433,Stern::N,йолдыз,та̄ссьт
434,Luft::N,һава,elmie
435,Luft::N,һава,ájmmo
436,Luft::N,һава,áibmu
437,Luft::N,һава,áimu
438,Luft::N,һава,šõŋŋ
439,Luft::N,һава,вӯйнас
440,Wind::N,җил,bïegke
441,Wind::N,җил,biegga
442,Wind::N,җил,biegga
443,Wind::N,җил,pieg'gâ
444,Wind::N,җил,piõg'g
445,Wind::N,җил,пӣӈӈк
446,Welle::N,дулкын,baaroe
447,Welle::N,дулкын,bárro
448,Welle::N,дулкын,bárru
449,Welle::N,дулкын,pááṛu
450,Welle::N,дулкын,päärr
451,Welle::N,дулкын,нэ̄ммп
452,Wasser::N,су,tjaetsie
453,Wasser::N,су,tjáhtje
454,Wasser::N,су,čáhci
455,Wasser::N,су,čääci
456,Wasser::N,су,čää´cc
457,Wasser::N,су,ча̄дзь
458,Stein::N,таш,gierkie
459,Stein::N,таш,giergge
460,Stein::N,таш,geađgi
461,Stein::N,таш,keđgi
462,Stein::N,таш,ǩeä´dǧǧ
463,Stein::N,таш,ке̄ддҌк
464,Boden::N,туфрак,betnie
465,Boden::N,туфрак,ednam
466,Boden::N,туфрак,bodni
467,Boden::N,туфрак,vuođđu
468,Boden::N,туфрак,ponne
469,Boden::N,туфрак,vuáđ̣u
470,Boden::N,туфрак,vuâđđ
471,Boden::N,туфрак,лаввьн
472,Boden::N,туфрак,е̄ммьне
473,Erde::N,җир,jåarta
474,Erde::N,җир,mueltie
475,Erde::N,җир,ednam
476,Erde::N,җир,mållde
477,Erde::N,җир,eana
478,Erde::N,җир,eennâm
479,Erde::N,җир,mädd
480,Erde::N,җир,jânnam
481,Erde::N,җир,е̄ммьне
482,Staub::N,тузан,heblie
483,Staub::N,тузан,tsumhtsie
484,Staub::N,тузан,dubme
485,Staub::N,тузан,dopmu
486,Staub::N,тузан,kovjâ
487,Staub::N,тузан,põõ´l
488,Staub::N,тузан,кэ̄ббьй
489,Rauch::N,төтен,soeve
490,Rauch::N,төтен,suovva
491,Rauch::N,төтен,suovva
492,Rauch::N,төтен,suoṿâ
493,Rauch::N,төтен,suõvv
494,Rauch::N,төтен,сӯвв
495,Funke::N,очкын,naestie
496,Funke::N,очкын,tjuonam
497,Funke::N,очкын,čuotnan
498,Funke::N,очкын,čuođâlm
499,Funke::N,очкын,iiskâr
500,Funke::N,очкын,čuõzzâm
501,Funke::N,очкын,чӯссэм
502,Feuer::N,ут,dålle
503,Feuer::N,ут,dållå
504,Feuer::N,ут,dolla
505,Feuer::N,ут,tullâ
506,Feuer::N,ут,toll
507,Feuer::N,ут,то̄лл
508,Licht::N,якты,tjoevke
509,Licht::N,якты,tjuovgga
510,Licht::N,якты,čuovga
511,Licht::N,якты,čuovggas
512,Licht::N,якты,čuoṿâ
513,Licht::N,якты,toll
514,Licht::N,якты,čuõvv
515,Licht::N,якты,то̄лл
516,Schatten::N,күләгә,skugkie
517,Schatten::N,күләгә,soejvene
518,Schatten::N,күләгә,irkes
519,Schatten::N,күләгә,sieges
520,Schatten::N,күләгә,itku
521,Schatten::N,күләгә,suoivâ
522,Schatten::N,күләгә,õõtt
523,Schatten::N,күләгә,ǩeeu´niǩ
524,Schatten::N,күләгә,кывьнэхь
525,Wetter::N,һава,vïerhtse
526,Wetter::N,һава,dálkke
527,Wetter::N,һава,dálki
528,Wetter::N,һава,šoŋŋâ
529,Wetter::N,һава,šõŋŋ
530,Wetter::N,һава,шэ̄ӈӈ
531,Nebel::N,томан,såavla
532,Nebel::N,томан,mearhka
533,Nebel::N,томан,murkko
534,Nebel::N,томан,mierkká
535,Nebel::N,томан,mierká
536,Nebel::N,томан,miär'kká
537,Nebel::N,томан,oṃo
538,Nebel::N,томан,sue´lnn
539,Nebel::N,томан,цӣгк
540,Nebel::N,томан,сулльн
541,Wolke::N,болыт,balve
542,Wolke::N,болыт,balvva
543,Wolke::N,болыт,balva
544,Wolke::N,болыт,polvâ
545,Wolke::N,болыт,põlvv
546,Wolke::N,болыт,пэллв
547,Regen::N,яңгыр,ebrie
548,Regen::N,яңгыр,harvve
549,Regen::N,яңгыр,arvi
550,Regen::N,яңгыр,arve
551,Regen::N,яңгыр,â´brr
552,Regen::N,яңгыр,аббьр
553,Schnee::N,кар,lopme
554,Schnee::N,кар,moehtege
555,Schnee::N,кар,muohta
556,Schnee::N,кар,muohta
557,Schnee::N,кар,muotâ
558,Schnee::N,кар,muõtt
559,Schnee::N,кар,вэ̄дз
560,Schnee::N,кар,куэллт
561,Eis::N,боз,jïenge
562,Eis::N,боз,jiegŋa
563,Eis::N,боз,jiekŋa
564,Eis::N,боз,jieŋ̣â
565,Eis::N,боз,jiõŋŋ
566,Eis::N,боз,ӣӈӈ
567,Frost::N,суык,baajkoe
568,Frost::N,суык,tjoasskem
569,Frost::N,суык,buolaš
570,Frost::N,суык,puolâš
571,Frost::N,суык,puõlâš
572,Frost::N,суык,мӯнь
573,Frost::N,салкын,baajkoe
574,Frost::N,салкын,tjoasskem
575,Frost::N,салкын,buolaš
576,Frost::N,салкын,puolâš
577,Frost::N,салкын,puõlâš
578,Frost::N,салкын,мӯнь
579,Kälte::N,суык,jueskie
580,Kälte::N,суык,tjåetskeme
581,Kälte::N,суык,tjoasskem
582,Kälte::N,суык,čoaskin
583,Kälte::N,суык,ko'lmâsvuotâ
584,Kälte::N,суык,ijss
585,Kälte::N,суык,čuä´cǩǩem
586,Kälte::N,суык,tuârggnjõs
587,Kälte::N,суык,кэ̄лмас
588,Kälte::N,салкын,jueskie
589,Kälte::N,салкын,tjåetskeme
590,Kälte::N,салкын,tjoasskem
591,Kälte::N,салкын,čoaskin
592,Kälte::N,салкын,ko'lmâsvuotâ
593,Kälte::N,салкын,ijss
594,Kälte::N,салкын,čuä´cǩǩem
595,Kälte::N,салкын,tuârggnjõs
596,Kälte::N,салкын,кэ̄лмас
597,Hitze::N,эсселек,baahke
598,Hitze::N,эсселек,báhkka
599,Hitze::N,эсселек,báhkka
600,Hitze::N,эсселек,pakkâ
601,Hitze::N,эсселек,kuṃe
602,Hitze::N,эсселек,paašt
603,Hitze::N,эсселек,жоарр
604,Raureif::N,бәс,jyjse
605,Raureif::N,бәс,ridne
606,Raureif::N,бәс,goarre
607,Raureif::N,бәс,ritni
608,Raureif::N,бәс,suhči
609,Raureif::N,бәс,riṇe
610,Raureif::N,бәс,ай
611,Raureif::N,сыкы,jyjse
612,Raureif::N,сыкы,ridne
613,Raureif::N,сыкы,goarre
614,Raureif::N,сыкы,ritni
615,Raureif::N,сыкы,suhči
616,Raureif::N,сыкы,riṇe
617,Raureif::N,сыкы,ай
618,Regenbogen::N,салават күпере,aatjan goengere
619,Regenbogen::N,салават күпере,aatjan joekse
620,Regenbogen::N,салават күпере,ádjájuoksa
621,Regenbogen::N,салават күпере,arvedávgi
622,Regenbogen::N,салават күпере,bajándávgi
623,Regenbogen::N,салават күпере,äijihtävgi
624,Regenbogen::N,салават күпере,teârmmazjohss
625,Regenbogen::N,салават күпере,тӣрмесью̄ккс
626,Donner::N,күкрәү,raejrie
627,Donner::N,күкрәү,átjek
628,Donner::N,күкрәү,átjárájdde
629,Donner::N,күкрәү,áddjá
630,Donner::N,күкрәү,baján
631,Donner::N,күкрәү,juuṛâ
632,Donner::N,күкрәү,tie´rmes
633,Donner::N,күкрәү,тӣрмесь
634,Donner::N,күкрәү,ча̄ркнэгк
635,Strömung::N,агыш'агым,njuvvie
636,Strömung::N,агыш'агым,ájggedáhpe
637,Strömung::N,агыш'агым,rávdnji
638,Strömung::N,агыш'агым,virde
639,Strömung::N,агыш'агым,ve´rdd
640,Strömung::N,агыш'агым,выррьт
641,Tropfen::N,тамчы,gåajhkohts
642,Tropfen::N,тамчы,gåjkudis
643,Tropfen::N,тамчы,goaikkanas
644,Tropfen::N,тамчы,čalme
645,Tropfen::N,тамчы,čâ´lmm
646,Tropfen::N,тамчы,ча̄лльм
647,Schaum::N,күбек,sapte
648,Schaum::N,күбек,såpptå
649,Schaum::N,күбек,sokta
650,Schaum::N,күбек,suptâ
651,Schaum::N,күбек,soptt
652,Schaum::N,күбек,со̄ппт
653,Schmutz::N,пычрак,haaskoe
654,Schmutz::N,пычрак,duolvva
655,Schmutz::N,пычрак,duolva
656,Schmutz::N,пычрак,durdi
657,Schmutz::N,пычрак,stänži
658,Schmutz::N,пычрак,sähss
659,Schmutz::N,пычрак,са̄ккьс
660,Schmutz::N,пычрак,не̄шшь
661,See::N,күл,jaevrie
662,See::N,күл,jávrre
663,See::N,күл,jávri
664,See::N,күл,jävri
665,See::N,күл,jâu´rr
666,See::N,күл,я̄ввьр
667,Sumpf::N,саз,pluevie
668,Sumpf::N,саз,áhpe
669,Sumpf::N,саз,sæmssa
670,Sumpf::N,саз,jeaggi
671,Sumpf::N,саз,jeggi
672,Sumpf::N,саз,jeä´ǧ'ǧ
673,Sumpf::N,саз,ла̄ммьп
674,Moor::N,торфлык,pluevie
675,Moor::N,торфлык,jiegge
676,Moor::N,торфлык,suotnju
677,Moor::N,торфлык,karrii
678,Moor::N,торфлык,kä´rev
679,Moor::N,торфлык,veättaǩ
680,Moor::N,торфлык,ла̄ммьп
681,Wiese::N,болын,ïentje
682,Wiese::N,болын,giedde
683,Wiese::N,болын,gieddi
684,Wiese::N,болын,nijtto
685,Wiese::N,болын,пуэшенҍ
686,Wald::N,урман,skåake
687,Wald::N,урман,skåajje
688,Wald::N,урман,miehtsie
689,Wald::N,урман,vuovdde
690,Wald::N,урман,miehttse
691,Wald::N,урман,vuovdi
692,Wald::N,урман,meahcci
693,Wald::N,урман,mecci
694,Wald::N,урман,vyemi
695,Wald::N,урман,vue´mm
696,Wald::N,урман,meä´c'c
697,Wald::N,урман,ля̄ммт
698,Hügel::N,калку,deava
699,Hügel::N,калку,dievvá
700,Hügel::N,калку,dievvá
701,Hügel::N,калку,čummâ
702,Hügel::N,калку,pä´rcc
703,Hügel::N,калку,teä´rmm
704,Hügel::N,калку,ка̄ннҌт
705,Anhöhe::N,үр,deava
706,Anhöhe::N,үр,jalladahke
707,Anhöhe::N,үр,dievásj
708,Anhöhe::N,үр,aláš
709,Anhöhe::N,үр,luohkká
710,Anhöhe::N,үр,tiävá
711,Anhöhe::N,үр,poorááš
712,Anhöhe::N,үр,ču´lpp
713,Anhöhe::N,үр,škâu´ŋŋ
714,Anhöhe::N,үр,ка̄ннҌт
715,Berg::N,тау,bïerje
716,Berg::N,тау,várre
717,Berg::N,тау,várri
718,Berg::N,тау,vääṛi
719,Berg::N,тау,vää´rr
720,Berg::N,тау,те̄ррьм
721,Gipfel::N,оч,dalvese
722,Gipfel::N,оч,tjåhkkå
723,Gipfel::N,оч,čohkka
724,Gipfel::N,оч,čokke
725,Gipfel::N,оч,čå´ǩǩ
726,Gipfel::N,оч,ла̄ддҍв
727,Höhle::N,мәгарә,beajoe
728,Höhle::N,мәгарә,rájgge
729,Höhle::N,мәгарә,sluoggo
730,Höhle::N,мәгарә,biedju
731,Höhle::N,мәгарә,kuovđâšm
732,Höhle::N,мәгарә,skuõrr
733,Höhle::N,мәгарә,вуэӈӈк
734,Abhang::N,кабырга,boelte
735,Abhang::N,кабырга,brijrie
736,Abhang::N,кабырга,bállte
