,Concept_ID,myv,he
801,neunzig::NUM,вейксэньгемень,תשעים
802,hundert::NUM,сядо,מאה
803,tausend::NUM,тыща,אלף
804,und::CNJ,ды,ו
805,oder::CNJ,или,או
806,stehen::V,аштемс стядо,עמד
807,sitzen::V,аштемс озадо,ישב
808,liegen::V,мадезь аштемс,שכב
809,hängen::V,нурьгемс,היה תלוי
810,werden::V,арамс,הפך ל
811,passieren::V,лисэмс,קרה
812,beginnen::V,ушодомс,התחיל
813,enden::V,лоткамс,הסתים
814,wechseln::V,полавтнемс,השתנה
815,aufgehen[Sonne]::V,лисемс,זרח
816,aufgehen[Sonne]::V,стямс,זרח
817,untergehen[Sonne]::V,валгомс,שקע
818,scheinen[Sonne]::V,валдомтомс,בהק
819,donnern::V,цярномс,רעם
820,donnern::V,галдордомс,רעם
821,wehen::V,пувамс,נשב
822,strömen::V,чудемс,זרם
823,fließen::V,чудемс,זרם
824,sich drehen::V,велямс,הסתובב
825,schwanken::V,лыкамс,התנודד
826,schwanken::V,якамс,התנודד
827,schwingen::V,нурсемс,התנענע
828,schwingen::V,лыкамс,התנענע
829,fallen::V,прамс,נפל
830,fallen::V,сяворемс,נפל
831,brennen::V,паломс,בער
832,rauchen::V,качадомс,עשן
833,regnen::V,пиземс,ירד גשם
834,gefrieren::V,кельмемс,קפא
835,tauen::V,соламс,נמס
836,schmelzen::V,соламс,התיך
837,trocknen::V,коськемс,התיבש
838,sieden::V,лакамс,רתח
839,sieden::V,пиксемс,רתח
840,faulen::V,наксадомс,רקב
841,verfaulen::V,наксадомс,רקב
842,reißen::V,сезневемс,נקרע
843,versinken::V,ваямс,טבע
844,vergehen::V,ютамс,עבר
845,erscheinen::V,лисемс,נגלה
846,erscheinen::V,лисемс,הופיע
847,verschwinden::V,ёмамс,נעלם
848,sinken::V,явамс,ירד
849,abnehmen::V,киремемс,הפחית
850,zunehmen::V,ламолгадомс,רבה
851,zunehmen::V,раштамс,רבה
852,steigen::V,куземс,עלה
853,steigen::V,кепсевемс,עלה
854,wachsen::V,касомс,גדל
855,glänzen::V,цитнемс,נצץ
856,glänzen::V,цитнемс,בהק
857,funkeln::V,пиндолдомс,נצנץ
858,funkeln::V,цивтёрдомс,נצנץ
859,lärmen::V,шалномс,רעש
860,läuten::V,гайгезевемс,צלצל
861,klingeln::V,чавомс баягас,צלצל
862,klirren::V,калдордомс,קרקש
863,klirren::V,кальцяемс,קרקש
864,brausen::V,лакамс,געש
865,rauschen::V,лажномс,רשרש
866,klingen::V,гайгемс,נשמע
867,bellen::V,онгомс,נבח
868,heulen::V,урномс,ילל
869,blasen::V,пувамс,נשף
870,pfeifen::V,вешкемс,שרק
871,schreien::V,пижнемс,צעק
872,stöhnen::V,кувсемс,נאנק
873,zittern::V,тарномс,רעד
874,leben::V,эрямс,חי
875,geboren werden::V,чачомс,נולד
876,atmen::V,лексемс,נשם
877,trinken::V,симемс,שתה
878,essen::V,ярсамс,אכל
879,schlucken::V,нилемс,בלע
880,schlucken::V,порнемс,בלע
881,müde werden::V,сиземс,התעיף
882,einschlafen::V,матедевемс,נרדם
883,schlafen::V,удомс,ישן
884,aufwachen::V,сыргоземс,התעורר
885,aufstehen::V,стямс,קם
886,sich erholen::V,оймсемс,נפש
887,krank werden::V,сэредезевемс,חלה
888,krank sein::V,сэредемс,היה חולה
889,schmerzen::V,сэредемс,כאב
890,husten::V,козомс,השתעל
891,genesen::V,пичкамс,הבריא
892,sterben::V,куломс,מת
893,umkommen::V,чавовомс,נספה
894,umkommen::V,ёмамс,נספה
895,sich bewegen::V,шаштомс,נע
896,sich rühren::V,сыргамс,זז
897,sich erheben::V,куземс,קם
898,sich setzen::V,озамс,התישב
899,hinfallen::V,прамс,נפל
900,hinfallen::V,сяворемс,נפל
901,laufen::V,якамс,הלך ברגל
902,schreiten::V,эскелямс,פסע
903,schreiten::V,молемс,פסע
904,spazierengehen::V,якамс,טיל
905,eilen::V,эрзкалемс,אץ
906,eilen::V,эрзкалемс,מהר
907,eilen::V,капшамс,אץ
908,eilen::V,капшамс,מהר
909,sich beeilen::V,капшамс,מהר
910,sausen::V,ливтямс,אץ
911,rennen::V,чийнемс,רץ
912,rennen::V,ардтнемс,רץ
913,springen::V,кирнявтнемс,קפץ
914,klettern::V,куземс,טפס
915,schaukeln::V,нурямс,התנדנד
916,kriechen::V,ёзмолдомс,זחל
917,schwimmen::V,уемс,שחה
918,tauchen::V,чопавтомс,צלל
919,tauchen::V,чопавтнемс,צלל
920,rudern::V,миледемс,חתר
921,fahren::V,ардомс,נסע
922,fliegen::V,ливтямс,עף
923,gehen::V,туемс,הלך
924,gehen::V,молемс,הלך
925,weggehen::V,туемс,עזב
926,abfahren::V,туемс,יצא
927,anhalten::V,лоткамс,עצר
928,hineingehen::V,совамс,נכנס
929,eintreten::V,совамс,נכנס
930,eintreten::V,эскельдямс,נכנס
931,kommen::V,самс,בא
932,ankommen::V,самс,הגיע
933,ankommen::V,пачкодемс,הגיע
934,zurückkommen::V,велявтомс,שב
935,zurückkommen::V,велявтомс,חזר
936,bleiben::V,кадовомс,נשאר
937,warten::V,учомс,חכה
938,warten::V,учомс,המתין
939,erwarten::V,учомс,צפה
940,suchen::V,вешнемс,חפש
941,finden::V,муемс,מצא
942,versuchen::V,варштамс,נסה
943,vorbereiten::V,анокстамс,הכין
944,lieben::V,вечкемс,אהב
945,mögen::V,вечкемс,אהב
946,lachen::V,пейдемс,צחק
947,rühren::V,токамс седейс,נגע ללב
948,weinen::V,авардемс,בכה
949,schimpfen::V,сёвномс,גער
950,sich ärgern::V,кежиявтнемс,זעם
951,sich ärgern::V,кежиявтнемс,כעס
952,sich fürchten::V,пелемс,פחד
953,sich fürchten::V,пелемс,חשש
954,fürchten::V,пелемс,פחד מ
955,fürchten::V,пелемс,חשש מ
956,fliehen::V,оргодемс,ברח
957,flüchten::V,ворьгодемс,נמלט
958,flüchten::V,чадомс,נמלט
959,sehen::V,неемс,ראה
960,anschauen::V,ваномс,הביט
961,ansehen::V,ваномс,התבונן
962,hören::V,марямс,שמע
963,zuhören::V,кунсоломс,הקשיב
964,probieren::V,варшамс,נסה
965,riechen::V,никсемс,הריח
966,fühlen::V,марямс,חש
967,scheinen::V,марявомс,נדמה
968,zu sehen sein::V,неявомс,נראה
969,vernehmen::V,марямс,נודע ל
970,frieren::V,кельмемс,קר ל
971,tun::V,теемс,פעל
972,können::V,маштомс,יכל
973,wollen::V,бажамс,רצה
974,anfangen::V,кармамс,התחיל
975,beenden::V,прядомс,גמר
976,aufhören::V,лоткамс,סים
977,gelingen::V,удаламс,הצליח
978,geraten::V,лисемс,עלה
979,öffnen::V,панжомс,פתח
980,schließen::V,пекстамс,סגר
981,schließen::V,сёлгомс,סגר
982,schließen::V,конямс,סגר
983,stellen::V,аравтомс,העמיד
984,setzen::V,ойсевтемс,הושיב
985,setzen::V,озавтнемс,הושיב
986,legen::V,путомс,שם
987,berühren::V,токамс,נגע
988,verbinden::V,содомс,קשר
989,bedecken::V,вельтямс,כסה
990,aufhängen::V,понгавтомс,תלה
991,anzünden::V,кирвастемс,הצית
992,aufheben::V,кепедемс,אסף
993,zurücklassen::V,кадомс,השאיר
994,verlieren::V,ёмавтомс,אבד
995,fallen lassen::V,правтомс,שמט
996,fallen lassen::V,правтомс,הפיל
997,machen::V,теемс,עשה
998,herstellen::V,анокстамс,יצר
999,bauen::V,путомс,בנה
1000,reparieren::V,витемс,תקן
1001,verbessern::V,паролгавтомс,שפר
1002,verbessern::V,вадрялгавтомс,שפר
1003,ändern::V,полавтомс,שנה
1004,graben::V,чувомс,חפר
1005,graben::V,таргамс,חפר
1006,beugen::V,мендемс,כפף
1007,biegen::V,комавтомс,כופף
1008,drehen::V,чаравтомс,סובב
1009,drehen::V,велявтнемс,סובב
1010,wenden::V,велявтомс,הפך
1011,umdrehen::V,велявтомс,סובב
1012,heben::V,кепедемс,הרים
1013,hochheben::V,кепедемс,הרים
1014,ergreifen::V,кундамс,אחז
1015,halten::V,кирдемс,החזיק
1016,drücken::V,нуемс,לחץ
1017,schieben::V,шаштомс,הזיז
1018,kratzen::V,ангордамс,שרט
1019,kratzen::V,ангордамс,שפשף
1020,lecken::V,нолсемс,לקק
1021,beißen::V,сускомс,נשך
1022,abreißen::V,сеземс,קרע
1023,abschneiden::V,печкемс,חתך
1024,binden::V,кодамс,קשר
1025,binden::V,сюлмамс,קשר
1026,stecken::V,сялгомс,תקע
1027,brechen::V,синдемс,שבר
1028,brechen::V,калавтомс,שבר
1029,klopfen::V,калтаямс,נקש
1030,hauen::V,чавомс,הכה
1031,kleben::V,педявтнемс,הדביק
1032,reiben::V,ёзамс,שפשף
1033,streichen::V,вадемс,מרח
1034,schleifen::V,човамс,השחיז
1035,schneiden::V,керямс,גזר
1036,rütteln::V,чукамс,נענע
1037,rütteln::V,лыкавтомс,נענע
1038,schütteln::V,чукамс,נער
1039,schwenken::V,яхолемс,נופף
1040,schwenken::V,яхолемс,טלטל
1041,schütten::V,каямс,שפך
1042,füllen::V,пештямс,מלא
1043,einwickeln::V,тапарямс,עטף
1044,tragen::V,кандомс,נשא
1045,schleppen::V,ускомс,סחב
1046,ziehen::V,ускомс,משך
1047,aufbewahren::V,ванстомс,שמר
1048,werfen::V,ёртомс,זרק
1049,fangen::V,кундамс,תפס
1050,packen::V,кундамс,אחז
1051,verstecken::V,кекшемс,החביא
1052,teilen::V,явомс,חלק
1053,schicken::V,кучомс,שלח
1054,bringen::V,кандомс,הביא
1055,hinzufügen::V,путомс,הוסיף
1056,hinzufügen::V,максомс,הוסיף
1057,bekommen::V,саемс,תפס
1058,erhalten::V,саемс,קבל
1059,nehmen::V,саемс,אחז
1060,wählen::V,кочкамс,בחר
1061,auswählen::V,кочкамс,בחר ב
1062,bewahren::V,ванстомс,קים
1063,behindern::V,кирдемс,מנע
1064,verderben::V,коламс,מנע
1065,beschädigen::V,теемс зыян,הזיק
1066,zerbrechen::V,коламс,נשבר
1067,zerreißen::V,сеземс,קרע
1068,zerstören::V,калавтомс,הרס
1069,zerstören::V,калавтомс,השמיד
1070,verbrennen::V,пултамс,שרף
1071,geben::V,максомс,נתן
1072,reichen::V,максомс,העביר
1073,schenken::V,каземс,נתן במתנה
1074,versprechen::V,алтамс,הבטיח
1075,wünschen::V,арсемс,אחל
1076,loben::V,шнамс,שבח
1077,küssen::V,палсемс,נשק
1078,wiegen::V,нурсемс,נדנד
1079,zudecken::V,тавадомс,כסה
1080,zudecken::V,вельтямс,כסה
1081,wecken::V,стявтомс,עורר
1082,zeigen::V,невтемс,הראה
1083,führen::V,ветямс,הביא
1084,führen::V,ветямс,הוביל
1085,lehren::V,тонавтомс,למד
1086,unterrichten::V,тонавтомс,למד
1087,aufziehen::V,трямс,רומם
1088,aufziehen::V,кастомс,רומם
1089,leiten::V,ветямс,נהל
1090,leiten::V,азоркстамс,נהל
1091,antreiben::V,ветямс,המרץ
1092,lassen::V,кармавтомс,נתן
1093,einladen::V,тердемс,הזמין
1094,vereinigen::V,вейсэндямс,אחד
1095,vereinigen::V,вейсэндямс,לכד
1096,vereinigen::V,вейс путомс,אחד
1097,vereinigen::V,вейс путомс,לכד
1098,vereinigen::V,вейс пурнамс,אחד
1099,vereinigen::V,вейс пурнамс,לכד
1100,besuchen::V,варштамс,בקר
1101,treffen::V,вастомс,פגש
1102,sich versammeln::V,промокшномс,התאסף
1103,spielen::V,налксемс,שחק
1104,singen::V,морамс,שר
1105,tanzen::V,киштемс,רקד
1106,sich trennen::V,явомс,נפרד
1107,verlassen::V,кадомс,עזב
1108,retten::V,идемс,הציל
1109,bewachen::V,ванстомс,שמר
1110,schützen::V,аштемс,אבטח
1111,verteidigen::V,ваномс,הגן
1112,sich schlagen::V,тюремс,התכתש
1113,schießen::V,ледемс,ירה
1114,siegen::V,изнямс,גבר
1115,siegen::V,изнямс,נצח
1116,ärgern::V,кежейгавтомс,עצבן
1117,schlagen::V,токамс,הכה
1118,schlagen::V,токамс,הלקה
1119,treten::V,тапамс,בעט
1120,stechen::V,пупамс,דקר
1121,stoßen::V,тулкадемс,דחק
1122,stehlen::V,саламс,גנב
1123,stören::V,пирямс ки,קטע
1124,stören::V,пирямс ки,הפריע
1125,belästigen::V,а максомс,הציק
1126,belästigen::V,а максомс,הטריד
1127,belästigen::V,а кадомс оймамо,הציק
1128,belästigen::V,а кадомс оймамо,הטריד
1129,verbergen::V,сёпомс,הצניע
1130,verbergen::V,кекшемс,הצניע
1131,täuschen::V,манямс,שגע
1132,betrügen::V,манчемс,הונה
1133,töten::V,чавномс,הרג
1134,töten::V,маштнемс,הרג
1135,wohnen::V,эрямс,גר
1136,arbeiten::V,важодемс,עבד
1137,sammeln::V,пурнамс,אסף
1138,pflücken::V,ноцковтнемс,קטף
1139,jagen::V,кундамс,צד
1140,fischen::V,калонь кундамс,דג
1141,fassen::V,кундамс,תפס
1142,hüten::V,ваномс,רעה
1143,treiben::V,панемс,הוציא
1144,anbinden::V,сюлмамс,קשר
1145,füttern::V,андомс,הלעיט
1146,melken::V,потявтомс,חלב
1147,hacken::V,лазномс,קצץ
1148,gießen::V,валомс,השקה
1149,reifen::V,кенеремс,בשל
1150,zubereiten::V,анокстамс,הכין
1151,kochen::V,пидемс,בשל
1152,backen::V,пидемс,אפה
1153,braten::V,пуштамс,צלה
1154,braten::V,пуштамс,טגן
1155,umrühren::V,човорямс,ערבב
1156,stricken::V,кодамс,סרג
1157,nähen::V,стамс,תפר
1158,färben::V,артомс,צבע
1159,reinigen::V,урядамс,נקה
1160,waschen::V,муськемс,רחץ
1161,waschen::V,муськемс,כבס
1162,abwischen::V,нардамс,נגב
1163,spülen::V,ёрвалдомс,שטף
1164,fegen::V,тенсемс,טאטא
1165,kehren::V,тенсемс,טאטא
1166,baden::V,экшелямс,טבל
1167,baden::V,экшелямс,שחה
1168,sich waschen::V,шлямс,התרחץ
1169,ausziehen::V,кайсевтемс,הוריד
1170,anziehen::V,оршамс,לבש
1171,sich anziehen::V,оршамс,התלבש
1172,kämmen::V,судрямс,סרק
1173,schmücken::V,мазылгавтомс,קשט
1174,schmücken::V,наряжамс,קשט
1175,sagen::V,меремс,אמר
1176,sprechen::V,кортамс,דבר
1177,reden::V,кортамс,דבר
1178,sich unterhalten::V,кортнемс,שוחח
1179,fragen::V,кевкстемс,שאל
1180,bitten::V,вешемс,בקש
1181,erzählen::V,ёвтнемс,ספר
1182,mitteilen::V,ёвтамс,מסר
1183,mitteilen::V,ёвтамс,הודיע
1184,nennen::V,лемдемс,קרא בשם
1185,nennen::V,путомс лем,קרא בשם
1186,rufen::V,тердемс,גיס
1187,rufen::V,тердемс,הזמין לבוא
1188,rufen::V,серьгедемс,גיס
1189,rufen::V,серьгедемс,הזמין לבוא
1190,prahlen::V,шнамс пря,התרברב
1191,übersetzen::V,ютавтомс,תרגם
1192,denken::V,арсемс,חשב
1193,glauben::V,кемемс,האמין
1194,bemerken::V,неемс,הבחין
1195,erkennen::V,содамс,זהה
1196,begreifen::V,пачкодемс,קלט
1197,begreifen::V,пачкодемс,הבין
1198,verstehen::V,чарькодемс,הבין
1199,lernen::V,тонавтнемс,למד
1200,wissen::V,содамс,ידע
1201,sich erinnern an::V,ледстямс,זכר
1202,vergessen::V,стувтомс,שכח
1203,messen::V,онкстнемс,מדד
1204,zählen::V,ловомс,ספר
1205,rechnen::V,ловомс,חשב
1206,lesen::V,ловномс,קרא
1207,malen::V,рисовамс,ציר
1208,zeichnen::V,рисовамс,שרטט
1209,schreiben::V,сёрмадомс,כתב
1210,besitzen::V,улемс,היה בעל של
1211,besitzen::V,улемс азорокс,היה בעל של
1212,kaufen::V,рамамс,קנה
1213,kaufen::V,рамамс,רכש
1214,verkaufen::V,миемс,מכר
1215,bezahlen::V,пандомс,שלם
1216,zahlen::V,пандомс,שלם
1217,beherrschen::V,азоркстамс,שלט
1218,ertragen::V,кирдемс,סבל
