,Concept_ID,fi,kl
108,Hitze::N,kuumuus,kiassuseq
109,Raureif::N,huurre,kaneq
110,Regenbogen::N,sateenkaari,neriusaaq
111,Donner::N,jyrinä,kalleq
112,Strömung::N,virtaus,
113,Tropfen::N,tippa,kuseriarneq
114,Tropfen::N,pisara,kuseriarneq
115,Schaum::N,vaahto,qapuk
116,Schmutz::N,loka,minguk
117,See::N,järvi,taseq
118,Sumpf::N,suo,maqulluk
119,Moor::N,räme,
120,Wiese::N,niitty,masarsuk
121,Wald::N,metsä,
122,Hügel::N,mäki,qattuneq
123,Hügel::N,mäki,majuariaq
124,Hügel::N,mäki,majorajaaq
125,Hügel::N,mäki,qaqqannguaq
126,Hügel::N,kumpu,qattuneq
127,Hügel::N,kumpu,majuariaq
128,Hügel::N,kumpu,majorajaaq
129,Hügel::N,kumpu,qaqqannguaq
130,Hügel::N,kukkula,qattuneq
131,Hügel::N,kukkula,majuariaq
132,Hügel::N,kukkula,majorajaaq
133,Hügel::N,kukkula,qaqqannguaq
134,Anhöhe::N,mäki,
135,Anhöhe::N,kumpare,
136,Berg::N,mäki,qaqqaq
137,Berg::N,vuori,qaqqaq
138,Gipfel::N,laki,
139,Gipfel::N,huippu,
140,Höhle::N,luola,qaarusuk
141,Abhang::N,rinne,ippik
142,Abhang::N,rinne,sivinganeq
143,Abhang::N,rinne,sivingajaaq
144,Abhang::N,rinne,kussangajaaq
145,Quelle::N,lähde,
146,Bach::N,puro,kuunnguaq
147,Fluss::N,joki,kuuk
148,Ufer::N,ranta,sissap sinaa
149,Küste::N,rannikko,sineriak
150,Festland::N,manner,
151,Meer::N,meri,imaq
152,Bucht::N,lahti,ikeq
153,Bucht::N,lahti,kangerluk
154,Bucht::N,lahti,kangerliumaneq
155,Insel::N,saari,qeqertaq
156,Blume::N,kukka,naasoq
157,Gras::N,ruoho,ivigaq
158,Wurzel::N,juuri,niulutaq
159,Baum::N,puu,orpik
160,Stamm::N,runko,kanaartaq
161,Rinde::N,kuori,ameraq
162,Rinde::N,parkki,ameraq
163,Ast::N,oksa,avalequt
164,Zweig::N,haara,avalequt
165,Blatt::N,lehti,pilutaq
166,Birke::N,koivu,patitsit
167,Kiefer[Baum]::N,mänty,
168,Kiefer[Baum]::N,petäjä,
169,Weide[Baum]::N,paju,palleq
170,Tanne::N,kuusi,orsuerneq
171,Horn::N,sarvi,nassuk
172,Feder::N,sulka,suluk
173,Feder::N,höyhen,suluk
174,Fell::N,talja,ameq
175,Flügel::N,siipi,suluk
176,Flügel::N,siipi,isaroq
177,Klaue::N,kynsi,kukik
178,Kralle::N,kynsi,kukik
179,Schwanz::N,häntä,pamioq
180,Schwanz::N,häntä,paperuusaq
181,Schwanz::N,pyrstö,pamioq
182,Schwanz::N,pyrstö,paperuusaq
183,Ei::N,muna,mannik
184,Nest::N,pesä,ullut
185,Bau::N,pesä,ini
186,Tier::N,eläin,uumasoq
187,Herde::N,lauma,unguukkat
188,Kuh::N,lehmä,ussik
189,Bulle::N,sonni,angukulak
190,Bulle::N,sonni,anguteralak
191,Bulle::N,sonni,angutikulooq
192,Pferd::N,hevonen,
193,Schaf::N,lammas,sava
194,Schwein::N,sika,puuluki
195,Hund::N,koira,qimmeq
196,Katze::N,kissa,puisaaq
197,Bär::N,karhu,allaq
198,Eichhörnchen::N,orava,sissinnguaq
199,Elch::N,hirvi,
200,Fuchs::N,kettu,terianniaq
201,Hase::N,jänis,ukaleq
202,Maus::N,hiiri,teriannguaq
203,Wolf::N,susi,amaroq
204,Vogel::N,lintu,timmiaq
205,Schwarm::N,parvi,
206,Huhn::N,kana,kukkukooq
207,Huhn::N,kana,marloraaqaaq
208,Hahn::N,kukko,kiasiusaq
209,Gans::N,hanhi,nerleq
210,Adler::N,kotka,nattoralik
211,Ente::N,ankka,
212,Eule::N,pöllö,uppik
213,Kranich::N,kurki,qorlorfik
214,Krähe::N,varis,tuluatsiaq
215,Kuckuck::N,käki,kukkooq
216,Schwan::N,joutsen,qussuk
217,Fisch::N,kala,aalisagaq
218,Barsch::N,ahven,
219,Hecht::N,hauki,
220,Schlange[Tier]::N,käärme,pulateriarsuk
221,Schlange[Tier]::N,käärme,pulateriaarsuk
222,Wurm::N,mato,
223,Spinne::N,hämähäkki,aasiaq
224,Spinne::N,hämähäkki,nissavaarsuk
225,Ameise::N,muurahainen,uniaaluk
226,Laus::N,täi,kumak
227,Mücke::N,sääski,ippernaq
228,Mücke::N,hyttynen,ippernaq
229,Fliege::N,kärpänen,ippernaq
230,Schmetterling::N,perhonen,paluaq
231,Schmetterling::N,perhonen,pakkaluaq
232,Schmetterling::N,perhonen,utsuppaluaq
233,Schmetterling::N,perhonen,taqaleqisaaq
234,Beere::N,marja,paarmaq
235,Beere::N,marja,paarngaq
236,Apfel::N,omena,iipili
237,Pilz::N,sieni,anngiusaq
238,Zwiebel::N,sipuli,uanitsoq
239,Saat::N,siemenet,naatsiiassaq
240,Korn::N,jyvä,maannineq
241,Korn::N,vilja,maannineq
242,Heu::N,heinä,
243,Schale::N,kuori,niutsivik
244,Schale::N,kuori,ilulissaq qaartussaq
245,Grube::N,kuoppa,itersaq
246,Falle::N,loukku,pualavoq
247,Schlinge::N,ansa,orseq
248,Schlinge::N,ansa,norloq
249,Spur::N,jälki,tumaa
250,Asche::N,tuhka,arsat
251,Dreck::N,lika,minguk
252,Eisen::N,rauta,savimineq
253,Eisen::N,rauta,saffiugassaq
254,Gold::N,kulta,kuulti
255,Silber::N,hopea,siilviuvoq
256,Kohle::N,hiili,aamarsuit aamaruutissat
257,Glas::N,lasi,igalaaq
258,Glas::N,lasi,imertarfik
259,Glas::N,lasi,igalaamineq
260,Lehm::N,savi,marraq
261,Sand::N,hiekka,sioqqat
262,Mensch::N,ihminen,inuk
263,Mensch::N,ihminen,silamiu
264,Mann::N,mies,angut
265,Frau::N,nainen,arnaq
266,Kind::N,lapsi,meeraq
267,Junge::N,poika,nukappiaraq
268,Mädchen::N,tyttö,arnannguaq
269,Familie::N,perhe,ilaqutakka
270,Familie::N,perhe,ilaqutariit
271,Großvater::N,isoisä,aatak
272,Großmutter::N,isoäiti,aanaq
273,Eltern::N,vanhemmat,angajoqqaat
274,Vater::N,isä,ataata
275,Vater::N,isä,ataataq
276,Mutter::N,äiti,anaana
277,Sohn::N,poika,erneq
278,Tochter::N,tytär,panik
279,Bruder::N,veli,ani
280,Bruder::N,veli,aqqaluk
281,Bruder::N,veli,qatanngut
282,Schwester::N,sisko,naja
283,Schwester::N,sisko,aleqa
284,Schwester::N,sisko,qatanngut
285,Onkel::N,eno,akkak
286,Onkel::N,setä,akkak
287,Tante::N,täti,aja
288,Tante::N,täti,ajak
289,Tante::N,täti,atsak
290,Ehemann::N,mies,ui
291,Ehemann::N,aviomies,ui
292,Ehefrau::N,vaimo,nuliaq
293,Ehefrau::N,aviovaimo,nuliaq
294,Freude::N,ilo,tipaatsussuseq
295,Freude::N,riemu,tipaatsussuseq
296,Gelächter::N,nauru,illaq
297,Glück::N,onni,usornaat
298,Glück::N,onni,usornarsuseq
299,Kummer::N,suru,
300,Kummer::N,murhe,
301,Wunsch::N,toive,kissaat
302,Wunsch::N,toivomus,kissaat
303,Lust::N,himo,illigussuseq
304,Lust::N,himo,piummaseq
305,Geist::N,henki,anerneq
306,Geist::N,henki,toornaq
307,Gedanke::N,aate,isumassaq
308,Gedanke::N,ajatus,isumassaq
309,Gedächtnis::N,muisti,eqqaamannissuseq
310,Verstand::N,äly,isuma
311,Verstand::N,äly,sianissut
312,Verstand::N,äly,misigissut
313,Verstand::N,äly,sianissuseq
314,Verstand::N,äly,silaqassuseq
315,Verstand::N,järki,isuma
316,Verstand::N,järki,sianissut
317,Verstand::N,järki,misigissut
318,Verstand::N,järki,sianissuseq
319,Verstand::N,järki,silaqassuseq
320,Verstand::N,ymmärrys,isuma
321,Verstand::N,ymmärrys,sianissut
322,Verstand::N,ymmärrys,misigissut
323,Verstand::N,ymmärrys,sianissuseq
324,Verstand::N,ymmärrys,silaqassuseq
325,Sinn::N,merkitys,isuma
326,Grund::N,syy,patsit
327,Grund::N,peruste,patsit
328,Wahrheit::N,tosi,sallusuissut
329,Wahrheit::N,totuus,sallusuissut
330,Gespräch::N,puhelu,
331,Gespräch::N,keskustelu,
332,Märchen::N,satu,oqalualaarut
333,Märchen::N,satu,oqaluasaaq
334,Erzählung::N,tarina,oqaluttuaq
335,Erzählung::N,kertomus,oqaluttuaq
336,Nachricht::N,tieto,oqaassut
337,Nachricht::N,tieto,oqqersuut
338,Nachricht::N,ilmoitus,oqaassut
339,Nachricht::N,ilmoitus,oqqersuut
340,Neuigkeit::N,uutinen,tusarnartaq
341,Name::N,nimi,ateq
342,Rätsel::N,arvoitus,nalorsitsaarut
343,Rede::N,puhe,oqaluuseq
344,Sprache::N,kieli,oqaatsit
345,Stimme::N,ääni,erinaq
346,Stimme::N,ääni,qarluuseq
347,Wort::N,sana,oqaasii
348,Zeichen::N,merkki,nalunaaqqut
349,Ruf::N,kutsu,qaaqqussut
350,Lärm::N,melu,perpaluk
351,Lärm::N,hälinä,perpaluk
352,Laut::N,ääni,torsukattak
353,Ton::N,sävel,erinaq
354,Lied::N,laulu,taalliaq
355,Lied::N,laulu,erinarsuut
356,Ruhe::N,lepo,qatsunganeq
357,Ruhe::N,rauha,qatsunganeq
358,Leute::N,väki,inuiak
359,Leute::N,väki,inuiaqatigiit
360,Leute::N,ihmiset,inuiak
361,Leute::N,ihmiset,inuiaqatigiit
362,Volk::N,kansa,inuiaat
363,Arbeit::N,työ,suliaq
364,Gast::N,vieras,qaaqqusaq
365,Geschenk::N,lahja,pajugut
366,Spiel::N,peli,
367,Spiel::N,leikki,
368,Gesellschaft::N,seura,
369,Hilfe::N,apu,annertoqqut
370,Freund::N,ystävä,tiliaq
371,Freund::N,ystävä,ikinngut
372,Kamerad::N,toveri,tiliaq
373,Kamerad::N,toveri,ikinngut
374,Angelegenheit::N,asia,
375,Anzahl::N,lukumäärä,
376,Art::N,laji,ileqquuseq
377,Stück::N,pala,nakkaalaniku
378,Stück::N,kappale,nakkaalaniku
379,Teil::N,osa,tassiaasat
380,Hälfte::N,puoli,affaq
381,Kreis::N,ympyrä,kaajaluinneq or kaajaluitsoq
382,Kreuz::N,risti,sanningasulik
383,Linie::N,viiva,tittaq
384,Linie::N,viiva,titarneq
385,Strich::N,piirto,
386,Abstand::N,väli,aku
387,Abstand::N,väli,ikiaq
388,Abstand::N,väljyys,aku
389,Abstand::N,väljyys,ikiaq
390,Entfernung::N,etäisyys,asi
391,Gegend::N,seutu,nuna
392,Platz::N,tila,ini
393,Platz::N,tila,inissaq
394,Ort::N,kohta,sumiiffik
395,Ort::N,paikka,sumiiffik
396,Seite::N,sivu,saneraq
397,Seite::N,kylki,saneraq
398,Mitte::N,keskus,qiteq
399,Mitte::N,puoliväli,qiteq
400,Gegenstand::N,kalu,
401,Gegenstand::N,esine,
402,Sache::N,asia,pigisaq
403,Rand::N,ääri,sini
404,Rand::N,ääri,akerfineq
405,Rand::N,syrjä,sini
406,Rand::N,syrjä,akerfineq
407,Kante::N,särmä,akerfineq
408,Ecke::N,nurkka,teqeqqoq
409,Ecke::N,nurkka,tikeqqoq
410,Spitze::N,terä,inngik
411,Spitze::N,kärki,inngik
412,Ende::N,pää,isu
413,Ende::N,perä,isu
414,Loch::N,kolo,putu
415,Loch::N,reikä,putu
416,Winkel::N,kulma,teqeqqorissaat
417,Muster::N,kuvio,ilisserut
418,Größe::N,koko,angissuseq
419,Größe::N,suuruus,angissuseq
420,Länge::N,pituus,takissuseq
421,Höhe::N,korkeus,
422,Gewicht::N,paino,oqimaalutaq
423,Menge::N,määrä,amerlassuseq
424,Haufen::N,kasa,eqimattat
425,Reihe::N,rivi,allunaasaq
426,Boot::N,vene,qajaq
427,Boot::N,vene,angallat
428,Boot::N,vene,umiatsiaq
429,Ruder::N,airo,iput
430,Schlitten::N,reki,qamutit
431,Schlitten::N,reki,qimusseq
432,Schlitten::N,kelkka,qamutit
433,Schlitten::N,kelkka,qimusseq
434,Ski::N,suksi,ataarut
435,Lagerfeuer::N,nuotio,
436,Last::N,kuorma,nammagaq
437,Gang::N,kulku,
438,Gang::N,käynti,
439,Schritt::N,askel,allorneq
440,Norden::N,pohjoinen,avannaq
441,Süden::N,etelä,qava
442,Süden::N,etelä,kujat
443,Süden::N,etelä,kujataa
444,Westen::N,länsi,kitaa
445,Osten::N,itä,kangi
446,Holz::N,puu,qisuk
447,Brett::N,lauta,salliligaq
448,Platte::N,levy,qaateq
449,Stütze::N,noja,ajagutaq
450,Stütze::N,noja,ajaagutaq
451,Stange::N,tanko,kaaviffik
452,Stock::N,keppi,ajaappissat
453,Stab::N,sauva,ajaappissat
454,Stab::N,seiväs,ajaappissat
455,Rohr::N,putki,sullulik
456,Haus::N,talo,illu
457,Heim::N,koti,
458,Ofen::N,uuni,kissarsuut
459,Fußboden::N,lattia,nateq
460,Tisch::N,pöytä,allattarfik
461,Stuhl::N,tuoli,issiavik
462,Stuhl::N,tuoli,issiaffik
463,Wiege::N,kehto,uaasoq
464,Bett::N,sänky,nallavik
465,Regal::N,hylly,ilisivik
466,Kiste::N,arkku,sakissat
467,Kiste::N,arkku,illerfiusaq
468,Kiste::N,kirstu,sakissat
469,Kiste::N,kirstu,illerfiusaq
470,Kiste::N,laatikko,sakissat
471,Kiste::N,laatikko,illerfiusaq
472,Fenster::N,ikkuna,aki
473,Fenster::N,ikkuna,igalaaq
474,Tür::N,ovi,matu
475,Tor::N,portti,isaaffik
476,Zaun::N,aita,saputit
477,Dach::N,katto,qaliaq
478,Leiter::N,tikkaat,tummeqqat
479,Leiter::N,tikkaat,majuartarfiit
480,Leiter::N,tikapuut,tummeqqat
481,Leiter::N,tikapuut,majuartarfiit
482,Besen::N,luuta,saligutit
483,Spaten::N,lapio,nivaataq
484,Schaufel::N,lapio,nivaataq
485,Gabel::N,haarukka,qilluaq
486,Gabel::N,haarukka,ajassaatit
487,Löffel::N,lusikka,alussaat
488,Messer::N,veitsi,savik
489,Nagel::N,naula,kukik
490,Netz::N,verkko,anguffaseq
491,Haken::N,haka,nissik
492,Haken::N,haka,qarsorsaq
493,Haken::N,haka,qarsorsartoq
494,Haken::N,koukku,nissik
495,Haken::N,koukku,qarsorsaq
496,Haken::N,koukku,qarsorsartoq
497,Griff::N,ripa,ipi
498,Griff::N,kahva,ipi
499,Schloss::N,lukko,illussaarsuaq
500,Bild::N,kuva,assiliaq
501,Figur::N,kuvio,kisitsit
502,Puppe::N,nukke,inuusaq
503,Beutel::N,pussi,
504,Bündel::N,nippu,qilertaq
505,Bündel::N,kimppu,qilertaq
506,Tasche::N,laukku,pooqattaq
507,Eimer::N,sanko,
508,Eimer::N,ämpäri,
509,Deckel::N,kansi,matu
510,Geschirr::N,astia,anut
511,Sack::N,säkki,
512,Tasse::N,kuppi,tiitorfik
513,Tasse::N,kuppi,tiitorfiup ilorlia
514,Topf::N,pata,qoqqoq
515,Kessel::N,kattila,uunnaavik
516,Essen::N,syönti,igaaq
517,Nahrung::N,ruoka,neqissaq
518,Nahrung::N,ravinto,neqissaq
519,Speise::N,ruoka,nerisassat
520,Fleisch::N,liha,neqi
521,Getreide::N,vilja,maannineq
522,Brei::N,puuro,
523,Brot::N,leipä,iffit
524,Brot::N,leipä,iffiaq
525,Scheibe::N,viipale,igalaassiaq
526,Fett::N,rasva,tarnutissaq
527,Fett::N,rasva,tarnutissiaq
528,Butter::N,voi,punneq
529,Öl::N,öljy,uulia
530,Salz::N,suola,taratsut
531,Suppe::N,keitto,qajoq
532,Honig::N,hunaja,tungusunnitsuut
533,Milch::N,maito,immuk
534,Tee::N,tee,tii
535,Tee::N,tee,teeq
536,Leder::N,nahka,
537,Wolle::N,villa,nuersagassiaq
538,Stoff::N,kangas,milliaq
539,Stoff::N,kangas,qarlissiaq
540,Nadel::N,neula,meqqut
541,Faden::N,lanka,ujalussiaq
542,Knopf::N,nappi,attat
543,Knoten::N,solmu,akeroq
544,Knoten::N,solmu,qilerneq
545,Farbe::N,maali,qalipaat
546,Kleidung::N,vaatteet,atisat
547,Kleidung::N,vaatteet,annoraaq
548,Hemd::N,paita,ilupaaq
549,Kragen::N,kaulus,qungasiinnaq
550,Ärmel::N,hiha,aaq
551,Hose::N,housut,qarliit
552,Gürtel::N,vyö,qiterut
553,Gürtel::N,vyö,unngersaq
554,Mütze::N,lakki,nasaq
555,Schuh::N,kenkä,skuu
556,Schuh::N,kenkä,ikernuk
557,Schuh::N,kenkä,ateraasaq
558,Stiefel::N,saapas,kamik
559,Ring::N,sormus,assammiu
560,Band::N,nauha,qilerutissiaq
561,Kamm::N,kampa,illaagutit
562,Kamm::N,kampa,illaajaatit pl.
563,Spiegel::N,peili,tarrarsuut
564,Riemen::N,hihna,allunaaq
565,Schnur::N,naru,kujaaq
566,Schnur::N,naru,allunaasaq
567,Schnur::N,nuora,kujaaq
568,Schnur::N,nuora,allunaasaq
569,Leine::N,talutushihna,aleq
570,Decke::N,peite,qipik
571,Kissen::N,tyyny,akit
572,Kissen::N,pielus,akit
573,Tuch::N,huivi,qarlissiaq
574,Handtuch::N,pyyheliina,allarut
575,Handtuch::N,pyyheliina,allarterut
576,Kraft::N,väki,pissak
577,Kraft::N,voima,pissak
578,Stärke::N,vahvuus,qerattarsaat
579,Gesundheit::N,terveys,peqqisusseq
580,Krankheit::N,tauti,nappaat
581,Krankheit::N,sairaus,nappaat
582,Schmerz::N,kipu,anniaat
583,Schmerz::N,särky,anniaat
584,Wunde::N,haava,iki
585,Fieber::N,kuume,nappaat qanimanartoq
586,Arznei::N,lääke,imigassaq
587,Brücke::N,silta,ikaartarfik
588,Brunnen::N,kaivo,tissaluttuliaq
589,Weide::N,laidun,masarsuk
590,Pfad::N,polku,aqqut
591,Weg::N,tie,aggerfik
592,Straße::N,katu,aqqusineq
593,Dorf::N,kylä,nunaqarfik
594,Stadt::N,kaupunki,illorpaat
595,Stadt::N,kaupunki,illorpalik
596,Brief::N,kirje,allagarsiaq
597,Buch::N,kirja,atuakkat
598,Buch::N,kirja,mappersagaq
599,Buchstabe::N,kirjain,naqinneq
600,Zeitung::N,lehti,aviisi
601,Zeitung::N,sanomalehti,aviisi
602,Leben::N,elo,inuussuseq
603,Leben::N,elämä,inuussuseq
604,Tod::N,kuolema,toqu
605,Tod::N,kuolema,toquneq
606,Grab::N,hauta,iliveq
607,Grab::N,hauta,illissat
608,Kirche::N,kirkko,oqaluffik
609,Sünde::N,synti,ajorti
610,Gott::N,jumala,
611,Arbeiter::N,työläinen,sulisoq
612,Chef::N,päällikkö,ittoqut
613,Meister::N,mestari,naalagaq
614,Arzt::N,lääkäri,katsorsaasoq
615,Lehrer::N,opettaja,ilinniartitsisoq
616,Geld::N,raha,aningaasat
617,Geschäft::N,liike,niuertarfik
618,Laden::N,puoti,niuertarfik
619,Laden::N,kauppa,niuertarfik
620,Preis::N,hinta,aki
621,Ware::N,tavara,qaliata pii
622,Ware::N,tavara,nioqqutissaq
623,Nutzen::N,hyöty,iluaqut
624,Reichtum::N,rikkaus,
625,Welt::N,maailma,nunarsuaq
626,Land::N,maa,nuna
627,Staat::N,valtio,
628,König::N,kuningas,kunngi
629,Macht::N,mahti,pissaassuseq
630,Grenze::N,raja,killik
631,Krieg::N,sota,sorsunneq
632,Feind::N,vihollinen,akeraq
633,Feind::N,vihollinen,akerartorti
634,Feind::N,vihollinen,qinngarsuisoq
635,Gewalt::N,väkivalta,
636,Kampf::N,taistelu,sorsunneq
637,Bogen[Waffe]::N,jousi,
638,Pfeil::N,nuoli,qalugiusaq
639,Gewehr::N,kivääri,aallaat
640,Fehler::N,vika,kukkuneq
641,Fehler::N,vika,paarlaappaa
642,Fehler::N,virhe,kukkuneq
643,Fehler::N,virhe,paarlaappaa
644,Lüge::N,valhe,
645,Schaden::N,vaurio,
646,Schaden::N,vahinko,
647,Unglück::N,vahinko,perluut
648,Unglück::N,onnettomuus,perluut
649,Schuld::N,syy,akiitsugaq
650,Schuld::N,syy,akiligassaq
651,Alter::N,ikä,utoqqaq
652,Schluss::N,loppu,isu
653,Zeit::N,aika,ulloq
654,Zeit::N,aika,akuttoqatigiinneq
655,Tag::N,päivä,ulloq
656,Morgen::N,aamu,ullaaq
657,Morgen::N,huomen,ullaaq
658,Mittag::N,keskipäivä,ulloqeqqa
659,Abend::N,ilta,unnuk
660,Nacht::N,yö,unnuaq
661,Woche::N,viikko,sapaatip akunnera
662,Monat::N,kuukausi,qaammat
663,Jahr::N,vuosi,ukioq
664,Frühling::N,kevät,upernaaq
665,Sommer::N,kesä,aasaq
666,Herbst::N,syksy,ukiaq
667,Winter::N,talvi,ukioq
668,Januar::N,tammikuu,siulleeq
669,Januar::N,tammikuu,qaammaliaq
670,Februar::N,helmikuu,aarlaat
671,März::N,maaliskuu,marsi
672,März::N,maaliskuu,martsi
673,April::N,huhtikuu,
674,Mai::N,toukokuu,maaji
675,Juni::N,kesäkuu,juuni
676,Juli::N,heinäkuu,juuli
677,August::N,elokuu,aggusti
678,September::N,syyskuu,septembari
679,Oktober::N,lokakuu,oktobari
680,November::N,marraskuu,novembari
681,Dezember::N,joulukuu,detsembari
682,Montag::N,maanantai,ataasinngortoq
683,Dienstag::N,tiistai,marlunngorneq
684,Mittwoch::N,keskiviikko,pingasunngorneq
685,Donnerstag::N,torstai,sisamanngorneq
686,Freitag::N,perjantai,tallimanngorneq
687,Samstag::N,lauantai,arfininngorneq
688,Sonntag::N,sunnuntai,sapaat
689,Sonntag::N,sunnuntai,sapaati
690,groß::A,iso,angivoq
691,groß::A,suuri,angivoq
692,klein::A,pieni,mikivoq
693,lang::A,pitkä,takisooq
694,kurz::A,lyhyt,naatsoq
695,breit::A,leveä,silippoq
696,schmal::A,kapea,amitsoq
697,dicht::A,taaja,torsusooq
698,dick[Gegenstand]::A,paksu,issuvoq
699,dick[Gegenstand]::A,paksu,issusooq
700,dünn::A,ohut,amitsoq
701,fein::A,hieno,mamarpoq
702,fest::A,luja,tangeqarpoq
703,flach::A,litteä,nalimmappoq
704,flach::A,tasainen,nalimmappoq
705,glatt::A,sileä,quasak
706,glatt::A,siloinen,quasak
707,hart::A,kova,mattusooq
708,hart::A,kova,manngerpoq
709,hart::A,kova,titeqquluppoq
710,weich::A,pehmeä,nerumaarpoq
711,rund::A,pyöreä,ammallorippoq
712,spitz::A,terävä,qummukujooq
713,scharf::A,terävä,ipippoq
714,stumpf::A,tylsä,anngerpoq
715,schwer::A,raskas,oqimaappoq
716,schwer::A,painava,oqimaappoq
717,schön::A,kaunis,kusanarpoq
718,heiß::A,kuuma,kiappoq
719,warm::A,lämmin,oqorpoq
720,kalt::A,kylmä,issippoq
721,kalt::A,viluinen,issippoq
722,kühl::A,viileä,pueqqortippoq
723,frisch::A,tuore,
724,feucht::A,kostea,isugutavoq
725,feucht::A,kostea,qaasernarpoq
726,nass::A,märkä,imerorpoq
727,trocken::A,kuiva,panerpoq
728,voll::A,täysi,ulikkaarpoq
729,leer::A,tyhjä,imaattuarpoq
730,offen::A,avonainen,ammavoq
731,geschlossen::A,suljettu,matuvoq
732,sauber::A,puhdas,eqqippoq
733,sauber::A,puhdas,sukuluippoq
734,sauber::A,puhdas,ipeqanngilaq
735,schmutzig::A,likainen,tapappoq
736,schmutzig::A,likainen,minguppoq
737,roh::A,raaka,aapavoq
738,reif::A,kypsä,qaarulerpoq
739,lecker::A,herkullinen,
740,süß::A,makea,tungusunnippoq
741,bitter::A,karvas,qasilippoq
742,bitter::A,kitkerä,qasilippoq
743,sauer::A,hapan,
744,hell::A,kirkas,qaamavoq
745,hell::A,valoisa,qaamavoq
746,dunkel::A,pimeä,qernerpoq
747,schwarz::A,musta,qernerpoq
748,weiß::A,valkea,qaqorpoq
749,rot::A,punainen,aappaluppoq
750,gelb::A,keltainen,sungaarpoq
751,blau::A,sininen,tungujorpoq
752,grün::A,vihreä,qorsooqqippoq
