,Concept_ID,pt,sq
576,Brunnen::N,poço,pus
577,Weide::N,pastagem,kullotë
578,Pfad::N,senda,ravë
579,Pfad::N,senda,shteg
580,Pfad::N,trilho,ravë
581,Pfad::N,trilho,shteg
582,Weg::N,caminho,udhë
583,Weg::N,caminho,shteg
584,Straße::N,via,rrugë
585,Straße::N,estrada,rrugë
586,Dorf::N,aldeia,fshat
587,Dorf::N,aldeia,katund
588,Stadt::N,cidade,qytet
589,Brief::N,carta,letër
590,Buch::N,livro,libër
591,Buchstabe::N,letra,shkronjë
592,Zeitung::N,jornal,gazetë
593,Leben::N,vida,jetë
594,Tod::N,morte,mortje
595,Grab::N,túmulo,varr
596,Grab::N,sepultura,varr
597,Kirche::N,igreja,kishë
598,Sünde::N,pecado,mëkat
599,Sünde::N,pecado,gjynah
600,Gott::N,deus,hy
601,Gott::N,deus,zot
602,Arbeiter::N,operário,punëtor
603,Arbeiter::N,trabalhador,punëtor
604,Chef::N,chefe,shef
605,Chef::N,chefe,drejtues
606,Chef::N,patrão,shef
607,Chef::N,patrão,drejtues
608,Meister::N,mestre,mjeshtër
609,Arzt::N,médico,mjek
610,Arzt::N,médico,doktor
611,Lehrer::N,professor,mësues
612,Lehrer::N,professor,arsimtar
613,Geld::N,dinheiro,para
614,Geld::N,dinheiro,holla
615,Geschäft::N,negócio,ujdi
616,Geschäft::N,negócio,biznes
617,Laden::N,loja,dyqan
618,Preis::N,preço,çmim
619,Ware::N,mercadoria,mall
620,Nutzen::N,proveito,dobi
621,Nutzen::N,proveito,leverdi
622,Reichtum::N,riqueza,kamje
623,Reichtum::N,riqueza,pasuri
624,Welt::N,mundo,botë
625,Land::N,país,vend
626,Staat::N,Estado,shtet
627,König::N,rei,mbret
628,Macht::N,poder,fuqi
629,Macht::N,poder,pushtet
630,Macht::N,potência,fuqi
631,Macht::N,potência,pushtet
632,Grenze::N,fronteira,kufi
633,Krieg::N,guerra,luftë
634,Feind::N,inimigo,armik
635,Gewalt::N,violência,dhunë
636,Kampf::N,luta,luftim
637,Kampf::N,combate,luftim
638,Bogen[Waffe]::N,arco,hark
639,Pfeil::N,seta,shigjetë
640,Pfeil::N,flecha,shigjetë
641,Gewehr::N,espingarda,pushkë
642,Fehler::N,erro,gafë
643,Fehler::N,erro,gabim
644,Fehler::N,falha,gafë
645,Fehler::N,falha,gabim
646,Lüge::N,mentira,gënjeshtër
647,Schaden::N,dano,dëm
648,Schaden::N,dano,zarar
649,Schaden::N,estrago,dëm
650,Schaden::N,estrago,zarar
651,Unglück::N,desgraça,fatkeqësi
652,Schuld::N,culpa,faj
653,Alter::N,idade,moshë
654,Schluss::N,fim,fund
655,Zeit::N,tempo,kohë
656,Tag::N,dia,ditë
657,Morgen::N,manhã,mëngjes
658,Mittag::N,meio-dia,mesditë
659,Abend::N,noite,mbrëmje
660,Abend::N,tardinha,mbrëmje
661,Nacht::N,noite,natë
662,Woche::N,semana,javë
663,Monat::N,mês,muaj
664,Jahr::N,ano,vit
665,Frühling::N,primavera,pranverë
666,Sommer::N,verão,verë
667,Herbst::N,outono,vjeshtë
668,Winter::N,inverno,dimër
669,Januar::N,Janeiro,janar
670,Februar::N,Fevereiro,shkurt
671,März::N,Março,mars
672,April::N,Abril,prill
673,Mai::N,Maio,maj
674,Juni::N,Junho,qershor
675,Juli::N,Julho,korrik
676,August::N,Agosto,gusht
677,September::N,Setembro,shtator
678,Oktober::N,Outubro,tetor
679,November::N,Novembro,nëntor
680,Dezember::N,Dezembro,dhjetor
681,Montag::N,segunda-feira,hënë
682,Dienstag::N,terça-feira,martë
683,Mittwoch::N,quarta-feira,mërkurë
684,Donnerstag::N,quinta-feira,enjte
685,Freitag::N,sexta-feira,premte
686,Samstag::N,sábado,shtunë
687,Sonntag::N,domingo,diel
688,groß::A,grande,madh
689,klein::A,pequeno,vogël
690,lang::A,comprido,gjatë
691,kurz::A,curto,shkurtër
692,breit::A,largo,gjerë
693,schmal::A,estreito,ngushtë
694,dicht::A,denso,dendur
695,dick[Gegenstand]::A,grosso,trashë
696,dünn::A,delgado,hollë
697,fein::A,fino,imët
698,fein::A,subtil,imët
699,fest::A,firme,fortë
700,fest::A,sólido,fortë
701,flach::A,plano,sheshtë
702,glatt::A,liso,rrafshët
703,hart::A,duro,fortë
704,weich::A,mole,butë
705,rund::A,redondo,rrumbullakët
706,spitz::A,agudo,majëmprehtë
707,scharf::A,afiado,mprehtë
708,stumpf::A,rombo,topitur
709,schwer::A,pesado,rëndë
710,schön::A,belo,bukur
711,schön::A,bonito,bukur
712,heiß::A,quente,nxehtë
713,warm::A,quente,ngrohtë
714,kalt::A,frio,ftohtë
715,kühl::A,fresco,freskët
716,frisch::A,fresco,pastër
717,feucht::A,húmido,lagësht
718,nass::A,molhado,lagur
719,trocken::A,seco,thatë
720,voll::A,cheio,plotë
721,leer::A,vazio,bosh
722,leer::A,vazio,zbrazët
723,offen::A,aberto,hapur
724,geschlossen::A,fechado,mbyllur
725,sauber::A,limpo,dëlirë
726,schmutzig::A,sujo,ndyrë
727,roh::A,cru,gjallë
728,reif::A,maduro,arrirë
729,lecker::A,delicioso,shijshëm
730,süß::A,doce,ëmbël
731,bitter::A,amargo,hidhur
732,sauer::A,azedo,thartë
733,hell::A,claro,me dritë
734,dunkel::A,escuro,errët
735,dunkel::A,sombrio,errët
736,schwarz::A,preto,i zi
737,weiß::A,branco,bardhë
738,rot::A,vermelho,kuq
739,gelb::A,amarelo,verdhë
740,blau::A,azul,blu
741,blau::A,azul,kaltër
742,grün::A,verde,blertë
743,grün::A,verde,gjelbër
744,grau::A,cinzento,hirtë
745,grau::A,cinzento,bojë hiri
746,bunt::A,colorido,shumëngjyrëshëm
747,billig::A,barato,lirë
748,teuer::A,caro,shtrenjtë
749,wertvoll::A,valioso,çmuar
750,wertvoll::A,valioso,vlershëm
751,wertvoll::A,precioso,çmuar
752,wertvoll::A,precioso,vlershëm
753,blind::A,cego,qorr
754,blind::A,cego,verbër
755,taub::A,surdo,shurdhër
756,kräftig::A,forte,fuqishëm
757,kräftig::A,poderoso,fuqishëm
758,stark::A,forte,fortë
759,stark::A,robusto,fortë
760,schwach::A,débil,dobët
761,fett::A,gordo,dhjamur
762,schlank::A,esbelto,hollë
763,hübsch::A,giro,bukur
764,hübsch::A,giro,hijshëm
765,hübsch::A,bonito,bukur
766,hübsch::A,bonito,hijshëm
767,böse::A,mau,keq
768,dumm::A,parvo,teveqel
769,dumm::A,estúpido,teveqel
770,faul::A,preguiçoso,dembel
771,fleißig::A,aplicado,zellshëm
772,fleißig::A,diligente,zellshëm
773,geizig::A,avarento,kurnac
774,geizig::A,avarento,dorështrënguar
775,klug::A,prudente,mençur
776,klug::A,inteligente,mençur
777,geschickt::A,hábil,aftë
778,lieb::A,caro,dashur
779,lieb::A,querido,dashur
780,lustig::A,alegre,gëzuar
781,sanft::A,suave,butë
782,sanft::A,brando,butë
783,hungrig::A,faminto,uritur
784,krank::A,doente,sëmurë
785,krank::A,enfermo,sëmurë
786,nackt::A,nu,lakuriq
787,nackt::A,nu,zhveshur
788,nackt::A,despido,lakuriq
789,nackt::A,despido,zhveshur
790,traurig::A,triste,trishtuar
791,lebendig::A,vivo,gjallë
792,gut::A,bom,mirë
793,schlecht::A,mau,keq
794,schlecht::A,ruim,keq
795,richtig::A,justo,drejtë
796,richtig::A,correcto,drejtë
797,schlimm::A,mau,keq
798,schlimm::A,grave,keq
799,wahr::A,verdadeiro,vërtetë
800,alt::A,velho,vjetër
801,alt::A,antigo,vjetër
802,neu::A,novo,i ri
803,ehemalig::A,antigo,dikurshëm
804,alt[Lebewesen]::A,velho,plak
805,jung::A,jovem,i ri
806,arm::A,pobre,varfër
807,arm::A,pobre,vobektë
808,reich::A,rico,pasur
809,bekannt::A,conhecido,njohur
810,berühmt::A,famoso,famshëm
811,berühmt::A,célebre,famshëm
812,fremd::A,alheio,huaj
813,fremd::A,estranho,huaj
814,verschieden::A,diverso,ndryshëm
815,verschieden::A,diferente,ndryshëm
816,nah::A,próximo,afërt
817,fern::A,remoto,largët
818,fern::A,distante,largët
819,linker::A,esquerdo,majtë
820,rechter::A,direito,djathtë
821,anderer::A,outro,tjetër
822,erster::A,primeiro,parë
823,zweiter::A,segundo,dytë
824,dritter::A,terceiro,i tretë
825,letzter::A,final,fundit
826,letzter::A,último,fundit
827,allein::ADV,só,vetëm
828,auf einmal::ADV,de vez,njëkohësisht
