,Concept_ID,ro,uk
845,vorwärts::ADV,înainte,вперед
846,rückwärts::ADV,îndărăt,назад
847,zurück::ADV,înapoi,назад
848,unten::ADV,jos,внизу
849,unten::ADV,dedesubt,внизу
850,hinab::ADV,în jos,вниз
851,hinab::ADV,de vale,вниз
852,oben::ADV,sus,вгорі
853,oben::ADV,deasupra,вгорі
854,hinauf::ADV,în sus,вгору
855,überall::ADV,peste tot,скрізь
856,überall::ADV,pretutindeni,скрізь
857,nicht::ADV,nu,не
858,ein wenig::ADV,puțin,трохи
859,ein wenig::ADV,puțin,небагато
860,kaum::ADV,cu greu,ледве
861,kaum::ADV,cu anevoie,ледве
862,sehr::ADV,mult,дуже
863,sehr::ADV,foarte,дуже
864,so::ADV,așa,так
865,so::ADV,atât,так
866,noch::ADV,încă,ще
867,nur::ADV,doar,лише
868,nur::ADV,doar,тільки
869,schon::ADV,și,вже
870,schon::ADV,deja,вже
871,wieder::ADV,iar,знову
872,wieder::ADV,iarăși,знову
873,vergebens::ADV,în zadar,дарма
874,vor::PRP,înainte de,перед
875,hinter::PRP,după,ззаду
876,hinter::PRP,după,позаду
877,hinter::PRP,în spatele,ззаду
878,hinter::PRP,în spatele,позаду
879,unter::PRP,sub,під
880,durch::PRP,prin,крізь
881,neben::PRP,lângă,біля
882,neben::PRP,alături de,біля
883,zwischen::PRP,între,між
884,zwischen::PRP,dintre,між
885,wegen::PRP,pentru,з-за
886,wegen::PRP,pentru,через
887,dies::PRN,acesta,це
888,das::PRN,asta,то
889,alles::PRN,tot,все
890,ich::PRN,eu,я
891,du::PRN,tu,ти
892,er::PRN,el,він
893,er::PRN,dânsul,він
894,wir::PRN,noi,ми
895,ihr::PRN,voi,ви
896,sie::PRN,ei,вони
897,sie::PRN,dânșii,вони
898,was::FPRN,ce,що
899,wer::FPRN,cine,хто
900,wo::FADV,unde,де
901,wohin::FADV,încotro,куди
902,wie::FADV,cum,як
903,warum::FADV,de ce,чому
904,warum::FADV,pentru ce,чому
905,wieviel::FNUM,cât,скільки
906,eins::NUM,unu,один
907,zwei::NUM,doi,два
908,drei::NUM,trei,три
909,vier::NUM,patru,чотири
910,fünf::NUM,cinci,п’ять
911,sechs::NUM,șase,шість
912,sieben::NUM,șapte,сім
913,acht::NUM,opt,вісім
914,neun::NUM,nouă,дев’ять
915,zehn::NUM,zece,десять
916,elf::NUM,unsprezece,одинадцять
917,zwölf::NUM,douăsprezece,дванадцять
918,zwanzig::NUM,douăzeci,двадцять
919,dreißig::NUM,treizeci,тридцять
920,vierzig::NUM,patruzeci,сорок
921,fünfzig::NUM,cincizeci,п’ятдесят
922,sechzig::NUM,șaizeci,шістдесят
923,siebzig::NUM,șaptezeci,сімдесят
924,achtzig::NUM,optzeci,вісімдесят
925,neunzig::NUM,nouăzeci,дев’яносто
926,hundert::NUM,sută,сто
927,tausend::NUM,mie,тисяча
928,und::CNJ,și,і
929,oder::CNJ,ori,або
930,stehen::V,sta,стояти
931,sitzen::V,ședea,сидіти
932,liegen::V,zăcea,лежати
933,liegen::V,fi culcat,лежати
934,hängen::V,atârna,висіти
935,werden::V,deveni,стати
936,werden::V,deveni,робитися
937,werden::V,se face,стати
938,werden::V,se face,робитися
939,passieren::V,se întâmpla,трапитися
940,beginnen::V,începe,початися
941,enden::V,se sfârși,кінчитися
942,enden::V,se termina,кінчитися
943,wechseln::V,se schimba,мінятися
944,aufgehen[Sonne]::V,răsări,зійти
945,untergehen[Sonne]::V,apune,зайти
946,scheinen[Sonne]::V,străluci,світити
947,donnern::V,tuna,гриміти
948,wehen::V,bate,віяти
949,strömen::V,curge în șiroaie,литися
950,fließen::V,curge,текти
951,sich drehen::V,se învârti,обертатися
952,schwanken::V,se clătina,коливатися
953,schwingen::V,vibra,хитатися
954,schwingen::V,vibra,гойдатися
955,schwingen::V,flutura,хитатися
956,schwingen::V,flutura,гойдатися
957,fallen::V,cădea,падати
958,brennen::V,arde,горіти
959,rauchen::V,fuma,диміти
960,regnen::V,ploua,дощити
961,gefrieren::V,îngheța,змерзнути
962,tauen::V,se dezgheța,танути
963,schmelzen::V,se topi,плавитися
964,trocknen::V,se usca,сохнути
965,sieden::V,fierbe,кипіти
966,sieden::V,clocoti,кипіти
967,faulen::V,se împuți,гнити
968,verfaulen::V,putrezi,згнити
969,reißen::V,se rupe,рватися
970,reißen::V,se sfâșia,рватися
971,versinken::V,se scufunda,тонути
972,vergehen::V,trece,проходити
973,vergehen::V,se scurge,проходити
974,erscheinen::V,apărea,з’явитися
975,verschwinden::V,dispărea,щезнути
976,verschwinden::V,dispărea,зникнути
977,sinken::V,cădea,спадати
978,sinken::V,coborî,спадати
979,abnehmen::V,scădea,поменшитися
980,abnehmen::V,descrește,поменшитися
981,zunehmen::V,spori,збільшуватися
982,zunehmen::V,crește,збільшуватися
983,zunehmen::V,augmenta,збільшуватися
984,steigen::V,urca,підніматися
985,wachsen::V,crește,рости
986,glänzen::V,luci,блищати
987,glänzen::V,străluci,блищати
988,funkeln::V,scânteia,блискати
989,lärmen::V,face larmă,шуміти
990,läuten::V,suna,дзвонити
991,klingeln::V,suna,дзвонити
992,klirren::V,zăngăni,дзвякати
993,brausen::V,vui,бушувати
994,rauschen::V,vâjâi,шелестіти
995,klingen::V,suna,лунати
996,klingen::V,suna,звучати
997,bellen::V,lătra,гавкати
998,heulen::V,urla,вити
999,blasen::V,sufla,дунути
1000,pfeifen::V,fluiera,свистіти
1001,schreien::V,țipa,кричати
1002,stöhnen::V,geme,стогнати
1003,zittern::V,tremura,тремтіти
1004,leben::V,trăi,жити
1005,geboren werden::V,se naște,народитися
1006,atmen::V,respira,дихати
1007,trinken::V,bea,пити
1008,essen::V,mânca,їсти
1009,schlucken::V,înghiți,ковтати
1010,müde werden::V,se obosi,втомитися
1011,einschlafen::V,adormi,заснути
1012,schlafen::V,dormi,спати
1013,aufwachen::V,se deștepta,прокинутися
1014,aufstehen::V,fi se scula,встати
1015,sich erholen::V,se relaxa,відпочивати
1016,sich erholen::V,se destinde,відпочивати
1017,krank werden::V,se îmbolnăvi,захворіти
1018,krank sein::V,zăcea,хворіти
1019,krank sein::V,fi bolnav,хворіти
1020,schmerzen::V,durea,боліти
1021,husten::V,tuși,кашляти
1022,genesen::V,se însănătoși,одужати
1023,genesen::V,se însănătoși,видужати
1024,sterben::V,muri,померти
1025,umkommen::V,pieri,згинути
1026,sich bewegen::V,se mișca,рухатися
1027,sich rühren::V,se mișca,ворушитися
1028,sich erheben::V,se ridica,встати
1029,sich setzen::V,lua loc,сісти
1030,sich setzen::V,se așeza,сісти
1031,hinfallen::V,cădea jos,упасти
1032,laufen::V,merge,ходити
1033,laufen::V,merge pe jos,ходити
1034,schreiten::V,păși,крокувати
1035,spazierengehen::V,se plimba,гуляти
1036,eilen::V,fi se grăbi,спішити
1037,sich beeilen::V,se grăbi,поспішати
1038,sausen::V,țâșni,мчатися
1039,rennen::V,fugi,бігати
1040,rennen::V,alerga,бігати
1041,springen::V,sări,скакати
1042,springen::V,sări,стрибати
1043,klettern::V,urca,лазити
1044,klettern::V,se cățăra,лазити
1045,schaukeln::V,legăna,гойдатися
1046,kriechen::V,se târî,повзати
1047,schwimmen::V,înota,пливти
1048,schwimmen::V,înota,плавати
1049,tauchen::V,se scufunda,пірнати
1050,rudern::V,vâsli,гребти
1051,rudern::V,vâsli,веслувати
1052,rudern::V,lopăta,гребти
1053,rudern::V,lopăta,веслувати
1054,fahren::V,merge,їхати
1055,fliegen::V,zbura,літати
1056,gehen::V,merge,іти
1057,weggehen::V,se duce,піти
1058,abfahren::V,pleca,від’їхати
1059,abfahren::V,pleca,відправитися
1060,anhalten::V,se opri,зупинитися
1061,hineingehen::V,intra,входити
1062,eintreten::V,intra,увійти
1063,kommen::V,veni,прийти
1064,ankommen::V,sosi,прибути
1065,ankommen::V,ajunge,прибути
1066,zurückkommen::V,se întoarce,повернутися
1067,bleiben::V,rămâne,залишитися
1068,warten::V,aștepta,чекати
1069,erwarten::V,aștepta,чекати
1070,suchen::V,căuta,шукати
1071,finden::V,găsi,знайти
1072,versuchen::V,încerca,випробовувати
1073,vorbereiten::V,pregăti,підготувати
1074,lieben::V,iubi,любити
1075,mögen::V,plăcea a,любити
1076,mögen::V,plăcea a,подобатися
1077,lachen::V,râde,сміятися
1078,rühren::V,mișca,розчулити
1079,rühren::V,înduioșa,розчулити
1080,weinen::V,plânge,плакати
1081,schimpfen::V,înjura,лаятися
1082,sich ärgern::V,se supăra,сердитися
1083,sich fürchten::V,se teme,боятися
1084,sich fürchten::V,fi teamă a,боятися
1085,fürchten::V,se teme de,боятися
1086,fliehen::V,fugi,тікати
1087,flüchten::V,evada,утекти
1088,sehen::V,vedea,бачити
1089,anschauen::V,privi,поглянути
1090,ansehen::V,privi,дивитися на
1091,hören::V,auzi,чути
1092,zuhören::V,asculta,слухати
1093,probieren::V,gusta,покуштувати
1094,riechen::V,mirosi,нюхати
1095,fühlen::V,simți,відчувати
1096,fühlen::V,resimți,відчувати
1097,scheinen::V,părea,здаватися
1098,zu sehen sein::V,se vedea,виднітися
1099,vernehmen::V,auzi,почути
1100,frieren::V,fi frig,мерзнути
1101,tun::V,face,робити
1102,können::V,ști,могти
1103,können::V,putea,могти
1104,wollen::V,dori,хотіти
1105,anfangen::V,începe,почати
1106,beenden::V,sfârși,закінчити
1107,beenden::V,termina,закінчити
1108,aufhören::V,înceta,перестати
1109,gelingen::V,reuși,вдатися
1110,gelingen::V,izbuti,вдатися
1111,geraten::V,reuși,опинитися
1112,öffnen::V,deschide,відкрити
1113,schließen::V,închide,закрити
1114,stellen::V,pune,поставити
1115,stellen::V,așeza,поставити
1116,setzen::V,pune,посадити
1117,setzen::V,așeza,посадити
1118,legen::V,pune,класти
1119,berühren::V,atinge,чіпати
1120,verbinden::V,lega,зв’язати
1121,bedecken::V,acoperi,покрити
1122,aufhängen::V,atârna,повісити
1123,aufhängen::V,spânzura,повісити
1124,anzünden::V,aprinde,запалити
1125,aufheben::V,ridica,підняти
1126,aufheben::V,lua de jos,підняти
1127,zurücklassen::V,lăsa,залишити
1128,zurücklassen::V,lăsa în urmă,залишити
1129,verlieren::V,pierde,загубити
1130,fallen lassen::V,scăpa,упустити
1131,fallen lassen::V,arunca,упустити
1132,machen::V,face,зробити
1133,herstellen::V,fabrica,виготовити
1134,herstellen::V,confecționa,виготовити
1135,bauen::V,clădi,будувати
1136,bauen::V,construi,будувати
1137,reparieren::V,repara,лагодити
1138,verbessern::V,ameliora,поліпшити
1139,verbessern::V,îmbunătăți,поліпшити
1140,ändern::V,schimba,змінити
1141,ändern::V,modifica,змінити
1142,graben::V,săpa,копати
1143,beugen::V,curba,зігнути
1144,biegen::V,îndoi,погнути
1145,biegen::V,încovoia,погнути
1146,drehen::V,învârti,вертіти
1147,wenden::V,întoarce,повернути
1148,umdrehen::V,învârti,перевернути
1149,umdrehen::V,întoarce,перевернути
1150,heben::V,ridica,піднімати
1151,hochheben::V,ridica,підняти
1152,ergreifen::V,lua,схопити
1153,ergreifen::V,apuca,схопити
1154,halten::V,ține,тримати
1155,drücken::V,apăsa,натискати
1156,drücken::V,strânge,натискати
1157,schieben::V,împinge,пхати
1158,schieben::V,împinge,штовхати
1159,kratzen::V,zgâria,шкребти
1160,lecken::V,linge,лизати
1161,beißen::V,mușca,кусати
1162,abreißen::V,rupe,відірвати
1163,abreißen::V,smulge,відірвати
1164,abschneiden::V,scurta,відрізати
1165,binden::V,lega,в’язати
1166,stecken::V,pune,увіткнути
1167,brechen::V,rupe,зламати
1168,brechen::V,frânge,зламати
1169,klopfen::V,ciocăni,стукати
1170,hauen::V,lovi,бити
1171,kleben::V,lipi,клеїти
1172,reiben::V,freca,терти
1173,reiben::V,fricționa,терти
1174,streichen::V,unge,намазати
1175,schleifen::V,ascuți,точити
1176,schneiden::V,tăia,різати
1177,rütteln::V,zgâlțâi,хитати
1178,schütteln::V,scutura,трясти
1179,schwenken::V,agita,махати
1180,schütten::V,vărsa,налити
1181,füllen::V,umple,наповнити
1182,einwickeln::V,înveli,загорнути
1183,einwickeln::V,înfășura,загорнути
1184,tragen::V,căra,нести
1185,schleppen::V,târî,тягти
1186,ziehen::V,trage,тягнути
1187,aufbewahren::V,păstra,зберігати
1188,aufbewahren::V,conserva,зберігати
1189,werfen::V,arunca,кидати
1190,fangen::V,prinde,ловити
1191,packen::V,apuca,схопити
1192,verstecken::V,ascunde,сховати
1193,teilen::V,împărți,розділити
1194,schicken::V,trimite,посилати
1195,bringen::V,aduce,принести
1196,hinzufügen::V,adăuga,додати
1197,bekommen::V,obține,дістати
1198,bekommen::V,dobândi,дістати
1199,erhalten::V,primi,одержати
1200,erhalten::V,căpăta,одержати
1201,nehmen::V,lua,взяти
1202,wählen::V,opta,вибрати
1203,wählen::V,alege,вибрати
1204,auswählen::V,selecta,відібрати
1205,bewahren::V,păstra,зберегти
1206,behindern::V,stingheri,перешкоджати
1207,verderben::V,strica,зіпсувати
1208,beschädigen::V,strica,зашкодити
1209,zerbrechen::V,rupe,розбити
1210,zerbrechen::V,frânge,розбити
1211,zerreißen::V,rupe,розірвати
1212,zerreißen::V,sfâșia,розірвати
1213,zerstören::V,distruge,зруйнувати
1214,verbrennen::V,arde,спалити
1215,verbrennen::V,incendia,спалити
1216,geben::V,da,дати
1217,reichen::V,întinde,передати
1218,schenken::V,dărui,дарувати
1219,versprechen::V,făgădui,обіцяти
1220,wünschen::V,ura,бажати
1221,loben::V,lăuda,хвалити
1222,küssen::V,săruta,цілувати
1223,wiegen::V,legăna,качати
1224,zudecken::V,acoperi,накрити
1225,wecken::V,trezi,розбудити
1226,wecken::V,deștepta,розбудити
1227,zeigen::V,arăta,показати
1228,führen::V,călăuzi,вести
1229,lehren::V,preda,вчити
1230,lehren::V,învăța,вчити
1231,unterrichten::V,învăța,викладати
1232,unterrichten::V,instrui,викладати
1233,aufziehen::V,crește,виховати
1234,leiten::V,duce,керувати
1235,leiten::V,conduce,керувати
1236,antreiben::V,împinge,підганяти
1237,antreiben::V,încuraja,підганяти
1238,lassen::V,pune pe să,змусити
1239,einladen::V,invita,запросити
1240,vereinigen::V,uni,об’єднати
1241,vereinigen::V,întruni,об’єднати
1242,besuchen::V,vizita,завітати
1243,besuchen::V,vizita,відвідати
1244,besuchen::V,face o vizită,завітати
1245,besuchen::V,face o vizită,відвідати
1246,treffen::V,întâlni,зустріти
1247,sich versammeln::V,se aduna,зібратися
1248,spielen::V,se juca,грати
1249,singen::V,cânta,співати
1250,tanzen::V,dansa,танцювати
1251,sich trennen::V,se separa,розлучитися
1252,sich trennen::V,se despărți,розлучитися
1253,verlassen::V,părăsi,покинути
1254,verlassen::V,abandona,покинути
1255,retten::V,salva,врятувати
1256,bewachen::V,păzi,охороняти
1257,schützen::V,ocroti,уберігати
1258,schützen::V,proteja,уберігати
1259,verteidigen::V,apăra,захистити
1260,sich schlagen::V,se bate,битися
1261,sich schlagen::V,se bate,дратися
1262,schießen::V,trage,стріляти
1263,siegen::V,birui,перемогти
1264,siegen::V,învinge,перемогти
1265,ärgern::V,supăra,сердити
1266,schlagen::V,lovi,ударити
1267,treten::V,călca,штовхати
1268,stechen::V,înțepa,вколоти
1269,stechen::V,împunge,вколоти
1270,stoßen::V,împinge,штовхнути
1271,stehlen::V,fura,украсти
1272,stören::V,deranja,перешкодити
1273,belästigen::V,importuna,докучати
1274,verbergen::V,ascunde,сховати
1275,täuschen::V,amăgi,обдурити
1276,betrügen::V,înșela,зшахраювати
1277,töten::V,omorî,убити
1278,wohnen::V,sta,жити
1279,wohnen::V,sta,мешкати
1280,wohnen::V,locui,жити
1281,wohnen::V,locui,мешкати
1282,arbeiten::V,lucra,працювати
1283,sammeln::V,aduna,зібрати
1284,sammeln::V,colecționa,зібрати
1285,pflücken::V,culege,зривати
1286,jagen::V,vâna,полювати
1287,fischen::V,pescui,рибалити
1288,fassen::V,prinde,піймати
1289,hüten::V,paște,пасти
1290,treiben::V,mână,гнати
1291,anbinden::V,lega,прив’язати
1292,füttern::V,da de mâncare,годувати
1293,füttern::V,da de mâncare,харчувати
1294,melken::V,mulge,доїти
1295,hacken::V,toca,рубати
1296,hacken::V,sparge,рубати
1297,gießen::V,uda,полити
1298,reifen::V,pârgui,дозріти
1299,zubereiten::V,găti,зготовити
1300,zubereiten::V,găti,приготувати
1301,kochen::V,găti,варити
1302,kochen::V,găti,готувати
1303,backen::V,coace,пекти
1304,braten::V,coace,смажити
1305,umrühren::V,mesteca,переміщати
1306,stricken::V,împleti,в’язати
1307,nähen::V,coase,шити
1308,färben::V,vopsi,пофарбувати
1309,färben::V,colora,пофарбувати
1310,reinigen::V,curăți,очистити
1311,waschen::V,spăla,мити
1312,abwischen::V,șterge,витерти
1313,spülen::V,clăti,полоскати
1314,fegen::V,mătura,підмітати
1315,kehren::V,mătura,мести
1316,baden::V,se scălda,купатися
1317,sich waschen::V,se spăla,митися
1318,ausziehen::V,și scoate,зняти
1319,anziehen::V,îmbrăca,надіти
1320,sich anziehen::V,se îmbrăca,одягтися
1321,sich anziehen::V,se îmbrăca,одягнутися
1322,kämmen::V,pieptăna,зачесати
1323,schmücken::V,împodobi,оздобити
1324,sagen::V,zice,сказати
1325,sagen::V,spune,сказати
1326,sprechen::V,vorbi,говорити
1327,reden::V,vorbi,розмовляти
1328,reden::V,discuta,розмовляти
1329,sich unterhalten::V,conversa,бесідувати
1330,sich unterhalten::V,sta de vorbă,бесідувати
1331,fragen::V,întreba,запитати
1332,bitten::V,ruga,просити
1333,erzählen::V,spune,розповісти
1334,erzählen::V,povesti,розповісти
1335,mitteilen::V,comunica,повідомити
1336,mitteilen::V,înștiința,повідомити
1337,nennen::V,numi,назвати
1338,nennen::V,chema,назвати
1339,rufen::V,chema,кликати
1340,prahlen::V,se făli,хвалитися
1341,übersetzen::V,traduce,перекласти
1342,denken::V,gândi,думати
1343,denken::V,gândi,мислити
1344,glauben::V,crede,вірити
1345,bemerken::V,observa,помітити
1346,erkennen::V,cunoaște,пізнати
1347,erkennen::V,recunoaște,пізнати
1348,begreifen::V,pricepe,осягнути
1349,begreifen::V,înțelege,осягнути
1350,verstehen::V,înțelege,почути
1351,lernen::V,învăța,навчатися
1352,wissen::V,ști,знати
1353,sich erinnern an::V,a-și aminti de,пам’ятати
1354,vergessen::V,uita,забути
1355,messen::V,măsura,міряти
1356,zählen::V,număra,лічити
1357,rechnen::V,calcula,рахувати
1358,lesen::V,citi,читати
1359,malen::V,picta,малювати
1360,zeichnen::V,desena,рисувати
1361,schreiben::V,scrie,писати
1362,besitzen::V,avea,мати
1363,besitzen::V,poseda,мати
1364,kaufen::V,cumpăra,купити
1365,verkaufen::V,vinde,продати
1366,bezahlen::V,plăti,заплатити
1367,bezahlen::V,achita,заплатити
1368,zahlen::V,plăti,платити
1369,beherrschen::V,stăpâni,володіти
1370,ertragen::V,răbda,витерпіти
1371,ertragen::V,suporta,витерпіти
