,Concept_ID,ba,ka
692,lebendig::A,тере,ცოცხალი
693,lebendig::A,йәнле,ცოცხალი
694,gut::A,яҡшы,კარგი
695,schlecht::A,хөрт,უხეირო
696,schlecht::A,алама,უხეირო
697,richtig::A,дөрөҫ,ნამდვილი
698,schlimm::A,хөрт,ცუდი
699,schlimm::A,алама,ცუდი
700,wahr::A,дөрөҫ,სწორი
701,wahr::A,дөрөҫ,ჭეშმარიტი
702,alt::A,иҫке,ძველი
703,alt::A,боронғо,ძველი
704,neu::A,яңы,ახალი
705,ehemalig::A,элекке,ყოფილი
706,alt[Lebewesen]::A,ҡарт,ბებერი
707,jung::A,йәш,ნორჩი
708,jung::A,йәш,ახალგაზრდა
709,arm::A,фәҡир,ღარიბი
710,reich::A,бай,მდიდარი
711,bekannt::A,таныш,ცნობილი
712,berühmt::A,атаҡлы,გამოჩენილი
713,berühmt::A,данлыҡлы,გამოჩენილი
714,fremd::A,ят,უცხო
715,fremd::A,ят,გარეშე
716,fremd::A,сит,უცხო
717,fremd::A,сит,გარეშე
718,verschieden::A,төрлө,სხვაგვარი
719,nah::A,яҡын,ახლო
720,fern::A,алыҫ,შორი
721,fern::A,алыҫ,შორეული
722,fern::A,йыраҡ,შორი
723,fern::A,йыраҡ,შორეული
724,linker::A,һул,მარცხენა
725,rechter::A,уң,მარჯვენა
726,anderer::A,бутән,სხვა
727,erster::A,тәүге,პირველი
728,zweiter::A,икенсе,მეორე
729,dritter::A,өсөнсө,მესამე
730,letzter::A,һуңғы,ბოლო
731,letzter::A,һуңғы,უკანასკნელი
732,allein::ADV,бер үҙе,მარტო
733,allein::ADV,яңғыҙ,მარტო
734,auf einmal::ADV,бер юлы,ერთდროულად
735,zusammen::ADV,бергә,ერთად
736,lange::ADV,оҙаҡ,დიდხანს
737,plötzlich::ADV,ҡапыл,მოულოდნელად
738,sofort::ADV,шунда уҡ,ახლავე
739,später::ADV,һуңыраҡ,მოგვიანებით
740,jetzt::ADV,хәҙер,ახლა
741,heute::ADV,бөгөн,დღეს
742,morgen::ADV,иртәгә,ხვალ
743,bald::ADV,тиҙҙән,მალე
744,dann::ADV,һуңынан,მერე
745,gestern::ADV,кисә,გუშინ
746,einst::ADV,ҡасандыр,ოდესღაც
747,einst::ADV,бер баҡыт,ოდესღაც
748,damals::ADV,ул саҡта,მაშინ
749,danach::ADV,һуңынан,მერმე
750,danach::ADV,һуңынан,შემდეგ
751,vorher::ADV,элек,ადრე
752,vorher::ADV,элек,წინათ
753,zuerst::ADV,башта,ჯერ
754,einmal::ADV,бер,ერთხელ
755,manchmal::ADV,ҡайһы берҙә,ხან
756,manchmal::ADV,ҡайһы берҙә,ზოგჯერ
757,oft::ADV,йыш,ხშირად
758,immer::ADV,һәр ҡасан,მუდამ
759,immer::ADV,һәр ҡасан,ყოველთვის
760,niemals::ADV,бер ҡасан да,არასდროს
761,niemals::ADV,бер ваҡытта ла,არასდროს
762,hier::ADV,бында,აქ
763,hierhin::ADV,бында,აქეთ
764,von hier::ADV,бынан,აქედან
765,von hier::ADV,ошонан,აქედან
766,dort::ADV,шунда,იქ
767,dort::ADV,тегендә,იქ
768,dorthin::ADV,шунда,იქით
769,dorthin::ADV,тегеләй,იქით
770,geradeaus::ADV,тура,პირდაპირ
771,vorwärts::ADV,алға,წინ
772,rückwärts::ADV,кирегә,უკან
773,zurück::ADV,кирегә,უკანვე
774,unten::ADV,түбәндә,დაბლა
775,unten::ADV,түбәндә,ქვევით
776,hinab::ADV,түбәнгә,ძირს
777,oben::ADV,юғарыла,ზემოთ
778,hinauf::ADV,юғарыға,ზევით
779,überall::ADV,бөтә урында,ყველგან
780,nicht::ADV,тугел,არ
781,ein wenig::ADV,аҙ,ცოტა
782,kaum::ADV,көскә,ძლივს
783,kaum::ADV,саҡ-саҡ,ძლივს
784,sehr::ADV,ифат,მეტად
785,sehr::ADV,ифат,ძალიან
786,so::ADV,шулай,ისე
787,noch::ADV,йәнә,ჯერ
788,nur::ADV,бары,მხოლოდ
789,schon::ADV,инде,უკვე
790,wieder::ADV,тағы,ისევ
791,wieder::ADV,тағы,კიდევ
792,vergebens::ADV,бушҡа,ამაოდ
793,vergebens::ADV,бушҡа,ტყუილად
794,vor::PRP,алдында,წინ
795,hinter::PRP,артында,უკან
796,hinter::PRP,артында,მიღმა
797,unter::PRP,аҫтында,ქვეშ
798,unter::PRP,аҫтында,ქვევით
799,durch::PRP,үтә,გავლით
800,neben::PRP,эргәһендә,გვერდით
801,zwischen::PRP,араһында,შუა
802,zwischen::PRP,араһында,შორის
803,wegen::PRP,өсөн,გამო
804,wegen::PRP,өсөн,შედეგად
805,wegen::PRP,сәбәпле,გამო
806,wegen::PRP,сәбәпле,შედეგად
807,dies::PRN,был,ეს
808,dies::PRN,ошо,ეს
809,das::PRN,ул,ეგ
810,alles::PRN,бөтә,ყველაფერი
811,ich::PRN,мин,მე
812,du::PRN,һин,შენ
813,er::PRN,ул,ის
814,er::PRN,ул,იგი
815,wir::PRN,беҙ,ჩვენ
816,ihr::PRN,һеҙ,თქვენ
817,sie::PRN,улар,ისინი
818,was::FPRN,ә,რა
819,was::FPRN,ни,რა
820,was::FPRN,нәмә,რა
821,wer::FPRN,ҡем,ვინ
822,wo::FADV,ҡайҙа,სად
823,wohin::FADV,ҡайҙа,საით
824,wie::FADV,инидәй,როგორ
825,warum::FADV,ин өсөн,რაზე
826,warum::FADV,ин өсөн,რატომ
827,wieviel::FNUM,күпме,რამდენი
828,eins::NUM,бер,ერთი
829,zwei::NUM,ике,ორი
830,zwei::NUM,икәү,ორი
831,drei::NUM,өс,სამი
832,vier::NUM,дүрт,ოთხი
833,fünf::NUM,биш,ხუთი
834,sechs::NUM,алты,ექვსი
835,sieben::NUM,ете,შვიდი
836,acht::NUM,һигеҙ,რვა
837,neun::NUM,туғыҙ,ცხრა
838,zehn::NUM,ун,ათი
839,elf::NUM,ун бер,თერთმეტი
840,zwölf::NUM,ун ике,თორმეტი
841,zwanzig::NUM,егерме,ოცი
842,dreißig::NUM,утыҙ,ოცდაათი
843,vierzig::NUM,ҡырҡ,ორმოცი
844,fünfzig::NUM,илле,ორმოცდაათი
845,sechzig::NUM,алтмыш,სამოცი
846,siebzig::NUM,етмеш,სამოცდაათი
847,achtzig::NUM,һикһән,ოთხმოცი
848,neunzig::NUM,туҡһан,ოთხმოცდაათი
849,hundert::NUM,йөҙ,ასი
850,tausend::NUM,мең,ათასი
851,und::CNJ,да,და
852,oder::CNJ,йәки,ან
853,stehen::V,тороу,დგას
854,sitzen::V,ултырыу,ზის
855,liegen::V,ятыу,აწევს
856,hängen::V,аҫылынып тороу,კიდია
857,werden::V,булыу,გახდება
858,passieren::V,булыу,მოხდება
859,beginnen::V,башлау,იწყება
860,enden::V,бөтөү,გათავდება
861,enden::V,тамамланыү,გათავდება
862,wechseln::V,үҙгәреү,იცვლება
863,aufgehen[Sonne]::V,ҡалҡыу,ამოდის
864,untergehen[Sonne]::V,байыу,ჩადის
865,scheinen[Sonne]::V,яҡтыртып тороу,ანათებს
866,donnern::V,күкрәү,ქუხს
867,wehen::V,иҫеү,ქრის
868,wehen::V,иҫеү,დაუბერავს
869,strömen::V,ташыу,იღვრება
870,fließen::V,ағыу,დის
871,fließen::V,ағыу,მიედინება
872,sich drehen::V,әйләнеү,ტრიალებს
873,schwanken::V,тирбәлеү,ირხევა
874,schwingen::V,бәүетеү,ირხევა
875,fallen::V,йығылыу,დავარდება
876,brennen::V,яныу,იწვის
877,rauchen::V,төтәү,ბოლავს
878,rauchen::V,төтәү,აბოლებს
879,regnen::V,ямғыр яуа,წვიმს
880,gefrieren::V,туңыү,იყინება
881,tauen::V,иреү,დნება
882,schmelzen::V,иреү,დნება
883,trocknen::V,кибеү,გაშრება
884,sieden::V,ҡайнау,დუღს
885,faulen::V,сереу,ლპება
886,verfaulen::V,сереу,ლპება
887,reißen::V,өҙөү,დაიხევა
888,reißen::V,йыртылыу,დაიხევა
889,versinken::V,батыу,ეფლობა
890,versinken::V,батыу,ჩაიძირება
891,vergehen::V,үтеү,გადის
892,erscheinen::V,килеп сығыу,გამოჩნდება
893,verschwinden::V,юғалыу,გააქრება
894,verschwinden::V,юғалыу,დაიკარგება
895,sinken::V,түбәнәйеү,დაიწევს
896,abnehmen::V,кәметеү,შემცირდება
897,zunehmen::V,артыу,გასუქდება
898,steigen::V,күтәрелеү,მოიმატებს
899,wachsen::V,үҫеү,იზრდება
900,wachsen::V,үҫеү,მრავლდება
901,glänzen::V,ялтырау,ბრწყინავს
902,funkeln::V,баҙлау,კაშკაშებს
903,lärmen::V,шаулау,ხმაურობს
904,läuten::V,ҡағыу,დარეკავს
905,klingeln::V,ҡағыу,დარეკავს
906,klingeln::V,шылтыратыу,დარეკავს
907,klirren::V,шылтыратыу,დააწკარუნებს
908,brausen::V,ҡотороноу,ბობოქრობს
909,rauschen::V,шыптырлау,შრიალებს
910,klingen::V,яңғырау,ხმას გამოსცემს
911,bellen::V,өрөү,უყეფს
912,heulen::V,олоу,ღმუის
913,blasen::V,өрөү,დაუბერავს
914,pfeifen::V,һызғырып ебәреү,უსტვენს
915,schreien::V,ҡысҡырыу,ყვირის
916,stöhnen::V,уңғырашыу,კვნესის
917,zittern::V,ҡалтырау,აძაგძაგებს
918,leben::V,йәшәү,ცოცხლობს
919,geboren werden::V,тыуыу,იშვება
920,geboren werden::V,тыуыу,იბადება
921,atmen::V,тын алыү,სუნთქავს
922,trinken::V,эсеү,სვამს
923,trinken::V,эсеү,დალევს
924,essen::V,ашау,შეჭამს
925,schlucken::V,йотоу,ყლაპავს
926,müde werden::V,арыу,დაიქანცება
927,einschlafen::V,йоҡлап китеү,დაიძინებს
928,schlafen::V,йоҡлау,სძინავს
929,aufwachen::V,уяныу,გაიღვიძებს
930,aufstehen::V,тороу,ადგება
931,sich erholen::V,ял итеү,დაისვენებს
932,krank werden::V,сирләү,ავად გახდება
933,krank sein::V,сирләү,ავადმყოფობს
934,schmerzen::V,ауыртыу,სტკივა
935,husten::V,йүтәлләү,ახველებს
936,genesen::V,һауығыу,მორჩება
937,sterben::V,үлеү,კვდება
938,umkommen::V,һәләк булыу,დაიღუპება
939,sich bewegen::V,хәрәкәт итеү,იძვრის
940,sich bewegen::V,хәрәкәт итеү,მოძრაობს
941,sich rühren::V,ҡуҙғалыу,გაინძრევა
942,sich erheben::V,тороу,ადგება
943,sich setzen::V,ултырыу,დაჯდება
944,hinfallen::V,ҡолау,დაეცემა
945,laufen::V,йөрөү,დადის
946,schreiten::V,атлау,აბიჯებს
947,spazierengehen::V,ял итеп йороү,დასეირნობს
948,eilen::V,ашығыу,მიიჩქარის
949,eilen::V,ҡабаланыу,მიიჩქარის
950,sich beeilen::V,ашығыу,აჩქარდება
951,sich beeilen::V,ҡабаланыу,აჩქარდება
952,sausen::V,елеү,მიქრის
953,rennen::V,йүгеп йөрөү,დარბის
954,springen::V,һикереү,ხტის
955,klettern::V,үрмәләү,ძვრება
956,klettern::V,үрмәләп менеү,ძვრება
957,schaukeln::V,сайҡалыу,ქანაობს
958,kriechen::V,шыуышыу,დაბობღავს
959,schwimmen::V,йоҙөү,ცურავს
960,tauchen::V,сумыу,ჩაიძირება
961,rudern::V,ишеү,ნიჩაბს უსვამს
962,fahren::V,йөрөү,დადის
963,fahren::V,йөрөү,მგზავრობს
964,fliegen::V,осоу,იფრენს
965,fliegen::V,осоу,გაფრინდება
966,gehen::V,барыу,მიდის
967,weggehen::V,китеү,წამოდის
968,abfahren::V,сығыу,მიემგზავრება
969,anhalten::V,тукталыу,ჩერდება
970,hineingehen::V,инеү,შედის
971,eintreten::V,инеү,შედის
972,kommen::V,килеү,მოდის
973,ankommen::V,килеү,ჩადის
974,zurückkommen::V,ҡайтыу,დაბრუნდება
975,bleiben::V,ҡалыу,დარჩება
976,warten::V,көтөп тороу,ელოდება
977,erwarten::V,көтөү,ელის
978,erwarten::V,көтөү,დაიცდის
979,suchen::V,эҙләү,ეძებს
980,suchen::V,эҙләү,მოძებნის
981,finden::V,табыу,მიაგნებს
982,finden::V,табыу,გამოძებნის
983,versuchen::V,тырышып ҡарау,ცდის
984,versuchen::V,тырышып ҡарау,ცდილობს
985,vorbereiten::V,әҙерләү,მოამზადებს
986,lieben::V,яратыу,უყვარს
987,mögen::V,һөйөү,ეტრფის
988,mögen::V,яратыу,ეტრფის
989,lachen::V,көлөү,იცინის
990,rühren::V,ҡағылыу,გულს აუჩუყებს
991,weinen::V,илау,ტირის
992,schimpfen::V,һүгенеү,შეიგინება
993,schimpfen::V,тиргәнеү,შეიგინება
994,schimpfen::V,һуҡраныу,შეიგინება
995,sich ärgern::V,асыуланыу,გაბრაზობს
996,sich fürchten::V,ҡурҡыу,შიშობს
997,fürchten::V,ҡурҡыу,ფრთხილობს
998,fliehen::V,ҡасыу,გაიქცევა
999,flüchten::V,ҡасыу,გაიქცევა
1000,sehen::V,күреү,ხედავს
1001,anschauen::V,ҡарау,ნახავს
1002,ansehen::V,ҡарау,უყურებს
1003,ansehen::V,тикшереү,უყურებს
1004,hören::V,ишетеү,ისმენს
1005,zuhören::V,тыңлау,მოისმენს
1006,probieren::V,татыу,გასინჯავს
1007,riechen::V,еҫкәү,ყნოსავს
1008,fühlen::V,тойоу,გრძნობს
1009,scheinen::V,кеүек күренеү,ეჩვენება
1010,scheinen::V,тойолоу,ეჩვენება
1011,zu sehen sein::V,күренеү,მოჩანს
1012,vernehmen::V,ишетеү,გაიგებს
1013,frieren::V,туңыү,იყინება
1014,tun::V,яһау,აკეთებს
1015,tun::V,әшләү,აკეთებს
1016,können::V,алыу,შეიძლება
1017,können::V,мөмкин булыу,შეიძლება
1018,wollen::V,теләү,უნდა
1019,anfangen::V,башлау,დაიწყებს
1020,beenden::V,бөтөрөү,ამთავრებს
1021,beenden::V,тамамлау,ამთავრებს
1022,aufhören::V,туктау,შეწყვეტს
1023,gelingen::V,уңышлы булыу,მოახერხებს
1024,geraten::V,булып сығыу,გამოდის
1025,öffnen::V,асыу,გახსნის
1026,schließen::V,йомоу,ხურავს
1027,schließen::V,йомоу,დაკეტავს
1028,stellen::V,ҡуйыу,დადგამს
1029,setzen::V,урынлаштырыу,დასვამს
1030,legen::V,һалыу,დადებს
1031,berühren::V,тейеү,შეახებს
1032,berühren::V,тейеү,მიაკარებს
1033,berühren::V,ҡағылыу,შეახებს
1034,berühren::V,ҡағылыу,მიაკარებს
1035,verbinden::V,ҡушыу,შეაერთებს
1036,verbinden::V,бәйләү,შეაერთებს
1037,bedecken::V,ҡаплау,გადააფარებს
1038,aufhängen::V,элеү,დაკიდებს
1039,anzünden::V,тоҡандырыу,დაანთებს
1040,anzünden::V,тоҡандырыу,მოუკიდებს
1041,aufheben::V,мендереү,აიღებს
1042,aufheben::V,мендереү,აიყვანს
1043,zurücklassen::V,ҡалдырыу,დატოვებს
1044,verlieren::V,юғалтыу,დაკარგავს
1045,fallen lassen::V,төшөрөп ебәреү,გაუვარდება
1046,machen::V,яһау,გააკეთებს
1047,machen::V,яһау,გამოიწვევს
1048,machen::V,эшләү,გააკეთებს
1049,machen::V,эшләү,გამოიწვევს
1050,herstellen::V,эшләп сығарыу,დაამზადებს
1051,bauen::V,төҙөү,ააშენებს
1052,reparieren::V,төҙәтеү,შეაკეთებს
1053,reparieren::V,төҙәтеү,გაარემონტებს
1054,verbessern::V,яҡшыртыу,გამოაკეთებს
1055,verbessern::V,яҡшыртыу,გააუმჯობესებს
1056,ändern::V,үҙгәртеү,შეცვლის
1057,graben::V,ҡаҙыу,თხრის
1058,beugen::V,бөгөү,ხრის
1059,biegen::V,бөгөү,გაღუნავს
1060,drehen::V,өйрөлтөү,ატრიალებს
1061,drehen::V,әйләндереү,ატრიალებს
1062,wenden::V,әйләндереү,მოაბრუნებს
1063,umdrehen::V,түңкәреү,შეატრიალებს
1064,heben::V,күтәреү,ასწევს
1065,heben::V,мендереү,ასწევს
1066,hochheben::V,күтәреү,აიყვანს
1067,ergreifen::V,тотоп алыу,სტაცებს
1068,halten::V,тотоу,უჭირავს
1069,drücken::V,ҡыҫыу,დააწვება
1070,schieben::V,этеү,მისწევს
1071,schieben::V,төртөү,მისწევს
1072,kratzen::V,ҡырыу,მოფხანს
1073,lecken::V,ялау,ლოკავს
1074,beißen::V,тешләү,უკბენს
1075,abreißen::V,өҙөү,გლეჯს
1076,abreißen::V,өҙөү,მოწყვეტს
1077,abschneiden::V,ҡырҡыу,გაჭრის
1078,binden::V,бәйләү,შეკრავს
1079,binden::V,бәйләү,გადააბამს
1080,stecken::V,ҡаҙау,ჩაასობს
1081,brechen::V,боҙоу,მოიტეხს
1082,klopfen::V,шаҡылдау,აკაკუნებს
1083,hauen::V,туҡмау,ლეწავს
1084,kleben::V,йәбештереү,წებავს
1085,kleben::V,йәбештереү,დააწებებს
1086,reiben::V,ыуыу,დაზელს
1087,reiben::V,ышҡыу,დაზელს
1088,streichen::V,яғыу,უსვამს
1089,schleifen::V,үткерләү,ლესავს
1090,schneiden::V,ҡырҡыу,გაჭრის
1091,rütteln::V,һелкетеү,არხევს
1092,schütteln::V,һелкетеү,არყევს
1093,schütteln::V,һелкетеү,ანძრევს
1094,schwenken::V,болғау,აქნევს
1095,schütten::V,ҡойоу,ღვრის
1096,schütten::V,ҡойоу,დააქცევს
1097,füllen::V,тултырыу,გაავსებს
1098,einwickeln::V,төрөү,შეახვევს
1099,tragen::V,алып барыу,მიიტანს
1100,schleppen::V,һөйрәү,მიათრევს
1101,ziehen::V,тартыу,წევს
1102,ziehen::V,тартыу,ათრევს
1103,aufbewahren::V,һаҡлау,შეინახავს
1104,werfen::V,ырғытыу,ისვრის
1105,fangen::V,тотоу,დაიჭერს
1106,packen::V,етеү,სტაცებს
1107,packen::V,тотоп алыу,სტაცებს
1108,verstecken::V,йәшереү,მალავს
1109,teilen::V,бүлеү,დაყოფს
1110,schicken::V,ебәреү,გაგზავნის
1111,bringen::V,килтереү,მოიტანს
1112,hinzufügen::V,өтәү,დაამატებს
1113,bekommen::V,алыу,ამოიღებს
1114,erhalten::V,алыу,იღებს
1115,nehmen::V,алыу,აიღებს
1116,wählen::V,һайлаү,გადაარჩევს
1117,auswählen::V,һайлап алыу,ამოარჩევს
1118,bewahren::V,һаҡлау,ინარჩუნებს
1119,behindern::V,тотҡарлыҡ яһау,აბრკოლებს
1120,behindern::V,тотҡарлыҡ яһау,გააძნელებს
1121,verderben::V,боҙоу,გააფუჭებს
1122,beschädigen::V,боҙоу,დააზიანებს
1123,zerbrechen::V,ҡыйратыу,დაამტვრევს
1124,zerreißen::V,йыртыу,გახევს
1125,zerstören::V,емереү,მოსპობს
1126,zerstören::V,емереү,დაანგრევს
1127,verbrennen::V,үртәү,დაწვავს
1128,geben::V,биреү,აძლევს
1129,reichen::V,биреү,მიაწოდებს
1130,schenken::V,бүләк итеү,აჩუქებს
1131,versprechen::V,вәғәҙә биреү,აღუთქვამს
1132,wünschen::V,теләу,უსურვებს
1133,loben::V,маҡтау,აქებს
1134,loben::V,маҡтау,ამკობს
1135,küssen::V,үбеү,აკოცებს
1136,wiegen::V,бәүетеү,არხევს
1137,wiegen::V,тирбәтеү,არხევს
1138,zudecken::V,ҡаплау,გადახურავს
1139,wecken::V,уятыу,გააღვიძებს
1140,zeigen::V,күрһәтеү,დაანახვებს
1141,führen::V,етәкләү,მიჰყავს
1142,lehren::V,уҡытыу,ასწავლის
1143,lehren::V,өйрәтеү,ასწავლის
1144,unterrichten::V,уҡытыу,ასწავლის
1145,aufziehen::V,тәрбиәле,აღზრდის
1146,leiten::V,етәкләү,აწარმოებს
1147,leiten::V,етәкләү,ხელმძღვანელობს
1148,leiten::V,етәкселек итеү,აწარმოებს
1149,leiten::V,етәкселек итеү,ხელმძღვანელობს
1150,antreiben::V,ашыҡтырыу,დააჩქარებს
1151,lassen::V,мәжбүр итеү,ა--ინებს
1152,einladen::V,саҡырыу,მოიპატიჟებს
1153,vereinigen::V,берләштереү,შეაერთებს
1154,besuchen::V,килеп сығыу,სანახავად მიდის
1155,treffen::V,тойоү,შეხვდება
1156,treffen::V,осратыу,შეხვდება
1157,treffen::V,ҡаршылау,შეხვდება
1158,sich versammeln::V,йыйылыу,შეიკრიბება
1159,spielen::V,тартыу,ეთამაშება
1160,singen::V,йырлау,მღერის
1161,tanzen::V,бейеү,ცეკვავს
1162,sich trennen::V,айырылышыу,მოშორდება
1163,verlassen::V,ташлау,მიატოვებს
1164,verlassen::V,ташлап китеү,მიატოვებს
1165,retten::V,ҡотҡарыу,იხსნის
1166,retten::V,ҡотҡарыу,გადაარჩენს
1167,bewachen::V,һаҡлау,დარაჯობს
1168,bewachen::V,һаҡлау,უთვალთვალებს
1169,schützen::V,һаҡлау,დაიფარავს
1170,verteidigen::V,яҡлау,დაიცავს
1171,sich schlagen::V,һуғышыу,იჩხუბებს
1172,schießen::V,атыу,ისვრის
1173,siegen::V,еңеү,გაიმარჯვებს
1174,ärgern::V,асыуландырыу,აჯავრებს
1175,schlagen::V,бәреү,ცემს
1176,schlagen::V,туҡмау,ცემს
1177,treten::V,тибеү,პანღურს ამოჰკრავს
1178,treten::V,типкеләү,პანღურს ამოჰკრავს
1179,stechen::V,сәнсеү,სჩხვლეტს
1180,stoßen::V,этеү,დაეჯახება
1181,stoßen::V,төртөү,დაეჯახება
1182,stehlen::V,урлау,ქურდობს
1183,stehlen::V,урлау,მოიპარავს
1184,stören::V,ҡамасаулау,შეაწუხებს
1185,belästigen::V,бимазалау,მობეზრდება
1186,belästigen::V,ҡамасаулау,მობეზრდება
1187,verbergen::V,йәшереү,დამალავს
1188,täuschen::V,ултыртыу,შეცდებს
1189,betrügen::V,алдау,მოატყუებს
1190,töten::V,үлтереү,მოკლავს
1191,wohnen::V,йәшәү,ცხოვრობს
1192,wohnen::V,йәшәү,ბინადრობს
1193,arbeiten::V,эшләү,მუშაობს
1194,sammeln::V,йыйыу,შეკრებს
1195,pflücken::V,өҙөү,კრეფს
1196,jagen::V,аулау,ნადირობს
1197,fischen::V,аулау,თევზაობს
1198,fassen::V,тотоу,დააჭერს
1199,hüten::V,көтөү,მწყემსავს
1200,treiben::V,ҡыуыу,მიერეკება
1201,anbinden::V,бәйләү,მიაბამს
1202,füttern::V,ашатыу,აჭმევს
1203,melken::V,һауыү,წველის
1204,hacken::V,турау,კეპავს
1205,hacken::V,тапау,კეპავს
1206,gießen::V,ҡойоу,რწყავს
1207,reifen::V,өлғөрөү,მწიფდება
1208,zubereiten::V,бешереү,მოამზადებს
1209,kochen::V,бешереү,მოხარშავს
1210,backen::V,бешереү,გამოაცხობს
1211,braten::V,ҡурыу,შეწვავს
1212,umrühren::V,ҡатнаштырыу,შეურევს
1213,umrühren::V,ҡатнаштырыу,გათქვეფს
1214,stricken::V,бәйләү,ქსოვს
1215,nähen::V,тегеү,გაკერავს
1216,färben::V,буяу,შეღებავს
1217,reinigen::V,таҙартыу,გაწმენდს
1218,reinigen::V,таҙартыу,გასუფთავებს
1219,waschen::V,йыуыу,გარეცხავს
1220,abwischen::V,һөртөү,წაშლის
1221,spülen::V,сайҡау,გაავლებს
1222,fegen::V,һепереү,დაბლანდავს
1223,kehren::V,һепереү,დაგვის
1224,baden::V,һыу инеү,ბანაობს
1225,sich waschen::V,йыуыныу,იბანება
1226,ausziehen::V,сисеү,გაიხდის
1227,anziehen::V,кейеү,ჩაიცვამს
1228,sich anziehen::V,кейенеү,ჩაიცვამს
1229,kämmen::V,тарау,დავარცხნის
1230,schmücken::V,биҙәү,მორთავს
1231,sagen::V,әйтеү,იტყვის
1232,sprechen::V,әйтеү,ლაპარაკობს
1233,sprechen::V,һөйләшеү,ლაპარაკობს
1234,reden::V,һөйләшеү,საუბრობს
1235,sich unterhalten::V,әңгәмәләшеү,ბაასობს
1236,sich unterhalten::V,әңгәмәләшеү,მუსაიფობს
1237,fragen::V,һорау,ჰკითხავს
1238,bitten::V,үтенеү,სთხოვს
1239,erzählen::V,һөйләү,მოუთხრობს
1240,mitteilen::V,әйтеү,აუწყებს
1241,mitteilen::V,әйтеү,აცნობებს
1242,nennen::V,атау,უწოდებს
1243,nennen::V,исемләү,უწოდებს
1244,rufen::V,саҡырыу,დაუძახებს
1245,prahlen::V,маҡтаныу,ტრაბახობს
1246,prahlen::V,шапырыныу,ტრაბახობს
1247,übersetzen::V,тәржемә итеү,გადათარგმნის
1248,denken::V,уйлау,ფიქრობს
1249,denken::V,уйлау,აზროვნებს
1250,glauben::V,ышаныу,სჯერა
1251,bemerken::V,күреү,შენიშვნავს
1252,erkennen::V,таныу,გამოიცნობს
1253,begreifen::V,аңлау,გაიგებს
1254,verstehen::V,аңлау,გაიგონებს
1255,lernen::V,өйрәнеү,ისწავლის
1256,wissen::V,белеү,ეცოდინება
1257,sich erinnern an::V,хәтергә алыу,მოიგონებს
1258,sich erinnern an::V,хәтергә алыу,გაიხსენებს
1259,vergessen::V,онотоу,ივიწყებს
1260,messen::V,үлсәү,ზომავს
1261,zählen::V,һанау,ითვლის
1262,rechnen::V,һанау,გაიანგარიშებს
1263,lesen::V,уҡыу,კითხულობს
1264,malen::V,һүрәт яһау,ხატავს
1265,malen::V,рәсем төшөрөү,ხატავს
1266,zeichnen::V,һүрәт яһау,ხაზავს
1267,zeichnen::V,рәсем төшөрөү,ხაზავს
1268,schreiben::V,яҙыу,დაწერს
1269,besitzen::V,биләү,ექნება
1270,kaufen::V,һатып алыу,ყიდულობს
1271,verkaufen::V,һатыу,გაყიდის
1272,bezahlen::V,түләү,გადაიხდის
1273,zahlen::V,түләү,გადაიხდის
1274,beherrschen::V,биләү,ფლობს
1275,ertragen::V,түҙеү,მოითმენს
